N1,N2,...,Nx
[45, 15, 15, 8, 39, 11, 45, 15, 26, 11, 0, 22, 11, 30, 7, 24, 33, 6, 25, 17, 41, 43, 2, 0, 33, 22, 20, 33, 44, 3, 2, 45, 35, 46, 50, 32, 3, 18, 45, 30, 39, 42, 15, 45, 34, 12, 8, 18, 28, 9, 4, 0, 12, 31, 38, 13, 44, 4, 40, 36, 5, 39, 46, 48, 2, 24, 44, 0, 43, 8, 12, 2, 45, 4, 8, 18, 36, 33, 15, 29, 49, 7, 37, 36, 12, 40, 33, 5, 11, 16, 45, 1, 0, 20, 6, 19, 24, 31]
[29, 27, 41, 5, 7, 15, 15, 40, 38, 35, 22, 0, 3, 35, 12, 3, 4, 12, 43, 46, 41, 9, 25, 27, 3, 24, 13, 25, 33, 47, 49, 47, 34, 21, 40, 27, 42, 0, 42, 1, 49, 34, 41, 24, 37, 9, 42, 28, 3, 27, 19, 38, 41, 45, 50, 41, 12, 22, 36, 15, 20, 49, 9, 18, 30, 44, 17, 41, 44, 50, 46, 12, 49, 18, 23, 29, 16, 37, 31, 42, 44, 41, 3, 40, 24, 8, 4, 27, 21, 44, 13, 27, 39, 26, 19, 4, 11, 46]
[2, 48, 16, 11, 48, 29, 14, 31, 37, 40, 11, 3, 0, 46, 9, 36, 41, 13, 23, 42, 19, 7, 38, 9, 35, 34, 25, 19, 5, 29, 34, 17, 17, 47, 15, 21, 8, 23, 5, 41, 31, 28, 29, 3, 3, 0, 42, 19, 44, 41, 2, 43, 26, 25, 18, 50, 26, 42, 24, 13, 46, 1, 17, 39, 39, 12, 9, 35, 35, 8, 38, 21, 44, 0, 45, 11, 46, 23, 44, 23, 7, 7, 0, 21, 21, 6, 44, 34, 6, 49, 22, 20, 25, 32, 23, 3, 4, 34]
[34, 34, 34, 13, 24, 33, 30, 48, 16, 5, 30, 35, 46, 0, 16, 18, 31, 8, 41, 4, 6, 15, 33, 33, 42, 40, 22, 45, 29, 1, 18, 41, 38, 17, 35, 39, 1, 25, 5, 5, 18, 39, 37, 13, 44, 0, 4, 30, 44, 0, 2, 38, 48, 31, 24, 12, 21, 30, 6, 24, 37, 40, 12, 20, 20, 31, 12, 21, 25, 41, 50, 49, 24, 40, 2, 31, 44, 14, 39, 3, 16, 11, 23, 25, 50, 26, 13, 33, 29, 6, 29, 31, 39, 20, 37, 25, 25, 44]
[29, 35, 42, 29, 31, 35, 41, 42, 16, 2, 7, 12, 9, 16, 0, 24, 6, 24, 44, 19, 11, 42, 46, 47, 41, 28, 26, 15, 49, 19, 4, 34, 2, 28, 40, 44, 6, 32, 14, 15, 50, 26, 41, 30, 22, 16, 24, 5, 8, 25, 41, 44, 27, 46, 34, 0, 48, 15, 8, 24, 45, 5, 28, 38, 17, 21, 16, 30, 33, 11, 2, 12, 39, 42, 49, 29, 15, 18, 41, 46, 18, 31, 24, 24, 19, 1, 9, 49, 2, 17, 7, 34, 27, 41, 48, 10, 35, 37]
[43, 4, 5, 26, 34, 3, 17, 0, 13, 2, 24, 3, 36, 18, 24, 0, 31, 21, 41, 26, 37, 0, 44, 15, 46, 8, 0, 47, 23, 30, 5, 16, 28, 29, 24, 45, 1, 43, 29, 1, 9, 18, 26, 19, 21, 24, 32, 36, 20, 11, 24, 27, 1, 22, 31, 21, 28, 49, 46, 12, 40, 6, 11, 26, 2, 30, 6, 19, 18, 50, 46, 49, 3, 20, 7, 6, 32, 32, 27, 6, 22, 33, 15, 1, 25, 17, 39, 33, 49, 50, 27, 37, 25, 24, 18, 14, 46, 11]
[5, 50, 23, 33, 46, 0, 10, 18, 11, 10, 33, 4, 41, 31, 6, 31, 0, 47, 41, 43, 3, 32, 38, 18, 48, 11, 17, 29, 27, 25, 24, 18, 32, 4, 40, 33, 33, 37, 47, 7, 41, 49, 34, 45, 45, 29, 2, 22, 17, 14, 44, 19, 34, 9, 50, 6, 10, 10, 9, 0, 33, 0, 20, 33, 25, 42, 5, 3, 39, 39, 4, 29, 18, 17, 48, 27, 0, 6, 0, 38, 48, 21, 29, 8, 41, 34, 37, 7, 45, 5, 39, 49, 22, 11, 34, 7, 12, 26]
[4, 3, 23, 12, 0, 25, 50, 40, 36, 44, 6, 12, 13, 8, 24, 21, 47, 0, 47, 35, 14, 18, 38, 50, 47, 2, 4, 2, 47, 47, 36, 6, 9, 25, 30, 26, 24, 19, 44, 38, 4, 33, 2, 8, 9, 9, 43, 17, 31, 36, 50, 47, 49, 0, 9, 49, 14, 48, 17, 18, 50, 50, 37, 15, 40, 15, 11, 50, 39, 21, 46, 8, 21, 20, 17, 16, 46, 11, 7, 22, 30, 45, 42, 7, 47, 14, 32, 50, 32, 36, 0, 7, 36, 17, 24, 23, 4, 47]
[38, 14, 10, 31, 23, 0, 14, 5, 50, 23, 25, 43, 23, 41, 44, 41, 41, 47, 0, 38, 3, 40, 41, 42, 1, 1, 12, 41, 37, 39, 20, 32, 44, 25, 18, 44, 14, 18, 31, 40, 7, 8, 32, 37, 32, 0, 1, 40, 13, 38, 16, 50, 24, 12, 13, 29, 36, 23, 11, 28, 9, 31, 5, 38, 17, 23, 50, 27, 33, 39, 49, 5, 30, 12, 48, 7, 43, 39, 11, 33, 21, 36, 5, 36, 43, 2, 5, 47, 23, 47, 47, 36, 44, 36, 30, 29, 48, 7]
[45, 10, 31, 45, 11, 18, 13, 14, 45, 6, 17, 46, 42, 4, 19, 26, 43, 35, 38, 0, 39, 29, 4, 41, 47, 35, 7, 34, 19, 1, 12, 24, 18, 36, 9, 28, 43, 46, 43, 26, 13, 24, 12, 12, 41, 28, 14, 10, 18, 28, 21, 8, 18, 40, 42, 11, 24, 3, 19, 47, 2, 0, 28, 16, 44, 16, 27, 37, 24, 31, 14, 40, 35, 50, 42, 36, 32, 1, 7, 34, 20, 18, 7, 5, 25, 16, 12, 19, 33, 35, 17, 27, 43, 39, 23, 24, 29, 43]
[14, 30, 24, 37, 19, 4, 50, 44, 23, 4, 41, 41, 19, 6, 11, 37, 3, 14, 3, 39, 0, 42, 26, 10, 31, 25, 8, 22, 20, 2, 16, 23, 13, 5, 8, 39, 20, 43, 9, 12, 48, 12, 36, 21, 26, 18, 20, 11, 22, 43, 35, 19, 43, 10, 8, 4, 41, 37, 34, 9, 6, 34, 28, 10, 23, 49, 32, 21, 21, 16, 34, 28, 4, 18, 10, 31, 16, 35, 45, 19, 32, 28, 29, 2, 4, 28, 46, 3, 50, 10, 48, 31, 15, 45, 16, 37, 32, 2]
[7, 0, 26, 21, 6, 5, 41, 8, 28, 19, 43, 9, 7, 15, 42, 0, 32, 18, 40, 29, 42, 0, 35, 31, 42, 42, 26, 7, 14, 16, 26, 47, 10, 31, 34, 0, 47, 18, 14, 42, 11, 12, 4, 19, 45, 31, 14, 31, 30, 49, 46, 45, 27, 18, 30, 3, 17, 49, 33, 36, 1, 36, 27, 4, 1, 41, 19, 26, 40, 10, 22, 42, 22, 48, 11, 40, 0, 8, 32, 3, 7, 28, 45, 1, 9, 27, 4, 35, 34, 10, 27, 32, 36, 3, 41, 47, 22, 15]
[42, 33, 16, 9, 46, 6, 36, 9, 24, 16, 2, 25, 38, 33, 46, 44, 38, 38, 41, 4, 26, 35, 0, 46, 19, 37, 7, 32, 17, 36, 1, 46, 45, 42, 20, 13, 49, 34, 19, 43, 24, 12, 7, 17, 31, 12, 22, 0, 20, 4, 19, 20, 45, 11, 40, 18, 17, 5, 37, 40, 0, 11, 17, 18, 27, 21, 18, 12, 24, 22, 24, 21, 10, 48, 21, 27, 16, 43, 24, 19, 36, 46, 34, 37, 9, 38, 38, 36, 25, 0, 29, 39, 26, 21, 29, 50, 36, 37]
[47, 48, 3, 25, 16, 27, 48, 31, 40, 0, 0, 27, 9, 33, 47, 15, 18, 50, 42, 41, 10, 31, 46, 0, 22, 21, 32, 14, 26, 19, 5, 34, 31, 21, 41, 42, 18, 9, 31, 47, 5, 24, 30, 31, 32, 31, 45, 40, 33, 45, 3, 23, 37, 42, 33, 38, 35, 9, 37, 17, 36, 19, 47, 46, 27, 26, 32, 49, 6, 24, 43, 45, 6, 40, 6, 21, 33, 49, 40, 2, 21, 26, 30, 35, 42, 17, 8, 28, 39, 10, 18, 42, 16, 34, 31, 23, 3, 0]
[27, 42, 34, 49, 41, 22, 32, 21, 44, 48, 33, 3, 35, 42, 41, 46, 48, 47, 1, 47, 31, 42, 19, 22, 0, 16, 43, 18, 11, 41, 18, 35, 38, 26, 26, 36, 17, 29, 1, 28, 28, 23, 11, 37, 23, 15, 48, 29, 27, 32, 11, 43, 0, 29, 6, 30, 9, 1, 26, 6, 22, 16, 18, 48, 5, 29, 29, 25, 4, 20, 11, 42, 6, 23, 39, 31, 30, 16, 30, 43, 29, 12, 46, 0, 15, 9, 48, 1, 41, 31, 32, 42, 42, 18, 46, 48, 15, 23]
[15, 43, 26, 17, 14, 1, 46, 16, 22, 37, 22, 24, 34, 40, 28, 8, 11, 2, 1, 35, 25, 42, 37, 21, 16, 0, 36, 41, 38, 33, 6, 37, 16, 32, 25, 5, 14, 29, 41, 42, 5, 50, 17, 23, 29, 50, 38, 4, 3, 7, 19, 25, 7, 30, 32, 1, 38, 36, 32, 20, 10, 34, 39, 41, 9, 26, 9, 18, 24, 7, 20, 33, 16, 42, 11, 15, 32, 1, 30, 29, 5, 35, 14, 7, 15, 27, 44, 25, 21, 7, 37, 43, 46, 7, 35, 0, 49, 8]
[6, 45, 36, 2, 25, 38, 15, 30, 39, 44, 20, 13, 25, 22, 26, 0, 17, 4, 12, 7, 8, 26, 7, 32, 43, 36, 0, 37, 50, 49, 33, 31, 20, 18, 13, 36, 47, 35, 2, 29, 27, 5, 27, 11, 6, 36, 18, 15, 50, 47, 21, 42, 21, 23, 17, 16, 19, 44, 48, 20, 5, 25, 24, 42, 24, 0, 16, 45, 38, 15, 29, 3, 18, 8, 25, 1, 50, 30, 29, 37, 34, 47, 11, 32, 25, 21, 3, 39, 11, 45, 31, 45, 17, 49, 35, 33, 9, 40]
[35, 43, 22, 28, 19, 24, 12, 38, 34, 46, 33, 25, 19, 45, 15, 47, 29, 2, 41, 34, 22, 7, 32, 14, 18, 41, 37, 0, 37, 3, 21, 48, 17, 48, 23, 31, 14, 30, 46, 4, 24, 42, 13, 42, 8, 42, 5, 3, 50, 19, 31, 13, 45, 47, 19, 29, 49, 30, 22, 45, 41, 22, 28, 3, 43, 30, 30, 27, 49, 34, 32, 19, 19, 33, 0, 34, 27, 49, 33, 31, 48, 44, 48, 44, 8, 27, 32, 7, 29, 40, 41, 43, 4, 50, 35, 28, 42, 20]
[14, 49, 32, 6, 11, 12, 47, 5, 37, 46, 44, 33, 5, 29, 49, 23, 27, 47, 37, 19, 20, 14, 17, 26, 11, 38, 50, 37, 0, 39, 17, 9, 34, 15, 41, 32, 4, 36, 48, 12, 44, 22, 48, 5, 45, 38, 10, 26, 17, 2, 41, 8, 6, 36, 21, 31, 17, 22, 17, 4, 38, 6, 41, 20, 46, 2, 30, 45, 42, 13, 48, 10, 12, 2, 11, 36, 22, 21, 19, 34, 33, 21, 24, 9, 45, 20, 40, 11, 14, 38, 35, 2, 41, 5, 15, 16, 32, 42]
[17, 11, 3, 9, 31, 33, 25, 36, 18, 24, 3, 47, 29, 1, 19, 30, 25, 47, 39, 1, 2, 16, 36, 19, 41, 33, 49, 3, 39, 0, 23, 33, 33, 15, 17, 3, 37, 16, 28, 4, 44, 3, 30, 12, 47, 21, 1, 42, 28, 26, 14, 16, 9, 50, 32, 4, 14, 41, 13, 12, 4, 13, 48, 39, 30, 23, 9, 27, 41, 47, 28, 30, 47, 11, 12, 42, 28, 45, 17, 1, 6, 40, 34, 2, 14, 5, 31, 21, 33, 45, 7, 50, 5, 42, 10, 4, 23, 50]
[10, 37, 11, 40, 25, 4, 32, 6, 45, 31, 2, 49, 34, 18, 4, 5, 24, 36, 20, 12, 16, 26, 1, 5, 18, 6, 33, 21, 17, 23, 0, 48, 38, 4, 43, 50, 28, 34, 16, 30, 31, 18, 33, 24, 6, 2, 14, 48, 34, 33, 40, 40, 30, 15, 24, 22, 39, 35, 26, 28, 27, 27, 50, 34, 6, 16, 50, 2, 23, 49, 7, 26, 6, 16, 6, 38, 40, 7, 18, 32, 3, 3, 11, 33, 28, 28, 19, 21, 5, 41, 34, 37, 37, 22, 16, 29, 18, 42]
[33, 45, 23, 26, 32, 25, 12, 4, 29, 36, 45, 47, 17, 41, 34, 16, 18, 6, 32, 24, 23, 47, 46, 34, 35, 37, 31, 48, 9, 33, 48, 0, 12, 4, 5, 2, 19, 39, 30, 21, 36, 42, 38, 16, 47, 33, 33, 50, 6, 24, 38, 38, 39, 28, 6, 20, 22, 40, 48, 15, 28, 25, 36, 1, 40, 10, 16, 27, 30, 47, 0, 2, 16, 17, 26, 26, 28, 11, 49, 37, 1, 31, 20, 13, 14, 36, 23, 20, 50, 45, 14, 23, 5, 43, 33, 23, 42, 44]
[43, 13, 32, 44, 47, 8, 49, 22, 2, 39, 35, 34, 17, 38, 2, 28, 32, 9, 44, 18, 13, 10, 45, 31, 38, 16, 20, 17, 34, 33, 38, 12, 0, 35, 28, 28, 15, 37, 12, 11, 19, 41, 40, 25, 45, 44, 1, 31, 15, 30, 24, 37, 37, 9, 41, 21, 14, 36, 3, 8, 19, 14, 48, 4, 50, 2, 39, 40, 40, 25, 25, 41, 36, 17, 33, 5, 35, 3, 39, 26, 4, 41, 35, 7, 29, 40, 31, 50, 2, 18, 48, 23, 50, 45, 26, 43, 5, 1]
[27, 28, 37, 32, 39, 24, 40, 36, 43, 49, 46, 21, 47, 17, 28, 29, 4, 25, 25, 36, 5, 31, 42, 21, 26, 32, 18, 48, 15, 15, 4, 4, 35, 0, 28, 26, 38, 15, 37, 50, 30, 35, 9, 29, 45, 7, 18, 29, 14, 47, 30, 38, 40, 30, 43, 28, 10, 31, 14, 7, 2, 6, 21, 14, 2, 37, 20, 27, 37, 36, 4, 11, 35, 11, 20, 39, 24, 19, 46, 31, 34, 40, 40, 10, 33, 46, 19, 15, 32, 35, 33, 13, 7, 34, 44, 7, 13, 8]
[49, 10, 34, 11, 20, 6, 5, 6, 11, 43, 50, 40, 15, 35, 40, 24, 40, 30, 18, 9, 8, 34, 20, 41, 26, 25, 13, 23, 41, 17, 43, 5, 28, 28, 0, 13, 47, 3, 47, 20, 45, 50, 35, 30, 31, 44, 4, 0, 49, 39, 34, 41, 41, 29, 26, 38, 10, 20, 2, 20, 12, 8, 29, 6, 5, 25, 15, 34, 48, 16, 16, 47, 4, 36, 9, 40, 37, 20, 0, 46, 8, 3, 44, 19, 21, 33, 32, 48, 33, 2, 31, 30, 24, 47, 30, 12, 38, 15]
[6, 30, 15, 46, 46, 28, 34, 34, 4, 49, 32, 27, 21, 39, 44, 45, 33, 26, 44, 28, 39, 0, 13, 42, 36, 5, 36, 31, 32, 3, 50, 2, 28, 26, 13, 0, 29, 50, 7, 14, 23, 24, 34, 1, 39, 6, 4, 40, 48, 8, 49, 15, 19, 25, 14, 12, 14, 21, 41, 39, 47, 4, 47, 34, 4, 23, 23, 17, 22, 38, 47, 26, 12, 31, 50, 37, 14, 5, 2, 48, 13, 8, 21, 35, 30, 18, 0, 28, 27, 12, 44, 12, 45, 26, 27, 18, 43, 26]
[33, 27, 11, 31, 2, 36, 28, 23, 20, 39, 3, 42, 8, 1, 6, 1, 33, 24, 14, 43, 20, 47, 49, 18, 17, 14, 47, 14, 4, 37, 28, 19, 15, 38, 47, 29, 0, 6, 15, 10, 19, 34, 42, 18, 43, 44, 16, 19, 2, 50, 37, 46, 28, 50, 42, 49, 33, 9, 1, 7, 42, 32, 8, 36, 3, 30, 39, 47, 24, 20, 22, 10, 23, 41, 1, 0, 42, 6, 26, 3, 11, 35, 48, 29, 12, 4, 40, 18, 14, 16, 36, 28, 41, 34, 21, 7, 39, 26]
[23, 47, 37, 4, 42, 26, 44, 30, 0, 26, 18, 0, 23, 25, 32, 43, 37, 19, 18, 46, 43, 18, 34, 9, 29, 29, 35, 30, 36, 16, 34, 39, 37, 15, 3, 50, 6, 0, 30, 22, 42, 2, 13, 31, 47, 49, 50, 20, 34, 5, 38, 20, 0, 30, 50, 19, 12, 25, 8, 13, 27, 1, 16, 32, 35, 11, 2, 42, 22, 13, 40, 42, 28, 38, 13, 12, 18, 27, 41, 35, 39, 17, 0, 31, 6, 4, 35, 48, 12, 47, 29, 9, 16, 30, 50, 42, 38, 21]
[43, 49, 10, 41, 42, 2, 48, 27, 27, 14, 45, 42, 5, 5, 14, 29, 47, 44, 31, 43, 9, 14, 19, 31, 1, 41, 2, 46, 48, 28, 16, 30, 12, 37, 47, 7, 15, 30, 0, 49, 2, 48, 4, 48, 18, 19, 7, 45, 4, 34, 24, 34, 5, 37, 11, 24, 17, 10, 26, 36, 21, 2, 39, 29, 42, 21, 28, 24, 11, 43, 22, 36, 20, 25, 35, 49, 33, 32, 31, 10, 49, 37, 50, 7, 0, 34, 13, 19, 16, 46, 43, 16, 40, 24, 18, 41, 37, 42]
[40, 9, 10, 17, 27, 17, 41, 41, 47, 33, 30, 1, 41, 5, 15, 1, 7, 38, 40, 26, 12, 42, 43, 47, 28, 42, 29, 4, 12, 4, 30, 21, 11, 50, 20, 14, 10, 22, 49, 0, 35, 12, 0, 36, 3, 2, 29, 45, 9, 26, 27, 45, 8, 32, 43, 28, 7, 49, 46, 50, 29, 26, 0, 4, 22, 13, 16, 30, 34, 31, 8, 43, 3, 8, 17, 45, 11, 1, 12, 39, 46, 1, 14, 47, 28, 41, 4, 43, 46, 17, 20, 35, 3, 25, 19, 10, 34, 27]
[44, 31, 47, 16, 9, 8, 2, 39, 20, 40, 39, 49, 31, 18, 50, 9, 41, 4, 7, 13, 48, 11, 24, 5, 28, 5, 27, 24, 44, 44, 31, 36, 19, 30, 45, 23, 19, 42, 2, 35, 0, 34, 26, 26, 19, 2, 43, 11, 5, 25, 24, 4, 32, 14, 34, 35, 43, 18, 33, 21, 31, 23, 47, 8, 5, 16, 29, 17, 43, 13, 47, 2, 5, 26, 18, 41, 44, 23, 15, 45, 43, 47, 32, 10, 34, 36, 10, 33, 40, 17, 49, 8, 24, 11, 31, 18, 0, 5]
[10, 15, 1, 42, 40, 34, 42, 48, 48, 28, 42, 34, 28, 39, 26, 18, 49, 33, 8, 24, 12, 12, 12, 24, 23, 50, 5, 42, 22, 3, 18, 42, 41, 35, 50, 24, 34, 2, 48, 12, 34, 0, 10, 32, 16, 24, 26, 37, 49, 25, 5, 25, 26, 29, 35, 5, 14, 29, 10, 6, 23, 17, 40, 45, 49, 21, 20, 47, 50, 40, 44, 4, 7, 33, 8, 39, 10, 22, 15, 44, 34, 45, 48, 2, 18, 33, 37, 15, 17, 44, 34, 15, 15, 14, 42, 11, 22, 50]
[4, 33, 14, 35, 48, 30, 15, 23, 18, 5, 15, 41, 29, 37, 41, 26, 34, 2, 32, 12, 36, 4, 7, 30, 11, 17, 27, 13, 48, 30, 33, 38, 40, 9, 35, 34, 42, 13, 4, 0, 26, 10, 0, 9, 33, 20, 0, 19, 35, 3, 50, 38, 17, 32, 41, 16, 15, 37, 26, 20, 10, 45, 1, 16, 32, 3, 5, 11, 41, 12, 2, 43, 19, 49, 18, 6, 43, 47, 50, 12, 21, 44, 20, 15, 2, 16, 7, 45, 21, 2, 45, 21, 2, 29, 12, 3, 25, 10]
[13, 5, 26, 3, 13, 37, 5, 46, 5, 30, 45, 24, 3, 13, 30, 19, 45, 8, 37, 12, 21, 19, 17, 31, 37, 23, 11, 42, 5, 12, 24, 16, 25, 29, 30, 1, 18, 31, 48, 36, 26, 32, 9, 0, 6, 22, 27, 24, 11, 2, 30, 40, 18, 38, 44, 23, 7, 42, 32, 8, 17, 40, 3, 15, 20, 14, 33, 47, 34, 7, 9, 20, 43, 46, 2, 16, 4, 17, 26, 47, 43, 18, 34, 10, 45, 30, 3, 32, 8, 32, 39, 5, 35, 50, 41, 25, 8, 25]
[25, 44, 34, 9, 30, 0, 37, 15, 41, 43, 34, 37, 3, 44, 22, 21, 45, 9, 32, 41, 26, 45, 31, 32, 23, 29, 6, 8, 45, 47, 6, 47, 45, 45, 31, 39, 43, 47, 18, 3, 19, 16, 33, 6, 0, 23, 28, 27, 34, 30, 34, 29, 13, 34, 26, 41, 21, 8, 3, 6, 42, 26, 39, 37, 1, 10, 0, 10, 49, 47, 42, 36, 38, 32, 35, 11, 25, 31, 33, 29, 29, 14, 7, 41, 0, 5, 34, 5, 32, 44, 17, 7, 0, 10, 48, 15, 22, 33]
[40, 43, 29, 31, 9, 4, 43, 12, 0, 6, 12, 9, 0, 0, 16, 24, 29, 9, 0, 28, 18, 31, 12, 31, 15, 50, 36, 42, 38, 21, 2, 33, 44, 7, 44, 6, 44, 49, 19, 2, 2, 24, 20, 22, 23, 0, 47, 34, 20, 10, 18, 17, 7, 22, 17, 17, 25, 19, 42, 35, 27, 1, 6, 34, 29, 10, 26, 18, 45, 14, 31, 19, 50, 22, 14, 40, 10, 16, 10, 29, 20, 4, 35, 4, 13, 49, 5, 29, 25, 45, 0, 20, 50, 12, 39, 50, 23, 23]
[24, 34, 21, 10, 34, 41, 24, 30, 45, 1, 8, 42, 42, 4, 24, 32, 2, 43, 1, 14, 20, 14, 22, 45, 48, 38, 18, 5, 10, 1, 14, 33, 1, 18, 4, 4, 16, 50, 7, 29, 43, 26, 0, 27, 28, 47, 0, 46, 13, 7, 10, 41, 39, 3, 5, 5, 4, 17, 5, 13, 30, 29, 17, 0, 37, 50, 0, 9, 24, 5, 44, 10, 20, 50, 28, 49, 17, 32, 44, 24, 1, 27, 31, 41, 40, 25, 9, 3, 27, 8, 38, 5, 31, 36, 28, 29, 33, 1]
