N1,N2,...,Nx
[39, 15, 29, 17, 34, 9, 6, 33, 39, 1, 6, 30, 10, 0, 50, 18, 14, 6, 22, 38, 25, 22, 33, 21, 41, 38, 38, 5, 11, 7, 12, 12, 0, 38, 2, 33, 30, 10, 35, 8, 32, 11, 17, 9, 32, 10, 21, 50, 19, 21, 24, 22, 45, 44, 45, 9, 1, 16, 45, 44, 38, 34, 49, 24, 37, 36, 38, 44, 30, 30, 15, 41, 13, 49, 21, 35, 9, 39, 29, 37, 45, 28, 7, 34, 40, 20, 9, 24, 33, 12, 40, 49, 35, 10, 29, 45, 4, 42, 27, 19, 36, 0, 7, 0, 19, 32, 22, 30, 8, 47, 23, 28, 46, 6, 49, 47, 33, 24, 2, 38, 48, 21, 5, 22, 36, 21, 28, 49, 8, 13, 24, 12, 25, 38, 41, 43, 41, 21, 26, 4, 12, 20, 20, 10, 9, 37, 27, 20, 42, 30, 19, 22, 3, 23, 29, 38, 10, 34, 32, 22, 29, 46, 19, 48, 31, 33, 13, 28, 45, 39, 35, 21, 47, 30, 18, 24, 27, 13, 29, 41, 4, 5, 27, 33, 48, 26, 48, 44, 43, 43, 34, 22, 2, 37, 5, 30, 19, 4, 38, 40]
[41, 9, 46, 12, 38, 19, 26, 6, 31, 6, 12, 25, 7, 50, 0, 10, 14, 31, 29, 20, 5, 12, 4, 3, 37, 39, 39, 27, 41, 27, 7, 8, 17, 27, 22, 34, 47, 28, 42, 24, 38, 9, 18, 38, 4, 36, 12, 9, 42, 19, 50, 35, 9, 47, 29, 15, 34, 17, 9, 45, 39, 41, 44, 5, 37, 17, 20, 45, 31, 36, 23, 24, 49, 40, 2, 3, 40, 22, 40, 41, 23, 35, 5, 25, 39, 22, 38, 33, 34, 39, 2, 10, 4, 13, 48, 41, 4, 25, 19, 11, 8, 24, 16, 12, 37, 4, 9, 42, 2, 40, 43, 40, 34, 37, 25, 16, 43, 37, 13, 32, 15, 28, 37, 29, 1, 31, 7, 46, 17, 16, 40, 46, 7, 37, 11, 34, 9, 23, 15, 39, 13, 44, 44, 42, 14, 7, 35, 45, 19, 5, 26, 35, 8, 46, 49, 30, 5, 20, 38, 17, 20, 38, 4, 4, 45, 37, 25, 2, 9, 46, 13, 9, 27, 17, 27, 50, 48, 30, 46, 7, 33, 22, 20, 8, 32, 12, 42, 28, 44, 48, 1, 12, 49, 15, 34, 19, 9, 12, 41, 42]
[36, 12, 16, 14, 46, 19, 20, 41, 10, 6, 40, 15, 40, 18, 10, 0, 5, 23, 7, 21, 38, 3, 49, 44, 15, 35, 35, 21, 27, 41, 30, 48, 11, 13, 36, 31, 28, 42, 34, 15, 27, 2, 49, 0, 48, 35, 37, 25, 3, 31, 37, 18, 34, 36, 33, 34, 29, 47, 48, 15, 42, 8, 29, 14, 12, 21, 30, 27, 35, 45, 48, 34, 46, 38, 27, 38, 11, 4, 43, 49, 15, 50, 17, 20, 25, 10, 7, 18, 38, 42, 22, 10, 30, 29, 1, 23, 37, 32, 32, 12, 12, 26, 15, 18, 2, 27, 16, 48, 27, 44, 36, 10, 15, 36, 2, 48, 49, 14, 20, 30, 3, 7, 42, 7, 45, 11, 26, 47, 39, 26, 20, 38, 19, 46, 17, 49, 26, 5, 40, 45, 35, 23, 12, 32, 25, 25, 21, 28, 28, 35, 3, 44, 34, 15, 42, 6, 33, 6, 38, 42, 25, 9, 32, 27, 46, 45, 29, 13, 27, 28, 28, 13, 6, 49, 45, 26, 32, 41, 2, 0, 45, 42, 7, 9, 19, 23, 36, 38, 25, 24, 49, 25, 35, 1, 46, 37, 37, 34, 12, 29]
[10, 37, 16, 6, 39, 13, 31, 23, 36, 50, 43, 47, 36, 14, 14, 5, 0, 28, 43, 16, 22, 8, 18, 50, 12, 45, 6, 21, 27, 4, 11, 12, 42, 19, 25, 40, 32, 40, 16, 41, 39, 6, 17, 33, 23, 38, 41, 35, 28, 45, 41, 19, 2, 23, 41, 39, 9, 39, 19, 34, 39, 12, 46, 22, 32, 25, 3, 45, 4, 30, 43, 11, 33, 27, 4, 41, 36, 29, 27, 37, 30, 40, 22, 26, 44, 9, 26, 8, 12, 8, 43, 49, 11, 8, 31, 20, 45, 1, 4, 26, 7, 36, 46, 6, 44, 46, 38, 40, 34, 41, 49, 19, 19, 6, 10, 27, 21, 12, 25, 17, 4, 18, 26, 19, 14, 8, 47, 7, 3, 14, 37, 12, 38, 20, 8, 25, 18, 9, 25, 2, 45, 27, 17, 26, 21, 6, 26, 19, 5, 17, 27, 27, 21, 16, 20, 22, 5, 37, 50, 21, 15, 35, 14, 6, 9, 37, 20, 41, 45, 15, 7, 15, 41, 23, 23, 15, 2, 27, 43, 28, 12, 6, 6, 36, 9, 24, 34, 47, 11, 41, 25, 27, 19, 4, 35, 34, 43, 42, 9, 8]
[36, 46, 29, 0, 25, 0, 3, 30, 14, 5, 38, 0, 48, 6, 31, 23, 28, 0, 29, 6, 49, 45, 24, 40, 38, 36, 15, 7, 8, 33, 29, 41, 8, 50, 47, 19, 8, 25, 26, 40, 37, 20, 27, 10, 10, 23, 4, 18, 2, 27, 27, 30, 36, 38, 40, 35, 23, 5, 4, 19, 27, 49, 41, 38, 21, 14, 28, 26, 44, 45, 20, 44, 2, 17, 50, 12, 10, 39, 31, 24, 19, 0, 49, 35, 42, 14, 36, 7, 41, 12, 31, 21, 42, 24, 43, 40, 21, 11, 21, 26, 7, 36, 5, 49, 43, 37, 2, 22, 7, 38, 47, 9, 10, 30, 29, 3, 6, 50, 5, 14, 16, 7, 29, 44, 33, 19, 30, 24, 28, 9, 47, 21, 47, 17, 22, 47, 11, 1, 37, 45, 11, 41, 19, 11, 24, 39, 18, 37, 12, 23, 10, 39, 46, 0, 40, 14, 8, 25, 41, 12, 2, 2, 0, 22, 39, 43, 32, 8, 11, 16, 4, 30, 29, 49, 38, 10, 15, 20, 1, 30, 24, 8, 2, 42, 28, 41, 11, 34, 47, 22, 45, 6, 27, 38, 23, 28, 48, 38, 12, 6]
[15, 2, 36, 15, 23, 0, 34, 35, 20, 5, 17, 29, 29, 22, 29, 7, 43, 29, 0, 45, 7, 26, 48, 31, 0, 40, 25, 40, 48, 44, 6, 43, 23, 46, 46, 50, 37, 50, 42, 38, 41, 1, 23, 35, 40, 21, 14, 35, 26, 35, 13, 15, 22, 39, 20, 27, 31, 7, 44, 46, 42, 26, 27, 31, 12, 9, 11, 28, 5, 44, 27, 17, 2, 22, 20, 11, 27, 7, 5, 31, 47, 41, 14, 21, 12, 40, 19, 46, 28, 8, 17, 50, 25, 50, 43, 8, 45, 3, 6, 5, 23, 42, 0, 17, 40, 43, 20, 22, 21, 8, 49, 24, 33, 48, 13, 26, 13, 13, 0, 21, 45, 23, 21, 46, 47, 44, 26, 11, 23, 12, 38, 20, 3, 29, 46, 49, 36, 50, 19, 11, 26, 22, 11, 26, 1, 27, 45, 12, 45, 5, 34, 26, 37, 25, 38, 38, 41, 49, 39, 44, 31, 48, 32, 6, 43, 42, 33, 47, 44, 38, 4, 8, 16, 18, 47, 12, 9, 14, 44, 30, 13, 36, 43, 35, 8, 33, 20, 44, 30, 10, 47, 7, 34, 12, 31, 14, 47, 14, 15, 36]
[11, 39, 48, 13, 20, 10, 28, 30, 43, 3, 30, 17, 50, 38, 20, 21, 16, 6, 45, 0, 44, 17, 49, 12, 42, 3, 42, 10, 43, 45, 50, 34, 20, 13, 38, 8, 23, 41, 2, 44, 36, 49, 2, 31, 2, 48, 14, 1, 32, 29, 5, 16, 16, 8, 26, 13, 18, 48, 14, 34, 36, 39, 50, 19, 25, 37, 32, 16, 0, 0, 36, 1, 38, 16, 43, 18, 8, 35, 49, 48, 7, 31, 11, 34, 24, 7, 2, 38, 11, 12, 22, 50, 12, 14, 0, 37, 16, 7, 11, 18, 4, 1, 24, 13, 1, 1, 11, 39, 48, 10, 11, 29, 46, 16, 47, 35, 31, 40, 43, 4, 14, 8, 23, 5, 44, 36, 2, 8, 34, 48, 45, 11, 41, 14, 25, 32, 34, 40, 40, 36, 27, 26, 32, 18, 29, 41, 7, 5, 43, 25, 27, 15, 21, 35, 37, 26, 36, 4, 22, 17, 20, 46, 2, 30, 8, 31, 24, 6, 39, 11, 23, 38, 3, 49, 16, 15, 26, 13, 15, 9, 28, 6, 26, 32, 36, 21, 6, 7, 50, 36, 7, 5, 38, 3, 34, 32, 35, 12, 33, 2]
[33, 39, 47, 48, 13, 32, 36, 22, 43, 25, 32, 10, 16, 25, 5, 38, 22, 49, 7, 44, 0, 10, 23, 17, 0, 43, 29, 18, 4, 47, 7, 26, 6, 7, 38, 38, 45, 4, 20, 12, 37, 22, 12, 44, 47, 25, 43, 27, 39, 30, 38, 5, 43, 46, 34, 12, 44, 41, 47, 37, 24, 24, 28, 19, 20, 27, 50, 21, 21, 39, 23, 6, 47, 7, 8, 43, 3, 14, 0, 32, 42, 33, 11, 11, 37, 28, 50, 31, 11, 45, 21, 42, 50, 34, 37, 39, 25, 11, 22, 22, 42, 13, 8, 34, 3, 11, 12, 21, 42, 22, 41, 25, 11, 3, 30, 15, 33, 28, 35, 35, 42, 38, 32, 47, 49, 27, 1, 6, 39, 40, 23, 16, 33, 0, 20, 6, 40, 32, 43, 19, 2, 14, 27, 27, 11, 20, 32, 20, 12, 6, 38, 37, 43, 34, 12, 14, 49, 24, 14, 24, 20, 32, 2, 9, 19, 49, 35, 25, 45, 12, 2, 9, 24, 0, 9, 48, 19, 4, 3, 46, 6, 42, 19, 45, 3, 13, 35, 39, 6, 19, 9, 43, 42, 22, 40, 22, 13, 50, 45, 50]
[46, 14, 0, 29, 33, 37, 24, 26, 11, 37, 15, 11, 39, 22, 12, 3, 8, 45, 26, 17, 10, 0, 42, 19, 8, 37, 1, 46, 14, 7, 23, 23, 15, 10, 12, 22, 5, 9, 23, 19, 0, 21, 21, 34, 47, 36, 35, 4, 4, 45, 13, 22, 49, 32, 6, 15, 20, 22, 50, 34, 27, 43, 38, 26, 27, 27, 2, 43, 49, 44, 5, 31, 45, 42, 12, 32, 21, 15, 46, 20, 4, 43, 20, 45, 14, 7, 26, 27, 24, 29, 0, 37, 32, 13, 33, 40, 10, 35, 19, 22, 35, 3, 17, 39, 23, 21, 41, 39, 6, 18, 40, 21, 2, 35, 6, 14, 6, 49, 3, 16, 5, 1, 34, 31, 15, 47, 32, 43, 19, 7, 14, 16, 31, 46, 19, 2, 38, 31, 35, 11, 16, 12, 38, 19, 50, 31, 1, 27, 41, 9, 50, 22, 23, 8, 24, 46, 50, 21, 48, 31, 6, 1, 22, 40, 30, 24, 36, 20, 17, 29, 44, 4, 14, 20, 22, 12, 0, 37, 30, 29, 27, 46, 43, 28, 27, 43, 4, 18, 30, 32, 23, 12, 10, 22, 35, 25, 39, 9, 14, 43]
[7, 26, 2, 26, 19, 2, 30, 15, 38, 6, 41, 21, 23, 33, 4, 49, 18, 24, 48, 49, 23, 42, 0, 15, 26, 1, 0, 12, 19, 32, 47, 28, 14, 33, 1, 35, 39, 12, 45, 4, 9, 0, 22, 3, 10, 9, 15, 19, 36, 36, 26, 20, 8, 44, 1, 43, 45, 29, 19, 44, 16, 39, 6, 45, 30, 43, 20, 42, 18, 14, 16, 15, 14, 19, 45, 43, 39, 15, 12, 49, 11, 37, 18, 17, 11, 36, 40, 11, 32, 14, 39, 34, 19, 21, 31, 19, 28, 34, 2, 40, 14, 8, 43, 34, 18, 10, 9, 48, 35, 20, 2, 7, 21, 8, 32, 13, 24, 28, 24, 37, 37, 16, 33, 30, 7, 37, 5, 50, 13, 50, 32, 39, 0, 17, 8, 28, 27, 41, 3, 40, 26, 19, 16, 40, 15, 22, 4, 19, 25, 5, 25, 21, 32, 32, 39, 16, 50, 44, 32, 6, 34, 22, 46, 4, 17, 14, 5, 9, 45, 47, 49, 22, 44, 2, 13, 4, 38, 1, 39, 29, 13, 49, 24, 50, 41, 17, 11, 21, 47, 48, 16, 22, 23, 23, 13, 27, 7, 12, 47, 23]
