N1,N2,...,Nx
[32, 1, 6, 43, 0, 29, 46, 27, 34, 13, 0, 27, 27, 33, 4, 34, 41, 24, 46, 50, 7, 14, 47, 38, 2, 26, 13, 12, 9, 8, 27, 43, 46, 21, 28, 0, 29, 50, 38, 50, 33, 0, 10, 9, 47, 25, 20, 2, 45, 8, 15, 50, 36, 33, 33, 47, 10, 40, 28, 13, 15, 12, 28, 27, 25, 47, 47, 47, 22, 16, 14, 15, 41, 17, 42, 41]
[14, 37, 5, 44, 29, 7, 29, 36, 9, 45, 27, 0, 8, 23, 26, 5, 31, 43, 0, 4, 0, 44, 17, 18, 49, 45, 0, 16, 5, 36, 44, 22, 40, 44, 0, 24, 44, 32, 33, 3, 46, 12, 50, 48, 43, 48, 10, 49, 21, 10, 35, 23, 26, 40, 8, 30, 38, 9, 47, 39, 16, 33, 29, 43, 34, 25, 14, 8, 27, 7, 16, 5, 27, 15, 47, 1]
[8, 5, 5, 49, 10, 42, 44, 1, 2, 24, 27, 8, 0, 26, 23, 50, 21, 15, 43, 27, 40, 42, 37, 10, 1, 40, 9, 32, 15, 39, 1, 23, 10, 4, 24, 43, 40, 42, 2, 26, 4, 23, 11, 22, 13, 41, 29, 10, 46, 9, 13, 39, 15, 14, 13, 34, 37, 6, 33, 15, 7, 23, 37, 37, 50, 28, 35, 23, 9, 19, 19, 43, 39, 9, 3, 13]
[45, 10, 24, 41, 26, 8, 48, 40, 6, 39, 33, 23, 26, 0, 0, 44, 3, 32, 45, 18, 36, 43, 16, 30, 41, 34, 36, 46, 30, 6, 16, 42, 11, 23, 33, 47, 10, 42, 30, 33, 42, 24, 17, 44, 37, 19, 32, 14, 24, 31, 16, 16, 6, 43, 42, 25, 25, 47, 39, 14, 22, 29, 6, 29, 44, 29, 18, 47, 19, 37, 28, 13, 38, 10, 43, 20]
[44, 50, 37, 43, 38, 31, 28, 13, 13, 19, 4, 26, 23, 0, 0, 19, 9, 16, 50, 17, 22, 9, 2, 1, 24, 36, 17, 32, 4, 33, 17, 48, 31, 44, 22, 12, 16, 9, 14, 11, 4, 36, 42, 5, 22, 42, 16, 32, 10, 37, 26, 12, 45, 29, 7, 1, 8, 36, 13, 25, 20, 33, 43, 25, 11, 6, 5, 13, 3, 12, 10, 5, 27, 8, 7, 41]
[37, 16, 23, 37, 30, 39, 32, 10, 30, 36, 34, 5, 50, 44, 19, 0, 7, 18, 4, 13, 21, 24, 45, 29, 6, 33, 17, 5, 24, 15, 7, 11, 38, 16, 16, 28, 20, 36, 37, 35, 44, 20, 45, 26, 28, 16, 7, 21, 40, 50, 28, 4, 41, 35, 29, 20, 11, 30, 5, 9, 33, 38, 32, 3, 42, 22, 5, 44, 29, 11, 39, 36, 19, 27, 13, 11]
[33, 9, 11, 21, 0, 15, 4, 46, 27, 45, 41, 31, 21, 3, 9, 7, 0, 33, 10, 28, 19, 48, 5, 49, 6, 22, 33, 40, 25, 44, 35, 35, 34, 26, 30, 16, 36, 32, 15, 45, 21, 1, 43, 17, 10, 7, 20, 9, 20, 47, 32, 35, 2, 8, 11, 12, 23, 38, 13, 9, 14, 36, 0, 10, 9, 24, 27, 23, 40, 18, 49, 12, 44, 20, 28, 4]
[42, 42, 25, 34, 9, 45, 30, 33, 6, 24, 24, 43, 15, 32, 16, 18, 33, 0, 39, 19, 35, 15, 32, 41, 38, 3, 12, 7, 33, 14, 32, 43, 15, 37, 2, 22, 10, 24, 48, 37, 44, 25, 49, 45, 13, 44, 14, 3, 40, 4, 45, 48, 14, 44, 8, 5, 10, 15, 23, 22, 26, 41, 40, 47, 24, 37, 30, 20, 33, 10, 47, 1, 14, 17, 25, 9]
[44, 13, 43, 17, 37, 37, 0, 36, 2, 45, 46, 0, 43, 45, 50, 4, 10, 39, 0, 39, 48, 15, 1, 33, 29, 40, 46, 43, 15, 39, 7, 24, 37, 11, 32, 12, 9, 41, 14, 34, 44, 31, 1, 16, 17, 30, 24, 18, 28, 1, 28, 37, 12, 38, 17, 2, 10, 31, 13, 43, 43, 5, 15, 18, 14, 46, 26, 39, 0, 1, 11, 43, 40, 23, 16, 17]
[45, 41, 46, 14, 15, 46, 44, 50, 1, 23, 50, 4, 27, 18, 17, 13, 28, 19, 39, 0, 21, 45, 30, 21, 36, 26, 26, 16, 7, 7, 14, 19, 3, 37, 47, 32, 18, 32, 50, 7, 20, 37, 28, 5, 16, 16, 41, 48, 35, 22, 27, 34, 21, 27, 35, 46, 20, 7, 17, 16, 23, 47, 25, 23, 17, 25, 41, 15, 0, 22, 38, 6, 9, 37, 21, 40]
[43, 9, 39, 5, 0, 20, 40, 36, 25, 12, 7, 0, 40, 36, 22, 21, 19, 35, 48, 21, 0, 2, 17, 16, 27, 22, 38, 21, 47, 22, 0, 36, 38, 14, 35, 36, 23, 38, 18, 7, 41, 39, 14, 42, 28, 21, 36, 1, 33, 48, 38, 3, 1, 37, 2, 17, 31, 4, 39, 17, 8, 28, 0, 44, 1, 17, 22, 16, 14, 13, 35, 28, 10, 12, 49, 22]
[31, 49, 43, 48, 41, 34, 7, 12, 45, 31, 14, 44, 42, 43, 9, 24, 48, 15, 15, 45, 2, 0, 43, 19, 39, 49, 34, 21, 7, 14, 49, 3, 17, 35, 25, 41, 5, 0, 33, 28, 34, 37, 20, 41, 39, 28, 29, 10, 27, 19, 10, 26, 35, 25, 22, 4, 39, 21, 1, 39, 43, 22, 20, 29, 47, 2, 38, 49, 29, 9, 41, 15, 33, 18, 3, 7]
[6, 21, 42, 43, 37, 0, 11, 45, 15, 28, 47, 17, 37, 16, 2, 45, 5, 32, 1, 30, 17, 43, 0, 26, 1, 18, 23, 42, 34, 25, 38, 8, 39, 13, 5, 30, 46, 42, 41, 1, 36, 12, 35, 41, 42, 31, 32, 27, 36, 6, 10, 20, 49, 4, 5, 4, 25, 9, 25, 24, 49, 17, 27, 46, 45, 29, 20, 10, 28, 49, 24, 13, 11, 15, 46, 29]
[36, 47, 37, 27, 15, 39, 21, 28, 13, 32, 38, 18, 10, 30, 1, 29, 49, 41, 33, 21, 16, 19, 26, 0, 26, 17, 35, 11, 6, 13, 39, 25, 6, 25, 29, 29, 25, 1, 50, 15, 32, 24, 43, 6, 32, 11, 20, 43, 39, 30, 39, 50, 49, 34, 26, 39, 5, 3, 6, 15, 13, 17, 30, 19, 26, 16, 11, 50, 2, 18, 37, 2, 46, 22, 8, 24]
[10, 37, 6, 18, 37, 3, 5, 42, 0, 19, 2, 49, 1, 41, 24, 6, 6, 38, 29, 36, 27, 39, 1, 26, 0, 32, 33, 11, 4, 42, 24, 47, 21, 5, 7, 29, 0, 17, 46, 12, 8, 10, 13, 3, 37, 9, 4, 16, 8, 32, 33, 35, 14, 20, 29, 9, 45, 34, 12, 36, 48, 4, 18, 23, 43, 22, 15, 14, 23, 40, 44, 13, 17, 32, 17, 47]
[29, 29, 45, 2, 1, 49, 0, 11, 16, 36, 26, 45, 40, 34, 36, 33, 22, 3, 40, 26, 22, 49, 18, 17, 32, 0, 38, 9, 3, 18, 27, 11, 33, 22, 14, 2, 28, 19, 16, 12, 11, 9, 38, 10, 42, 30, 49, 28, 10, 25, 40, 45, 15, 47, 23, 5, 36, 29, 27, 38, 47, 2, 50, 1, 35, 44, 48, 47, 39, 44, 6, 28, 13, 43, 10, 29]
[2, 41, 44, 41, 6, 42, 20, 45, 31, 4, 13, 0, 9, 36, 17, 17, 33, 12, 46, 26, 38, 34, 23, 35, 33, 38, 0, 8, 39, 36, 47, 23, 4, 15, 26, 8, 26, 6, 35, 17, 45, 24, 32, 19, 23, 48, 24, 31, 9, 42, 29, 39, 23, 9, 34, 0, 14, 11, 30, 32, 37, 5, 28, 5, 50, 27, 11, 34, 31, 42, 8, 42, 37, 47, 30, 9]
[43, 27, 47, 10, 38, 18, 24, 21, 16, 27, 12, 16, 32, 46, 32, 5, 40, 7, 43, 16, 21, 21, 42, 11, 11, 9, 8, 0, 11, 46, 42, 33, 37, 29, 3, 1, 34, 42, 18, 13, 36, 47, 38, 45, 43, 48, 32, 24, 8, 27, 30, 42, 49, 46, 41, 37, 30, 8, 24, 19, 33, 6, 33, 39, 3, 8, 35, 37, 38, 3, 4, 20, 33, 39, 10, 12]
[37, 3, 43, 33, 1, 15, 14, 38, 40, 7, 9, 5, 15, 30, 4, 24, 25, 33, 15, 7, 47, 7, 34, 6, 4, 3, 39, 11, 0, 38, 42, 50, 12, 31, 43, 28, 4, 7, 0, 11, 16, 33, 46, 46, 14, 35, 7, 20, 45, 6, 17, 41, 10, 19, 33, 33, 14, 5, 0, 16, 12, 13, 21, 40, 40, 15, 26, 45, 44, 13, 35, 21, 13, 41, 21, 46]
[49, 7, 24, 25, 23, 18, 11, 25, 48, 4, 8, 36, 39, 6, 33, 15, 44, 14, 39, 7, 22, 14, 25, 13, 42, 18, 36, 46, 38, 0, 14, 5, 33, 18, 41, 39, 9, 14, 27, 19, 35, 7, 11, 38, 49, 37, 17, 26, 6, 5, 27, 7, 38, 19, 28, 11, 9, 10, 2, 29, 30, 45, 8, 0, 3, 1, 41, 39, 9, 18, 49, 42, 36, 46, 48, 37]
[2, 17, 8, 1, 46, 16, 47, 36, 37, 9, 27, 44, 1, 16, 17, 7, 35, 32, 7, 14, 0, 49, 38, 39, 24, 27, 47, 42, 42, 14, 0, 30, 29, 12, 13, 22, 46, 48, 17, 40, 22, 39, 22, 34, 32, 5, 1, 50, 34, 48, 14, 36, 48, 11, 41, 30, 32, 5, 0, 33, 28, 14, 25, 15, 0, 45, 26, 37, 33, 36, 9, 35, 35, 28, 14, 19]
[8, 48, 40, 32, 19, 28, 22, 31, 3, 31, 43, 22, 23, 42, 48, 11, 35, 43, 24, 19, 36, 3, 8, 25, 47, 11, 23, 33, 50, 5, 30, 0, 11, 4, 24, 44, 42, 21, 23, 20, 16, 45, 48, 29, 20, 7, 6, 19, 40, 34, 20, 17, 22, 2, 33, 12, 36, 1, 0, 23, 46, 9, 42, 1, 3, 10, 49, 31, 41, 43, 38, 20, 47, 19, 7, 16]
[25, 44, 11, 29, 32, 16, 16, 3, 39, 6, 46, 40, 10, 11, 31, 38, 34, 15, 37, 3, 38, 17, 39, 6, 21, 33, 4, 37, 12, 33, 29, 11, 0, 28, 1, 1, 4, 4, 23, 6, 45, 30, 15, 31, 44, 29, 33, 41, 24, 22, 50, 34, 25, 20, 12, 8, 44, 42, 38, 19, 22, 39, 12, 17, 48, 3, 49, 22, 38, 39, 49, 9, 7, 13, 26, 22]
[35, 46, 13, 9, 20, 45, 6, 9, 6, 20, 21, 44, 4, 23, 44, 16, 26, 37, 11, 37, 14, 35, 13, 25, 5, 22, 15, 29, 31, 18, 12, 4, 28, 0, 35, 0, 24, 3, 2, 25, 48, 2, 0, 45, 11, 23, 10, 46, 37, 32, 3, 8, 15, 12, 1, 46, 17, 41, 40, 18, 48, 32, 25, 25, 36, 29, 2, 45, 25, 8, 15, 30, 7, 18, 6, 45]
[6, 35, 18, 37, 42, 36, 22, 35, 50, 8, 28, 0, 24, 33, 22, 16, 30, 2, 32, 47, 35, 25, 5, 29, 7, 14, 26, 3, 43, 41, 13, 24, 1, 35, 0, 18, 28, 19, 43, 27, 45, 41, 20, 5, 4, 39, 7, 41, 37, 26, 48, 33, 17, 24, 8, 0, 30, 9, 44, 40, 32, 43, 31, 43, 21, 13, 44, 42, 10, 5, 10, 13, 25, 42, 41, 31]
[2, 31, 48, 3, 33, 12, 7, 17, 42, 24, 0, 24, 43, 47, 12, 28, 16, 22, 12, 32, 36, 41, 30, 29, 29, 2, 8, 1, 28, 39, 22, 44, 1, 0, 18, 0, 7, 36, 37, 44, 50, 50, 41, 28, 4, 47, 17, 33, 3, 50, 21, 36, 41, 12, 9, 24, 40, 28, 32, 29, 11, 43, 0, 4, 3, 50, 7, 31, 21, 24, 39, 7, 22, 21, 39, 38]
[35, 50, 6, 46, 17, 43, 40, 18, 3, 8, 29, 44, 40, 10, 16, 20, 36, 10, 9, 18, 23, 5, 46, 25, 0, 28, 26, 34, 4, 9, 46, 42, 4, 24, 28, 7, 0, 43, 26, 46, 34, 1, 36, 45, 44, 39, 47, 42, 48, 13, 27, 25, 30, 12, 19, 36, 0, 48, 32, 1, 15, 4, 41, 13, 10, 28, 40, 33, 33, 1, 50, 39, 40, 8, 44, 32]
[44, 18, 29, 49, 43, 33, 36, 6, 14, 42, 50, 32, 42, 42, 9, 36, 32, 24, 41, 32, 38, 0, 42, 1, 17, 19, 6, 42, 7, 14, 48, 21, 4, 3, 19, 36, 43, 0, 33, 28, 12, 50, 6, 39, 18, 21, 18, 44, 29, 45, 14, 13, 30, 32, 34, 15, 30, 15, 18, 10, 36, 27, 45, 4, 16, 1, 15, 18, 3, 31, 13, 7, 37, 35, 45, 34]
[19, 12, 34, 40, 20, 39, 37, 17, 33, 2, 38, 33, 2, 30, 14, 37, 15, 48, 14, 50, 18, 33, 41, 50, 46, 16, 35, 18, 0, 27, 17, 23, 23, 2, 43, 37, 26, 33, 0, 16, 45, 36, 21, 41, 1, 29, 32, 24, 12, 18, 27, 3, 4, 3, 7, 4, 5, 16, 20, 2, 2, 12, 50, 32, 11, 23, 43, 27, 34, 32, 8, 28, 47, 23, 35, 27]
[28, 47, 24, 25, 41, 19, 21, 33, 27, 3, 50, 3, 26, 33, 11, 35, 45, 37, 34, 7, 7, 28, 1, 15, 12, 12, 17, 13, 11, 19, 40, 20, 6, 25, 27, 44, 46, 28, 16, 0, 33, 36, 21, 3, 22, 26, 38, 9, 25, 31, 20, 16, 13, 4, 44, 14, 46, 3, 15, 8, 39, 23, 18, 28, 23, 7, 39, 33, 40, 5, 25, 43, 47, 20, 12, 43]
[41, 37, 31, 29, 40, 50, 40, 33, 12, 43, 33, 46, 4, 42, 4, 44, 21, 44, 44, 20, 41, 34, 36, 32, 8, 11, 45, 36, 16, 35, 22, 16, 45, 48, 45, 50, 34, 12, 45, 33, 0, 19, 30, 27, 47, 4, 9, 10, 38, 28, 42, 9, 3, 33, 14, 10, 23, 11, 3, 23, 12, 18, 18, 33, 20, 3, 33, 10, 46, 7, 6, 22, 1, 10, 35, 19]
[44, 6, 41, 32, 23, 4, 8, 32, 42, 10, 0, 12, 23, 24, 36, 20, 1, 25, 31, 37, 39, 37, 12, 24, 10, 9, 24, 47, 33, 7, 39, 45, 30, 2, 41, 50, 1, 50, 36, 36, 19, 0, 12, 0, 30, 41, 28, 19, 12, 9, 19, 23, 3, 8, 41, 20, 18, 50, 35, 43, 22, 48, 28, 2, 38, 0, 32, 43, 0, 10, 35, 14, 0, 38, 3, 37]
[6, 46, 16, 44, 11, 2, 13, 14, 8, 10, 10, 50, 11, 17, 42, 45, 43, 49, 1, 28, 14, 20, 35, 43, 13, 38, 32, 38, 46, 11, 22, 48, 15, 0, 20, 41, 36, 6, 21, 21, 30, 12, 0, 8, 26, 3, 50, 25, 41, 33, 46, 37, 19, 48, 23, 48, 31, 13, 49, 22, 1, 8, 17, 27, 21, 19, 21, 45, 30, 42, 10, 9, 6, 35, 4, 32]
[33, 22, 41, 28, 44, 44, 35, 44, 35, 49, 9, 48, 22, 44, 5, 26, 17, 45, 16, 5, 42, 41, 41, 6, 3, 10, 19, 45, 46, 38, 34, 29, 31, 45, 5, 28, 45, 39, 41, 3, 27, 0, 8, 0, 27, 50, 12, 14, 25, 9, 12, 46, 9, 45, 46, 26, 48, 15, 10, 14, 10, 33, 9, 15, 30, 41, 2, 3, 50, 27, 45, 19, 46, 8, 9, 26]
[5, 10, 38, 23, 30, 19, 25, 1, 15, 2, 47, 43, 13, 37, 22, 28, 10, 13, 17, 16, 28, 39, 42, 32, 37, 42, 23, 43, 14, 49, 32, 20, 44, 11, 4, 4, 44, 18, 1, 22, 47, 30, 26, 27, 0, 10, 14, 33, 16, 49, 35, 3, 14, 20, 6, 37, 48, 25, 17, 27, 34, 18, 36, 2, 49, 44, 43, 13, 15, 12, 8, 50, 46, 4, 0, 34]
[1, 49, 30, 11, 27, 49, 15, 36, 6, 11, 25, 48, 41, 19, 42, 16, 7, 44, 30, 16, 21, 28, 31, 11, 9, 30, 48, 48, 35, 37, 5, 7, 29, 23, 39, 47, 39, 21, 29, 26, 4, 41, 3, 50, 10, 0, 7, 50, 30, 7, 43, 27, 31, 42, 21, 39, 20, 43, 23, 18, 16, 8, 23, 41, 44, 6, 30, 3, 20, 27, 14, 0, 45, 0, 7, 15]
[1, 34, 50, 43, 20, 39, 29, 1, 49, 11, 20, 10, 29, 32, 16, 7, 20, 14, 24, 41, 36, 29, 32, 20, 4, 49, 24, 32, 7, 17, 1, 6, 33, 10, 7, 17, 47, 18, 32, 38, 9, 28, 50, 12, 14, 7, 0, 11, 9, 32, 0, 22, 32, 33, 47, 24, 6, 23, 49, 25, 7, 33, 47, 47, 1, 19, 4, 25, 3, 1, 31, 28, 1, 14, 50, 42]
[30, 46, 44, 42, 5, 42, 1, 30, 2, 7, 2, 49, 10, 14, 32, 21, 9, 3, 18, 48, 1, 10, 27, 43, 16, 28, 31, 24, 20, 26, 50, 19, 41, 46, 41, 33, 42, 44, 24, 9, 10, 19, 25, 14, 33, 50, 11, 0, 25, 23, 1, 5, 3, 24, 21, 17, 15, 24, 46, 45, 22, 4, 36, 1, 32, 17, 44, 19, 49, 22, 32, 6, 6, 38, 24, 7]
[13, 45, 50, 33, 43, 31, 39, 25, 16, 5, 45, 21, 46, 24, 10, 40, 20, 40, 28, 35, 33, 27, 36, 39, 8, 10, 9, 8, 45, 6, 34, 40, 24, 37, 37, 3, 48, 29, 12, 25, 38, 12, 41, 25, 16, 30, 9, 25, 0, 19, 5, 8, 14, 42, 34, 17, 10, 15, 23, 36, 21, 12, 37, 50, 8, 45, 17, 49, 30, 36, 40, 0, 45, 42, 39, 15]
[9, 0, 20, 13, 50, 27, 2, 42, 39, 23, 8, 10, 9, 31, 37, 50, 47, 4, 1, 22, 48, 19, 6, 30, 32, 25, 42, 27, 6, 5, 48, 34, 22, 32, 26, 50, 13, 45, 18, 31, 28, 9, 33, 9, 49, 7, 32, 23, 19, 0, 0, 3, 5, 29, 14, 28, 14, 23, 9, 4, 46, 0, 7, 15, 24, 2, 39, 24, 39, 16, 8, 11, 23, 50, 4, 5]
[8, 28, 40, 31, 27, 17, 17, 27, 0, 27, 15, 35, 13, 16, 26, 28, 32, 45, 28, 27, 38, 10, 10, 39, 33, 40, 29, 30, 17, 27, 14, 20, 50, 3, 48, 21, 27, 14, 27, 20, 42, 19, 46, 12, 35, 43, 0, 1, 5, 0, 0, 20, 13, 32, 16, 47, 36, 43, 29, 46, 23, 30, 40, 8, 2, 10, 21, 14, 50, 24, 35, 42, 7, 32, 26, 38]
[8, 41, 20, 42, 1, 13, 39, 39, 29, 47, 50, 23, 39, 16, 12, 4, 35, 48, 37, 34, 3, 26, 20, 50, 35, 45, 39, 42, 41, 7, 36, 17, 34, 8, 33, 36, 25, 13, 3, 16, 9, 23, 37, 46, 3, 27, 22, 5, 8, 3, 20, 0, 50, 7, 2, 43, 23, 19, 3, 22, 4, 40, 24, 11, 27, 19, 25, 3, 16, 8, 24, 22, 50, 31, 25, 37]
[28, 32, 25, 14, 35, 25, 0, 48, 0, 9, 36, 26, 15, 6, 45, 41, 2, 14, 12, 21, 1, 35, 49, 49, 14, 15, 23, 49, 10, 38, 48, 22, 25, 15, 17, 41, 30, 30, 4, 13, 3, 3, 19, 9, 14, 31, 32, 3, 14, 5, 13, 50, 0, 19, 5, 40, 12, 18, 0, 7, 21, 49, 25, 14, 43, 36, 48, 21, 14, 44, 16, 43, 20, 15, 25, 21]
[41, 7, 49, 4, 17, 11, 12, 4, 49, 3, 33, 40, 14, 43, 29, 35, 8, 44, 38, 27, 37, 25, 4, 34, 20, 47, 9, 46, 19, 19, 11, 2, 20, 12, 24, 12, 12, 32, 3, 4, 33, 8, 48, 45, 20, 42, 33, 24, 42, 29, 32, 7, 19, 0, 8, 21, 0, 50, 41, 9, 20, 42, 32, 38, 41, 15, 44, 14, 40, 41, 7, 48, 1, 5, 50, 24]
[45, 8, 13, 20, 8, 19, 47, 44, 42, 19, 33, 8, 13, 42, 7, 29, 11, 8, 17, 35, 2, 22, 5, 26, 29, 23, 34, 41, 33, 28, 41, 33, 12, 1, 8, 9, 19, 34, 7, 44, 14, 41, 23, 46, 6, 21, 47, 21, 34, 14, 16, 2, 5, 8, 0, 28, 25, 26, 17, 0, 5, 0, 4, 39, 2, 2, 32, 5, 48, 18, 50, 21, 16, 9, 46, 4]
[29, 42, 44, 4, 10, 49, 46, 39, 50, 4, 47, 30, 34, 25, 1, 20, 12, 5, 2, 46, 17, 4, 4, 39, 9, 5, 0, 37, 33, 11, 30, 12, 8, 46, 0, 24, 36, 15, 4, 14, 10, 20, 48, 26, 37, 39, 24, 17, 17, 28, 47, 43, 40, 21, 28, 0, 29, 18, 12, 4, 8, 9, 41, 42, 14, 4, 40, 44, 10, 32, 16, 37, 42, 27, 8, 19]
[1, 35, 20, 38, 9, 14, 7, 26, 23, 41, 10, 38, 37, 25, 8, 11, 23, 10, 10, 20, 31, 39, 25, 5, 45, 36, 14, 30, 14, 9, 32, 36, 44, 17, 30, 40, 0, 30, 5, 46, 23, 18, 31, 48, 48, 20, 6, 15, 10, 14, 36, 23, 12, 0, 25, 29, 0, 5, 25, 26, 14, 29, 38, 30, 35, 6, 7, 45, 6, 17, 28, 34, 49, 49, 18, 32]
[10, 18, 41, 2, 42, 5, 35, 11, 13, 14, 40, 9, 6, 47, 36, 30, 38, 15, 31, 7, 4, 21, 9, 3, 34, 29, 11, 8, 5, 10, 5, 1, 42, 41, 9, 28, 48, 15, 16, 3, 11, 50, 13, 15, 25, 43, 23, 24, 15, 23, 43, 19, 18, 50, 26, 18, 5, 0, 45, 5, 34, 14, 1, 19, 27, 25, 6, 26, 46, 40, 43, 10, 44, 23, 10, 32]
[48, 37, 16, 31, 43, 9, 11, 7, 15, 24, 28, 47, 33, 39, 13, 5, 13, 23, 13, 17, 39, 1, 25, 6, 12, 27, 30, 24, 0, 2, 0, 0, 38, 40, 44, 32, 32, 18, 20, 15, 3, 35, 49, 10, 17, 23, 49, 46, 23, 9, 29, 3, 0, 41, 17, 12, 25, 45, 0, 8, 18, 32, 37, 29, 36, 30, 9, 40, 20, 19, 17, 22, 12, 15, 37, 39]
[48, 18, 27, 33, 40, 16, 22, 16, 1, 14, 13, 39, 15, 14, 25, 9, 9, 22, 43, 16, 17, 39, 24, 15, 36, 38, 32, 19, 16, 29, 33, 23, 19, 18, 40, 29, 1, 10, 2, 8, 23, 43, 22, 14, 27, 18, 25, 45, 36, 4, 46, 22, 7, 9, 0, 4, 26, 5, 8, 0, 34, 5, 43, 8, 39, 23, 18, 38, 40, 36, 33, 16, 13, 6, 14, 41]
[20, 4, 40, 25, 1, 50, 7, 37, 34, 28, 15, 16, 7, 22, 20, 33, 14, 26, 43, 23, 8, 43, 49, 13, 48, 47, 37, 33, 12, 30, 28, 46, 22, 48, 32, 11, 15, 36, 2, 39, 12, 22, 1, 10, 34, 16, 7, 22, 21, 46, 23, 4, 21, 20, 5, 8, 14, 34, 18, 34, 0, 10, 16, 42, 33, 41, 19, 38, 27, 47, 13, 48, 46, 42, 44, 9]
