N1,N2,...,Nx
[35, 30, 22, 20, 21, 26, 4, 9, 35, 48, 8, 0, 25, 13, 47, 50, 22, 47, 12, 37, 31, 33, 35, 50, 8, 4, 11, 15, 17, 31, 27, 38, 13, 37, 3, 20, 25, 10, 30, 39, 45, 14, 29, 36, 1, 30, 23, 0, 20, 41, 19, 23, 39, 15, 9, 46, 32, 29, 17, 16, 34, 40, 19, 41, 24, 13, 26, 17, 3, 12, 50, 14, 36, 2, 5, 33, 33, 13, 47, 46, 5, 14, 24, 16, 43, 45, 15, 22, 30, 14, 19, 6, 47, 36, 46, 8, 27, 1, 45, 19, 37, 49, 20, 1, 11, 45, 30, 27, 8, 29, 18, 24]
[19, 28, 25, 41, 40, 33, 21, 50, 25, 18, 30, 25, 0, 31, 3, 30, 11, 25, 37, 4, 15, 37, 35, 28, 18, 14, 8, 44, 37, 43, 7, 28, 39, 1, 40, 8, 39, 44, 40, 21, 12, 3, 25, 20, 30, 44, 50, 5, 38, 0, 21, 19, 27, 30, 16, 42, 9, 17, 40, 7, 49, 26, 28, 40, 8, 21, 46, 3, 9, 45, 41, 0, 29, 22, 43, 33, 13, 1, 11, 23, 25, 19, 16, 0, 44, 37, 19, 14, 9, 50, 22, 7, 39, 27, 46, 34, 18, 39, 50, 44, 12, 23, 49, 20, 22, 43, 36, 13, 3, 36, 41, 23]
[44, 27, 39, 30, 28, 18, 16, 10, 8, 5, 39, 13, 31, 0, 47, 22, 15, 6, 4, 11, 38, 18, 13, 3, 47, 39, 41, 3, 17, 50, 11, 12, 39, 34, 24, 39, 0, 5, 50, 8, 7, 40, 16, 43, 41, 5, 18, 26, 29, 31, 41, 32, 26, 42, 26, 38, 27, 46, 2, 15, 13, 19, 5, 1, 41, 47, 50, 25, 32, 50, 33, 7, 34, 9, 11, 39, 50, 27, 26, 25, 41, 33, 24, 12, 49, 3, 24, 11, 13, 26, 18, 14, 3, 0, 13, 35, 50, 15, 40, 29, 12, 28, 40, 16, 23, 13, 25, 49, 4, 11, 20, 43]
[29, 15, 13, 19, 0, 47, 38, 7, 25, 14, 25, 47, 3, 47, 0, 30, 5, 36, 37, 31, 10, 15, 10, 29, 46, 23, 14, 19, 0, 21, 26, 32, 48, 36, 33, 41, 43, 10, 10, 23, 2, 20, 2, 34, 37, 26, 12, 34, 13, 29, 38, 44, 41, 35, 48, 8, 20, 7, 48, 35, 25, 3, 37, 28, 14, 46, 30, 23, 45, 45, 11, 22, 2, 31, 29, 16, 49, 7, 18, 27, 23, 42, 41, 36, 28, 19, 10, 15, 41, 7, 4, 27, 41, 37, 14, 32, 42, 5, 7, 50, 17, 40, 17, 3, 24, 35, 4, 14, 47, 2, 43, 46]
[2, 6, 4, 46, 42, 39, 39, 0, 27, 8, 26, 50, 30, 22, 30, 0, 19, 34, 46, 50, 25, 44, 8, 31, 1, 25, 4, 11, 14, 9, 23, 37, 11, 21, 50, 50, 6, 17, 13, 25, 10, 32, 31, 12, 48, 13, 9, 2, 47, 38, 39, 7, 31, 8, 48, 47, 39, 41, 16, 46, 9, 13, 4, 37, 8, 22, 20, 47, 12, 32, 46, 48, 21, 1, 31, 4, 27, 41, 34, 4, 20, 10, 12, 27, 37, 43, 23, 13, 19, 22, 32, 45, 22, 36, 28, 41, 44, 40, 32, 33, 13, 40, 28, 23, 5, 2, 22, 28, 50, 50, 13, 3]
[8, 40, 29, 35, 11, 18, 43, 11, 38, 8, 1, 22, 11, 15, 5, 19, 0, 20, 38, 34, 5, 17, 0, 38, 1, 35, 34, 37, 12, 29, 1, 18, 18, 8, 41, 25, 35, 10, 15, 15, 46, 31, 31, 13, 29, 22, 41, 6, 21, 30, 27, 11, 19, 0, 22, 6, 26, 39, 17, 24, 10, 22, 26, 29, 23, 20, 23, 45, 28, 1, 42, 50, 5, 44, 45, 19, 47, 43, 40, 14, 31, 19, 47, 16, 8, 20, 2, 39, 33, 44, 38, 20, 19, 16, 2, 14, 4, 45, 9, 37, 46, 18, 30, 18, 1, 13, 36, 42, 37, 42, 7, 24]
[47, 42, 8, 40, 34, 18, 6, 42, 20, 20, 6, 47, 25, 6, 36, 34, 20, 0, 13, 26, 44, 26, 2, 42, 20, 20, 10, 32, 23, 32, 0, 41, 25, 30, 24, 15, 14, 48, 37, 44, 44, 32, 8, 38, 20, 9, 20, 39, 10, 17, 5, 12, 42, 14, 15, 9, 4, 40, 36, 0, 45, 27, 13, 23, 34, 15, 29, 47, 10, 26, 34, 42, 18, 7, 15, 16, 15, 21, 5, 11, 19, 26, 8, 4, 6, 49, 35, 25, 19, 43, 11, 47, 20, 20, 29, 49, 21, 27, 4, 8, 34, 46, 30, 9, 19, 47, 31, 9, 15, 16, 2, 17]
[8, 49, 25, 47, 8, 31, 14, 27, 7, 1, 34, 12, 37, 4, 37, 46, 38, 13, 0, 47, 39, 15, 15, 26, 28, 35, 39, 22, 25, 38, 4, 13, 30, 6, 45, 47, 48, 48, 10, 34, 31, 38, 4, 39, 49, 28, 7, 14, 36, 4, 6, 13, 14, 49, 42, 13, 1, 12, 2, 43, 27, 50, 21, 31, 4, 34, 38, 39, 49, 34, 31, 28, 46, 35, 34, 12, 21, 22, 29, 35, 29, 34, 43, 14, 20, 9, 25, 18, 21, 12, 17, 45, 39, 30, 16, 4, 39, 19, 26, 6, 5, 26, 19, 33, 12, 39, 12, 27, 21, 23, 32, 29]
[28, 34, 45, 39, 27, 10, 36, 47, 46, 17, 24, 37, 4, 11, 31, 50, 34, 26, 47, 0, 20, 1, 23, 8, 37, 45, 12, 34, 41, 29, 42, 11, 23, 38, 23, 12, 47, 46, 7, 17, 4, 45, 2, 12, 20, 21, 36, 36, 7, 16, 1, 8, 1, 11, 31, 37, 34, 50, 38, 9, 0, 0, 29, 2, 6, 31, 41, 22, 18, 13, 0, 16, 11, 44, 36, 20, 48, 14, 31, 7, 39, 23, 8, 48, 24, 20, 24, 26, 35, 18, 31, 1, 25, 38, 21, 4, 28, 19, 32, 22, 21, 2, 31, 1, 9, 33, 20, 26, 43, 4, 3, 38]
[28, 4, 23, 18, 17, 19, 2, 5, 44, 22, 34, 31, 15, 38, 10, 25, 5, 44, 39, 20, 0, 19, 48, 6, 9, 35, 8, 22, 23, 18, 39, 42, 17, 30, 16, 8, 32, 3, 15, 43, 50, 38, 47, 9, 24, 11, 42, 20, 0, 6, 33, 38, 2, 11, 40, 42, 7, 40, 31, 48, 39, 25, 29, 12, 32, 25, 22, 5, 30, 21, 33, 36, 39, 0, 36, 11, 17, 32, 35, 28, 30, 7, 17, 50, 26, 34, 17, 33, 21, 42, 15, 10, 6, 32, 49, 3, 36, 37, 36, 8, 14, 48, 29, 37, 2, 11, 41, 31, 22, 31, 35, 29]
[9, 3, 10, 32, 32, 20, 45, 48, 48, 14, 25, 33, 37, 18, 15, 44, 17, 26, 15, 1, 19, 0, 17, 50, 33, 17, 44, 39, 38, 13, 11, 7, 43, 23, 21, 47, 27, 7, 30, 23, 14, 27, 40, 21, 12, 6, 2, 40, 11, 41, 43, 13, 7, 11, 11, 11, 36, 18, 2, 31, 29, 14, 34, 22, 23, 48, 11, 13, 11, 20, 35, 24, 43, 0, 15, 30, 18, 43, 42, 43, 21, 13, 9, 49, 1, 45, 2, 23, 7, 18, 42, 4, 13, 32, 6, 22, 42, 35, 16, 39, 14, 47, 21, 32, 38, 44, 49, 22, 20, 32, 32, 13]
[46, 30, 0, 3, 42, 50, 47, 45, 27, 2, 38, 35, 35, 13, 10, 8, 0, 2, 15, 23, 48, 17, 0, 4, 9, 44, 8, 25, 29, 11, 30, 4, 28, 16, 35, 50, 50, 23, 11, 20, 19, 36, 0, 18, 11, 43, 45, 35, 1, 50, 47, 26, 16, 22, 6, 23, 8, 11, 1, 9, 48, 15, 9, 19, 3, 46, 12, 12, 19, 38, 1, 21, 42, 13, 3, 18, 31, 21, 13, 31, 9, 21, 26, 5, 36, 21, 29, 23, 44, 24, 41, 25, 30, 7, 49, 18, 16, 43, 1, 18, 24, 40, 10, 7, 39, 28, 39, 17, 24, 40, 3, 40]
[43, 9, 31, 9, 28, 8, 48, 30, 47, 6, 42, 50, 28, 3, 29, 31, 38, 42, 26, 8, 6, 50, 4, 0, 44, 26, 33, 37, 42, 47, 32, 7, 21, 50, 20, 49, 42, 9, 5, 2, 29, 9, 1, 48, 42, 23, 34, 43, 26, 21, 38, 19, 41, 8, 46, 38, 9, 12, 1, 18, 25, 28, 29, 43, 32, 37, 35, 32, 8, 45, 42, 42, 25, 30, 31, 19, 22, 50, 4, 32, 3, 19, 3, 45, 41, 6, 29, 4, 40, 9, 50, 25, 19, 12, 37, 35, 12, 40, 46, 3, 48, 10, 8, 12, 40, 7, 6, 26, 13, 13, 6, 36]
[7, 45, 6, 45, 4, 32, 25, 10, 21, 25, 35, 8, 18, 47, 46, 1, 1, 20, 28, 37, 9, 33, 9, 44, 0, 1, 31, 32, 48, 0, 39, 31, 11, 0, 45, 9, 45, 44, 19, 40, 50, 17, 42, 5, 33, 19, 47, 4, 3, 32, 21, 6, 21, 42, 26, 32, 27, 29, 27, 28, 48, 37, 33, 9, 0, 9, 13, 11, 15, 17, 9, 41, 24, 2, 46, 30, 36, 30, 9, 9, 3, 24, 26, 9, 17, 6, 33, 29, 28, 31, 5, 24, 27, 22, 44, 30, 7, 43, 46, 24, 38, 44, 14, 21, 18, 39, 15, 13, 21, 38, 6, 10]
[15, 50, 13, 26, 30, 36, 21, 22, 9, 6, 12, 4, 14, 39, 23, 25, 35, 20, 35, 45, 35, 17, 44, 26, 1, 0, 5, 8, 39, 10, 4, 49, 11, 44, 2, 7, 13, 37, 3, 29, 46, 0, 44, 1, 3, 35, 5, 24, 16, 27, 32, 43, 1, 37, 14, 47, 26, 7, 22, 41, 47, 45, 11, 47, 50, 10, 4, 46, 32, 44, 16, 39, 6, 20, 19, 18, 49, 25, 25, 15, 31, 17, 20, 29, 17, 22, 12, 8, 48, 3, 11, 22, 18, 33, 50, 14, 31, 29, 17, 26, 7, 24, 38, 40, 8, 46, 9, 28, 37, 38, 38, 24]
[8, 17, 28, 33, 46, 34, 28, 6, 8, 24, 37, 11, 8, 41, 14, 4, 34, 10, 39, 12, 8, 44, 8, 33, 31, 5, 0, 28, 8, 5, 14, 7, 2, 17, 0, 49, 20, 21, 40, 12, 18, 30, 48, 50, 13, 30, 2, 34, 5, 16, 18, 0, 50, 38, 12, 18, 46, 35, 45, 35, 19, 45, 16, 39, 15, 49, 42, 12, 34, 49, 9, 4, 34, 22, 34, 43, 44, 26, 40, 14, 44, 41, 31, 0, 50, 19, 48, 18, 9, 26, 30, 7, 41, 8, 27, 9, 6, 39, 5, 12, 26, 43, 8, 47, 28, 20, 43, 40, 30, 17, 5, 7]
[20, 19, 23, 1, 13, 10, 14, 40, 24, 9, 44, 15, 44, 3, 19, 11, 37, 32, 22, 34, 22, 39, 25, 37, 32, 8, 28, 0, 20, 48, 4, 47, 6, 18, 31, 28, 50, 16, 43, 27, 20, 30, 5, 6, 1, 9, 25, 37, 2, 3, 42, 44, 6, 32, 40, 46, 16, 49, 0, 39, 12, 1, 23, 45, 37, 34, 42, 48, 50, 31, 49, 46, 41, 5, 3, 39, 14, 43, 50, 12, 48, 27, 14, 2, 11, 43, 41, 18, 8, 8, 6, 22, 32, 0, 1, 6, 23, 19, 8, 42, 38, 37, 5, 43, 14, 24, 50, 28, 0, 11, 7, 0]
[4, 21, 28, 47, 29, 29, 50, 48, 24, 5, 48, 17, 37, 17, 0, 14, 12, 23, 25, 41, 23, 38, 29, 42, 48, 39, 8, 20, 0, 41, 44, 27, 19, 34, 26, 38, 7, 46, 21, 22, 13, 31, 46, 34, 13, 35, 50, 12, 28, 12, 21, 6, 28, 41, 50, 18, 47, 6, 2, 47, 8, 31, 8, 16, 41, 11, 32, 22, 29, 5, 15, 3, 17, 36, 46, 23, 39, 31, 6, 19, 41, 34, 32, 23, 9, 44, 7, 21, 38, 35, 32, 2, 25, 21, 31, 48, 40, 39, 1, 21, 13, 45, 20, 10, 46, 14, 48, 11, 45, 12, 18, 28]
[49, 49, 47, 46, 19, 44, 1, 16, 24, 35, 22, 31, 43, 50, 21, 9, 29, 32, 38, 29, 18, 13, 11, 47, 0, 10, 5, 48, 41, 0, 42, 8, 34, 42, 3, 14, 41, 36, 43, 3, 39, 16, 42, 50, 4, 20, 42, 40, 23, 42, 27, 21, 28, 33, 16, 35, 32, 15, 24, 34, 33, 48, 37, 5, 21, 6, 49, 26, 11, 37, 31, 45, 17, 15, 24, 12, 38, 15, 37, 49, 11, 12, 49, 35, 37, 15, 45, 14, 35, 48, 38, 26, 28, 14, 23, 29, 21, 17, 15, 36, 42, 24, 44, 49, 8, 26, 11, 23, 25, 36, 17, 45]
[24, 24, 48, 1, 2, 7, 36, 11, 6, 17, 36, 27, 7, 11, 26, 23, 1, 0, 4, 42, 39, 11, 30, 32, 39, 4, 14, 4, 44, 42, 0, 28, 19, 9, 24, 2, 10, 19, 39, 23, 7, 17, 0, 17, 14, 33, 49, 19, 46, 29, 31, 0, 1, 47, 49, 49, 0, 24, 23, 6, 31, 31, 10, 0, 35, 17, 46, 43, 25, 49, 30, 10, 36, 49, 40, 5, 32, 30, 15, 42, 19, 43, 29, 3, 9, 42, 23, 19, 22, 9, 26, 8, 8, 22, 20, 28, 3, 22, 37, 42, 26, 10, 8, 49, 12, 33, 22, 43, 19, 23, 45, 17]
[25, 47, 37, 10, 4, 2, 32, 3, 30, 32, 26, 38, 28, 12, 32, 37, 18, 41, 13, 11, 42, 7, 4, 7, 31, 49, 7, 47, 27, 8, 28, 0, 21, 6, 16, 20, 16, 0, 44, 9, 48, 13, 3, 27, 27, 43, 29, 35, 39, 30, 10, 19, 2, 1, 5, 15, 12, 42, 10, 38, 22, 27, 48, 45, 11, 18, 47, 47, 44, 10, 24, 15, 36, 31, 4, 41, 38, 27, 32, 47, 48, 38, 22, 20, 19, 49, 28, 7, 44, 36, 49, 45, 43, 8, 18, 36, 20, 1, 6, 41, 39, 28, 18, 39, 24, 13, 9, 4, 24, 29, 43, 2]
[49, 37, 34, 39, 0, 8, 30, 43, 11, 39, 42, 13, 39, 39, 48, 11, 18, 25, 30, 23, 17, 43, 28, 21, 11, 11, 2, 6, 19, 34, 19, 21, 0, 45, 45, 31, 24, 26, 23, 18, 34, 21, 46, 33, 30, 40, 18, 23, 1, 1, 16, 10, 5, 11, 45, 49, 9, 24, 47, 39, 25, 33, 35, 26, 10, 44, 4, 14, 12, 28, 46, 22, 2, 3, 36, 4, 47, 37, 48, 31, 37, 44, 33, 0, 12, 14, 19, 0, 39, 1, 44, 32, 18, 5, 12, 28, 28, 27, 21, 42, 11, 43, 1, 41, 21, 12, 42, 37, 21, 5, 20, 44]
[15, 18, 49, 47, 34, 6, 10, 48, 46, 26, 44, 37, 1, 34, 36, 21, 8, 30, 6, 38, 30, 23, 16, 50, 0, 44, 17, 18, 34, 42, 9, 6, 45, 0, 6, 50, 14, 1, 13, 6, 23, 30, 46, 33, 12, 11, 27, 4, 43, 3, 18, 10, 25, 18, 21, 34, 43, 27, 19, 2, 28, 36, 31, 22, 16, 10, 27, 43, 48, 33, 10, 3, 22, 20, 47, 0, 28, 47, 32, 23, 25, 32, 39, 4, 43, 49, 14, 12, 27, 1, 0, 48, 45, 23, 27, 2, 45, 10, 11, 23, 42, 35, 17, 33, 47, 43, 9, 28, 25, 13, 28, 2]
[21, 20, 32, 30, 40, 17, 36, 26, 8, 24, 8, 3, 40, 24, 33, 50, 41, 24, 45, 23, 16, 21, 35, 20, 45, 2, 0, 31, 26, 3, 24, 16, 45, 6, 0, 37, 35, 0, 0, 13, 44, 46, 10, 26, 32, 3, 29, 42, 10, 46, 5, 11, 30, 10, 30, 40, 7, 12, 45, 18, 26, 35, 26, 14, 42, 46, 17, 26, 19, 22, 22, 22, 28, 2, 36, 2, 4, 49, 11, 50, 2, 37, 8, 22, 7, 28, 18, 40, 15, 39, 32, 12, 34, 44, 43, 28, 28, 46, 21, 11, 14, 47, 4, 23, 12, 19, 11, 14, 46, 17, 4, 23]
[30, 6, 33, 15, 17, 21, 36, 9, 22, 20, 24, 20, 8, 39, 41, 50, 25, 15, 47, 12, 8, 47, 50, 49, 9, 7, 49, 28, 38, 14, 2, 20, 31, 50, 37, 0, 44, 14, 41, 17, 7, 12, 23, 45, 18, 35, 40, 42, 28, 4, 29, 8, 10, 15, 34, 34, 23, 22, 41, 33, 30, 15, 37, 31, 28, 44, 43, 40, 8, 36, 29, 40, 46, 38, 49, 40, 4, 29, 36, 15, 50, 16, 13, 3, 10, 25, 25, 27, 24, 28, 37, 42, 3, 45, 41, 6, 8, 18, 36, 1, 34, 26, 40, 27, 17, 5, 50, 18, 19, 34, 39, 37]
[14, 27, 7, 41, 34, 25, 42, 31, 42, 47, 21, 25, 39, 0, 43, 6, 35, 14, 48, 47, 32, 27, 50, 42, 45, 13, 20, 50, 7, 41, 10, 16, 24, 14, 35, 44, 0, 27, 41, 35, 19, 18, 30, 50, 33, 48, 10, 44, 28, 3, 35, 45, 17, 17, 30, 1, 47, 20, 17, 41, 17, 32, 8, 14, 0, 20, 44, 22, 41, 20, 27, 1, 4, 48, 49, 40, 42, 14, 2, 10, 44, 1, 45, 32, 18, 44, 21, 4, 35, 13, 44, 49, 23, 42, 2, 19, 31, 30, 45, 25, 26, 40, 23, 8, 34, 29, 45, 48, 12, 8, 4, 21]
[12, 40, 21, 50, 32, 1, 49, 10, 8, 35, 41, 10, 44, 5, 10, 17, 10, 48, 48, 46, 3, 7, 23, 9, 44, 37, 21, 16, 46, 36, 19, 0, 26, 1, 0, 14, 27, 0, 33, 1, 41, 38, 4, 11, 42, 21, 38, 9, 40, 48, 32, 41, 36, 41, 45, 6, 12, 27, 15, 45, 21, 42, 32, 37, 20, 28, 21, 31, 1, 31, 16, 5, 24, 39, 50, 41, 14, 18, 13, 48, 26, 48, 25, 22, 8, 1, 10, 3, 12, 31, 36, 17, 15, 37, 11, 6, 28, 48, 45, 12, 28, 42, 16, 11, 47, 34, 33, 28, 48, 8, 44, 28]
[23, 21, 15, 20, 26, 47, 23, 44, 19, 47, 5, 30, 40, 50, 10, 13, 15, 37, 10, 7, 15, 30, 11, 5, 19, 3, 40, 43, 21, 43, 39, 44, 23, 13, 0, 41, 41, 33, 0, 45, 10, 39, 4, 5, 21, 22, 14, 38, 30, 33, 48, 25, 45, 4, 49, 12, 46, 44, 40, 19, 48, 3, 33, 46, 46, 14, 34, 42, 19, 25, 42, 31, 32, 30, 7, 18, 23, 36, 24, 24, 40, 23, 43, 36, 35, 31, 31, 42, 16, 34, 26, 12, 35, 48, 20, 4, 47, 9, 17, 47, 22, 38, 35, 42, 49, 28, 40, 25, 5, 7, 26, 14]
[0, 42, 12, 9, 18, 10, 11, 38, 14, 47, 16, 39, 21, 8, 23, 25, 15, 44, 34, 17, 43, 23, 20, 2, 40, 29, 12, 27, 22, 3, 23, 9, 18, 6, 13, 17, 35, 1, 45, 0, 28, 10, 0, 36, 10, 46, 2, 17, 48, 48, 15, 24, 9, 16, 5, 11, 50, 14, 14, 19, 27, 19, 22, 13, 0, 36, 29, 9, 1, 6, 32, 10, 34, 32, 17, 27, 36, 16, 12, 44, 2, 2, 33, 0, 16, 46, 45, 7, 6, 18, 37, 29, 11, 43, 22, 35, 43, 39, 22, 22, 30, 31, 17, 17, 7, 19, 32, 6, 14, 2, 45, 25]
[0, 30, 42, 43, 15, 42, 19, 16, 40, 27, 35, 45, 12, 7, 2, 10, 46, 44, 31, 4, 50, 14, 19, 29, 50, 46, 18, 20, 13, 39, 7, 48, 34, 23, 44, 7, 19, 41, 10, 28, 0, 42, 34, 5, 13, 30, 44, 38, 19, 34, 25, 25, 19, 40, 36, 18, 22, 25, 15, 45, 39, 47, 46, 22, 29, 38, 41, 47, 31, 24, 10, 36, 8, 7, 48, 41, 24, 36, 47, 0, 6, 26, 25, 17, 21, 45, 32, 44, 29, 27, 40, 41, 23, 33, 42, 45, 36, 33, 14, 11, 7, 28, 46, 28, 44, 42, 24, 43, 10, 45, 2, 32]
