N1,N2,...,Nx
[29, 30, 47, 47, 11, 45, 13, 45, 16, 5, 0, 15, 26, 38, 4, 25, 47, 7, 25, 22, 10, 36, 4, 11, 48, 7, 35, 8, 36, 28, 24, 6, 41, 17, 35, 33, 47, 18, 16, 10, 38, 4, 3, 1, 49, 31, 2, 41, 8, 28, 0, 27, 44, 35, 30, 12, 39, 24, 11, 44, 26, 37, 32, 44, 40, 44, 25, 20, 47, 38, 46, 10, 26, 8, 49, 24, 25, 45, 50, 9, 23, 22, 17, 25, 29, 14, 24, 12, 10, 11, 37, 22, 20, 24, 38, 8, 46, 11, 38, 17, 17, 26, 44, 25, 15, 20, 0, 36, 37, 2, 47, 49, 5, 11, 5, 49, 14, 47, 5, 8, 17, 5, 13, 33, 31, 42, 40, 47, 6, 48, 8, 16, 23, 30, 30, 38, 23, 26, 40, 30, 41, 42, 20, 0, 15, 16]
[19, 23, 41, 12, 23, 10, 50, 19, 46, 7, 15, 0, 2, 7, 14, 24, 35, 41, 15, 28, 42, 13, 24, 48, 28, 1, 2, 26, 18, 29, 37, 40, 37, 21, 47, 3, 25, 15, 29, 28, 31, 20, 4, 36, 17, 42, 28, 12, 23, 12, 39, 11, 12, 30, 7, 30, 15, 32, 10, 36, 25, 5, 31, 0, 0, 26, 47, 21, 38, 44, 18, 0, 34, 21, 2, 14, 13, 3, 12, 46, 29, 25, 6, 20, 41, 45, 35, 37, 48, 19, 4, 43, 49, 34, 33, 3, 16, 31, 4, 27, 3, 4, 46, 44, 46, 3, 41, 48, 10, 1, 13, 33, 8, 42, 18, 1, 33, 49, 26, 8, 9, 19, 2, 41, 14, 31, 31, 50, 17, 28, 27, 16, 35, 21, 1, 18, 14, 6, 24, 12, 33, 39, 34, 49, 27, 31]
[15, 33, 48, 18, 4, 27, 0, 34, 47, 18, 26, 2, 0, 37, 12, 24, 32, 41, 15, 32, 32, 31, 25, 28, 24, 10, 16, 0, 14, 42, 43, 32, 18, 30, 19, 24, 8, 20, 8, 43, 24, 6, 35, 22, 4, 12, 28, 10, 43, 46, 47, 18, 14, 34, 38, 48, 8, 12, 4, 8, 0, 32, 43, 37, 37, 47, 17, 18, 29, 20, 18, 31, 44, 46, 28, 9, 44, 17, 22, 7, 24, 20, 9, 39, 7, 35, 23, 32, 0, 7, 30, 26, 16, 18, 30, 21, 44, 44, 30, 24, 5, 38, 5, 48, 34, 19, 7, 4, 44, 9, 33, 5, 30, 12, 48, 9, 25, 47, 48, 48, 19, 0, 48, 29, 4, 17, 21, 13, 34, 21, 2, 22, 39, 40, 37, 10, 15, 42, 25, 21, 42, 12, 22, 49, 4, 10]
[36, 44, 41, 38, 2, 48, 8, 45, 24, 29, 38, 7, 37, 0, 28, 24, 10, 2, 6, 49, 45, 35, 32, 24, 3, 12, 37, 30, 22, 23, 17, 40, 18, 15, 23, 35, 44, 24, 42, 14, 39, 43, 14, 10, 9, 39, 6, 33, 19, 43, 39, 9, 11, 6, 35, 10, 29, 45, 11, 35, 14, 49, 2, 27, 13, 50, 38, 25, 20, 26, 33, 12, 49, 5, 50, 22, 8, 2, 43, 16, 40, 35, 15, 22, 19, 31, 17, 30, 48, 22, 26, 27, 6, 37, 2, 19, 39, 39, 20, 27, 22, 39, 40, 1, 19, 0, 39, 42, 32, 23, 18, 14, 4, 3, 5, 37, 28, 49, 46, 42, 23, 30, 22, 5, 19, 35, 1, 26, 23, 35, 9, 36, 37, 34, 22, 6, 38, 30, 11, 17, 28, 38, 2, 21, 18, 10]
[7, 0, 50, 4, 12, 34, 32, 46, 12, 9, 4, 14, 12, 28, 0, 50, 41, 46, 37, 9, 0, 45, 11, 6, 38, 45, 40, 30, 49, 45, 7, 26, 22, 7, 5, 47, 20, 26, 3, 43, 8, 2, 30, 38, 44, 14, 6, 41, 43, 29, 44, 20, 7, 32, 10, 13, 26, 40, 29, 48, 3, 1, 49, 30, 6, 5, 3, 21, 1, 49, 10, 48, 50, 28, 17, 29, 6, 32, 25, 4, 3, 23, 37, 11, 2, 8, 13, 40, 44, 26, 14, 31, 29, 41, 47, 10, 15, 16, 7, 38, 0, 34, 5, 38, 19, 24, 6, 17, 46, 43, 48, 19, 24, 17, 12, 35, 32, 24, 14, 43, 20, 47, 32, 20, 32, 38, 14, 23, 34, 32, 44, 8, 11, 50, 13, 23, 30, 47, 10, 46, 47, 11, 44, 24, 30, 38]
[6, 41, 8, 50, 4, 10, 46, 14, 5, 11, 25, 24, 24, 24, 50, 0, 45, 41, 47, 7, 30, 50, 48, 7, 3, 22, 40, 43, 18, 30, 18, 11, 45, 35, 6, 40, 42, 29, 1, 38, 23, 24, 37, 12, 40, 21, 33, 18, 44, 19, 13, 30, 48, 49, 24, 34, 47, 7, 22, 38, 12, 45, 8, 20, 22, 13, 23, 39, 11, 34, 14, 3, 8, 35, 34, 15, 50, 10, 22, 49, 28, 42, 14, 41, 10, 25, 10, 18, 5, 6, 5, 11, 31, 41, 32, 41, 21, 9, 46, 44, 41, 18, 28, 11, 45, 21, 1, 28, 38, 9, 39, 49, 49, 50, 3, 34, 37, 29, 26, 28, 25, 40, 29, 36, 49, 0, 31, 9, 14, 34, 9, 15, 48, 34, 20, 8, 35, 35, 40, 47, 32, 24, 11, 37, 47, 37]
[0, 46, 47, 37, 2, 40, 10, 30, 49, 26, 47, 35, 32, 10, 41, 45, 0, 17, 30, 0, 7, 42, 20, 23, 41, 22, 25, 42, 39, 31, 33, 1, 26, 41, 36, 2, 50, 14, 32, 45, 28, 35, 39, 49, 19, 15, 14, 16, 31, 13, 14, 48, 36, 7, 41, 24, 6, 8, 8, 13, 8, 18, 26, 20, 29, 13, 44, 32, 47, 13, 10, 33, 6, 34, 14, 50, 20, 28, 11, 29, 13, 26, 37, 3, 3, 0, 36, 18, 12, 16, 24, 21, 45, 16, 9, 32, 34, 32, 25, 0, 43, 20, 7, 47, 9, 47, 24, 45, 34, 17, 15, 29, 27, 10, 22, 1, 13, 35, 43, 28, 37, 28, 37, 46, 50, 2, 48, 12, 0, 34, 18, 38, 26, 41, 1, 22, 24, 24, 4, 10, 33, 45, 25, 15, 6, 18]
[45, 31, 22, 2, 8, 16, 25, 44, 49, 47, 7, 41, 41, 2, 46, 41, 17, 0, 49, 31, 40, 36, 16, 40, 6, 33, 23, 50, 36, 4, 33, 23, 11, 11, 45, 47, 18, 9, 34, 36, 6, 26, 35, 3, 37, 20, 27, 13, 5, 11, 0, 40, 12, 0, 49, 34, 0, 40, 35, 30, 28, 45, 3, 11, 36, 6, 23, 42, 33, 27, 40, 8, 39, 21, 37, 4, 43, 14, 46, 4, 23, 44, 5, 39, 46, 14, 45, 21, 35, 9, 10, 15, 6, 11, 50, 46, 27, 29, 36, 46, 30, 21, 40, 27, 43, 13, 22, 34, 33, 11, 37, 14, 24, 5, 18, 32, 22, 30, 30, 19, 7, 30, 38, 8, 23, 12, 7, 27, 47, 36, 15, 8, 21, 31, 26, 49, 28, 13, 0, 27, 30, 3, 30, 39, 38, 47]
[25, 43, 4, 2, 23, 6, 21, 16, 39, 47, 25, 15, 15, 6, 37, 47, 30, 49, 0, 24, 22, 49, 24, 6, 13, 3, 29, 35, 19, 7, 11, 8, 47, 38, 42, 22, 9, 13, 40, 48, 17, 2, 23, 2, 16, 5, 22, 48, 18, 41, 36, 25, 38, 24, 6, 19, 30, 29, 12, 50, 10, 26, 23, 2, 41, 14, 35, 48, 36, 17, 37, 25, 7, 47, 46, 35, 45, 20, 32, 38, 10, 17, 3, 38, 23, 25, 21, 40, 16, 5, 39, 23, 7, 4, 35, 26, 46, 2, 10, 34, 43, 39, 18, 43, 18, 41, 5, 32, 40, 40, 37, 19, 5, 28, 27, 44, 14, 24, 20, 9, 49, 21, 20, 11, 18, 42, 39, 12, 42, 12, 25, 28, 35, 4, 12, 1, 26, 31, 5, 27, 25, 22, 41, 10, 27, 8]
[14, 5, 39, 44, 16, 33, 26, 25, 24, 45, 22, 28, 32, 49, 9, 7, 0, 31, 24, 0, 47, 27, 34, 45, 40, 16, 15, 20, 20, 27, 14, 26, 28, 27, 12, 3, 37, 34, 37, 43, 21, 20, 28, 44, 46, 8, 10, 38, 18, 36, 49, 26, 15, 11, 25, 27, 19, 21, 13, 39, 20, 4, 45, 17, 2, 13, 39, 26, 1, 7, 10, 36, 36, 15, 19, 38, 41, 33, 33, 18, 8, 36, 24, 3, 41, 3, 17, 42, 24, 31, 19, 23, 1, 7, 35, 42, 42, 28, 35, 43, 28, 42, 17, 8, 50, 49, 2, 37, 41, 8, 40, 38, 7, 4, 26, 8, 37, 1, 14, 23, 50, 14, 16, 39, 24, 25, 47, 33, 38, 8, 23, 35, 21, 45, 41, 34, 41, 38, 28, 32, 42, 0, 29, 38, 46, 13]
[45, 30, 0, 34, 41, 23, 43, 7, 42, 28, 10, 42, 32, 45, 0, 30, 7, 40, 22, 47, 0, 30, 33, 5, 10, 34, 10, 29, 33, 5, 32, 8, 8, 45, 49, 3, 0, 27, 11, 14, 18, 22, 3, 9, 25, 17, 0, 43, 19, 48, 1, 14, 49, 36, 45, 15, 13, 38, 22, 15, 35, 4, 36, 30, 12, 9, 35, 12, 49, 19, 24, 46, 33, 32, 34, 29, 41, 9, 28, 18, 10, 47, 11, 4, 45, 15, 40, 23, 6, 33, 25, 47, 2, 29, 47, 48, 19, 45, 4, 45, 33, 19, 30, 13, 21, 17, 20, 21, 15, 2, 16, 28, 40, 38, 9, 13, 17, 14, 24, 34, 34, 48, 15, 28, 22, 5, 3, 29, 33, 0, 0, 6, 26, 34, 3, 5, 14, 50, 23, 27, 6, 49, 50, 50, 44, 16]
[1, 12, 10, 33, 26, 18, 16, 15, 38, 6, 36, 13, 31, 35, 45, 50, 42, 36, 49, 27, 30, 0, 8, 0, 26, 27, 47, 30, 38, 38, 26, 40, 5, 19, 2, 42, 15, 6, 8, 4, 42, 7, 25, 11, 4, 47, 16, 48, 24, 5, 46, 31, 44, 43, 18, 28, 8, 21, 9, 40, 21, 1, 39, 18, 23, 28, 9, 23, 35, 2, 32, 16, 14, 10, 46, 46, 32, 16, 50, 45, 1, 14, 38, 1, 27, 37, 0, 25, 7, 49, 18, 10, 0, 16, 7, 10, 14, 29, 17, 42, 46, 4, 23, 23, 37, 49, 1, 1, 21, 47, 10, 14, 11, 24, 38, 36, 5, 50, 10, 3, 49, 4, 34, 5, 12, 14, 7, 26, 12, 24, 18, 25, 27, 34, 44, 12, 3, 27, 14, 35, 20, 43, 21, 50, 45, 19]
[24, 25, 34, 31, 45, 45, 27, 44, 12, 48, 4, 24, 25, 32, 11, 48, 20, 16, 24, 34, 33, 8, 0, 39, 31, 11, 41, 39, 47, 20, 21, 17, 8, 27, 7, 4, 9, 39, 4, 38, 42, 2, 22, 3, 21, 15, 29, 25, 9, 15, 10, 45, 50, 11, 3, 7, 3, 5, 26, 11, 9, 4, 12, 25, 6, 22, 13, 9, 35, 30, 32, 28, 44, 46, 29, 16, 35, 26, 3, 15, 25, 3, 26, 15, 32, 14, 34, 3, 7, 24, 9, 46, 29, 18, 43, 5, 48, 22, 23, 48, 32, 17, 32, 47, 47, 11, 42, 36, 19, 30, 46, 39, 18, 36, 29, 44, 21, 22, 28, 22, 38, 29, 13, 21, 9, 25, 0, 44, 48, 29, 27, 38, 11, 45, 14, 13, 15, 14, 39, 26, 42, 7, 30, 43, 14, 17]
[33, 11, 29, 2, 10, 19, 14, 27, 39, 29, 11, 48, 28, 24, 6, 7, 23, 40, 6, 45, 5, 0, 39, 0, 12, 37, 8, 15, 0, 42, 24, 41, 50, 1, 0, 6, 37, 31, 9, 40, 50, 14, 30, 18, 12, 22, 45, 50, 21, 46, 42, 27, 41, 35, 11, 37, 26, 36, 34, 46, 29, 39, 12, 43, 15, 40, 13, 12, 40, 17, 0, 8, 43, 32, 36, 14, 14, 22, 37, 48, 9, 46, 15, 36, 28, 35, 18, 28, 29, 13, 43, 10, 36, 21, 36, 31, 4, 34, 37, 1, 29, 50, 10, 11, 26, 41, 50, 34, 47, 41, 35, 40, 33, 14, 6, 45, 14, 42, 33, 24, 27, 26, 9, 46, 8, 21, 39, 3, 48, 29, 31, 35, 16, 49, 39, 6, 32, 17, 40, 40, 45, 28, 17, 28, 7, 20]
[2, 16, 4, 48, 31, 7, 21, 28, 10, 33, 48, 28, 24, 3, 38, 3, 41, 6, 13, 40, 10, 26, 31, 12, 0, 21, 41, 50, 23, 10, 6, 47, 4, 22, 27, 16, 15, 24, 21, 3, 41, 3, 12, 23, 34, 36, 3, 32, 12, 14, 13, 48, 7, 18, 40, 46, 45, 11, 9, 1, 41, 5, 20, 8, 34, 8, 17, 41, 0, 31, 24, 20, 29, 10, 42, 7, 20, 27, 44, 50, 25, 44, 47, 4, 5, 22, 43, 49, 3, 14, 35, 16, 5, 44, 25, 23, 8, 50, 6, 29, 49, 15, 36, 39, 18, 49, 44, 42, 45, 27, 50, 44, 49, 9, 41, 30, 38, 15, 31, 19, 13, 14, 27, 4, 14, 18, 26, 19, 45, 46, 45, 21, 42, 50, 36, 23, 15, 25, 43, 43, 48, 2, 49, 4, 12, 34]
[19, 0, 42, 12, 38, 11, 33, 34, 10, 23, 7, 1, 10, 12, 45, 22, 22, 33, 3, 16, 34, 27, 11, 37, 21, 0, 50, 50, 30, 36, 7, 8, 5, 12, 18, 37, 19, 43, 21, 43, 12, 39, 33, 23, 28, 31, 48, 28, 46, 30, 12, 36, 17, 13, 23, 28, 49, 49, 6, 37, 23, 19, 33, 19, 0, 16, 3, 26, 11, 43, 22, 35, 12, 27, 16, 16, 1, 36, 13, 41, 1, 50, 10, 31, 19, 1, 43, 12, 3, 43, 5, 12, 21, 39, 22, 44, 34, 11, 4, 36, 40, 48, 18, 43, 0, 8, 14, 28, 40, 20, 3, 21, 15, 0, 9, 29, 45, 11, 33, 16, 19, 50, 49, 13, 5, 15, 5, 30, 14, 41, 3, 35, 1, 7, 40, 2, 4, 40, 2, 32, 32, 26, 49, 5, 50, 23]
[32, 24, 30, 9, 40, 15, 11, 46, 24, 24, 35, 2, 16, 37, 40, 40, 25, 23, 29, 15, 10, 47, 41, 8, 41, 50, 0, 13, 23, 18, 14, 24, 26, 50, 42, 49, 12, 26, 7, 2, 22, 46, 37, 23, 17, 16, 8, 50, 7, 26, 44, 18, 45, 22, 20, 44, 46, 14, 27, 5, 19, 1, 33, 16, 36, 22, 5, 48, 2, 35, 19, 6, 2, 33, 30, 43, 43, 11, 35, 37, 48, 24, 16, 18, 35, 22, 32, 0, 48, 28, 27, 8, 44, 31, 18, 17, 43, 22, 49, 12, 44, 26, 32, 22, 5, 4, 4, 43, 17, 16, 11, 1, 14, 12, 50, 32, 6, 10, 10, 38, 24, 43, 13, 32, 15, 9, 28, 10, 40, 0, 44, 42, 12, 2, 9, 11, 31, 12, 10, 45, 28, 0, 33, 18, 37, 33]
[41, 30, 15, 50, 47, 18, 15, 25, 21, 2, 8, 26, 0, 30, 30, 43, 42, 50, 35, 20, 29, 30, 39, 15, 50, 50, 13, 0, 44, 4, 32, 19, 20, 23, 24, 0, 25, 9, 9, 20, 28, 21, 22, 24, 21, 4, 25, 12, 35, 38, 8, 14, 37, 35, 44, 30, 47, 9, 34, 28, 12, 7, 41, 10, 49, 25, 32, 28, 48, 45, 23, 31, 23, 10, 23, 14, 35, 14, 30, 26, 19, 10, 6, 17, 17, 41, 2, 21, 39, 49, 29, 27, 16, 27, 13, 9, 37, 12, 0, 18, 46, 5, 29, 1, 7, 36, 33, 24, 25, 30, 46, 9, 6, 36, 32, 13, 40, 15, 15, 25, 42, 36, 8, 31, 48, 47, 32, 45, 4, 17, 23, 18, 16, 10, 38, 9, 32, 49, 16, 0, 23, 4, 13, 2, 15, 33]
[6, 17, 46, 26, 49, 19, 12, 11, 39, 22, 36, 18, 14, 22, 49, 18, 39, 36, 19, 20, 33, 38, 47, 0, 23, 30, 23, 44, 0, 12, 37, 14, 19, 45, 48, 38, 26, 16, 43, 28, 14, 30, 5, 13, 6, 17, 37, 4, 1, 43, 1, 5, 43, 11, 37, 6, 27, 17, 3, 40, 14, 11, 45, 17, 1, 47, 30, 29, 30, 2, 19, 4, 35, 18, 49, 45, 21, 22, 48, 37, 1, 10, 10, 38, 25, 18, 45, 48, 45, 18, 47, 17, 19, 8, 0, 18, 44, 22, 37, 48, 5, 19, 30, 25, 3, 40, 27, 19, 23, 22, 2, 25, 45, 12, 20, 8, 35, 40, 32, 8, 12, 23, 4, 3, 26, 46, 45, 17, 40, 14, 12, 48, 20, 5, 43, 9, 38, 11, 12, 40, 12, 34, 23, 14, 46, 25]
[49, 45, 39, 29, 28, 21, 30, 4, 26, 43, 28, 29, 42, 23, 45, 30, 31, 4, 7, 27, 5, 38, 20, 42, 10, 36, 18, 4, 12, 0, 32, 30, 22, 0, 8, 28, 24, 10, 41, 25, 23, 37, 6, 22, 10, 0, 46, 6, 36, 36, 43, 32, 10, 48, 6, 39, 7, 47, 2, 8, 36, 18, 6, 33, 36, 46, 15, 33, 7, 37, 4, 16, 39, 13, 28, 30, 10, 47, 36, 34, 43, 35, 40, 1, 3, 19, 31, 1, 2, 14, 5, 22, 42, 40, 37, 26, 22, 30, 21, 50, 41, 9, 15, 14, 45, 11, 50, 33, 11, 40, 49, 44, 40, 39, 39, 34, 29, 5, 34, 6, 39, 32, 44, 20, 18, 40, 23, 8, 27, 29, 45, 31, 30, 50, 48, 24, 0, 23, 8, 17, 4, 47, 49, 18, 33, 13]
[42, 18, 8, 46, 25, 26, 6, 34, 24, 50, 24, 37, 43, 17, 7, 18, 33, 33, 11, 14, 32, 26, 21, 24, 6, 7, 14, 32, 37, 32, 0, 34, 3, 2, 39, 45, 20, 39, 18, 30, 26, 0, 2, 15, 24, 24, 29, 14, 7, 18, 12, 36, 1, 25, 33, 7, 48, 20, 47, 48, 31, 1, 19, 45, 8, 33, 36, 13, 27, 21, 38, 43, 3, 8, 36, 34, 49, 35, 38, 35, 23, 39, 28, 12, 49, 7, 20, 2, 22, 31, 4, 5, 19, 38, 25, 46, 16, 16, 18, 22, 17, 37, 17, 30, 49, 3, 23, 21, 22, 23, 45, 33, 9, 50, 29, 5, 35, 5, 46, 26, 49, 16, 28, 39, 1, 1, 30, 32, 3, 36, 24, 12, 13, 44, 42, 33, 5, 19, 44, 0, 40, 4, 1, 29, 44, 47]
