N1,N2,...,Nx
[14, 14, 2, 39, 46, 1, 35, 17, 2, 44, 0, 33, 9, 43, 48, 8, 15, 4, 24, 3, 1, 33, 38, 21, 0, 7, 4, 25, 0, 38, 39, 36, 30, 27, 48, 43, 1, 39, 2, 11, 37, 33, 27, 49, 9, 46, 39, 41, 23, 5, 10, 48, 46, 39, 29, 40, 41, 46, 10, 17, 47, 43, 35, 7, 37, 23, 33, 5, 41, 2, 38, 13, 13, 45, 1, 43, 49, 47, 15, 37, 15, 36, 1, 7, 22, 27, 1, 14, 6, 8, 23, 20, 33, 42, 47, 24, 24, 43, 8, 18, 29, 25, 8, 11, 35, 45, 27, 49, 29, 18, 39, 38, 33, 31, 13, 36, 32, 14, 40, 24, 16, 1, 19, 43, 22, 36, 9, 28, 20, 5]
[12, 21, 28, 9, 8, 3, 35, 43, 13, 5, 33, 0, 22, 13, 37, 24, 25, 2, 4, 34, 25, 24, 2, 11, 21, 49, 35, 27, 20, 12, 37, 31, 12, 25, 1, 21, 46, 32, 1, 24, 37, 15, 49, 32, 41, 14, 20, 13, 18, 11, 29, 23, 30, 19, 13, 5, 37, 15, 7, 22, 5, 50, 20, 24, 35, 4, 31, 24, 8, 28, 11, 23, 23, 20, 33, 10, 30, 31, 21, 49, 23, 16, 4, 13, 19, 42, 33, 22, 4, 27, 21, 47, 7, 26, 18, 49, 29, 8, 34, 39, 11, 30, 49, 44, 16, 24, 26, 47, 25, 8, 7, 10, 3, 40, 16, 19, 30, 27, 36, 24, 9, 47, 0, 16, 42, 29, 12, 3, 25, 21]
[37, 35, 26, 36, 22, 48, 22, 18, 33, 32, 9, 22, 0, 11, 37, 34, 23, 30, 12, 10, 45, 22, 43, 29, 16, 10, 50, 41, 47, 27, 22, 38, 5, 25, 26, 35, 1, 6, 17, 6, 14, 21, 6, 4, 36, 8, 27, 16, 22, 31, 7, 31, 13, 34, 38, 38, 47, 2, 4, 18, 8, 5, 24, 1, 21, 27, 22, 30, 8, 23, 23, 48, 0, 16, 25, 36, 6, 7, 39, 21, 7, 32, 34, 28, 23, 26, 5, 19, 27, 13, 46, 18, 7, 46, 46, 2, 12, 48, 5, 15, 25, 45, 19, 12, 12, 49, 33, 14, 10, 34, 17, 21, 23, 6, 28, 11, 49, 43, 50, 13, 31, 8, 24, 38, 3, 18, 0, 23, 2, 39]
[38, 3, 9, 34, 4, 26, 25, 50, 21, 9, 43, 13, 11, 0, 9, 25, 36, 5, 2, 10, 28, 36, 6, 41, 38, 9, 47, 49, 5, 37, 5, 32, 1, 22, 20, 15, 40, 3, 31, 2, 6, 8, 34, 35, 37, 12, 12, 42, 31, 13, 8, 27, 19, 48, 49, 29, 8, 42, 7, 15, 43, 20, 43, 5, 40, 0, 36, 12, 24, 33, 27, 21, 3, 25, 40, 9, 15, 1, 40, 2, 11, 1, 34, 37, 22, 11, 33, 2, 13, 0, 48, 17, 1, 22, 2, 33, 34, 20, 41, 30, 4, 8, 5, 42, 36, 38, 23, 12, 22, 36, 47, 15, 38, 21, 36, 47, 14, 6, 4, 4, 49, 5, 21, 3, 26, 0, 24, 18, 46, 19]
[25, 48, 27, 46, 0, 24, 18, 24, 12, 26, 48, 37, 37, 9, 0, 11, 36, 26, 4, 19, 49, 41, 25, 8, 34, 27, 47, 45, 9, 47, 3, 1, 21, 8, 47, 0, 2, 15, 23, 8, 10, 10, 15, 11, 27, 27, 1, 38, 47, 1, 7, 25, 13, 36, 24, 47, 8, 16, 3, 16, 12, 12, 35, 26, 27, 49, 6, 24, 41, 32, 35, 40, 11, 37, 46, 41, 14, 18, 22, 31, 36, 8, 44, 50, 1, 47, 18, 6, 26, 33, 2, 36, 5, 42, 9, 19, 2, 4, 9, 30, 17, 49, 37, 2, 0, 10, 2, 6, 28, 19, 7, 44, 13, 14, 4, 49, 2, 45, 19, 17, 1, 30, 39, 19, 11, 17, 25, 3, 10, 42]
[42, 14, 5, 25, 36, 14, 27, 47, 22, 45, 8, 24, 34, 25, 11, 0, 33, 43, 9, 21, 49, 30, 4, 5, 29, 37, 22, 13, 33, 20, 9, 7, 1, 50, 16, 20, 41, 28, 3, 29, 46, 20, 23, 1, 26, 8, 31, 46, 47, 32, 45, 49, 37, 11, 41, 30, 31, 13, 50, 24, 7, 25, 8, 49, 25, 10, 40, 49, 48, 1, 44, 33, 3, 24, 16, 31, 13, 18, 32, 21, 32, 7, 36, 32, 37, 32, 49, 45, 34, 19, 38, 29, 25, 39, 29, 27, 39, 18, 43, 26, 38, 23, 41, 25, 19, 32, 23, 39, 8, 35, 19, 3, 15, 0, 31, 8, 12, 32, 20, 9, 15, 32, 28, 12, 18, 10, 12, 11, 48, 27]
[13, 35, 32, 7, 44, 48, 33, 29, 37, 8, 15, 25, 23, 36, 36, 33, 0, 4, 9, 30, 26, 23, 41, 22, 29, 35, 30, 12, 47, 44, 35, 2, 24, 31, 50, 4, 5, 22, 26, 28, 41, 21, 23, 33, 10, 15, 6, 6, 8, 4, 45, 44, 10, 39, 41, 48, 25, 46, 29, 48, 33, 21, 42, 46, 4, 48, 10, 33, 14, 36, 2, 10, 30, 49, 45, 6, 26, 18, 3, 25, 21, 25, 29, 4, 19, 29, 50, 18, 32, 11, 41, 43, 30, 23, 19, 5, 0, 34, 26, 42, 26, 33, 1, 39, 14, 0, 42, 8, 12, 37, 28, 29, 18, 15, 29, 22, 40, 23, 18, 29, 1, 0, 22, 34, 27, 38, 13, 38, 21, 47]
[8, 50, 21, 6, 35, 16, 43, 27, 37, 41, 4, 2, 30, 5, 26, 43, 4, 0, 31, 45, 40, 24, 37, 48, 34, 13, 41, 4, 36, 30, 0, 4, 14, 3, 44, 17, 19, 33, 11, 43, 31, 12, 46, 0, 40, 14, 28, 33, 47, 27, 31, 3, 48, 43, 1, 43, 47, 15, 2, 5, 29, 27, 21, 16, 6, 12, 41, 30, 29, 26, 8, 19, 1, 40, 20, 9, 49, 48, 9, 42, 34, 21, 35, 4, 1, 43, 18, 1, 16, 11, 7, 13, 1, 35, 33, 36, 48, 34, 12, 9, 8, 3, 25, 2, 0, 45, 24, 43, 43, 26, 17, 0, 27, 5, 16, 30, 50, 1, 0, 48, 3, 7, 5, 45, 36, 11, 20, 22, 49, 45]
[5, 34, 24, 6, 17, 44, 22, 28, 44, 8, 24, 4, 12, 2, 4, 9, 9, 31, 0, 21, 43, 12, 48, 29, 24, 14, 15, 22, 20, 13, 42, 32, 18, 33, 38, 36, 29, 0, 14, 28, 19, 47, 33, 13, 7, 24, 46, 35, 43, 10, 26, 29, 25, 1, 42, 14, 20, 38, 25, 29, 50, 32, 25, 9, 47, 8, 26, 11, 14, 1, 3, 39, 36, 30, 38, 50, 19, 2, 39, 35, 29, 7, 0, 23, 6, 34, 13, 9, 25, 42, 9, 26, 29, 41, 8, 15, 46, 27, 46, 26, 35, 27, 45, 9, 43, 3, 9, 16, 19, 14, 25, 5, 21, 34, 19, 41, 40, 41, 43, 49, 35, 47, 18, 3, 40, 17, 21, 27, 0, 48]
[11, 34, 11, 7, 44, 13, 45, 9, 13, 13, 3, 34, 10, 10, 19, 21, 30, 45, 21, 0, 16, 34, 46, 46, 15, 47, 9, 47, 5, 12, 13, 28, 33, 34, 40, 1, 15, 48, 22, 13, 2, 27, 28, 48, 21, 11, 28, 20, 7, 23, 48, 15, 24, 41, 38, 34, 34, 18, 13, 6, 39, 23, 46, 35, 36, 16, 31, 43, 41, 22, 29, 23, 13, 39, 11, 32, 49, 25, 28, 36, 26, 31, 28, 20, 27, 6, 25, 35, 23, 4, 16, 0, 26, 49, 40, 6, 46, 18, 6, 47, 50, 9, 39, 29, 4, 5, 37, 36, 48, 31, 33, 18, 16, 35, 35, 0, 18, 11, 2, 10, 15, 9, 31, 7, 45, 33, 10, 46, 19, 21]
[27, 22, 44, 13, 30, 10, 20, 3, 14, 31, 1, 25, 45, 28, 49, 49, 26, 40, 43, 16, 0, 20, 0, 29, 1, 42, 15, 11, 16, 0, 4, 27, 17, 46, 22, 24, 23, 21, 14, 6, 41, 31, 7, 27, 10, 8, 20, 10, 16, 10, 21, 1, 17, 49, 5, 48, 10, 48, 15, 17, 1, 25, 41, 6, 22, 27, 45, 47, 19, 5, 20, 37, 44, 4, 16, 25, 46, 8, 33, 1, 6, 34, 40, 7, 29, 27, 39, 29, 23, 38, 49, 15, 15, 42, 49, 1, 5, 23, 28, 28, 36, 39, 35, 5, 16, 11, 9, 24, 6, 18, 11, 42, 26, 10, 34, 8, 10, 49, 9, 6, 49, 1, 6, 19, 17, 6, 12, 50, 11, 19]
[23, 1, 17, 25, 4, 17, 31, 1, 14, 6, 33, 24, 22, 36, 41, 30, 23, 24, 12, 34, 20, 0, 17, 23, 11, 49, 32, 24, 27, 47, 41, 5, 24, 30, 20, 44, 19, 15, 21, 7, 6, 49, 3, 2, 42, 17, 1, 37, 43, 46, 29, 47, 37, 21, 31, 38, 31, 32, 45, 32, 47, 50, 39, 13, 31, 30, 29, 48, 14, 49, 26, 11, 26, 50, 21, 7, 29, 49, 3, 42, 6, 48, 13, 9, 11, 10, 10, 14, 13, 29, 15, 3, 41, 25, 8, 18, 32, 17, 12, 39, 35, 44, 1, 25, 25, 28, 1, 33, 17, 12, 18, 4, 38, 11, 9, 19, 34, 42, 9, 17, 0, 7, 50, 0, 24, 2, 18, 14, 3, 27]
[4, 47, 41, 40, 15, 23, 29, 15, 26, 38, 38, 2, 43, 6, 25, 4, 41, 37, 48, 46, 0, 17, 0, 33, 12, 16, 25, 45, 43, 6, 25, 12, 12, 30, 31, 20, 16, 28, 38, 26, 6, 32, 41, 38, 40, 19, 12, 41, 12, 0, 18, 17, 10, 32, 30, 33, 31, 26, 35, 7, 22, 49, 28, 0, 5, 28, 8, 24, 46, 9, 10, 41, 36, 14, 15, 5, 49, 5, 0, 48, 23, 11, 22, 5, 38, 46, 40, 22, 6, 37, 10, 43, 14, 44, 43, 8, 27, 5, 24, 46, 40, 0, 18, 8, 25, 39, 43, 20, 1, 44, 14, 32, 19, 1, 25, 37, 23, 2, 24, 8, 17, 16, 34, 45, 38, 39, 26, 39, 39, 27]
[12, 48, 34, 19, 41, 39, 24, 36, 46, 36, 21, 11, 29, 41, 8, 5, 22, 48, 29, 46, 29, 23, 33, 0, 21, 38, 26, 37, 46, 29, 42, 2, 41, 15, 19, 24, 50, 34, 19, 25, 27, 17, 14, 9, 19, 49, 24, 47, 23, 17, 16, 33, 7, 3, 12, 44, 27, 37, 40, 18, 33, 4, 34, 18, 22, 30, 0, 20, 2, 43, 17, 20, 28, 41, 10, 50, 35, 10, 31, 19, 48, 18, 48, 13, 22, 6, 24, 44, 5, 49, 4, 0, 8, 45, 50, 46, 27, 8, 25, 29, 9, 11, 34, 35, 16, 8, 49, 20, 8, 44, 34, 31, 40, 21, 28, 4, 43, 5, 25, 47, 17, 38, 29, 37, 29, 41, 17, 48, 30, 30]
[4, 4, 39, 46, 46, 13, 0, 12, 6, 8, 0, 21, 16, 38, 34, 29, 29, 34, 24, 15, 1, 11, 12, 21, 0, 15, 1, 41, 37, 20, 9, 22, 18, 17, 12, 15, 2, 1, 5, 0, 22, 5, 2, 35, 36, 14, 50, 42, 9, 2, 21, 0, 45, 36, 48, 29, 16, 26, 16, 48, 1, 36, 31, 49, 43, 3, 20, 27, 9, 0, 13, 16, 43, 32, 1, 13, 18, 20, 37, 22, 26, 40, 37, 27, 36, 43, 24, 50, 23, 44, 40, 44, 45, 28, 29, 42, 26, 10, 35, 42, 23, 17, 32, 34, 49, 0, 9, 7, 10, 49, 26, 8, 2, 7, 20, 5, 36, 42, 47, 12, 46, 9, 8, 46, 2, 21, 26, 42, 46, 17]
[44, 31, 3, 26, 40, 7, 3, 5, 39, 16, 7, 49, 10, 9, 27, 37, 35, 13, 14, 47, 42, 49, 16, 38, 15, 0, 43, 18, 33, 18, 36, 42, 23, 19, 4, 12, 22, 11, 5, 9, 12, 46, 2, 18, 9, 50, 26, 25, 9, 27, 5, 23, 3, 46, 16, 8, 45, 35, 29, 17, 7, 1, 12, 42, 11, 29, 32, 47, 36, 18, 9, 50, 2, 17, 45, 12, 16, 14, 27, 24, 3, 34, 16, 31, 14, 48, 34, 38, 28, 30, 28, 35, 38, 44, 34, 27, 10, 0, 33, 2, 13, 19, 41, 43, 28, 4, 0, 27, 32, 16, 36, 7, 8, 18, 30, 34, 13, 18, 26, 48, 37, 19, 1, 19, 22, 37, 12, 14, 36, 18]
[27, 39, 20, 18, 4, 14, 5, 48, 31, 46, 4, 35, 50, 47, 47, 22, 30, 41, 15, 9, 15, 32, 25, 26, 1, 43, 0, 38, 23, 33, 10, 40, 44, 13, 41, 39, 1, 43, 5, 1, 27, 29, 5, 47, 45, 38, 30, 46, 23, 14, 14, 23, 9, 35, 3, 31, 48, 7, 46, 23, 14, 26, 22, 8, 32, 44, 35, 29, 9, 47, 26, 9, 24, 19, 39, 18, 48, 25, 16, 47, 8, 4, 40, 31, 18, 16, 2, 14, 6, 34, 9, 31, 22, 2, 41, 7, 35, 1, 24, 44, 11, 6, 50, 11, 47, 17, 20, 24, 35, 15, 0, 38, 35, 23, 42, 5, 27, 16, 12, 30, 20, 47, 14, 48, 0, 10, 7, 45, 45, 39]
[49, 44, 7, 40, 39, 8, 48, 48, 35, 48, 25, 27, 41, 49, 45, 13, 12, 4, 22, 47, 11, 24, 45, 37, 41, 18, 38, 0, 9, 45, 5, 42, 8, 38, 12, 26, 39, 32, 5, 5, 2, 5, 42, 4, 31, 17, 37, 45, 28, 7, 20, 49, 10, 26, 34, 31, 3, 41, 0, 5, 33, 3, 38, 3, 37, 28, 14, 7, 23, 30, 42, 36, 37, 39, 2, 7, 3, 49, 36, 24, 25, 37, 6, 12, 29, 46, 11, 15, 32, 34, 27, 7, 48, 20, 27, 36, 35, 39, 5, 26, 32, 8, 7, 8, 23, 27, 30, 40, 47, 6, 22, 15, 21, 16, 43, 20, 15, 35, 41, 28, 28, 19, 7, 0, 18, 27, 30, 46, 10, 9]
[0, 13, 37, 13, 38, 32, 1, 33, 18, 44, 0, 20, 47, 5, 9, 33, 47, 36, 20, 5, 16, 27, 43, 46, 37, 33, 23, 9, 0, 9, 7, 25, 48, 36, 4, 14, 15, 47, 21, 41, 46, 36, 24, 39, 8, 9, 8, 25, 29, 10, 23, 40, 34, 45, 26, 7, 23, 29, 49, 18, 38, 15, 42, 12, 48, 10, 16, 22, 43, 36, 37, 13, 3, 3, 26, 13, 16, 11, 26, 4, 33, 16, 37, 29, 9, 2, 49, 41, 39, 4, 18, 28, 7, 23, 21, 48, 17, 19, 9, 18, 28, 48, 40, 45, 6, 5, 27, 13, 21, 8, 26, 31, 35, 43, 41, 47, 6, 35, 49, 20, 12, 31, 36, 3, 48, 48, 21, 24, 10, 3]
[1, 13, 49, 29, 9, 4, 28, 34, 35, 21, 38, 12, 27, 37, 47, 20, 44, 30, 13, 12, 0, 47, 6, 29, 20, 18, 33, 45, 9, 0, 28, 13, 43, 11, 40, 33, 19, 39, 16, 30, 27, 22, 33, 31, 36, 36, 41, 23, 17, 5, 45, 1, 25, 25, 42, 28, 21, 43, 34, 25, 26, 12, 34, 49, 23, 6, 21, 8, 25, 35, 37, 49, 18, 36, 33, 0, 48, 16, 1, 34, 16, 14, 7, 21, 15, 19, 34, 37, 37, 10, 13, 32, 3, 47, 32, 4, 44, 40, 39, 19, 10, 28, 11, 40, 27, 26, 49, 40, 8, 34, 1, 0, 7, 2, 48, 28, 2, 26, 29, 40, 10, 7, 22, 37, 0, 50, 0, 38, 0, 14]
[40, 29, 40, 47, 37, 20, 50, 50, 19, 43, 39, 37, 22, 5, 3, 9, 35, 0, 42, 13, 4, 41, 25, 42, 9, 36, 10, 5, 7, 28, 0, 31, 17, 34, 47, 22, 29, 9, 3, 28, 43, 15, 44, 3, 46, 15, 5, 8, 25, 25, 39, 26, 34, 3, 15, 33, 18, 30, 33, 8, 29, 28, 24, 37, 19, 42, 0, 31, 45, 14, 19, 11, 35, 15, 44, 12, 0, 31, 39, 11, 2, 30, 22, 3, 25, 7, 31, 4, 24, 29, 29, 41, 48, 8, 31, 44, 21, 27, 0, 1, 4, 31, 36, 29, 22, 25, 0, 21, 14, 16, 14, 44, 4, 39, 35, 18, 34, 14, 31, 10, 41, 0, 14, 48, 44, 30, 37, 11, 37, 31]
[14, 25, 16, 23, 24, 41, 1, 3, 4, 12, 36, 31, 38, 32, 1, 7, 2, 4, 32, 28, 27, 5, 12, 2, 22, 42, 40, 42, 25, 13, 31, 0, 9, 11, 37, 29, 16, 10, 31, 14, 31, 23, 3, 47, 9, 28, 13, 10, 1, 41, 29, 46, 27, 9, 42, 13, 20, 13, 35, 36, 25, 38, 42, 35, 3, 36, 35, 18, 25, 37, 25, 43, 9, 37, 10, 13, 15, 27, 31, 24, 2, 43, 8, 44, 45, 12, 50, 5, 19, 30, 0, 39, 1, 31, 5, 4, 35, 16, 19, 4, 0, 40, 20, 39, 19, 46, 10, 17, 5, 46, 31, 27, 12, 48, 27, 13, 20, 23, 46, 49, 30, 3, 38, 3, 37, 15, 40, 25, 43, 27]
[4, 43, 5, 26, 48, 10, 49, 8, 26, 33, 30, 12, 5, 1, 21, 1, 24, 14, 18, 33, 17, 24, 12, 41, 18, 23, 44, 8, 48, 43, 17, 9, 0, 5, 8, 14, 26, 10, 31, 16, 49, 29, 22, 20, 0, 4, 7, 37, 32, 12, 18, 45, 15, 31, 2, 31, 36, 8, 19, 22, 17, 45, 15, 21, 33, 37, 29, 19, 24, 12, 25, 14, 49, 28, 49, 49, 6, 16, 26, 23, 22, 19, 47, 15, 9, 47, 23, 50, 49, 1, 5, 3, 3, 46, 40, 21, 7, 47, 47, 14, 17, 32, 16, 25, 29, 12, 6, 5, 31, 10, 22, 29, 43, 11, 50, 16, 40, 24, 35, 40, 0, 49, 47, 45, 15, 44, 30, 49, 19, 24]
[48, 35, 29, 19, 21, 25, 50, 20, 39, 29, 27, 25, 25, 22, 8, 50, 31, 3, 33, 34, 46, 30, 30, 15, 17, 19, 13, 38, 36, 11, 34, 11, 5, 0, 44, 44, 19, 41, 49, 37, 35, 29, 29, 22, 3, 26, 16, 1, 4, 38, 14, 22, 47, 50, 15, 21, 21, 46, 37, 49, 47, 20, 2, 10, 50, 7, 39, 43, 47, 21, 14, 24, 15, 11, 0, 0, 46, 5, 1, 18, 8, 45, 31, 29, 0, 3, 3, 4, 10, 46, 13, 8, 31, 11, 21, 25, 13, 29, 46, 34, 33, 19, 1, 21, 27, 39, 37, 25, 29, 15, 16, 22, 44, 45, 47, 10, 45, 10, 49, 5, 15, 13, 21, 42, 32, 14, 37, 49, 28, 21]
[44, 23, 28, 36, 32, 1, 45, 12, 50, 13, 48, 1, 26, 20, 47, 16, 50, 44, 38, 40, 22, 20, 31, 19, 12, 4, 41, 12, 4, 40, 47, 37, 8, 44, 0, 5, 20, 34, 16, 11, 23, 22, 29, 30, 25, 44, 46, 27, 29, 41, 0, 50, 17, 8, 36, 10, 50, 36, 10, 39, 25, 12, 27, 18, 3, 15, 11, 28, 48, 31, 10, 28, 8, 43, 48, 36, 20, 8, 40, 33, 22, 15, 12, 30, 13, 34, 5, 5, 3, 27, 29, 22, 34, 46, 8, 14, 35, 44, 40, 3, 21, 6, 35, 48, 1, 42, 21, 26, 16, 4, 46, 29, 4, 26, 18, 30, 31, 19, 22, 28, 4, 44, 33, 0, 25, 45, 7, 8, 23, 33]
