N1,N2,...,Nx
[32, 24, 10, 25, 37, 42, 29, 5, 28, 25, 0, 8, 16, 45, 0, 12, 14, 18, 14, 47, 4, 44, 7, 24, 9, 15, 50, 22, 27, 23, 18, 10, 33, 24, 10, 20, 42, 32, 5, 13, 0, 1, 22, 25, 23]
[26, 32, 32, 2, 10, 10, 38, 31, 42, 31, 8, 0, 50, 50, 30, 19, 36, 47, 39, 38, 31, 16, 28, 4, 43, 22, 19, 40, 3, 36, 17, 29, 44, 48, 45, 46, 32, 14, 40, 30, 3, 27, 4, 21, 8]
[25, 46, 12, 37, 5, 43, 1, 32, 16, 12, 16, 50, 0, 48, 23, 0, 41, 50, 27, 45, 26, 27, 11, 30, 11, 47, 4, 40, 32, 2, 36, 48, 30, 15, 14, 24, 26, 44, 28, 42, 16, 13, 22, 9, 16]
[0, 46, 35, 20, 34, 41, 39, 36, 3, 0, 45, 50, 48, 0, 39, 38, 28, 1, 48, 19, 44, 2, 19, 9, 35, 17, 50, 32, 23, 47, 7, 37, 3, 16, 17, 4, 15, 18, 4, 3, 41, 32, 18, 50, 29]
[39, 49, 7, 28, 38, 8, 26, 39, 26, 49, 0, 30, 23, 39, 0, 32, 26, 38, 44, 29, 37, 23, 25, 25, 1, 12, 11, 36, 44, 39, 15, 26, 23, 11, 16, 12, 39, 26, 19, 6, 1, 10, 39, 35, 5]
[6, 22, 29, 37, 29, 16, 45, 3, 18, 31, 12, 19, 0, 38, 32, 0, 18, 30, 24, 19, 4, 50, 18, 35, 15, 13, 41, 42, 38, 38, 19, 36, 34, 35, 3, 43, 39, 18, 6, 24, 17, 16, 8, 18, 43]
[26, 13, 14, 46, 10, 10, 12, 27, 21, 43, 14, 36, 41, 28, 26, 18, 0, 2, 19, 5, 30, 36, 42, 49, 15, 46, 39, 26, 12, 43, 15, 29, 28, 41, 23, 27, 24, 21, 25, 45, 19, 28, 5, 17, 10]
[29, 30, 2, 6, 35, 40, 24, 49, 20, 44, 18, 47, 50, 1, 38, 30, 2, 0, 8, 12, 18, 1, 47, 47, 24, 49, 6, 13, 20, 28, 34, 36, 1, 47, 43, 11, 9, 44, 5, 39, 20, 24, 8, 12, 7]
[8, 47, 49, 16, 11, 15, 0, 18, 37, 6, 14, 39, 27, 48, 44, 24, 19, 8, 0, 32, 11, 28, 27, 21, 50, 42, 0, 42, 23, 29, 18, 25, 33, 11, 25, 1, 30, 37, 29, 19, 22, 17, 25, 2, 42]
[2, 20, 23, 29, 1, 47, 50, 25, 49, 47, 47, 38, 45, 19, 29, 19, 5, 12, 32, 0, 50, 37, 24, 28, 38, 12, 42, 43, 32, 21, 6, 37, 21, 25, 0, 30, 41, 1, 29, 37, 15, 4, 40, 44, 45]
[30, 1, 23, 14, 32, 34, 18, 45, 10, 21, 4, 31, 26, 44, 37, 4, 30, 18, 11, 50, 0, 25, 28, 21, 31, 0, 12, 45, 7, 17, 2, 44, 22, 30, 35, 47, 6, 18, 18, 33, 19, 47, 18, 13, 19]
[9, 33, 36, 26, 17, 14, 10, 1, 28, 6, 44, 16, 27, 2, 23, 50, 36, 1, 28, 37, 25, 0, 17, 9, 8, 47, 25, 37, 30, 4, 36, 12, 4, 14, 17, 2, 30, 19, 6, 0, 44, 38, 14, 29, 36]
[27, 34, 15, 41, 11, 26, 35, 11, 38, 28, 7, 28, 11, 19, 25, 18, 42, 47, 27, 24, 28, 17, 0, 0, 32, 0, 21, 16, 29, 14, 49, 35, 40, 36, 20, 10, 36, 16, 4, 35, 12, 18, 32, 28, 22]
[13, 40, 39, 8, 45, 0, 29, 1, 2, 20, 24, 4, 30, 9, 25, 35, 49, 47, 21, 28, 21, 9, 0, 0, 17, 7, 44, 23, 35, 3, 30, 21, 25, 31, 25, 47, 5, 34, 41, 35, 38, 32, 3, 49, 42]
[50, 40, 38, 16, 23, 18, 40, 42, 28, 17, 9, 43, 11, 35, 1, 15, 15, 24, 50, 38, 31, 8, 32, 17, 0, 43, 13, 38, 37, 45, 12, 0, 40, 10, 0, 29, 19, 22, 11, 1, 19, 43, 45, 36, 50]
[16, 5, 32, 13, 10, 4, 11, 40, 31, 29, 15, 22, 47, 17, 12, 13, 46, 49, 42, 12, 0, 47, 0, 7, 43, 0, 48, 12, 31, 12, 28, 29, 0, 17, 0, 41, 33, 30, 21, 11, 11, 28, 27, 22, 42]
[15, 50, 19, 44, 6, 28, 3, 45, 42, 17, 50, 19, 4, 50, 11, 41, 39, 6, 0, 42, 12, 25, 21, 44, 13, 48, 0, 25, 35, 19, 41, 48, 9, 29, 43, 12, 1, 8, 8, 32, 3, 41, 6, 38, 15]
[46, 6, 25, 26, 30, 22, 11, 3, 26, 2, 22, 40, 40, 32, 36, 42, 26, 13, 42, 43, 45, 37, 16, 23, 38, 12, 25, 0, 35, 32, 18, 25, 50, 4, 30, 7, 7, 43, 15, 17, 29, 8, 44, 24, 23]
[32, 14, 10, 16, 0, 26, 25, 49, 30, 7, 27, 3, 32, 23, 44, 38, 12, 20, 23, 32, 7, 30, 29, 35, 37, 31, 35, 35, 0, 17, 36, 29, 14, 15, 49, 22, 50, 26, 26, 13, 34, 38, 24, 24, 28]
[27, 38, 10, 44, 27, 45, 28, 25, 8, 1, 23, 36, 2, 47, 39, 38, 43, 28, 29, 21, 17, 4, 14, 3, 45, 12, 19, 32, 17, 0, 16, 2, 5, 3, 7, 13, 44, 5, 37, 6, 3, 45, 1, 30, 25]
[40, 44, 17, 36, 27, 37, 27, 9, 47, 14, 18, 17, 36, 7, 15, 19, 15, 34, 18, 6, 2, 36, 49, 30, 12, 28, 41, 18, 36, 16, 0, 17, 33, 18, 18, 30, 48, 26, 29, 47, 29, 40, 1, 50, 42]
[49, 34, 14, 25, 23, 14, 49, 42, 33, 21, 10, 29, 48, 37, 26, 36, 29, 36, 25, 37, 44, 12, 35, 21, 0, 29, 48, 25, 29, 2, 17, 0, 37, 14, 20, 22, 29, 35, 19, 10, 22, 11, 36, 7, 4]
[24, 17, 37, 37, 25, 3, 18, 26, 33, 2, 33, 44, 30, 3, 23, 34, 28, 1, 33, 21, 22, 4, 40, 25, 40, 0, 9, 50, 14, 5, 33, 37, 0, 2, 31, 26, 9, 31, 4, 11, 25, 47, 2, 6, 7]
[14, 32, 42, 2, 35, 29, 38, 0, 24, 43, 24, 48, 15, 16, 11, 35, 41, 47, 11, 25, 30, 14, 36, 31, 10, 17, 29, 4, 15, 3, 18, 14, 2, 0, 41, 7, 27, 43, 9, 21, 25, 43, 49, 44, 1]
[29, 0, 40, 33, 19, 9, 50, 50, 31, 32, 10, 45, 14, 17, 16, 3, 23, 43, 25, 0, 35, 17, 20, 25, 0, 0, 43, 30, 49, 7, 18, 20, 31, 41, 0, 45, 30, 43, 26, 11, 44, 42, 33, 49, 33]
[15, 15, 9, 29, 6, 18, 22, 0, 28, 10, 20, 46, 24, 4, 12, 43, 27, 11, 1, 30, 47, 2, 10, 47, 29, 41, 12, 7, 22, 13, 30, 22, 26, 7, 45, 0, 8, 7, 19, 46, 9, 46, 2, 18, 6]
[41, 40, 45, 24, 38, 37, 8, 43, 37, 28, 42, 32, 26, 15, 39, 39, 24, 9, 30, 41, 6, 30, 36, 5, 19, 33, 1, 7, 50, 44, 48, 29, 9, 27, 30, 8, 0, 1, 1, 8, 10, 38, 14, 7, 5]
[14, 15, 6, 23, 38, 38, 48, 25, 45, 47, 32, 14, 44, 18, 26, 18, 21, 44, 37, 1, 18, 19, 16, 34, 22, 30, 8, 43, 26, 5, 26, 35, 31, 43, 43, 7, 1, 0, 8, 14, 43, 25, 30, 22, 20]
[9, 18, 8, 2, 11, 13, 49, 0, 25, 25, 5, 40, 28, 4, 19, 6, 25, 5, 29, 29, 18, 6, 4, 41, 11, 21, 8, 15, 26, 37, 29, 19, 4, 9, 26, 19, 1, 8, 0, 10, 42, 14, 20, 10, 36]
[36, 37, 18, 46, 29, 37, 36, 31, 7, 21, 13, 30, 42, 3, 6, 24, 45, 39, 19, 37, 33, 0, 35, 35, 1, 11, 32, 17, 13, 6, 47, 10, 11, 21, 11, 46, 8, 14, 10, 0, 40, 18, 27, 6, 36]
[1, 22, 43, 10, 27, 39, 11, 13, 38, 48, 0, 3, 16, 41, 1, 17, 19, 20, 22, 15, 19, 44, 12, 38, 19, 11, 3, 29, 34, 3, 29, 22, 25, 25, 44, 9, 10, 43, 42, 40, 0, 8, 9, 45, 45]
[7, 37, 48, 50, 2, 18, 20, 15, 10, 29, 1, 27, 13, 32, 10, 16, 28, 24, 17, 4, 47, 38, 18, 32, 43, 28, 41, 8, 38, 45, 40, 11, 47, 43, 42, 46, 38, 25, 14, 18, 8, 0, 10, 24, 29]
[31, 13, 11, 11, 33, 31, 1, 3, 35, 27, 22, 4, 22, 18, 39, 8, 5, 8, 25, 40, 18, 14, 32, 3, 45, 27, 6, 44, 24, 1, 1, 36, 2, 49, 33, 2, 14, 30, 20, 27, 9, 10, 0, 47, 24]
[20, 50, 44, 22, 42, 34, 15, 13, 37, 30, 25, 21, 9, 50, 35, 18, 17, 12, 2, 44, 13, 29, 28, 49, 36, 22, 38, 24, 24, 30, 50, 7, 6, 44, 49, 18, 7, 22, 10, 6, 45, 24, 47, 0, 40]
[16, 6, 29, 16, 44, 19, 47, 48, 29, 9, 23, 8, 16, 29, 5, 43, 10, 7, 42, 45, 19, 36, 22, 42, 50, 42, 15, 23, 28, 25, 42, 4, 7, 1, 33, 6, 5, 20, 36, 36, 45, 29, 24, 40, 0]
