N1,N2,...,Nx
[49, 34, 3, 18, 11, 2, 0, 5, 0, 41, 0, 48, 8, 1, 1, 20, 30, 12, 3, 12, 30, 10, 21, 36, 44, 8, 17, 45, 30, 25, 31, 7, 27, 33, 26, 14, 40, 12, 39, 24, 49, 3, 36, 38, 42, 9, 22, 1, 15, 18, 23, 13, 24, 5, 11, 35, 29, 30, 17, 1, 35, 11, 8, 18, 15, 10, 31, 31, 32, 8, 38, 31, 0, 16, 11, 13, 5, 22, 2, 31, 10, 49, 15, 22, 42, 33, 28, 19, 29, 46, 4, 42, 37, 41, 38, 32, 3, 37, 2, 46, 24, 7, 11, 26, 36, 18, 36, 43, 33, 33, 13, 40, 3, 10, 50, 6, 46, 44, 12, 40, 17, 49, 26, 25, 48, 23, 45, 6, 8, 23, 50, 15, 47, 36, 6, 18, 28, 11, 39, 5, 45, 36, 38]
[50, 16, 9, 15, 45, 44, 2, 2, 5, 46, 48, 0, 47, 33, 24, 7, 27, 6, 20, 11, 32, 25, 32, 49, 22, 8, 21, 12, 35, 26, 19, 50, 38, 12, 15, 31, 23, 39, 26, 0, 27, 35, 21, 6, 23, 28, 43, 32, 16, 40, 11, 9, 16, 20, 14, 14, 29, 16, 43, 12, 20, 0, 16, 49, 49, 0, 24, 12, 17, 39, 50, 16, 38, 10, 40, 4, 24, 5, 1, 13, 1, 43, 33, 48, 46, 1, 43, 22, 40, 25, 31, 42, 35, 42, 45, 13, 2, 5, 49, 45, 14, 7, 43, 4, 39, 29, 38, 25, 27, 39, 10, 32, 10, 29, 50, 26, 18, 5, 47, 25, 38, 1, 38, 31, 45, 8, 29, 18, 31, 39, 45, 15, 43, 38, 15, 7, 11, 25, 41, 20, 31, 4, 40]
[1, 7, 22, 27, 8, 20, 13, 25, 26, 15, 8, 47, 0, 4, 44, 41, 0, 32, 49, 33, 36, 21, 23, 6, 5, 11, 17, 24, 23, 8, 11, 26, 7, 39, 12, 48, 10, 35, 18, 37, 2, 16, 19, 6, 32, 27, 47, 49, 47, 26, 38, 39, 31, 44, 39, 45, 0, 40, 47, 19, 48, 38, 26, 34, 3, 42, 48, 50, 38, 0, 32, 5, 18, 16, 19, 47, 12, 46, 23, 23, 23, 11, 20, 5, 47, 35, 39, 21, 12, 40, 44, 11, 30, 29, 37, 38, 41, 50, 10, 8, 35, 38, 6, 44, 20, 5, 49, 50, 46, 46, 41, 35, 36, 11, 6, 31, 22, 41, 42, 36, 19, 8, 10, 34, 31, 39, 1, 16, 34, 5, 38, 45, 5, 24, 34, 36, 20, 11, 21, 4, 42, 18, 49]
[44, 36, 46, 30, 18, 7, 34, 26, 16, 38, 1, 33, 4, 0, 4, 23, 13, 42, 37, 0, 43, 7, 28, 25, 37, 1, 28, 34, 9, 13, 11, 9, 40, 14, 47, 38, 13, 9, 7, 27, 38, 9, 40, 32, 49, 34, 12, 46, 7, 25, 0, 33, 17, 27, 17, 33, 27, 35, 38, 10, 29, 39, 47, 8, 18, 20, 20, 31, 34, 40, 20, 13, 27, 40, 36, 42, 28, 18, 21, 13, 30, 50, 8, 43, 34, 2, 20, 15, 45, 35, 26, 39, 30, 21, 8, 20, 35, 35, 22, 36, 29, 30, 20, 49, 21, 33, 17, 36, 45, 10, 39, 3, 15, 26, 2, 20, 7, 21, 47, 37, 46, 44, 30, 43, 39, 31, 0, 5, 19, 47, 20, 26, 12, 41, 28, 8, 0, 47, 3, 32, 46, 20, 9]
[25, 13, 26, 15, 3, 30, 33, 30, 47, 30, 1, 24, 44, 4, 0, 0, 29, 21, 14, 17, 3, 18, 31, 18, 19, 28, 5, 30, 22, 32, 43, 42, 41, 0, 39, 33, 40, 41, 32, 27, 39, 39, 44, 17, 3, 8, 20, 15, 4, 25, 21, 49, 26, 2, 43, 17, 3, 24, 14, 19, 40, 21, 26, 48, 24, 48, 18, 47, 1, 13, 10, 22, 26, 35, 7, 5, 13, 35, 11, 25, 24, 40, 38, 44, 35, 35, 43, 31, 22, 11, 20, 16, 21, 29, 5, 26, 26, 7, 8, 4, 36, 35, 36, 35, 34, 48, 37, 46, 36, 24, 49, 39, 30, 46, 9, 39, 13, 6, 34, 33, 45, 15, 14, 13, 41, 36, 45, 50, 16, 2, 3, 36, 31, 8, 37, 34, 27, 43, 38, 50, 49, 6, 11]
[41, 18, 32, 47, 11, 25, 25, 42, 4, 1, 20, 7, 41, 23, 0, 0, 26, 44, 42, 20, 37, 12, 8, 29, 20, 42, 2, 20, 46, 49, 4, 47, 47, 43, 11, 20, 23, 31, 23, 17, 27, 43, 21, 24, 29, 11, 38, 37, 19, 14, 24, 46, 46, 40, 23, 48, 39, 36, 5, 32, 4, 41, 40, 38, 28, 6, 27, 31, 40, 46, 24, 22, 4, 19, 31, 13, 18, 38, 22, 35, 38, 4, 9, 41, 25, 32, 28, 36, 22, 24, 46, 46, 30, 0, 43, 2, 27, 18, 26, 30, 23, 2, 5, 2, 16, 48, 47, 12, 24, 31, 47, 6, 8, 20, 50, 20, 4, 23, 32, 22, 15, 44, 35, 18, 41, 32, 13, 48, 49, 36, 33, 28, 28, 16, 39, 23, 7, 7, 17, 5, 36, 33, 36]
[26, 3, 36, 27, 4, 35, 0, 8, 20, 26, 30, 27, 0, 13, 29, 26, 0, 40, 43, 17, 29, 32, 24, 28, 26, 13, 14, 15, 6, 50, 37, 11, 23, 4, 15, 47, 16, 34, 39, 42, 26, 44, 27, 45, 24, 14, 25, 42, 34, 48, 28, 32, 21, 8, 13, 4, 26, 6, 46, 2, 7, 41, 4, 31, 13, 17, 27, 30, 42, 39, 20, 4, 21, 9, 45, 35, 47, 12, 3, 31, 27, 32, 2, 34, 37, 13, 27, 48, 41, 11, 21, 39, 11, 24, 27, 4, 30, 35, 44, 35, 2, 40, 23, 39, 0, 33, 39, 25, 43, 37, 36, 3, 44, 42, 30, 42, 32, 17, 13, 21, 0, 21, 39, 21, 40, 45, 28, 7, 39, 18, 36, 1, 23, 50, 8, 6, 18, 44, 44, 39, 25, 41, 40]
[7, 13, 47, 3, 38, 23, 13, 7, 1, 36, 12, 6, 32, 42, 21, 44, 40, 0, 16, 17, 7, 49, 39, 25, 30, 2, 13, 42, 12, 1, 44, 23, 32, 47, 34, 12, 43, 36, 28, 21, 1, 0, 44, 36, 16, 39, 2, 4, 34, 19, 34, 7, 12, 1, 11, 11, 12, 26, 28, 20, 30, 27, 19, 44, 3, 4, 40, 34, 48, 2, 20, 30, 44, 30, 9, 50, 20, 45, 7, 39, 11, 49, 34, 9, 19, 50, 35, 14, 22, 21, 28, 34, 18, 23, 37, 25, 23, 47, 28, 20, 50, 28, 1, 22, 26, 28, 38, 12, 39, 23, 10, 36, 43, 9, 2, 32, 23, 1, 2, 49, 46, 30, 28, 11, 40, 9, 19, 19, 29, 4, 24, 46, 17, 4, 20, 50, 49, 45, 35, 15, 47, 29, 15]
[23, 32, 11, 28, 37, 0, 43, 45, 3, 6, 3, 20, 49, 37, 14, 42, 43, 16, 0, 0, 7, 41, 10, 5, 0, 19, 22, 29, 29, 1, 41, 12, 15, 35, 34, 33, 38, 37, 1, 45, 26, 24, 9, 24, 48, 37, 26, 46, 26, 42, 20, 38, 37, 14, 22, 23, 28, 34, 1, 7, 3, 27, 49, 3, 30, 40, 31, 22, 29, 8, 22, 17, 27, 10, 18, 7, 15, 2, 3, 37, 14, 27, 37, 18, 18, 10, 11, 45, 48, 19, 17, 11, 28, 17, 2, 29, 46, 7, 25, 50, 34, 37, 40, 12, 32, 32, 36, 30, 44, 47, 18, 37, 40, 16, 11, 17, 12, 47, 1, 39, 6, 45, 6, 43, 45, 42, 23, 42, 45, 37, 3, 4, 27, 50, 8, 27, 3, 37, 4, 20, 48, 9, 49]
[29, 17, 46, 14, 8, 37, 8, 20, 8, 21, 12, 11, 33, 0, 17, 20, 17, 17, 0, 0, 43, 39, 13, 33, 33, 6, 31, 47, 25, 11, 4, 48, 25, 24, 17, 22, 3, 41, 34, 12, 44, 49, 41, 2, 15, 17, 49, 19, 38, 15, 16, 50, 45, 39, 42, 1, 5, 21, 44, 1, 26, 49, 18, 38, 18, 46, 28, 27, 47, 9, 29, 11, 22, 20, 37, 48, 13, 13, 8, 15, 41, 2, 14, 49, 27, 34, 24, 34, 47, 25, 31, 39, 33, 9, 34, 33, 7, 1, 11, 41, 8, 7, 5, 13, 10, 40, 25, 34, 44, 37, 3, 36, 34, 6, 24, 49, 6, 43, 45, 39, 2, 8, 9, 15, 13, 10, 20, 27, 30, 17, 0, 8, 6, 37, 9, 39, 34, 42, 5, 47, 27, 3, 24]
[50, 40, 28, 45, 41, 30, 7, 28, 45, 23, 30, 32, 36, 43, 3, 37, 29, 7, 7, 43, 0, 42, 27, 22, 31, 31, 20, 3, 3, 1, 28, 29, 43, 8, 17, 49, 34, 32, 44, 48, 34, 18, 49, 20, 42, 38, 3, 48, 40, 33, 28, 27, 11, 12, 38, 44, 47, 29, 22, 38, 45, 38, 38, 45, 48, 9, 40, 12, 19, 21, 46, 50, 36, 37, 47, 9, 34, 2, 40, 17, 29, 3, 12, 36, 30, 26, 9, 43, 50, 38, 11, 18, 33, 26, 19, 11, 49, 27, 0, 38, 34, 10, 4, 43, 7, 3, 29, 30, 46, 0, 41, 45, 2, 6, 17, 20, 31, 18, 14, 38, 22, 33, 44, 34, 45, 12, 50, 40, 24, 10, 41, 1, 1, 21, 30, 34, 29, 8, 49, 16, 7, 1, 48]
[48, 2, 43, 39, 28, 5, 12, 7, 5, 29, 10, 25, 21, 7, 18, 12, 32, 49, 41, 39, 42, 0, 24, 42, 38, 48, 10, 20, 45, 33, 7, 29, 1, 10, 37, 12, 5, 42, 49, 28, 46, 25, 42, 33, 28, 14, 44, 32, 16, 2, 3, 38, 24, 22, 26, 20, 24, 7, 22, 42, 38, 22, 35, 42, 0, 5, 6, 43, 41, 26, 2, 47, 10, 23, 29, 28, 48, 22, 8, 13, 32, 50, 46, 17, 38, 1, 7, 11, 16, 17, 2, 20, 45, 0, 2, 45, 2, 19, 40, 43, 29, 18, 13, 31, 37, 37, 10, 32, 39, 16, 50, 10, 28, 10, 46, 3, 37, 39, 32, 32, 10, 18, 26, 10, 14, 44, 48, 40, 5, 43, 4, 24, 24, 50, 22, 40, 16, 21, 10, 14, 7, 24, 47]
[17, 37, 47, 5, 19, 26, 47, 45, 16, 34, 21, 32, 23, 28, 31, 8, 24, 39, 10, 13, 27, 24, 0, 17, 13, 49, 23, 43, 21, 20, 12, 16, 17, 44, 32, 10, 32, 12, 12, 27, 21, 34, 8, 11, 23, 12, 14, 10, 21, 28, 4, 39, 44, 1, 25, 30, 48, 27, 36, 3, 10, 31, 19, 5, 3, 12, 15, 18, 40, 44, 41, 7, 38, 48, 26, 45, 29, 7, 1, 38, 3, 7, 30, 21, 50, 26, 18, 29, 5, 22, 34, 27, 11, 0, 32, 48, 47, 43, 14, 4, 22, 45, 50, 29, 36, 49, 40, 37, 19, 42, 22, 34, 33, 19, 31, 18, 34, 21, 49, 28, 10, 16, 35, 35, 9, 40, 16, 6, 32, 45, 6, 38, 27, 46, 5, 25, 33, 19, 31, 44, 5, 46, 9]
[9, 41, 43, 19, 2, 17, 38, 48, 50, 10, 36, 49, 6, 25, 18, 29, 28, 25, 5, 33, 22, 42, 17, 0, 13, 44, 10, 8, 43, 12, 8, 44, 22, 33, 9, 49, 43, 47, 34, 46, 33, 36, 24, 42, 45, 24, 9, 14, 39, 45, 43, 25, 47, 25, 28, 21, 47, 10, 35, 31, 22, 48, 47, 1, 22, 16, 5, 39, 40, 32, 37, 35, 10, 43, 11, 42, 1, 22, 6, 7, 34, 13, 38, 18, 17, 2, 47, 26, 30, 42, 46, 45, 26, 43, 10, 36, 9, 43, 1, 49, 10, 47, 45, 12, 45, 8, 14, 25, 33, 37, 21, 4, 33, 37, 10, 31, 47, 16, 44, 18, 49, 2, 47, 15, 15, 9, 36, 25, 31, 32, 10, 7, 37, 43, 17, 39, 19, 19, 24, 34, 24, 43, 36]
[41, 15, 31, 10, 24, 42, 29, 20, 24, 48, 44, 22, 5, 37, 19, 20, 26, 30, 0, 33, 31, 38, 13, 13, 0, 45, 43, 28, 7, 41, 24, 48, 17, 1, 34, 7, 28, 38, 24, 28, 47, 49, 11, 26, 2, 46, 27, 45, 31, 45, 14, 7, 28, 15, 12, 49, 35, 33, 44, 39, 9, 8, 48, 30, 42, 50, 4, 34, 17, 32, 47, 22, 1, 50, 29, 35, 44, 14, 12, 12, 43, 6, 38, 48, 14, 19, 37, 23, 38, 13, 50, 7, 39, 39, 13, 33, 36, 20, 43, 11, 13, 17, 0, 39, 43, 4, 36, 26, 20, 49, 18, 28, 42, 2, 10, 37, 13, 30, 20, 23, 12, 0, 35, 9, 30, 45, 6, 6, 48, 49, 11, 11, 7, 34, 16, 7, 1, 4, 31, 49, 34, 39, 37]
[19, 32, 18, 19, 50, 4, 37, 41, 15, 36, 8, 8, 11, 1, 28, 42, 13, 2, 19, 6, 31, 48, 49, 44, 45, 0, 50, 23, 37, 4, 13, 34, 37, 26, 5, 2, 4, 49, 22, 37, 40, 30, 37, 31, 33, 36, 49, 49, 42, 5, 15, 35, 1, 23, 35, 0, 0, 5, 2, 15, 21, 28, 21, 43, 42, 34, 39, 28, 22, 7, 43, 21, 40, 40, 48, 3, 15, 4, 26, 30, 37, 13, 12, 48, 14, 14, 41, 48, 50, 4, 45, 20, 2, 5, 10, 2, 34, 17, 1, 14, 16, 49, 1, 31, 26, 26, 40, 19, 20, 48, 12, 30, 14, 43, 22, 20, 17, 34, 49, 36, 11, 6, 5, 34, 19, 47, 34, 9, 33, 24, 42, 40, 31, 24, 47, 2, 49, 31, 41, 18, 45, 42, 1]
[31, 25, 9, 38, 29, 44, 2, 28, 10, 49, 17, 21, 17, 28, 5, 2, 14, 13, 22, 31, 20, 10, 23, 10, 43, 50, 0, 16, 24, 24, 6, 22, 4, 48, 45, 46, 26, 24, 1, 5, 13, 48, 47, 6, 42, 17, 21, 33, 26, 37, 13, 35, 28, 20, 15, 27, 3, 12, 9, 24, 45, 4, 19, 9, 19, 45, 6, 2, 13, 49, 15, 50, 46, 27, 30, 37, 7, 41, 10, 10, 10, 12, 14, 1, 30, 31, 17, 42, 10, 9, 14, 48, 22, 45, 16, 40, 39, 17, 3, 21, 40, 42, 45, 11, 4, 29, 10, 35, 29, 25, 46, 40, 2, 10, 6, 44, 39, 10, 6, 14, 22, 6, 1, 40, 15, 41, 11, 26, 49, 7, 19, 1, 23, 19, 31, 28, 17, 40, 24, 39, 46, 10, 11]
[47, 38, 46, 40, 39, 37, 13, 9, 17, 22, 45, 12, 24, 34, 30, 20, 15, 42, 29, 47, 3, 20, 43, 8, 28, 23, 16, 0, 47, 16, 26, 43, 22, 20, 29, 38, 44, 33, 19, 21, 46, 8, 48, 17, 32, 33, 23, 20, 16, 22, 40, 12, 0, 32, 40, 41, 36, 20, 36, 49, 8, 45, 46, 24, 50, 9, 29, 13, 46, 40, 1, 24, 32, 8, 28, 21, 3, 5, 50, 35, 12, 14, 11, 49, 35, 49, 6, 49, 29, 34, 46, 38, 29, 34, 39, 23, 27, 40, 6, 15, 8, 49, 23, 33, 15, 45, 9, 20, 27, 43, 17, 38, 0, 2, 14, 11, 24, 33, 25, 47, 9, 10, 44, 13, 25, 35, 34, 3, 25, 23, 24, 34, 37, 22, 2, 35, 12, 4, 24, 4, 29, 7, 35]
[26, 47, 29, 25, 23, 1, 27, 25, 50, 25, 30, 35, 23, 9, 22, 46, 6, 12, 29, 25, 3, 45, 21, 43, 7, 37, 24, 47, 0, 45, 46, 1, 0, 23, 42, 6, 16, 16, 21, 9, 28, 12, 33, 33, 24, 28, 22, 48, 8, 25, 42, 3, 17, 47, 39, 18, 5, 16, 13, 42, 8, 21, 13, 28, 35, 27, 44, 50, 50, 8, 11, 45, 43, 14, 32, 39, 5, 41, 42, 11, 39, 48, 14, 11, 17, 17, 2, 39, 49, 22, 26, 32, 31, 8, 22, 46, 48, 9, 17, 6, 18, 37, 37, 26, 6, 13, 16, 10, 27, 13, 21, 41, 8, 26, 45, 8, 39, 31, 8, 40, 41, 47, 33, 47, 34, 27, 42, 9, 5, 0, 41, 33, 43, 37, 14, 48, 47, 9, 26, 3, 23, 49, 5]
[43, 29, 48, 45, 12, 42, 35, 41, 48, 21, 25, 26, 8, 13, 32, 49, 50, 1, 1, 11, 1, 33, 20, 12, 41, 4, 24, 16, 45, 0, 48, 15, 47, 47, 28, 16, 10, 43, 30, 14, 1, 34, 47, 17, 33, 40, 40, 38, 18, 20, 46, 14, 21, 13, 32, 29, 7, 20, 20, 20, 36, 26, 5, 19, 4, 34, 45, 23, 18, 36, 15, 24, 6, 47, 24, 15, 45, 39, 41, 2, 20, 0, 50, 42, 35, 7, 40, 2, 2, 33, 35, 49, 36, 10, 42, 37, 15, 31, 15, 40, 44, 49, 42, 23, 50, 23, 8, 40, 26, 20, 24, 21, 12, 16, 4, 12, 5, 47, 44, 22, 7, 40, 6, 40, 24, 9, 47, 0, 13, 0, 46, 43, 32, 40, 12, 21, 47, 18, 47, 11, 50, 32, 23]
[6, 27, 22, 49, 48, 11, 39, 17, 48, 8, 31, 19, 11, 11, 43, 4, 37, 44, 41, 4, 28, 7, 12, 8, 24, 13, 6, 26, 46, 48, 0, 15, 37, 27, 46, 29, 21, 27, 8, 18, 42, 18, 7, 2, 23, 45, 19, 0, 32, 24, 17, 47, 36, 0, 50, 42, 33, 33, 38, 12, 33, 49, 26, 17, 11, 6, 10, 50, 25, 21, 18, 45, 14, 27, 21, 26, 23, 24, 42, 14, 7, 18, 21, 2, 21, 17, 45, 9, 5, 46, 14, 35, 27, 50, 29, 12, 2, 1, 47, 36, 27, 44, 10, 10, 32, 2, 42, 42, 10, 21, 8, 50, 16, 2, 49, 6, 7, 6, 1, 43, 30, 43, 50, 33, 35, 10, 16, 0, 24, 33, 6, 50, 27, 44, 7, 46, 22, 46, 19, 3, 20, 21, 10]
[27, 22, 3, 44, 49, 5, 1, 8, 48, 4, 7, 50, 26, 9, 42, 47, 11, 23, 12, 48, 29, 29, 16, 44, 48, 34, 22, 43, 1, 15, 15, 0, 39, 16, 0, 49, 49, 26, 30, 17, 13, 36, 48, 40, 29, 39, 32, 26, 25, 18, 31, 4, 25, 19, 13, 12, 44, 50, 26, 45, 7, 49, 36, 26, 31, 21, 49, 32, 25, 34, 37, 47, 40, 29, 50, 25, 22, 38, 9, 15, 27, 8, 1, 23, 44, 39, 33, 29, 29, 42, 18, 4, 18, 29, 50, 31, 19, 39, 33, 16, 16, 15, 4, 24, 31, 14, 13, 38, 7, 38, 24, 41, 48, 17, 24, 0, 28, 30, 18, 37, 43, 2, 1, 14, 46, 30, 15, 15, 18, 26, 49, 4, 48, 30, 27, 48, 38, 5, 47, 26, 46, 18, 3]
