N1,N2,...,Nx
[45, 23, 11, 31, 6, 32, 6, 6, 31, 16, 0, 14, 47, 13, 23, 47, 24, 41, 42, 39, 26, 0, 21, 35, 25, 23, 33, 42, 10, 15, 33, 42, 34, 11, 34, 10, 42, 45, 14, 35, 33, 25, 50, 47, 28, 44, 29, 26, 28, 29, 26, 11, 29, 50, 31, 40, 9, 4, 2, 50, 45, 37, 17, 9, 26, 0, 7, 21, 35, 14, 49, 29, 1, 26, 16, 36, 21, 20, 47, 46, 24, 20, 31, 2, 46, 19, 26, 27, 26, 48, 18, 16, 4, 12, 22, 45, 45, 27, 44, 42, 44, 29, 15, 11, 19, 2, 26, 0, 35, 41, 49, 42, 38, 17, 33, 15, 42, 39, 46, 10, 37, 27, 20, 34, 6, 34, 5, 31, 9, 29, 45, 24, 40, 3, 5, 15, 39, 26, 31, 48, 35, 25, 11, 5, 5, 10, 13, 40, 19, 11, 39, 44, 19, 44, 48, 37]
[17, 27, 48, 24, 36, 19, 14, 11, 48, 1, 14, 0, 3, 41, 34, 44, 37, 7, 34, 50, 7, 40, 37, 43, 48, 28, 47, 33, 34, 36, 44, 11, 4, 14, 30, 50, 49, 29, 35, 29, 14, 2, 27, 19, 18, 16, 44, 49, 0, 12, 26, 20, 3, 36, 49, 18, 21, 42, 8, 50, 35, 40, 27, 14, 38, 18, 40, 0, 12, 13, 35, 28, 41, 21, 15, 25, 15, 19, 0, 21, 47, 28, 36, 27, 13, 5, 9, 3, 50, 43, 24, 5, 48, 41, 7, 32, 4, 32, 0, 24, 44, 25, 34, 47, 27, 29, 6, 35, 12, 44, 1, 32, 45, 39, 41, 26, 26, 34, 15, 15, 2, 25, 30, 3, 37, 43, 0, 27, 50, 21, 20, 25, 41, 23, 10, 31, 45, 33, 46, 1, 40, 30, 8, 46, 27, 38, 45, 38, 13, 15, 36, 26, 31, 12, 29, 12]
[40, 29, 19, 3, 4, 21, 19, 46, 44, 21, 47, 3, 0, 49, 14, 50, 11, 46, 33, 42, 23, 49, 11, 28, 7, 31, 17, 47, 41, 11, 34, 3, 37, 7, 18, 5, 12, 44, 32, 25, 5, 12, 33, 19, 35, 19, 5, 39, 49, 40, 43, 39, 10, 9, 1, 29, 49, 25, 50, 36, 23, 4, 12, 15, 37, 47, 20, 1, 26, 22, 30, 27, 16, 0, 8, 17, 42, 34, 43, 41, 48, 7, 50, 45, 14, 3, 28, 11, 45, 4, 2, 21, 22, 12, 26, 10, 30, 36, 23, 29, 7, 22, 1, 2, 7, 3, 31, 23, 5, 10, 15, 45, 9, 43, 25, 6, 29, 5, 17, 19, 28, 28, 41, 44, 39, 18, 19, 16, 25, 12, 3, 12, 21, 42, 22, 28, 7, 3, 20, 46, 49, 41, 5, 19, 4, 32, 13, 7, 10, 36, 29, 23, 12, 7, 45, 40]
[6, 47, 7, 42, 22, 19, 7, 15, 46, 11, 13, 41, 49, 0, 2, 23, 44, 2, 3, 24, 29, 44, 15, 43, 48, 10, 13, 15, 27, 21, 37, 39, 20, 19, 23, 23, 38, 25, 34, 20, 49, 35, 9, 31, 20, 5, 32, 0, 22, 12, 32, 19, 40, 10, 20, 11, 35, 48, 20, 9, 13, 13, 49, 36, 27, 30, 34, 34, 23, 49, 39, 27, 26, 49, 3, 5, 24, 46, 8, 43, 49, 7, 39, 19, 22, 34, 50, 36, 5, 27, 19, 6, 19, 33, 32, 43, 15, 34, 1, 33, 39, 33, 25, 34, 1, 49, 46, 15, 43, 4, 12, 21, 15, 23, 3, 43, 1, 26, 4, 36, 5, 25, 0, 40, 49, 30, 36, 11, 13, 29, 11, 24, 50, 0, 20, 10, 26, 50, 18, 36, 22, 7, 36, 43, 4, 10, 8, 19, 12, 1, 2, 21, 12, 39, 24, 6]
[34, 49, 9, 10, 28, 19, 26, 37, 3, 6, 23, 34, 14, 2, 0, 36, 27, 11, 3, 0, 24, 19, 16, 8, 19, 2, 28, 14, 18, 45, 37, 50, 18, 15, 26, 37, 25, 33, 26, 41, 37, 33, 0, 16, 20, 6, 30, 48, 32, 0, 47, 28, 35, 1, 33, 4, 15, 22, 11, 24, 24, 11, 20, 23, 6, 38, 15, 35, 30, 2, 15, 9, 2, 29, 42, 45, 5, 3, 24, 31, 0, 50, 49, 41, 18, 40, 9, 16, 11, 26, 39, 33, 41, 4, 24, 36, 38, 0, 37, 39, 7, 37, 49, 40, 50, 22, 11, 35, 29, 8, 28, 3, 38, 22, 24, 8, 1, 16, 47, 14, 5, 3, 24, 34, 21, 36, 37, 23, 33, 45, 31, 3, 3, 38, 47, 8, 17, 14, 0, 15, 45, 49, 16, 32, 48, 45, 50, 41, 29, 20, 47, 15, 28, 6, 4, 3]
[24, 48, 48, 41, 42, 31, 31, 19, 10, 36, 47, 44, 50, 23, 36, 0, 36, 35, 19, 14, 30, 19, 12, 39, 45, 9, 28, 40, 45, 9, 8, 48, 43, 39, 1, 47, 10, 16, 38, 42, 30, 8, 12, 13, 7, 31, 44, 24, 13, 10, 11, 9, 18, 39, 23, 33, 2, 40, 39, 19, 48, 14, 27, 3, 29, 32, 15, 16, 2, 24, 6, 20, 24, 16, 35, 5, 32, 7, 4, 43, 48, 32, 7, 14, 9, 17, 38, 33, 9, 29, 3, 30, 46, 26, 4, 5, 19, 41, 42, 18, 10, 24, 5, 32, 10, 21, 30, 20, 39, 21, 42, 6, 37, 0, 48, 18, 43, 41, 24, 29, 5, 30, 4, 3, 2, 19, 26, 2, 21, 12, 23, 41, 21, 29, 5, 41, 1, 13, 26, 47, 4, 13, 7, 20, 46, 13, 36, 22, 33, 26, 6, 45, 30, 49, 8, 18]
[19, 38, 20, 18, 45, 41, 35, 15, 25, 12, 24, 37, 11, 44, 27, 36, 0, 15, 15, 23, 15, 44, 8, 49, 2, 1, 23, 20, 8, 30, 39, 32, 5, 48, 7, 42, 4, 31, 7, 27, 18, 45, 43, 48, 20, 17, 23, 29, 49, 41, 40, 27, 19, 2, 39, 29, 33, 47, 20, 33, 24, 37, 39, 4, 29, 44, 23, 45, 49, 49, 21, 0, 2, 36, 26, 28, 37, 18, 17, 37, 22, 27, 8, 18, 11, 12, 5, 42, 31, 27, 21, 10, 19, 40, 35, 29, 42, 50, 10, 6, 34, 50, 24, 13, 43, 21, 36, 33, 39, 40, 22, 24, 3, 1, 12, 46, 26, 16, 16, 0, 32, 26, 24, 18, 35, 43, 22, 18, 11, 4, 41, 7, 24, 12, 26, 16, 13, 24, 16, 32, 47, 16, 20, 1, 24, 43, 15, 2, 27, 10, 22, 37, 37, 40, 13, 25]
[38, 1, 25, 25, 40, 17, 6, 32, 41, 22, 41, 7, 46, 2, 11, 35, 15, 0, 41, 40, 41, 49, 4, 33, 31, 29, 43, 25, 17, 10, 35, 4, 46, 48, 22, 2, 48, 49, 19, 36, 15, 31, 33, 14, 36, 16, 30, 33, 23, 16, 3, 26, 46, 20, 12, 20, 38, 11, 27, 13, 20, 37, 34, 20, 13, 42, 31, 30, 28, 44, 27, 12, 33, 9, 14, 23, 46, 0, 24, 1, 18, 35, 31, 11, 38, 44, 10, 47, 43, 33, 33, 37, 41, 4, 43, 48, 7, 41, 6, 34, 43, 40, 10, 34, 4, 20, 26, 38, 36, 32, 32, 30, 19, 9, 16, 5, 41, 30, 15, 21, 6, 46, 26, 25, 40, 31, 40, 14, 38, 4, 21, 26, 26, 24, 0, 20, 41, 1, 9, 22, 42, 49, 29, 40, 21, 5, 33, 34, 23, 1, 50, 18, 34, 26, 50, 32]
[27, 25, 10, 26, 1, 13, 12, 33, 31, 11, 42, 34, 33, 3, 3, 19, 15, 41, 0, 17, 16, 22, 31, 10, 30, 13, 17, 42, 8, 49, 5, 43, 43, 2, 34, 36, 29, 32, 49, 33, 41, 24, 33, 39, 28, 31, 38, 38, 49, 38, 50, 46, 48, 15, 34, 12, 32, 41, 12, 37, 29, 49, 7, 22, 33, 10, 11, 5, 38, 40, 26, 50, 29, 45, 48, 11, 24, 42, 45, 0, 16, 50, 4, 26, 25, 26, 14, 48, 31, 18, 10, 36, 6, 12, 0, 9, 33, 25, 35, 6, 2, 39, 19, 33, 2, 9, 26, 37, 30, 36, 37, 1, 47, 34, 12, 39, 23, 33, 35, 34, 35, 22, 29, 38, 37, 32, 17, 15, 4, 20, 31, 40, 21, 16, 47, 26, 31, 7, 15, 47, 50, 8, 29, 10, 9, 30, 38, 34, 45, 28, 43, 15, 17, 49, 29, 31]
[48, 26, 20, 46, 31, 33, 46, 12, 26, 21, 39, 50, 42, 24, 0, 14, 23, 40, 17, 0, 16, 6, 10, 42, 47, 12, 12, 29, 23, 24, 34, 35, 28, 39, 19, 18, 1, 44, 9, 24, 9, 31, 35, 17, 18, 44, 17, 22, 6, 5, 1, 22, 1, 45, 0, 41, 39, 17, 32, 8, 18, 22, 18, 48, 28, 45, 23, 7, 22, 21, 5, 27, 22, 37, 28, 48, 48, 34, 49, 5, 45, 11, 17, 33, 21, 11, 33, 11, 48, 19, 32, 44, 13, 44, 48, 3, 28, 12, 39, 5, 35, 26, 11, 46, 25, 25, 29, 15, 18, 29, 31, 23, 12, 7, 28, 49, 5, 24, 4, 35, 26, 26, 41, 35, 11, 2, 19, 6, 27, 21, 22, 2, 46, 1, 0, 14, 12, 50, 4, 21, 22, 43, 17, 8, 49, 43, 10, 30, 11, 41, 27, 4, 5, 11, 42, 37]
[16, 43, 45, 5, 42, 50, 16, 48, 37, 41, 26, 7, 23, 29, 24, 30, 15, 41, 16, 16, 0, 43, 19, 39, 23, 30, 44, 17, 15, 16, 20, 7, 15, 37, 3, 43, 46, 2, 11, 34, 10, 16, 25, 25, 39, 8, 27, 26, 28, 12, 28, 38, 28, 20, 33, 20, 12, 40, 31, 26, 6, 20, 11, 41, 16, 44, 29, 1, 10, 8, 47, 3, 33, 17, 35, 0, 25, 2, 29, 27, 33, 20, 6, 2, 16, 27, 24, 12, 31, 39, 49, 11, 10, 32, 45, 40, 46, 45, 27, 48, 9, 27, 30, 22, 47, 35, 48, 8, 23, 18, 50, 2, 10, 19, 46, 18, 23, 29, 25, 5, 20, 37, 41, 7, 33, 6, 24, 18, 35, 10, 2, 25, 45, 25, 19, 35, 20, 39, 11, 38, 20, 29, 28, 17, 12, 9, 13, 32, 23, 3, 48, 45, 3, 9, 20, 11]
[5, 31, 23, 30, 21, 29, 40, 0, 3, 46, 0, 40, 49, 44, 19, 19, 44, 49, 22, 6, 43, 0, 44, 15, 8, 44, 5, 1, 1, 16, 13, 3, 15, 42, 49, 47, 48, 9, 48, 39, 42, 29, 42, 18, 33, 44, 10, 43, 2, 36, 18, 31, 37, 20, 6, 32, 35, 5, 41, 31, 41, 33, 1, 17, 24, 11, 32, 34, 13, 6, 10, 43, 9, 46, 6, 44, 5, 30, 40, 3, 50, 14, 12, 28, 7, 3, 37, 1, 3, 21, 23, 3, 11, 18, 23, 29, 44, 14, 29, 46, 33, 10, 14, 22, 23, 8, 49, 13, 46, 25, 6, 5, 43, 35, 49, 35, 22, 21, 40, 37, 50, 36, 25, 26, 20, 17, 14, 45, 9, 19, 6, 30, 24, 22, 4, 40, 9, 43, 37, 10, 6, 20, 40, 41, 8, 44, 17, 23, 3, 21, 1, 29, 20, 3, 29, 28]
[47, 41, 30, 21, 23, 13, 45, 0, 45, 7, 21, 37, 11, 15, 16, 12, 8, 4, 31, 10, 19, 44, 0, 37, 5, 15, 3, 31, 36, 4, 12, 6, 6, 36, 40, 23, 43, 15, 42, 41, 38, 10, 20, 43, 41, 10, 36, 41, 24, 7, 34, 44, 22, 19, 27, 42, 13, 38, 33, 33, 49, 28, 25, 26, 12, 36, 34, 11, 10, 13, 44, 8, 12, 0, 4, 41, 21, 43, 13, 26, 1, 41, 5, 40, 3, 40, 5, 20, 24, 16, 30, 13, 13, 9, 40, 9, 14, 29, 15, 18, 39, 16, 43, 36, 7, 25, 30, 38, 15, 23, 17, 39, 44, 14, 25, 4, 41, 16, 50, 25, 10, 27, 0, 14, 33, 36, 34, 29, 34, 2, 0, 30, 21, 34, 20, 43, 7, 28, 0, 16, 33, 18, 49, 42, 4, 29, 31, 1, 40, 2, 27, 24, 38, 34, 47, 30]
[22, 26, 29, 49, 48, 1, 46, 43, 8, 1, 35, 43, 28, 43, 8, 39, 49, 33, 10, 42, 39, 15, 37, 0, 43, 17, 1, 43, 38, 4, 24, 5, 27, 15, 45, 28, 18, 19, 47, 37, 18, 22, 18, 38, 14, 34, 34, 8, 19, 26, 26, 31, 2, 0, 46, 36, 29, 49, 11, 30, 16, 7, 37, 28, 9, 47, 20, 31, 42, 26, 21, 34, 17, 47, 49, 1, 26, 42, 17, 3, 44, 42, 22, 36, 6, 38, 22, 8, 40, 4, 42, 20, 5, 10, 8, 7, 30, 47, 36, 48, 16, 4, 16, 31, 14, 16, 33, 38, 8, 40, 47, 42, 30, 17, 30, 4, 5, 44, 23, 10, 7, 33, 14, 37, 44, 38, 4, 33, 11, 35, 15, 23, 17, 17, 3, 13, 11, 10, 46, 0, 16, 11, 46, 23, 19, 46, 2, 7, 40, 45, 32, 0, 4, 36, 47, 18]
[29, 16, 1, 43, 29, 3, 35, 30, 19, 49, 25, 48, 7, 48, 19, 45, 2, 31, 30, 47, 23, 8, 5, 43, 0, 11, 37, 43, 38, 13, 20, 45, 26, 27, 3, 5, 19, 26, 19, 49, 20, 21, 1, 22, 13, 21, 38, 11, 25, 31, 37, 34, 2, 22, 9, 34, 46, 26, 23, 30, 3, 5, 9, 3, 47, 4, 1, 18, 3, 28, 37, 0, 20, 38, 3, 48, 17, 39, 2, 3, 1, 18, 6, 26, 48, 18, 33, 8, 15, 22, 9, 37, 34, 36, 21, 12, 13, 44, 25, 49, 11, 1, 35, 6, 3, 35, 11, 13, 45, 45, 22, 33, 20, 31, 0, 17, 24, 8, 32, 13, 33, 10, 41, 9, 34, 44, 48, 26, 9, 12, 40, 32, 44, 13, 40, 44, 18, 43, 49, 39, 6, 44, 10, 29, 19, 26, 34, 42, 15, 27, 5, 24, 0, 27, 49, 14]
[29, 6, 31, 30, 10, 31, 32, 14, 7, 20, 23, 28, 31, 10, 2, 9, 1, 29, 13, 12, 30, 44, 15, 17, 11, 0, 1, 24, 50, 39, 14, 50, 5, 15, 47, 28, 38, 3, 6, 18, 27, 21, 50, 6, 9, 26, 26, 0, 0, 45, 29, 23, 17, 38, 8, 36, 36, 36, 34, 22, 50, 7, 29, 3, 38, 30, 39, 43, 48, 33, 11, 39, 20, 28, 13, 24, 3, 9, 6, 11, 1, 8, 11, 1, 18, 24, 39, 11, 37, 50, 5, 5, 30, 47, 47, 9, 11, 47, 44, 39, 49, 20, 49, 18, 23, 39, 27, 19, 47, 48, 13, 24, 23, 7, 33, 27, 48, 22, 20, 9, 34, 49, 18, 15, 10, 37, 5, 42, 14, 18, 48, 9, 17, 6, 39, 17, 49, 27, 16, 29, 9, 46, 8, 11, 50, 5, 37, 4, 23, 9, 11, 8, 8, 3, 20, 4]
[24, 10, 11, 17, 4, 38, 37, 39, 14, 13, 33, 47, 17, 13, 28, 28, 23, 43, 17, 12, 44, 5, 3, 1, 37, 1, 0, 40, 34, 38, 36, 11, 27, 13, 27, 42, 36, 47, 15, 12, 3, 38, 28, 11, 2, 33, 43, 22, 33, 18, 2, 48, 10, 27, 48, 45, 6, 0, 14, 33, 16, 2, 17, 27, 14, 6, 15, 42, 39, 33, 33, 8, 13, 12, 15, 19, 16, 4, 34, 30, 9, 40, 41, 47, 46, 24, 35, 35, 25, 43, 49, 36, 32, 16, 45, 30, 32, 4, 15, 19, 4, 18, 1, 8, 7, 21, 3, 13, 20, 16, 6, 33, 42, 22, 39, 17, 6, 36, 15, 33, 19, 27, 46, 17, 2, 20, 27, 17, 17, 19, 40, 18, 38, 7, 46, 7, 32, 15, 19, 19, 26, 3, 45, 41, 16, 36, 37, 32, 26, 49, 19, 7, 44, 39, 41, 17]
[2, 8, 2, 39, 35, 5, 11, 1, 45, 48, 42, 33, 47, 15, 14, 40, 20, 25, 42, 29, 17, 1, 31, 43, 43, 24, 40, 0, 42, 44, 7, 2, 3, 38, 11, 16, 50, 39, 17, 25, 23, 32, 43, 9, 3, 39, 34, 45, 8, 1, 37, 48, 4, 1, 39, 18, 14, 16, 36, 12, 18, 3, 43, 24, 41, 4, 15, 17, 9, 46, 49, 10, 38, 41, 39, 30, 34, 26, 31, 12, 14, 2, 46, 31, 50, 35, 10, 42, 1, 28, 15, 40, 17, 25, 41, 37, 23, 31, 37, 30, 40, 15, 36, 35, 23, 36, 28, 35, 2, 20, 44, 18, 22, 46, 17, 50, 11, 44, 18, 0, 43, 8, 25, 28, 11, 17, 49, 26, 31, 39, 35, 8, 18, 32, 5, 35, 32, 39, 19, 41, 36, 11, 11, 11, 46, 41, 17, 0, 10, 14, 2, 13, 2, 17, 40, 7]
[40, 44, 9, 17, 49, 46, 25, 26, 35, 29, 10, 34, 41, 27, 18, 45, 8, 17, 8, 23, 15, 1, 36, 38, 38, 50, 34, 42, 0, 10, 39, 4, 22, 48, 11, 44, 50, 6, 20, 19, 9, 5, 37, 28, 21, 40, 28, 18, 10, 16, 18, 43, 50, 12, 4, 48, 19, 36, 32, 4, 19, 27, 5, 29, 46, 50, 2, 14, 19, 27, 20, 19, 28, 13, 35, 0, 29, 3, 5, 24, 38, 48, 33, 34, 4, 9, 3, 45, 12, 24, 2, 44, 5, 38, 25, 47, 7, 6, 4, 45, 37, 45, 21, 7, 19, 28, 19, 17, 38, 23, 25, 50, 3, 20, 25, 17, 49, 35, 29, 8, 2, 4, 47, 12, 4, 26, 37, 43, 42, 20, 39, 21, 10, 43, 20, 46, 31, 50, 48, 8, 44, 40, 8, 28, 13, 49, 5, 18, 9, 8, 33, 2, 28, 5, 43, 48]
