N1,N2,...,Nx
[45, 28, 23, 13, 27, 49, 27, 29, 44, 16, 0, 17, 7, 1, 13, 8, 31, 12, 15, 28, 9, 15, 49, 1, 16, 22, 36, 47, 7, 14, 35, 49, 39, 9, 23, 45, 21, 43, 5, 27, 18, 29, 10, 30, 12, 46, 5, 45, 12, 36, 13, 40, 23, 0, 43, 25, 33, 14, 25, 35, 15, 26, 9, 40, 31, 31, 44, 15, 35, 34, 37, 38, 11, 50, 13, 43, 42, 48, 30, 3, 18, 36, 45, 35, 46, 8, 2, 25, 28, 23, 43, 40, 43, 12, 5, 49, 7, 40, 21, 30, 29, 20, 40, 10, 29, 21, 38, 41, 45, 14, 27, 10, 38, 50, 6, 45, 20, 48, 21, 9, 46, 23, 26, 35, 13, 46, 48, 24, 8, 15, 32, 45, 40, 12, 11, 47, 41, 35, 28, 6, 32, 22, 22, 8, 13, 39, 37, 31, 14, 33, 15, 15, 29, 21, 50, 17, 30, 31, 4, 1, 21, 15, 7, 48, 32, 40, 11, 17, 20, 46, 4, 29, 16, 11, 28, 19, 11, 14, 16, 45, 16, 43, 16, 2, 13, 43, 4, 40, 11, 26, 44, 35, 16, 22]
[21, 14, 45, 10, 35, 27, 29, 35, 14, 6, 17, 0, 20, 30, 8, 3, 42, 19, 7, 29, 26, 36, 20, 35, 49, 37, 13, 13, 42, 11, 40, 10, 40, 25, 34, 35, 7, 0, 12, 36, 11, 9, 17, 48, 13, 34, 18, 14, 30, 38, 23, 32, 28, 25, 38, 29, 7, 42, 6, 0, 21, 8, 43, 39, 12, 25, 45, 24, 27, 36, 23, 4, 22, 3, 16, 14, 47, 1, 26, 0, 46, 29, 46, 49, 23, 47, 0, 25, 21, 50, 38, 44, 37, 26, 27, 39, 4, 35, 27, 19, 16, 25, 3, 37, 1, 17, 17, 21, 40, 14, 19, 7, 38, 19, 47, 11, 39, 34, 46, 2, 18, 11, 3, 21, 20, 39, 46, 16, 38, 45, 32, 26, 37, 2, 44, 9, 36, 27, 46, 35, 49, 22, 16, 15, 0, 49, 0, 49, 14, 43, 49, 41, 39, 10, 30, 35, 7, 33, 12, 45, 35, 47, 13, 7, 18, 5, 25, 13, 31, 3, 20, 31, 18, 14, 11, 43, 32, 9, 24, 33, 25, 50, 22, 9, 1, 31, 0, 34, 41, 10, 11, 34, 47, 11]
[32, 8, 36, 36, 2, 28, 22, 27, 1, 3, 7, 20, 0, 3, 35, 24, 44, 23, 49, 28, 20, 9, 39, 45, 37, 11, 39, 6, 13, 31, 33, 41, 19, 47, 8, 20, 39, 29, 28, 0, 19, 8, 13, 46, 35, 38, 35, 43, 39, 47, 3, 44, 20, 44, 21, 47, 44, 40, 11, 50, 40, 21, 8, 7, 50, 9, 15, 29, 33, 42, 40, 18, 36, 7, 38, 39, 9, 5, 21, 12, 47, 15, 42, 6, 14, 0, 31, 14, 43, 0, 35, 16, 22, 37, 25, 15, 39, 12, 21, 38, 0, 37, 8, 8, 29, 0, 40, 30, 17, 38, 22, 19, 25, 30, 18, 25, 47, 8, 25, 16, 29, 28, 50, 28, 34, 29, 37, 16, 20, 3, 28, 26, 20, 45, 16, 39, 47, 2, 7, 33, 6, 25, 32, 45, 47, 32, 41, 30, 43, 14, 13, 39, 13, 19, 6, 16, 26, 28, 14, 13, 25, 19, 36, 32, 1, 39, 37, 39, 13, 4, 0, 17, 45, 30, 38, 4, 15, 44, 31, 38, 23, 15, 47, 9, 14, 20, 25, 27, 41, 13, 16, 38, 8, 47]
[27, 22, 4, 3, 5, 7, 44, 35, 17, 46, 1, 30, 3, 0, 3, 21, 5, 4, 42, 44, 20, 0, 8, 5, 1, 41, 19, 14, 8, 28, 30, 42, 9, 4, 11, 5, 33, 46, 14, 14, 24, 44, 28, 3, 19, 43, 16, 28, 46, 22, 22, 13, 18, 34, 24, 39, 16, 13, 14, 37, 32, 47, 42, 3, 28, 36, 31, 22, 38, 43, 4, 36, 48, 16, 4, 30, 6, 7, 21, 26, 30, 5, 36, 14, 22, 30, 14, 16, 1, 41, 28, 35, 29, 24, 46, 36, 1, 14, 27, 14, 4, 30, 38, 14, 12, 11, 35, 7, 17, 26, 37, 50, 12, 19, 47, 12, 14, 6, 24, 45, 38, 24, 45, 25, 46, 17, 41, 34, 47, 33, 7, 19, 15, 49, 43, 17, 5, 26, 25, 4, 2, 1, 1, 8, 24, 17, 38, 31, 48, 2, 38, 13, 48, 9, 0, 22, 48, 36, 41, 47, 41, 41, 34, 35, 24, 30, 29, 4, 15, 20, 27, 32, 40, 50, 24, 6, 26, 4, 41, 43, 22, 19, 17, 30, 37, 9, 5, 26, 2, 3, 3, 4, 4, 14]
[0, 17, 47, 25, 20, 50, 17, 30, 36, 39, 13, 8, 35, 3, 0, 0, 17, 22, 13, 49, 22, 27, 49, 32, 46, 8, 6, 44, 43, 45, 34, 11, 47, 38, 26, 7, 22, 30, 0, 11, 42, 19, 20, 5, 8, 19, 30, 41, 20, 43, 5, 45, 13, 40, 36, 18, 31, 27, 27, 7, 31, 27, 0, 17, 17, 14, 38, 14, 12, 25, 15, 3, 2, 18, 48, 26, 12, 26, 29, 32, 11, 31, 19, 40, 10, 36, 3, 13, 27, 25, 6, 42, 10, 7, 17, 37, 31, 22, 37, 9, 49, 13, 39, 13, 19, 20, 40, 48, 46, 18, 4, 49, 29, 14, 35, 32, 11, 33, 25, 50, 7, 43, 9, 20, 23, 29, 28, 14, 32, 23, 7, 37, 0, 1, 14, 17, 21, 46, 6, 14, 50, 50, 50, 39, 22, 17, 11, 23, 45, 47, 17, 10, 11, 29, 22, 9, 40, 50, 12, 19, 48, 31, 7, 39, 16, 26, 25, 18, 32, 16, 10, 39, 34, 1, 19, 23, 18, 16, 0, 48, 40, 42, 18, 26, 17, 16, 42, 18, 31, 19, 36, 21, 40, 30]
[4, 10, 28, 13, 39, 6, 30, 49, 38, 14, 8, 3, 24, 21, 0, 0, 42, 47, 11, 32, 3, 11, 26, 32, 49, 34, 1, 25, 13, 27, 6, 48, 30, 11, 25, 32, 2, 48, 18, 45, 46, 4, 29, 2, 42, 24, 23, 39, 20, 44, 11, 4, 34, 36, 19, 16, 26, 4, 50, 3, 16, 10, 20, 10, 11, 22, 20, 4, 15, 49, 4, 2, 50, 1, 36, 46, 35, 25, 49, 34, 0, 4, 24, 7, 34, 23, 34, 12, 47, 16, 42, 2, 46, 5, 31, 15, 7, 14, 32, 38, 41, 25, 4, 10, 31, 24, 0, 42, 33, 12, 17, 4, 14, 22, 48, 9, 36, 26, 24, 31, 1, 37, 18, 50, 43, 7, 31, 50, 23, 40, 15, 37, 7, 9, 47, 38, 48, 36, 24, 19, 2, 35, 50, 41, 22, 19, 45, 2, 32, 38, 5, 12, 18, 15, 20, 21, 27, 48, 17, 34, 0, 50, 41, 43, 47, 39, 32, 15, 14, 48, 37, 32, 35, 14, 50, 8, 15, 8, 46, 25, 19, 10, 44, 1, 39, 29, 31, 42, 3, 46, 36, 2, 2, 17]
[28, 48, 49, 0, 42, 21, 12, 38, 28, 0, 31, 42, 44, 5, 17, 42, 0, 2, 14, 32, 38, 36, 31, 25, 8, 22, 41, 4, 50, 33, 11, 41, 7, 13, 1, 13, 0, 50, 39, 19, 0, 1, 26, 24, 7, 3, 31, 1, 49, 20, 18, 32, 6, 2, 29, 10, 47, 22, 43, 40, 22, 35, 7, 4, 25, 6, 7, 17, 38, 24, 11, 29, 40, 22, 0, 34, 44, 29, 17, 1, 14, 22, 42, 17, 15, 1, 13, 12, 15, 47, 4, 26, 7, 45, 16, 1, 12, 12, 3, 42, 28, 50, 37, 35, 20, 2, 4, 3, 2, 45, 13, 21, 26, 26, 13, 29, 49, 37, 50, 24, 36, 9, 44, 13, 21, 33, 32, 31, 22, 13, 42, 33, 41, 14, 6, 15, 39, 39, 38, 1, 43, 21, 23, 38, 43, 39, 9, 30, 34, 41, 1, 8, 6, 40, 20, 2, 48, 2, 37, 4, 22, 2, 23, 10, 3, 24, 3, 11, 34, 50, 36, 41, 44, 18, 22, 46, 6, 22, 4, 18, 49, 48, 45, 14, 31, 10, 33, 10, 27, 38, 16, 49, 37, 0]
[30, 39, 18, 21, 9, 28, 12, 19, 35, 8, 12, 19, 23, 4, 22, 47, 2, 0, 47, 8, 31, 7, 30, 19, 9, 7, 35, 0, 43, 49, 29, 29, 13, 49, 5, 3, 8, 5, 24, 10, 37, 32, 35, 3, 12, 27, 3, 10, 21, 3, 20, 45, 1, 39, 12, 37, 9, 38, 42, 25, 28, 8, 48, 22, 37, 43, 15, 6, 48, 33, 42, 47, 38, 39, 46, 16, 39, 29, 19, 4, 35, 1, 27, 2, 10, 40, 6, 44, 20, 18, 37, 48, 24, 2, 27, 34, 18, 49, 45, 37, 27, 24, 47, 44, 5, 20, 34, 17, 39, 7, 27, 34, 7, 47, 17, 45, 5, 3, 25, 34, 39, 7, 12, 48, 24, 3, 8, 24, 26, 1, 15, 48, 0, 0, 4, 8, 44, 23, 43, 34, 44, 6, 3, 29, 37, 49, 26, 29, 31, 19, 26, 17, 46, 1, 34, 50, 25, 42, 33, 16, 39, 34, 11, 19, 42, 0, 32, 14, 13, 1, 33, 41, 26, 42, 43, 44, 19, 18, 34, 34, 4, 32, 33, 10, 20, 23, 20, 28, 25, 7, 30, 36, 39, 0]
[15, 13, 19, 20, 34, 39, 36, 44, 24, 13, 15, 7, 49, 42, 13, 11, 14, 47, 0, 16, 39, 27, 16, 18, 47, 32, 45, 27, 50, 26, 25, 32, 22, 44, 48, 32, 29, 17, 40, 12, 6, 10, 30, 44, 23, 2, 43, 19, 43, 14, 47, 30, 3, 37, 16, 18, 35, 38, 44, 33, 2, 11, 10, 28, 17, 50, 10, 13, 13, 20, 8, 20, 12, 44, 23, 28, 23, 36, 21, 26, 11, 34, 37, 2, 27, 46, 47, 16, 33, 26, 17, 44, 30, 0, 18, 26, 25, 4, 13, 3, 5, 41, 40, 1, 23, 8, 35, 32, 47, 26, 41, 17, 47, 3, 44, 36, 22, 13, 32, 41, 40, 6, 32, 28, 43, 18, 18, 21, 34, 29, 38, 10, 32, 0, 23, 30, 34, 13, 49, 50, 46, 48, 24, 37, 15, 44, 2, 37, 50, 16, 37, 11, 26, 2, 50, 40, 11, 50, 21, 50, 21, 13, 24, 1, 9, 14, 18, 36, 39, 45, 48, 18, 47, 37, 16, 20, 34, 0, 33, 29, 26, 11, 15, 0, 1, 28, 29, 0, 38, 45, 33, 11, 49, 37]
[7, 47, 4, 18, 46, 47, 47, 1, 21, 36, 28, 29, 28, 44, 49, 32, 32, 8, 16, 0, 46, 22, 6, 27, 18, 22, 36, 10, 40, 34, 45, 20, 5, 32, 46, 21, 35, 25, 6, 16, 42, 24, 41, 3, 22, 42, 17, 29, 42, 42, 26, 50, 0, 16, 32, 45, 21, 41, 49, 44, 38, 45, 8, 12, 23, 12, 40, 41, 22, 23, 25, 16, 17, 30, 41, 32, 0, 49, 5, 41, 50, 27, 44, 16, 8, 39, 10, 12, 41, 7, 29, 11, 48, 18, 25, 18, 12, 42, 0, 35, 11, 3, 21, 26, 32, 0, 36, 22, 21, 17, 23, 41, 38, 31, 38, 30, 15, 4, 2, 17, 50, 34, 32, 1, 31, 50, 26, 19, 21, 44, 24, 34, 33, 14, 11, 48, 32, 5, 37, 3, 13, 9, 27, 12, 11, 19, 8, 34, 20, 35, 21, 21, 10, 47, 31, 25, 46, 18, 3, 11, 31, 2, 20, 13, 7, 11, 37, 28, 27, 47, 38, 47, 2, 44, 45, 17, 15, 30, 49, 0, 45, 39, 14, 19, 29, 26, 34, 41, 34, 7, 21, 17, 10, 10]
[29, 31, 18, 36, 9, 5, 50, 15, 36, 38, 9, 26, 20, 20, 22, 3, 38, 31, 39, 46, 0, 32, 36, 28, 4, 36, 8, 50, 24, 35, 39, 34, 7, 2, 36, 21, 41, 26, 19, 13, 42, 42, 48, 25, 0, 10, 41, 39, 25, 43, 29, 39, 25, 8, 35, 27, 1, 14, 37, 19, 34, 16, 23, 12, 45, 23, 48, 46, 35, 33, 38, 2, 26, 28, 29, 49, 23, 20, 27, 17, 24, 23, 22, 46, 48, 20, 29, 16, 20, 12, 23, 44, 30, 8, 9, 11, 34, 42, 47, 11, 34, 11, 43, 9, 0, 16, 38, 29, 35, 8, 12, 29, 20, 9, 12, 6, 49, 3, 21, 5, 13, 9, 1, 49, 25, 11, 2, 50, 25, 43, 2, 39, 17, 50, 18, 34, 32, 43, 0, 22, 24, 4, 9, 10, 1, 49, 12, 35, 4, 16, 28, 10, 3, 47, 23, 18, 24, 13, 39, 0, 11, 18, 38, 18, 16, 31, 23, 5, 41, 29, 2, 24, 1, 46, 24, 49, 26, 16, 17, 13, 41, 49, 26, 39, 32, 39, 28, 16, 7, 13, 1, 34, 49, 7]
[18, 3, 37, 37, 15, 11, 6, 45, 29, 44, 15, 36, 9, 0, 27, 11, 36, 7, 27, 22, 32, 0, 48, 21, 10, 49, 29, 26, 27, 47, 41, 22, 37, 23, 49, 41, 42, 5, 25, 47, 43, 43, 17, 8, 42, 10, 43, 13, 7, 46, 37, 32, 49, 5, 34, 4, 42, 25, 27, 31, 33, 23, 46, 12, 45, 12, 36, 17, 22, 15, 42, 19, 34, 29, 50, 0, 9, 40, 29, 40, 4, 24, 36, 41, 32, 18, 17, 34, 17, 29, 17, 16, 0, 31, 21, 4, 4, 8, 44, 47, 37, 21, 9, 46, 5, 13, 44, 39, 39, 15, 40, 44, 27, 32, 26, 0, 32, 44, 7, 48, 45, 23, 46, 14, 22, 10, 14, 1, 9, 21, 28, 37, 27, 4, 38, 26, 17, 38, 38, 41, 19, 13, 34, 30, 6, 20, 22, 36, 24, 31, 41, 43, 31, 17, 15, 0, 31, 24, 3, 44, 6, 6, 49, 41, 20, 21, 12, 15, 4, 25, 25, 13, 8, 30, 48, 17, 31, 3, 31, 31, 45, 18, 18, 3, 22, 36, 41, 12, 33, 0, 41, 45, 25, 46]
[31, 15, 12, 1, 3, 16, 35, 44, 20, 29, 49, 20, 39, 8, 49, 26, 31, 30, 16, 6, 36, 48, 0, 42, 23, 22, 21, 45, 19, 25, 36, 45, 27, 42, 4, 26, 36, 4, 41, 1, 38, 0, 32, 31, 32, 37, 26, 15, 38, 22, 11, 14, 15, 26, 35, 21, 33, 46, 27, 18, 19, 46, 41, 12, 15, 12, 10, 30, 5, 46, 27, 12, 33, 19, 21, 26, 0, 6, 48, 47, 7, 0, 35, 18, 23, 4, 8, 40, 35, 29, 29, 43, 29, 9, 19, 47, 9, 43, 23, 36, 23, 16, 8, 46, 30, 19, 48, 6, 36, 20, 49, 20, 20, 2, 18, 43, 36, 43, 32, 35, 26, 0, 46, 15, 1, 22, 12, 8, 31, 38, 40, 1, 30, 36, 35, 21, 21, 42, 41, 19, 8, 50, 48, 4, 30, 34, 6, 45, 15, 18, 32, 9, 23, 38, 18, 19, 4, 24, 19, 22, 22, 44, 45, 44, 2, 50, 48, 1, 12, 14, 20, 41, 11, 32, 45, 3, 15, 33, 27, 2, 5, 13, 40, 42, 19, 3, 5, 41, 45, 24, 3, 46, 38, 47]
