N1,N2,...,Nx
[0, 40, 35, 38, 1, 48, 36, 6, 20, 47, 0, 17, 3, 36, 34, 4, 29, 37, 23, 2, 10, 21, 44, 13, 42, 41, 50, 13, 34, 21, 7, 29, 38, 44, 42, 15, 39, 25, 5, 43, 34, 16, 23, 35, 0, 13, 37, 27, 22, 32, 34, 42, 47, 42, 29, 45, 50, 0, 20, 13, 39, 3, 50, 41, 25, 0, 50, 13, 27, 23, 7, 21, 10, 17, 16, 49, 11, 6, 35, 30, 41, 10, 24, 31, 40, 17, 15, 18, 43, 1, 35, 33, 47, 44, 29, 16, 48, 50, 3, 49, 19, 0, 41, 34, 37, 8, 1, 26, 43, 35, 16, 8, 23, 20, 38, 45, 37, 24, 10, 24, 23, 47, 45, 16, 43, 45, 0, 8, 35, 28, 18, 6, 18, 30, 35, 41, 15, 41, 2, 42, 4, 49, 28, 46, 28]
[21, 30, 31, 38, 3, 8, 34, 39, 23, 22, 17, 0, 19, 48, 10, 42, 40, 7, 41, 24, 27, 23, 1, 39, 25, 10, 0, 23, 22, 11, 18, 21, 32, 31, 36, 38, 42, 22, 14, 45, 36, 20, 45, 34, 17, 50, 18, 40, 8, 27, 15, 35, 45, 50, 18, 31, 45, 13, 25, 37, 47, 43, 3, 46, 14, 10, 35, 21, 32, 44, 41, 46, 19, 20, 46, 44, 27, 13, 14, 45, 27, 14, 6, 37, 31, 42, 2, 46, 29, 48, 0, 43, 41, 9, 12, 44, 14, 48, 4, 48, 0, 45, 20, 42, 25, 3, 46, 5, 50, 47, 21, 1, 20, 23, 15, 33, 21, 18, 48, 40, 13, 8, 20, 21, 3, 31, 38, 3, 46, 20, 30, 17, 41, 28, 6, 4, 22, 6, 1, 43, 31, 14, 21, 19, 45]
[29, 46, 31, 14, 33, 44, 28, 11, 22, 45, 3, 19, 0, 30, 37, 31, 30, 46, 36, 39, 19, 21, 12, 47, 34, 8, 34, 21, 19, 40, 32, 49, 0, 0, 16, 21, 29, 25, 43, 2, 6, 20, 49, 17, 46, 44, 22, 32, 21, 42, 16, 15, 11, 45, 13, 15, 24, 44, 40, 49, 44, 1, 43, 2, 20, 6, 22, 9, 4, 4, 26, 42, 25, 14, 34, 34, 50, 34, 3, 39, 36, 41, 29, 19, 42, 13, 45, 18, 27, 24, 33, 27, 25, 22, 46, 49, 7, 9, 34, 18, 7, 26, 44, 9, 18, 16, 18, 5, 39, 28, 21, 47, 38, 42, 34, 9, 10, 29, 2, 33, 31, 29, 17, 34, 5, 29, 2, 44, 44, 21, 49, 44, 13, 34, 9, 34, 30, 41, 27, 49, 43, 4, 12, 28, 21]
[18, 39, 44, 26, 44, 44, 11, 28, 0, 40, 36, 48, 30, 0, 37, 50, 10, 43, 27, 47, 42, 16, 27, 48, 9, 46, 49, 33, 15, 16, 31, 49, 34, 23, 8, 9, 18, 46, 45, 41, 11, 36, 10, 41, 17, 36, 7, 39, 10, 17, 45, 47, 31, 36, 46, 8, 0, 47, 20, 49, 30, 6, 14, 21, 0, 24, 17, 23, 14, 1, 11, 45, 32, 11, 18, 40, 0, 24, 7, 39, 46, 1, 29, 35, 6, 50, 0, 46, 10, 19, 30, 47, 37, 18, 31, 0, 46, 8, 9, 39, 17, 28, 10, 29, 32, 1, 26, 19, 8, 44, 47, 23, 10, 5, 34, 2, 27, 6, 50, 0, 41, 32, 8, 21, 33, 4, 8, 25, 6, 44, 26, 22, 44, 38, 0, 9, 33, 40, 11, 0, 20, 4, 5, 11, 6]
[3, 49, 1, 0, 20, 15, 22, 9, 11, 16, 34, 10, 37, 37, 0, 14, 40, 30, 2, 37, 48, 22, 4, 18, 29, 35, 14, 21, 50, 34, 34, 35, 21, 19, 46, 28, 27, 11, 12, 21, 15, 7, 11, 5, 28, 3, 4, 30, 6, 43, 47, 26, 13, 2, 27, 17, 34, 0, 47, 48, 43, 27, 13, 17, 11, 28, 39, 26, 23, 34, 39, 44, 43, 38, 43, 29, 45, 2, 12, 34, 37, 11, 14, 46, 35, 20, 9, 50, 22, 22, 31, 30, 38, 43, 14, 29, 4, 19, 42, 8, 35, 37, 39, 44, 17, 2, 1, 26, 26, 17, 50, 9, 46, 14, 44, 2, 35, 4, 27, 29, 30, 39, 12, 15, 10, 21, 40, 48, 14, 23, 26, 47, 27, 13, 41, 42, 40, 25, 45, 12, 11, 39, 16, 46, 46]
[37, 23, 23, 14, 3, 33, 12, 41, 45, 40, 4, 42, 31, 50, 14, 0, 25, 32, 44, 2, 26, 11, 11, 50, 28, 0, 31, 50, 24, 37, 50, 13, 32, 33, 25, 40, 2, 15, 47, 36, 26, 30, 8, 0, 36, 24, 18, 10, 20, 11, 33, 50, 34, 28, 13, 17, 38, 30, 13, 18, 3, 44, 1, 39, 29, 40, 38, 43, 14, 13, 45, 20, 4, 49, 22, 14, 9, 40, 15, 18, 21, 34, 28, 39, 35, 48, 39, 20, 41, 12, 47, 30, 34, 14, 26, 31, 49, 28, 35, 4, 17, 24, 14, 34, 22, 5, 49, 43, 31, 8, 48, 26, 47, 25, 47, 26, 6, 11, 5, 18, 9, 3, 2, 45, 50, 29, 41, 39, 32, 22, 46, 14, 31, 47, 6, 28, 50, 17, 20, 26, 40, 32, 28, 23, 45]
[18, 48, 4, 46, 21, 10, 15, 4, 44, 7, 29, 40, 30, 10, 40, 25, 0, 47, 27, 33, 5, 18, 14, 26, 37, 0, 31, 32, 49, 18, 43, 29, 23, 3, 50, 35, 41, 19, 45, 30, 46, 45, 36, 42, 15, 22, 23, 4, 24, 45, 18, 49, 33, 45, 21, 43, 48, 30, 34, 13, 15, 28, 13, 35, 29, 37, 12, 2, 13, 35, 27, 49, 6, 23, 7, 4, 28, 49, 4, 45, 36, 38, 21, 11, 25, 46, 19, 22, 43, 21, 26, 42, 21, 42, 21, 31, 49, 1, 26, 27, 9, 30, 50, 42, 44, 1, 40, 0, 4, 12, 18, 18, 30, 8, 31, 6, 0, 2, 40, 44, 8, 0, 32, 27, 8, 45, 45, 18, 44, 30, 19, 7, 21, 11, 45, 21, 1, 9, 50, 43, 50, 16, 6, 9, 15]
[2, 10, 29, 30, 11, 21, 2, 11, 6, 10, 37, 7, 46, 43, 30, 32, 47, 0, 17, 43, 3, 5, 44, 48, 31, 11, 19, 12, 16, 29, 21, 33, 49, 17, 33, 9, 23, 6, 7, 4, 1, 17, 38, 10, 35, 34, 14, 40, 18, 40, 37, 10, 0, 22, 39, 28, 9, 8, 46, 7, 40, 45, 20, 11, 1, 12, 36, 25, 18, 28, 26, 10, 46, 16, 4, 30, 7, 28, 41, 12, 34, 38, 5, 26, 9, 5, 40, 22, 28, 39, 12, 34, 27, 6, 16, 35, 30, 40, 41, 46, 21, 39, 26, 24, 30, 45, 19, 19, 28, 39, 4, 2, 0, 26, 32, 2, 17, 18, 14, 14, 21, 16, 46, 26, 21, 32, 17, 10, 32, 38, 20, 11, 4, 19, 32, 16, 35, 13, 16, 26, 22, 44, 26, 12, 34]
[8, 37, 46, 16, 18, 25, 25, 27, 9, 20, 23, 41, 36, 27, 2, 44, 27, 17, 0, 44, 33, 16, 20, 44, 14, 32, 47, 33, 17, 48, 21, 40, 10, 11, 7, 37, 22, 1, 11, 24, 26, 38, 39, 48, 46, 34, 15, 36, 13, 3, 3, 23, 34, 21, 39, 50, 3, 3, 35, 12, 13, 45, 41, 12, 26, 5, 11, 26, 12, 5, 42, 44, 44, 4, 20, 47, 0, 36, 24, 38, 2, 27, 44, 35, 19, 7, 49, 44, 27, 46, 40, 0, 30, 33, 16, 31, 10, 22, 29, 31, 40, 0, 46, 18, 34, 37, 32, 19, 9, 26, 29, 43, 7, 2, 38, 44, 31, 22, 33, 8, 12, 10, 43, 31, 34, 48, 29, 12, 8, 14, 44, 1, 12, 36, 19, 7, 36, 30, 2, 40, 50, 9, 1, 38, 29]
[36, 20, 11, 5, 48, 30, 6, 45, 18, 13, 2, 24, 39, 47, 37, 2, 33, 43, 44, 0, 30, 25, 8, 30, 38, 28, 20, 1, 18, 43, 23, 10, 40, 34, 9, 1, 29, 44, 34, 28, 29, 5, 6, 43, 9, 30, 3, 32, 30, 23, 28, 3, 12, 33, 9, 32, 1, 27, 10, 46, 9, 34, 40, 36, 8, 23, 11, 41, 50, 5, 14, 7, 20, 44, 44, 17, 0, 0, 43, 25, 40, 37, 23, 30, 3, 9, 21, 19, 10, 21, 21, 32, 14, 44, 2, 16, 12, 3, 17, 5, 45, 14, 47, 8, 24, 34, 35, 27, 4, 32, 46, 22, 40, 37, 17, 19, 31, 0, 6, 37, 46, 25, 30, 40, 35, 42, 49, 40, 32, 42, 13, 33, 18, 47, 17, 4, 39, 48, 11, 22, 1, 5, 34, 9, 49]
[42, 14, 48, 44, 33, 27, 39, 27, 10, 10, 10, 27, 19, 42, 48, 26, 5, 3, 33, 30, 0, 4, 47, 6, 29, 35, 44, 46, 0, 37, 39, 34, 5, 33, 9, 3, 41, 19, 10, 15, 48, 9, 1, 19, 38, 19, 24, 6, 19, 12, 41, 48, 32, 50, 32, 23, 18, 4, 5, 50, 32, 8, 17, 46, 22, 35, 11, 24, 28, 40, 25, 30, 30, 50, 45, 35, 46, 23, 32, 19, 25, 28, 17, 11, 35, 15, 13, 34, 32, 31, 5, 30, 5, 46, 10, 46, 5, 47, 26, 35, 42, 25, 17, 8, 16, 27, 28, 44, 39, 48, 47, 26, 20, 40, 27, 11, 27, 38, 14, 10, 48, 45, 22, 18, 5, 31, 20, 49, 23, 1, 39, 43, 30, 15, 7, 9, 24, 3, 41, 17, 3, 2, 48, 48, 4]
[31, 1, 3, 12, 50, 39, 25, 33, 19, 19, 21, 23, 21, 16, 22, 11, 18, 5, 16, 25, 4, 0, 6, 47, 20, 50, 31, 12, 1, 21, 5, 14, 45, 1, 19, 29, 42, 49, 16, 41, 42, 17, 28, 23, 32, 46, 26, 14, 7, 43, 34, 3, 26, 28, 5, 1, 29, 42, 6, 27, 36, 11, 37, 2, 37, 50, 39, 5, 5, 10, 5, 29, 7, 15, 37, 19, 24, 6, 20, 25, 33, 37, 13, 36, 13, 13, 17, 44, 31, 49, 47, 18, 13, 36, 11, 46, 26, 15, 14, 15, 23, 28, 39, 13, 43, 27, 17, 26, 22, 17, 2, 20, 36, 1, 3, 26, 38, 2, 48, 24, 38, 26, 45, 3, 7, 2, 12, 10, 39, 27, 26, 16, 10, 26, 45, 39, 18, 7, 11, 13, 22, 12, 42, 48, 33]
[2, 31, 2, 46, 7, 14, 3, 0, 34, 13, 44, 1, 12, 27, 4, 11, 14, 44, 20, 8, 47, 6, 0, 43, 21, 35, 48, 0, 46, 4, 23, 44, 32, 48, 20, 20, 12, 47, 17, 38, 4, 6, 16, 4, 45, 1, 12, 13, 25, 16, 18, 31, 42, 48, 23, 33, 5, 29, 8, 9, 15, 46, 13, 30, 5, 13, 32, 7, 27, 47, 25, 18, 6, 10, 47, 15, 37, 34, 8, 44, 22, 22, 32, 1, 41, 24, 8, 9, 2, 23, 14, 4, 2, 34, 16, 2, 24, 46, 27, 27, 28, 2, 39, 45, 48, 22, 29, 22, 46, 16, 50, 2, 5, 33, 2, 12, 14, 22, 23, 9, 10, 30, 41, 17, 22, 6, 45, 0, 37, 45, 28, 49, 28, 48, 38, 4, 39, 8, 33, 28, 37, 37, 27, 17, 37]
[28, 32, 10, 39, 15, 16, 1, 11, 28, 44, 13, 39, 47, 48, 18, 50, 26, 48, 44, 30, 6, 47, 43, 0, 30, 41, 10, 49, 14, 27, 43, 8, 14, 2, 24, 27, 25, 48, 26, 23, 46, 15, 1, 3, 9, 25, 10, 29, 40, 36, 19, 44, 42, 40, 14, 15, 30, 15, 29, 20, 0, 38, 12, 27, 30, 46, 3, 19, 49, 21, 8, 43, 26, 35, 42, 20, 40, 49, 42, 0, 3, 39, 21, 37, 18, 0, 50, 28, 46, 46, 49, 14, 16, 17, 16, 19, 16, 38, 24, 15, 44, 26, 32, 25, 22, 35, 31, 13, 2, 10, 12, 11, 34, 25, 17, 50, 41, 30, 26, 37, 17, 32, 8, 24, 42, 50, 14, 28, 24, 35, 27, 6, 47, 4, 1, 10, 34, 22, 24, 8, 10, 1, 14, 22, 34]
[22, 14, 28, 34, 34, 50, 39, 6, 28, 30, 42, 25, 34, 9, 29, 28, 37, 31, 14, 38, 29, 20, 21, 30, 0, 37, 44, 47, 37, 12, 38, 43, 30, 36, 25, 10, 20, 40, 24, 34, 22, 43, 8, 2, 7, 50, 29, 19, 38, 50, 10, 7, 1, 30, 35, 23, 5, 14, 44, 13, 34, 33, 5, 45, 32, 2, 50, 30, 48, 5, 29, 4, 40, 42, 8, 8, 9, 25, 50, 17, 34, 43, 36, 24, 21, 35, 1, 23, 21, 24, 6, 2, 9, 7, 25, 48, 34, 39, 48, 32, 40, 15, 45, 39, 28, 22, 49, 3, 7, 5, 24, 3, 10, 26, 27, 28, 16, 5, 45, 50, 6, 21, 50, 45, 33, 9, 44, 3, 32, 28, 23, 48, 19, 11, 20, 39, 7, 46, 35, 29, 49, 48, 6, 30, 11]
[23, 22, 26, 33, 32, 29, 27, 2, 18, 44, 41, 10, 8, 46, 35, 0, 0, 11, 32, 28, 35, 50, 35, 41, 37, 0, 44, 33, 19, 6, 35, 3, 45, 17, 45, 12, 36, 29, 36, 45, 21, 41, 19, 3, 0, 9, 15, 40, 35, 0, 39, 20, 47, 42, 14, 27, 34, 22, 8, 9, 39, 5, 6, 27, 20, 41, 19, 13, 41, 21, 39, 11, 41, 9, 37, 11, 12, 50, 16, 25, 11, 43, 5, 1, 43, 4, 46, 16, 9, 7, 22, 15, 23, 18, 41, 12, 30, 35, 47, 38, 7, 28, 29, 40, 21, 12, 12, 12, 14, 5, 19, 36, 27, 10, 19, 23, 1, 3, 12, 13, 0, 41, 24, 44, 3, 24, 36, 26, 31, 47, 13, 13, 19, 34, 25, 12, 25, 14, 21, 48, 15, 37, 24, 47, 3]
[9, 48, 16, 29, 31, 37, 42, 4, 3, 42, 50, 0, 34, 49, 14, 31, 31, 19, 47, 20, 44, 31, 48, 10, 44, 44, 0, 9, 18, 43, 7, 12, 29, 31, 32, 49, 31, 7, 34, 8, 27, 16, 11, 40, 49, 36, 45, 9, 47, 27, 22, 24, 47, 17, 16, 45, 11, 19, 44, 21, 15, 10, 1, 37, 5, 12, 29, 5, 49, 11, 16, 8, 13, 17, 11, 38, 6, 28, 48, 33, 3, 10, 19, 46, 40, 7, 46, 16, 22, 34, 20, 4, 23, 16, 40, 6, 1, 35, 26, 32, 24, 6, 21, 40, 23, 35, 3, 31, 27, 47, 23, 2, 41, 30, 37, 5, 22, 48, 29, 31, 42, 33, 6, 45, 31, 43, 3, 0, 21, 8, 3, 49, 42, 9, 45, 13, 47, 22, 40, 24, 7, 37, 39, 20, 2]
[43, 25, 4, 4, 38, 3, 0, 45, 11, 41, 13, 23, 21, 33, 21, 50, 32, 12, 33, 1, 46, 12, 0, 49, 47, 33, 9, 0, 49, 41, 31, 46, 44, 43, 48, 1, 6, 45, 11, 29, 35, 48, 0, 47, 38, 10, 6, 9, 5, 3, 47, 47, 5, 31, 37, 3, 47, 43, 23, 26, 43, 44, 33, 0, 47, 12, 11, 12, 17, 45, 34, 43, 42, 16, 50, 1, 7, 3, 45, 15, 25, 30, 32, 50, 20, 5, 6, 9, 13, 38, 30, 5, 41, 2, 26, 26, 50, 45, 45, 27, 0, 33, 0, 4, 28, 12, 25, 33, 45, 40, 15, 17, 32, 47, 34, 18, 9, 9, 32, 33, 26, 24, 49, 35, 49, 40, 17, 39, 9, 24, 27, 6, 38, 5, 40, 8, 9, 50, 36, 38, 46, 36, 46, 43, 49]
[45, 31, 39, 32, 16, 41, 30, 4, 9, 19, 34, 22, 19, 15, 50, 24, 49, 16, 17, 18, 0, 1, 46, 14, 37, 19, 18, 49, 0, 12, 29, 41, 44, 4, 40, 50, 15, 3, 33, 15, 18, 39, 26, 10, 35, 39, 7, 19, 16, 14, 9, 21, 47, 13, 30, 42, 39, 41, 45, 44, 46, 1, 6, 22, 0, 44, 7, 35, 38, 6, 35, 5, 48, 20, 44, 23, 1, 12, 48, 23, 7, 10, 27, 24, 14, 37, 30, 13, 5, 35, 23, 21, 46, 2, 36, 5, 35, 19, 4, 49, 3, 48, 36, 25, 34, 19, 7, 16, 22, 50, 6, 41, 42, 41, 34, 22, 32, 11, 32, 33, 18, 41, 45, 23, 47, 44, 47, 43, 30, 36, 33, 42, 31, 44, 10, 12, 18, 1, 40, 33, 1, 30, 50, 2, 21]
[24, 0, 15, 50, 40, 19, 11, 28, 27, 15, 21, 11, 40, 16, 34, 37, 18, 29, 48, 43, 37, 21, 4, 27, 12, 6, 43, 41, 12, 0, 27, 31, 38, 35, 19, 34, 0, 16, 47, 19, 33, 43, 0, 29, 17, 32, 29, 49, 29, 36, 10, 49, 4, 32, 2, 42, 9, 8, 17, 42, 10, 22, 0, 22, 1, 29, 46, 21, 50, 7, 3, 48, 41, 15, 42, 46, 17, 9, 5, 1, 26, 46, 6, 4, 24, 35, 28, 24, 34, 3, 32, 8, 37, 1, 10, 3, 27, 35, 13, 12, 17, 49, 8, 48, 20, 42, 30, 42, 7, 50, 20, 3, 1, 17, 5, 33, 41, 15, 21, 43, 31, 4, 13, 24, 5, 42, 43, 31, 13, 21, 27, 39, 20, 47, 42, 44, 11, 44, 40, 37, 9, 21, 9, 12, 8]
[48, 0, 22, 33, 20, 12, 44, 0, 41, 45, 7, 18, 32, 31, 34, 50, 43, 21, 21, 23, 39, 5, 23, 43, 38, 35, 7, 31, 29, 27, 0, 38, 28, 23, 19, 42, 5, 30, 18, 44, 36, 13, 37, 15, 32, 5, 41, 21, 17, 48, 12, 42, 7, 11, 15, 38, 8, 39, 24, 45, 39, 19, 15, 22, 44, 0, 50, 38, 32, 6, 17, 26, 0, 50, 20, 30, 17, 31, 14, 29, 25, 27, 12, 2, 21, 21, 38, 31, 42, 11, 2, 19, 34, 14, 36, 33, 11, 37, 28, 24, 31, 10, 21, 8, 1, 50, 2, 12, 17, 40, 41, 41, 46, 10, 20, 36, 44, 46, 48, 37, 1, 50, 11, 19, 41, 11, 44, 3, 24, 0, 5, 15, 18, 33, 27, 20, 47, 12, 14, 35, 1, 27, 4, 7, 38]
[38, 0, 46, 30, 5, 9, 24, 26, 29, 45, 29, 21, 49, 49, 35, 13, 29, 33, 40, 10, 34, 14, 44, 8, 43, 3, 12, 46, 41, 31, 38, 0, 29, 35, 13, 39, 30, 39, 36, 4, 34, 40, 31, 5, 15, 17, 22, 45, 49, 26, 42, 9, 20, 43, 28, 3, 10, 12, 42, 26, 31, 24, 16, 12, 31, 47, 46, 19, 10, 1, 29, 22, 32, 36, 48, 29, 33, 21, 32, 35, 15, 1, 15, 4, 36, 4, 34, 48, 50, 38, 38, 23, 17, 11, 23, 8, 31, 10, 27, 15, 3, 10, 26, 49, 37, 48, 47, 25, 46, 5, 1, 25, 9, 38, 34, 49, 36, 21, 35, 19, 20, 7, 33, 12, 3, 30, 47, 48, 26, 22, 37, 20, 49, 12, 20, 30, 35, 24, 6, 12, 39, 17, 41, 41, 11]
