N1,N2,...,Nx
[23, 32, 23, 0, 47, 48, 36, 23, 49, 1, 0, 0, 36, 35, 13, 4, 23, 3, 2, 0, 9, 31, 37, 12, 18, 30, 40, 20, 34, 38, 42, 30, 28, 28, 19, 22, 37, 42, 31, 11, 37, 31, 38, 31, 25, 9, 3, 10, 25, 38, 0, 10, 22, 11, 30, 41, 43, 49, 23, 37, 4, 13, 37, 32, 38, 41]
[14, 6, 43, 3, 48, 26, 40, 9, 12, 10, 0, 0, 37, 18, 38, 2, 12, 23, 31, 45, 3, 27, 10, 44, 25, 4, 9, 26, 31, 14, 34, 35, 4, 48, 29, 30, 32, 20, 29, 38, 47, 37, 29, 30, 49, 36, 40, 3, 4, 21, 48, 20, 35, 39, 29, 44, 8, 49, 37, 6, 1, 43, 39, 30, 20, 18]
[37, 45, 32, 45, 35, 40, 49, 32, 28, 33, 36, 37, 0, 36, 38, 35, 37, 21, 28, 26, 48, 20, 33, 31, 2, 48, 7, 21, 27, 42, 14, 13, 36, 0, 31, 13, 19, 10, 11, 35, 9, 49, 47, 13, 6, 0, 20, 26, 32, 6, 8, 27, 28, 34, 8, 19, 47, 3, 1, 46, 23, 32, 30, 23, 43, 36]
[19, 10, 15, 41, 37, 19, 38, 25, 37, 17, 35, 18, 36, 0, 15, 48, 0, 37, 26, 16, 8, 48, 47, 26, 27, 50, 40, 25, 46, 17, 3, 16, 40, 23, 22, 29, 33, 6, 47, 23, 41, 47, 32, 39, 16, 47, 34, 11, 24, 14, 47, 12, 31, 1, 30, 5, 23, 18, 9, 6, 5, 12, 17, 37, 6, 4]
[16, 29, 30, 34, 32, 44, 38, 27, 14, 40, 13, 38, 38, 15, 0, 41, 28, 30, 29, 17, 14, 42, 46, 34, 28, 9, 47, 24, 24, 23, 24, 31, 40, 28, 20, 17, 41, 5, 25, 4, 47, 19, 29, 50, 4, 9, 5, 44, 50, 15, 11, 42, 5, 22, 43, 14, 30, 13, 37, 47, 26, 46, 46, 15, 10, 24]
[40, 7, 2, 37, 6, 20, 47, 37, 13, 40, 4, 2, 35, 48, 41, 0, 12, 0, 50, 29, 7, 15, 2, 22, 34, 28, 5, 12, 17, 6, 5, 39, 11, 34, 50, 4, 4, 41, 49, 2, 46, 48, 41, 3, 44, 10, 29, 44, 13, 48, 19, 35, 46, 0, 25, 43, 21, 11, 12, 50, 30, 27, 20, 26, 30, 36]
[0, 8, 17, 12, 37, 32, 32, 17, 35, 18, 23, 12, 37, 0, 28, 12, 0, 3, 48, 29, 17, 17, 15, 11, 13, 4, 37, 50, 3, 24, 44, 4, 14, 35, 18, 34, 50, 3, 36, 35, 35, 43, 41, 15, 34, 18, 14, 27, 0, 29, 18, 13, 6, 0, 9, 38, 28, 16, 33, 46, 50, 15, 18, 31, 9, 1]
[7, 4, 25, 21, 17, 14, 7, 6, 20, 44, 3, 23, 21, 37, 30, 0, 3, 0, 10, 4, 40, 16, 17, 9, 40, 8, 39, 46, 7, 6, 47, 41, 50, 38, 17, 7, 16, 45, 2, 17, 4, 26, 43, 10, 29, 10, 31, 14, 16, 21, 44, 21, 27, 8, 1, 30, 34, 37, 4, 18, 12, 2, 10, 49, 34, 20]
[30, 36, 47, 43, 35, 33, 16, 32, 10, 23, 2, 31, 28, 26, 29, 50, 48, 10, 0, 46, 21, 7, 50, 48, 16, 1, 5, 22, 8, 7, 4, 21, 37, 23, 15, 12, 23, 20, 35, 29, 6, 12, 31, 7, 21, 42, 10, 36, 7, 36, 11, 30, 50, 39, 13, 46, 8, 12, 40, 19, 40, 14, 14, 37, 48, 46]
[44, 38, 33, 49, 0, 11, 32, 24, 29, 42, 0, 45, 26, 16, 17, 29, 29, 4, 46, 0, 19, 46, 44, 30, 27, 11, 3, 44, 50, 25, 8, 48, 30, 26, 14, 18, 40, 17, 11, 11, 14, 14, 32, 50, 7, 33, 33, 25, 15, 23, 31, 37, 40, 3, 47, 15, 5, 42, 26, 4, 32, 5, 13, 47, 26, 48]
[8, 45, 32, 46, 39, 20, 37, 37, 36, 17, 9, 3, 48, 8, 14, 7, 17, 40, 21, 19, 0, 31, 31, 4, 5, 50, 14, 24, 19, 12, 34, 11, 22, 50, 12, 19, 12, 6, 49, 43, 49, 14, 33, 25, 8, 25, 16, 43, 3, 2, 12, 9, 24, 39, 18, 46, 0, 6, 1, 37, 39, 41, 48, 7, 27, 27]
[2, 17, 23, 13, 7, 30, 14, 17, 31, 44, 31, 27, 20, 48, 42, 15, 17, 16, 7, 46, 31, 0, 28, 18, 18, 5, 33, 3, 50, 47, 1, 20, 47, 43, 48, 12, 37, 19, 1, 43, 17, 12, 20, 46, 6, 50, 23, 4, 38, 40, 35, 25, 25, 25, 11, 41, 45, 23, 14, 49, 0, 34, 22, 35, 21, 38]
[35, 49, 36, 21, 50, 45, 34, 17, 44, 25, 37, 10, 33, 47, 46, 2, 15, 17, 50, 44, 31, 28, 0, 2, 11, 35, 42, 46, 16, 46, 40, 50, 10, 44, 14, 5, 27, 42, 6, 12, 31, 17, 14, 41, 41, 38, 36, 46, 22, 1, 0, 4, 41, 3, 26, 45, 15, 22, 40, 11, 9, 39, 0, 19, 23, 38]
[0, 25, 22, 50, 8, 2, 12, 36, 14, 10, 12, 44, 31, 26, 34, 22, 11, 9, 48, 30, 4, 18, 2, 0, 22, 30, 13, 19, 1, 27, 28, 22, 28, 0, 50, 26, 38, 22, 20, 24, 40, 30, 39, 40, 9, 33, 9, 42, 38, 4, 18, 37, 12, 35, 15, 29, 19, 22, 42, 1, 48, 36, 19, 2, 43, 39]
[2, 11, 43, 34, 18, 23, 11, 14, 35, 29, 18, 25, 2, 27, 28, 34, 13, 40, 16, 27, 5, 18, 11, 22, 0, 9, 42, 15, 40, 28, 35, 50, 42, 26, 8, 30, 36, 7, 1, 48, 42, 50, 34, 47, 18, 19, 35, 10, 7, 15, 10, 6, 40, 10, 26, 13, 48, 14, 19, 5, 13, 11, 31, 6, 9, 37]
[9, 23, 12, 34, 48, 6, 7, 41, 50, 39, 30, 4, 48, 50, 9, 28, 4, 8, 1, 11, 50, 5, 35, 30, 9, 0, 39, 28, 11, 37, 26, 11, 2, 21, 9, 50, 2, 31, 30, 20, 37, 27, 6, 1, 10, 45, 49, 11, 27, 46, 19, 26, 0, 4, 4, 5, 20, 37, 19, 4, 49, 42, 22, 11, 38, 26]
[11, 36, 3, 29, 39, 43, 49, 37, 13, 38, 40, 9, 7, 40, 47, 5, 37, 39, 5, 3, 14, 33, 42, 13, 42, 39, 0, 1, 28, 8, 28, 38, 17, 7, 12, 46, 33, 8, 36, 19, 27, 50, 2, 16, 48, 20, 7, 28, 15, 10, 39, 5, 24, 0, 16, 34, 43, 2, 48, 45, 39, 14, 10, 10, 6, 2]
[16, 47, 0, 18, 39, 19, 25, 12, 6, 45, 20, 26, 21, 25, 24, 12, 50, 46, 22, 44, 24, 3, 46, 19, 15, 28, 1, 0, 42, 15, 48, 6, 22, 17, 12, 21, 13, 41, 27, 28, 14, 26, 42, 40, 49, 9, 8, 26, 9, 32, 4, 50, 34, 29, 13, 15, 34, 24, 47, 42, 10, 27, 49, 32, 5, 48]
[42, 31, 3, 47, 39, 32, 42, 37, 29, 4, 34, 31, 27, 46, 24, 17, 3, 7, 8, 50, 19, 50, 16, 1, 40, 11, 28, 42, 0, 12, 47, 20, 39, 12, 6, 49, 24, 12, 1, 14, 10, 33, 16, 3, 2, 31, 20, 25, 21, 48, 15, 27, 49, 28, 35, 22, 17, 9, 13, 41, 46, 31, 38, 8, 15, 34]
[32, 50, 48, 2, 22, 46, 18, 38, 49, 13, 38, 14, 42, 17, 23, 6, 24, 6, 7, 25, 12, 47, 46, 27, 28, 37, 8, 15, 12, 0, 8, 50, 18, 14, 32, 15, 11, 5, 45, 4, 5, 25, 32, 46, 50, 25, 15, 26, 11, 50, 42, 25, 40, 28, 31, 8, 3, 11, 47, 45, 47, 20, 23, 36, 18, 28]
[2, 34, 29, 15, 18, 12, 2, 15, 48, 32, 42, 34, 14, 3, 24, 5, 44, 47, 4, 8, 34, 1, 40, 28, 35, 26, 28, 48, 47, 8, 0, 46, 18, 6, 31, 1, 44, 50, 27, 7, 16, 20, 25, 25, 37, 13, 9, 22, 37, 44, 24, 44, 40, 36, 1, 26, 29, 21, 20, 38, 27, 25, 32, 41, 21, 15]
[14, 24, 31, 33, 7, 47, 45, 50, 11, 17, 30, 35, 13, 16, 31, 39, 4, 41, 21, 48, 11, 20, 50, 22, 50, 11, 38, 6, 20, 50, 46, 0, 21, 36, 38, 40, 13, 48, 7, 42, 33, 3, 50, 39, 27, 1, 19, 32, 25, 9, 20, 24, 14, 10, 0, 33, 4, 20, 9, 12, 34, 39, 50, 12, 31, 29]
[30, 34, 24, 49, 41, 19, 36, 24, 34, 11, 28, 4, 36, 40, 40, 11, 14, 50, 37, 30, 22, 47, 10, 28, 42, 2, 17, 22, 39, 18, 18, 21, 0, 4, 47, 10, 18, 15, 26, 49, 6, 33, 23, 17, 23, 15, 50, 43, 14, 44, 3, 5, 50, 8, 30, 33, 27, 33, 6, 27, 38, 15, 9, 42, 1, 0]
[37, 14, 9, 16, 23, 43, 16, 23, 28, 46, 28, 48, 0, 23, 28, 34, 35, 38, 23, 26, 50, 43, 44, 0, 26, 21, 7, 17, 12, 14, 6, 36, 4, 0, 42, 15, 45, 16, 46, 29, 14, 28, 4, 21, 26, 33, 45, 47, 8, 20, 43, 27, 13, 46, 18, 43, 49, 0, 26, 19, 25, 14, 34, 40, 32, 41]
[44, 15, 44, 25, 41, 8, 18, 48, 27, 46, 19, 29, 31, 22, 20, 50, 18, 17, 15, 14, 12, 48, 14, 50, 8, 9, 12, 12, 6, 32, 31, 38, 47, 42, 0, 6, 32, 10, 11, 29, 31, 9, 0, 48, 15, 27, 32, 39, 1, 25, 30, 41, 50, 43, 13, 8, 6, 25, 36, 24, 30, 22, 15, 32, 23, 37]
[27, 36, 19, 14, 2, 14, 49, 21, 43, 24, 22, 30, 13, 29, 17, 4, 34, 7, 12, 18, 19, 12, 5, 26, 30, 50, 46, 21, 49, 15, 1, 40, 10, 15, 6, 0, 2, 8, 24, 38, 24, 3, 34, 26, 5, 23, 48, 13, 24, 14, 48, 24, 29, 20, 1, 23, 47, 25, 44, 34, 46, 19, 45, 21, 17, 5]
[18, 21, 32, 3, 8, 28, 37, 7, 3, 23, 37, 32, 19, 33, 41, 4, 50, 16, 23, 40, 12, 37, 27, 38, 36, 2, 33, 13, 24, 11, 44, 13, 18, 45, 32, 2, 0, 7, 3, 4, 4, 0, 7, 29, 36, 40, 9, 36, 14, 25, 26, 13, 15, 47, 1, 43, 42, 45, 8, 43, 48, 42, 45, 29, 9, 15]
[30, 44, 12, 48, 32, 30, 19, 7, 9, 28, 42, 20, 10, 6, 5, 41, 3, 45, 20, 17, 6, 19, 42, 22, 7, 31, 8, 41, 12, 5, 50, 48, 15, 16, 10, 8, 7, 0, 37, 24, 0, 19, 30, 43, 30, 22, 12, 15, 23, 26, 27, 7, 34, 6, 42, 23, 43, 6, 3, 19, 44, 9, 35, 31, 34, 21]
[44, 3, 23, 37, 24, 34, 21, 16, 47, 4, 31, 29, 11, 47, 25, 49, 36, 2, 35, 11, 49, 1, 6, 20, 1, 30, 36, 27, 1, 45, 27, 7, 26, 46, 11, 24, 3, 37, 0, 26, 18, 46, 23, 49, 16, 0, 0, 0, 32, 48, 11, 5, 31, 35, 24, 27, 29, 23, 17, 40, 21, 28, 4, 24, 29, 42]
[1, 41, 30, 27, 42, 31, 10, 18, 27, 30, 11, 38, 35, 23, 4, 2, 35, 17, 29, 11, 43, 43, 12, 24, 48, 20, 19, 28, 14, 4, 7, 42, 49, 29, 29, 38, 4, 24, 26, 0, 15, 45, 0, 10, 5, 28, 1, 13, 35, 10, 3, 14, 7, 2, 44, 3, 47, 44, 39, 22, 41, 33, 2, 27, 32, 7]
[17, 36, 9, 23, 28, 8, 10, 35, 35, 9, 37, 47, 9, 41, 47, 46, 35, 4, 6, 14, 49, 17, 31, 40, 42, 37, 27, 14, 10, 5, 16, 33, 6, 14, 31, 24, 4, 0, 18, 15, 0, 1, 22, 0, 46, 1, 26, 32, 14, 14, 11, 38, 15, 8, 45, 47, 30, 34, 8, 50, 20, 45, 47, 22, 37, 36]
[5, 2, 50, 21, 30, 17, 38, 43, 32, 28, 31, 37, 49, 47, 19, 48, 43, 26, 12, 14, 14, 12, 17, 30, 50, 27, 50, 26, 33, 25, 20, 3, 33, 28, 9, 3, 0, 19, 46, 45, 1, 0, 43, 12, 41, 4, 34, 43, 11, 29, 18, 34, 7, 22, 7, 12, 23, 35, 22, 16, 6, 11, 25, 20, 39, 40]
[23, 3, 11, 44, 26, 10, 22, 1, 3, 39, 38, 29, 47, 32, 29, 41, 41, 43, 31, 32, 33, 20, 14, 39, 34, 6, 2, 42, 16, 32, 25, 50, 23, 4, 0, 34, 7, 30, 23, 0, 22, 43, 0, 10, 46, 24, 24, 38, 37, 38, 48, 21, 30, 50, 34, 24, 14, 9, 47, 27, 29, 4, 21, 18, 20, 13]
[22, 13, 17, 14, 17, 6, 22, 23, 20, 4, 31, 30, 13, 39, 50, 3, 15, 10, 7, 50, 25, 46, 41, 40, 47, 1, 16, 40, 3, 46, 25, 39, 17, 21, 48, 26, 29, 43, 49, 10, 0, 12, 10, 0, 25, 5, 14, 20, 14, 21, 40, 36, 22, 8, 2, 1, 5, 33, 42, 34, 9, 47, 11, 30, 17, 0]
[4, 42, 18, 15, 40, 17, 5, 2, 30, 35, 25, 49, 6, 16, 4, 44, 34, 29, 21, 7, 8, 6, 41, 9, 18, 10, 48, 49, 2, 50, 37, 27, 23, 26, 15, 5, 36, 30, 16, 5, 46, 41, 46, 25, 0, 16, 29, 29, 11, 35, 16, 3, 37, 38, 4, 18, 39, 36, 16, 43, 2, 13, 8, 23, 47, 6]
[38, 30, 29, 28, 45, 34, 43, 17, 16, 5, 9, 36, 0, 47, 9, 10, 18, 10, 42, 33, 25, 50, 38, 33, 19, 45, 20, 9, 31, 25, 13, 1, 15, 33, 27, 23, 40, 22, 0, 28, 1, 4, 24, 5, 16, 0, 22, 43, 25, 43, 33, 44, 32, 34, 0, 18, 1, 17, 7, 33, 0, 2, 8, 4, 16, 25]
[29, 18, 49, 1, 41, 28, 22, 32, 40, 31, 3, 40, 20, 34, 5, 29, 14, 31, 10, 33, 16, 23, 36, 9, 35, 49, 7, 8, 20, 15, 9, 19, 50, 45, 32, 48, 9, 12, 0, 1, 26, 34, 24, 14, 29, 22, 0, 46, 5, 26, 12, 28, 48, 22, 42, 8, 21, 10, 17, 15, 15, 11, 7, 42, 26, 46]
[36, 40, 33, 42, 10, 3, 30, 50, 11, 26, 10, 3, 26, 11, 44, 44, 27, 14, 36, 25, 43, 4, 46, 42, 10, 11, 28, 26, 25, 26, 22, 32, 43, 47, 39, 13, 36, 15, 0, 13, 32, 43, 38, 20, 29, 43, 46, 0, 47, 3, 15, 39, 22, 30, 25, 26, 26, 10, 11, 36, 38, 45, 38, 33, 11, 28]
[10, 35, 28, 31, 7, 28, 6, 37, 23, 18, 25, 4, 32, 24, 50, 13, 0, 16, 7, 15, 3, 38, 22, 38, 7, 27, 15, 9, 21, 11, 37, 25, 14, 8, 1, 24, 14, 23, 32, 35, 14, 11, 37, 14, 11, 25, 5, 47, 0, 26, 50, 16, 48, 3, 28, 47, 26, 26, 47, 35, 37, 12, 25, 21, 42, 8]
[48, 16, 31, 4, 41, 10, 45, 30, 24, 3, 38, 21, 6, 14, 15, 48, 29, 21, 36, 23, 2, 40, 1, 4, 15, 46, 10, 32, 48, 50, 44, 9, 44, 20, 25, 14, 25, 26, 48, 10, 14, 29, 38, 21, 35, 43, 26, 3, 26, 0, 15, 42, 37, 4, 21, 6, 0, 10, 26, 13, 15, 37, 19, 24, 47, 34]
[12, 24, 9, 33, 30, 49, 23, 0, 5, 23, 0, 48, 8, 47, 11, 19, 18, 44, 11, 31, 12, 35, 0, 18, 10, 19, 39, 4, 15, 42, 24, 20, 3, 43, 30, 48, 26, 27, 11, 3, 11, 18, 48, 40, 16, 33, 12, 15, 50, 15, 0, 20, 27, 45, 40, 16, 15, 28, 16, 32, 46, 24, 39, 22, 10, 14]
[12, 0, 5, 8, 23, 45, 46, 22, 45, 20, 10, 20, 27, 12, 42, 35, 13, 21, 30, 37, 9, 25, 4, 37, 6, 26, 5, 50, 27, 25, 44, 24, 5, 27, 41, 24, 13, 7, 5, 14, 38, 34, 21, 36, 3, 44, 28, 39, 16, 42, 20, 0, 20, 34, 14, 12, 33, 25, 0, 11, 40, 43, 0, 28, 13, 26]
[34, 47, 36, 45, 29, 39, 46, 22, 35, 40, 22, 35, 28, 31, 5, 46, 6, 27, 50, 40, 24, 25, 41, 12, 40, 0, 24, 34, 49, 40, 40, 14, 50, 13, 50, 29, 15, 34, 31, 7, 15, 7, 30, 22, 37, 32, 48, 22, 48, 37, 27, 20, 0, 2, 30, 13, 44, 0, 21, 45, 2, 7, 46, 41, 50, 25]
[22, 25, 26, 13, 36, 50, 47, 35, 43, 50, 11, 39, 34, 1, 22, 0, 0, 8, 39, 3, 39, 25, 3, 35, 10, 4, 0, 29, 28, 28, 36, 10, 8, 46, 43, 20, 47, 6, 35, 2, 8, 22, 50, 8, 38, 34, 22, 30, 3, 4, 45, 34, 2, 0, 0, 22, 6, 48, 33, 1, 41, 45, 16, 4, 31, 1]
[32, 14, 32, 7, 46, 0, 18, 14, 44, 28, 30, 29, 8, 30, 43, 25, 9, 1, 13, 47, 18, 11, 26, 15, 26, 4, 16, 13, 35, 31, 1, 0, 30, 18, 13, 1, 1, 42, 24, 44, 45, 7, 34, 2, 4, 0, 42, 25, 28, 21, 40, 14, 30, 0, 0, 32, 0, 1, 24, 19, 17, 49, 21, 31, 13, 34]
[32, 17, 34, 13, 4, 22, 32, 7, 5, 41, 41, 44, 19, 5, 14, 43, 38, 30, 46, 15, 46, 41, 45, 29, 13, 5, 34, 15, 22, 8, 26, 33, 33, 43, 8, 23, 43, 23, 27, 3, 47, 12, 24, 1, 18, 18, 8, 26, 47, 6, 16, 12, 13, 22, 32, 0, 26, 18, 1, 7, 46, 18, 43, 10, 36, 3]
[31, 11, 0, 38, 31, 7, 49, 22, 6, 20, 43, 8, 47, 23, 30, 21, 28, 34, 8, 5, 0, 45, 15, 19, 48, 20, 43, 34, 17, 3, 29, 4, 27, 49, 6, 47, 42, 43, 29, 47, 30, 23, 14, 5, 39, 1, 21, 26, 26, 0, 15, 33, 44, 6, 0, 26, 0, 38, 8, 37, 44, 25, 42, 46, 10, 24]
[6, 38, 17, 7, 30, 46, 25, 33, 23, 6, 49, 49, 3, 18, 13, 11, 16, 37, 12, 42, 6, 23, 22, 22, 14, 37, 2, 24, 9, 11, 21, 20, 33, 0, 25, 25, 45, 6, 23, 44, 34, 35, 9, 33, 36, 17, 10, 10, 26, 10, 28, 25, 0, 48, 1, 18, 38, 0, 37, 19, 23, 18, 14, 0, 25, 39]
[16, 46, 14, 48, 9, 29, 6, 31, 1, 13, 23, 37, 1, 9, 37, 12, 33, 4, 40, 26, 1, 14, 40, 42, 19, 19, 48, 47, 13, 47, 20, 9, 6, 26, 36, 44, 8, 3, 17, 39, 8, 22, 47, 42, 16, 7, 17, 11, 47, 26, 16, 0, 21, 33, 24, 1, 8, 37, 0, 26, 9, 27, 49, 13, 13, 38]
[6, 32, 22, 23, 23, 28, 50, 33, 11, 29, 37, 6, 46, 6, 47, 50, 46, 18, 19, 4, 37, 49, 11, 1, 5, 4, 45, 42, 41, 45, 38, 12, 27, 19, 24, 34, 43, 19, 40, 22, 50, 16, 27, 34, 43, 33, 15, 36, 35, 13, 32, 11, 45, 1, 19, 7, 37, 19, 26, 0, 39, 14, 25, 3, 42, 25]
[10, 1, 24, 25, 30, 15, 32, 0, 45, 42, 4, 1, 23, 5, 26, 30, 50, 12, 40, 32, 39, 0, 9, 48, 13, 49, 39, 10, 46, 47, 27, 34, 38, 25, 30, 46, 48, 44, 21, 41, 20, 6, 29, 9, 2, 0, 15, 38, 37, 15, 46, 40, 2, 41, 17, 46, 44, 23, 9, 39, 0, 30, 42, 18, 30, 3]
[34, 13, 0, 20, 45, 44, 40, 33, 11, 28, 13, 43, 32, 12, 46, 27, 15, 2, 14, 5, 41, 34, 39, 36, 11, 42, 14, 27, 31, 20, 25, 39, 15, 14, 22, 19, 42, 9, 28, 33, 45, 11, 4, 47, 13, 2, 11, 45, 12, 37, 24, 43, 7, 45, 49, 18, 25, 18, 27, 14, 30, 0, 27, 27, 43, 31]
[49, 30, 47, 46, 30, 38, 5, 46, 45, 6, 37, 39, 30, 17, 46, 20, 18, 10, 14, 13, 48, 22, 0, 19, 31, 22, 10, 49, 38, 23, 32, 50, 9, 34, 15, 45, 45, 35, 4, 2, 47, 25, 21, 11, 8, 8, 7, 38, 25, 19, 39, 0, 46, 16, 21, 43, 42, 14, 49, 25, 42, 27, 0, 37, 40, 37]
[14, 48, 31, 6, 16, 33, 49, 32, 49, 29, 32, 30, 23, 37, 15, 26, 31, 49, 37, 47, 7, 35, 19, 2, 6, 11, 10, 32, 8, 36, 41, 12, 42, 40, 32, 21, 29, 31, 24, 27, 22, 20, 18, 30, 23, 4, 42, 33, 21, 24, 22, 28, 41, 4, 31, 10, 46, 0, 13, 3, 18, 27, 37, 0, 9, 9]
[38, 0, 44, 23, 5, 42, 19, 24, 7, 41, 38, 20, 43, 6, 10, 30, 9, 34, 48, 26, 27, 21, 23, 43, 9, 38, 6, 5, 15, 18, 21, 31, 1, 32, 23, 17, 9, 34, 29, 32, 37, 39, 20, 17, 47, 16, 26, 11, 42, 47, 10, 13, 50, 31, 13, 36, 10, 25, 13, 42, 30, 43, 40, 9, 0, 21]
[25, 14, 30, 34, 13, 16, 26, 30, 10, 36, 41, 18, 36, 4, 24, 36, 1, 20, 46, 48, 27, 38, 38, 39, 37, 26, 2, 48, 34, 28, 15, 29, 0, 41, 37, 5, 15, 21, 42, 7, 36, 40, 13, 0, 6, 25, 46, 28, 8, 34, 14, 26, 25, 1, 34, 3, 24, 39, 38, 25, 3, 31, 37, 9, 21, 0]
