N1,N2,...,Nx
[23, 17, 0, 33, 45, 2, 43, 2, 48, 46, 29, 29, 47, 31, 28, 20, 6, 1, 44, 14, 34, 0, 21, 13, 24, 32, 1, 9, 36, 33, 26, 14, 15, 1, 35, 39, 17, 49, 6, 14, 12, 43, 36, 31, 21, 26, 41, 30, 47, 16, 0, 13, 50, 0, 0, 15, 13, 17, 2, 17, 22, 7, 22, 46, 46, 44, 16, 28, 4, 15]
[10, 48, 33, 33, 1, 2, 30, 40, 37, 8, 50, 31, 42, 48, 31, 35, 10, 7, 21, 33, 35, 21, 0, 20, 43, 0, 46, 38, 21, 3, 37, 41, 31, 41, 47, 0, 32, 13, 6, 14, 45, 36, 46, 24, 0, 35, 41, 34, 41, 11, 43, 46, 34, 15, 7, 48, 34, 22, 48, 13, 21, 37, 3, 28, 35, 0, 17, 28, 21, 25]
[48, 6, 38, 36, 24, 20, 44, 34, 48, 41, 20, 41, 0, 44, 17, 28, 47, 23, 2, 11, 46, 13, 20, 0, 9, 29, 14, 24, 40, 38, 0, 43, 48, 19, 36, 31, 29, 21, 46, 19, 28, 36, 2, 14, 37, 3, 9, 25, 32, 33, 14, 4, 19, 34, 17, 9, 21, 33, 44, 37, 19, 41, 32, 50, 47, 14, 41, 16, 33, 27]
[4, 13, 7, 14, 48, 8, 6, 40, 17, 22, 24, 1, 47, 9, 2, 24, 35, 5, 44, 24, 18, 24, 43, 9, 0, 3, 23, 2, 10, 17, 9, 5, 16, 2, 26, 33, 36, 22, 6, 18, 29, 7, 12, 40, 17, 0, 41, 42, 49, 32, 18, 30, 32, 30, 47, 35, 5, 41, 10, 41, 4, 33, 27, 46, 17, 29, 48, 7, 48, 6]
[19, 39, 49, 28, 25, 14, 39, 18, 35, 4, 18, 21, 20, 22, 50, 33, 29, 16, 47, 28, 16, 32, 0, 29, 3, 0, 31, 40, 39, 47, 27, 4, 11, 11, 43, 24, 31, 8, 48, 15, 21, 23, 14, 14, 47, 32, 14, 0, 1, 35, 45, 12, 5, 33, 47, 1, 35, 6, 45, 43, 44, 0, 14, 28, 14, 0, 43, 29, 33, 40]
[50, 15, 12, 7, 46, 22, 28, 24, 23, 10, 37, 16, 14, 39, 38, 26, 35, 38, 32, 50, 42, 1, 46, 14, 23, 31, 0, 38, 32, 15, 16, 12, 36, 1, 39, 27, 29, 34, 5, 15, 44, 43, 45, 38, 4, 25, 48, 5, 46, 16, 3, 32, 10, 11, 43, 49, 18, 12, 4, 18, 15, 35, 2, 23, 35, 35, 30, 35, 0, 27]
[50, 29, 41, 5, 38, 40, 40, 32, 37, 30, 4, 2, 48, 9, 36, 49, 40, 7, 16, 21, 6, 9, 38, 24, 2, 40, 38, 0, 26, 30, 47, 17, 26, 46, 25, 23, 25, 6, 21, 22, 44, 16, 49, 17, 11, 5, 21, 45, 1, 7, 47, 44, 46, 22, 41, 1, 31, 21, 27, 36, 40, 12, 14, 41, 36, 27, 0, 40, 26, 38]
[44, 41, 27, 34, 19, 43, 18, 21, 32, 30, 12, 45, 48, 2, 38, 27, 11, 42, 26, 46, 26, 36, 21, 40, 10, 39, 32, 26, 0, 37, 35, 8, 19, 13, 42, 24, 32, 38, 50, 18, 17, 6, 16, 24, 15, 28, 43, 37, 6, 37, 20, 13, 7, 30, 32, 45, 44, 34, 41, 46, 23, 26, 41, 49, 40, 12, 2, 5, 36, 15]
[42, 32, 26, 20, 0, 12, 26, 8, 29, 10, 25, 19, 19, 42, 30, 5, 40, 7, 49, 1, 35, 33, 3, 38, 17, 47, 15, 30, 37, 0, 38, 44, 50, 23, 35, 36, 0, 12, 0, 4, 40, 37, 15, 25, 9, 9, 19, 0, 49, 41, 37, 23, 45, 41, 37, 45, 3, 21, 11, 14, 30, 4, 7, 34, 23, 0, 37, 47, 35, 22]
[44, 45, 8, 27, 29, 11, 14, 12, 1, 3, 47, 41, 13, 38, 28, 13, 1, 16, 47, 39, 31, 26, 37, 0, 9, 27, 16, 47, 35, 38, 0, 17, 26, 17, 13, 29, 47, 48, 20, 27, 44, 38, 44, 43, 15, 43, 11, 6, 50, 2, 18, 10, 22, 39, 48, 10, 2, 25, 7, 42, 4, 46, 26, 31, 27, 16, 17, 10, 23, 21]
[42, 7, 13, 5, 9, 43, 16, 49, 15, 38, 48, 11, 3, 22, 2, 48, 28, 50, 41, 44, 50, 14, 41, 43, 5, 4, 12, 17, 8, 44, 17, 0, 30, 26, 24, 26, 3, 49, 49, 38, 6, 15, 1, 38, 10, 49, 37, 4, 1, 48, 8, 15, 23, 47, 12, 12, 6, 27, 46, 34, 2, 46, 29, 8, 24, 21, 26, 15, 29, 49]
[8, 12, 45, 47, 4, 29, 30, 16, 10, 41, 0, 44, 17, 35, 27, 50, 42, 30, 10, 0, 26, 15, 31, 48, 16, 11, 36, 26, 19, 50, 26, 30, 0, 25, 21, 42, 33, 5, 41, 2, 21, 23, 32, 10, 0, 9, 24, 8, 31, 36, 26, 42, 19, 48, 48, 43, 39, 7, 3, 50, 43, 9, 29, 20, 11, 35, 17, 8, 22, 38]
[3, 33, 41, 24, 22, 33, 23, 2, 10, 13, 33, 44, 35, 27, 48, 25, 26, 47, 12, 34, 6, 1, 41, 19, 2, 11, 1, 46, 13, 23, 17, 26, 25, 0, 43, 13, 25, 17, 1, 46, 47, 30, 23, 42, 30, 33, 35, 37, 45, 32, 23, 17, 24, 34, 45, 34, 12, 28, 32, 7, 17, 18, 28, 43, 8, 40, 27, 30, 19, 44]
[14, 15, 43, 44, 30, 12, 13, 39, 35, 20, 27, 4, 37, 35, 46, 24, 2, 36, 43, 2, 41, 35, 47, 36, 26, 43, 39, 25, 42, 35, 13, 24, 21, 43, 0, 40, 9, 14, 36, 26, 27, 15, 11, 43, 12, 12, 30, 46, 49, 10, 10, 19, 49, 27, 20, 19, 5, 17, 19, 31, 22, 23, 32, 22, 15, 24, 29, 15, 32, 37]
[16, 47, 10, 2, 37, 21, 30, 48, 18, 44, 24, 26, 28, 32, 35, 3, 42, 6, 42, 8, 19, 39, 0, 31, 33, 24, 27, 23, 24, 36, 29, 26, 42, 13, 40, 0, 30, 29, 46, 21, 21, 27, 4, 6, 47, 50, 15, 21, 28, 32, 26, 46, 11, 30, 27, 34, 36, 9, 21, 14, 6, 7, 18, 26, 22, 18, 30, 21, 47, 34]
[25, 28, 9, 22, 49, 1, 48, 11, 2, 38, 26, 30, 35, 24, 34, 23, 5, 35, 29, 9, 28, 17, 32, 29, 36, 31, 29, 25, 32, 0, 47, 3, 33, 25, 9, 30, 0, 9, 43, 19, 29, 46, 36, 7, 4, 3, 6, 13, 11, 31, 47, 31, 11, 27, 13, 44, 8, 44, 33, 14, 28, 40, 16, 9, 42, 37, 13, 6, 10, 14]
[47, 9, 19, 35, 28, 15, 4, 23, 50, 49, 28, 35, 33, 24, 47, 44, 29, 34, 21, 49, 17, 49, 13, 21, 22, 8, 34, 6, 38, 12, 48, 49, 5, 17, 14, 29, 9, 0, 12, 10, 49, 21, 45, 27, 39, 8, 47, 20, 49, 0, 9, 26, 26, 21, 38, 5, 23, 50, 45, 21, 9, 18, 31, 6, 37, 24, 29, 9, 15, 13]
[15, 12, 35, 39, 20, 7, 35, 8, 26, 10, 16, 6, 49, 35, 47, 44, 46, 1, 32, 0, 39, 6, 6, 46, 6, 48, 5, 21, 50, 0, 20, 49, 41, 1, 36, 46, 43, 12, 0, 46, 11, 41, 36, 5, 24, 48, 14, 5, 34, 18, 47, 23, 38, 6, 38, 12, 11, 19, 20, 5, 8, 24, 24, 49, 11, 28, 22, 8, 19, 43]
[21, 23, 16, 12, 20, 16, 46, 2, 16, 11, 28, 23, 35, 19, 40, 16, 23, 36, 38, 50, 34, 14, 14, 19, 18, 15, 15, 22, 18, 4, 27, 38, 2, 46, 26, 21, 19, 10, 46, 0, 35, 36, 35, 29, 33, 37, 42, 11, 13, 6, 28, 38, 1, 7, 41, 3, 22, 24, 42, 43, 45, 0, 47, 38, 27, 47, 40, 25, 3, 8]
[2, 15, 33, 37, 23, 9, 14, 4, 14, 11, 3, 23, 49, 16, 17, 22, 25, 11, 35, 23, 50, 12, 45, 28, 29, 21, 44, 44, 17, 40, 44, 6, 21, 47, 27, 21, 29, 49, 11, 35, 0, 45, 28, 36, 33, 21, 19, 47, 14, 39, 31, 38, 26, 29, 44, 30, 26, 31, 28, 16, 46, 41, 0, 34, 32, 7, 1, 12, 48, 42]
[22, 25, 14, 27, 48, 42, 11, 29, 43, 22, 33, 26, 3, 19, 1, 19, 22, 46, 28, 46, 31, 43, 36, 36, 7, 23, 43, 16, 6, 37, 38, 15, 23, 30, 15, 27, 46, 21, 41, 36, 45, 0, 33, 26, 13, 11, 13, 33, 22, 9, 10, 43, 3, 22, 37, 9, 4, 20, 3, 34, 16, 23, 50, 40, 12, 35, 12, 24, 16, 43]
[17, 20, 5, 31, 4, 29, 20, 43, 32, 44, 37, 17, 44, 26, 34, 21, 47, 19, 48, 7, 8, 36, 46, 2, 12, 14, 45, 49, 16, 15, 44, 1, 32, 23, 11, 4, 36, 45, 36, 35, 28, 33, 0, 31, 41, 21, 30, 30, 37, 7, 0, 45, 31, 39, 38, 17, 2, 8, 17, 13, 10, 6, 40, 20, 2, 19, 28, 49, 10, 3]
[11, 14, 12, 31, 16, 17, 26, 46, 35, 1, 36, 48, 13, 33, 35, 8, 25, 20, 9, 38, 33, 31, 24, 14, 40, 14, 38, 17, 24, 25, 43, 38, 10, 42, 43, 6, 7, 27, 5, 29, 36, 26, 31, 0, 26, 32, 34, 17, 13, 8, 46, 40, 46, 7, 33, 20, 8, 18, 25, 29, 38, 40, 23, 42, 9, 25, 36, 20, 15, 12]
[10, 6, 45, 15, 40, 36, 44, 2, 26, 7, 19, 17, 50, 12, 22, 41, 42, 18, 13, 33, 12, 21, 0, 37, 17, 47, 4, 11, 15, 9, 15, 10, 0, 30, 12, 47, 4, 39, 24, 33, 33, 13, 41, 26, 0, 34, 12, 18, 35, 11, 46, 19, 14, 50, 39, 10, 23, 47, 30, 20, 42, 1, 20, 41, 32, 46, 34, 43, 4, 5]
[4, 41, 15, 3, 1, 5, 24, 35, 35, 46, 1, 12, 26, 44, 36, 16, 37, 36, 44, 24, 41, 26, 35, 3, 0, 32, 25, 5, 28, 9, 43, 49, 9, 33, 12, 50, 3, 8, 48, 37, 21, 11, 21, 32, 34, 0, 37, 34, 31, 13, 12, 0, 18, 50, 17, 42, 49, 50, 31, 5, 41, 45, 8, 20, 10, 9, 28, 29, 20, 32]
[13, 13, 13, 6, 12, 47, 12, 24, 17, 46, 23, 27, 12, 14, 42, 15, 8, 5, 41, 4, 13, 41, 41, 9, 41, 14, 48, 21, 43, 19, 11, 37, 24, 35, 30, 15, 6, 47, 14, 42, 19, 13, 30, 34, 12, 37, 0, 41, 50, 2, 5, 32, 41, 26, 30, 6, 0, 49, 20, 32, 47, 28, 31, 27, 1, 14, 3, 41, 9, 18]
[32, 13, 24, 19, 30, 16, 18, 3, 29, 14, 26, 4, 45, 4, 29, 29, 49, 38, 41, 25, 23, 30, 34, 25, 42, 0, 5, 45, 37, 0, 6, 4, 8, 37, 46, 21, 13, 20, 5, 11, 47, 33, 30, 17, 18, 34, 41, 0, 41, 13, 48, 12, 2, 46, 17, 45, 49, 12, 47, 21, 41, 40, 41, 37, 20, 28, 2, 27, 17, 42]
[50, 45, 21, 1, 14, 46, 50, 1, 34, 23, 40, 1, 29, 32, 17, 21, 13, 34, 40, 2, 34, 47, 41, 32, 49, 1, 46, 1, 6, 49, 50, 1, 31, 45, 49, 28, 11, 49, 34, 13, 14, 22, 37, 13, 35, 31, 50, 41, 0, 26, 24, 29, 12, 23, 31, 4, 14, 42, 41, 39, 30, 37, 14, 50, 40, 28, 7, 30, 32, 47]
[31, 0, 2, 50, 43, 28, 48, 10, 46, 2, 35, 3, 28, 12, 38, 28, 29, 32, 41, 7, 11, 16, 11, 33, 32, 35, 16, 7, 37, 41, 2, 48, 36, 32, 10, 32, 31, 0, 18, 6, 39, 9, 7, 8, 11, 13, 2, 13, 26, 0, 24, 42, 19, 40, 30, 33, 20, 12, 27, 40, 20, 40, 11, 29, 7, 39, 33, 40, 8, 47]
[19, 44, 28, 14, 26, 35, 35, 26, 32, 19, 6, 5, 30, 11, 28, 13, 37, 50, 43, 9, 34, 0, 43, 14, 18, 45, 3, 47, 20, 37, 18, 8, 26, 23, 10, 26, 47, 9, 47, 28, 31, 10, 0, 46, 46, 12, 5, 48, 24, 24, 0, 15, 40, 32, 16, 1, 9, 9, 36, 41, 46, 31, 10, 46, 2, 12, 7, 42, 49, 44]
[30, 13, 8, 35, 35, 44, 6, 47, 5, 13, 10, 16, 17, 17, 41, 14, 5, 37, 45, 48, 20, 13, 46, 4, 30, 12, 32, 44, 13, 23, 10, 15, 42, 17, 19, 46, 31, 26, 23, 38, 38, 43, 45, 40, 19, 0, 32, 12, 29, 42, 15, 0, 40, 20, 21, 3, 45, 3, 27, 3, 4, 48, 1, 41, 2, 28, 22, 50, 27, 8]
[22, 10, 46, 35, 16, 39, 40, 14, 7, 13, 25, 50, 23, 1, 21, 9, 43, 34, 24, 30, 31, 50, 34, 19, 32, 5, 10, 46, 7, 45, 22, 23, 19, 24, 49, 11, 11, 26, 38, 1, 26, 3, 31, 46, 14, 18, 41, 2, 12, 19, 40, 40, 0, 37, 29, 47, 17, 41, 30, 14, 33, 1, 8, 3, 4, 25, 39, 42, 46, 10]
[35, 48, 1, 1, 17, 37, 33, 35, 35, 40, 43, 14, 34, 20, 23, 24, 29, 43, 7, 8, 27, 0, 15, 34, 30, 33, 11, 22, 30, 41, 39, 47, 48, 34, 27, 30, 27, 21, 6, 7, 29, 22, 39, 7, 50, 50, 26, 46, 23, 40, 32, 20, 37, 0, 44, 23, 3, 49, 24, 24, 41, 22, 0, 38, 18, 20, 11, 45, 12, 33]
[10, 6, 6, 46, 49, 32, 39, 40, 7, 47, 21, 4, 16, 20, 45, 34, 18, 20, 24, 27, 34, 0, 7, 17, 47, 47, 43, 41, 32, 37, 48, 12, 48, 45, 20, 27, 13, 38, 38, 41, 44, 37, 38, 33, 39, 17, 30, 17, 31, 30, 16, 21, 29, 44, 0, 15, 18, 42, 16, 43, 13, 21, 22, 46, 38, 45, 0, 27, 14, 4]
[18, 46, 2, 19, 3, 0, 0, 32, 14, 49, 25, 17, 24, 27, 23, 29, 28, 31, 46, 17, 22, 15, 48, 9, 35, 1, 49, 1, 45, 45, 10, 12, 43, 34, 19, 34, 44, 5, 12, 3, 30, 9, 17, 20, 10, 42, 6, 45, 4, 33, 1, 3, 47, 23, 15, 0, 6, 4, 0, 10, 34, 9, 21, 36, 37, 47, 15, 17, 29, 25]
[44, 1, 37, 21, 4, 24, 38, 2, 11, 33, 8, 13, 30, 35, 11, 23, 34, 28, 1, 40, 41, 13, 34, 21, 5, 35, 18, 31, 44, 3, 2, 6, 39, 12, 5, 36, 8, 23, 11, 22, 26, 4, 2, 8, 23, 49, 0, 49, 14, 20, 9, 45, 17, 3, 18, 6, 0, 3, 45, 33, 9, 10, 31, 39, 27, 26, 42, 3, 20, 7]
[23, 21, 19, 26, 0, 13, 1, 30, 32, 0, 16, 38, 3, 10, 6, 25, 20, 35, 31, 12, 25, 17, 22, 33, 41, 6, 12, 21, 34, 21, 25, 27, 7, 28, 17, 9, 44, 50, 19, 24, 31, 20, 8, 18, 47, 50, 49, 12, 42, 12, 9, 3, 41, 49, 42, 4, 3, 0, 44, 2, 23, 32, 13, 45, 23, 37, 3, 32, 44, 20]
[21, 48, 31, 18, 1, 35, 42, 32, 24, 32, 15, 46, 7, 9, 44, 17, 13, 16, 22, 31, 8, 2, 48, 44, 10, 45, 4, 27, 41, 11, 7, 46, 3, 32, 19, 21, 33, 45, 20, 42, 28, 3, 17, 25, 30, 31, 20, 47, 41, 27, 36, 27, 30, 24, 16, 0, 45, 44, 0, 29, 0, 23, 49, 49, 18, 27, 33, 5, 47, 37]
[42, 8, 37, 14, 13, 15, 21, 47, 5, 13, 44, 49, 19, 32, 43, 14, 21, 31, 49, 25, 20, 17, 13, 37, 41, 43, 18, 36, 46, 14, 42, 34, 50, 7, 31, 14, 14, 21, 5, 43, 16, 34, 13, 29, 20, 5, 32, 21, 39, 40, 41, 3, 14, 24, 43, 10, 33, 2, 29, 0, 20, 36, 27, 31, 26, 45, 5, 0, 47, 44]
[35, 30, 36, 13, 40, 25, 4, 17, 18, 9, 24, 26, 35, 39, 46, 9, 38, 22, 33, 37, 15, 22, 21, 19, 4, 44, 15, 40, 23, 30, 4, 2, 43, 17, 22, 6, 28, 9, 8, 45, 46, 16, 10, 38, 42, 41, 47, 41, 30, 20, 46, 4, 33, 41, 13, 34, 9, 23, 0, 20, 0, 3, 42, 42, 3, 10, 7, 45, 25, 46]
[21, 27, 2, 16, 50, 46, 10, 30, 47, 46, 1, 12, 17, 0, 38, 3, 44, 1, 7, 42, 48, 7, 37, 41, 33, 0, 35, 12, 26, 4, 46, 46, 9, 18, 23, 7, 40, 18, 24, 0, 41, 23, 6, 40, 1, 45, 28, 40, 37, 40, 31, 48, 1, 22, 21, 9, 10, 32, 23, 36, 3, 0, 18, 30, 44, 42, 4, 29, 42, 0]
[27, 48, 29, 46, 11, 6, 37, 6, 13, 21, 30, 45, 40, 30, 32, 44, 5, 19, 38, 5, 12, 22, 3, 32, 27, 14, 2, 14, 41, 7, 26, 29, 29, 28, 32, 18, 16, 31, 24, 47, 0, 50, 40, 23, 20, 8, 31, 41, 14, 11, 10, 1, 8, 0, 22, 21, 31, 13, 49, 27, 42, 18, 0, 15, 45, 9, 14, 47, 37, 16]
[22, 26, 42, 13, 36, 40, 50, 19, 38, 5, 28, 16, 49, 17, 22, 13, 30, 27, 22, 42, 20, 46, 28, 50, 46, 28, 23, 41, 49, 34, 31, 8, 20, 43, 22, 26, 9, 6, 49, 38, 34, 40, 20, 42, 41, 20, 27, 37, 50, 29, 46, 41, 3, 38, 46, 36, 39, 45, 49, 31, 42, 30, 15, 0, 28, 30, 31, 44, 35, 37]
[24, 12, 42, 35, 40, 23, 24, 12, 3, 23, 33, 49, 24, 14, 34, 41, 47, 10, 33, 29, 24, 46, 35, 47, 17, 14, 35, 36, 40, 23, 27, 24, 11, 8, 15, 22, 42, 37, 11, 27, 32, 12, 2, 9, 32, 10, 1, 20, 40, 7, 2, 2, 4, 18, 38, 37, 27, 23, 18, 26, 3, 44, 45, 28, 0, 50, 0, 0, 9, 48]
[13, 30, 8, 29, 9, 0, 7, 25, 14, 50, 34, 46, 45, 12, 23, 39, 18, 8, 12, 1, 15, 44, 0, 14, 29, 0, 35, 27, 12, 0, 16, 21, 35, 40, 24, 18, 37, 24, 28, 47, 7, 35, 19, 25, 46, 9, 14, 28, 28, 39, 12, 28, 25, 20, 45, 47, 26, 37, 27, 45, 10, 42, 9, 30, 50, 0, 17, 49, 38, 35]
