N1,N2,...,Nx
[33, 9, 46, 39, 31, 36, 47, 29, 6, 42, 0, 37, 13, 47, 42, 50, 14, 12, 2, 39, 41, 20, 7, 38, 44, 41, 24, 23, 35, 6, 35, 42, 31, 20, 28, 42, 34, 27, 15, 13, 42, 29, 6, 26, 29, 19, 41, 18, 6, 41, 14, 14, 45, 13, 37, 50, 33, 19, 38, 0, 27, 44, 1, 43, 17, 23, 1, 13, 31, 45, 18, 21, 25, 1, 3, 29, 25, 34, 34, 36, 26, 26, 29, 18, 45, 38, 42, 11, 42, 19, 5, 25, 31, 24, 5, 22, 14, 11, 30, 4, 5, 8, 12, 42, 27, 46, 45]
[26, 17, 41, 27, 35, 31, 14, 48, 1, 21, 37, 0, 15, 23, 40, 5, 49, 47, 13, 34, 47, 0, 5, 16, 39, 4, 35, 15, 37, 22, 11, 37, 9, 40, 41, 35, 32, 40, 17, 7, 33, 34, 41, 32, 0, 15, 36, 49, 23, 22, 40, 4, 16, 37, 43, 18, 38, 14, 30, 1, 48, 50, 7, 31, 13, 35, 5, 42, 25, 20, 41, 26, 42, 42, 46, 27, 34, 50, 45, 48, 48, 16, 17, 28, 40, 16, 4, 29, 34, 39, 12, 16, 37, 2, 18, 43, 26, 12, 36, 45, 50, 12, 43, 17, 38, 27, 34]
[30, 9, 2, 25, 18, 31, 13, 12, 29, 49, 13, 15, 0, 26, 6, 21, 29, 19, 30, 37, 19, 24, 11, 21, 39, 41, 45, 50, 44, 2, 8, 22, 44, 12, 11, 23, 4, 45, 22, 3, 30, 0, 29, 24, 25, 35, 34, 27, 15, 41, 4, 0, 0, 5, 30, 46, 27, 4, 8, 35, 5, 17, 40, 7, 2, 19, 30, 2, 11, 11, 12, 0, 37, 20, 29, 1, 8, 48, 10, 2, 14, 4, 49, 33, 37, 1, 36, 11, 37, 1, 23, 9, 10, 19, 35, 33, 14, 34, 16, 38, 28, 40, 3, 36, 39, 6, 38]
[7, 17, 20, 8, 46, 27, 46, 45, 0, 29, 47, 23, 26, 0, 41, 8, 3, 28, 25, 33, 50, 44, 10, 35, 23, 8, 4, 5, 7, 21, 33, 46, 26, 10, 30, 36, 37, 28, 11, 4, 2, 32, 19, 36, 28, 9, 14, 32, 38, 2, 4, 47, 44, 11, 36, 35, 9, 40, 0, 39, 50, 50, 24, 9, 5, 4, 0, 46, 4, 12, 26, 27, 9, 41, 39, 47, 0, 8, 14, 47, 31, 49, 0, 20, 25, 8, 37, 36, 10, 41, 9, 22, 23, 25, 4, 34, 32, 30, 28, 19, 36, 32, 21, 18, 39, 45, 21]
[31, 38, 49, 27, 35, 16, 8, 11, 18, 32, 42, 40, 6, 41, 0, 23, 50, 40, 36, 14, 20, 15, 18, 35, 11, 5, 6, 38, 50, 36, 41, 0, 6, 50, 44, 15, 12, 39, 19, 33, 40, 37, 21, 0, 49, 33, 5, 29, 21, 10, 37, 22, 11, 39, 19, 35, 25, 0, 6, 42, 4, 50, 14, 17, 36, 46, 6, 42, 43, 6, 14, 18, 4, 11, 15, 21, 25, 32, 44, 40, 2, 8, 14, 3, 31, 4, 30, 12, 25, 8, 36, 30, 14, 16, 46, 16, 29, 44, 1, 14, 4, 13, 42, 48, 30, 46, 23]
[23, 14, 20, 10, 25, 27, 34, 7, 24, 24, 50, 5, 21, 8, 23, 0, 43, 25, 45, 9, 1, 4, 48, 9, 30, 39, 18, 28, 30, 11, 13, 32, 19, 17, 25, 40, 13, 20, 31, 36, 6, 49, 49, 4, 8, 43, 16, 48, 12, 45, 33, 27, 30, 39, 9, 15, 5, 19, 27, 15, 24, 25, 30, 18, 36, 49, 24, 42, 22, 46, 19, 26, 17, 33, 20, 11, 49, 18, 34, 49, 1, 19, 14, 33, 40, 14, 12, 29, 19, 0, 26, 35, 17, 35, 37, 42, 6, 0, 21, 16, 6, 5, 5, 35, 22, 9, 1]
[42, 14, 0, 10, 30, 8, 32, 46, 9, 11, 14, 49, 29, 3, 50, 43, 0, 19, 49, 32, 7, 4, 46, 29, 43, 49, 21, 19, 25, 0, 41, 17, 38, 37, 29, 36, 49, 27, 40, 44, 43, 22, 34, 13, 18, 30, 31, 37, 41, 33, 31, 14, 4, 47, 8, 19, 27, 39, 23, 3, 42, 38, 37, 0, 31, 5, 30, 20, 39, 15, 1, 48, 40, 15, 42, 10, 46, 23, 12, 31, 32, 41, 42, 5, 28, 21, 35, 22, 42, 19, 49, 15, 38, 3, 27, 3, 34, 33, 11, 0, 48, 2, 35, 30, 15, 50, 23]
[15, 20, 12, 3, 50, 44, 13, 5, 35, 27, 12, 47, 19, 28, 40, 25, 19, 0, 44, 25, 18, 50, 13, 37, 2, 50, 33, 33, 26, 11, 1, 10, 21, 6, 12, 45, 26, 44, 28, 26, 42, 15, 28, 1, 0, 49, 27, 38, 47, 15, 7, 47, 43, 1, 41, 22, 3, 32, 16, 46, 11, 46, 39, 31, 41, 48, 34, 28, 42, 28, 38, 41, 28, 3, 24, 16, 20, 11, 23, 39, 7, 4, 39, 21, 12, 32, 28, 32, 39, 25, 38, 6, 30, 44, 44, 5, 5, 26, 23, 2, 38, 25, 40, 27, 30, 28, 38]
[32, 15, 36, 28, 48, 41, 6, 13, 17, 29, 2, 13, 30, 25, 36, 45, 49, 44, 0, 22, 30, 12, 19, 48, 11, 41, 0, 15, 3, 44, 3, 35, 28, 23, 35, 12, 47, 24, 22, 5, 19, 3, 18, 1, 23, 16, 30, 20, 0, 18, 45, 12, 45, 21, 8, 36, 30, 35, 32, 10, 11, 21, 48, 34, 42, 50, 21, 12, 23, 39, 32, 25, 16, 45, 19, 20, 48, 20, 7, 47, 7, 20, 34, 11, 40, 42, 0, 21, 45, 29, 46, 47, 12, 14, 40, 18, 21, 27, 50, 40, 38, 1, 33, 46, 2, 17, 49]
[26, 14, 34, 11, 14, 36, 29, 46, 30, 0, 39, 34, 37, 33, 14, 9, 32, 25, 22, 0, 40, 32, 38, 19, 34, 33, 3, 1, 7, 36, 22, 38, 18, 48, 9, 46, 23, 15, 21, 41, 0, 25, 22, 47, 6, 47, 41, 39, 49, 26, 17, 45, 27, 9, 27, 49, 24, 46, 47, 16, 37, 4, 5, 46, 18, 40, 45, 9, 43, 21, 45, 26, 4, 15, 6, 1, 18, 24, 3, 8, 37, 48, 49, 0, 27, 10, 32, 4, 1, 49, 36, 15, 12, 12, 44, 27, 3, 43, 13, 36, 11, 11, 34, 3, 31, 35, 10]
[47, 49, 0, 38, 38, 48, 41, 3, 34, 48, 41, 47, 19, 50, 20, 1, 7, 18, 30, 40, 0, 44, 36, 18, 24, 26, 44, 18, 0, 36, 18, 37, 4, 38, 43, 29, 15, 25, 26, 20, 0, 27, 20, 30, 21, 22, 35, 49, 2, 24, 45, 15, 2, 28, 44, 21, 50, 20, 33, 2, 39, 12, 14, 44, 43, 48, 43, 1, 26, 41, 10, 42, 37, 11, 12, 25, 5, 44, 47, 33, 25, 39, 43, 0, 8, 29, 46, 25, 21, 46, 38, 25, 5, 5, 40, 36, 1, 23, 50, 49, 48, 27, 30, 43, 0, 19, 20]
[24, 17, 12, 44, 25, 31, 8, 11, 50, 29, 20, 0, 24, 44, 15, 4, 4, 50, 12, 32, 44, 0, 47, 45, 26, 13, 26, 24, 37, 10, 2, 8, 12, 22, 38, 9, 15, 4, 15, 45, 19, 22, 11, 50, 34, 42, 40, 39, 26, 49, 37, 40, 47, 47, 12, 3, 9, 44, 44, 41, 5, 17, 1, 29, 23, 34, 12, 37, 36, 4, 34, 40, 28, 50, 14, 35, 9, 32, 12, 37, 25, 36, 49, 17, 22, 41, 8, 30, 47, 3, 43, 36, 6, 28, 6, 22, 25, 3, 27, 3, 10, 4, 21, 6, 31, 43, 12]
[26, 14, 41, 13, 5, 46, 24, 3, 35, 41, 7, 5, 11, 10, 18, 48, 46, 13, 19, 38, 36, 47, 0, 19, 45, 12, 49, 2, 45, 28, 27, 20, 40, 30, 26, 50, 0, 43, 4, 24, 0, 22, 25, 3, 19, 37, 50, 16, 25, 14, 17, 27, 47, 16, 34, 40, 11, 14, 7, 22, 27, 14, 49, 25, 16, 40, 42, 13, 47, 8, 43, 21, 18, 29, 5, 25, 14, 39, 38, 45, 15, 34, 37, 48, 33, 36, 6, 48, 39, 41, 26, 50, 2, 24, 40, 35, 25, 4, 9, 49, 26, 29, 12, 2, 49, 31, 17]
[25, 42, 28, 50, 11, 37, 49, 9, 18, 4, 38, 16, 21, 35, 35, 9, 29, 37, 48, 19, 18, 45, 19, 0, 22, 10, 15, 37, 25, 21, 16, 46, 40, 0, 27, 19, 27, 18, 13, 11, 7, 33, 36, 40, 38, 48, 28, 36, 14, 13, 45, 20, 19, 10, 41, 29, 11, 16, 11, 4, 40, 21, 48, 50, 43, 33, 16, 27, 25, 36, 2, 25, 25, 27, 8, 11, 4, 22, 42, 48, 15, 16, 21, 4, 40, 21, 34, 36, 38, 18, 10, 31, 21, 39, 8, 42, 44, 10, 48, 25, 3, 34, 47, 23, 46, 9, 15]
[39, 0, 2, 43, 29, 35, 27, 44, 27, 39, 44, 39, 39, 23, 11, 30, 43, 2, 11, 34, 24, 26, 45, 22, 0, 9, 40, 8, 6, 23, 34, 37, 8, 36, 23, 29, 11, 23, 35, 37, 5, 28, 38, 3, 45, 10, 49, 22, 47, 15, 49, 24, 9, 31, 4, 35, 4, 42, 3, 24, 49, 33, 10, 23, 14, 14, 34, 11, 28, 20, 27, 31, 16, 50, 49, 12, 48, 39, 17, 20, 37, 4, 16, 11, 50, 16, 32, 44, 3, 20, 30, 0, 34, 44, 17, 2, 50, 42, 40, 27, 36, 7, 40, 50, 49, 47, 35]
[0, 31, 13, 2, 20, 40, 44, 30, 1, 23, 41, 4, 41, 8, 5, 39, 49, 50, 41, 33, 26, 13, 12, 10, 9, 0, 39, 8, 12, 0, 7, 28, 44, 40, 13, 48, 29, 43, 9, 13, 7, 0, 29, 17, 22, 2, 46, 20, 3, 30, 36, 7, 48, 45, 9, 16, 24, 6, 33, 50, 44, 35, 16, 30, 1, 34, 33, 46, 48, 8, 33, 7, 3, 12, 4, 49, 11, 42, 43, 13, 33, 39, 33, 19, 49, 33, 31, 47, 36, 22, 19, 46, 21, 4, 4, 8, 19, 24, 47, 21, 13, 23, 1, 20, 37, 43, 40]
[13, 29, 19, 34, 31, 25, 44, 50, 35, 4, 24, 35, 45, 4, 6, 18, 21, 33, 0, 3, 44, 26, 49, 15, 40, 39, 0, 12, 6, 49, 35, 7, 19, 7, 33, 13, 17, 8, 43, 42, 21, 9, 0, 7, 9, 26, 21, 35, 22, 16, 32, 5, 3, 42, 45, 36, 1, 38, 5, 1, 40, 19, 49, 7, 38, 34, 47, 28, 0, 11, 6, 25, 19, 9, 14, 9, 40, 30, 14, 36, 27, 33, 31, 7, 7, 20, 8, 9, 45, 19, 39, 36, 21, 45, 40, 18, 7, 25, 22, 32, 28, 15, 21, 34, 17, 44, 17]
[3, 20, 1, 38, 2, 29, 47, 34, 15, 35, 23, 15, 50, 5, 38, 28, 19, 33, 15, 1, 18, 24, 2, 37, 8, 8, 12, 0, 4, 4, 45, 33, 31, 33, 9, 35, 43, 17, 15, 15, 3, 19, 29, 7, 33, 7, 46, 9, 47, 30, 38, 19, 32, 22, 9, 45, 44, 43, 40, 19, 48, 33, 37, 42, 16, 34, 0, 45, 42, 21, 25, 20, 10, 23, 42, 24, 47, 4, 18, 48, 16, 30, 43, 39, 48, 27, 17, 8, 37, 4, 21, 49, 16, 24, 44, 49, 35, 31, 19, 42, 12, 19, 40, 31, 34, 0, 4]
[40, 49, 44, 8, 36, 31, 6, 7, 15, 24, 35, 37, 44, 7, 50, 30, 25, 26, 3, 7, 0, 37, 45, 25, 6, 12, 6, 4, 0, 2, 43, 1, 8, 1, 35, 30, 6, 25, 33, 40, 22, 20, 36, 41, 45, 3, 0, 26, 15, 39, 4, 1, 15, 27, 37, 16, 11, 16, 23, 10, 8, 25, 19, 34, 17, 45, 30, 13, 7, 12, 25, 36, 16, 21, 18, 14, 34, 6, 5, 17, 34, 12, 13, 47, 24, 8, 41, 7, 6, 34, 32, 15, 45, 38, 41, 5, 4, 40, 18, 23, 29, 19, 2, 31, 28, 39, 42]
[19, 3, 49, 35, 24, 26, 32, 8, 47, 42, 6, 22, 2, 21, 36, 11, 0, 11, 44, 36, 36, 10, 28, 21, 23, 0, 49, 4, 2, 0, 30, 2, 6, 48, 37, 44, 30, 9, 42, 15, 46, 12, 45, 19, 24, 12, 32, 33, 36, 43, 27, 14, 36, 41, 9, 33, 11, 4, 18, 0, 1, 39, 5, 7, 26, 50, 38, 5, 33, 47, 19, 16, 34, 0, 38, 1, 16, 47, 42, 10, 36, 17, 0, 23, 36, 19, 48, 14, 17, 7, 31, 46, 28, 43, 40, 18, 9, 39, 33, 3, 20, 38, 0, 12, 44, 39, 42]
[42, 49, 34, 3, 2, 46, 39, 25, 14, 43, 35, 11, 8, 33, 41, 13, 41, 1, 3, 22, 18, 2, 27, 16, 34, 7, 35, 45, 43, 30, 0, 30, 5, 8, 50, 24, 10, 18, 21, 49, 50, 12, 1, 19, 14, 4, 25, 38, 33, 18, 36, 10, 6, 41, 21, 41, 32, 23, 22, 21, 30, 42, 50, 12, 49, 24, 8, 19, 7, 24, 24, 28, 32, 43, 46, 21, 14, 2, 13, 13, 0, 35, 9, 16, 40, 30, 37, 44, 46, 15, 6, 13, 43, 42, 40, 47, 24, 0, 31, 30, 7, 7, 28, 17, 49, 36, 4]
[14, 33, 27, 4, 48, 48, 10, 32, 0, 49, 42, 37, 22, 46, 0, 32, 17, 10, 35, 38, 37, 8, 20, 46, 37, 28, 7, 33, 1, 2, 30, 0, 12, 30, 17, 45, 41, 7, 7, 23, 5, 42, 3, 9, 28, 47, 35, 44, 30, 28, 50, 19, 2, 29, 2, 9, 0, 11, 0, 19, 18, 8, 4, 24, 22, 16, 48, 49, 28, 11, 31, 28, 14, 36, 42, 35, 3, 26, 44, 38, 29, 20, 28, 35, 3, 39, 32, 31, 34, 30, 36, 23, 6, 36, 8, 19, 14, 36, 35, 4, 4, 7, 43, 50, 46, 40, 22]
[43, 41, 26, 31, 7, 31, 24, 42, 33, 24, 31, 9, 44, 26, 6, 19, 38, 21, 28, 18, 4, 12, 40, 40, 8, 44, 19, 31, 8, 6, 5, 12, 0, 34, 34, 1, 36, 8, 23, 12, 38, 49, 41, 3, 6, 14, 49, 20, 43, 21, 4, 39, 41, 49, 7, 27, 36, 10, 2, 39, 40, 22, 35, 23, 30, 50, 29, 30, 13, 36, 43, 33, 38, 31, 3, 17, 6, 26, 42, 11, 29, 19, 26, 46, 16, 9, 26, 18, 15, 2, 42, 1, 41, 13, 8, 30, 38, 7, 31, 41, 17, 20, 38, 11, 36, 32, 23]
[2, 34, 36, 32, 1, 40, 27, 29, 24, 29, 20, 40, 12, 10, 50, 17, 37, 6, 23, 48, 38, 22, 30, 0, 36, 40, 7, 33, 1, 48, 8, 30, 34, 0, 10, 31, 18, 34, 49, 6, 50, 47, 25, 47, 49, 50, 7, 19, 32, 50, 1, 20, 28, 13, 3, 7, 12, 24, 42, 8, 20, 34, 21, 43, 34, 48, 8, 42, 32, 39, 18, 34, 10, 24, 8, 27, 8, 16, 30, 33, 34, 3, 31, 23, 25, 50, 7, 13, 19, 17, 48, 50, 14, 32, 28, 8, 20, 26, 10, 41, 3, 14, 48, 50, 0, 30, 18]
[49, 28, 9, 6, 24, 10, 45, 8, 0, 42, 28, 41, 11, 30, 44, 25, 29, 12, 35, 9, 43, 38, 26, 27, 23, 13, 33, 9, 35, 37, 50, 17, 34, 10, 0, 14, 15, 18, 33, 6, 22, 13, 39, 21, 30, 6, 38, 6, 50, 35, 16, 39, 30, 20, 31, 20, 41, 14, 4, 5, 20, 35, 29, 4, 21, 47, 28, 15, 40, 48, 15, 32, 25, 43, 36, 18, 6, 8, 26, 27, 2, 48, 38, 10, 22, 20, 2, 37, 7, 42, 7, 1, 45, 28, 47, 26, 49, 25, 15, 10, 6, 23, 38, 44, 40, 40, 1]
[7, 3, 0, 5, 35, 46, 49, 18, 27, 50, 42, 35, 23, 36, 15, 40, 36, 45, 12, 46, 29, 9, 50, 19, 29, 48, 13, 35, 30, 44, 24, 45, 1, 31, 14, 0, 46, 9, 5, 47, 14, 21, 2, 42, 0, 10, 19, 10, 26, 10, 50, 33, 49, 28, 32, 1, 37, 18, 35, 15, 49, 41, 49, 22, 10, 43, 13, 37, 31, 27, 38, 12, 45, 1, 27, 8, 38, 23, 11, 43, 50, 44, 39, 33, 6, 23, 31, 0, 0, 36, 8, 21, 29, 45, 36, 30, 30, 28, 20, 31, 31, 38, 5, 10, 40, 0, 50]
[35, 46, 44, 29, 45, 45, 41, 42, 42, 0, 34, 32, 4, 37, 12, 13, 49, 26, 47, 23, 15, 15, 0, 27, 11, 29, 17, 43, 6, 30, 10, 41, 36, 18, 15, 46, 0, 3, 46, 29, 1, 45, 34, 34, 8, 23, 43, 20, 18, 38, 32, 31, 15, 14, 15, 40, 38, 13, 13, 20, 17, 9, 47, 7, 8, 21, 30, 41, 19, 43, 17, 47, 34, 17, 27, 41, 17, 49, 0, 9, 33, 15, 25, 42, 4, 19, 4, 28, 2, 6, 15, 37, 32, 17, 40, 33, 1, 14, 42, 20, 37, 3, 11, 17, 44, 9, 44]
[14, 33, 33, 22, 27, 14, 27, 6, 18, 7, 27, 40, 45, 28, 39, 20, 27, 44, 24, 15, 25, 4, 43, 18, 23, 43, 8, 17, 25, 9, 18, 7, 8, 34, 18, 9, 3, 0, 48, 50, 19, 33, 18, 49, 5, 22, 0, 0, 35, 29, 38, 20, 42, 30, 20, 0, 41, 28, 31, 10, 27, 7, 15, 9, 34, 42, 2, 10, 22, 13, 2, 21, 34, 40, 9, 43, 40, 32, 23, 13, 20, 50, 40, 5, 26, 7, 40, 31, 30, 42, 26, 23, 44, 19, 0, 0, 47, 11, 11, 18, 29, 30, 31, 20, 35, 45, 30]
[27, 7, 5, 46, 48, 16, 37, 13, 5, 9, 15, 17, 22, 11, 19, 31, 40, 28, 22, 21, 26, 15, 4, 13, 35, 9, 43, 15, 33, 42, 21, 7, 23, 49, 33, 5, 46, 48, 0, 32, 13, 14, 9, 14, 4, 5, 32, 36, 44, 27, 24, 33, 19, 13, 31, 8, 45, 31, 46, 43, 34, 4, 42, 16, 35, 21, 13, 6, 34, 6, 23, 38, 2, 45, 3, 32, 18, 21, 41, 35, 0, 18, 45, 25, 9, 13, 31, 47, 18, 46, 38, 2, 31, 3, 50, 31, 25, 3, 31, 4, 23, 20, 21, 23, 34, 44, 8]
[15, 43, 15, 17, 10, 15, 30, 50, 20, 40, 13, 7, 3, 4, 33, 36, 44, 26, 5, 41, 20, 45, 24, 11, 37, 13, 42, 15, 40, 15, 49, 23, 12, 6, 6, 47, 29, 50, 32, 0, 5, 41, 17, 5, 43, 7, 18, 8, 15, 5, 3, 4, 1, 39, 33, 26, 14, 15, 12, 10, 26, 37, 17, 29, 35, 34, 0, 46, 36, 7, 18, 23, 30, 38, 43, 16, 30, 47, 38, 16, 27, 35, 5, 12, 17, 42, 14, 45, 25, 4, 50, 49, 15, 37, 11, 4, 17, 19, 39, 25, 41, 49, 23, 43, 7, 26, 35]
[14, 31, 40, 43, 26, 27, 0, 9, 4, 40, 42, 33, 30, 2, 40, 6, 43, 42, 19, 0, 0, 19, 0, 7, 5, 7, 21, 3, 22, 46, 50, 5, 38, 50, 22, 14, 1, 19, 13, 5, 0, 8, 13, 15, 39, 6, 47, 44, 28, 24, 29, 48, 37, 34, 39, 24, 25, 6, 8, 39, 8, 30, 31, 42, 40, 45, 13, 14, 19, 29, 16, 40, 21, 47, 12, 2, 45, 9, 28, 12, 27, 2, 49, 8, 16, 41, 27, 11, 41, 26, 32, 32, 6, 37, 2, 16, 23, 9, 39, 39, 21, 8, 35, 21, 39, 45, 26]
[29, 32, 34, 27, 2, 11, 26, 35, 11, 10, 29, 34, 0, 32, 37, 49, 22, 15, 3, 25, 27, 22, 22, 33, 28, 0, 9, 19, 20, 12, 12, 42, 49, 47, 13, 21, 45, 33, 14, 41, 8, 0, 43, 25, 23, 47, 41, 42, 43, 31, 12, 7, 2, 0, 38, 39, 44, 15, 23, 37, 40, 8, 46, 50, 34, 12, 39, 15, 3, 4, 9, 2, 15, 33, 0, 5, 23, 29, 19, 31, 19, 19, 13, 0, 50, 36, 20, 48, 22, 2, 2, 22, 29, 31, 1, 27, 1, 32, 26, 7, 20, 48, 38, 16, 24, 49, 43]
[49, 21, 49, 41, 5, 22, 19, 47, 12, 25, 6, 41, 29, 19, 21, 49, 34, 28, 18, 22, 20, 11, 25, 36, 38, 29, 0, 29, 36, 45, 1, 3, 41, 25, 39, 2, 34, 18, 9, 17, 13, 43, 0, 11, 13, 30, 30, 7, 36, 31, 10, 28, 21, 28, 37, 3, 6, 22, 18, 34, 42, 45, 46, 28, 21, 4, 11, 41, 27, 42, 50, 16, 14, 33, 18, 32, 50, 3, 9, 31, 27, 19, 34, 37, 40, 18, 40, 27, 38, 45, 26, 5, 30, 2, 28, 47, 19, 17, 42, 27, 28, 7, 10, 28, 36, 2, 23]
