N1,N2,...,Nx
[47, 5, 25, 36, 5, 34, 17, 37, 16, 19, 0, 11, 44, 9, 47, 42, 34, 23, 40, 12, 28, 49, 24, 3, 3, 36, 16, 24, 41, 40, 2, 26, 30, 48, 2, 13, 41, 14, 2, 25, 35, 50, 13, 22, 48, 12, 17, 26, 4, 20, 8, 47, 45, 37, 6, 23, 22, 2, 18, 24, 30, 32, 6, 47, 28, 17, 40, 2, 48, 31, 32, 10, 21, 4, 34, 31, 49, 6, 23, 24, 3, 46, 29, 5, 38, 30, 5, 46, 31, 12, 34, 44, 25, 29, 1, 26, 26, 46, 40, 32, 12, 0, 18, 3, 24, 30, 46, 38]
[9, 22, 10, 35, 23, 10, 43, 42, 7, 26, 11, 0, 7, 2, 34, 15, 2, 15, 6, 13, 50, 17, 46, 41, 42, 15, 1, 5, 37, 35, 16, 16, 39, 48, 4, 17, 41, 6, 22, 17, 37, 20, 26, 47, 9, 20, 0, 43, 26, 40, 33, 44, 8, 23, 15, 5, 5, 12, 49, 28, 30, 25, 31, 24, 40, 23, 13, 4, 8, 8, 23, 25, 1, 28, 9, 39, 48, 40, 38, 48, 32, 26, 40, 32, 35, 19, 18, 2, 22, 13, 15, 35, 1, 29, 10, 7, 2, 28, 28, 46, 45, 31, 47, 22, 37, 12, 32, 36]
[33, 6, 37, 35, 46, 12, 40, 24, 34, 1, 44, 7, 0, 29, 25, 46, 22, 16, 46, 9, 20, 1, 24, 13, 47, 18, 41, 31, 22, 3, 35, 28, 24, 38, 27, 26, 28, 2, 15, 3, 3, 20, 50, 47, 15, 23, 17, 14, 34, 47, 32, 15, 46, 7, 23, 1, 20, 19, 14, 17, 15, 38, 31, 18, 15, 32, 0, 2, 12, 39, 46, 26, 26, 3, 50, 10, 44, 24, 11, 15, 44, 7, 22, 6, 7, 36, 18, 4, 27, 18, 36, 8, 5, 32, 25, 1, 12, 0, 28, 22, 6, 23, 26, 40, 45, 0, 30, 15]
[5, 49, 22, 21, 19, 31, 36, 38, 28, 46, 9, 2, 29, 0, 13, 17, 12, 9, 24, 28, 30, 8, 32, 29, 16, 4, 34, 7, 30, 0, 17, 33, 7, 24, 22, 39, 47, 14, 20, 12, 8, 33, 22, 34, 4, 3, 19, 22, 0, 21, 46, 17, 19, 40, 1, 12, 35, 29, 48, 29, 24, 27, 28, 24, 7, 41, 16, 43, 22, 1, 18, 19, 38, 35, 23, 29, 1, 7, 26, 45, 25, 15, 12, 42, 29, 32, 26, 31, 25, 6, 48, 45, 9, 47, 1, 25, 32, 13, 0, 8, 21, 16, 34, 29, 20, 27, 21, 36]
[27, 3, 40, 4, 50, 9, 16, 27, 23, 25, 47, 34, 25, 13, 0, 32, 12, 11, 43, 5, 18, 15, 21, 20, 44, 42, 22, 24, 18, 33, 2, 34, 33, 14, 3, 23, 16, 29, 10, 43, 23, 22, 39, 49, 9, 20, 27, 17, 48, 12, 20, 5, 15, 37, 17, 22, 44, 5, 50, 38, 9, 37, 12, 0, 47, 6, 29, 48, 0, 39, 43, 3, 0, 43, 38, 44, 23, 22, 31, 42, 13, 3, 48, 42, 31, 43, 41, 31, 44, 34, 6, 32, 31, 50, 11, 44, 17, 40, 46, 44, 1, 41, 46, 30, 21, 38, 46, 5]
[13, 19, 6, 20, 20, 0, 37, 25, 36, 35, 42, 15, 46, 17, 32, 0, 25, 34, 13, 23, 17, 9, 45, 12, 25, 23, 29, 45, 25, 32, 28, 6, 5, 33, 32, 22, 4, 45, 45, 6, 40, 46, 14, 9, 16, 7, 38, 12, 43, 36, 6, 19, 18, 27, 29, 13, 25, 2, 45, 42, 36, 18, 45, 22, 24, 19, 11, 27, 46, 18, 22, 6, 35, 42, 29, 18, 47, 28, 31, 26, 28, 22, 11, 23, 5, 19, 28, 12, 49, 25, 40, 2, 14, 31, 22, 19, 35, 1, 11, 17, 1, 15, 38, 43, 12, 45, 13, 5]
[44, 40, 12, 18, 8, 23, 8, 32, 3, 30, 34, 2, 22, 12, 12, 25, 0, 28, 20, 11, 38, 22, 8, 28, 21, 10, 34, 37, 22, 26, 1, 20, 14, 36, 23, 28, 8, 42, 23, 0, 45, 2, 26, 14, 8, 27, 14, 14, 13, 41, 22, 45, 33, 21, 13, 19, 10, 2, 12, 40, 41, 12, 12, 24, 0, 42, 18, 18, 11, 7, 15, 16, 19, 35, 29, 15, 13, 29, 26, 13, 8, 7, 6, 34, 25, 12, 49, 47, 41, 48, 45, 21, 29, 49, 48, 3, 31, 30, 27, 41, 36, 4, 7, 22, 42, 47, 38, 12]
[27, 37, 45, 14, 23, 40, 45, 30, 21, 47, 23, 15, 16, 9, 11, 34, 28, 0, 42, 23, 35, 32, 50, 44, 43, 17, 12, 31, 10, 30, 38, 2, 24, 40, 22, 6, 46, 11, 42, 13, 35, 41, 4, 16, 18, 32, 27, 22, 33, 9, 5, 43, 18, 49, 41, 28, 22, 10, 45, 6, 21, 39, 47, 48, 30, 30, 44, 49, 3, 36, 43, 3, 43, 49, 39, 45, 50, 17, 5, 3, 0, 31, 3, 4, 48, 21, 0, 50, 4, 2, 12, 14, 22, 18, 33, 20, 8, 16, 2, 44, 49, 23, 17, 34, 35, 38, 49, 41]
[15, 41, 7, 25, 47, 1, 40, 37, 5, 6, 40, 6, 46, 24, 43, 13, 20, 42, 0, 46, 25, 35, 24, 12, 28, 34, 9, 31, 39, 39, 16, 27, 6, 44, 4, 46, 48, 39, 43, 41, 10, 26, 1, 15, 14, 22, 9, 20, 48, 37, 17, 32, 25, 16, 16, 26, 36, 46, 36, 28, 25, 33, 37, 2, 2, 30, 4, 6, 32, 43, 20, 17, 42, 8, 17, 39, 27, 46, 46, 31, 28, 20, 1, 41, 15, 10, 40, 10, 2, 4, 37, 6, 20, 46, 29, 39, 44, 13, 36, 31, 35, 15, 9, 14, 25, 14, 18, 45]
[16, 5, 50, 36, 45, 25, 25, 22, 43, 23, 12, 13, 9, 28, 5, 23, 11, 23, 46, 0, 4, 20, 40, 16, 11, 33, 41, 49, 40, 8, 42, 49, 40, 21, 46, 5, 41, 10, 6, 34, 34, 27, 14, 34, 25, 13, 45, 25, 0, 16, 36, 46, 30, 10, 44, 47, 8, 36, 8, 16, 12, 42, 28, 48, 44, 44, 32, 7, 2, 19, 18, 42, 34, 11, 2, 25, 6, 20, 30, 37, 45, 18, 22, 36, 15, 18, 1, 10, 14, 37, 42, 15, 33, 47, 37, 6, 31, 10, 30, 3, 39, 49, 7, 17, 44, 39, 42, 19]
[30, 0, 17, 26, 48, 3, 45, 22, 29, 10, 28, 50, 20, 30, 18, 17, 38, 35, 25, 4, 0, 18, 48, 31, 45, 16, 22, 8, 30, 24, 35, 21, 45, 21, 11, 6, 1, 5, 23, 15, 10, 3, 14, 39, 46, 5, 17, 26, 39, 49, 4, 3, 41, 22, 5, 4, 13, 24, 21, 15, 22, 48, 5, 41, 34, 50, 29, 34, 50, 38, 14, 36, 18, 21, 41, 29, 42, 26, 16, 26, 39, 5, 17, 29, 0, 3, 3, 48, 9, 9, 47, 14, 45, 18, 43, 48, 5, 50, 11, 44, 22, 50, 41, 46, 11, 13, 13, 19]
[49, 5, 6, 33, 40, 43, 25, 41, 17, 37, 49, 17, 1, 8, 15, 9, 22, 32, 35, 20, 18, 0, 24, 28, 5, 34, 4, 0, 35, 36, 41, 47, 4, 35, 36, 50, 46, 31, 41, 26, 0, 17, 19, 36, 17, 0, 2, 36, 9, 3, 20, 12, 43, 36, 18, 8, 17, 22, 43, 9, 17, 27, 40, 19, 21, 50, 2, 43, 30, 24, 14, 8, 29, 33, 0, 22, 39, 20, 46, 10, 11, 21, 41, 28, 25, 35, 8, 38, 33, 12, 6, 29, 37, 21, 38, 8, 30, 15, 26, 42, 46, 37, 48, 49, 48, 21, 3, 14]
[15, 6, 22, 44, 30, 39, 10, 47, 50, 22, 24, 46, 24, 32, 21, 45, 8, 50, 24, 40, 48, 24, 0, 0, 34, 44, 3, 32, 45, 1, 1, 31, 11, 26, 7, 30, 9, 32, 17, 36, 47, 35, 29, 11, 21, 20, 3, 37, 42, 1, 25, 34, 17, 36, 12, 50, 17, 21, 31, 50, 14, 17, 0, 18, 44, 46, 33, 44, 9, 22, 22, 27, 20, 47, 44, 31, 23, 44, 36, 23, 35, 22, 50, 13, 23, 18, 17, 20, 43, 14, 17, 25, 6, 17, 31, 43, 31, 4, 8, 27, 19, 9, 34, 15, 16, 4, 32, 4]
[35, 40, 47, 2, 19, 41, 30, 41, 50, 10, 3, 41, 13, 29, 20, 12, 28, 44, 12, 16, 31, 28, 0, 0, 34, 16, 37, 37, 48, 21, 3, 6, 13, 34, 44, 3, 33, 42, 28, 7, 32, 50, 5, 20, 16, 27, 43, 8, 2, 18, 4, 24, 35, 31, 5, 1, 48, 43, 30, 43, 4, 31, 13, 50, 39, 12, 26, 31, 50, 45, 50, 40, 40, 50, 48, 4, 10, 21, 21, 31, 40, 6, 3, 18, 40, 47, 36, 31, 43, 14, 32, 10, 34, 18, 28, 10, 45, 32, 35, 13, 28, 28, 43, 8, 23, 39, 29, 30]
[29, 12, 1, 29, 45, 32, 14, 32, 36, 17, 3, 42, 47, 16, 44, 25, 21, 43, 28, 11, 45, 5, 34, 34, 0, 20, 44, 48, 37, 8, 39, 6, 8, 46, 8, 46, 18, 44, 21, 39, 15, 7, 36, 35, 13, 47, 43, 1, 28, 26, 24, 39, 10, 6, 4, 37, 46, 31, 48, 9, 32, 36, 39, 41, 28, 5, 0, 1, 6, 27, 7, 23, 30, 11, 28, 49, 20, 9, 40, 29, 3, 25, 15, 29, 14, 45, 5, 21, 41, 38, 44, 32, 15, 20, 17, 39, 11, 16, 49, 11, 8, 5, 27, 43, 11, 9, 13, 24]
[18, 41, 37, 33, 9, 9, 28, 1, 38, 15, 36, 15, 18, 4, 42, 23, 10, 17, 34, 33, 16, 34, 44, 16, 20, 0, 50, 38, 2, 42, 9, 10, 45, 19, 40, 47, 19, 7, 16, 3, 30, 45, 6, 2, 49, 11, 15, 24, 32, 5, 50, 7, 40, 45, 6, 30, 28, 17, 33, 5, 49, 19, 46, 40, 4, 49, 19, 47, 27, 23, 21, 3, 26, 21, 49, 28, 9, 8, 50, 40, 26, 10, 41, 18, 11, 15, 3, 35, 7, 4, 25, 18, 19, 33, 43, 12, 0, 20, 16, 3, 0, 29, 2, 34, 26, 27, 13, 45]
[30, 35, 15, 33, 37, 49, 1, 28, 46, 23, 16, 1, 41, 34, 22, 29, 34, 12, 9, 41, 22, 4, 3, 37, 44, 50, 0, 42, 32, 45, 39, 39, 8, 36, 4, 23, 6, 34, 7, 4, 4, 13, 46, 45, 34, 20, 45, 30, 43, 21, 12, 48, 12, 37, 46, 30, 5, 48, 21, 27, 35, 19, 1, 0, 37, 49, 29, 41, 14, 3, 1, 14, 42, 7, 15, 32, 12, 24, 12, 5, 2, 30, 32, 13, 34, 38, 45, 47, 46, 50, 1, 22, 46, 38, 34, 6, 34, 26, 44, 8, 27, 3, 10, 15, 37, 16, 47, 45]
[9, 3, 10, 33, 35, 2, 23, 27, 33, 38, 24, 5, 31, 7, 24, 45, 37, 31, 31, 49, 8, 0, 32, 37, 48, 38, 42, 0, 35, 23, 25, 31, 26, 37, 38, 25, 46, 35, 24, 26, 17, 38, 24, 12, 15, 39, 43, 13, 16, 5, 25, 23, 24, 18, 28, 49, 34, 32, 15, 14, 16, 33, 5, 46, 41, 41, 17, 40, 6, 46, 39, 2, 35, 3, 46, 25, 14, 11, 33, 30, 18, 15, 0, 47, 26, 34, 29, 36, 36, 44, 42, 23, 38, 25, 12, 14, 27, 21, 46, 6, 49, 18, 13, 41, 6, 2, 48, 12]
[6, 35, 30, 3, 7, 27, 48, 29, 3, 38, 41, 37, 22, 30, 18, 25, 22, 10, 39, 40, 30, 35, 45, 48, 37, 2, 32, 35, 0, 47, 32, 45, 21, 2, 15, 41, 46, 11, 44, 33, 7, 25, 49, 4, 6, 31, 27, 23, 33, 12, 23, 17, 48, 50, 18, 0, 11, 48, 21, 18, 7, 22, 3, 5, 30, 8, 36, 6, 25, 9, 7, 22, 11, 8, 9, 43, 48, 26, 50, 17, 5, 34, 14, 28, 28, 42, 29, 45, 14, 17, 11, 42, 29, 42, 2, 24, 45, 41, 45, 35, 8, 42, 29, 36, 7, 31, 10, 33]
[45, 32, 17, 33, 38, 50, 12, 34, 24, 4, 40, 35, 3, 0, 33, 32, 26, 30, 39, 8, 24, 36, 1, 21, 8, 42, 45, 23, 47, 0, 5, 25, 28, 30, 3, 44, 20, 49, 39, 34, 48, 45, 14, 50, 19, 48, 3, 36, 24, 6, 33, 15, 7, 27, 40, 37, 49, 10, 26, 4, 46, 2, 38, 13, 31, 24, 33, 49, 21, 5, 6, 22, 43, 26, 41, 7, 18, 12, 13, 9, 11, 30, 7, 4, 21, 33, 31, 26, 32, 10, 47, 37, 47, 50, 24, 19, 49, 8, 42, 13, 22, 40, 16, 30, 49, 42, 11, 43]
[10, 34, 2, 43, 35, 25, 17, 49, 16, 36, 2, 16, 35, 17, 2, 28, 1, 38, 16, 42, 35, 41, 1, 3, 39, 9, 39, 25, 32, 5, 0, 31, 11, 2, 23, 18, 3, 44, 31, 7, 35, 44, 20, 1, 25, 24, 22, 6, 7, 14, 2, 16, 47, 7, 25, 46, 16, 39, 11, 31, 48, 3, 45, 0, 25, 31, 45, 0, 8, 28, 30, 42, 44, 33, 1, 45, 9, 20, 21, 45, 19, 26, 36, 14, 30, 41, 10, 22, 8, 8, 45, 28, 27, 22, 43, 13, 10, 41, 7, 16, 44, 9, 42, 3, 17, 28, 48, 10]
[22, 16, 6, 18, 50, 46, 43, 25, 3, 32, 26, 16, 28, 33, 34, 6, 20, 2, 27, 49, 21, 47, 31, 6, 6, 10, 39, 31, 45, 25, 31, 0, 20, 46, 7, 12, 9, 42, 39, 21, 0, 12, 42, 30, 5, 45, 29, 25, 35, 19, 36, 47, 7, 3, 11, 35, 20, 49, 2, 27, 6, 49, 17, 2, 14, 17, 36, 38, 33, 42, 28, 22, 6, 38, 18, 32, 9, 45, 40, 3, 2, 7, 24, 24, 25, 1, 35, 7, 1, 22, 34, 30, 6, 34, 20, 35, 49, 34, 3, 46, 41, 17, 10, 32, 31, 37, 34, 18]
[33, 39, 44, 38, 19, 41, 43, 34, 7, 31, 30, 39, 24, 7, 33, 5, 14, 24, 6, 40, 45, 4, 11, 13, 8, 45, 8, 26, 21, 28, 11, 20, 0, 40, 39, 41, 41, 49, 33, 10, 0, 32, 33, 9, 10, 9, 50, 28, 32, 13, 41, 1, 3, 48, 50, 38, 39, 11, 11, 6, 7, 18, 6, 22, 7, 17, 31, 19, 5, 19, 15, 4, 29, 44, 19, 18, 26, 26, 30, 19, 49, 43, 34, 15, 1, 41, 37, 38, 48, 49, 1, 31, 47, 37, 13, 11, 28, 5, 28, 3, 12, 44, 29, 8, 35, 47, 31, 9]
[47, 29, 32, 16, 30, 13, 20, 4, 12, 24, 48, 48, 38, 24, 14, 33, 36, 40, 44, 21, 21, 35, 26, 34, 46, 19, 36, 37, 2, 30, 2, 46, 40, 0, 24, 23, 12, 37, 12, 11, 25, 36, 16, 2, 38, 3, 3, 40, 16, 39, 22, 32, 42, 42, 9, 8, 32, 48, 11, 27, 8, 46, 12, 12, 20, 3, 16, 42, 26, 24, 39, 40, 10, 29, 27, 25, 33, 0, 49, 25, 27, 38, 7, 1, 32, 27, 39, 13, 7, 25, 43, 33, 18, 22, 4, 9, 37, 12, 29, 35, 25, 27, 30, 40, 0, 6, 44, 35]
[12, 33, 1, 42, 35, 41, 35, 2, 43, 50, 2, 4, 27, 22, 3, 32, 23, 22, 4, 46, 11, 36, 7, 44, 8, 40, 4, 38, 15, 3, 23, 7, 39, 24, 0, 38, 11, 10, 27, 22, 23, 8, 33, 40, 49, 49, 2, 21, 10, 25, 43, 8, 19, 48, 8, 18, 22, 13, 23, 48, 14, 11, 14, 44, 11, 13, 11, 21, 49, 4, 47, 27, 32, 24, 3, 28, 21, 31, 48, 34, 50, 32, 50, 45, 2, 28, 44, 48, 5, 44, 0, 1, 3, 11, 26, 31, 31, 34, 30, 13, 27, 39, 0, 25, 7, 47, 11, 42]
[34, 19, 42, 31, 9, 39, 15, 34, 6, 5, 13, 17, 26, 39, 23, 22, 28, 6, 46, 5, 6, 50, 30, 3, 46, 47, 23, 25, 41, 44, 18, 12, 41, 23, 38, 0, 19, 44, 7, 0, 6, 42, 27, 30, 46, 31, 32, 18, 42, 2, 29, 13, 0, 43, 29, 5, 27, 48, 42, 22, 6, 37, 12, 26, 7, 14, 26, 47, 35, 20, 45, 41, 17, 41, 0, 11, 16, 25, 13, 47, 18, 34, 9, 39, 49, 4, 2, 8, 24, 33, 3, 23, 13, 36, 8, 19, 22, 50, 42, 35, 46, 32, 22, 23, 20, 27, 27, 1]
[49, 11, 15, 1, 3, 40, 14, 22, 18, 19, 41, 41, 28, 47, 16, 4, 8, 46, 48, 41, 1, 46, 9, 33, 18, 19, 6, 46, 46, 20, 3, 9, 41, 12, 11, 19, 0, 33, 8, 29, 3, 10, 23, 23, 6, 49, 44, 50, 33, 34, 11, 44, 28, 7, 40, 2, 42, 22, 49, 34, 28, 21, 38, 33, 7, 10, 34, 43, 1, 17, 41, 29, 22, 30, 43, 12, 16, 14, 5, 29, 33, 45, 4, 16, 41, 19, 41, 30, 45, 42, 6, 49, 17, 22, 21, 15, 0, 36, 13, 18, 9, 28, 16, 41, 17, 48, 34, 43]
[3, 31, 38, 47, 5, 26, 0, 46, 3, 33, 14, 6, 2, 14, 29, 45, 42, 11, 39, 10, 5, 31, 32, 42, 44, 7, 34, 35, 11, 49, 44, 42, 49, 37, 10, 44, 33, 0, 30, 43, 48, 49, 15, 24, 19, 27, 17, 50, 29, 0, 40, 19, 32, 43, 2, 15, 50, 3, 2, 37, 28, 16, 50, 22, 34, 29, 47, 10, 20, 50, 26, 11, 38, 27, 33, 2, 41, 35, 43, 23, 10, 47, 36, 16, 43, 48, 10, 30, 6, 50, 11, 4, 9, 15, 23, 17, 42, 13, 45, 46, 34, 42, 40, 16, 37, 6, 1, 49]
[5, 38, 39, 16, 4, 28, 0, 17, 1, 13, 2, 22, 15, 20, 10, 45, 23, 42, 43, 6, 23, 41, 17, 28, 21, 16, 7, 24, 44, 39, 31, 39, 33, 12, 27, 7, 8, 30, 0, 35, 12, 3, 39, 23, 10, 2, 12, 7, 1, 37, 49, 39, 26, 48, 33, 13, 32, 32, 37, 18, 22, 24, 44, 32, 43, 31, 13, 45, 0, 49, 0, 5, 26, 4, 41, 12, 39, 50, 34, 43, 29, 39, 8, 39, 34, 40, 44, 5, 34, 50, 49, 9, 22, 40, 48, 31, 7, 45, 16, 28, 14, 43, 30, 34, 29, 46, 45, 18]
[1, 41, 10, 44, 4, 12, 11, 35, 28, 43, 25, 17, 3, 12, 43, 6, 0, 13, 41, 34, 15, 26, 36, 7, 39, 3, 4, 26, 33, 34, 7, 21, 10, 11, 22, 0, 29, 43, 35, 0, 4, 46, 36, 36, 41, 22, 26, 8, 40, 24, 22, 9, 32, 41, 35, 50, 6, 48, 39, 44, 50, 22, 46, 23, 50, 6, 2, 9, 25, 8, 23, 0, 5, 10, 40, 31, 29, 36, 29, 16, 11, 4, 45, 7, 38, 20, 19, 20, 31, 31, 6, 40, 32, 45, 20, 4, 27, 46, 2, 26, 33, 23, 2, 24, 0, 15, 49, 44]
[42, 34, 10, 48, 49, 18, 21, 17, 25, 12, 35, 37, 3, 8, 23, 40, 45, 35, 10, 34, 10, 0, 47, 32, 15, 30, 4, 17, 7, 48, 35, 0, 0, 25, 23, 6, 3, 48, 12, 4, 0, 30, 13, 42, 44, 38, 10, 17, 12, 21, 17, 19, 30, 32, 21, 22, 3, 8, 9, 11, 20, 32, 39, 6, 38, 39, 50, 33, 1, 34, 44, 44, 46, 19, 22, 3, 1, 15, 31, 35, 8, 11, 25, 23, 8, 21, 46, 16, 25, 43, 25, 18, 1, 50, 49, 23, 34, 15, 24, 45, 12, 10, 33, 44, 41, 7, 27, 28]
[28, 43, 48, 42, 0, 34, 9, 26, 31, 37, 50, 20, 20, 33, 22, 46, 2, 41, 26, 27, 3, 17, 35, 50, 7, 45, 13, 38, 25, 45, 44, 12, 32, 36, 8, 42, 10, 49, 3, 46, 30, 0, 18, 6, 36, 7, 41, 48, 48, 21, 16, 33, 32, 32, 26, 38, 16, 34, 25, 13, 2, 23, 9, 37, 38, 29, 36, 35, 15, 41, 18, 11, 41, 31, 33, 44, 23, 11, 34, 5, 29, 44, 42, 17, 1, 42, 29, 17, 24, 45, 2, 34, 20, 0, 36, 15, 4, 38, 18, 21, 40, 7, 49, 4, 6, 47, 45, 44]
[0, 15, 32, 14, 20, 34, 7, 18, 49, 27, 13, 26, 50, 22, 39, 14, 26, 4, 1, 14, 14, 19, 29, 5, 36, 6, 46, 24, 49, 14, 20, 42, 33, 16, 33, 27, 23, 15, 39, 36, 13, 18, 0, 29, 12, 46, 25, 19, 33, 31, 18, 8, 47, 9, 20, 2, 4, 34, 29, 33, 28, 39, 17, 41, 49, 24, 38, 40, 39, 36, 50, 14, 19, 13, 0, 28, 34, 36, 4, 48, 35, 14, 32, 8, 28, 29, 34, 4, 24, 17, 27, 43, 49, 16, 22, 31, 36, 11, 45, 0, 17, 35, 17, 30, 5, 31, 44, 29]
