N1,N2,...,Nx
[39, 39, 47, 16, 48, 14, 47, 43, 19, 20, 0, 4, 45, 22, 0, 20, 2, 3, 40, 37, 38, 46, 31, 23, 25, 7, 19, 29, 24, 12, 18, 49, 39, 16, 45, 4, 31, 25, 27, 27, 3, 30, 44, 40, 26, 3, 9, 47, 3, 42, 50, 13, 42, 5, 35, 1, 5, 12, 22, 35, 12, 31, 6, 44, 47, 6, 3, 42, 38, 13, 46, 9, 37, 9, 4, 39, 46, 26, 23, 6, 35, 36, 48, 39, 38, 3, 32, 20, 33, 45, 30, 24, 9, 45, 10, 32, 18, 2, 0, 6, 21, 39, 37, 6, 12, 16, 40, 34, 9, 23, 19, 2, 46, 28, 5, 29, 13, 33, 27, 47, 38, 16, 21, 30, 3, 29, 18, 30, 2, 19, 30, 48, 39, 42, 38, 1, 15, 14, 23, 3, 34, 17, 4, 13, 27, 16, 1, 0, 23, 33, 33, 44, 25, 43, 17, 34, 17, 8, 2, 5, 27, 29, 1, 12, 13, 9, 5, 4, 38, 15, 38, 41, 37, 5, 43]
[45, 50, 21, 23, 27, 30, 4, 8, 45, 2, 4, 0, 13, 20, 7, 28, 15, 32, 18, 44, 26, 15, 33, 29, 27, 30, 46, 45, 48, 28, 0, 25, 13, 32, 33, 44, 23, 2, 30, 19, 45, 48, 37, 37, 36, 6, 44, 42, 11, 41, 46, 6, 34, 13, 20, 20, 36, 19, 37, 29, 45, 3, 22, 11, 33, 7, 39, 47, 8, 19, 50, 18, 20, 21, 3, 20, 34, 39, 49, 19, 5, 6, 14, 36, 16, 10, 16, 22, 10, 3, 20, 35, 19, 1, 46, 8, 31, 40, 10, 3, 3, 12, 47, 45, 18, 16, 49, 35, 14, 40, 36, 49, 49, 13, 22, 26, 43, 35, 18, 3, 35, 17, 32, 5, 6, 21, 44, 24, 31, 11, 9, 45, 25, 21, 16, 6, 18, 15, 49, 0, 47, 45, 34, 7, 37, 12, 13, 27, 16, 41, 21, 37, 9, 19, 37, 4, 35, 9, 38, 18, 30, 8, 3, 47, 45, 24, 21, 32, 37, 18, 30, 50, 8, 9, 22]
[3, 7, 15, 45, 43, 3, 36, 30, 24, 37, 45, 13, 0, 36, 40, 16, 30, 39, 20, 18, 19, 20, 45, 34, 27, 4, 25, 28, 17, 34, 46, 1, 21, 1, 15, 45, 34, 28, 29, 38, 50, 32, 30, 33, 49, 27, 19, 4, 2, 1, 21, 3, 46, 33, 31, 39, 48, 48, 40, 33, 33, 41, 40, 4, 27, 11, 15, 12, 7, 27, 25, 34, 49, 16, 31, 24, 27, 9, 17, 35, 29, 6, 7, 17, 45, 13, 45, 5, 50, 32, 5, 38, 33, 5, 4, 45, 37, 16, 42, 7, 18, 33, 17, 30, 40, 49, 50, 19, 2, 45, 50, 41, 1, 3, 32, 24, 12, 41, 14, 12, 17, 7, 12, 44, 17, 23, 36, 38, 16, 4, 34, 1, 22, 42, 37, 26, 16, 2, 43, 18, 29, 12, 6, 9, 44, 49, 9, 8, 38, 8, 19, 24, 6, 12, 13, 31, 19, 23, 24, 33, 42, 38, 47, 8, 12, 1, 44, 12, 34, 17, 23, 18, 18, 4, 25]
[20, 19, 38, 17, 24, 10, 34, 22, 50, 43, 22, 20, 36, 0, 19, 43, 32, 18, 8, 49, 40, 16, 10, 1, 27, 48, 18, 7, 13, 15, 10, 17, 0, 27, 47, 40, 43, 50, 25, 16, 42, 37, 18, 11, 43, 32, 10, 16, 46, 28, 15, 31, 38, 45, 8, 3, 49, 40, 21, 19, 15, 24, 45, 12, 10, 7, 22, 42, 1, 27, 2, 46, 25, 22, 37, 18, 39, 17, 38, 8, 28, 7, 39, 28, 42, 30, 17, 39, 22, 2, 25, 45, 11, 49, 5, 11, 36, 19, 47, 44, 35, 27, 43, 38, 50, 7, 27, 42, 1, 12, 26, 6, 42, 5, 9, 44, 43, 9, 46, 20, 43, 14, 45, 19, 26, 37, 41, 31, 30, 18, 43, 5, 28, 17, 33, 34, 13, 3, 19, 39, 28, 43, 1, 13, 33, 14, 40, 22, 38, 50, 20, 28, 46, 28, 34, 1, 32, 37, 40, 50, 48, 43, 6, 19, 13, 28, 20, 14, 11, 32, 3, 20, 41, 30, 7]
[1, 34, 17, 9, 42, 43, 13, 13, 38, 44, 0, 7, 40, 19, 0, 37, 41, 8, 14, 16, 44, 21, 7, 15, 30, 6, 29, 40, 30, 43, 9, 37, 16, 4, 8, 29, 7, 23, 20, 4, 39, 22, 19, 41, 29, 20, 3, 16, 25, 4, 1, 34, 48, 31, 33, 24, 34, 11, 31, 40, 6, 17, 25, 50, 18, 5, 14, 31, 37, 5, 34, 20, 45, 7, 15, 16, 22, 19, 9, 39, 25, 11, 31, 28, 44, 44, 9, 34, 47, 24, 23, 46, 30, 34, 47, 14, 30, 38, 44, 47, 17, 29, 22, 7, 26, 26, 5, 33, 27, 30, 0, 24, 31, 9, 15, 33, 35, 44, 7, 2, 21, 4, 34, 34, 24, 20, 19, 6, 21, 11, 41, 18, 19, 3, 18, 43, 19, 19, 15, 21, 4, 30, 35, 41, 15, 18, 34, 8, 13, 5, 42, 36, 27, 28, 46, 47, 45, 16, 37, 45, 48, 47, 11, 37, 14, 13, 37, 49, 50, 0, 40, 3, 44, 14, 18]
[3, 15, 23, 36, 47, 29, 48, 29, 7, 23, 20, 28, 16, 43, 37, 0, 3, 7, 26, 48, 48, 23, 5, 14, 46, 29, 43, 29, 8, 5, 15, 42, 45, 36, 18, 17, 41, 11, 2, 31, 40, 35, 20, 11, 27, 46, 21, 11, 17, 18, 40, 41, 34, 20, 8, 23, 2, 38, 14, 20, 7, 35, 9, 48, 0, 46, 33, 48, 4, 28, 0, 39, 19, 2, 35, 25, 41, 43, 26, 46, 15, 37, 49, 23, 0, 41, 23, 5, 8, 22, 23, 46, 0, 33, 48, 18, 41, 1, 46, 38, 49, 17, 3, 12, 12, 21, 32, 38, 23, 0, 1, 36, 6, 30, 22, 33, 5, 9, 35, 2, 48, 41, 19, 43, 7, 17, 42, 26, 42, 31, 7, 1, 8, 47, 0, 15, 15, 36, 19, 24, 47, 31, 46, 48, 37, 37, 29, 50, 28, 48, 5, 35, 17, 48, 43, 17, 32, 17, 10, 35, 46, 33, 49, 0, 30, 14, 25, 13, 6, 0, 30, 18, 42, 27, 40]
[48, 10, 49, 37, 7, 21, 15, 41, 35, 8, 2, 15, 30, 32, 41, 3, 0, 8, 33, 8, 11, 34, 25, 24, 25, 34, 3, 35, 10, 29, 33, 18, 29, 27, 26, 31, 7, 44, 27, 35, 31, 32, 42, 0, 49, 13, 20, 21, 21, 41, 9, 23, 27, 15, 50, 28, 40, 11, 34, 49, 33, 5, 17, 42, 28, 7, 31, 18, 8, 14, 5, 22, 44, 9, 41, 6, 49, 2, 46, 21, 22, 35, 19, 4, 31, 46, 18, 0, 19, 33, 35, 21, 7, 10, 14, 31, 50, 13, 43, 19, 22, 34, 45, 34, 16, 16, 28, 38, 1, 41, 2, 12, 43, 0, 5, 14, 15, 10, 33, 17, 44, 18, 0, 45, 40, 33, 0, 48, 37, 39, 2, 0, 5, 25, 41, 22, 2, 49, 40, 44, 30, 31, 15, 50, 10, 4, 20, 16, 46, 47, 27, 38, 44, 9, 13, 40, 39, 14, 23, 13, 49, 29, 48, 7, 36, 10, 29, 28, 5, 34, 40, 13, 5, 32, 8]
[2, 27, 11, 23, 12, 17, 7, 32, 22, 2, 3, 32, 39, 18, 8, 7, 8, 0, 11, 44, 36, 40, 5, 6, 31, 21, 0, 6, 32, 41, 24, 50, 2, 48, 7, 8, 4, 37, 4, 30, 17, 8, 39, 47, 20, 11, 23, 6, 5, 3, 48, 18, 38, 13, 34, 20, 35, 18, 22, 19, 12, 37, 33, 37, 7, 6, 13, 32, 17, 18, 1, 36, 41, 15, 22, 38, 13, 37, 7, 2, 42, 48, 33, 39, 39, 8, 5, 26, 46, 13, 44, 48, 32, 37, 0, 36, 4, 25, 26, 39, 30, 34, 36, 7, 50, 7, 29, 38, 41, 17, 26, 22, 39, 13, 36, 7, 42, 8, 43, 11, 6, 2, 23, 22, 15, 22, 2, 29, 3, 0, 45, 29, 20, 36, 20, 46, 30, 12, 32, 19, 50, 14, 5, 36, 15, 19, 46, 48, 15, 5, 5, 41, 28, 21, 26, 21, 32, 8, 26, 45, 6, 48, 21, 26, 11, 42, 35, 20, 12, 32, 41, 10, 0, 6, 24]
[34, 10, 18, 27, 46, 46, 49, 31, 33, 20, 40, 18, 20, 8, 14, 26, 33, 11, 0, 35, 15, 42, 10, 0, 20, 36, 18, 47, 47, 20, 22, 20, 2, 48, 40, 30, 10, 44, 43, 18, 22, 50, 41, 9, 2, 44, 29, 41, 23, 39, 30, 25, 39, 21, 36, 17, 17, 7, 5, 29, 8, 26, 24, 27, 23, 37, 20, 17, 13, 49, 21, 50, 29, 31, 30, 35, 13, 2, 27, 0, 1, 49, 12, 10, 35, 41, 1, 9, 38, 4, 45, 7, 22, 10, 0, 18, 35, 30, 16, 44, 34, 36, 46, 0, 37, 33, 21, 41, 25, 46, 11, 45, 32, 42, 45, 28, 12, 48, 20, 3, 5, 45, 32, 11, 50, 5, 29, 3, 6, 19, 44, 21, 1, 49, 12, 4, 24, 38, 23, 2, 37, 42, 38, 27, 35, 4, 12, 25, 45, 0, 4, 8, 4, 47, 29, 31, 44, 1, 38, 36, 4, 16, 18, 37, 18, 20, 42, 49, 1, 34, 35, 50, 17, 3, 20]
[5, 5, 10, 26, 30, 12, 29, 3, 44, 50, 37, 44, 18, 49, 16, 48, 8, 44, 35, 0, 5, 36, 47, 15, 29, 42, 46, 10, 4, 24, 44, 18, 21, 26, 0, 2, 27, 47, 17, 31, 45, 3, 50, 35, 19, 50, 37, 38, 37, 38, 15, 8, 30, 5, 9, 35, 31, 45, 43, 29, 37, 1, 47, 18, 39, 31, 44, 35, 4, 35, 32, 22, 1, 42, 6, 27, 5, 21, 27, 16, 24, 44, 2, 9, 1, 34, 20, 27, 32, 41, 14, 5, 35, 22, 27, 49, 32, 9, 26, 34, 7, 25, 33, 19, 10, 6, 8, 2, 17, 45, 41, 22, 22, 21, 33, 39, 33, 13, 1, 8, 30, 49, 8, 24, 10, 35, 16, 7, 25, 1, 3, 15, 2, 45, 39, 39, 29, 37, 10, 43, 43, 5, 12, 5, 40, 21, 43, 22, 10, 12, 8, 50, 43, 25, 28, 27, 50, 40, 4, 39, 6, 26, 45, 27, 43, 3, 33, 16, 34, 5, 38, 14, 0, 7, 14]
[18, 40, 26, 46, 3, 24, 25, 45, 27, 27, 38, 26, 19, 40, 44, 48, 11, 36, 15, 5, 0, 36, 43, 3, 46, 29, 38, 31, 42, 4, 44, 17, 41, 18, 30, 13, 24, 50, 17, 5, 1, 6, 0, 7, 43, 28, 50, 39, 18, 43, 39, 35, 38, 39, 30, 6, 45, 48, 40, 29, 18, 14, 4, 33, 1, 28, 44, 11, 24, 2, 36, 33, 15, 5, 10, 19, 15, 4, 13, 21, 0, 37, 3, 25, 46, 0, 24, 33, 3, 17, 4, 44, 23, 35, 2, 39, 18, 30, 44, 8, 43, 38, 21, 39, 15, 2, 27, 38, 46, 8, 32, 23, 29, 24, 12, 38, 28, 24, 14, 46, 0, 44, 50, 47, 6, 17, 20, 11, 43, 22, 10, 23, 37, 10, 2, 0, 22, 38, 4, 42, 10, 42, 32, 14, 9, 28, 40, 20, 4, 5, 48, 50, 30, 13, 14, 47, 28, 1, 26, 28, 36, 14, 28, 26, 24, 45, 23, 1, 10, 12, 15, 22, 46, 22, 44]
[26, 50, 15, 11, 11, 36, 15, 14, 29, 37, 46, 15, 20, 16, 21, 23, 34, 40, 42, 36, 36, 0, 33, 36, 2, 7, 0, 31, 20, 20, 45, 29, 8, 50, 49, 38, 25, 3, 11, 16, 25, 31, 44, 46, 47, 18, 14, 49, 35, 0, 37, 2, 27, 48, 1, 17, 0, 25, 21, 0, 30, 28, 44, 32, 41, 12, 42, 20, 31, 36, 31, 44, 24, 42, 45, 17, 36, 45, 48, 13, 38, 31, 35, 6, 2, 42, 8, 45, 20, 25, 1, 7, 33, 27, 32, 12, 32, 24, 45, 46, 14, 13, 2, 40, 27, 7, 10, 9, 35, 33, 1, 34, 0, 20, 38, 47, 46, 23, 28, 49, 23, 28, 20, 41, 29, 46, 25, 16, 42, 37, 13, 36, 6, 19, 30, 13, 25, 29, 13, 43, 45, 39, 23, 34, 8, 16, 30, 25, 22, 50, 36, 22, 35, 22, 9, 13, 5, 10, 21, 34, 36, 24, 9, 35, 22, 20, 34, 32, 29, 29, 3, 35, 19, 46, 49]
[37, 30, 3, 8, 36, 38, 41, 20, 47, 33, 31, 33, 45, 10, 7, 5, 25, 5, 10, 47, 43, 33, 0, 42, 50, 36, 9, 42, 21, 15, 44, 29, 31, 2, 6, 12, 7, 32, 27, 27, 38, 6, 9, 27, 21, 34, 44, 37, 16, 27, 29, 3, 19, 37, 0, 30, 41, 29, 8, 25, 7, 6, 42, 24, 32, 12, 14, 2, 32, 23, 9, 35, 37, 48, 27, 50, 16, 16, 42, 44, 23, 41, 3, 40, 21, 41, 37, 40, 25, 26, 20, 24, 46, 3, 24, 11, 0, 45, 48, 0, 14, 1, 3, 7, 47, 36, 30, 45, 36, 3, 38, 16, 19, 19, 11, 36, 33, 45, 19, 38, 28, 31, 8, 48, 31, 40, 38, 29, 42, 10, 36, 15, 33, 50, 35, 14, 48, 37, 40, 41, 41, 33, 27, 28, 29, 16, 3, 46, 2, 14, 5, 9, 30, 28, 11, 12, 18, 33, 3, 35, 7, 28, 8, 50, 37, 31, 39, 34, 49, 32, 48, 32, 41, 26, 6]
[42, 5, 19, 30, 16, 50, 11, 48, 23, 49, 23, 29, 34, 1, 15, 14, 24, 6, 0, 15, 3, 36, 42, 0, 38, 38, 18, 15, 3, 0, 32, 29, 20, 47, 42, 42, 26, 40, 48, 48, 5, 17, 46, 23, 40, 9, 7, 2, 49, 3, 46, 22, 20, 8, 12, 26, 48, 25, 2, 29, 33, 3, 44, 48, 49, 39, 15, 42, 28, 32, 15, 28, 4, 39, 43, 20, 42, 3, 7, 28, 29, 24, 4, 26, 39, 33, 24, 20, 5, 4, 5, 26, 7, 6, 42, 13, 31, 4, 17, 0, 17, 49, 30, 39, 39, 7, 15, 1, 24, 3, 36, 14, 41, 18, 14, 13, 35, 35, 5, 30, 44, 41, 11, 42, 45, 8, 22, 50, 27, 38, 44, 47, 39, 44, 49, 46, 20, 40, 14, 8, 45, 35, 9, 0, 23, 3, 4, 23, 6, 5, 45, 20, 4, 29, 25, 20, 10, 11, 34, 12, 38, 12, 11, 40, 7, 37, 7, 6, 12, 26, 46, 48, 20, 44, 28]
[44, 49, 42, 6, 49, 46, 1, 24, 4, 3, 25, 27, 27, 27, 30, 46, 25, 31, 20, 29, 46, 2, 50, 38, 0, 1, 4, 48, 10, 5, 21, 25, 38, 18, 31, 40, 17, 5, 36, 27, 1, 8, 48, 32, 24, 5, 25, 48, 1, 0, 28, 27, 31, 12, 50, 39, 31, 40, 3, 36, 28, 13, 24, 0, 0, 42, 18, 2, 24, 27, 11, 18, 31, 15, 28, 23, 13, 50, 0, 40, 35, 11, 28, 18, 43, 27, 3, 4, 30, 12, 40, 7, 16, 4, 3, 2, 13, 15, 22, 4, 12, 30, 19, 26, 45, 39, 1, 45, 35, 15, 27, 21, 29, 16, 25, 37, 24, 27, 44, 7, 29, 30, 28, 46, 34, 42, 20, 49, 24, 5, 22, 22, 12, 36, 50, 6, 15, 36, 10, 3, 36, 26, 49, 46, 35, 14, 39, 29, 11, 27, 32, 46, 50, 0, 6, 25, 36, 27, 19, 18, 36, 26, 12, 17, 30, 15, 30, 43, 9, 32, 30, 4, 24, 10, 33]
[19, 35, 10, 9, 12, 11, 36, 25, 36, 24, 7, 30, 4, 48, 6, 29, 34, 21, 36, 42, 29, 7, 36, 38, 1, 0, 28, 9, 47, 13, 8, 46, 40, 26, 1, 46, 36, 45, 37, 27, 12, 46, 22, 18, 20, 42, 10, 29, 43, 47, 33, 43, 48, 25, 17, 2, 24, 34, 32, 18, 24, 26, 17, 49, 41, 32, 2, 20, 34, 1, 40, 29, 25, 12, 36, 26, 16, 3, 32, 8, 44, 42, 28, 28, 8, 17, 11, 19, 27, 27, 23, 22, 46, 44, 3, 50, 45, 26, 35, 38, 3, 37, 48, 2, 19, 50, 22, 29, 3, 30, 5, 40, 27, 22, 3, 47, 47, 22, 19, 40, 46, 1, 5, 3, 1, 22, 22, 16, 45, 20, 2, 34, 9, 8, 42, 46, 28, 25, 6, 1, 25, 8, 15, 7, 9, 15, 44, 13, 10, 45, 38, 48, 5, 4, 43, 31, 38, 35, 35, 12, 5, 11, 7, 20, 30, 35, 47, 23, 35, 17, 44, 7, 24, 20, 3]
