N1,N2,...,Nx
[22, 23, 3, 38, 21, 35, 6, 18, 2, 17, 0, 0, 40, 0, 5, 27, 11, 26, 8, 30, 9, 17, 19, 29, 14, 15, 49, 11, 20, 47, 12, 24, 36, 50, 47, 37, 44, 12, 34, 5, 6, 32, 4, 16, 5, 38, 32, 5, 7, 46, 16, 10, 24, 16, 30, 36, 1, 25, 30, 39, 14, 21, 22, 45, 23, 31, 3, 46, 1, 22, 15, 46, 1, 31, 25, 42, 2, 31, 41, 26, 27, 10, 45, 24, 2, 49, 20, 10, 32, 29, 4, 42, 38, 33, 45, 45, 23, 2, 1, 17, 40, 35, 21, 41, 40, 36, 39, 19, 43, 41, 49, 24, 16, 50, 18, 46, 24, 20, 41, 19, 44, 47, 34, 18, 3, 27, 22, 14, 9, 47, 36, 19, 33, 36, 50, 5, 35, 2, 21, 38, 14, 10, 7, 12, 39, 50, 5, 11, 43, 48, 50, 25, 26]
[37, 32, 12, 2, 3, 37, 0, 36, 42, 14, 0, 0, 13, 23, 44, 47, 7, 50, 40, 10, 35, 27, 18, 26, 27, 41, 3, 40, 14, 21, 26, 42, 20, 19, 35, 21, 37, 23, 4, 33, 16, 34, 43, 38, 0, 19, 32, 15, 34, 49, 45, 2, 26, 0, 19, 14, 26, 34, 46, 34, 47, 35, 49, 47, 26, 27, 44, 25, 40, 30, 43, 7, 26, 21, 9, 10, 46, 4, 26, 7, 6, 27, 37, 2, 38, 30, 15, 7, 37, 32, 26, 3, 32, 11, 5, 48, 1, 21, 6, 20, 11, 0, 42, 28, 24, 30, 2, 14, 43, 21, 2, 38, 18, 47, 49, 12, 27, 3, 18, 48, 49, 35, 22, 20, 14, 49, 2, 11, 31, 17, 23, 13, 10, 10, 49, 44, 35, 24, 6, 48, 10, 44, 19, 36, 33, 46, 36, 12, 22, 21, 15, 31, 39]
[23, 13, 9, 4, 47, 49, 33, 13, 39, 16, 40, 13, 0, 36, 41, 22, 37, 36, 48, 28, 41, 6, 34, 27, 1, 34, 15, 17, 30, 2, 14, 27, 14, 16, 14, 46, 16, 44, 31, 50, 2, 27, 48, 3, 19, 39, 47, 40, 48, 38, 25, 39, 26, 33, 16, 28, 29, 0, 40, 8, 13, 36, 28, 12, 32, 47, 5, 18, 32, 41, 30, 14, 13, 49, 0, 43, 6, 36, 7, 8, 2, 30, 40, 4, 45, 17, 11, 2, 31, 40, 24, 34, 42, 8, 42, 29, 20, 33, 6, 46, 38, 27, 27, 20, 42, 15, 0, 47, 12, 43, 34, 15, 12, 2, 29, 32, 33, 33, 49, 3, 50, 10, 19, 30, 2, 32, 25, 37, 25, 6, 19, 39, 43, 34, 36, 29, 16, 19, 50, 28, 11, 34, 33, 39, 7, 12, 2, 18, 7, 50, 29, 37, 29]
[2, 4, 28, 38, 39, 39, 21, 38, 30, 11, 0, 23, 36, 0, 10, 22, 42, 1, 22, 6, 47, 34, 44, 32, 6, 33, 27, 35, 24, 41, 5, 11, 7, 26, 12, 7, 3, 40, 34, 37, 49, 49, 42, 42, 50, 18, 48, 13, 44, 0, 1, 27, 38, 24, 20, 5, 31, 25, 50, 24, 45, 50, 50, 6, 39, 13, 20, 23, 12, 11, 43, 22, 2, 7, 42, 42, 35, 0, 0, 7, 24, 41, 34, 30, 49, 14, 23, 3, 37, 46, 5, 2, 50, 1, 47, 17, 37, 40, 1, 48, 26, 5, 49, 0, 28, 19, 46, 38, 40, 21, 18, 2, 1, 11, 48, 13, 6, 1, 4, 50, 19, 14, 31, 48, 13, 39, 24, 11, 9, 7, 25, 31, 10, 40, 16, 14, 22, 2, 17, 11, 20, 18, 32, 34, 37, 5, 50, 32, 18, 23, 36, 27, 6]
[47, 46, 11, 13, 15, 27, 23, 6, 1, 47, 5, 44, 41, 10, 0, 41, 25, 2, 43, 23, 40, 11, 33, 13, 15, 12, 49, 40, 14, 35, 5, 30, 48, 10, 42, 43, 26, 41, 15, 7, 19, 29, 26, 1, 42, 16, 7, 46, 20, 11, 29, 12, 11, 22, 25, 1, 41, 25, 18, 44, 16, 12, 5, 4, 26, 3, 40, 28, 14, 17, 31, 26, 20, 1, 45, 20, 7, 47, 12, 0, 15, 12, 18, 18, 36, 41, 44, 32, 3, 33, 20, 34, 35, 46, 9, 31, 42, 4, 17, 14, 42, 6, 38, 20, 24, 31, 50, 46, 10, 44, 49, 19, 39, 21, 26, 47, 6, 0, 49, 48, 7, 32, 16, 40, 34, 19, 24, 4, 44, 27, 0, 45, 44, 34, 46, 2, 37, 32, 47, 23, 14, 35, 5, 4, 49, 25, 13, 11, 47, 46, 10, 19, 3]
[13, 24, 41, 7, 26, 18, 43, 13, 8, 40, 27, 47, 22, 22, 41, 0, 35, 11, 47, 1, 36, 2, 17, 19, 30, 21, 36, 29, 24, 40, 30, 34, 14, 25, 49, 5, 16, 15, 45, 2, 12, 33, 39, 46, 34, 45, 6, 47, 37, 27, 25, 45, 38, 29, 32, 17, 2, 12, 9, 44, 29, 22, 34, 47, 31, 10, 1, 43, 45, 12, 12, 21, 42, 14, 13, 48, 22, 40, 41, 17, 3, 42, 22, 39, 40, 32, 29, 22, 33, 47, 10, 39, 28, 27, 19, 8, 35, 30, 23, 7, 15, 26, 10, 9, 31, 5, 31, 19, 21, 27, 42, 2, 21, 27, 11, 6, 11, 16, 33, 39, 10, 8, 48, 33, 9, 15, 6, 19, 13, 44, 27, 38, 42, 12, 41, 4, 46, 46, 39, 22, 22, 31, 29, 8, 1, 46, 23, 35, 16, 5, 37, 32, 10]
[20, 4, 24, 49, 36, 25, 28, 20, 28, 39, 11, 7, 37, 42, 25, 35, 0, 11, 42, 10, 29, 15, 3, 10, 38, 38, 45, 18, 14, 23, 7, 27, 35, 0, 39, 41, 45, 31, 1, 9, 28, 26, 43, 19, 3, 8, 47, 17, 46, 36, 43, 0, 33, 33, 47, 18, 5, 43, 6, 43, 48, 46, 34, 13, 8, 0, 37, 8, 25, 14, 14, 29, 15, 22, 2, 33, 26, 38, 0, 33, 10, 21, 48, 20, 14, 37, 0, 18, 5, 36, 29, 22, 40, 2, 30, 17, 47, 49, 8, 36, 47, 8, 0, 19, 18, 17, 0, 6, 0, 3, 40, 3, 42, 32, 35, 25, 6, 4, 15, 17, 18, 13, 11, 39, 9, 47, 14, 14, 27, 35, 15, 4, 12, 24, 35, 28, 27, 2, 50, 34, 34, 5, 37, 3, 50, 20, 48, 39, 48, 38, 23, 4, 41]
[50, 12, 23, 10, 22, 45, 12, 4, 38, 48, 26, 50, 36, 1, 2, 11, 11, 0, 23, 31, 2, 11, 42, 6, 4, 17, 48, 23, 28, 0, 41, 37, 48, 13, 1, 18, 43, 10, 30, 50, 13, 46, 20, 6, 28, 20, 24, 0, 27, 24, 36, 2, 20, 41, 41, 23, 2, 41, 26, 49, 17, 20, 3, 3, 7, 40, 17, 49, 14, 11, 12, 50, 36, 23, 33, 5, 49, 33, 40, 12, 39, 16, 24, 0, 26, 0, 6, 37, 40, 38, 34, 17, 20, 6, 33, 46, 44, 20, 16, 15, 22, 8, 6, 18, 44, 40, 11, 48, 47, 41, 29, 9, 30, 14, 44, 29, 0, 35, 26, 5, 7, 0, 38, 3, 37, 43, 46, 4, 14, 29, 50, 36, 22, 12, 22, 31, 48, 40, 43, 4, 19, 24, 8, 7, 29, 25, 40, 20, 18, 16, 22, 44, 43]
[15, 1, 28, 32, 5, 45, 33, 30, 49, 50, 8, 40, 48, 22, 43, 47, 42, 23, 0, 49, 6, 35, 23, 37, 37, 16, 13, 34, 27, 19, 49, 31, 36, 19, 41, 44, 50, 32, 45, 35, 20, 0, 50, 15, 38, 5, 12, 12, 32, 9, 8, 10, 22, 17, 48, 19, 32, 17, 34, 22, 8, 8, 19, 47, 10, 22, 44, 45, 33, 38, 16, 18, 20, 49, 47, 24, 27, 32, 20, 7, 29, 9, 28, 41, 4, 13, 20, 18, 47, 48, 0, 21, 5, 47, 0, 22, 4, 23, 35, 17, 45, 17, 23, 27, 30, 11, 4, 23, 11, 24, 28, 3, 31, 9, 21, 23, 25, 16, 38, 10, 16, 43, 31, 14, 18, 2, 44, 23, 21, 37, 34, 6, 3, 33, 27, 47, 31, 34, 21, 15, 21, 45, 20, 10, 47, 38, 40, 8, 12, 28, 45, 27, 7]
[8, 1, 44, 19, 32, 39, 27, 9, 31, 28, 30, 10, 28, 6, 23, 1, 10, 31, 49, 0, 4, 45, 31, 46, 16, 34, 43, 40, 45, 36, 49, 36, 18, 44, 17, 49, 39, 36, 27, 40, 29, 23, 47, 7, 32, 40, 16, 25, 46, 7, 6, 30, 44, 11, 35, 16, 32, 27, 17, 49, 28, 31, 40, 3, 26, 34, 27, 50, 25, 43, 5, 8, 16, 26, 26, 28, 27, 19, 30, 1, 42, 3, 8, 4, 15, 46, 36, 45, 17, 36, 26, 33, 5, 9, 8, 10, 31, 38, 7, 12, 19, 1, 33, 43, 29, 17, 15, 46, 29, 48, 46, 12, 34, 15, 29, 24, 22, 25, 47, 23, 50, 41, 13, 48, 43, 4, 21, 27, 2, 28, 3, 49, 33, 18, 13, 49, 14, 19, 8, 25, 41, 42, 38, 39, 23, 17, 21, 32, 17, 17, 22, 21, 33]
[10, 32, 0, 22, 24, 12, 42, 36, 27, 16, 9, 35, 41, 47, 40, 36, 29, 2, 6, 4, 0, 9, 7, 40, 28, 46, 17, 49, 17, 19, 16, 19, 39, 13, 3, 11, 10, 22, 6, 29, 38, 50, 19, 3, 50, 50, 8, 42, 24, 26, 4, 20, 27, 49, 11, 37, 34, 4, 2, 42, 34, 13, 29, 45, 49, 12, 6, 23, 6, 4, 27, 5, 6, 24, 21, 30, 19, 46, 44, 35, 43, 12, 36, 37, 4, 22, 21, 15, 39, 20, 24, 28, 50, 24, 1, 25, 1, 37, 22, 21, 10, 16, 16, 32, 22, 14, 16, 17, 26, 25, 20, 25, 44, 10, 18, 3, 38, 45, 1, 7, 34, 18, 22, 18, 34, 49, 2, 31, 34, 12, 49, 32, 24, 44, 30, 0, 10, 44, 39, 33, 38, 7, 15, 23, 27, 28, 41, 48, 42, 37, 12, 18, 13]
[39, 18, 4, 0, 6, 14, 9, 35, 42, 1, 17, 27, 6, 34, 11, 2, 15, 11, 35, 45, 9, 0, 3, 2, 45, 35, 43, 49, 13, 25, 50, 44, 26, 19, 10, 48, 32, 32, 48, 41, 31, 4, 18, 5, 25, 8, 44, 46, 17, 46, 28, 14, 16, 14, 29, 8, 22, 2, 40, 8, 8, 14, 30, 32, 9, 11, 9, 8, 0, 20, 49, 20, 41, 14, 40, 3, 36, 8, 11, 34, 21, 21, 37, 41, 0, 10, 13, 27, 50, 41, 18, 9, 15, 0, 35, 4, 17, 50, 17, 38, 19, 5, 9, 41, 41, 19, 44, 17, 29, 36, 40, 7, 44, 8, 13, 24, 5, 20, 42, 37, 33, 20, 8, 3, 22, 30, 19, 27, 3, 1, 37, 22, 18, 8, 12, 43, 49, 40, 31, 7, 28, 20, 9, 0, 10, 7, 49, 42, 3, 50, 3, 38, 36]
[35, 19, 47, 21, 35, 13, 28, 42, 13, 9, 19, 18, 34, 44, 33, 17, 3, 42, 23, 31, 7, 3, 0, 28, 16, 30, 30, 38, 28, 42, 45, 40, 2, 21, 15, 41, 8, 49, 43, 23, 49, 46, 13, 24, 19, 33, 15, 8, 2, 18, 42, 34, 32, 7, 24, 9, 14, 18, 28, 6, 47, 46, 26, 35, 9, 6, 18, 5, 22, 29, 7, 23, 42, 5, 47, 19, 28, 50, 27, 48, 20, 18, 9, 41, 6, 7, 34, 19, 38, 14, 14, 48, 16, 29, 32, 30, 46, 49, 23, 42, 4, 28, 27, 22, 0, 49, 11, 9, 13, 28, 3, 9, 27, 50, 36, 8, 0, 6, 41, 11, 47, 30, 49, 50, 7, 22, 35, 49, 24, 10, 7, 1, 23, 25, 15, 49, 3, 35, 6, 7, 37, 7, 48, 24, 46, 30, 14, 4, 40, 14, 12, 21, 7]
[33, 2, 3, 48, 12, 0, 22, 14, 48, 44, 29, 26, 27, 32, 13, 19, 10, 6, 37, 46, 40, 2, 28, 0, 2, 42, 21, 2, 44, 49, 7, 28, 19, 27, 18, 47, 38, 29, 24, 31, 40, 18, 29, 8, 41, 50, 6, 37, 15, 38, 21, 33, 42, 50, 29, 2, 11, 1, 49, 22, 30, 18, 20, 20, 48, 0, 44, 38, 34, 40, 28, 23, 49, 9, 39, 35, 42, 4, 9, 42, 30, 41, 46, 20, 37, 31, 47, 42, 1, 3, 21, 46, 16, 44, 8, 19, 45, 9, 20, 19, 26, 27, 3, 14, 8, 20, 50, 11, 33, 8, 27, 23, 36, 44, 44, 4, 33, 45, 23, 22, 50, 18, 11, 28, 0, 4, 38, 0, 47, 12, 27, 8, 45, 46, 40, 28, 31, 10, 13, 47, 43, 29, 50, 25, 38, 14, 22, 40, 2, 49, 49, 11, 35]
[24, 1, 34, 48, 15, 17, 17, 18, 17, 24, 14, 27, 1, 6, 15, 30, 38, 4, 37, 16, 28, 45, 16, 2, 0, 19, 12, 14, 10, 36, 0, 19, 41, 27, 36, 50, 43, 35, 4, 12, 35, 10, 23, 25, 26, 47, 35, 0, 43, 39, 8, 26, 24, 47, 10, 30, 18, 40, 50, 44, 39, 5, 21, 50, 17, 18, 17, 32, 30, 27, 11, 15, 17, 39, 27, 15, 0, 9, 49, 24, 44, 15, 39, 8, 45, 37, 7, 12, 7, 31, 30, 32, 16, 49, 45, 29, 50, 37, 19, 18, 44, 25, 47, 43, 11, 22, 28, 49, 31, 23, 45, 37, 14, 50, 2, 45, 42, 48, 24, 17, 30, 1, 41, 10, 7, 15, 5, 8, 10, 26, 44, 44, 12, 24, 3, 41, 1, 43, 43, 0, 15, 21, 18, 43, 42, 50, 43, 15, 31, 7, 37, 34, 19]
[46, 21, 24, 45, 3, 31, 0, 31, 29, 27, 15, 41, 34, 33, 12, 21, 38, 17, 16, 34, 46, 35, 30, 42, 19, 0, 43, 1, 21, 37, 43, 28, 40, 38, 33, 5, 27, 41, 49, 2, 19, 1, 48, 28, 17, 48, 20, 4, 35, 12, 17, 21, 3, 39, 39, 44, 39, 32, 26, 49, 44, 7, 44, 23, 34, 29, 50, 28, 13, 43, 23, 10, 24, 31, 36, 28, 42, 3, 30, 8, 46, 10, 29, 24, 6, 10, 38, 19, 22, 45, 30, 6, 40, 22, 39, 39, 20, 50, 34, 21, 16, 31, 48, 43, 8, 48, 25, 18, 49, 2, 40, 41, 45, 0, 8, 36, 28, 32, 10, 11, 44, 25, 26, 11, 41, 40, 28, 6, 41, 2, 47, 10, 16, 34, 50, 0, 17, 24, 2, 14, 4, 39, 12, 28, 30, 21, 31, 44, 37, 12, 14, 10, 16]
[24, 42, 23, 21, 34, 32, 13, 43, 23, 35, 49, 3, 15, 27, 49, 36, 45, 48, 13, 43, 17, 43, 30, 21, 12, 43, 0, 33, 19, 26, 23, 28, 0, 41, 9, 20, 21, 44, 5, 30, 43, 50, 17, 49, 28, 36, 25, 47, 21, 43, 7, 11, 45, 47, 12, 9, 7, 1, 39, 12, 36, 37, 6, 4, 37, 48, 47, 37, 30, 12, 50, 46, 40, 20, 24, 30, 5, 28, 38, 42, 8, 1, 30, 24, 24, 17, 27, 43, 21, 18, 48, 25, 21, 7, 23, 6, 30, 14, 35, 11, 28, 31, 28, 43, 20, 38, 48, 14, 12, 8, 20, 21, 4, 23, 0, 27, 26, 49, 41, 3, 9, 18, 40, 45, 11, 34, 49, 47, 44, 21, 46, 48, 45, 10, 23, 2, 26, 30, 41, 15, 3, 1, 27, 34, 19, 26, 35, 43, 43, 15, 5, 35, 21]
[26, 10, 36, 12, 25, 45, 17, 43, 16, 17, 11, 40, 17, 35, 40, 29, 18, 23, 34, 40, 49, 49, 38, 2, 14, 1, 33, 0, 49, 47, 46, 5, 24, 35, 9, 30, 2, 13, 21, 2, 5, 35, 40, 10, 38, 19, 10, 33, 24, 50, 10, 32, 7, 33, 33, 25, 2, 15, 11, 8, 40, 34, 29, 35, 3, 20, 40, 31, 8, 42, 6, 8, 0, 13, 20, 36, 11, 16, 40, 33, 11, 0, 0, 12, 8, 22, 46, 6, 13, 33, 37, 38, 27, 34, 23, 36, 36, 50, 49, 16, 24, 25, 41, 15, 35, 13, 49, 1, 23, 50, 34, 31, 8, 2, 10, 25, 3, 23, 39, 4, 41, 47, 9, 14, 10, 46, 28, 39, 27, 48, 33, 38, 2, 42, 49, 35, 28, 1, 17, 21, 20, 6, 17, 11, 5, 31, 1, 37, 42, 26, 24, 25, 46]
[38, 49, 25, 5, 34, 35, 20, 48, 38, 50, 20, 14, 30, 24, 14, 24, 14, 28, 27, 45, 17, 13, 28, 44, 10, 21, 19, 49, 0, 17, 34, 2, 41, 3, 16, 40, 31, 5, 26, 30, 9, 17, 11, 12, 34, 26, 9, 30, 46, 31, 23, 10, 5, 19, 32, 43, 26, 39, 20, 30, 15, 39, 20, 19, 34, 49, 26, 49, 20, 7, 15, 41, 25, 26, 17, 28, 27, 33, 12, 12, 24, 50, 46, 17, 46, 27, 41, 1, 44, 5, 49, 49, 5, 40, 4, 26, 0, 35, 25, 10, 4, 4, 30, 14, 28, 21, 44, 33, 50, 37, 12, 26, 19, 19, 18, 7, 3, 45, 7, 31, 39, 27, 7, 4, 13, 11, 17, 18, 9, 19, 5, 43, 12, 29, 0, 30, 29, 19, 18, 13, 31, 4, 33, 50, 43, 3, 9, 16, 39, 22, 19, 7, 48]
[36, 20, 35, 43, 36, 38, 4, 9, 13, 16, 47, 21, 2, 41, 35, 40, 23, 0, 19, 36, 19, 25, 42, 49, 36, 37, 26, 47, 17, 0, 44, 33, 19, 44, 20, 10, 29, 18, 10, 21, 5, 39, 17, 29, 48, 13, 14, 22, 6, 31, 42, 24, 14, 5, 28, 9, 40, 15, 16, 38, 6, 27, 50, 16, 2, 14, 7, 1, 6, 50, 50, 27, 19, 45, 27, 25, 0, 29, 7, 21, 42, 49, 3, 19, 14, 50, 39, 38, 50, 8, 27, 19, 36, 37, 17, 38, 16, 21, 39, 12, 3, 39, 3, 16, 44, 32, 29, 36, 43, 38, 27, 32, 31, 15, 39, 36, 17, 38, 18, 32, 30, 35, 14, 38, 44, 35, 22, 28, 32, 11, 29, 7, 27, 9, 5, 27, 28, 17, 27, 29, 8, 7, 20, 40, 19, 37, 6, 44, 44, 43, 7, 41, 7]
