N1,N2,...,Nx
[13, 39, 3, 39, 28, 6, 34, 39, 13, 3, 0, 28, 13, 32, 19, 22, 15, 32, 24, 49, 22, 5, 16, 11, 25, 11, 33, 10, 22, 41, 5, 14, 47, 32, 31, 42, 35, 20, 38, 30, 44, 29, 32, 48, 45, 29, 42, 3, 5, 35, 17, 32, 17, 40, 18, 49, 30, 1, 45, 24, 21, 32, 12, 18, 20, 38, 24, 1, 2, 6, 46, 41, 21, 10, 9, 8, 11, 40, 6, 33, 34, 22, 41, 32, 37, 8, 45, 45, 34, 34, 15, 7, 22, 11, 28, 16, 21, 22, 23, 39, 10, 2, 23, 14, 21, 2, 37, 15, 6, 11, 36, 31, 23, 6, 47, 28, 28, 17, 12, 43, 27, 42, 3, 29, 25, 44, 36, 26, 29, 14, 48, 39, 47, 0, 1, 19, 29, 49, 38, 45, 22, 11, 0, 14, 46, 9, 32, 0, 2, 37, 13, 27, 44, 17, 48, 2, 46, 36, 30, 27, 26, 41, 32]
[34, 10, 3, 39, 9, 29, 43, 14, 48, 43, 28, 0, 2, 24, 48, 41, 20, 4, 48, 9, 10, 19, 4, 22, 24, 11, 33, 49, 19, 24, 17, 8, 9, 8, 44, 22, 43, 21, 28, 26, 23, 26, 29, 46, 23, 8, 38, 4, 7, 30, 44, 28, 28, 26, 19, 44, 10, 18, 35, 35, 20, 24, 30, 20, 19, 50, 47, 27, 32, 36, 9, 16, 29, 45, 38, 11, 49, 12, 19, 29, 20, 49, 16, 3, 50, 41, 38, 40, 0, 23, 39, 18, 21, 44, 16, 11, 43, 36, 9, 9, 41, 12, 32, 9, 33, 45, 41, 38, 18, 21, 6, 50, 2, 28, 10, 12, 26, 4, 10, 2, 31, 36, 39, 29, 28, 5, 31, 14, 22, 20, 31, 36, 30, 23, 32, 12, 40, 31, 32, 21, 43, 9, 9, 44, 18, 1, 37, 33, 45, 16, 4, 18, 5, 3, 23, 47, 36, 17, 38, 25, 33, 40, 16]
[7, 20, 27, 2, 35, 45, 4, 6, 42, 49, 13, 2, 0, 14, 27, 20, 48, 34, 38, 18, 2, 27, 0, 23, 50, 9, 6, 7, 35, 36, 43, 4, 5, 48, 9, 26, 10, 10, 41, 30, 27, 22, 18, 12, 39, 43, 16, 42, 40, 41, 9, 45, 10, 14, 1, 10, 26, 47, 38, 38, 30, 27, 27, 49, 41, 49, 16, 37, 8, 3, 19, 1, 42, 47, 21, 47, 39, 34, 2, 3, 49, 10, 1, 33, 10, 25, 10, 39, 21, 28, 50, 26, 10, 21, 43, 26, 44, 49, 50, 15, 42, 39, 11, 48, 47, 46, 17, 25, 41, 0, 12, 3, 3, 16, 2, 45, 17, 38, 37, 45, 21, 5, 21, 13, 32, 44, 18, 46, 6, 22, 23, 38, 24, 18, 48, 11, 31, 49, 21, 17, 26, 12, 5, 20, 5, 1, 2, 12, 14, 39, 2, 44, 3, 12, 11, 17, 50, 17, 4, 17, 39, 49, 1]
[15, 23, 12, 47, 3, 47, 34, 12, 24, 10, 32, 24, 14, 0, 21, 36, 31, 47, 25, 3, 39, 46, 11, 41, 14, 19, 26, 18, 4, 28, 32, 44, 8, 16, 38, 34, 46, 44, 28, 0, 43, 42, 11, 42, 49, 47, 7, 19, 27, 40, 50, 17, 32, 10, 35, 33, 29, 22, 9, 20, 42, 12, 8, 6, 44, 27, 9, 19, 18, 36, 38, 44, 24, 5, 40, 26, 10, 9, 20, 1, 18, 20, 30, 8, 49, 41, 20, 47, 14, 40, 28, 15, 38, 27, 11, 50, 48, 1, 38, 3, 3, 35, 50, 35, 10, 40, 43, 9, 30, 28, 3, 1, 14, 34, 8, 24, 44, 47, 48, 2, 39, 2, 18, 3, 23, 50, 26, 42, 27, 5, 31, 29, 32, 22, 6, 15, 47, 41, 17, 42, 35, 37, 30, 36, 25, 2, 17, 39, 26, 44, 27, 25, 35, 18, 27, 20, 12, 48, 24, 40, 6, 22, 41]
[42, 24, 21, 47, 5, 16, 16, 49, 0, 44, 19, 48, 27, 21, 0, 41, 50, 40, 6, 43, 3, 10, 22, 45, 37, 21, 3, 2, 9, 30, 26, 31, 6, 49, 32, 24, 44, 11, 8, 0, 19, 37, 17, 17, 40, 18, 3, 43, 21, 37, 46, 33, 13, 0, 37, 22, 37, 9, 25, 14, 44, 8, 20, 48, 18, 14, 35, 4, 36, 9, 48, 47, 38, 3, 3, 47, 35, 37, 18, 47, 13, 8, 28, 17, 17, 44, 7, 26, 4, 46, 6, 47, 32, 16, 40, 19, 34, 44, 26, 9, 46, 38, 20, 34, 39, 10, 8, 27, 34, 17, 40, 44, 17, 44, 37, 16, 6, 47, 48, 35, 9, 50, 27, 2, 43, 50, 24, 4, 31, 17, 26, 33, 45, 47, 1, 3, 9, 6, 37, 43, 30, 17, 15, 32, 0, 40, 35, 5, 28, 44, 0, 25, 5, 27, 16, 5, 32, 45, 25, 24, 16, 4, 47]
[45, 23, 11, 24, 36, 35, 48, 8, 3, 37, 22, 41, 20, 36, 41, 0, 5, 31, 9, 11, 7, 5, 8, 21, 0, 3, 14, 28, 6, 35, 14, 35, 13, 14, 43, 2, 45, 8, 35, 12, 24, 25, 11, 14, 48, 50, 34, 14, 12, 33, 22, 41, 26, 41, 44, 13, 18, 23, 19, 22, 13, 30, 37, 12, 45, 39, 48, 50, 15, 11, 9, 32, 0, 31, 32, 27, 17, 41, 18, 28, 9, 1, 43, 38, 31, 26, 25, 39, 23, 20, 9, 22, 44, 49, 15, 44, 3, 46, 19, 15, 44, 19, 46, 5, 42, 6, 18, 7, 11, 22, 46, 48, 6, 31, 44, 0, 36, 35, 3, 7, 0, 43, 32, 41, 30, 29, 21, 26, 43, 45, 28, 24, 41, 39, 37, 29, 34, 13, 28, 13, 24, 30, 42, 43, 39, 0, 3, 39, 19, 22, 38, 42, 47, 2, 45, 10, 28, 44, 6, 23, 4, 48, 48]
[39, 18, 33, 22, 22, 15, 46, 36, 25, 46, 15, 20, 48, 31, 50, 5, 0, 23, 38, 5, 39, 12, 8, 15, 41, 16, 19, 50, 2, 43, 3, 3, 42, 14, 24, 0, 29, 36, 17, 3, 27, 39, 49, 47, 31, 15, 43, 41, 11, 16, 23, 9, 11, 29, 36, 45, 2, 10, 16, 21, 14, 26, 32, 8, 49, 33, 6, 46, 31, 16, 45, 2, 31, 41, 19, 21, 17, 21, 30, 34, 32, 27, 17, 38, 2, 33, 9, 30, 5, 36, 7, 15, 36, 27, 38, 0, 18, 2, 19, 37, 25, 32, 40, 10, 44, 39, 36, 18, 20, 14, 40, 0, 26, 21, 45, 18, 20, 4, 24, 46, 11, 11, 40, 8, 50, 22, 42, 44, 31, 34, 34, 8, 45, 3, 37, 1, 16, 27, 12, 48, 15, 20, 44, 25, 33, 24, 30, 32, 48, 29, 3, 24, 11, 15, 17, 8, 21, 30, 19, 17, 32, 8, 9]
[14, 40, 33, 43, 28, 17, 50, 14, 26, 1, 32, 4, 34, 47, 40, 31, 23, 0, 30, 17, 33, 32, 12, 3, 8, 47, 28, 32, 26, 3, 21, 41, 39, 13, 3, 35, 40, 49, 31, 43, 29, 6, 47, 13, 42, 17, 36, 24, 0, 19, 16, 0, 2, 49, 13, 2, 10, 15, 4, 8, 32, 12, 19, 13, 44, 8, 41, 22, 36, 32, 23, 41, 48, 12, 23, 10, 35, 33, 34, 26, 13, 7, 45, 24, 46, 1, 23, 35, 48, 8, 30, 18, 33, 23, 38, 7, 7, 34, 6, 27, 31, 28, 42, 25, 25, 32, 26, 26, 11, 15, 31, 28, 47, 6, 29, 19, 7, 3, 14, 27, 36, 18, 6, 34, 45, 16, 47, 7, 35, 3, 27, 3, 40, 10, 39, 25, 28, 45, 40, 38, 50, 49, 31, 37, 3, 14, 16, 50, 49, 31, 41, 5, 29, 43, 27, 31, 1, 48, 12, 33, 13, 49, 45]
[48, 27, 10, 5, 26, 42, 45, 31, 3, 40, 24, 48, 38, 25, 6, 9, 38, 30, 0, 46, 49, 11, 22, 28, 3, 30, 44, 50, 13, 50, 50, 10, 38, 29, 2, 22, 46, 49, 31, 18, 20, 0, 3, 0, 21, 38, 45, 7, 36, 8, 20, 3, 16, 22, 41, 17, 8, 44, 24, 30, 18, 29, 29, 29, 27, 8, 35, 15, 29, 39, 30, 46, 32, 14, 32, 34, 1, 11, 17, 30, 35, 14, 1, 19, 32, 1, 11, 39, 1, 43, 44, 0, 26, 36, 3, 46, 43, 0, 16, 9, 0, 20, 39, 3, 13, 39, 47, 3, 20, 20, 16, 44, 50, 16, 40, 50, 21, 35, 22, 30, 19, 18, 6, 13, 49, 38, 43, 43, 37, 1, 10, 44, 25, 24, 6, 1, 12, 1, 35, 35, 14, 16, 20, 39, 34, 8, 24, 11, 21, 46, 42, 47, 18, 42, 38, 27, 26, 9, 43, 43, 20, 45, 43]
[31, 50, 30, 30, 48, 15, 41, 47, 40, 12, 49, 9, 18, 3, 43, 11, 5, 17, 46, 0, 41, 43, 46, 36, 41, 6, 14, 24, 21, 39, 43, 16, 19, 3, 47, 50, 48, 29, 50, 28, 28, 28, 12, 14, 1, 16, 29, 36, 16, 43, 29, 1, 20, 27, 29, 44, 7, 47, 21, 47, 21, 22, 31, 33, 19, 1, 30, 45, 44, 26, 25, 46, 47, 2, 0, 41, 6, 1, 10, 42, 11, 29, 12, 24, 37, 17, 45, 5, 49, 25, 32, 12, 46, 7, 21, 35, 16, 30, 40, 32, 6, 50, 45, 6, 44, 24, 30, 45, 40, 24, 49, 7, 28, 39, 10, 20, 10, 22, 17, 38, 32, 3, 16, 50, 49, 39, 12, 39, 33, 5, 35, 8, 40, 25, 42, 11, 25, 17, 3, 30, 47, 27, 17, 30, 48, 3, 16, 50, 15, 37, 17, 7, 45, 40, 46, 20, 5, 5, 32, 20, 5, 6, 26]
[27, 21, 12, 18, 47, 15, 39, 8, 29, 44, 22, 10, 2, 39, 3, 7, 39, 33, 49, 41, 0, 13, 45, 25, 9, 16, 4, 14, 19, 13, 24, 31, 29, 21, 30, 18, 27, 45, 41, 26, 18, 39, 39, 25, 19, 37, 40, 4, 34, 3, 11, 27, 14, 29, 29, 30, 44, 40, 32, 47, 35, 47, 26, 26, 8, 25, 50, 30, 49, 30, 43, 15, 32, 37, 2, 33, 45, 29, 31, 4, 18, 0, 47, 24, 16, 7, 16, 43, 23, 28, 38, 50, 4, 31, 49, 30, 20, 38, 44, 12, 9, 26, 6, 30, 42, 44, 45, 43, 39, 44, 20, 8, 27, 50, 41, 4, 1, 38, 45, 49, 43, 28, 20, 4, 47, 12, 28, 47, 9, 5, 33, 16, 46, 17, 31, 40, 20, 5, 40, 4, 46, 6, 41, 39, 43, 33, 26, 42, 24, 31, 48, 4, 29, 19, 48, 49, 13, 15, 22, 7, 38, 5, 19]
[15, 28, 50, 50, 26, 19, 29, 12, 32, 16, 5, 19, 27, 46, 10, 5, 12, 32, 11, 43, 13, 0, 37, 39, 15, 50, 32, 13, 29, 5, 11, 42, 27, 32, 34, 49, 23, 17, 34, 36, 13, 11, 29, 40, 18, 49, 3, 3, 42, 39, 38, 0, 39, 8, 15, 28, 5, 42, 17, 11, 46, 38, 2, 10, 19, 14, 22, 18, 23, 22, 30, 42, 50, 8, 4, 8, 50, 23, 22, 41, 30, 31, 16, 7, 44, 22, 48, 42, 41, 18, 14, 23, 38, 10, 10, 3, 10, 50, 36, 36, 1, 36, 32, 17, 8, 0, 5, 17, 15, 18, 12, 9, 19, 6, 1, 13, 46, 22, 25, 5, 31, 14, 32, 23, 7, 16, 18, 17, 39, 32, 23, 43, 35, 26, 11, 38, 16, 16, 37, 24, 10, 41, 40, 7, 16, 19, 38, 0, 6, 37, 33, 33, 41, 19, 7, 5, 14, 33, 29, 3, 3, 11, 40]
[40, 43, 29, 4, 6, 50, 46, 33, 41, 46, 16, 4, 0, 11, 22, 8, 8, 12, 22, 46, 45, 37, 0, 24, 3, 49, 42, 10, 12, 41, 13, 13, 44, 15, 38, 49, 35, 18, 39, 2, 31, 31, 40, 49, 46, 28, 50, 18, 29, 48, 24, 8, 40, 42, 24, 49, 23, 9, 33, 47, 27, 15, 30, 26, 24, 49, 41, 37, 29, 40, 23, 32, 38, 5, 34, 19, 35, 25, 17, 23, 1, 11, 48, 6, 7, 32, 14, 25, 5, 40, 33, 18, 50, 29, 49, 11, 15, 22, 27, 40, 21, 3, 41, 27, 20, 12, 47, 18, 24, 44, 2, 36, 25, 37, 47, 42, 41, 30, 46, 0, 22, 2, 8, 26, 25, 34, 14, 12, 6, 43, 26, 37, 4, 32, 8, 19, 31, 8, 44, 41, 6, 7, 11, 36, 18, 13, 42, 35, 28, 31, 49, 30, 7, 48, 44, 5, 43, 32, 6, 30, 27, 18, 34]
[3, 31, 26, 47, 13, 42, 33, 23, 38, 14, 11, 22, 23, 41, 45, 21, 15, 3, 28, 36, 25, 39, 24, 0, 13, 44, 31, 5, 8, 27, 23, 10, 39, 46, 47, 33, 12, 18, 11, 27, 49, 9, 33, 20, 50, 3, 34, 12, 34, 12, 20, 15, 41, 27, 22, 27, 30, 6, 5, 7, 2, 21, 15, 8, 47, 4, 39, 32, 31, 43, 32, 38, 6, 24, 44, 4, 23, 43, 50, 11, 8, 14, 6, 44, 22, 15, 26, 44, 6, 41, 21, 23, 45, 24, 30, 45, 7, 48, 31, 25, 18, 6, 19, 5, 38, 19, 2, 45, 34, 9, 47, 40, 29, 1, 12, 33, 16, 19, 8, 50, 43, 32, 8, 35, 42, 8, 33, 6, 46, 22, 47, 40, 36, 6, 4, 22, 47, 38, 21, 40, 34, 19, 1, 1, 16, 22, 38, 27, 22, 22, 28, 28, 30, 7, 43, 10, 47, 38, 43, 9, 3, 26, 46]
[49, 8, 25, 5, 50, 35, 39, 15, 45, 41, 25, 24, 50, 14, 37, 0, 41, 8, 3, 41, 9, 15, 3, 13, 0, 28, 26, 1, 27, 49, 26, 22, 38, 50, 14, 14, 21, 8, 41, 27, 30, 12, 16, 7, 1, 22, 30, 10, 17, 46, 16, 26, 41, 12, 41, 4, 42, 45, 18, 10, 19, 34, 44, 24, 1, 30, 7, 39, 4, 47, 50, 50, 16, 19, 15, 3, 48, 40, 38, 39, 4, 27, 24, 31, 1, 22, 4, 31, 49, 12, 46, 23, 7, 32, 47, 48, 24, 8, 35, 48, 19, 9, 10, 10, 5, 11, 49, 41, 10, 2, 14, 47, 32, 50, 50, 28, 36, 49, 15, 18, 6, 36, 30, 30, 11, 26, 18, 9, 26, 23, 41, 15, 12, 49, 50, 45, 13, 7, 39, 20, 32, 5, 34, 49, 44, 45, 1, 47, 35, 14, 38, 13, 49, 19, 48, 49, 50, 50, 33, 6, 26, 3, 2]
[1, 4, 16, 18, 29, 38, 41, 13, 25, 13, 11, 11, 9, 19, 21, 3, 16, 47, 30, 6, 16, 50, 49, 44, 28, 0, 29, 35, 38, 1, 37, 48, 27, 25, 7, 48, 16, 45, 17, 21, 19, 44, 48, 30, 34, 10, 14, 29, 37, 1, 48, 38, 12, 24, 12, 1, 3, 39, 35, 14, 12, 20, 46, 44, 9, 41, 18, 2, 26, 46, 39, 15, 4, 40, 49, 0, 17, 13, 0, 26, 41, 0, 21, 29, 31, 1, 13, 43, 37, 22, 19, 37, 42, 26, 12, 18, 46, 48, 13, 39, 40, 44, 22, 32, 4, 41, 0, 22, 8, 24, 2, 11, 14, 1, 23, 21, 3, 26, 5, 46, 44, 19, 0, 5, 14, 34, 21, 47, 39, 9, 43, 21, 10, 25, 5, 17, 48, 8, 3, 30, 21, 49, 30, 37, 43, 0, 15, 30, 16, 27, 11, 44, 12, 6, 18, 23, 34, 4, 13, 29, 47, 12, 40]
[36, 22, 0, 6, 10, 38, 20, 29, 35, 15, 33, 33, 6, 26, 3, 14, 19, 28, 44, 14, 4, 32, 42, 31, 26, 29, 0, 46, 37, 32, 27, 2, 25, 7, 36, 23, 24, 22, 50, 50, 27, 10, 24, 13, 0, 40, 49, 2, 31, 45, 28, 7, 37, 20, 9, 37, 8, 6, 31, 0, 12, 27, 5, 9, 5, 5, 9, 19, 25, 27, 6, 45, 27, 5, 24, 18, 16, 23, 30, 23, 25, 25, 41, 19, 21, 4, 30, 20, 29, 42, 17, 11, 44, 19, 20, 48, 26, 20, 37, 29, 44, 27, 11, 1, 16, 14, 37, 33, 2, 3, 48, 11, 35, 25, 24, 39, 36, 50, 7, 26, 4, 44, 29, 43, 6, 50, 34, 12, 31, 42, 30, 5, 24, 49, 9, 46, 35, 41, 32, 22, 42, 34, 41, 35, 34, 24, 8, 38, 45, 25, 0, 35, 34, 10, 35, 22, 42, 23, 25, 4, 28, 45, 18]
[23, 21, 23, 34, 44, 3, 26, 8, 4, 43, 10, 49, 7, 18, 2, 28, 50, 32, 50, 24, 14, 13, 10, 5, 1, 35, 46, 0, 15, 29, 39, 7, 42, 36, 5, 42, 22, 5, 22, 5, 0, 35, 6, 43, 43, 18, 15, 43, 25, 46, 25, 18, 40, 39, 0, 49, 45, 13, 39, 7, 5, 24, 0, 18, 3, 12, 16, 19, 7, 27, 21, 41, 43, 41, 25, 0, 5, 14, 21, 20, 1, 40, 37, 45, 26, 23, 9, 45, 2, 44, 14, 27, 9, 17, 48, 3, 33, 23, 32, 13, 35, 22, 29, 28, 29, 36, 41, 45, 30, 12, 0, 4, 41, 16, 46, 5, 33, 8, 30, 37, 42, 18, 43, 43, 13, 47, 12, 16, 31, 46, 42, 22, 7, 34, 39, 43, 11, 28, 25, 47, 23, 7, 12, 33, 41, 23, 24, 40, 50, 41, 7, 48, 26, 29, 48, 25, 18, 41, 33, 40, 0, 27, 7]
