N1,N2,...,Nx
[50, 29, 19, 45, 50, 23, 31, 1, 11, 21, 21, 11, 43, 40, 4, 23, 39, 32, 7, 38, 9, 1, 38, 4, 42, 19, 19, 0, 47, 23, 41, 39, 23, 36, 24, 46, 17, 24, 15, 42, 13, 7, 30, 37, 48, 48, 44, 25, 30, 1, 3, 21, 37, 22, 33, 13, 0, 17, 47, 12, 49, 46, 44, 46, 5, 22, 36, 49, 50, 31, 25]
[36, 30, 15, 26, 7, 2, 29, 14, 46, 15, 10, 45, 38, 48, 8, 25, 4, 9, 20, 28, 14, 23, 14, 14, 48, 35, 49, 47, 0, 16, 43, 34, 47, 18, 9, 19, 3, 24, 39, 31, 49, 4, 39, 25, 8, 18, 34, 43, 2, 31, 35, 45, 20, 47, 27, 26, 1, 10, 37, 29, 9, 21, 0, 36, 22, 34, 48, 28, 16, 44, 4]
[37, 22, 6, 16, 24, 4, 3, 39, 5, 40, 43, 6, 11, 15, 13, 17, 12, 47, 32, 24, 26, 28, 40, 6, 39, 32, 16, 23, 16, 0, 31, 45, 0, 34, 18, 7, 33, 41, 20, 33, 48, 26, 22, 43, 46, 18, 17, 2, 35, 10, 44, 3, 40, 9, 10, 23, 44, 0, 1, 50, 24, 21, 25, 24, 49, 48, 10, 9, 38, 4, 19]
[2, 5, 47, 26, 34, 2, 46, 27, 49, 17, 36, 39, 38, 49, 44, 39, 44, 20, 8, 32, 43, 46, 12, 44, 31, 22, 19, 41, 43, 31, 0, 47, 22, 28, 38, 38, 24, 47, 30, 18, 41, 31, 31, 16, 15, 6, 23, 5, 10, 28, 16, 36, 27, 32, 45, 24, 19, 4, 19, 11, 27, 29, 29, 1, 13, 43, 43, 17, 11, 26, 31]
[49, 12, 35, 4, 47, 11, 50, 33, 50, 5, 21, 28, 47, 21, 8, 12, 50, 29, 7, 48, 42, 43, 7, 32, 29, 50, 31, 39, 34, 45, 47, 0, 9, 23, 23, 23, 41, 28, 23, 31, 13, 50, 27, 41, 26, 41, 22, 49, 27, 43, 3, 45, 32, 41, 13, 1, 9, 9, 25, 27, 45, 4, 20, 38, 38, 4, 8, 26, 35, 34, 31]
[12, 8, 0, 17, 6, 42, 39, 25, 27, 16, 30, 38, 32, 23, 32, 14, 23, 38, 28, 32, 24, 41, 46, 14, 50, 16, 42, 23, 47, 0, 22, 9, 0, 6, 17, 22, 27, 48, 33, 45, 37, 21, 23, 4, 34, 15, 41, 38, 35, 8, 36, 21, 30, 47, 36, 3, 18, 1, 1, 22, 38, 9, 31, 32, 41, 4, 30, 22, 28, 33, 41]
[49, 2, 8, 39, 14, 28, 20, 16, 41, 31, 44, 28, 10, 2, 6, 17, 31, 15, 50, 1, 14, 2, 30, 7, 47, 6, 28, 36, 18, 34, 28, 23, 6, 0, 14, 45, 32, 24, 43, 49, 12, 27, 31, 45, 3, 48, 31, 11, 11, 46, 20, 30, 36, 42, 47, 13, 42, 33, 14, 36, 2, 12, 23, 29, 2, 14, 25, 16, 19, 10, 10]
[41, 34, 6, 28, 2, 2, 41, 13, 29, 30, 8, 26, 45, 20, 0, 26, 49, 36, 31, 40, 29, 35, 32, 27, 2, 4, 24, 24, 9, 18, 38, 23, 17, 14, 0, 14, 29, 10, 5, 18, 49, 45, 42, 40, 18, 15, 18, 46, 16, 8, 8, 38, 27, 45, 12, 13, 15, 40, 49, 15, 18, 6, 27, 10, 45, 12, 19, 33, 17, 39, 36]
[20, 14, 23, 40, 13, 18, 21, 4, 33, 3, 27, 1, 14, 48, 37, 2, 26, 4, 0, 22, 33, 39, 13, 28, 9, 22, 42, 46, 19, 7, 38, 23, 22, 45, 14, 0, 40, 24, 4, 43, 45, 6, 42, 32, 33, 29, 5, 1, 33, 10, 37, 10, 42, 29, 4, 12, 12, 39, 31, 47, 44, 34, 21, 31, 1, 23, 31, 0, 4, 45, 41]
[1, 31, 19, 29, 29, 6, 44, 17, 10, 9, 16, 45, 22, 43, 12, 0, 20, 15, 8, 36, 31, 14, 34, 46, 3, 44, 16, 17, 3, 33, 24, 41, 27, 32, 29, 40, 0, 32, 31, 16, 20, 22, 11, 18, 25, 43, 23, 18, 30, 18, 19, 6, 8, 39, 44, 49, 43, 34, 30, 26, 43, 49, 48, 4, 25, 47, 48, 0, 46, 10, 44]
[12, 43, 19, 50, 50, 34, 27, 47, 17, 27, 37, 17, 0, 5, 21, 6, 37, 37, 23, 10, 40, 50, 27, 41, 18, 30, 43, 24, 24, 41, 47, 28, 48, 24, 10, 24, 32, 0, 8, 28, 9, 42, 34, 37, 31, 48, 0, 25, 0, 28, 22, 6, 42, 11, 36, 33, 20, 18, 23, 30, 45, 28, 40, 48, 13, 43, 7, 49, 10, 27, 2]
[45, 49, 39, 18, 18, 38, 23, 36, 17, 14, 38, 2, 23, 18, 13, 29, 11, 5, 47, 26, 36, 12, 35, 38, 50, 8, 40, 15, 39, 20, 30, 23, 33, 43, 5, 4, 31, 8, 0, 14, 42, 14, 6, 42, 15, 8, 38, 40, 3, 21, 42, 32, 45, 25, 26, 8, 32, 25, 8, 16, 22, 13, 25, 2, 37, 5, 12, 30, 3, 45, 25]
[27, 39, 7, 17, 1, 38, 46, 38, 46, 1, 37, 10, 7, 46, 43, 2, 48, 33, 2, 34, 24, 41, 27, 46, 23, 12, 19, 42, 31, 33, 18, 31, 45, 49, 18, 43, 16, 28, 14, 0, 14, 6, 43, 29, 6, 18, 43, 39, 19, 11, 27, 33, 11, 26, 3, 21, 4, 37, 18, 8, 34, 39, 35, 47, 16, 43, 6, 36, 5, 3, 32]
[47, 34, 6, 46, 35, 39, 21, 43, 43, 1, 14, 31, 36, 10, 11, 49, 30, 19, 41, 37, 33, 19, 43, 23, 14, 19, 12, 13, 49, 48, 41, 13, 37, 12, 49, 45, 20, 9, 42, 14, 0, 14, 3, 24, 5, 32, 50, 50, 5, 9, 49, 45, 43, 23, 31, 43, 47, 2, 23, 19, 28, 16, 0, 43, 21, 40, 19, 45, 41, 3, 26]
[19, 13, 10, 16, 47, 26, 10, 36, 45, 44, 26, 38, 41, 42, 29, 32, 18, 40, 25, 27, 40, 34, 8, 15, 25, 14, 11, 7, 4, 26, 31, 50, 21, 27, 45, 6, 22, 42, 14, 6, 14, 0, 6, 40, 25, 22, 20, 18, 1, 6, 39, 31, 40, 46, 41, 19, 23, 44, 12, 34, 36, 3, 6, 23, 13, 16, 37, 9, 22, 29, 30]
[16, 40, 9, 26, 41, 6, 31, 29, 8, 44, 29, 45, 5, 6, 1, 38, 15, 4, 6, 48, 29, 16, 3, 33, 30, 31, 49, 30, 39, 22, 31, 27, 23, 31, 42, 42, 11, 34, 6, 43, 3, 6, 0, 9, 1, 34, 31, 48, 18, 22, 5, 18, 0, 0, 16, 22, 40, 44, 47, 13, 7, 28, 25, 13, 5, 14, 19, 4, 10, 14, 10]
[5, 18, 23, 0, 10, 12, 47, 37, 3, 1, 29, 30, 17, 11, 31, 21, 50, 28, 43, 31, 16, 40, 22, 12, 4, 5, 45, 37, 25, 43, 16, 41, 4, 45, 40, 32, 18, 37, 42, 29, 24, 40, 9, 0, 36, 24, 18, 3, 41, 7, 23, 16, 2, 11, 1, 24, 5, 14, 45, 17, 33, 46, 24, 32, 2, 32, 47, 48, 9, 6, 7]
[30, 38, 2, 42, 9, 12, 38, 48, 25, 22, 36, 29, 9, 28, 30, 20, 45, 7, 25, 35, 27, 25, 22, 13, 7, 49, 2, 48, 8, 46, 15, 26, 34, 3, 18, 33, 25, 31, 15, 6, 5, 25, 1, 36, 0, 18, 14, 27, 0, 38, 0, 24, 1, 32, 19, 49, 16, 39, 36, 36, 23, 22, 45, 11, 17, 6, 7, 30, 41, 4, 29]
[25, 11, 49, 36, 35, 50, 21, 46, 2, 47, 47, 43, 47, 15, 43, 18, 28, 43, 22, 18, 10, 35, 1, 8, 30, 29, 25, 48, 18, 18, 6, 41, 15, 48, 15, 29, 43, 48, 8, 18, 32, 22, 34, 24, 18, 0, 17, 34, 23, 45, 29, 49, 33, 8, 29, 39, 2, 49, 19, 43, 1, 46, 44, 0, 47, 30, 1, 19, 10, 19, 23]
[45, 50, 10, 6, 40, 5, 11, 23, 43, 35, 26, 46, 47, 23, 40, 30, 31, 31, 50, 33, 13, 38, 37, 45, 17, 31, 29, 44, 34, 17, 23, 22, 41, 31, 18, 5, 23, 0, 38, 43, 50, 20, 31, 18, 14, 17, 0, 11, 14, 9, 31, 42, 26, 46, 30, 33, 36, 33, 10, 45, 10, 14, 37, 40, 33, 6, 43, 22, 19, 8, 22]
[22, 34, 26, 2, 37, 40, 11, 40, 20, 39, 30, 40, 1, 27, 18, 2, 0, 19, 8, 6, 30, 47, 43, 15, 24, 31, 0, 25, 43, 2, 5, 49, 38, 11, 46, 1, 18, 25, 40, 39, 50, 18, 48, 3, 27, 34, 11, 0, 14, 6, 7, 8, 12, 36, 4, 40, 1, 32, 38, 29, 1, 14, 18, 9, 24, 37, 10, 30, 10, 9, 4]
[49, 47, 15, 0, 2, 38, 48, 41, 40, 0, 33, 22, 30, 31, 10, 38, 5, 33, 14, 31, 11, 29, 48, 16, 44, 36, 43, 30, 2, 35, 10, 27, 35, 11, 16, 33, 30, 0, 3, 19, 5, 1, 18, 41, 0, 23, 14, 14, 0, 49, 2, 35, 6, 38, 18, 19, 9, 20, 24, 46, 11, 33, 20, 13, 25, 40, 26, 36, 43, 1, 20]
[11, 2, 19, 32, 22, 38, 35, 12, 18, 26, 0, 45, 48, 2, 3, 8, 19, 25, 14, 26, 49, 31, 32, 7, 39, 3, 16, 1, 31, 10, 28, 43, 8, 46, 8, 10, 18, 28, 21, 11, 9, 6, 22, 7, 38, 45, 9, 6, 49, 0, 4, 37, 28, 45, 12, 40, 8, 23, 0, 43, 34, 5, 37, 6, 27, 41, 41, 48, 17, 16, 47]
[44, 40, 44, 45, 2, 18, 24, 41, 22, 45, 37, 6, 10, 18, 9, 29, 34, 29, 40, 47, 24, 18, 17, 9, 47, 11, 6, 3, 35, 44, 16, 3, 36, 20, 8, 37, 19, 22, 42, 27, 49, 39, 5, 23, 0, 29, 31, 7, 2, 4, 0, 13, 19, 21, 31, 19, 41, 25, 10, 41, 28, 39, 39, 6, 39, 0, 7, 32, 49, 10, 26]
[33, 31, 11, 11, 50, 35, 35, 23, 31, 17, 29, 40, 3, 11, 9, 35, 33, 1, 35, 30, 27, 24, 45, 10, 31, 10, 33, 21, 45, 3, 36, 45, 21, 30, 38, 10, 6, 6, 32, 33, 45, 31, 18, 16, 24, 49, 42, 8, 35, 37, 13, 0, 8, 2, 20, 38, 41, 44, 44, 48, 35, 4, 43, 15, 10, 1, 30, 47, 25, 43, 7]
[21, 8, 11, 16, 39, 1, 9, 23, 40, 5, 23, 3, 2, 8, 33, 46, 50, 47, 11, 10, 13, 38, 34, 12, 38, 24, 1, 37, 20, 40, 27, 32, 30, 36, 27, 42, 8, 42, 45, 11, 43, 40, 0, 2, 1, 33, 26, 12, 6, 28, 19, 8, 0, 27, 11, 14, 30, 19, 40, 28, 7, 46, 35, 1, 3, 9, 50, 38, 9, 47, 37]
[29, 11, 40, 16, 25, 18, 1, 23, 32, 18, 15, 32, 15, 35, 48, 39, 24, 23, 23, 3, 25, 46, 28, 42, 30, 31, 32, 22, 47, 9, 32, 41, 47, 42, 45, 29, 39, 11, 25, 26, 23, 46, 0, 11, 32, 8, 46, 36, 38, 45, 21, 2, 27, 0, 50, 41, 29, 12, 50, 44, 40, 8, 1, 21, 38, 23, 17, 18, 29, 15, 14]
[28, 50, 42, 28, 19, 13, 30, 26, 8, 24, 39, 27, 4, 13, 18, 38, 8, 29, 50, 50, 30, 50, 36, 42, 30, 47, 18, 33, 27, 10, 45, 13, 36, 47, 12, 4, 44, 36, 26, 3, 31, 41, 16, 1, 19, 29, 30, 4, 18, 12, 31, 20, 11, 50, 0, 45, 24, 38, 0, 36, 32, 46, 27, 26, 44, 8, 8, 49, 20, 4, 37]
[45, 28, 32, 14, 31, 45, 43, 22, 29, 22, 3, 40, 17, 27, 28, 33, 42, 50, 33, 22, 48, 26, 19, 38, 41, 1, 34, 13, 26, 23, 24, 1, 3, 13, 13, 12, 49, 33, 8, 21, 43, 19, 22, 24, 49, 39, 33, 40, 19, 40, 19, 38, 14, 41, 45, 0, 0, 41, 31, 11, 32, 7, 46, 1, 38, 11, 18, 10, 17, 24, 34]
[32, 32, 5, 7, 12, 21, 19, 44, 0, 2, 7, 18, 3, 49, 35, 32, 46, 1, 38, 24, 26, 25, 44, 29, 6, 16, 47, 0, 1, 44, 19, 9, 18, 42, 15, 12, 43, 20, 32, 4, 47, 23, 40, 5, 16, 2, 36, 1, 9, 8, 41, 41, 30, 29, 24, 0, 0, 26, 8, 32, 47, 40, 6, 38, 10, 50, 25, 40, 16, 3, 43]
[9, 34, 4, 18, 43, 45, 42, 10, 42, 7, 30, 26, 19, 46, 41, 47, 49, 34, 37, 23, 10, 31, 47, 42, 11, 35, 3, 17, 10, 0, 4, 9, 1, 33, 40, 39, 34, 18, 25, 37, 2, 44, 44, 14, 39, 49, 33, 32, 20, 23, 25, 44, 19, 12, 38, 41, 26, 0, 0, 42, 7, 13, 23, 28, 34, 0, 17, 50, 46, 41, 8]
[25, 27, 28, 18, 23, 40, 25, 42, 13, 35, 15, 15, 42, 22, 0, 7, 3, 21, 11, 15, 36, 35, 42, 17, 2, 46, 24, 47, 37, 1, 19, 25, 1, 14, 49, 31, 30, 23, 8, 18, 23, 12, 47, 45, 36, 19, 10, 38, 24, 0, 10, 44, 40, 50, 0, 31, 8, 0, 0, 10, 37, 25, 42, 2, 18, 30, 34, 28, 40, 22, 42]
[41, 31, 46, 9, 15, 42, 44, 18, 44, 9, 32, 18, 30, 48, 46, 20, 9, 50, 20, 16, 14, 31, 28, 29, 30, 38, 9, 12, 29, 50, 11, 27, 22, 36, 15, 47, 26, 30, 16, 8, 19, 34, 13, 17, 36, 43, 45, 29, 46, 43, 41, 48, 28, 44, 36, 11, 32, 42, 10, 0, 48, 15, 9, 15, 8, 29, 0, 26, 29, 7, 14]
[43, 9, 46, 30, 48, 34, 46, 11, 1, 48, 4, 44, 12, 33, 14, 6, 12, 49, 21, 46, 41, 14, 32, 23, 17, 33, 38, 49, 9, 24, 27, 45, 38, 2, 18, 44, 43, 45, 22, 34, 28, 36, 7, 33, 23, 1, 10, 1, 11, 34, 28, 35, 7, 40, 32, 32, 47, 7, 37, 48, 0, 32, 15, 30, 3, 16, 7, 15, 22, 20, 39]
[47, 13, 27, 28, 8, 26, 21, 46, 38, 8, 25, 43, 5, 7, 44, 21, 22, 0, 8, 9, 2, 3, 33, 4, 14, 23, 34, 46, 21, 21, 29, 4, 9, 12, 6, 34, 49, 28, 13, 39, 16, 3, 28, 46, 22, 46, 14, 14, 33, 5, 39, 4, 46, 8, 46, 7, 40, 13, 25, 15, 32, 0, 24, 1, 46, 42, 10, 21, 32, 14, 18]
[13, 1, 42, 28, 10, 35, 37, 45, 17, 37, 10, 6, 35, 5, 14, 34, 49, 19, 11, 13, 27, 39, 29, 4, 50, 2, 3, 44, 0, 25, 29, 20, 31, 23, 27, 21, 48, 40, 25, 35, 0, 6, 25, 24, 45, 44, 37, 18, 20, 37, 39, 43, 35, 1, 27, 46, 6, 23, 42, 9, 15, 24, 0, 18, 3, 14, 11, 41, 7, 25, 28]
[0, 9, 36, 24, 39, 29, 41, 37, 5, 42, 6, 22, 5, 34, 27, 31, 14, 41, 25, 0, 12, 40, 41, 31, 33, 24, 22, 46, 36, 24, 1, 38, 32, 29, 10, 31, 4, 48, 2, 47, 43, 23, 13, 32, 11, 0, 40, 9, 13, 6, 6, 15, 1, 21, 26, 1, 38, 28, 2, 15, 30, 1, 18, 0, 3, 26, 27, 18, 49, 9, 42]
[5, 15, 40, 44, 40, 26, 25, 28, 27, 18, 19, 35, 2, 48, 24, 32, 15, 38, 2, 28, 5, 11, 29, 25, 27, 2, 10, 5, 22, 49, 13, 38, 41, 2, 45, 1, 25, 13, 37, 16, 21, 13, 5, 2, 17, 47, 33, 24, 25, 27, 39, 10, 3, 38, 44, 38, 10, 34, 18, 8, 3, 46, 3, 3, 0, 24, 40, 44, 49, 48, 4]
