N1,N2,...,Nx
[40, 13, 21, 45, 0, 31, 45, 15, 42, 3, 0, 39, 4, 7, 44, 12, 18, 40, 48, 47, 11, 10, 28, 9, 17, 31, 13, 30, 0, 49, 8, 50, 1, 29, 30, 26, 7, 26, 13, 8, 11, 31, 38, 2, 37, 49, 0, 15, 12, 4, 32, 31, 2, 33, 48, 41, 20, 50, 44, 11, 41, 35, 18, 17, 34, 19, 49, 25, 40, 43, 37, 36, 24, 38, 29, 8, 49, 24, 13, 8, 4, 32, 42, 10, 19, 30, 46, 25, 30, 13, 37, 10, 0, 30, 13, 36, 17, 22, 22, 42, 21, 38, 49, 12, 43, 45, 46, 2, 25, 9, 31, 21, 21]
[26, 17, 27, 36, 50, 10, 1, 21, 34, 43, 39, 0, 5, 8, 0, 48, 33, 21, 8, 13, 17, 14, 30, 17, 39, 21, 44, 16, 35, 9, 6, 34, 11, 17, 5, 5, 50, 35, 5, 22, 18, 14, 48, 36, 25, 18, 16, 17, 40, 11, 48, 11, 42, 22, 38, 47, 29, 18, 37, 19, 18, 8, 11, 27, 33, 27, 26, 25, 38, 47, 46, 12, 50, 25, 16, 31, 45, 36, 30, 26, 22, 33, 11, 33, 8, 37, 34, 30, 11, 33, 43, 40, 9, 46, 5, 26, 11, 42, 2, 1, 33, 14, 48, 15, 11, 22, 2, 3, 9, 40, 44, 8, 38]
[6, 3, 3, 36, 8, 50, 2, 4, 48, 14, 4, 5, 0, 0, 25, 8, 6, 20, 35, 30, 22, 37, 27, 5, 38, 33, 44, 33, 14, 30, 4, 34, 1, 17, 5, 7, 36, 48, 23, 11, 22, 16, 5, 36, 38, 9, 4, 45, 20, 16, 15, 1, 50, 47, 47, 48, 24, 8, 15, 18, 29, 7, 45, 37, 37, 4, 23, 1, 43, 46, 20, 42, 42, 31, 46, 7, 12, 36, 45, 22, 24, 41, 28, 47, 28, 10, 7, 36, 20, 42, 24, 47, 41, 3, 26, 42, 7, 25, 19, 22, 50, 3, 44, 32, 9, 45, 18, 34, 46, 22, 30, 21, 11]
[42, 16, 9, 18, 26, 39, 38, 33, 41, 34, 7, 8, 0, 0, 15, 13, 36, 6, 2, 30, 9, 17, 24, 13, 12, 40, 2, 22, 17, 33, 33, 7, 7, 50, 25, 44, 49, 39, 19, 18, 24, 21, 43, 3, 25, 25, 47, 18, 8, 6, 32, 7, 42, 37, 40, 39, 37, 22, 2, 12, 5, 12, 17, 7, 22, 13, 4, 5, 0, 41, 21, 16, 31, 18, 2, 46, 32, 25, 21, 34, 35, 21, 3, 48, 44, 1, 5, 9, 38, 27, 12, 47, 31, 49, 23, 8, 38, 46, 35, 40, 4, 21, 23, 50, 49, 40, 27, 31, 47, 45, 49, 31, 23]
[3, 15, 2, 41, 42, 50, 49, 27, 29, 15, 44, 0, 25, 15, 0, 49, 11, 20, 38, 24, 38, 43, 11, 36, 33, 42, 17, 12, 20, 29, 8, 21, 4, 27, 33, 37, 45, 7, 18, 23, 34, 35, 9, 26, 50, 0, 30, 36, 4, 7, 49, 17, 43, 9, 49, 43, 0, 27, 10, 34, 14, 12, 43, 5, 2, 0, 46, 19, 29, 45, 30, 29, 17, 36, 34, 42, 14, 15, 31, 27, 11, 36, 21, 46, 33, 33, 19, 48, 40, 44, 33, 21, 28, 6, 25, 17, 35, 22, 44, 35, 50, 12, 35, 27, 31, 27, 20, 31, 41, 28, 24, 9, 36]
[23, 37, 17, 29, 46, 29, 48, 23, 25, 29, 12, 48, 8, 13, 49, 0, 12, 2, 27, 1, 42, 49, 5, 42, 23, 4, 50, 4, 36, 22, 10, 14, 17, 38, 33, 49, 1, 43, 16, 36, 39, 38, 12, 3, 25, 41, 11, 10, 8, 31, 48, 27, 12, 5, 11, 38, 2, 2, 26, 15, 35, 8, 34, 43, 9, 17, 44, 4, 7, 45, 22, 21, 23, 36, 50, 36, 20, 23, 33, 5, 5, 15, 25, 23, 37, 32, 20, 23, 38, 31, 16, 5, 25, 32, 15, 7, 1, 2, 47, 15, 32, 33, 1, 49, 22, 32, 9, 7, 26, 30, 22, 33, 50]
[43, 17, 20, 43, 20, 18, 30, 44, 5, 1, 18, 33, 6, 36, 11, 12, 0, 35, 12, 6, 38, 21, 30, 12, 10, 39, 9, 26, 29, 35, 22, 23, 44, 46, 35, 11, 48, 29, 36, 15, 4, 34, 45, 4, 12, 32, 16, 3, 22, 22, 44, 33, 45, 41, 42, 50, 34, 28, 15, 35, 46, 40, 50, 37, 40, 45, 28, 28, 29, 31, 15, 11, 12, 1, 2, 21, 21, 48, 2, 44, 24, 21, 0, 9, 7, 8, 17, 12, 12, 49, 46, 22, 2, 6, 4, 6, 47, 24, 17, 17, 9, 22, 25, 11, 18, 32, 23, 36, 39, 1, 10, 47, 23]
[2, 28, 39, 4, 45, 29, 22, 15, 33, 46, 40, 21, 20, 6, 20, 2, 35, 0, 27, 14, 48, 3, 25, 11, 19, 25, 28, 21, 32, 27, 19, 31, 24, 33, 40, 26, 19, 25, 21, 18, 17, 7, 35, 41, 13, 45, 3, 8, 14, 11, 47, 1, 6, 16, 30, 44, 26, 16, 39, 31, 32, 18, 4, 17, 39, 41, 28, 33, 13, 30, 15, 8, 43, 23, 29, 35, 18, 30, 15, 12, 23, 9, 24, 20, 18, 18, 19, 27, 33, 15, 31, 33, 3, 11, 14, 32, 11, 12, 33, 50, 37, 29, 3, 13, 50, 12, 7, 22, 6, 5, 33, 1, 50]
[32, 30, 11, 2, 43, 16, 49, 46, 43, 28, 48, 8, 35, 2, 38, 27, 12, 27, 0, 21, 25, 27, 14, 27, 32, 4, 23, 17, 43, 36, 27, 14, 43, 42, 3, 26, 47, 16, 48, 35, 18, 26, 43, 32, 46, 20, 18, 21, 11, 46, 4, 48, 4, 49, 3, 3, 14, 9, 47, 22, 49, 0, 25, 36, 42, 21, 24, 41, 46, 8, 8, 4, 12, 42, 18, 35, 2, 19, 9, 6, 35, 42, 39, 2, 12, 13, 50, 10, 48, 33, 22, 21, 32, 1, 11, 11, 21, 46, 22, 33, 13, 10, 22, 8, 6, 25, 35, 15, 2, 18, 27, 22, 16]
[28, 42, 29, 2, 46, 6, 49, 18, 39, 28, 47, 13, 30, 30, 24, 1, 6, 14, 21, 0, 37, 6, 3, 36, 45, 9, 32, 44, 29, 32, 26, 5, 28, 47, 4, 19, 14, 28, 18, 23, 25, 23, 46, 16, 15, 25, 12, 10, 41, 40, 30, 16, 31, 38, 46, 6, 11, 26, 13, 25, 15, 25, 36, 23, 5, 15, 9, 34, 50, 7, 42, 39, 4, 3, 0, 32, 30, 40, 26, 11, 6, 44, 17, 1, 46, 13, 4, 35, 48, 25, 37, 6, 35, 42, 43, 42, 2, 47, 35, 6, 8, 34, 22, 34, 2, 33, 45, 22, 9, 25, 10, 14, 35]
[21, 5, 1, 46, 35, 44, 7, 13, 17, 13, 11, 17, 22, 9, 38, 42, 38, 48, 25, 37, 0, 34, 8, 10, 33, 49, 15, 22, 42, 9, 7, 7, 14, 14, 9, 37, 19, 3, 11, 32, 50, 0, 17, 39, 15, 25, 24, 10, 38, 33, 1, 7, 31, 45, 31, 48, 25, 22, 50, 48, 47, 45, 17, 25, 29, 7, 6, 12, 26, 2, 9, 36, 3, 42, 41, 49, 42, 17, 4, 50, 43, 43, 47, 42, 41, 16, 41, 16, 48, 18, 37, 8, 5, 47, 49, 23, 6, 27, 36, 38, 5, 14, 42, 38, 47, 50, 24, 42, 32, 12, 0, 14, 11]
[35, 28, 45, 13, 26, 9, 32, 24, 49, 40, 10, 14, 37, 17, 43, 49, 21, 3, 27, 6, 34, 0, 47, 30, 17, 21, 49, 29, 10, 10, 39, 3, 47, 44, 34, 24, 17, 24, 43, 11, 4, 47, 46, 3, 11, 7, 24, 10, 36, 12, 20, 32, 45, 5, 4, 14, 43, 11, 6, 34, 13, 46, 10, 39, 30, 6, 18, 43, 15, 8, 18, 49, 2, 17, 41, 49, 2, 10, 43, 50, 48, 11, 18, 5, 46, 15, 23, 13, 43, 5, 44, 21, 4, 26, 20, 25, 50, 9, 40, 0, 49, 34, 11, 2, 45, 27, 48, 44, 16, 28, 27, 47, 0]
[28, 11, 7, 32, 36, 41, 7, 37, 17, 13, 28, 30, 27, 24, 11, 5, 30, 25, 14, 3, 8, 47, 0, 48, 36, 10, 1, 22, 36, 29, 44, 39, 14, 25, 9, 44, 43, 23, 0, 13, 17, 29, 45, 38, 39, 17, 38, 20, 21, 18, 5, 16, 24, 17, 38, 5, 19, 42, 34, 0, 2, 26, 24, 21, 31, 48, 33, 15, 49, 26, 11, 22, 16, 32, 25, 28, 12, 30, 9, 5, 14, 11, 28, 46, 48, 5, 36, 32, 19, 35, 12, 7, 40, 6, 20, 23, 50, 0, 19, 38, 26, 9, 23, 38, 14, 1, 14, 34, 13, 44, 9, 30, 16]
[11, 37, 14, 22, 5, 15, 36, 15, 19, 34, 9, 17, 5, 13, 36, 42, 12, 11, 27, 36, 10, 30, 48, 0, 50, 47, 18, 41, 9, 2, 24, 36, 50, 10, 13, 18, 11, 32, 7, 27, 40, 37, 20, 19, 8, 43, 12, 13, 18, 29, 25, 49, 26, 21, 9, 14, 50, 40, 7, 39, 36, 10, 29, 38, 41, 24, 22, 22, 30, 24, 35, 34, 40, 21, 14, 20, 38, 44, 28, 31, 17, 9, 14, 32, 48, 10, 10, 5, 33, 14, 14, 16, 31, 50, 30, 5, 35, 3, 29, 25, 20, 18, 38, 13, 45, 20, 26, 34, 31, 0, 39, 27, 33]
[16, 21, 17, 34, 9, 24, 28, 4, 36, 6, 17, 39, 38, 12, 33, 23, 10, 19, 32, 45, 33, 17, 36, 50, 0, 44, 10, 23, 11, 5, 14, 31, 20, 40, 24, 35, 40, 41, 50, 4, 42, 47, 24, 34, 37, 31, 8, 24, 16, 5, 43, 48, 44, 36, 14, 2, 7, 31, 14, 33, 11, 38, 11, 9, 30, 32, 48, 38, 17, 46, 15, 21, 6, 33, 9, 4, 22, 18, 28, 15, 35, 6, 26, 42, 40, 24, 22, 41, 2, 5, 14, 12, 42, 11, 5, 6, 13, 28, 47, 10, 46, 12, 46, 9, 18, 37, 48, 22, 8, 4, 21, 6, 35]
[20, 24, 1, 25, 31, 2, 5, 38, 25, 24, 31, 21, 33, 40, 42, 4, 39, 25, 4, 9, 49, 21, 10, 47, 44, 0, 32, 2, 8, 18, 44, 29, 2, 47, 6, 31, 47, 49, 41, 26, 25, 1, 21, 28, 27, 10, 48, 1, 5, 45, 6, 25, 10, 39, 10, 50, 47, 4, 43, 46, 27, 25, 26, 5, 28, 16, 9, 30, 42, 39, 28, 37, 30, 14, 36, 13, 47, 23, 26, 9, 29, 15, 25, 29, 14, 20, 7, 30, 34, 19, 2, 26, 49, 48, 28, 40, 27, 39, 7, 0, 11, 38, 9, 10, 37, 13, 29, 16, 11, 33, 39, 23, 7]
[45, 47, 37, 34, 6, 29, 49, 17, 4, 22, 13, 44, 44, 2, 17, 50, 9, 28, 23, 32, 15, 49, 1, 18, 10, 32, 0, 2, 36, 29, 43, 12, 11, 5, 43, 1, 25, 33, 26, 44, 33, 34, 36, 47, 20, 38, 15, 9, 19, 34, 10, 0, 36, 45, 16, 6, 11, 15, 8, 18, 6, 15, 50, 2, 4, 23, 49, 45, 50, 23, 10, 13, 37, 22, 13, 10, 8, 24, 15, 13, 41, 41, 17, 8, 24, 14, 0, 12, 44, 43, 42, 45, 13, 7, 29, 17, 43, 22, 29, 9, 33, 41, 11, 14, 47, 12, 2, 22, 34, 49, 28, 8, 41]
[45, 28, 7, 7, 9, 37, 10, 11, 33, 39, 30, 16, 33, 22, 12, 4, 26, 21, 17, 44, 22, 29, 22, 41, 23, 2, 2, 0, 50, 26, 48, 26, 32, 10, 37, 43, 35, 47, 20, 18, 24, 23, 8, 30, 31, 21, 30, 49, 4, 9, 15, 32, 29, 12, 14, 18, 24, 38, 23, 36, 47, 35, 29, 25, 27, 25, 4, 35, 5, 43, 5, 38, 25, 28, 9, 28, 32, 18, 23, 12, 47, 23, 27, 28, 41, 0, 46, 25, 26, 3, 27, 4, 16, 12, 40, 3, 41, 47, 7, 45, 30, 40, 19, 43, 21, 3, 44, 12, 9, 26, 3, 47, 46]
[50, 49, 42, 47, 39, 43, 26, 24, 42, 39, 0, 35, 14, 17, 20, 36, 29, 32, 43, 29, 42, 10, 36, 9, 11, 8, 36, 50, 0, 43, 48, 27, 31, 48, 39, 48, 21, 25, 20, 11, 20, 45, 25, 48, 35, 29, 22, 11, 11, 7, 45, 34, 34, 23, 34, 50, 45, 1, 27, 24, 8, 18, 29, 25, 11, 33, 23, 39, 8, 17, 12, 43, 2, 23, 0, 46, 40, 42, 26, 2, 3, 27, 18, 41, 48, 35, 6, 44, 45, 29, 40, 28, 14, 16, 9, 40, 49, 18, 9, 49, 25, 10, 6, 17, 4, 15, 28, 46, 41, 39, 38, 41, 31]
[50, 13, 8, 16, 30, 30, 8, 0, 9, 29, 49, 9, 30, 33, 29, 22, 35, 27, 36, 32, 9, 10, 29, 2, 5, 18, 29, 26, 43, 0, 27, 21, 46, 43, 37, 25, 49, 35, 39, 6, 27, 30, 23, 44, 11, 29, 1, 8, 9, 16, 41, 32, 1, 38, 6, 34, 13, 24, 35, 17, 34, 21, 3, 30, 28, 42, 38, 17, 50, 50, 26, 22, 41, 42, 14, 33, 3, 3, 37, 48, 39, 39, 20, 3, 25, 45, 40, 9, 18, 16, 34, 5, 34, 32, 34, 7, 26, 40, 21, 32, 17, 37, 27, 0, 15, 11, 5, 35, 47, 30, 33, 33, 43]
[45, 33, 44, 12, 20, 33, 49, 7, 12, 19, 8, 6, 4, 33, 8, 10, 22, 19, 27, 26, 7, 39, 44, 24, 14, 44, 43, 48, 48, 27, 0, 15, 28, 12, 8, 12, 0, 20, 28, 38, 5, 8, 37, 9, 40, 13, 5, 12, 19, 21, 32, 28, 6, 12, 16, 32, 28, 11, 41, 47, 9, 0, 50, 46, 43, 40, 32, 48, 0, 20, 41, 2, 4, 31, 5, 43, 24, 21, 36, 34, 8, 2, 43, 48, 50, 32, 30, 25, 40, 30, 50, 0, 17, 22, 47, 28, 23, 35, 27, 20, 45, 6, 41, 19, 30, 11, 28, 34, 20, 48, 40, 45, 44]
[46, 42, 36, 13, 19, 16, 18, 40, 13, 29, 50, 34, 34, 7, 21, 14, 23, 31, 14, 5, 7, 3, 39, 36, 31, 29, 12, 26, 27, 21, 15, 0, 27, 32, 29, 21, 11, 19, 13, 39, 22, 14, 29, 21, 13, 29, 11, 28, 24, 42, 6, 39, 46, 36, 28, 0, 36, 45, 44, 18, 1, 5, 36, 0, 2, 33, 32, 40, 10, 27, 47, 45, 16, 14, 49, 14, 32, 46, 16, 0, 4, 44, 15, 21, 7, 34, 49, 29, 30, 33, 4, 28, 10, 48, 43, 43, 38, 42, 1, 31, 0, 22, 10, 33, 25, 34, 27, 4, 20, 22, 49, 15, 4]
[22, 24, 2, 23, 45, 23, 5, 36, 33, 43, 1, 11, 1, 7, 4, 17, 44, 24, 43, 28, 14, 47, 14, 50, 20, 2, 11, 32, 31, 46, 28, 27, 0, 22, 48, 48, 49, 20, 18, 21, 28, 49, 31, 0, 20, 13, 36, 18, 50, 3, 45, 8, 43, 28, 41, 14, 13, 16, 47, 6, 31, 11, 48, 8, 0, 27, 20, 11, 29, 32, 15, 33, 40, 40, 27, 9, 44, 44, 19, 35, 48, 1, 23, 30, 32, 45, 7, 14, 0, 3, 3, 33, 1, 50, 0, 8, 23, 8, 47, 17, 41, 47, 48, 38, 15, 10, 33, 2, 24, 23, 8, 8, 13]
[18, 24, 45, 38, 46, 41, 24, 26, 35, 15, 29, 17, 17, 50, 27, 38, 46, 33, 42, 47, 14, 44, 25, 10, 40, 47, 5, 10, 48, 43, 12, 32, 22, 0, 31, 19, 21, 42, 17, 3, 43, 33, 41, 48, 39, 5, 29, 3, 47, 38, 24, 12, 17, 25, 16, 34, 44, 45, 42, 49, 24, 5, 38, 22, 46, 23, 3, 50, 24, 18, 25, 32, 21, 31, 47, 40, 42, 48, 4, 35, 46, 40, 8, 34, 12, 47, 27, 20, 10, 41, 10, 49, 3, 28, 31, 20, 13, 37, 50, 41, 45, 36, 41, 44, 35, 33, 35, 41, 24, 32, 1, 14, 18]
[11, 14, 28, 2, 0, 29, 31, 3, 25, 3, 30, 5, 5, 25, 33, 33, 35, 40, 3, 4, 9, 34, 9, 13, 24, 6, 43, 37, 39, 37, 8, 29, 48, 31, 0, 42, 16, 10, 30, 31, 44, 17, 2, 42, 1, 6, 23, 29, 26, 11, 30, 22, 32, 22, 18, 40, 27, 28, 24, 26, 23, 10, 46, 42, 11, 25, 16, 43, 18, 21, 46, 7, 41, 10, 50, 0, 38, 29, 0, 11, 12, 17, 25, 29, 48, 10, 40, 25, 15, 22, 47, 2, 4, 29, 10, 40, 17, 48, 3, 28, 9, 20, 17, 8, 48, 32, 3, 29, 49, 37, 0, 26, 26]
[16, 27, 36, 8, 20, 6, 3, 44, 50, 29, 26, 5, 7, 44, 37, 49, 11, 26, 26, 19, 37, 24, 44, 18, 35, 31, 1, 43, 48, 25, 12, 21, 48, 19, 42, 0, 3, 46, 44, 7, 29, 43, 34, 24, 22, 27, 24, 39, 9, 20, 47, 39, 12, 21, 40, 43, 40, 9, 6, 45, 28, 20, 20, 34, 2, 40, 32, 2, 29, 11, 12, 7, 23, 34, 45, 49, 16, 0, 4, 21, 2, 30, 25, 3, 28, 3, 24, 17, 44, 43, 33, 27, 12, 37, 37, 38, 31, 11, 34, 1, 30, 35, 41, 29, 48, 13, 49, 1, 42, 5, 8, 46, 4]
[5, 16, 40, 41, 26, 23, 6, 33, 44, 42, 7, 50, 36, 49, 45, 1, 48, 19, 47, 14, 19, 17, 43, 11, 40, 47, 25, 35, 21, 49, 0, 11, 49, 21, 16, 3, 0, 45, 50, 42, 27, 43, 11, 17, 50, 32, 1, 28, 18, 9, 32, 13, 13, 42, 36, 20, 7, 36, 42, 27, 25, 36, 27, 11, 42, 5, 17, 34, 19, 4, 47, 26, 29, 36, 3, 21, 24, 11, 17, 35, 46, 49, 17, 41, 10, 7, 38, 41, 33, 2, 45, 31, 28, 3, 1, 16, 44, 22, 1, 46, 46, 49, 35, 22, 44, 5, 22, 4, 0, 2, 4, 3, 2]
[31, 29, 4, 40, 28, 43, 1, 19, 10, 29, 26, 35, 48, 39, 7, 43, 29, 25, 16, 28, 3, 24, 23, 32, 41, 49, 33, 47, 25, 35, 20, 19, 20, 42, 10, 46, 45, 0, 4, 15, 12, 0, 30, 24, 19, 13, 37, 36, 43, 33, 10, 31, 32, 28, 23, 5, 2, 11, 17, 38, 14, 42, 34, 12, 0, 5, 4, 26, 0, 16, 48, 41, 35, 31, 12, 10, 40, 49, 27, 18, 8, 35, 9, 25, 29, 9, 48, 0, 8, 21, 36, 3, 20, 42, 5, 5, 38, 23, 31, 48, 43, 19, 20, 40, 26, 29, 33, 18, 1, 5, 32, 42, 46]
[38, 7, 8, 17, 18, 9, 49, 31, 25, 37, 13, 5, 23, 19, 18, 16, 36, 21, 48, 18, 11, 43, 0, 7, 50, 41, 26, 20, 20, 39, 28, 13, 18, 17, 30, 44, 50, 4, 0, 4, 31, 25, 17, 2, 27, 41, 21, 33, 36, 46, 48, 3, 29, 50, 35, 28, 35, 42, 26, 12, 48, 8, 29, 35, 42, 42, 22, 13, 20, 42, 42, 13, 36, 30, 20, 19, 43, 23, 2, 50, 12, 1, 30, 12, 24, 2, 48, 12, 13, 40, 21, 15, 14, 0, 7, 9, 40, 13, 48, 15, 9, 37, 8, 25, 12, 9, 26, 6, 4, 24, 29, 3, 19]
[20, 4, 48, 37, 19, 43, 38, 48, 38, 38, 8, 22, 11, 18, 23, 36, 15, 18, 35, 23, 32, 11, 13, 27, 4, 26, 44, 18, 11, 6, 38, 39, 21, 3, 31, 7, 42, 15, 4, 0, 30, 10, 23, 49, 23, 38, 29, 37, 46, 12, 23, 40, 21, 23, 2, 7, 40, 6, 47, 43, 39, 36, 17, 29, 22, 6, 40, 26, 44, 11, 25, 11, 25, 26, 12, 47, 40, 44, 32, 31, 27, 46, 26, 49, 26, 50, 35, 11, 7, 40, 23, 14, 23, 37, 37, 10, 36, 44, 16, 31, 14, 21, 40, 0, 0, 46, 30, 1, 33, 36, 6, 42, 3]
[28, 26, 28, 20, 23, 11, 41, 23, 1, 23, 11, 18, 22, 24, 34, 39, 4, 17, 18, 25, 50, 4, 17, 40, 42, 25, 33, 24, 20, 27, 5, 22, 28, 43, 44, 29, 27, 12, 31, 30, 0, 48, 35, 27, 12, 24, 41, 14, 49, 24, 11, 17, 26, 21, 23, 23, 19, 21, 37, 16, 39, 5, 44, 19, 37, 9, 31, 29, 26, 9, 47, 31, 22, 25, 14, 13, 43, 48, 36, 27, 19, 26, 33, 15, 16, 16, 1, 2, 20, 48, 43, 18, 14, 18, 1, 4, 46, 18, 20, 0, 22, 10, 24, 8, 49, 10, 21, 6, 12, 2, 29, 17, 7]
