N1,N2,...,Nx
[34, 41, 14, 19, 45, 36, 13, 14, 15, 35, 0, 26, 7, 25, 41, 38, 34, 43, 25, 0, 13, 47, 47, 27, 11, 18, 13, 28, 2, 29, 31, 35, 7, 47, 17, 17, 30, 41, 10, 27, 10, 39, 11, 2, 14, 39, 21, 48, 19, 35, 32, 28, 25, 11, 40, 6, 40, 40, 27, 43, 4, 15, 8, 22, 42, 24, 31, 16, 38, 44, 35, 20, 0, 31, 23, 2, 35, 22, 10, 34, 32, 37, 10, 19, 50, 19, 42, 24, 43, 1, 1, 31, 1, 40, 35, 32, 39, 11, 21, 19, 48, 10, 10, 16, 34, 33, 5, 22, 22, 23, 35, 36, 30, 39, 48, 18, 34, 15, 14, 35, 1, 8, 4, 2, 30, 3, 27, 44, 44, 19, 36, 13, 30, 45, 12, 12, 15, 13, 0, 13, 8, 11, 7, 32, 36, 13, 42, 11, 49, 1, 19, 15, 3, 21, 50, 40, 17]
[3, 19, 13, 30, 50, 26, 20, 27, 8, 24, 26, 0, 34, 9, 44, 1, 43, 14, 31, 19, 29, 3, 49, 6, 14, 20, 5, 35, 13, 35, 4, 50, 42, 26, 46, 37, 46, 5, 33, 26, 19, 30, 32, 32, 1, 31, 33, 50, 38, 16, 34, 46, 10, 43, 27, 23, 37, 6, 50, 46, 12, 19, 21, 47, 44, 24, 42, 1, 18, 32, 46, 3, 21, 15, 9, 27, 27, 11, 47, 4, 15, 46, 17, 38, 47, 20, 4, 41, 9, 20, 31, 43, 31, 15, 41, 28, 1, 23, 0, 18, 20, 47, 50, 15, 34, 32, 50, 32, 1, 42, 49, 48, 31, 24, 20, 28, 1, 41, 9, 34, 6, 38, 48, 11, 40, 22, 30, 29, 11, 50, 44, 16, 2, 25, 30, 24, 32, 18, 45, 48, 40, 4, 0, 36, 16, 48, 36, 46, 49, 43, 41, 3, 12, 26, 37, 9, 29]
[48, 26, 17, 5, 26, 28, 43, 12, 39, 31, 7, 34, 0, 44, 38, 35, 0, 13, 24, 40, 26, 5, 26, 28, 0, 0, 13, 44, 7, 9, 49, 10, 24, 1, 31, 23, 18, 22, 3, 42, 24, 28, 31, 32, 14, 25, 11, 12, 4, 40, 31, 17, 22, 38, 25, 3, 30, 47, 28, 31, 33, 28, 50, 43, 23, 13, 34, 15, 6, 28, 48, 37, 46, 11, 15, 9, 16, 6, 11, 32, 6, 34, 8, 43, 1, 8, 4, 48, 50, 10, 25, 36, 38, 11, 23, 37, 47, 38, 6, 38, 24, 30, 13, 1, 37, 9, 32, 35, 9, 3, 6, 47, 10, 2, 1, 46, 16, 38, 42, 23, 41, 16, 14, 47, 4, 35, 36, 29, 19, 14, 32, 0, 47, 1, 15, 32, 43, 39, 7, 3, 10, 34, 15, 16, 32, 4, 27, 37, 12, 7, 36, 4, 12, 49, 46, 7, 22]
[40, 5, 31, 18, 15, 45, 0, 8, 9, 12, 25, 9, 44, 0, 33, 45, 49, 39, 34, 26, 0, 27, 1, 34, 43, 2, 31, 33, 20, 2, 18, 37, 3, 12, 44, 3, 39, 7, 26, 15, 13, 45, 42, 30, 11, 10, 45, 24, 45, 16, 47, 35, 2, 20, 16, 47, 28, 25, 13, 28, 23, 6, 15, 40, 13, 26, 40, 18, 41, 21, 22, 41, 25, 19, 6, 27, 18, 47, 26, 19, 13, 11, 43, 18, 30, 21, 6, 27, 2, 39, 46, 30, 25, 27, 49, 32, 5, 10, 6, 50, 47, 28, 18, 40, 49, 22, 4, 46, 5, 9, 35, 9, 9, 21, 41, 38, 27, 2, 28, 21, 11, 12, 26, 3, 41, 35, 4, 41, 38, 46, 33, 10, 9, 21, 18, 5, 37, 27, 1, 20, 45, 26, 40, 19, 1, 41, 39, 18, 39, 15, 11, 44, 35, 40, 34, 26, 48]
[42, 43, 36, 3, 4, 24, 25, 15, 9, 47, 41, 44, 38, 33, 0, 26, 17, 21, 15, 4, 2, 15, 23, 11, 40, 31, 8, 4, 44, 23, 37, 32, 32, 19, 22, 21, 6, 42, 50, 20, 35, 37, 17, 35, 35, 28, 29, 13, 17, 50, 47, 43, 5, 2, 3, 20, 10, 6, 19, 35, 18, 14, 36, 46, 26, 38, 34, 31, 7, 39, 8, 4, 46, 24, 22, 42, 14, 26, 50, 8, 28, 10, 28, 14, 31, 32, 1, 50, 49, 3, 19, 22, 11, 6, 8, 1, 31, 30, 25, 12, 24, 34, 8, 42, 17, 16, 20, 9, 39, 1, 32, 3, 50, 24, 3, 6, 25, 24, 21, 0, 40, 29, 18, 13, 5, 20, 27, 24, 41, 44, 47, 6, 44, 36, 24, 22, 13, 40, 17, 11, 2, 30, 50, 29, 35, 42, 40, 22, 38, 17, 34, 42, 13, 50, 36, 21, 30]
[46, 31, 29, 3, 24, 40, 44, 32, 39, 35, 38, 1, 35, 45, 26, 0, 31, 41, 19, 26, 12, 30, 45, 38, 32, 18, 33, 35, 50, 23, 33, 32, 16, 23, 11, 11, 43, 45, 50, 27, 0, 40, 28, 16, 29, 31, 2, 18, 50, 34, 34, 24, 16, 50, 29, 49, 1, 47, 0, 27, 50, 8, 17, 49, 0, 8, 13, 1, 44, 24, 18, 19, 44, 45, 12, 16, 10, 4, 38, 12, 5, 50, 47, 1, 21, 34, 10, 2, 19, 36, 50, 44, 42, 28, 41, 24, 46, 0, 17, 14, 39, 7, 49, 2, 1, 4, 31, 15, 6, 23, 48, 42, 2, 35, 13, 6, 46, 26, 32, 28, 17, 47, 4, 2, 8, 11, 1, 28, 36, 13, 32, 5, 15, 19, 6, 0, 43, 9, 30, 4, 4, 27, 17, 11, 18, 15, 40, 38, 7, 5, 14, 45, 28, 39, 15, 9, 32]
[29, 29, 3, 35, 41, 45, 29, 49, 3, 20, 34, 43, 0, 49, 17, 31, 0, 21, 45, 34, 5, 18, 47, 0, 45, 7, 45, 38, 27, 17, 8, 9, 48, 1, 37, 29, 24, 4, 14, 41, 1, 44, 25, 41, 29, 50, 50, 18, 1, 46, 35, 27, 33, 27, 33, 30, 2, 11, 11, 35, 36, 31, 47, 45, 30, 30, 42, 37, 42, 36, 31, 42, 13, 21, 11, 15, 21, 44, 10, 41, 5, 13, 36, 4, 32, 28, 34, 36, 43, 42, 13, 29, 23, 6, 30, 45, 36, 32, 14, 25, 35, 33, 32, 37, 0, 50, 27, 46, 49, 15, 32, 1, 9, 49, 46, 7, 40, 18, 15, 8, 39, 20, 46, 7, 23, 40, 7, 26, 32, 48, 40, 3, 26, 28, 8, 14, 27, 47, 5, 45, 45, 1, 8, 19, 32, 10, 32, 35, 22, 10, 28, 5, 11, 9, 8, 37, 41]
[14, 5, 30, 49, 32, 20, 31, 21, 33, 23, 43, 14, 13, 39, 21, 41, 21, 0, 46, 19, 37, 1, 27, 41, 27, 38, 27, 44, 0, 44, 44, 45, 3, 16, 5, 8, 1, 1, 49, 0, 40, 42, 31, 38, 28, 26, 21, 17, 2, 38, 0, 45, 5, 47, 8, 38, 25, 47, 26, 4, 37, 45, 27, 20, 25, 4, 47, 4, 26, 9, 34, 21, 46, 19, 43, 6, 49, 21, 18, 43, 19, 47, 35, 2, 8, 4, 48, 47, 17, 25, 9, 2, 28, 7, 29, 32, 50, 2, 8, 17, 50, 17, 16, 45, 24, 36, 6, 35, 21, 3, 16, 20, 9, 40, 38, 14, 49, 15, 26, 1, 20, 3, 20, 32, 27, 38, 23, 24, 15, 6, 35, 49, 2, 17, 0, 29, 46, 36, 15, 5, 1, 36, 1, 40, 17, 12, 23, 50, 21, 45, 41, 7, 6, 27, 17, 42, 43]
[46, 26, 48, 15, 36, 28, 30, 30, 19, 42, 25, 31, 24, 34, 15, 19, 45, 46, 0, 30, 18, 18, 19, 11, 27, 14, 14, 47, 39, 47, 5, 50, 39, 37, 34, 40, 2, 21, 41, 39, 29, 20, 24, 2, 8, 47, 6, 6, 25, 21, 15, 42, 37, 29, 9, 46, 6, 34, 0, 21, 42, 40, 8, 20, 48, 2, 5, 43, 49, 46, 18, 20, 43, 20, 39, 40, 41, 12, 22, 40, 1, 16, 41, 29, 44, 8, 7, 8, 26, 18, 26, 47, 32, 31, 44, 3, 34, 6, 6, 12, 27, 22, 6, 48, 16, 18, 5, 11, 10, 45, 20, 26, 35, 42, 38, 1, 28, 5, 11, 10, 43, 48, 50, 44, 30, 31, 12, 17, 39, 41, 26, 27, 32, 21, 4, 35, 23, 15, 18, 35, 41, 8, 25, 33, 12, 27, 45, 37, 10, 45, 50, 17, 46, 17, 4, 41, 14]
[27, 46, 19, 31, 27, 41, 46, 33, 36, 31, 0, 19, 40, 26, 4, 26, 34, 19, 30, 0, 44, 49, 23, 27, 48, 42, 16, 21, 5, 48, 47, 26, 10, 3, 47, 49, 33, 13, 18, 28, 1, 20, 37, 12, 49, 14, 8, 46, 43, 36, 38, 46, 13, 18, 9, 35, 29, 3, 44, 41, 6, 0, 43, 23, 47, 4, 48, 10, 22, 49, 42, 20, 31, 41, 15, 15, 38, 18, 45, 48, 50, 7, 19, 30, 1, 15, 21, 16, 20, 10, 8, 6, 17, 33, 45, 1, 35, 49, 43, 47, 18, 3, 38, 20, 7, 6, 4, 30, 30, 25, 19, 23, 18, 20, 3, 13, 30, 42, 22, 13, 7, 19, 49, 39, 35, 50, 32, 36, 10, 40, 15, 25, 32, 23, 6, 42, 33, 27, 43, 12, 5, 9, 31, 37, 33, 11, 27, 24, 16, 12, 6, 12, 0, 6, 28, 12, 26]
[17, 0, 48, 7, 31, 15, 32, 17, 37, 2, 13, 29, 26, 0, 2, 12, 5, 37, 18, 44, 0, 35, 32, 29, 9, 7, 50, 7, 18, 11, 49, 41, 26, 28, 37, 44, 32, 37, 13, 15, 35, 0, 28, 26, 19, 43, 7, 23, 7, 48, 46, 23, 5, 40, 21, 26, 5, 22, 50, 25, 31, 34, 31, 34, 28, 2, 1, 17, 5, 16, 43, 5, 2, 39, 39, 1, 2, 12, 25, 39, 37, 31, 15, 45, 10, 4, 3, 43, 7, 10, 24, 8, 13, 3, 37, 10, 45, 23, 32, 12, 49, 46, 44, 8, 26, 10, 19, 25, 23, 2, 50, 7, 36, 42, 46, 1, 26, 28, 7, 1, 3, 46, 48, 44, 44, 42, 14, 8, 15, 21, 27, 6, 20, 32, 44, 28, 12, 1, 37, 7, 39, 6, 41, 33, 1, 1, 31, 36, 15, 19, 19, 42, 45, 11, 35, 46, 33]
[20, 4, 5, 10, 0, 27, 45, 12, 40, 15, 47, 3, 5, 27, 15, 30, 18, 1, 18, 49, 35, 0, 37, 37, 45, 3, 32, 39, 39, 12, 36, 40, 0, 45, 24, 16, 15, 23, 22, 6, 17, 29, 30, 39, 34, 7, 26, 11, 34, 27, 41, 22, 9, 44, 14, 48, 44, 47, 6, 27, 15, 22, 11, 17, 22, 11, 27, 42, 37, 39, 42, 44, 48, 48, 29, 2, 48, 47, 38, 37, 7, 38, 13, 42, 42, 7, 26, 47, 45, 36, 21, 31, 19, 10, 20, 38, 24, 38, 1, 49, 23, 7, 37, 6, 17, 18, 41, 22, 2, 26, 28, 40, 49, 15, 41, 4, 49, 10, 19, 18, 13, 23, 20, 7, 3, 10, 47, 17, 1, 32, 29, 41, 5, 13, 11, 26, 20, 7, 9, 4, 42, 47, 43, 22, 25, 28, 44, 36, 23, 48, 24, 49, 35, 25, 28, 14, 17]
[40, 18, 3, 34, 33, 40, 23, 9, 5, 40, 47, 49, 26, 1, 23, 45, 47, 27, 19, 23, 32, 37, 0, 18, 47, 34, 45, 14, 49, 20, 16, 15, 13, 24, 0, 35, 45, 1, 49, 19, 42, 2, 19, 26, 31, 39, 22, 28, 45, 45, 31, 43, 49, 28, 9, 29, 17, 24, 21, 23, 46, 17, 45, 20, 13, 24, 16, 32, 17, 30, 48, 38, 25, 9, 30, 20, 29, 4, 5, 3, 33, 15, 19, 39, 32, 11, 29, 26, 48, 12, 2, 18, 14, 14, 30, 31, 50, 21, 33, 9, 6, 30, 22, 35, 45, 22, 38, 49, 2, 22, 28, 14, 16, 18, 41, 44, 26, 31, 3, 8, 28, 37, 28, 20, 12, 18, 41, 0, 9, 42, 45, 19, 3, 28, 8, 12, 40, 35, 3, 13, 4, 11, 28, 28, 25, 28, 9, 47, 14, 39, 48, 41, 12, 33, 9, 27, 25]
[7, 12, 24, 50, 18, 28, 29, 8, 22, 3, 27, 6, 28, 34, 11, 38, 0, 41, 11, 27, 29, 37, 18, 0, 28, 43, 41, 43, 41, 47, 30, 45, 35, 30, 33, 2, 30, 49, 4, 7, 15, 44, 6, 37, 43, 44, 15, 21, 6, 34, 2, 14, 21, 43, 45, 36, 32, 12, 1, 48, 7, 22, 12, 10, 39, 44, 2, 2, 44, 23, 33, 43, 32, 16, 13, 22, 29, 38, 46, 35, 27, 20, 17, 4, 49, 4, 19, 42, 32, 10, 13, 42, 43, 16, 47, 37, 46, 0, 9, 23, 50, 46, 8, 46, 37, 19, 3, 19, 14, 15, 13, 43, 38, 39, 16, 17, 9, 38, 37, 42, 33, 44, 21, 11, 15, 8, 19, 45, 12, 6, 15, 13, 26, 22, 0, 14, 32, 38, 49, 27, 36, 4, 2, 11, 43, 48, 16, 8, 33, 50, 18, 47, 44, 16, 50, 16, 27]
[23, 50, 13, 36, 37, 0, 27, 43, 16, 3, 11, 14, 0, 43, 40, 32, 45, 27, 27, 48, 9, 45, 47, 28, 0, 24, 16, 33, 35, 44, 25, 10, 40, 26, 15, 14, 20, 12, 34, 4, 45, 7, 23, 21, 40, 11, 7, 41, 48, 31, 0, 14, 35, 22, 19, 25, 28, 39, 0, 20, 40, 42, 34, 27, 42, 22, 48, 28, 30, 31, 32, 16, 24, 28, 8, 42, 27, 37, 44, 47, 18, 24, 46, 2, 17, 3, 41, 6, 1, 22, 39, 1, 16, 10, 46, 32, 13, 10, 26, 10, 24, 16, 48, 16, 39, 4, 18, 46, 24, 39, 35, 17, 32, 0, 0, 25, 48, 21, 43, 45, 46, 48, 49, 20, 12, 5, 15, 27, 34, 6, 42, 28, 19, 32, 33, 38, 32, 25, 48, 35, 33, 12, 37, 33, 38, 34, 5, 48, 36, 48, 39, 23, 28, 16, 34, 6, 13]
[38, 4, 35, 22, 16, 31, 11, 45, 13, 4, 18, 20, 0, 2, 31, 18, 7, 38, 14, 42, 7, 3, 34, 43, 24, 0, 10, 10, 13, 48, 2, 2, 10, 1, 46, 21, 50, 34, 18, 2, 49, 23, 25, 27, 20, 14, 20, 40, 24, 24, 38, 46, 48, 8, 9, 39, 19, 2, 12, 7, 17, 32, 16, 50, 48, 39, 44, 8, 36, 10, 16, 33, 7, 36, 4, 49, 22, 28, 38, 39, 33, 44, 39, 5, 38, 9, 41, 27, 1, 35, 10, 43, 40, 45, 27, 50, 38, 13, 23, 6, 6, 36, 16, 10, 49, 49, 48, 5, 29, 13, 9, 21, 50, 45, 34, 8, 36, 27, 36, 32, 26, 45, 21, 7, 4, 15, 18, 40, 27, 2, 8, 16, 32, 15, 19, 11, 50, 42, 24, 38, 21, 32, 9, 36, 25, 20, 43, 34, 23, 38, 49, 39, 5, 8, 30, 23, 30]
[17, 23, 43, 7, 22, 18, 32, 48, 38, 24, 13, 5, 13, 31, 8, 33, 45, 27, 14, 16, 50, 32, 45, 41, 16, 10, 0, 47, 12, 40, 35, 35, 20, 40, 15, 25, 17, 35, 27, 39, 19, 36, 12, 32, 14, 1, 8, 4, 8, 31, 17, 50, 20, 4, 14, 23, 23, 4, 47, 17, 1, 14, 1, 41, 5, 35, 45, 4, 40, 28, 11, 10, 39, 12, 23, 4, 23, 27, 36, 46, 47, 2, 35, 35, 4, 18, 17, 43, 9, 19, 7, 18, 22, 21, 40, 26, 21, 38, 18, 8, 29, 20, 0, 19, 3, 28, 6, 9, 22, 3, 8, 48, 8, 43, 48, 41, 45, 41, 36, 43, 39, 6, 27, 42, 38, 32, 35, 43, 42, 23, 23, 25, 31, 31, 49, 20, 3, 43, 11, 10, 46, 45, 19, 42, 35, 22, 44, 5, 44, 20, 12, 44, 18, 7, 49, 24, 22]
[30, 20, 49, 25, 16, 31, 24, 25, 43, 50, 28, 35, 44, 33, 4, 35, 38, 44, 47, 21, 7, 39, 14, 43, 33, 10, 47, 0, 20, 41, 3, 42, 31, 25, 9, 24, 11, 11, 32, 19, 21, 45, 31, 17, 4, 18, 11, 12, 46, 44, 30, 40, 41, 14, 50, 31, 28, 29, 20, 0, 9, 42, 18, 9, 33, 33, 39, 37, 18, 12, 16, 42, 14, 46, 44, 25, 23, 14, 36, 21, 16, 29, 14, 16, 45, 37, 38, 50, 29, 15, 19, 48, 44, 25, 16, 49, 33, 39, 42, 42, 27, 32, 25, 25, 10, 50, 4, 18, 25, 9, 20, 5, 39, 19, 18, 3, 6, 45, 2, 37, 0, 11, 17, 15, 42, 50, 25, 35, 16, 13, 25, 42, 0, 14, 2, 27, 2, 27, 30, 10, 2, 46, 4, 30, 38, 26, 19, 30, 15, 26, 14, 5, 1, 30, 4, 10, 13]
[13, 13, 14, 32, 11, 39, 8, 2, 36, 4, 2, 13, 7, 20, 44, 50, 27, 0, 39, 5, 18, 39, 49, 41, 35, 13, 12, 20, 0, 43, 46, 17, 35, 6, 26, 41, 1, 27, 21, 26, 43, 32, 39, 34, 8, 17, 4, 33, 0, 39, 33, 1, 42, 19, 24, 0, 45, 26, 32, 38, 50, 25, 42, 49, 40, 2, 21, 3, 18, 18, 27, 49, 40, 40, 13, 45, 32, 19, 48, 28, 45, 38, 5, 42, 1, 32, 36, 37, 48, 20, 40, 30, 37, 16, 8, 15, 46, 26, 31, 13, 46, 49, 50, 36, 5, 36, 38, 48, 45, 24, 7, 29, 43, 20, 6, 50, 44, 14, 40, 49, 25, 15, 14, 14, 39, 3, 47, 16, 3, 31, 40, 17, 7, 43, 27, 20, 34, 17, 8, 25, 39, 2, 23, 27, 12, 5, 9, 39, 4, 43, 6, 12, 29, 25, 27, 32, 48]
