N1,N2,...,Nx
[22, 42, 48, 3, 6, 2, 36, 49, 8, 48, 0, 13, 37, 10, 31, 46, 26, 31, 29, 50, 45, 37, 28, 26, 0, 35, 38, 47, 24, 48, 39, 24, 1, 20, 14, 7, 27, 39, 8, 33, 2, 18, 21, 28, 29, 4, 46, 2, 18, 11, 4, 13, 7, 49, 22, 49, 43, 45, 3, 29, 21, 12, 4, 13, 43, 30, 25, 2, 17, 41, 24, 12, 27, 14, 12, 24, 8, 30, 14, 0, 45, 49, 40, 25, 37, 16, 43, 5, 43, 12, 34, 15, 12, 9, 46, 6, 20, 42, 16, 19, 3, 15, 14, 46, 19, 13, 2, 10, 13, 33, 45, 42, 3, 14, 44, 24, 49, 21]
[18, 14, 49, 0, 1, 12, 0, 37, 30, 3, 13, 0, 45, 0, 11, 36, 26, 28, 11, 17, 37, 4, 38, 42, 20, 25, 15, 20, 26, 1, 2, 0, 33, 7, 34, 13, 8, 1, 35, 44, 41, 22, 41, 42, 23, 27, 47, 26, 4, 17, 37, 50, 45, 41, 13, 35, 42, 41, 33, 10, 34, 32, 11, 26, 35, 33, 47, 22, 4, 6, 19, 3, 18, 1, 45, 30, 30, 42, 28, 14, 49, 37, 43, 47, 26, 32, 6, 16, 24, 0, 34, 39, 50, 15, 35, 23, 45, 50, 14, 14, 37, 23, 39, 30, 21, 44, 15, 17, 14, 0, 45, 7, 6, 36, 41, 16, 33, 35]
[34, 47, 36, 23, 28, 38, 49, 19, 17, 25, 37, 45, 0, 11, 4, 4, 11, 26, 35, 16, 16, 39, 43, 30, 24, 3, 14, 29, 31, 39, 7, 38, 14, 12, 9, 41, 10, 24, 33, 1, 22, 0, 46, 30, 18, 50, 32, 22, 27, 39, 23, 49, 35, 33, 2, 14, 20, 23, 30, 18, 43, 50, 44, 4, 11, 43, 50, 17, 8, 17, 35, 30, 7, 3, 25, 25, 6, 11, 19, 39, 7, 39, 29, 16, 23, 28, 5, 11, 28, 0, 23, 25, 35, 10, 38, 38, 3, 13, 41, 25, 44, 46, 34, 10, 49, 5, 3, 12, 46, 4, 19, 31, 1, 44, 9, 15, 7, 43]
[29, 49, 6, 14, 16, 27, 36, 28, 6, 46, 10, 0, 11, 0, 34, 36, 39, 8, 7, 38, 7, 9, 26, 19, 50, 46, 21, 19, 22, 23, 3, 15, 24, 34, 19, 19, 7, 24, 4, 31, 21, 42, 3, 8, 13, 24, 41, 37, 0, 22, 6, 10, 5, 27, 30, 8, 44, 14, 41, 40, 34, 8, 6, 26, 39, 40, 15, 11, 15, 33, 1, 50, 42, 3, 46, 28, 27, 24, 10, 2, 1, 25, 4, 50, 44, 30, 45, 21, 48, 2, 38, 15, 0, 20, 11, 25, 12, 12, 20, 4, 48, 5, 4, 9, 12, 31, 45, 23, 39, 5, 16, 42, 10, 25, 46, 1, 30, 39]
[34, 23, 42, 40, 33, 48, 50, 3, 40, 45, 31, 11, 4, 34, 0, 26, 12, 9, 48, 47, 29, 24, 35, 25, 1, 3, 39, 10, 6, 24, 16, 18, 32, 16, 18, 19, 41, 0, 3, 12, 44, 28, 1, 14, 42, 5, 27, 27, 10, 39, 27, 3, 24, 23, 1, 2, 47, 22, 20, 26, 15, 5, 24, 30, 5, 11, 7, 38, 2, 42, 28, 5, 47, 13, 25, 39, 16, 46, 1, 45, 11, 21, 29, 1, 5, 10, 2, 17, 8, 11, 17, 42, 21, 19, 37, 45, 16, 22, 46, 13, 39, 6, 31, 27, 0, 42, 27, 48, 12, 1, 41, 24, 43, 28, 19, 13, 48, 23]
[38, 11, 8, 49, 15, 33, 14, 2, 0, 49, 46, 36, 4, 36, 26, 0, 50, 0, 11, 39, 34, 12, 23, 9, 48, 47, 35, 20, 43, 30, 19, 49, 15, 20, 41, 20, 38, 8, 43, 24, 4, 34, 40, 43, 13, 8, 2, 42, 39, 28, 46, 6, 26, 45, 42, 23, 44, 27, 28, 38, 26, 6, 24, 48, 4, 37, 23, 9, 9, 37, 39, 33, 19, 21, 28, 36, 27, 27, 10, 48, 32, 5, 43, 35, 33, 13, 17, 45, 46, 49, 36, 16, 41, 22, 31, 37, 13, 13, 3, 43, 32, 21, 16, 25, 4, 15, 10, 23, 24, 38, 25, 34, 27, 5, 17, 11, 1, 34]
[39, 24, 21, 39, 27, 39, 0, 47, 9, 35, 26, 26, 11, 39, 12, 50, 0, 16, 17, 8, 2, 25, 46, 24, 32, 32, 42, 6, 50, 47, 3, 3, 2, 8, 16, 40, 8, 22, 35, 35, 3, 7, 33, 6, 46, 49, 39, 39, 4, 8, 41, 38, 33, 4, 18, 19, 14, 44, 11, 29, 0, 30, 17, 12, 39, 31, 20, 36, 33, 30, 4, 24, 15, 50, 28, 10, 11, 19, 43, 46, 28, 33, 29, 48, 40, 0, 11, 7, 41, 47, 20, 41, 6, 19, 40, 21, 44, 8, 6, 38, 8, 30, 24, 38, 25, 31, 4, 16, 5, 43, 41, 22, 41, 19, 20, 6, 32, 11]
[2, 35, 25, 16, 4, 23, 22, 41, 38, 0, 31, 28, 26, 8, 9, 0, 16, 0, 6, 0, 14, 34, 0, 13, 36, 15, 49, 27, 46, 9, 23, 10, 41, 20, 21, 40, 20, 6, 1, 40, 36, 37, 6, 22, 1, 35, 9, 48, 46, 20, 23, 29, 30, 29, 43, 41, 27, 10, 3, 34, 14, 32, 42, 21, 18, 6, 0, 19, 37, 1, 33, 21, 4, 43, 33, 24, 36, 10, 39, 6, 0, 15, 43, 29, 17, 3, 21, 40, 1, 32, 17, 40, 18, 2, 26, 36, 7, 21, 24, 13, 47, 18, 47, 26, 34, 46, 37, 20, 19, 7, 19, 3, 24, 20, 7, 16, 8, 1]
[49, 35, 11, 0, 22, 15, 37, 19, 11, 30, 29, 11, 35, 7, 48, 11, 17, 6, 0, 0, 24, 1, 43, 32, 14, 1, 16, 47, 5, 16, 23, 13, 24, 40, 7, 2, 14, 27, 40, 28, 16, 2, 47, 47, 28, 44, 28, 27, 40, 26, 37, 4, 37, 12, 48, 35, 13, 12, 31, 32, 37, 34, 41, 48, 11, 11, 31, 7, 2, 0, 42, 7, 8, 22, 6, 29, 18, 26, 42, 29, 24, 1, 6, 45, 3, 3, 26, 11, 5, 8, 48, 43, 35, 48, 2, 29, 30, 12, 37, 41, 50, 41, 46, 9, 33, 19, 13, 13, 34, 31, 14, 13, 44, 39, 45, 36, 4, 19]
[5, 9, 3, 16, 35, 2, 34, 3, 42, 30, 50, 17, 16, 38, 47, 39, 8, 0, 0, 0, 41, 13, 41, 25, 47, 29, 0, 19, 2, 11, 37, 19, 43, 13, 6, 26, 6, 11, 46, 45, 7, 39, 5, 11, 37, 40, 27, 40, 3, 38, 22, 11, 43, 15, 37, 20, 7, 34, 43, 3, 8, 17, 28, 31, 37, 45, 5, 19, 37, 0, 26, 23, 46, 2, 17, 18, 4, 40, 7, 19, 6, 32, 23, 15, 30, 32, 15, 16, 36, 0, 30, 14, 23, 26, 6, 30, 29, 1, 6, 13, 2, 42, 4, 2, 50, 39, 8, 36, 23, 44, 3, 4, 36, 3, 32, 49, 50, 3]
[30, 31, 7, 4, 33, 37, 44, 43, 12, 50, 45, 37, 16, 7, 29, 34, 2, 14, 24, 41, 0, 31, 1, 40, 0, 37, 9, 33, 31, 23, 50, 18, 2, 37, 23, 32, 27, 48, 42, 1, 21, 12, 29, 38, 30, 34, 23, 7, 45, 29, 30, 44, 19, 7, 35, 1, 18, 47, 34, 44, 49, 0, 22, 28, 12, 16, 32, 1, 10, 18, 24, 16, 40, 46, 22, 6, 49, 8, 11, 4, 27, 29, 37, 17, 32, 28, 4, 33, 31, 36, 48, 1, 44, 23, 32, 1, 15, 41, 7, 41, 50, 2, 36, 43, 19, 11, 20, 44, 47, 6, 43, 15, 40, 1, 36, 48, 1, 46]
[10, 35, 35, 2, 13, 37, 16, 23, 30, 13, 37, 4, 39, 9, 24, 12, 25, 34, 1, 13, 31, 0, 49, 10, 15, 27, 45, 18, 48, 22, 11, 2, 1, 7, 12, 3, 9, 38, 45, 29, 13, 32, 48, 23, 45, 9, 42, 33, 28, 43, 12, 23, 48, 47, 17, 18, 21, 8, 42, 38, 46, 0, 33, 40, 41, 27, 0, 15, 26, 18, 39, 11, 47, 16, 47, 5, 18, 49, 38, 14, 0, 29, 25, 0, 10, 3, 35, 48, 23, 9, 31, 34, 1, 49, 10, 10, 8, 4, 34, 20, 27, 30, 8, 18, 45, 44, 17, 20, 42, 22, 34, 45, 11, 48, 17, 1, 41, 8]
[14, 42, 23, 37, 50, 24, 19, 35, 29, 35, 28, 38, 43, 26, 35, 23, 46, 0, 43, 41, 1, 49, 0, 28, 48, 36, 6, 7, 34, 22, 25, 36, 6, 42, 11, 28, 7, 22, 13, 17, 41, 10, 31, 17, 18, 46, 15, 0, 34, 35, 10, 28, 19, 31, 22, 9, 15, 45, 0, 50, 15, 46, 8, 35, 32, 12, 27, 24, 13, 42, 18, 14, 23, 49, 9, 29, 48, 41, 18, 11, 7, 5, 46, 22, 8, 29, 49, 34, 19, 35, 33, 50, 31, 9, 29, 23, 15, 23, 37, 13, 46, 24, 35, 25, 20, 40, 14, 50, 0, 43, 27, 37, 2, 22, 0, 48, 38, 26]
[15, 31, 7, 50, 22, 42, 16, 11, 25, 15, 26, 42, 30, 19, 25, 9, 24, 13, 32, 25, 40, 10, 28, 0, 37, 15, 11, 45, 20, 44, 19, 18, 18, 20, 31, 39, 3, 5, 40, 9, 5, 49, 6, 12, 8, 40, 8, 20, 36, 41, 43, 27, 12, 25, 8, 39, 7, 44, 21, 29, 21, 17, 28, 40, 14, 1, 45, 47, 47, 35, 0, 30, 48, 14, 28, 50, 17, 30, 46, 49, 41, 15, 48, 12, 26, 33, 46, 23, 40, 47, 38, 16, 20, 42, 40, 33, 21, 28, 35, 15, 34, 28, 10, 46, 31, 0, 10, 8, 2, 26, 27, 30, 15, 29, 39, 10, 16, 0]
[14, 27, 50, 12, 10, 7, 16, 12, 4, 7, 0, 20, 24, 50, 1, 48, 32, 36, 14, 47, 0, 15, 48, 37, 0, 17, 10, 10, 20, 24, 38, 44, 11, 45, 39, 16, 50, 10, 50, 46, 41, 34, 8, 28, 50, 0, 26, 29, 20, 10, 7, 27, 14, 39, 33, 5, 1, 46, 12, 47, 1, 5, 39, 50, 37, 26, 31, 1, 46, 44, 32, 28, 25, 11, 8, 44, 50, 30, 36, 30, 42, 8, 50, 1, 13, 18, 8, 44, 32, 2, 8, 8, 41, 24, 34, 41, 45, 46, 3, 47, 34, 13, 20, 43, 11, 35, 29, 40, 46, 21, 46, 1, 34, 16, 41, 18, 33, 44]
[36, 2, 41, 45, 12, 50, 17, 19, 3, 44, 35, 25, 3, 46, 3, 47, 32, 15, 1, 29, 37, 27, 36, 15, 17, 0, 9, 48, 40, 50, 11, 48, 36, 3, 13, 5, 15, 10, 11, 21, 28, 14, 49, 44, 25, 40, 26, 14, 25, 7, 4, 17, 29, 36, 9, 23, 4, 22, 14, 5, 46, 23, 7, 15, 38, 0, 35, 40, 23, 11, 25, 17, 37, 22, 46, 39, 13, 1, 27, 36, 48, 15, 38, 1, 13, 33, 7, 29, 35, 11, 25, 43, 25, 32, 21, 39, 44, 48, 26, 38, 17, 28, 27, 49, 45, 31, 5, 21, 22, 36, 44, 40, 19, 1, 39, 27, 26, 16]
[0, 13, 29, 47, 12, 2, 21, 34, 16, 14, 38, 15, 14, 21, 39, 35, 42, 49, 16, 0, 9, 45, 6, 11, 10, 9, 0, 22, 11, 44, 5, 30, 32, 5, 2, 29, 12, 46, 8, 31, 0, 4, 9, 45, 26, 44, 3, 39, 41, 6, 20, 11, 42, 29, 9, 26, 9, 33, 43, 15, 21, 21, 10, 15, 32, 36, 20, 20, 26, 15, 25, 9, 11, 35, 48, 46, 49, 11, 48, 29, 46, 17, 32, 45, 26, 31, 13, 2, 32, 36, 39, 3, 42, 13, 29, 46, 49, 0, 3, 12, 40, 37, 23, 22, 19, 33, 16, 8, 7, 38, 6, 1, 35, 17, 40, 11, 22, 46]
[12, 43, 3, 8, 12, 23, 22, 38, 49, 5, 47, 20, 29, 19, 10, 20, 6, 27, 47, 19, 33, 18, 7, 45, 10, 48, 22, 0, 20, 20, 11, 21, 32, 12, 6, 31, 19, 9, 39, 37, 35, 28, 15, 36, 34, 46, 41, 6, 17, 42, 5, 41, 5, 39, 43, 43, 18, 9, 4, 23, 39, 22, 30, 11, 46, 6, 5, 35, 15, 43, 5, 6, 29, 26, 1, 23, 28, 28, 20, 17, 14, 16, 6, 5, 4, 21, 39, 10, 40, 33, 13, 17, 4, 8, 41, 31, 20, 10, 34, 19, 26, 16, 46, 10, 46, 9, 20, 21, 15, 32, 4, 4, 42, 18, 10, 8, 29, 20]
[24, 19, 50, 43, 37, 29, 18, 7, 39, 49, 24, 26, 31, 22, 6, 43, 50, 46, 5, 2, 31, 48, 34, 20, 20, 40, 11, 20, 0, 22, 44, 10, 42, 33, 16, 33, 33, 18, 38, 34, 33, 10, 32, 2, 33, 33, 1, 48, 22, 30, 17, 39, 37, 20, 50, 42, 28, 19, 15, 18, 49, 14, 8, 46, 13, 11, 17, 18, 12, 1, 35, 11, 40, 11, 34, 35, 41, 16, 48, 25, 48, 0, 39, 37, 4, 16, 21, 25, 29, 28, 50, 49, 22, 48, 41, 23, 7, 21, 46, 6, 24, 23, 37, 36, 50, 33, 12, 47, 7, 14, 1, 42, 31, 3, 42, 0, 50, 14]
[23, 19, 18, 7, 40, 32, 48, 45, 40, 38, 48, 1, 39, 23, 24, 30, 47, 9, 16, 11, 23, 22, 22, 44, 24, 50, 44, 20, 22, 0, 28, 28, 42, 30, 11, 3, 30, 32, 22, 36, 50, 5, 40, 0, 45, 42, 2, 45, 34, 23, 12, 24, 10, 2, 30, 9, 39, 10, 38, 10, 44, 5, 35, 0, 22, 46, 30, 24, 30, 2, 34, 6, 4, 20, 13, 35, 33, 3, 4, 2, 44, 6, 45, 34, 31, 31, 48, 43, 30, 23, 8, 32, 14, 18, 3, 33, 4, 19, 38, 29, 2, 17, 4, 22, 26, 26, 36, 7, 22, 22, 5, 23, 49, 43, 21, 12, 44, 30]
[39, 32, 13, 44, 6, 38, 6, 1, 46, 15, 39, 2, 7, 3, 16, 19, 3, 23, 23, 37, 50, 11, 25, 19, 38, 11, 5, 11, 44, 28, 0, 19, 48, 50, 19, 13, 34, 45, 14, 2, 17, 29, 41, 12, 8, 10, 11, 36, 12, 13, 6, 42, 44, 13, 9, 0, 34, 1, 21, 49, 46, 49, 14, 14, 6, 14, 27, 11, 44, 22, 15, 33, 14, 16, 49, 1, 29, 12, 32, 28, 50, 1, 2, 37, 42, 38, 44, 40, 30, 50, 8, 17, 47, 23, 28, 29, 47, 50, 45, 19, 37, 42, 35, 40, 7, 50, 34, 33, 7, 43, 28, 39, 42, 42, 1, 40, 24, 11]
[31, 0, 12, 34, 4, 22, 33, 45, 26, 1, 24, 0, 38, 15, 18, 49, 3, 10, 13, 19, 18, 2, 36, 18, 44, 48, 30, 21, 10, 28, 19, 0, 39, 33, 16, 40, 30, 10, 8, 31, 38, 5, 1, 11, 30, 44, 44, 8, 32, 25, 23, 27, 20, 37, 36, 21, 13, 40, 0, 0, 17, 19, 28, 3, 42, 35, 42, 26, 14, 18, 43, 18, 0, 18, 29, 42, 41, 46, 0, 16, 30, 25, 37, 21, 1, 42, 15, 20, 19, 7, 25, 31, 9, 23, 11, 34, 15, 43, 27, 36, 27, 11, 32, 29, 26, 12, 34, 31, 22, 28, 26, 15, 39, 44, 44, 11, 32, 18]
[28, 3, 3, 36, 1, 48, 25, 15, 46, 22, 1, 33, 14, 24, 32, 15, 2, 41, 24, 43, 2, 1, 6, 18, 11, 36, 32, 32, 42, 42, 48, 39, 0, 29, 21, 45, 24, 41, 8, 17, 39, 25, 16, 39, 34, 18, 17, 48, 22, 19, 43, 47, 21, 7, 24, 0, 27, 50, 16, 19, 26, 21, 36, 37, 50, 18, 38, 14, 0, 25, 3, 46, 49, 12, 5, 34, 21, 36, 33, 23, 23, 26, 35, 1, 47, 6, 0, 10, 0, 10, 0, 40, 41, 44, 45, 40, 41, 12, 50, 47, 13, 46, 44, 13, 23, 40, 35, 29, 32, 38, 20, 24, 24, 31, 46, 12, 37, 17]
[41, 21, 27, 46, 44, 22, 28, 45, 34, 43, 20, 7, 12, 34, 16, 20, 8, 20, 40, 13, 37, 7, 42, 20, 45, 3, 5, 12, 33, 30, 50, 33, 29, 0, 40, 8, 42, 37, 3, 32, 48, 24, 19, 41, 27, 48, 10, 5, 32, 26, 39, 1, 10, 10, 8, 26, 22, 48, 29, 34, 1, 44, 46, 10, 35, 45, 3, 5, 37, 1, 41, 28, 14, 32, 10, 0, 40, 28, 50, 13, 14, 45, 3, 1, 24, 16, 15, 47, 34, 13, 28, 28, 18, 21, 0, 3, 41, 18, 44, 46, 23, 9, 7, 48, 25, 35, 2, 7, 0, 37, 46, 44, 50, 12, 44, 32, 28, 43]
[23, 12, 15, 33, 8, 38, 38, 18, 20, 3, 14, 34, 9, 19, 18, 41, 16, 21, 7, 6, 23, 12, 11, 31, 39, 13, 2, 6, 16, 11, 19, 16, 21, 40, 0, 20, 2, 12, 47, 7, 23, 47, 26, 44, 20, 20, 4, 27, 46, 18, 50, 8, 20, 13, 23, 10, 14, 36, 45, 22, 5, 29, 26, 9, 43, 42, 9, 49, 44, 1, 23, 22, 16, 16, 32, 47, 0, 41, 39, 50, 47, 36, 27, 46, 38, 11, 32, 38, 26, 29, 28, 10, 20, 27, 15, 40, 42, 5, 8, 34, 37, 47, 29, 50, 41, 50, 9, 50, 6, 14, 33, 37, 0, 15, 45, 28, 30, 14]
[21, 41, 25, 5, 20, 39, 23, 30, 2, 17, 7, 13, 41, 19, 19, 20, 40, 40, 2, 26, 32, 3, 28, 39, 16, 5, 29, 31, 33, 3, 13, 40, 45, 8, 20, 0, 27, 43, 46, 36, 48, 18, 19, 42, 8, 30, 3, 35, 36, 36, 36, 18, 7, 48, 9, 46, 21, 46, 18, 10, 42, 9, 37, 13, 33, 0, 38, 6, 22, 8, 0, 45, 11, 30, 35, 47, 45, 41, 21, 34, 34, 38, 3, 41, 0, 38, 22, 21, 31, 24, 29, 9, 3, 15, 9, 1, 42, 3, 38, 14, 19, 4, 20, 45, 19, 50, 46, 49, 0, 13, 5, 10, 49, 12, 48, 34, 47, 36]
[24, 30, 4, 21, 24, 24, 32, 45, 5, 3, 27, 8, 10, 7, 41, 38, 8, 20, 14, 6, 27, 9, 7, 3, 50, 15, 12, 19, 33, 30, 34, 30, 24, 42, 2, 27, 0, 15, 3, 2, 8, 20, 34, 36, 26, 49, 24, 23, 25, 42, 42, 37, 25, 16, 4, 47, 31, 36, 46, 26, 16, 21, 9, 24, 8, 42, 24, 34, 35, 9, 20, 35, 3, 39, 17, 32, 14, 48, 11, 11, 22, 40, 28, 18, 0, 41, 24, 26, 35, 35, 9, 27, 0, 27, 32, 29, 42, 21, 3, 43, 22, 5, 0, 19, 19, 16, 43, 15, 49, 17, 25, 49, 4, 10, 24, 37, 17, 8]
[49, 12, 31, 41, 23, 12, 35, 28, 41, 50, 39, 1, 24, 24, 0, 8, 22, 6, 27, 11, 48, 38, 22, 5, 10, 10, 46, 9, 18, 32, 45, 10, 41, 37, 12, 43, 15, 0, 14, 3, 39, 3, 17, 37, 46, 26, 26, 23, 17, 19, 35, 27, 44, 11, 1, 5, 1, 11, 50, 33, 29, 29, 42, 22, 15, 32, 29, 15, 2, 47, 23, 48, 9, 16, 15, 17, 44, 2, 31, 35, 47, 8, 37, 22, 37, 41, 30, 41, 26, 39, 27, 7, 28, 40, 11, 39, 37, 19, 31, 12, 10, 40, 22, 19, 16, 28, 46, 50, 33, 6, 48, 37, 15, 20, 31, 41, 31, 24]
[26, 22, 2, 10, 46, 7, 1, 10, 31, 21, 8, 35, 33, 4, 3, 43, 35, 1, 40, 46, 42, 45, 13, 40, 50, 11, 8, 39, 38, 22, 14, 8, 8, 3, 47, 46, 3, 14, 0, 17, 13, 38, 9, 29, 24, 44, 43, 40, 11, 1, 48, 24, 39, 40, 39, 47, 50, 21, 37, 46, 11, 11, 42, 32, 12, 5, 44, 49, 31, 22, 39, 10, 50, 7, 20, 15, 11, 26, 21, 37, 7, 22, 24, 36, 43, 1, 33, 8, 0, 48, 4, 41, 49, 26, 41, 43, 42, 42, 28, 13, 12, 8, 15, 10, 49, 43, 46, 27, 21, 6, 20, 47, 11, 6, 44, 4, 9, 27]
