N1,N2,...,Nx
[9, 25, 33, 7, 30, 9, 35, 29, 2, 48, 4, 5, 2, 1, 15, 32, 0, 0, 16, 44, 11, 13, 39, 41, 47, 21, 30, 23, 25, 48, 19, 34, 34, 25, 1, 32, 46, 22, 1, 42, 38, 34, 13, 18, 49, 50, 45, 48, 45, 48, 7, 30, 47, 23, 41, 46, 42, 34, 5, 46, 31, 11, 11, 38, 5, 3, 31, 29, 49, 0, 46, 26, 30, 45, 22, 34, 2, 43, 45, 8, 37, 7, 42, 47, 37, 33, 34, 45, 47, 9, 11, 9, 17, 14, 4, 31, 30, 15, 1, 20, 9, 41, 47, 3, 39, 20, 31, 12, 2, 4, 46, 10, 1, 1, 25, 23, 9, 33, 21, 36, 34, 45, 19, 1, 0, 35, 37, 38, 9, 47, 16, 20, 25, 4, 18, 8, 5, 18, 48, 23, 31, 6, 22, 18, 15, 29, 7, 16]
[2, 43, 12, 21, 17, 28, 16, 4, 25, 32, 46, 29, 46, 14, 50, 25, 0, 0, 15, 18, 35, 22, 26, 38, 12, 28, 13, 48, 18, 26, 43, 41, 13, 1, 36, 4, 48, 40, 8, 31, 25, 34, 42, 30, 4, 25, 21, 9, 30, 5, 42, 40, 2, 48, 50, 23, 5, 40, 42, 5, 11, 17, 31, 32, 21, 18, 34, 6, 17, 47, 6, 16, 20, 49, 46, 45, 29, 32, 9, 21, 16, 44, 21, 10, 45, 6, 38, 47, 15, 44, 0, 17, 7, 35, 43, 38, 42, 38, 3, 31, 7, 4, 17, 28, 22, 4, 31, 34, 32, 22, 38, 16, 33, 5, 18, 9, 47, 48, 17, 31, 46, 29, 9, 3, 9, 17, 39, 46, 44, 24, 40, 26, 50, 16, 44, 34, 9, 23, 36, 7, 39, 21, 12, 30, 21, 7, 13, 36]
[34, 4, 34, 8, 3, 0, 24, 34, 34, 29, 27, 3, 32, 4, 18, 39, 16, 15, 0, 17, 34, 19, 24, 41, 30, 4, 28, 21, 30, 24, 36, 41, 31, 29, 33, 48, 17, 47, 16, 34, 15, 25, 33, 44, 5, 35, 26, 39, 25, 40, 38, 20, 11, 1, 36, 20, 1, 7, 35, 0, 33, 29, 7, 15, 9, 2, 9, 19, 9, 12, 27, 34, 11, 50, 21, 37, 31, 3, 6, 23, 48, 12, 16, 8, 42, 50, 8, 4, 26, 20, 31, 22, 20, 40, 29, 39, 44, 9, 37, 14, 41, 9, 23, 47, 34, 49, 50, 46, 31, 34, 12, 32, 35, 48, 7, 42, 39, 32, 31, 30, 49, 7, 9, 12, 21, 13, 3, 49, 43, 44, 10, 21, 22, 8, 35, 32, 18, 32, 11, 39, 38, 0, 29, 47, 33, 26, 32, 16]
[20, 22, 18, 39, 19, 28, 25, 23, 28, 12, 9, 42, 26, 42, 50, 18, 44, 18, 17, 0, 19, 10, 35, 14, 45, 33, 22, 25, 42, 3, 18, 27, 23, 22, 49, 37, 4, 47, 3, 39, 12, 17, 31, 21, 50, 43, 3, 25, 30, 41, 29, 18, 12, 35, 1, 8, 29, 16, 46, 49, 16, 26, 28, 47, 16, 8, 32, 9, 49, 50, 24, 43, 4, 50, 48, 20, 15, 50, 15, 18, 31, 46, 26, 25, 41, 46, 43, 8, 5, 29, 0, 5, 29, 17, 44, 35, 37, 25, 46, 15, 43, 27, 28, 35, 11, 49, 31, 8, 16, 29, 38, 34, 48, 20, 21, 21, 42, 22, 6, 15, 40, 15, 30, 34, 47, 24, 22, 28, 11, 23, 50, 9, 18, 34, 34, 20, 23, 23, 5, 39, 45, 37, 26, 7, 49, 30, 18, 17]
[35, 10, 20, 10, 19, 49, 30, 0, 33, 19, 39, 13, 3, 18, 16, 43, 11, 35, 34, 19, 0, 14, 22, 1, 49, 10, 29, 32, 36, 31, 48, 21, 29, 30, 13, 16, 11, 20, 25, 26, 49, 25, 2, 48, 45, 21, 4, 30, 14, 38, 32, 31, 37, 41, 13, 43, 49, 6, 13, 42, 41, 20, 10, 47, 42, 8, 18, 48, 33, 33, 3, 0, 24, 31, 29, 42, 3, 28, 35, 23, 26, 1, 25, 33, 0, 30, 7, 42, 38, 31, 21, 42, 21, 23, 8, 21, 17, 50, 37, 3, 16, 4, 26, 17, 34, 21, 45, 43, 4, 43, 26, 30, 14, 34, 40, 50, 25, 8, 21, 47, 19, 21, 37, 3, 0, 43, 31, 30, 16, 27, 44, 5, 24, 16, 42, 21, 33, 40, 5, 1, 31, 27, 14, 30, 15, 1, 11, 30]
[29, 14, 29, 16, 26, 37, 31, 30, 7, 7, 49, 37, 39, 33, 7, 44, 13, 22, 19, 10, 14, 0, 12, 20, 13, 45, 22, 7, 34, 22, 49, 17, 5, 22, 28, 28, 48, 27, 35, 41, 21, 49, 32, 48, 25, 3, 49, 31, 45, 16, 42, 35, 47, 26, 15, 34, 23, 22, 39, 1, 49, 41, 11, 28, 40, 38, 25, 3, 42, 4, 25, 1, 22, 33, 38, 43, 1, 14, 5, 38, 15, 44, 40, 32, 34, 41, 44, 0, 37, 12, 9, 18, 13, 47, 16, 9, 11, 18, 2, 3, 20, 32, 26, 48, 41, 9, 16, 16, 4, 27, 32, 3, 44, 3, 50, 17, 20, 43, 50, 28, 6, 24, 42, 16, 49, 5, 43, 17, 24, 39, 13, 7, 33, 29, 46, 42, 29, 7, 26, 23, 39, 31, 14, 0, 48, 46, 31, 13]
[36, 20, 30, 3, 23, 38, 8, 3, 26, 42, 31, 11, 19, 16, 42, 38, 39, 26, 24, 35, 22, 12, 0, 0, 11, 20, 9, 19, 6, 48, 8, 44, 42, 10, 0, 16, 10, 17, 4, 4, 41, 22, 22, 25, 21, 42, 7, 28, 24, 1, 25, 18, 39, 41, 34, 2, 44, 3, 37, 42, 46, 11, 0, 16, 45, 37, 29, 15, 2, 28, 19, 36, 30, 13, 43, 43, 47, 23, 40, 8, 44, 49, 48, 45, 35, 3, 20, 49, 28, 13, 28, 14, 28, 2, 15, 48, 37, 20, 50, 26, 48, 24, 33, 20, 18, 13, 18, 7, 44, 38, 19, 33, 26, 38, 18, 33, 26, 31, 42, 46, 23, 30, 48, 10, 14, 50, 25, 17, 2, 40, 7, 25, 21, 31, 48, 45, 0, 44, 24, 16, 17, 2, 25, 37, 1, 7, 16, 35]
[45, 11, 11, 18, 5, 7, 42, 2, 14, 32, 25, 19, 34, 13, 50, 4, 41, 38, 41, 14, 1, 20, 0, 0, 37, 24, 15, 29, 33, 24, 48, 4, 31, 44, 28, 48, 16, 3, 13, 6, 22, 43, 35, 45, 46, 38, 46, 2, 16, 31, 48, 4, 9, 9, 6, 43, 37, 32, 29, 29, 32, 1, 46, 35, 29, 0, 7, 8, 4, 34, 41, 36, 36, 22, 17, 4, 7, 36, 47, 49, 36, 46, 25, 20, 27, 20, 20, 31, 37, 45, 29, 44, 21, 23, 41, 2, 34, 6, 41, 2, 9, 7, 17, 47, 14, 41, 20, 35, 16, 43, 48, 24, 16, 5, 13, 38, 23, 13, 6, 33, 48, 47, 32, 48, 11, 47, 32, 9, 27, 9, 49, 17, 36, 11, 16, 40, 26, 21, 18, 3, 6, 17, 28, 50, 17, 32, 17, 25]
[10, 22, 33, 26, 16, 20, 24, 22, 12, 15, 26, 7, 49, 26, 20, 26, 47, 12, 30, 45, 49, 13, 11, 37, 0, 46, 31, 45, 39, 3, 25, 6, 39, 29, 44, 31, 13, 47, 36, 47, 10, 16, 23, 7, 33, 24, 31, 42, 31, 1, 38, 16, 27, 39, 19, 37, 13, 22, 40, 34, 24, 5, 47, 1, 9, 43, 22, 14, 37, 38, 8, 0, 22, 23, 17, 12, 21, 19, 20, 35, 16, 17, 43, 36, 16, 29, 32, 5, 41, 20, 29, 7, 17, 9, 43, 15, 28, 27, 47, 10, 8, 11, 13, 42, 12, 47, 0, 18, 34, 19, 17, 31, 23, 42, 27, 18, 35, 39, 25, 19, 32, 29, 43, 17, 7, 42, 27, 41, 2, 43, 44, 0, 14, 28, 18, 22, 34, 41, 1, 5, 47, 49, 12, 38, 47, 12, 14, 30]
[10, 37, 16, 5, 31, 9, 44, 30, 16, 2, 35, 37, 18, 50, 38, 38, 21, 28, 4, 33, 10, 45, 20, 24, 46, 0, 17, 43, 12, 37, 49, 43, 40, 25, 18, 25, 34, 9, 34, 41, 18, 1, 45, 36, 18, 30, 15, 29, 25, 35, 19, 20, 27, 39, 48, 10, 24, 48, 13, 49, 43, 20, 4, 20, 31, 28, 32, 46, 37, 44, 33, 49, 45, 47, 17, 11, 42, 41, 23, 6, 8, 11, 32, 25, 28, 27, 29, 32, 29, 22, 36, 31, 38, 1, 39, 48, 9, 25, 2, 0, 28, 2, 48, 48, 9, 27, 44, 36, 49, 16, 3, 29, 45, 15, 18, 14, 2, 21, 2, 17, 50, 0, 18, 29, 26, 11, 34, 47, 11, 15, 35, 23, 2, 14, 4, 17, 1, 48, 42, 22, 11, 13, 43, 39, 40, 24, 1, 27]
[42, 17, 37, 5, 2, 13, 43, 2, 23, 22, 16, 23, 21, 45, 48, 4, 30, 13, 28, 22, 29, 22, 9, 15, 31, 17, 0, 47, 32, 37, 25, 10, 34, 34, 18, 38, 8, 14, 8, 32, 49, 14, 42, 41, 32, 50, 0, 50, 34, 47, 19, 37, 5, 46, 50, 6, 7, 39, 13, 7, 25, 29, 42, 34, 40, 24, 7, 0, 12, 26, 20, 12, 43, 45, 33, 36, 2, 48, 50, 13, 49, 31, 2, 14, 37, 42, 15, 26, 5, 47, 17, 14, 25, 42, 3, 44, 17, 12, 32, 16, 40, 19, 35, 10, 21, 21, 4, 40, 1, 25, 12, 43, 8, 19, 9, 9, 44, 35, 46, 18, 37, 5, 38, 3, 11, 47, 5, 11, 22, 31, 19, 10, 36, 29, 39, 21, 40, 49, 49, 9, 2, 26, 43, 9, 30, 41, 18, 34]
[25, 36, 10, 32, 40, 1, 5, 26, 36, 18, 33, 16, 37, 15, 43, 47, 23, 48, 21, 25, 32, 7, 19, 29, 45, 43, 47, 0, 11, 37, 47, 34, 42, 29, 27, 7, 42, 21, 29, 48, 2, 22, 23, 5, 8, 46, 50, 34, 14, 16, 5, 12, 2, 35, 7, 10, 44, 38, 4, 15, 28, 6, 13, 18, 45, 12, 48, 5, 6, 5, 23, 4, 27, 0, 48, 41, 35, 44, 33, 21, 31, 20, 16, 41, 6, 28, 28, 32, 14, 10, 32, 28, 41, 7, 40, 31, 43, 41, 42, 37, 43, 22, 33, 30, 49, 17, 47, 17, 12, 40, 33, 33, 44, 7, 10, 45, 33, 43, 13, 50, 19, 48, 36, 29, 22, 5, 26, 19, 36, 27, 33, 21, 30, 7, 21, 19, 15, 43, 29, 9, 15, 13, 33, 45, 15, 0, 34, 20]
[1, 11, 33, 4, 1, 12, 33, 8, 23, 42, 29, 27, 27, 38, 45, 43, 25, 18, 30, 42, 36, 34, 6, 33, 39, 12, 32, 11, 0, 2, 35, 18, 34, 16, 14, 25, 47, 48, 32, 14, 3, 13, 1, 38, 36, 19, 43, 4, 34, 15, 25, 22, 45, 6, 8, 24, 10, 31, 48, 15, 21, 24, 17, 4, 19, 29, 12, 24, 8, 13, 22, 13, 13, 22, 23, 4, 50, 49, 37, 20, 4, 23, 11, 40, 49, 46, 28, 15, 26, 17, 50, 49, 12, 50, 26, 9, 12, 28, 0, 8, 39, 37, 0, 9, 29, 49, 34, 37, 8, 42, 10, 18, 32, 33, 48, 26, 33, 14, 5, 40, 29, 28, 2, 24, 28, 42, 11, 15, 18, 23, 42, 2, 24, 33, 14, 24, 43, 35, 33, 27, 27, 39, 46, 46, 21, 16, 47, 16]
[33, 41, 28, 7, 31, 46, 15, 3, 4, 3, 25, 7, 2, 35, 19, 41, 48, 26, 24, 3, 31, 22, 48, 24, 3, 37, 37, 37, 2, 0, 35, 5, 37, 12, 33, 0, 5, 30, 0, 45, 48, 47, 23, 50, 37, 6, 15, 12, 31, 20, 45, 34, 42, 47, 4, 4, 36, 22, 23, 40, 18, 30, 29, 0, 45, 32, 0, 8, 20, 2, 39, 45, 21, 14, 33, 19, 7, 29, 1, 35, 35, 3, 48, 39, 44, 43, 12, 44, 25, 9, 19, 11, 11, 24, 32, 19, 48, 41, 1, 31, 23, 2, 29, 28, 43, 4, 47, 34, 3, 5, 23, 40, 20, 32, 30, 43, 47, 24, 14, 21, 38, 28, 42, 26, 5, 35, 15, 47, 27, 49, 45, 42, 5, 18, 34, 40, 33, 2, 9, 6, 31, 44, 18, 0, 11, 20, 37, 1]
[23, 19, 33, 15, 46, 16, 25, 38, 8, 13, 17, 2, 37, 14, 18, 48, 19, 43, 36, 18, 48, 49, 8, 48, 25, 49, 25, 47, 35, 35, 0, 11, 30, 34, 23, 33, 6, 33, 44, 44, 13, 28, 48, 5, 44, 8, 4, 41, 24, 19, 40, 50, 11, 14, 32, 48, 35, 0, 13, 39, 14, 13, 40, 30, 42, 1, 23, 29, 4, 10, 20, 22, 43, 1, 47, 21, 35, 7, 5, 16, 46, 25, 15, 37, 31, 41, 26, 12, 36, 39, 8, 3, 10, 25, 0, 17, 12, 21, 45, 3, 20, 6, 11, 49, 41, 4, 48, 40, 15, 1, 30, 42, 47, 29, 43, 23, 27, 13, 38, 2, 47, 27, 30, 34, 12, 17, 22, 17, 48, 8, 6, 32, 16, 18, 5, 47, 2, 21, 11, 27, 0, 30, 40, 36, 2, 33, 15, 9]
