N1,N2,...,Nx
[28, 14, 3, 0, 20, 35, 29, 32, 37, 26, 26, 29, 1, 48, 4, 9, 21, 10, 20, 33, 34, 15, 43, 29, 41, 31, 0, 8, 15, 21, 48, 22, 16, 25, 2, 9, 48, 11, 15, 6, 14, 9, 49, 20, 35, 30, 32, 21, 41, 36, 22, 23, 15, 14, 17, 6, 9, 45, 38, 4, 10, 14, 44, 47, 13, 6, 44, 35, 22, 14, 5, 37]
[5, 25, 1, 43, 8, 22, 28, 40, 26, 19, 26, 44, 14, 13, 23, 47, 0, 27, 28, 50, 47, 32, 20, 48, 18, 25, 8, 0, 24, 7, 20, 41, 0, 50, 19, 37, 43, 40, 32, 1, 29, 41, 5, 4, 35, 14, 42, 4, 10, 46, 30, 33, 11, 35, 14, 4, 13, 25, 13, 20, 47, 39, 26, 23, 34, 25, 38, 2, 39, 44, 26, 41]
[41, 35, 20, 49, 27, 33, 12, 26, 15, 0, 19, 10, 31, 25, 15, 28, 33, 7, 34, 22, 4, 0, 6, 23, 27, 33, 15, 24, 0, 29, 15, 50, 43, 49, 11, 9, 22, 17, 25, 37, 19, 49, 16, 42, 24, 41, 36, 9, 6, 43, 43, 39, 7, 17, 49, 1, 5, 6, 47, 46, 29, 1, 18, 24, 46, 37, 29, 3, 19, 0, 41, 32]
[23, 39, 26, 28, 11, 45, 23, 42, 22, 17, 37, 15, 15, 6, 40, 7, 10, 16, 3, 14, 4, 7, 24, 39, 3, 20, 21, 7, 29, 0, 38, 2, 8, 40, 5, 42, 37, 47, 10, 31, 32, 17, 31, 15, 37, 36, 10, 27, 22, 49, 30, 8, 30, 18, 11, 32, 15, 14, 39, 49, 46, 21, 0, 25, 19, 1, 47, 41, 42, 0, 11, 8]
[28, 32, 39, 3, 6, 1, 16, 45, 35, 10, 24, 37, 8, 8, 3, 29, 33, 35, 15, 1, 18, 44, 29, 49, 11, 27, 48, 20, 15, 38, 0, 31, 22, 17, 18, 10, 5, 33, 2, 5, 25, 34, 11, 23, 26, 38, 2, 8, 49, 3, 26, 19, 4, 16, 7, 46, 29, 43, 14, 38, 14, 50, 26, 2, 23, 11, 36, 5, 22, 50, 39, 25]
[8, 11, 19, 49, 0, 20, 20, 17, 10, 29, 15, 11, 12, 26, 3, 32, 13, 39, 5, 43, 28, 11, 6, 10, 20, 3, 22, 41, 50, 2, 31, 0, 0, 32, 42, 11, 47, 22, 3, 30, 31, 14, 15, 33, 22, 18, 15, 17, 10, 42, 2, 19, 41, 15, 12, 38, 47, 10, 37, 35, 38, 9, 11, 30, 20, 44, 40, 48, 9, 9, 31, 33]
[5, 19, 49, 28, 39, 16, 19, 30, 8, 24, 12, 23, 31, 20, 2, 8, 16, 3, 38, 33, 20, 19, 31, 20, 34, 2, 16, 0, 43, 8, 22, 0, 0, 18, 27, 30, 16, 45, 39, 24, 14, 19, 3, 31, 16, 27, 32, 35, 42, 14, 20, 11, 50, 35, 4, 16, 11, 34, 36, 13, 48, 7, 34, 5, 36, 33, 50, 28, 47, 24, 33, 22]
[25, 22, 30, 41, 9, 26, 38, 42, 8, 27, 27, 19, 6, 21, 17, 23, 4, 7, 2, 32, 45, 3, 18, 1, 33, 48, 25, 50, 49, 40, 17, 32, 18, 0, 24, 4, 41, 49, 27, 21, 29, 31, 20, 27, 45, 19, 24, 1, 34, 32, 34, 17, 20, 38, 15, 39, 31, 14, 39, 33, 24, 39, 12, 10, 2, 31, 18, 49, 9, 5, 15, 40]
[1, 15, 41, 22, 15, 42, 14, 39, 38, 45, 23, 18, 11, 26, 40, 46, 43, 23, 25, 43, 34, 35, 11, 28, 49, 11, 2, 19, 11, 5, 18, 42, 27, 24, 0, 27, 39, 47, 1, 12, 3, 30, 4, 19, 45, 26, 14, 5, 18, 39, 13, 45, 48, 49, 4, 34, 42, 35, 45, 44, 0, 20, 43, 27, 12, 43, 41, 4, 23, 27, 34, 35]
[41, 28, 27, 46, 6, 18, 18, 35, 25, 4, 15, 36, 12, 30, 41, 18, 10, 35, 48, 16, 10, 19, 28, 26, 15, 9, 9, 37, 9, 42, 10, 11, 30, 4, 27, 0, 13, 28, 44, 7, 45, 1, 47, 36, 7, 44, 45, 49, 1, 1, 24, 30, 20, 46, 32, 39, 36, 12, 24, 46, 10, 34, 45, 50, 11, 39, 48, 31, 2, 34, 50, 12]
[4, 21, 33, 15, 8, 29, 34, 17, 40, 1, 1, 2, 32, 31, 41, 8, 41, 47, 13, 4, 50, 34, 48, 41, 10, 46, 48, 43, 22, 37, 5, 47, 16, 41, 39, 13, 0, 33, 19, 6, 6, 8, 22, 37, 9, 42, 12, 47, 9, 23, 1, 14, 24, 24, 27, 49, 46, 9, 41, 48, 35, 27, 9, 3, 39, 8, 30, 24, 38, 28, 36, 0]
[27, 39, 7, 4, 40, 12, 4, 27, 13, 10, 29, 37, 12, 40, 19, 5, 33, 37, 47, 48, 35, 32, 5, 12, 14, 27, 11, 40, 17, 47, 33, 22, 45, 49, 47, 28, 33, 0, 43, 35, 22, 29, 3, 32, 14, 22, 22, 10, 41, 19, 13, 35, 37, 41, 43, 29, 25, 29, 10, 2, 29, 46, 10, 40, 42, 8, 7, 5, 38, 3, 35, 11]
[41, 3, 20, 22, 43, 43, 38, 16, 43, 14, 38, 14, 29, 43, 6, 17, 49, 30, 8, 33, 46, 41, 13, 6, 2, 3, 15, 32, 25, 10, 2, 3, 39, 27, 1, 44, 19, 43, 0, 2, 25, 3, 36, 32, 22, 35, 29, 12, 14, 44, 40, 5, 30, 27, 14, 26, 26, 39, 31, 19, 35, 19, 22, 12, 2, 20, 50, 22, 16, 41, 30, 16]
[44, 20, 35, 49, 40, 4, 16, 31, 14, 45, 35, 16, 21, 29, 50, 26, 5, 39, 4, 5, 41, 19, 20, 13, 17, 27, 6, 1, 37, 31, 5, 30, 24, 21, 12, 7, 6, 35, 2, 0, 40, 1, 26, 8, 42, 39, 0, 49, 47, 50, 37, 28, 38, 35, 19, 47, 11, 40, 29, 48, 30, 35, 32, 33, 10, 5, 27, 1, 20, 10, 48, 2]
[24, 38, 3, 46, 42, 16, 36, 25, 30, 50, 8, 50, 38, 14, 3, 21, 40, 11, 26, 47, 6, 26, 49, 35, 35, 23, 14, 29, 19, 32, 25, 31, 14, 29, 3, 45, 6, 22, 25, 40, 0, 6, 13, 7, 24, 14, 27, 37, 35, 38, 6, 35, 37, 32, 43, 16, 19, 40, 2, 48, 40, 14, 44, 36, 12, 12, 45, 30, 34, 29, 6, 38]
[22, 5, 25, 32, 50, 1, 29, 2, 49, 1, 4, 6, 7, 21, 40, 45, 7, 6, 38, 27, 46, 26, 28, 32, 37, 6, 9, 41, 49, 17, 34, 14, 19, 31, 30, 1, 8, 29, 3, 1, 6, 0, 32, 47, 17, 0, 19, 36, 27, 45, 35, 35, 17, 49, 40, 5, 45, 39, 12, 23, 28, 34, 46, 18, 48, 39, 33, 36, 22, 45, 23, 39]
[26, 46, 12, 0, 16, 16, 39, 34, 18, 38, 3, 41, 30, 34, 3, 39, 17, 7, 38, 25, 44, 16, 23, 48, 2, 5, 49, 5, 16, 31, 11, 15, 3, 20, 4, 47, 22, 3, 36, 26, 13, 32, 0, 8, 18, 39, 3, 43, 27, 10, 15, 8, 40, 34, 1, 32, 44, 19, 19, 7, 3, 39, 43, 17, 1, 49, 30, 15, 38, 39, 33, 43]
[0, 36, 14, 50, 21, 33, 16, 25, 23, 16, 29, 11, 49, 13, 18, 35, 39, 33, 29, 32, 39, 46, 40, 9, 13, 36, 20, 4, 42, 15, 23, 33, 31, 27, 19, 36, 37, 32, 32, 8, 7, 47, 8, 0, 18, 14, 47, 0, 32, 27, 2, 12, 33, 46, 44, 15, 12, 50, 43, 10, 10, 2, 9, 1, 25, 28, 49, 46, 28, 45, 50, 46]
[49, 25, 25, 29, 9, 45, 11, 15, 50, 22, 17, 23, 12, 34, 37, 33, 40, 7, 4, 2, 6, 40, 34, 30, 43, 25, 35, 35, 24, 37, 26, 22, 16, 45, 45, 7, 9, 14, 22, 42, 24, 17, 18, 18, 0, 32, 18, 19, 43, 0, 10, 24, 48, 12, 30, 22, 20, 36, 21, 36, 46, 17, 43, 16, 38, 6, 39, 48, 20, 48, 40, 21]
[50, 33, 25, 33, 40, 13, 26, 42, 15, 49, 49, 26, 43, 16, 23, 9, 2, 14, 5, 12, 0, 46, 18, 40, 49, 28, 30, 14, 41, 36, 38, 18, 27, 19, 26, 44, 42, 22, 35, 39, 14, 0, 39, 14, 32, 0, 20, 38, 13, 22, 41, 10, 5, 32, 43, 30, 28, 20, 33, 5, 45, 42, 1, 37, 45, 6, 45, 35, 25, 44, 33, 46]
[0, 11, 1, 45, 10, 23, 41, 45, 33, 48, 10, 4, 34, 15, 50, 5, 48, 38, 13, 23, 16, 7, 24, 15, 16, 20, 32, 42, 36, 10, 2, 15, 32, 24, 14, 45, 12, 22, 29, 0, 27, 19, 3, 47, 18, 20, 0, 49, 49, 36, 50, 46, 39, 7, 25, 36, 23, 15, 32, 17, 41, 50, 2, 41, 49, 17, 42, 38, 20, 45, 26, 49]
[17, 22, 19, 13, 2, 31, 47, 1, 18, 33, 25, 15, 39, 11, 27, 1, 16, 20, 9, 49, 38, 12, 2, 18, 37, 23, 21, 4, 9, 27, 8, 17, 35, 1, 5, 49, 47, 10, 12, 49, 37, 36, 43, 0, 19, 38, 49, 0, 50, 45, 19, 22, 28, 28, 9, 41, 10, 18, 13, 5, 11, 23, 48, 9, 37, 33, 15, 41, 6, 41, 16, 3]
[13, 12, 14, 30, 29, 47, 18, 47, 13, 38, 11, 40, 12, 47, 17, 47, 39, 41, 27, 12, 27, 7, 40, 26, 7, 29, 41, 10, 6, 22, 49, 10, 42, 34, 18, 1, 9, 41, 14, 47, 35, 27, 27, 32, 43, 13, 49, 50, 0, 23, 11, 30, 15, 27, 49, 24, 49, 33, 24, 42, 38, 21, 20, 29, 14, 4, 41, 6, 7, 32, 35, 43]
[14, 39, 16, 22, 38, 37, 42, 33, 33, 23, 31, 11, 30, 21, 35, 0, 47, 2, 26, 38, 17, 25, 37, 29, 1, 20, 36, 46, 43, 49, 3, 42, 14, 32, 39, 1, 23, 19, 44, 50, 38, 45, 10, 27, 0, 22, 36, 45, 23, 0, 42, 50, 17, 17, 3, 44, 3, 49, 0, 18, 32, 20, 31, 31, 33, 1, 0, 21, 10, 0, 39, 16]
[0, 49, 2, 23, 44, 40, 45, 47, 29, 11, 42, 26, 21, 44, 3, 24, 13, 37, 0, 11, 5, 14, 19, 28, 27, 3, 22, 30, 43, 30, 26, 2, 20, 34, 13, 24, 1, 13, 40, 37, 6, 35, 15, 2, 10, 41, 50, 19, 11, 42, 0, 12, 28, 17, 1, 19, 8, 29, 31, 17, 2, 22, 28, 22, 47, 27, 23, 13, 14, 24, 4, 26]
[4, 15, 30, 49, 9, 17, 38, 45, 11, 15, 43, 20, 2, 9, 1, 4, 27, 14, 34, 7, 44, 40, 15, 12, 13, 45, 23, 33, 39, 8, 19, 19, 11, 17, 45, 30, 14, 35, 5, 28, 35, 35, 8, 12, 24, 10, 46, 22, 30, 50, 12, 0, 24, 43, 34, 21, 30, 44, 31, 24, 45, 28, 43, 20, 10, 43, 1, 26, 8, 11, 15, 23]
[34, 21, 24, 4, 17, 43, 42, 24, 40, 36, 16, 25, 14, 9, 20, 16, 0, 28, 17, 8, 16, 19, 15, 40, 39, 41, 15, 11, 7, 30, 4, 41, 50, 20, 48, 20, 24, 37, 30, 38, 37, 17, 40, 33, 48, 5, 39, 28, 15, 17, 28, 24, 0, 20, 39, 10, 28, 32, 43, 7, 19, 25, 22, 33, 27, 37, 13, 8, 5, 36, 15, 19]
[46, 19, 27, 46, 45, 29, 43, 21, 19, 10, 25, 14, 11, 12, 32, 39, 17, 28, 0, 8, 19, 11, 27, 37, 1, 33, 14, 35, 17, 18, 16, 15, 35, 38, 49, 46, 24, 41, 27, 35, 32, 49, 34, 46, 12, 32, 7, 28, 27, 17, 17, 43, 20, 0, 4, 42, 7, 4, 14, 18, 4, 49, 34, 25, 33, 33, 12, 36, 7, 20, 46, 18]
[24, 22, 22, 0, 16, 32, 47, 49, 29, 27, 11, 38, 12, 50, 15, 44, 12, 19, 48, 19, 40, 3, 24, 16, 14, 19, 17, 14, 49, 11, 7, 12, 4, 15, 4, 32, 27, 43, 14, 19, 43, 40, 1, 44, 30, 43, 25, 9, 49, 3, 1, 34, 39, 4, 0, 28, 15, 10, 37, 40, 14, 47, 36, 11, 45, 20, 26, 3, 23, 40, 0, 14]
[41, 36, 49, 17, 21, 46, 38, 44, 47, 48, 31, 0, 49, 19, 22, 46, 36, 2, 45, 22, 5, 22, 1, 20, 2, 19, 6, 4, 1, 32, 46, 38, 16, 39, 34, 39, 49, 29, 26, 47, 16, 5, 32, 15, 22, 30, 36, 41, 24, 44, 19, 21, 10, 42, 28, 0, 35, 6, 14, 42, 48, 16, 46, 33, 24, 7, 1, 42, 28, 19, 0, 3]
[11, 47, 5, 14, 48, 48, 2, 13, 22, 46, 34, 0, 48, 4, 12, 32, 1, 47, 29, 47, 45, 44, 10, 0, 15, 0, 9, 13, 5, 15, 29, 47, 11, 31, 42, 36, 46, 25, 26, 11, 19, 45, 44, 12, 20, 28, 23, 10, 49, 3, 8, 30, 28, 7, 15, 35, 0, 47, 19, 50, 31, 34, 6, 21, 29, 7, 20, 32, 31, 28, 34, 20]
[37, 31, 21, 18, 46, 30, 25, 20, 11, 6, 34, 9, 29, 14, 41, 16, 17, 12, 22, 18, 10, 6, 11, 18, 3, 47, 45, 25, 6, 14, 43, 10, 34, 14, 35, 12, 9, 29, 39, 40, 40, 39, 19, 50, 36, 20, 15, 18, 33, 49, 29, 44, 32, 4, 10, 6, 47, 0, 13, 11, 7, 1, 32, 45, 25, 27, 6, 33, 8, 3, 5, 47]
[4, 35, 39, 9, 48, 12, 12, 36, 18, 2, 34, 34, 17, 38, 1, 20, 5, 15, 20, 37, 37, 48, 29, 17, 28, 39, 38, 13, 47, 39, 14, 37, 36, 39, 45, 24, 41, 10, 31, 29, 2, 12, 19, 43, 21, 33, 32, 13, 24, 0, 31, 31, 43, 14, 37, 14, 19, 13, 0, 33, 48, 26, 19, 49, 23, 26, 11, 18, 39, 6, 11, 5]
[12, 42, 19, 28, 27, 37, 21, 27, 48, 11, 11, 20, 26, 27, 6, 30, 42, 10, 40, 32, 5, 6, 31, 41, 37, 35, 4, 20, 46, 49, 38, 35, 13, 33, 44, 46, 48, 2, 19, 48, 48, 23, 7, 10, 36, 5, 17, 5, 42, 18, 17, 24, 7, 18, 40, 42, 50, 11, 33, 0, 23, 43, 2, 37, 18, 3, 30, 42, 40, 39, 42, 19]
[16, 6, 41, 24, 31, 49, 36, 26, 13, 10, 37, 8, 12, 10, 33, 15, 27, 43, 14, 35, 20, 46, 22, 11, 8, 19, 10, 47, 29, 46, 14, 38, 48, 24, 0, 10, 35, 29, 35, 30, 40, 28, 3, 10, 46, 45, 41, 11, 38, 32, 2, 45, 19, 4, 14, 48, 31, 7, 48, 23, 0, 25, 4, 0, 29, 19, 39, 42, 1, 4, 26, 20]
[28, 37, 49, 36, 28, 30, 8, 0, 40, 39, 20, 32, 29, 42, 41, 48, 47, 36, 17, 35, 2, 25, 49, 45, 34, 1, 14, 39, 1, 21, 50, 9, 7, 39, 20, 34, 27, 46, 19, 35, 14, 34, 39, 2, 17, 42, 50, 23, 21, 20, 22, 28, 25, 49, 47, 16, 34, 1, 26, 43, 25, 0, 42, 1, 41, 22, 34, 14, 4, 0, 16, 1]
[17, 48, 49, 3, 50, 37, 29, 14, 10, 41, 1, 40, 43, 17, 13, 21, 11, 6, 22, 10, 9, 42, 41, 46, 35, 32, 44, 26, 18, 0, 26, 11, 34, 12, 43, 45, 9, 10, 22, 32, 44, 46, 43, 9, 43, 1, 2, 48, 20, 31, 28, 43, 22, 34, 36, 46, 6, 32, 19, 2, 4, 42, 0, 50, 7, 38, 43, 5, 31, 13, 7, 17]
[40, 30, 40, 32, 6, 49, 10, 50, 28, 36, 15, 30, 33, 4, 20, 17, 49, 44, 34, 16, 22, 17, 11, 0, 4, 49, 47, 23, 24, 25, 2, 30, 5, 10, 27, 50, 3, 40, 12, 33, 36, 18, 17, 1, 16, 37, 41, 9, 29, 31, 22, 20, 33, 25, 11, 33, 21, 45, 49, 37, 0, 1, 50, 0, 50, 50, 8, 38, 18, 35, 10, 1]
