N1,N2,...,Nx
[5, 11, 30, 40, 38, 24, 25, 29, 38, 31, 17, 22, 29, 45, 50, 0, 29, 40, 36, 9, 38, 48, 12, 27, 2, 15, 22, 2, 26, 48, 27, 33, 18, 33, 13, 46, 2, 17, 35, 48, 20, 23, 8, 28, 48, 33, 43, 45, 23, 25]
[17, 50, 11, 45, 40, 31, 34, 28, 38, 7, 6, 46, 29, 43, 31, 29, 0, 45, 46, 9, 38, 3, 39, 25, 8, 32, 10, 34, 9, 23, 5, 50, 3, 40, 44, 14, 30, 14, 14, 14, 6, 38, 30, 12, 26, 27, 40, 42, 49, 15]
[40, 14, 43, 29, 43, 36, 42, 30, 14, 7, 37, 25, 27, 40, 6, 40, 45, 0, 15, 48, 40, 3, 7, 20, 24, 6, 48, 1, 13, 26, 12, 24, 1, 0, 6, 22, 49, 10, 38, 45, 10, 0, 5, 50, 23, 1, 20, 41, 49, 36]
[23, 10, 29, 34, 6, 28, 46, 19, 16, 11, 42, 30, 25, 44, 21, 36, 46, 15, 0, 14, 47, 2, 21, 36, 8, 1, 29, 29, 20, 22, 11, 16, 18, 30, 6, 30, 23, 13, 4, 18, 50, 31, 43, 20, 2, 20, 8, 34, 42, 28]
[44, 40, 44, 25, 4, 45, 4, 7, 3, 10, 30, 41, 15, 36, 12, 9, 9, 48, 14, 0, 33, 45, 47, 36, 12, 30, 25, 41, 29, 27, 39, 1, 34, 41, 47, 23, 13, 5, 22, 13, 33, 19, 36, 42, 25, 19, 21, 48, 32, 49]
[21, 19, 0, 29, 23, 38, 42, 32, 10, 39, 47, 26, 16, 25, 21, 38, 38, 40, 47, 33, 0, 47, 46, 8, 20, 17, 5, 41, 27, 23, 17, 32, 12, 4, 36, 49, 17, 9, 0, 22, 21, 11, 21, 29, 32, 23, 39, 47, 11, 1]
[47, 3, 50, 1, 22, 44, 24, 45, 30, 12, 23, 0, 22, 49, 10, 48, 3, 3, 2, 45, 47, 0, 9, 9, 12, 39, 50, 45, 42, 16, 16, 21, 37, 13, 39, 40, 5, 22, 21, 42, 33, 46, 29, 50, 49, 50, 27, 48, 32, 11]
[11, 14, 27, 48, 48, 41, 8, 31, 29, 37, 5, 17, 24, 28, 29, 12, 39, 7, 21, 47, 46, 9, 0, 24, 35, 8, 29, 45, 34, 17, 8, 24, 48, 17, 6, 17, 10, 39, 34, 6, 41, 4, 49, 26, 44, 23, 31, 7, 38, 1]
[39, 10, 36, 37, 33, 38, 37, 37, 9, 30, 1, 13, 14, 45, 30, 27, 25, 20, 36, 36, 8, 9, 24, 0, 45, 32, 13, 20, 10, 38, 5, 33, 19, 17, 31, 35, 44, 39, 35, 9, 34, 17, 24, 8, 48, 10, 6, 40, 0, 6]
[25, 37, 49, 37, 12, 0, 0, 19, 32, 20, 39, 40, 41, 40, 25, 2, 8, 24, 8, 12, 20, 12, 35, 45, 0, 41, 2, 30, 38, 35, 26, 3, 41, 44, 15, 21, 15, 4, 37, 37, 4, 36, 47, 5, 9, 9, 42, 5, 29, 48]
[46, 7, 47, 8, 18, 0, 15, 26, 11, 28, 33, 1, 30, 18, 27, 15, 32, 6, 1, 30, 17, 39, 8, 32, 41, 0, 33, 32, 19, 21, 20, 3, 31, 29, 9, 28, 12, 2, 42, 8, 37, 7, 9, 37, 16, 50, 3, 36, 7, 27]
[9, 3, 29, 6, 47, 14, 48, 41, 30, 1, 47, 23, 26, 24, 44, 22, 10, 48, 29, 25, 5, 50, 29, 13, 2, 33, 0, 3, 39, 43, 5, 27, 27, 19, 4, 43, 34, 44, 39, 0, 9, 2, 17, 22, 45, 34, 15, 15, 32, 14]
[42, 41, 16, 42, 7, 10, 18, 13, 29, 12, 4, 29, 45, 46, 20, 2, 34, 1, 29, 41, 41, 45, 45, 20, 30, 32, 3, 0, 49, 39, 17, 50, 19, 44, 47, 24, 47, 23, 47, 43, 17, 23, 23, 39, 37, 19, 44, 17, 5, 49]
[17, 4, 20, 17, 27, 40, 10, 38, 31, 25, 5, 23, 10, 29, 27, 26, 9, 13, 20, 29, 27, 42, 34, 10, 38, 19, 39, 49, 0, 19, 8, 26, 4, 32, 47, 4, 4, 40, 27, 4, 15, 12, 42, 35, 24, 27, 24, 4, 34, 29]
[7, 42, 21, 13, 12, 33, 0, 18, 32, 30, 38, 15, 50, 14, 6, 48, 23, 26, 22, 27, 23, 16, 17, 38, 35, 21, 43, 39, 19, 0, 45, 6, 32, 20, 50, 31, 9, 12, 36, 19, 4, 3, 11, 42, 45, 50, 36, 27, 37, 18]
[22, 14, 48, 40, 9, 26, 42, 3, 29, 38, 31, 10, 25, 49, 4, 27, 5, 12, 11, 39, 17, 16, 8, 5, 26, 20, 5, 17, 8, 45, 0, 1, 49, 36, 41, 11, 42, 4, 11, 14, 10, 0, 6, 38, 24, 42, 19, 3, 21, 34]
[12, 42, 45, 9, 5, 7, 49, 18, 4, 27, 5, 49, 19, 19, 3, 33, 50, 24, 16, 1, 32, 21, 24, 33, 3, 3, 27, 50, 26, 6, 1, 0, 10, 31, 18, 10, 0, 15, 49, 1, 7, 11, 40, 12, 27, 18, 5, 24, 50, 22]
[21, 20, 19, 3, 18, 35, 14, 37, 22, 33, 35, 23, 40, 26, 34, 18, 3, 1, 18, 34, 12, 37, 48, 19, 41, 31, 27, 19, 4, 32, 49, 10, 0, 2, 8, 34, 32, 11, 28, 26, 44, 26, 28, 34, 31, 44, 6, 35, 33, 5]
[16, 12, 19, 44, 43, 40, 10, 39, 31, 30, 49, 45, 23, 18, 50, 33, 40, 0, 30, 41, 4, 13, 17, 17, 44, 29, 19, 44, 32, 20, 36, 31, 2, 0, 35, 18, 34, 2, 29, 21, 42, 45, 20, 9, 23, 30, 18, 14, 10, 10]
[0, 20, 24, 49, 41, 6, 42, 42, 11, 13, 38, 8, 12, 2, 40, 13, 44, 6, 6, 47, 36, 39, 6, 31, 15, 9, 4, 47, 47, 50, 41, 18, 8, 35, 0, 44, 9, 13, 26, 29, 11, 0, 39, 27, 38, 32, 21, 48, 39, 11]
[39, 13, 27, 21, 43, 23, 3, 4, 9, 35, 12, 18, 15, 28, 12, 46, 14, 22, 30, 23, 49, 40, 17, 35, 21, 28, 43, 24, 4, 31, 11, 10, 34, 18, 44, 0, 43, 29, 15, 35, 30, 42, 24, 41, 31, 50, 36, 14, 10, 7]
[7, 35, 9, 14, 34, 19, 40, 26, 34, 41, 14, 6, 29, 46, 21, 2, 30, 49, 23, 13, 17, 5, 10, 44, 15, 12, 34, 47, 4, 9, 42, 0, 32, 34, 9, 43, 0, 10, 0, 20, 44, 31, 23, 1, 44, 4, 6, 29, 15, 41]
[29, 1, 36, 33, 5, 38, 23, 16, 33, 50, 4, 2, 46, 28, 42, 17, 14, 10, 13, 5, 9, 22, 39, 39, 4, 2, 44, 23, 40, 12, 4, 15, 11, 2, 13, 29, 10, 0, 22, 29, 6, 39, 39, 5, 44, 32, 32, 44, 40, 46]
[41, 45, 4, 3, 6, 4, 20, 29, 11, 37, 31, 47, 37, 5, 46, 35, 14, 38, 4, 22, 0, 21, 34, 35, 37, 42, 39, 47, 27, 36, 11, 49, 28, 29, 26, 15, 0, 22, 0, 12, 26, 49, 46, 33, 33, 15, 33, 36, 14, 31]
[42, 15, 7, 46, 9, 42, 15, 19, 24, 35, 25, 5, 40, 18, 25, 48, 14, 45, 18, 13, 22, 42, 6, 9, 37, 8, 0, 43, 4, 19, 14, 1, 26, 21, 29, 35, 20, 29, 12, 0, 40, 24, 35, 2, 32, 28, 9, 2, 7, 18]
[39, 29, 18, 30, 36, 10, 14, 40, 19, 32, 1, 13, 30, 25, 8, 20, 6, 10, 50, 33, 21, 33, 41, 34, 4, 37, 9, 17, 15, 4, 10, 7, 44, 42, 11, 30, 44, 6, 26, 40, 0, 6, 41, 21, 15, 29, 36, 3, 35, 4]
[34, 2, 32, 48, 25, 10, 6, 11, 42, 47, 19, 30, 27, 43, 22, 23, 38, 0, 31, 19, 11, 46, 4, 17, 36, 7, 2, 23, 12, 3, 0, 11, 26, 45, 0, 42, 31, 39, 49, 24, 6, 0, 18, 31, 49, 42, 9, 41, 34, 31]
[18, 43, 11, 19, 38, 21, 6, 17, 7, 26, 27, 21, 5, 11, 2, 8, 30, 5, 43, 36, 21, 29, 49, 24, 47, 9, 17, 23, 42, 11, 6, 40, 28, 20, 39, 24, 23, 39, 46, 35, 41, 18, 0, 32, 22, 25, 1, 20, 30, 7]
[12, 42, 27, 36, 31, 25, 1, 18, 39, 41, 15, 15, 12, 13, 2, 28, 12, 50, 20, 42, 29, 50, 26, 8, 5, 37, 22, 39, 35, 42, 38, 12, 34, 9, 27, 41, 1, 5, 33, 2, 21, 31, 32, 0, 6, 43, 35, 16, 15, 0]
[10, 17, 43, 10, 1, 4, 6, 10, 32, 43, 22, 48, 6, 29, 31, 48, 26, 23, 2, 25, 32, 49, 44, 48, 9, 16, 45, 37, 24, 45, 24, 27, 31, 23, 38, 31, 44, 44, 33, 32, 15, 49, 22, 6, 0, 5, 19, 38, 1, 7]
[48, 50, 32, 40, 6, 5, 43, 27, 28, 24, 45, 12, 8, 32, 29, 33, 27, 1, 20, 19, 23, 50, 23, 10, 9, 50, 34, 19, 27, 50, 42, 18, 44, 30, 32, 50, 4, 32, 15, 28, 29, 42, 25, 43, 5, 0, 34, 39, 29, 28]
[39, 49, 10, 39, 35, 47, 45, 15, 34, 10, 42, 33, 19, 49, 33, 43, 40, 20, 8, 21, 39, 27, 31, 6, 42, 3, 15, 44, 24, 36, 19, 5, 6, 18, 21, 36, 6, 32, 33, 9, 36, 9, 1, 35, 19, 34, 0, 8, 0, 26]
[25, 17, 41, 45, 32, 42, 17, 48, 25, 49, 45, 31, 40, 12, 26, 45, 42, 41, 34, 48, 47, 48, 7, 40, 5, 36, 15, 17, 4, 27, 3, 24, 35, 14, 48, 14, 29, 44, 36, 2, 3, 41, 20, 16, 38, 39, 8, 0, 4, 35]
[38, 30, 13, 27, 27, 16, 14, 4, 35, 17, 47, 2, 41, 16, 15, 23, 49, 49, 42, 32, 11, 32, 38, 0, 29, 7, 32, 5, 34, 37, 21, 50, 33, 10, 39, 10, 15, 40, 14, 7, 35, 34, 30, 15, 1, 29, 0, 4, 0, 16]
[2, 1, 37, 11, 36, 8, 20, 27, 17, 49, 5, 46, 37, 34, 33, 25, 15, 36, 28, 49, 1, 11, 1, 6, 48, 27, 14, 49, 29, 18, 34, 22, 5, 10, 11, 7, 41, 46, 31, 18, 4, 31, 7, 0, 7, 28, 26, 35, 16, 0]
