N1,N2,...,Nx
[12, 7, 16, 11, 18, 7, 12, 19, 34, 0, 0, 5, 17, 20, 47, 32, 13, 9, 25, 0, 37, 0, 28, 26, 20, 11, 18, 43, 0, 22, 20, 2, 4, 39, 6, 33, 4, 8, 48, 35, 20, 22, 32, 38, 28, 33, 8, 42, 29, 39, 5, 25, 2, 29, 12, 5, 40, 2, 14, 6, 47, 1, 8, 3, 20, 19, 12, 1, 48, 43, 27, 9, 19, 33, 39, 46, 10, 0, 44, 6, 13, 39, 42, 3, 9, 14, 23, 24, 3, 33, 18, 44, 19, 20, 45, 26, 48, 43, 36, 11, 37, 13, 21, 15, 15, 12, 31, 31, 45, 43, 27, 30, 39, 49, 14, 30, 37, 3, 32, 35, 25, 42, 4, 23, 1, 39, 37, 19, 28, 8, 26, 12, 27, 15, 37, 8, 0, 16, 9, 41, 31, 29, 28, 7, 19, 11, 25, 23, 9, 9, 9, 11, 19, 27, 5, 36, 13, 13, 13, 22, 39, 7, 39, 50, 27, 26, 28, 32, 9, 10, 4, 8, 50, 38, 47, 49, 38, 14, 42, 24, 9, 50, 19, 37, 20, 46, 11, 5, 36, 1, 4, 22, 26, 32, 30, 12]
[44, 44, 41, 4, 22, 46, 6, 30, 28, 14, 5, 0, 39, 22, 5, 37, 9, 19, 50, 47, 30, 5, 30, 10, 13, 14, 22, 2, 39, 26, 38, 10, 24, 11, 24, 36, 35, 14, 46, 7, 42, 34, 25, 11, 3, 20, 0, 37, 20, 29, 35, 17, 31, 26, 30, 14, 1, 15, 47, 22, 40, 50, 21, 34, 41, 35, 9, 26, 13, 4, 1, 44, 23, 39, 28, 27, 10, 20, 47, 4, 20, 48, 41, 25, 9, 42, 22, 24, 8, 10, 43, 23, 9, 12, 40, 6, 11, 27, 5, 14, 10, 36, 26, 20, 15, 47, 29, 45, 46, 8, 12, 47, 36, 18, 6, 1, 21, 17, 5, 23, 15, 33, 44, 9, 10, 14, 19, 15, 6, 24, 19, 2, 46, 35, 38, 18, 44, 48, 11, 4, 35, 7, 19, 6, 9, 41, 48, 26, 8, 24, 2, 20, 11, 41, 33, 3, 17, 6, 28, 23, 48, 25, 15, 22, 50, 8, 21, 48, 32, 22, 36, 2, 10, 21, 38, 47, 16, 0, 46, 15, 47, 10, 5, 20, 13, 49, 16, 18, 48, 8, 27, 15, 38, 15, 18, 45]
[38, 36, 8, 21, 34, 15, 15, 48, 11, 35, 17, 39, 0, 32, 2, 1, 11, 21, 9, 24, 39, 39, 44, 11, 47, 33, 18, 15, 34, 39, 39, 39, 10, 40, 48, 29, 3, 7, 38, 2, 20, 8, 21, 38, 5, 14, 4, 21, 43, 5, 31, 15, 15, 12, 26, 50, 18, 15, 49, 19, 32, 43, 30, 48, 27, 45, 5, 17, 10, 5, 38, 22, 7, 18, 0, 6, 21, 15, 38, 10, 22, 45, 30, 23, 32, 36, 47, 29, 9, 26, 20, 12, 24, 42, 15, 29, 8, 12, 1, 4, 8, 24, 12, 44, 37, 14, 18, 27, 15, 31, 29, 45, 9, 50, 0, 39, 24, 6, 32, 18, 31, 34, 24, 40, 37, 22, 5, 32, 5, 47, 4, 4, 26, 42, 1, 9, 10, 24, 46, 27, 9, 16, 38, 24, 16, 4, 23, 13, 25, 7, 47, 2, 33, 46, 47, 0, 23, 33, 49, 19, 24, 26, 38, 1, 4, 10, 47, 31, 44, 10, 18, 49, 27, 45, 16, 8, 50, 36, 32, 11, 16, 45, 28, 29, 22, 5, 20, 42, 40, 33, 36, 15, 22, 27, 39, 31]
[37, 6, 9, 42, 46, 10, 13, 1, 22, 28, 20, 22, 32, 0, 22, 16, 35, 47, 39, 46, 40, 2, 2, 31, 12, 48, 33, 28, 27, 30, 8, 14, 27, 46, 12, 4, 29, 0, 10, 10, 30, 8, 30, 11, 11, 41, 46, 1, 17, 37, 36, 6, 27, 36, 19, 7, 40, 32, 24, 34, 42, 23, 35, 49, 26, 19, 0, 16, 21, 22, 30, 15, 17, 6, 23, 40, 35, 26, 44, 3, 27, 2, 16, 39, 25, 0, 11, 20, 26, 17, 21, 35, 15, 4, 26, 13, 7, 4, 48, 36, 26, 15, 39, 47, 5, 13, 15, 5, 23, 36, 44, 1, 10, 25, 43, 10, 16, 16, 20, 11, 17, 35, 26, 36, 25, 40, 9, 25, 1, 12, 49, 5, 29, 22, 8, 24, 24, 10, 11, 44, 7, 3, 21, 24, 30, 45, 45, 41, 7, 1, 25, 38, 10, 2, 27, 38, 5, 23, 34, 50, 40, 12, 21, 3, 24, 40, 0, 32, 0, 15, 28, 34, 14, 6, 34, 8, 41, 40, 31, 11, 12, 37, 5, 2, 6, 13, 9, 10, 38, 36, 5, 18, 40, 44, 37, 15]
[48, 35, 28, 11, 50, 1, 39, 35, 37, 5, 47, 5, 2, 22, 0, 40, 25, 47, 13, 0, 20, 42, 2, 39, 41, 23, 40, 33, 41, 31, 39, 18, 5, 0, 9, 16, 28, 3, 39, 22, 1, 10, 49, 39, 38, 38, 43, 22, 28, 14, 20, 31, 26, 21, 15, 47, 5, 42, 22, 2, 44, 25, 4, 7, 31, 10, 40, 42, 15, 11, 2, 2, 44, 22, 20, 46, 18, 33, 43, 17, 18, 25, 21, 47, 44, 18, 6, 42, 10, 31, 2, 24, 37, 4, 15, 8, 19, 39, 41, 32, 14, 2, 16, 28, 14, 24, 13, 42, 50, 47, 22, 10, 30, 3, 9, 3, 16, 3, 26, 13, 42, 37, 12, 31, 0, 47, 36, 46, 44, 30, 41, 40, 49, 17, 48, 3, 12, 7, 27, 25, 0, 40, 14, 12, 49, 15, 10, 25, 12, 35, 16, 11, 48, 32, 40, 35, 23, 46, 37, 34, 17, 11, 18, 14, 36, 37, 28, 8, 38, 37, 43, 13, 21, 15, 21, 34, 23, 43, 47, 39, 10, 36, 13, 7, 1, 39, 35, 17, 19, 35, 40, 39, 25, 23, 20, 46]
[28, 0, 41, 38, 50, 37, 25, 3, 43, 25, 32, 37, 1, 16, 40, 0, 42, 17, 9, 15, 20, 8, 10, 0, 12, 29, 46, 34, 24, 7, 47, 7, 5, 4, 1, 13, 5, 1, 10, 45, 50, 10, 31, 7, 46, 22, 16, 36, 15, 18, 2, 25, 4, 40, 6, 0, 15, 10, 19, 21, 1, 37, 11, 42, 6, 6, 50, 20, 48, 40, 32, 33, 44, 37, 3, 22, 13, 14, 27, 27, 37, 9, 0, 24, 14, 48, 15, 36, 18, 10, 25, 11, 14, 49, 21, 3, 20, 30, 8, 8, 31, 46, 18, 29, 30, 40, 1, 48, 35, 47, 43, 46, 11, 34, 33, 44, 11, 35, 50, 48, 3, 32, 37, 8, 1, 49, 18, 18, 28, 43, 21, 38, 26, 47, 13, 40, 7, 18, 42, 31, 26, 44, 14, 19, 17, 26, 33, 15, 35, 21, 9, 8, 46, 26, 44, 35, 16, 42, 14, 4, 45, 46, 47, 23, 10, 5, 22, 1, 40, 43, 15, 50, 48, 6, 31, 13, 24, 40, 7, 49, 15, 16, 27, 1, 24, 10, 37, 26, 29, 37, 13, 48, 49, 6, 43, 29]
[28, 1, 13, 3, 35, 10, 35, 23, 7, 7, 13, 9, 11, 35, 25, 42, 0, 19, 43, 7, 2, 22, 50, 38, 31, 18, 7, 11, 2, 40, 45, 21, 47, 13, 38, 22, 0, 26, 41, 15, 15, 49, 50, 28, 47, 37, 25, 7, 34, 26, 28, 4, 49, 39, 45, 19, 7, 21, 45, 47, 19, 14, 28, 43, 48, 42, 22, 38, 29, 12, 29, 15, 5, 32, 26, 18, 9, 45, 25, 48, 37, 39, 31, 41, 11, 40, 9, 37, 49, 39, 4, 36, 29, 16, 44, 41, 22, 46, 32, 17, 42, 4, 6, 9, 39, 40, 43, 22, 25, 17, 49, 46, 12, 1, 44, 34, 38, 40, 36, 38, 31, 39, 46, 46, 13, 36, 46, 7, 32, 20, 6, 19, 22, 24, 2, 6, 22, 12, 49, 27, 17, 17, 2, 31, 23, 49, 13, 14, 32, 18, 48, 49, 1, 24, 27, 44, 39, 28, 8, 46, 11, 47, 6, 49, 27, 3, 45, 12, 19, 34, 43, 23, 32, 48, 13, 2, 28, 20, 15, 43, 47, 27, 24, 15, 38, 41, 32, 4, 46, 30, 17, 24, 17, 5, 44, 6]
[50, 45, 22, 32, 44, 32, 8, 6, 40, 41, 9, 19, 21, 47, 47, 17, 19, 0, 45, 19, 12, 27, 20, 46, 44, 45, 47, 39, 30, 20, 36, 12, 35, 21, 25, 9, 19, 38, 48, 34, 45, 30, 2, 45, 9, 3, 17, 41, 44, 21, 21, 9, 43, 17, 19, 10, 3, 37, 23, 44, 36, 16, 2, 2, 47, 13, 32, 28, 33, 30, 35, 13, 26, 11, 13, 35, 23, 50, 18, 45, 43, 27, 15, 26, 39, 46, 48, 40, 3, 34, 44, 18, 7, 30, 24, 50, 43, 32, 24, 39, 33, 27, 39, 41, 28, 24, 23, 33, 0, 2, 20, 17, 48, 16, 34, 38, 4, 30, 33, 20, 33, 18, 3, 38, 50, 41, 40, 22, 12, 20, 19, 15, 32, 29, 9, 12, 24, 49, 43, 18, 29, 24, 4, 49, 43, 28, 49, 8, 35, 1, 6, 7, 43, 32, 12, 48, 35, 8, 20, 19, 47, 3, 21, 17, 23, 38, 1, 44, 30, 32, 2, 38, 45, 18, 2, 31, 18, 12, 33, 18, 48, 22, 34, 45, 8, 3, 23, 30, 49, 29, 23, 37, 25, 1, 34, 5]
[36, 0, 48, 9, 12, 27, 3, 5, 50, 9, 25, 50, 9, 39, 13, 9, 43, 45, 0, 20, 1, 33, 42, 23, 2, 40, 8, 26, 35, 44, 15, 38, 35, 47, 37, 24, 49, 50, 8, 19, 43, 36, 21, 38, 8, 44, 50, 0, 10, 31, 6, 42, 17, 0, 34, 25, 25, 27, 26, 42, 20, 45, 44, 34, 27, 29, 37, 4, 45, 39, 23, 16, 25, 29, 34, 1, 45, 40, 24, 50, 6, 5, 1, 30, 14, 39, 9, 17, 1, 48, 18, 39, 10, 23, 40, 46, 31, 18, 43, 13, 33, 26, 50, 20, 18, 34, 19, 21, 42, 26, 31, 19, 45, 40, 46, 46, 42, 15, 19, 35, 1, 8, 8, 3, 25, 26, 24, 27, 48, 9, 14, 29, 48, 19, 3, 17, 28, 2, 37, 4, 49, 19, 5, 26, 43, 20, 16, 42, 25, 28, 30, 24, 7, 23, 26, 30, 25, 17, 38, 17, 14, 1, 14, 5, 23, 6, 3, 36, 44, 2, 26, 34, 19, 1, 28, 4, 15, 28, 26, 0, 50, 32, 33, 0, 29, 23, 0, 25, 1, 30, 9, 37, 47, 21, 8, 10]
[34, 15, 43, 1, 22, 38, 26, 15, 42, 27, 0, 47, 24, 46, 0, 15, 7, 19, 20, 0, 24, 37, 31, 14, 42, 21, 3, 42, 33, 47, 2, 4, 19, 20, 21, 9, 21, 33, 38, 33, 21, 8, 44, 32, 8, 22, 21, 46, 21, 23, 15, 18, 31, 5, 42, 8, 24, 42, 13, 1, 34, 22, 5, 46, 8, 10, 48, 2, 1, 29, 29, 34, 0, 1, 25, 35, 30, 15, 37, 18, 47, 37, 38, 8, 2, 6, 47, 48, 22, 17, 38, 49, 44, 48, 7, 42, 21, 38, 40, 23, 38, 36, 12, 18, 3, 48, 3, 31, 20, 25, 0, 26, 14, 16, 30, 36, 4, 36, 35, 38, 49, 30, 36, 25, 14, 15, 25, 40, 11, 36, 11, 3, 18, 5, 20, 41, 24, 36, 19, 48, 21, 30, 38, 37, 44, 3, 33, 22, 33, 27, 27, 35, 2, 4, 6, 27, 3, 15, 20, 10, 36, 45, 47, 10, 37, 13, 22, 0, 43, 33, 2, 0, 24, 29, 3, 17, 14, 19, 43, 29, 45, 20, 2, 11, 46, 3, 24, 27, 48, 21, 8, 17, 10, 50, 21, 20]
[25, 29, 13, 49, 46, 0, 39, 37, 25, 33, 37, 30, 39, 40, 20, 20, 2, 12, 1, 24, 0, 38, 22, 11, 46, 44, 46, 1, 7, 18, 3, 18, 15, 14, 49, 29, 34, 26, 44, 8, 19, 50, 43, 32, 42, 20, 27, 2, 3, 6, 30, 21, 33, 8, 6, 13, 27, 12, 44, 6, 13, 18, 48, 31, 39, 24, 19, 35, 17, 43, 11, 14, 25, 0, 41, 38, 35, 17, 15, 32, 9, 31, 2, 10, 20, 1, 22, 5, 1, 13, 35, 8, 32, 8, 31, 20, 8, 43, 39, 47, 3, 8, 3, 43, 39, 18, 35, 43, 1, 9, 45, 8, 33, 12, 11, 47, 48, 37, 33, 34, 4, 31, 31, 18, 12, 39, 10, 31, 13, 32, 46, 31, 25, 16, 23, 15, 2, 18, 32, 5, 39, 18, 38, 38, 19, 24, 8, 17, 5, 24, 21, 10, 42, 50, 18, 21, 50, 2, 48, 5, 13, 20, 41, 30, 11, 28, 20, 47, 15, 34, 49, 37, 39, 31, 2, 17, 26, 19, 0, 40, 5, 11, 46, 15, 49, 46, 31, 26, 19, 19, 42, 18, 4, 34, 39, 5]
[33, 22, 7, 29, 2, 5, 50, 4, 28, 41, 0, 5, 39, 2, 42, 8, 22, 27, 33, 37, 38, 0, 10, 6, 29, 28, 45, 3, 34, 43, 20, 30, 35, 50, 8, 31, 18, 3, 23, 11, 13, 10, 41, 4, 35, 2, 12, 34, 3, 25, 21, 26, 19, 13, 43, 39, 8, 30, 34, 28, 17, 47, 22, 11, 22, 30, 22, 1, 2, 16, 19, 19, 3, 29, 29, 44, 7, 6, 49, 34, 30, 9, 17, 15, 29, 17, 17, 23, 44, 34, 10, 31, 29, 8, 48, 37, 20, 16, 14, 35, 47, 26, 43, 19, 41, 14, 18, 6, 13, 42, 25, 46, 0, 0, 28, 41, 34, 0, 17, 25, 42, 42, 2, 43, 0, 46, 27, 11, 7, 40, 8, 27, 24, 28, 42, 50, 7, 33, 33, 48, 1, 13, 50, 14, 33, 45, 41, 4, 49, 5, 49, 42, 40, 33, 3, 43, 35, 32, 26, 42, 33, 28, 44, 36, 39, 13, 3, 43, 10, 18, 50, 45, 21, 32, 42, 21, 49, 9, 6, 7, 13, 19, 31, 38, 19, 41, 15, 44, 0, 7, 32, 27, 21, 3, 35, 9]
[8, 47, 28, 7, 35, 18, 27, 3, 37, 42, 28, 30, 44, 2, 2, 10, 50, 20, 42, 31, 22, 10, 0, 28, 30, 7, 49, 41, 41, 26, 47, 50, 36, 40, 36, 1, 7, 30, 49, 26, 4, 23, 35, 29, 38, 38, 44, 32, 16, 43, 21, 46, 9, 13, 46, 35, 6, 43, 0, 12, 28, 12, 25, 33, 1, 12, 35, 2, 19, 9, 3, 7, 38, 36, 33, 24, 45, 23, 26, 15, 36, 36, 44, 45, 43, 6, 36, 44, 31, 2, 12, 29, 36, 3, 24, 20, 50, 3, 44, 46, 35, 12, 27, 40, 10, 21, 9, 49, 21, 2, 41, 50, 30, 3, 47, 42, 47, 6, 19, 34, 37, 37, 35, 32, 34, 27, 21, 5, 32, 50, 29, 3, 7, 24, 39, 28, 37, 10, 20, 41, 12, 38, 10, 3, 44, 18, 20, 39, 2, 4, 6, 46, 28, 23, 24, 44, 19, 22, 4, 36, 23, 39, 28, 21, 32, 41, 47, 8, 18, 6, 45, 42, 42, 38, 33, 3, 33, 29, 15, 10, 25, 2, 36, 9, 35, 6, 15, 31, 18, 9, 43, 45, 15, 24, 11, 45]
