N1,N2,...,Nx
[18, 38, 19, 39, 21, 13, 7, 50, 48, 44, 49, 23, 0, 2, 28, 9, 48, 46, 48, 23, 25, 43, 32, 29, 26, 20, 46, 41, 12, 40, 37, 35, 16, 19, 19, 11, 9, 18, 0, 16, 18, 33, 37, 39, 35, 4, 5, 19, 17, 29, 38, 41, 6, 15, 4, 5, 2, 34, 5, 7, 4, 7, 43, 36, 46, 15, 29, 7, 14, 7, 0, 35, 37, 48, 37, 47, 26, 24, 31, 49, 16, 31, 11, 33, 44, 26, 38]
[32, 19, 19, 25, 6, 17, 37, 46, 0, 23, 24, 21, 2, 0, 36, 3, 21, 12, 5, 12, 27, 9, 20, 17, 28, 36, 3, 32, 40, 50, 41, 3, 6, 26, 30, 27, 13, 11, 33, 24, 38, 44, 22, 46, 29, 34, 17, 9, 42, 46, 34, 26, 28, 2, 32, 29, 8, 43, 24, 22, 25, 25, 48, 33, 0, 13, 23, 43, 28, 3, 16, 12, 30, 47, 29, 34, 33, 37, 49, 44, 3, 49, 0, 44, 33, 41, 6]
[39, 22, 27, 9, 28, 22, 41, 23, 35, 12, 44, 15, 28, 36, 0, 45, 6, 32, 43, 28, 17, 18, 17, 30, 34, 45, 20, 41, 39, 36, 31, 23, 10, 44, 19, 42, 44, 20, 15, 2, 37, 46, 47, 11, 46, 9, 37, 13, 10, 24, 11, 46, 22, 7, 50, 6, 20, 9, 37, 15, 0, 5, 49, 21, 44, 45, 22, 20, 19, 25, 24, 43, 30, 21, 1, 15, 1, 27, 45, 21, 47, 47, 37, 4, 48, 19, 38]
[1, 1, 16, 40, 24, 3, 22, 12, 42, 9, 29, 41, 9, 3, 45, 0, 32, 15, 44, 11, 3, 6, 20, 10, 16, 37, 34, 30, 46, 22, 12, 20, 23, 45, 47, 4, 7, 42, 50, 16, 20, 30, 42, 19, 7, 45, 35, 2, 23, 32, 6, 31, 17, 24, 0, 47, 20, 1, 0, 14, 28, 25, 36, 43, 0, 44, 44, 1, 1, 44, 42, 13, 10, 34, 45, 7, 41, 25, 30, 21, 41, 14, 47, 49, 29, 50, 42]
[11, 50, 13, 4, 15, 13, 23, 30, 1, 47, 4, 45, 48, 21, 6, 32, 0, 28, 27, 4, 15, 33, 32, 20, 4, 24, 40, 31, 45, 15, 1, 17, 20, 50, 23, 9, 28, 42, 48, 4, 9, 27, 7, 35, 32, 46, 34, 40, 15, 15, 37, 3, 37, 18, 39, 49, 26, 48, 39, 23, 0, 6, 18, 20, 40, 16, 9, 30, 39, 34, 37, 14, 25, 34, 45, 44, 36, 50, 33, 25, 8, 29, 50, 25, 4, 36, 25]
[31, 48, 35, 39, 33, 34, 46, 48, 28, 32, 19, 23, 46, 12, 32, 15, 28, 0, 41, 43, 36, 35, 26, 15, 19, 18, 9, 27, 12, 0, 10, 8, 2, 3, 9, 13, 7, 19, 20, 45, 13, 34, 32, 38, 28, 27, 16, 9, 48, 10, 40, 25, 22, 10, 25, 11, 18, 40, 37, 22, 18, 23, 50, 18, 33, 3, 15, 48, 23, 2, 4, 25, 23, 3, 42, 7, 30, 17, 20, 19, 19, 13, 33, 10, 26, 7, 28]
[42, 0, 34, 4, 27, 30, 14, 48, 43, 29, 24, 39, 48, 5, 43, 44, 27, 41, 0, 33, 50, 33, 21, 21, 28, 38, 9, 12, 18, 37, 4, 41, 21, 12, 2, 26, 19, 49, 30, 15, 47, 38, 6, 28, 7, 30, 27, 37, 16, 8, 31, 6, 44, 6, 17, 47, 37, 39, 35, 42, 46, 45, 40, 10, 38, 38, 2, 41, 3, 17, 43, 19, 32, 28, 8, 30, 25, 9, 5, 32, 29, 39, 49, 34, 48, 35, 1]
[32, 43, 7, 5, 2, 29, 46, 6, 17, 2, 46, 27, 23, 12, 28, 11, 4, 43, 33, 0, 50, 37, 8, 40, 36, 46, 0, 25, 43, 44, 32, 10, 16, 39, 25, 25, 44, 1, 46, 32, 27, 33, 45, 28, 11, 6, 38, 45, 44, 14, 42, 7, 28, 47, 27, 33, 38, 7, 33, 13, 37, 47, 33, 3, 24, 38, 30, 39, 17, 27, 46, 17, 8, 19, 9, 38, 3, 29, 25, 9, 43, 23, 29, 35, 21, 21, 30]
[8, 39, 26, 22, 42, 20, 29, 4, 40, 47, 1, 50, 25, 27, 17, 3, 15, 36, 50, 50, 0, 28, 46, 22, 42, 12, 41, 3, 2, 49, 19, 13, 16, 3, 10, 0, 19, 3, 30, 13, 0, 32, 39, 45, 18, 39, 22, 41, 8, 33, 33, 22, 36, 36, 42, 25, 48, 16, 25, 43, 27, 46, 36, 48, 1, 16, 22, 14, 45, 48, 6, 5, 46, 28, 42, 32, 39, 36, 36, 39, 24, 38, 20, 45, 37, 16, 43]
[30, 41, 40, 26, 27, 1, 44, 33, 24, 8, 34, 44, 43, 9, 18, 6, 33, 35, 33, 37, 28, 0, 29, 1, 19, 32, 24, 31, 9, 36, 49, 8, 41, 33, 49, 32, 3, 49, 0, 25, 9, 39, 45, 24, 48, 20, 48, 28, 48, 1, 21, 41, 10, 45, 50, 36, 42, 8, 50, 45, 45, 36, 22, 4, 25, 32, 5, 27, 46, 38, 26, 11, 12, 31, 0, 20, 12, 32, 23, 15, 35, 4, 14, 46, 3, 14, 35]
[38, 37, 35, 16, 27, 41, 18, 37, 10, 39, 32, 5, 32, 20, 17, 20, 32, 26, 21, 8, 46, 29, 0, 34, 22, 24, 5, 36, 11, 25, 18, 5, 36, 31, 22, 2, 7, 18, 24, 8, 35, 34, 30, 1, 8, 10, 48, 23, 21, 24, 48, 3, 41, 46, 3, 49, 19, 21, 21, 7, 44, 13, 42, 44, 16, 28, 42, 23, 27, 11, 33, 34, 16, 48, 34, 49, 47, 39, 26, 16, 33, 13, 47, 37, 47, 49, 29]
[9, 34, 35, 24, 28, 19, 2, 29, 32, 3, 9, 32, 29, 17, 30, 10, 20, 15, 21, 40, 22, 1, 34, 0, 48, 19, 16, 14, 15, 10, 33, 5, 39, 41, 34, 29, 30, 36, 48, 27, 9, 30, 9, 26, 9, 0, 43, 9, 48, 29, 35, 49, 44, 33, 4, 23, 6, 47, 16, 13, 17, 37, 5, 43, 38, 3, 0, 15, 41, 15, 14, 42, 30, 8, 49, 15, 36, 4, 7, 48, 0, 6, 37, 3, 38, 44, 49]
[35, 30, 6, 18, 28, 49, 18, 28, 24, 27, 0, 29, 26, 28, 34, 16, 4, 19, 28, 36, 42, 19, 22, 48, 0, 38, 30, 43, 7, 42, 3, 43, 36, 16, 4, 25, 47, 12, 29, 33, 33, 17, 26, 15, 45, 37, 22, 49, 11, 26, 17, 44, 39, 20, 49, 48, 46, 27, 47, 41, 20, 31, 28, 47, 42, 21, 13, 13, 15, 30, 2, 6, 19, 14, 36, 44, 15, 46, 12, 8, 42, 28, 26, 43, 40, 22, 48]
[7, 25, 10, 3, 37, 38, 15, 46, 1, 4, 6, 25, 20, 36, 45, 37, 24, 18, 38, 46, 12, 32, 24, 19, 38, 0, 10, 14, 30, 28, 3, 34, 47, 30, 10, 19, 3, 12, 21, 16, 18, 39, 49, 29, 44, 19, 5, 42, 42, 8, 36, 49, 27, 24, 7, 20, 3, 23, 17, 29, 47, 44, 44, 4, 44, 13, 50, 35, 33, 33, 7, 21, 41, 2, 6, 16, 16, 31, 7, 41, 26, 41, 45, 10, 21, 41, 27]
[37, 14, 12, 10, 39, 31, 37, 44, 42, 34, 43, 39, 46, 3, 20, 34, 40, 9, 9, 0, 41, 24, 5, 16, 30, 10, 0, 17, 36, 19, 7, 1, 23, 38, 23, 39, 20, 49, 1, 27, 9, 26, 0, 21, 48, 22, 45, 5, 45, 3, 23, 33, 9, 20, 46, 9, 4, 36, 38, 46, 41, 13, 3, 13, 23, 31, 43, 37, 14, 45, 20, 2, 32, 44, 29, 30, 17, 16, 31, 9, 5, 39, 28, 18, 8, 39, 13]
[3, 17, 18, 37, 24, 34, 47, 43, 5, 10, 13, 44, 41, 32, 41, 30, 31, 27, 12, 25, 3, 31, 36, 14, 43, 14, 17, 0, 49, 48, 32, 28, 24, 16, 13, 40, 22, 29, 30, 4, 17, 32, 38, 12, 1, 40, 22, 32, 36, 8, 49, 12, 1, 43, 43, 25, 32, 9, 50, 46, 10, 0, 48, 25, 3, 19, 7, 20, 19, 33, 41, 24, 48, 3, 38, 25, 42, 50, 44, 38, 14, 35, 49, 38, 27, 44, 16]
[48, 15, 41, 47, 20, 3, 13, 47, 30, 2, 18, 45, 12, 40, 39, 46, 45, 12, 18, 43, 2, 9, 11, 15, 7, 30, 36, 49, 0, 50, 34, 4, 33, 13, 46, 36, 37, 45, 48, 43, 10, 20, 2, 10, 27, 15, 4, 2, 13, 35, 19, 16, 9, 19, 7, 42, 37, 12, 17, 1, 38, 48, 29, 16, 2, 42, 21, 22, 20, 46, 30, 40, 38, 35, 13, 39, 35, 20, 44, 37, 28, 38, 33, 33, 27, 36, 34]
[6, 29, 45, 13, 1, 27, 40, 29, 15, 16, 25, 15, 40, 50, 36, 22, 15, 0, 37, 44, 49, 36, 25, 10, 42, 28, 19, 48, 50, 0, 4, 1, 10, 1, 30, 45, 5, 35, 19, 2, 15, 23, 19, 35, 10, 21, 35, 9, 3, 26, 1, 4, 19, 13, 0, 27, 2, 30, 42, 35, 30, 33, 32, 4, 14, 17, 41, 19, 25, 37, 24, 46, 3, 25, 36, 7, 33, 11, 9, 22, 22, 14, 9, 4, 22, 22, 50]
[44, 43, 7, 21, 27, 11, 23, 43, 33, 27, 30, 40, 37, 41, 31, 12, 1, 10, 4, 32, 19, 49, 18, 33, 3, 3, 7, 32, 34, 4, 0, 0, 30, 35, 2, 2, 22, 10, 36, 17, 41, 49, 36, 10, 12, 31, 14, 28, 37, 32, 22, 19, 5, 43, 11, 2, 14, 45, 49, 40, 24, 1, 15, 47, 1, 47, 43, 34, 12, 6, 35, 21, 47, 16, 6, 45, 26, 2, 17, 20, 41, 31, 40, 42, 49, 4, 10]
[36, 8, 0, 34, 23, 9, 19, 36, 33, 13, 42, 28, 35, 3, 23, 20, 17, 8, 41, 10, 13, 8, 5, 5, 43, 34, 1, 28, 4, 1, 0, 0, 28, 47, 25, 37, 30, 32, 37, 28, 22, 40, 23, 45, 28, 35, 28, 10, 38, 50, 15, 24, 1, 19, 8, 50, 45, 36, 26, 27, 23, 44, 49, 7, 30, 39, 7, 45, 16, 49, 50, 19, 13, 8, 15, 40, 5, 3, 6, 1, 40, 13, 3, 17, 32, 24, 44]
[26, 32, 0, 27, 8, 3, 2, 20, 37, 40, 9, 1, 16, 6, 10, 23, 20, 2, 21, 16, 16, 41, 36, 39, 36, 47, 23, 24, 33, 10, 30, 28, 0, 7, 19, 38, 35, 2, 26, 9, 11, 48, 42, 29, 3, 27, 11, 36, 28, 49, 11, 11, 50, 42, 12, 8, 39, 19, 21, 30, 6, 39, 33, 31, 14, 35, 44, 3, 12, 38, 19, 24, 20, 38, 44, 7, 46, 2, 44, 39, 47, 37, 43, 8, 44, 7, 17]
[36, 13, 40, 14, 11, 38, 36, 43, 0, 45, 44, 7, 19, 26, 44, 45, 50, 3, 12, 39, 3, 33, 31, 41, 16, 30, 38, 16, 13, 1, 35, 47, 7, 0, 17, 50, 10, 0, 44, 30, 0, 47, 24, 41, 30, 25, 17, 23, 30, 19, 10, 28, 29, 20, 22, 26, 38, 29, 27, 22, 50, 17, 9, 18, 8, 28, 38, 41, 22, 3, 40, 47, 16, 41, 45, 14, 41, 28, 42, 30, 45, 43, 14, 50, 45, 2, 22]
[3, 35, 33, 34, 13, 21, 5, 6, 22, 42, 46, 4, 19, 30, 19, 47, 23, 9, 2, 25, 10, 49, 22, 34, 4, 10, 23, 13, 46, 30, 2, 25, 19, 17, 0, 47, 40, 39, 0, 28, 15, 10, 44, 46, 27, 32, 20, 21, 34, 43, 23, 25, 29, 45, 33, 44, 32, 0, 7, 1, 0, 15, 4, 44, 40, 1, 15, 48, 40, 30, 43, 42, 3, 34, 2, 36, 35, 7, 16, 0, 10, 28, 12, 32, 24, 23, 32]
[43, 35, 47, 36, 28, 30, 16, 7, 32, 40, 28, 49, 11, 27, 42, 4, 9, 13, 26, 25, 0, 32, 2, 29, 25, 19, 39, 40, 36, 45, 2, 37, 38, 50, 47, 0, 13, 28, 11, 33, 27, 19, 37, 8, 47, 20, 31, 36, 3, 50, 1, 18, 12, 28, 41, 38, 33, 13, 6, 25, 11, 18, 22, 12, 25, 18, 12, 21, 42, 11, 26, 15, 50, 11, 35, 32, 32, 39, 5, 11, 47, 27, 21, 28, 16, 32, 44]
[11, 46, 4, 14, 41, 44, 37, 17, 39, 29, 25, 36, 9, 13, 44, 7, 28, 7, 19, 44, 19, 3, 7, 30, 47, 3, 20, 22, 37, 5, 22, 30, 35, 10, 40, 13, 0, 40, 49, 34, 5, 29, 5, 19, 15, 41, 5, 3, 37, 42, 36, 5, 9, 18, 50, 33, 0, 3, 0, 20, 38, 35, 0, 28, 45, 8, 0, 42, 30, 9, 24, 31, 26, 13, 22, 6, 30, 50, 9, 18, 37, 9, 29, 19, 34, 28, 49]
[22, 33, 14, 6, 16, 31, 42, 15, 28, 5, 41, 1, 18, 11, 20, 42, 42, 19, 49, 1, 3, 49, 18, 36, 12, 12, 49, 29, 45, 35, 10, 32, 2, 0, 39, 28, 40, 0, 6, 49, 48, 46, 35, 41, 33, 25, 32, 40, 20, 13, 38, 39, 40, 21, 40, 6, 26, 19, 41, 33, 15, 43, 12, 18, 7, 26, 49, 40, 22, 32, 47, 37, 6, 9, 18, 18, 1, 2, 3, 25, 8, 4, 18, 4, 46, 7, 8]
[19, 2, 32, 10, 49, 48, 29, 31, 27, 45, 17, 15, 0, 33, 15, 50, 48, 20, 30, 46, 30, 0, 24, 48, 29, 21, 1, 30, 48, 19, 36, 37, 26, 44, 0, 11, 49, 6, 0, 27, 21, 22, 8, 30, 9, 41, 36, 41, 21, 10, 13, 29, 14, 37, 34, 48, 23, 16, 45, 7, 15, 14, 11, 38, 4, 19, 44, 2, 18, 31, 27, 36, 10, 40, 13, 45, 10, 35, 43, 47, 4, 38, 49, 20, 10, 29, 36]
[44, 6, 9, 36, 5, 9, 9, 26, 27, 28, 9, 33, 16, 24, 2, 16, 4, 45, 15, 32, 13, 25, 8, 27, 33, 16, 27, 4, 43, 2, 17, 28, 9, 30, 28, 33, 34, 49, 27, 0, 25, 22, 41, 45, 39, 8, 4, 17, 18, 6, 44, 1, 16, 14, 20, 16, 38, 43, 2, 17, 11, 5, 9, 30, 41, 23, 26, 48, 3, 17, 46, 21, 9, 42, 32, 6, 8, 10, 10, 11, 0, 1, 37, 44, 47, 4, 41]
[0, 7, 22, 18, 46, 17, 9, 49, 43, 28, 46, 46, 18, 38, 37, 20, 9, 13, 47, 27, 0, 9, 35, 9, 33, 18, 9, 17, 10, 15, 41, 22, 11, 0, 15, 27, 5, 48, 21, 25, 0, 25, 2, 20, 50, 23, 40, 9, 37, 14, 5, 11, 9, 22, 9, 14, 39, 4, 40, 1, 30, 3, 4, 10, 37, 33, 42, 22, 32, 3, 48, 39, 35, 49, 10, 15, 42, 50, 18, 7, 23, 19, 5, 12, 8, 50, 42]
[19, 48, 22, 35, 21, 41, 36, 9, 45, 46, 45, 19, 33, 44, 46, 30, 27, 34, 38, 33, 32, 39, 34, 30, 17, 39, 26, 32, 20, 23, 49, 40, 48, 47, 10, 19, 29, 46, 22, 22, 25, 0, 43, 7, 13, 35, 49, 0, 19, 25, 7, 33, 21, 11, 7, 3, 19, 3, 6, 41, 40, 1, 29, 6, 26, 49, 2, 14, 46, 30, 46, 34, 45, 38, 10, 32, 41, 14, 16, 16, 37, 9, 13, 40, 44, 34, 16]
[2, 30, 2, 47, 38, 33, 25, 23, 34, 1, 27, 12, 37, 22, 47, 42, 7, 32, 6, 45, 39, 45, 30, 9, 26, 49, 0, 38, 2, 19, 36, 23, 42, 24, 44, 37, 5, 35, 8, 41, 2, 43, 0, 6, 17, 24, 14, 12, 11, 34, 43, 46, 25, 39, 1, 22, 36, 11, 12, 5, 24, 21, 23, 32, 11, 19, 49, 35, 16, 50, 7, 42, 33, 17, 39, 20, 26, 48, 5, 32, 24, 48, 24, 11, 4, 28, 1]
[43, 18, 25, 18, 19, 3, 5, 12, 29, 19, 6, 19, 39, 46, 11, 19, 35, 38, 28, 28, 45, 24, 1, 26, 15, 29, 21, 12, 10, 35, 10, 45, 29, 41, 46, 8, 19, 41, 30, 45, 20, 7, 6, 0, 38, 31, 13, 7, 38, 42, 34, 49, 18, 1, 29, 42, 13, 29, 16, 44, 37, 39, 9, 35, 7, 5, 47, 10, 26, 1, 30, 9, 25, 22, 24, 40, 33, 10, 50, 31, 16, 16, 15, 17, 11, 42, 45]
[45, 10, 47, 14, 1, 32, 49, 38, 44, 44, 33, 34, 35, 29, 46, 7, 32, 28, 7, 11, 18, 48, 8, 9, 45, 44, 48, 1, 27, 10, 12, 28, 3, 30, 27, 47, 15, 33, 9, 39, 50, 13, 17, 38, 0, 35, 25, 3, 43, 6, 17, 24, 12, 14, 33, 11, 17, 7, 41, 49, 6, 32, 41, 47, 16, 16, 40, 28, 29, 6, 6, 50, 15, 16, 48, 49, 30, 5, 24, 2, 41, 31, 38, 47, 1, 20, 14]
[3, 49, 45, 38, 48, 32, 43, 39, 16, 25, 40, 13, 4, 34, 9, 45, 46, 27, 30, 6, 39, 20, 10, 0, 37, 19, 22, 40, 15, 21, 31, 35, 27, 25, 32, 20, 41, 25, 41, 8, 23, 35, 24, 31, 35, 0, 11, 36, 13, 33, 5, 31, 15, 37, 17, 21, 36, 49, 5, 37, 49, 34, 11, 6, 29, 16, 36, 29, 43, 50, 50, 19, 15, 9, 50, 23, 24, 20, 45, 50, 35, 2, 15, 42, 39, 4, 25]
[20, 21, 5, 32, 19, 28, 1, 6, 43, 31, 33, 49, 5, 17, 37, 35, 34, 16, 27, 38, 22, 48, 48, 43, 22, 5, 45, 22, 4, 35, 14, 28, 11, 17, 20, 31, 5, 32, 36, 4, 40, 49, 14, 13, 25, 11, 0, 20, 12, 23, 14, 11, 7, 39, 20, 1, 25, 3, 26, 3, 29, 10, 49, 21, 29, 20, 7, 0, 6, 30, 48, 14, 50, 16, 41, 30, 50, 30, 6, 13, 38, 48, 11, 11, 3, 50, 46]
[11, 30, 19, 13, 13, 13, 31, 33, 14, 24, 21, 15, 19, 9, 13, 2, 40, 9, 37, 45, 41, 28, 23, 9, 49, 42, 5, 32, 2, 9, 28, 10, 36, 23, 21, 36, 3, 40, 41, 17, 9, 0, 12, 7, 3, 36, 20, 0, 2, 18, 39, 32, 47, 43, 30, 49, 17, 41, 50, 30, 22, 36, 42, 38, 41, 40, 18, 42, 41, 36, 13, 36, 24, 35, 20, 2, 49, 40, 36, 30, 49, 38, 12, 17, 20, 49, 20]
[43, 38, 30, 4, 6, 23, 37, 21, 26, 44, 25, 20, 17, 42, 10, 23, 15, 48, 16, 44, 8, 48, 21, 48, 11, 42, 45, 36, 13, 3, 37, 38, 28, 30, 34, 3, 37, 20, 21, 18, 37, 19, 11, 38, 43, 13, 12, 2, 0, 23, 34, 31, 2, 46, 5, 7, 19, 38, 43, 23, 2, 44, 17, 10, 3, 35, 11, 14, 23, 8, 0, 8, 18, 19, 36, 44, 9, 8, 19, 45, 7, 25, 50, 21, 8, 31, 34]
[49, 27, 25, 39, 14, 11, 46, 41, 4, 5, 4, 41, 29, 46, 24, 32, 15, 10, 8, 14, 33, 1, 24, 29, 26, 8, 3, 8, 35, 26, 32, 50, 49, 19, 43, 50, 42, 13, 10, 6, 14, 25, 34, 42, 6, 33, 23, 18, 23, 0, 38, 0, 13, 1, 45, 5, 6, 32, 30, 49, 20, 33, 9, 49, 10, 36, 46, 2, 6, 6, 25, 44, 35, 45, 12, 22, 0, 38, 37, 5, 33, 41, 25, 27, 27, 42, 2]
[21, 28, 14, 3, 40, 9, 9, 38, 29, 17, 39, 3, 38, 34, 11, 6, 37, 40, 31, 42, 33, 21, 48, 35, 17, 36, 23, 49, 19, 1, 22, 15, 11, 10, 23, 1, 36, 38, 13, 44, 5, 7, 43, 34, 17, 5, 14, 39, 34, 38, 0, 0, 23, 1, 31, 31, 49, 9, 49, 22, 14, 49, 4, 12, 6, 32, 4, 40, 25, 13, 11, 34, 14, 39, 8, 11, 19, 41, 13, 21, 30, 14, 1, 22, 42, 13, 33]
[48, 31, 30, 30, 32, 14, 25, 38, 39, 20, 34, 20, 41, 26, 46, 31, 3, 25, 6, 7, 22, 41, 3, 49, 44, 49, 33, 12, 16, 4, 19, 24, 11, 28, 25, 18, 5, 39, 29, 1, 11, 33, 46, 49, 24, 31, 11, 32, 31, 0, 0, 0, 38, 20, 18, 33, 13, 0, 26, 9, 28, 45, 38, 28, 30, 35, 43, 13, 17, 49, 21, 1, 39, 38, 29, 25, 32, 42, 18, 36, 19, 26, 12, 22, 13, 31, 1]
[36, 5, 7, 31, 5, 36, 8, 14, 21, 9, 7, 33, 6, 28, 22, 17, 37, 22, 44, 28, 36, 10, 41, 44, 39, 27, 9, 1, 9, 19, 5, 1, 50, 29, 29, 12, 9, 40, 14, 16, 9, 21, 25, 18, 12, 15, 7, 47, 2, 13, 23, 38, 0, 27, 23, 1, 18, 22, 42, 14, 7, 3, 46, 21, 1, 37, 32, 44, 15, 32, 45, 22, 24, 39, 29, 39, 27, 33, 8, 13, 3, 48, 31, 13, 33, 27, 20]
