N1,N2,...,Nx
[39, 42, 45, 17, 11, 48, 6, 19, 7, 44, 0, 4, 19, 16, 7, 21, 19, 27, 45, 32, 14, 1, 11, 1, 6, 12, 15, 6, 46, 47, 39, 45, 35, 12, 30, 50, 31, 25, 17, 26, 38, 20, 47, 15, 44, 17, 22, 35, 24, 34, 43, 32, 13, 45, 43, 27, 41, 8, 28, 13, 47, 34, 18, 7, 44, 28, 43, 8, 31, 40, 12, 45, 12, 27, 48, 19, 35, 42, 4, 24, 13, 39, 40, 15, 42, 22, 17, 29, 33, 40, 4, 17, 19, 0, 36, 43, 23, 4, 15, 49, 18, 17, 14, 30, 2, 30, 34, 32, 31, 14, 43, 50, 43, 26, 13, 40, 40, 16, 35, 48, 46, 48, 45, 1, 11, 9, 20, 4, 9, 5, 12, 44, 40]
[27, 36, 38, 22, 8, 32, 6, 47, 18, 22, 4, 0, 14, 17, 49, 27, 33, 33, 38, 23, 30, 32, 33, 30, 25, 36, 49, 16, 13, 23, 0, 1, 25, 23, 33, 30, 23, 6, 21, 30, 9, 38, 9, 22, 25, 35, 27, 6, 34, 33, 45, 44, 45, 38, 35, 14, 24, 3, 22, 35, 15, 48, 31, 10, 3, 44, 15, 24, 17, 2, 13, 16, 20, 35, 24, 47, 9, 50, 21, 44, 34, 47, 19, 48, 8, 13, 22, 5, 4, 1, 26, 48, 28, 28, 4, 40, 12, 29, 6, 24, 34, 29, 14, 32, 45, 14, 4, 22, 16, 2, 50, 15, 17, 9, 29, 19, 36, 28, 36, 16, 35, 34, 5, 38, 41, 19, 13, 9, 1, 28, 28, 16, 34]
[38, 23, 25, 22, 44, 7, 47, 24, 19, 38, 19, 14, 0, 45, 35, 47, 2, 6, 27, 23, 18, 22, 50, 0, 7, 50, 6, 32, 26, 48, 31, 31, 33, 23, 4, 22, 24, 46, 46, 50, 31, 14, 46, 49, 37, 9, 2, 36, 50, 2, 25, 22, 4, 11, 24, 0, 25, 26, 20, 16, 34, 14, 33, 31, 50, 23, 44, 41, 29, 25, 32, 3, 25, 3, 33, 12, 32, 34, 37, 5, 11, 26, 12, 39, 7, 2, 11, 50, 32, 45, 4, 36, 10, 18, 36, 24, 22, 31, 50, 10, 10, 40, 48, 30, 47, 2, 44, 29, 24, 35, 16, 48, 11, 41, 17, 9, 31, 45, 36, 39, 31, 7, 16, 0, 3, 6, 26, 8, 23, 30, 20, 21, 9]
[10, 5, 25, 41, 44, 23, 17, 11, 28, 46, 16, 17, 45, 0, 14, 21, 9, 2, 31, 47, 35, 17, 17, 7, 41, 42, 28, 0, 47, 48, 31, 5, 50, 21, 8, 3, 46, 41, 26, 31, 10, 45, 45, 6, 12, 23, 9, 26, 40, 13, 37, 7, 48, 0, 12, 24, 38, 40, 22, 46, 41, 48, 14, 9, 2, 10, 9, 49, 31, 32, 11, 7, 32, 45, 29, 37, 7, 8, 24, 20, 22, 36, 1, 36, 17, 8, 50, 32, 17, 11, 21, 9, 46, 2, 22, 16, 25, 13, 50, 50, 14, 39, 46, 44, 43, 47, 4, 5, 45, 28, 5, 7, 27, 33, 33, 28, 36, 24, 12, 30, 10, 45, 15, 10, 42, 9, 12, 7, 9, 29, 28, 12, 28]
[24, 12, 20, 48, 27, 35, 21, 12, 18, 36, 7, 49, 35, 14, 0, 47, 19, 16, 49, 46, 12, 27, 42, 20, 34, 1, 8, 35, 3, 33, 31, 40, 11, 20, 7, 33, 18, 50, 39, 37, 8, 18, 29, 8, 44, 20, 14, 20, 47, 36, 38, 5, 14, 4, 35, 10, 32, 39, 29, 48, 13, 0, 50, 44, 5, 30, 38, 31, 37, 48, 16, 9, 28, 13, 33, 18, 15, 14, 23, 36, 13, 27, 50, 25, 39, 11, 25, 37, 23, 42, 42, 45, 49, 24, 32, 9, 10, 33, 16, 38, 17, 44, 2, 39, 28, 20, 33, 21, 31, 35, 29, 5, 46, 29, 10, 36, 48, 36, 20, 0, 46, 45, 3, 28, 10, 46, 16, 31, 45, 7, 11, 32, 10]
[29, 38, 3, 7, 6, 11, 37, 3, 9, 45, 21, 27, 47, 21, 47, 0, 26, 19, 2, 10, 10, 4, 14, 50, 28, 6, 27, 10, 20, 35, 18, 17, 23, 37, 8, 42, 42, 23, 21, 14, 5, 45, 31, 19, 24, 48, 9, 41, 48, 46, 11, 18, 38, 23, 25, 8, 39, 40, 1, 1, 5, 45, 20, 1, 25, 7, 31, 16, 32, 43, 6, 39, 6, 42, 8, 25, 48, 24, 8, 24, 20, 33, 42, 7, 38, 29, 26, 42, 10, 11, 20, 13, 35, 20, 26, 41, 6, 26, 32, 49, 3, 30, 41, 11, 38, 9, 40, 8, 27, 36, 39, 11, 2, 10, 43, 31, 41, 11, 2, 47, 7, 7, 4, 37, 21, 38, 15, 16, 10, 5, 0, 23, 21]
[16, 18, 2, 6, 34, 6, 13, 4, 34, 46, 19, 33, 2, 9, 19, 26, 0, 15, 23, 47, 2, 27, 47, 28, 6, 32, 25, 19, 4, 42, 35, 28, 3, 44, 0, 29, 32, 17, 29, 35, 13, 45, 18, 42, 44, 10, 12, 11, 6, 9, 11, 20, 28, 49, 30, 3, 24, 46, 48, 32, 32, 5, 9, 19, 49, 4, 30, 18, 46, 22, 26, 5, 15, 8, 11, 40, 6, 44, 50, 22, 16, 30, 5, 42, 47, 47, 42, 49, 13, 32, 4, 14, 36, 34, 39, 33, 10, 19, 14, 22, 30, 28, 41, 13, 31, 36, 50, 12, 20, 13, 13, 3, 14, 9, 10, 43, 44, 14, 41, 31, 29, 16, 6, 39, 13, 42, 34, 16, 26, 31, 16, 43, 16]
[21, 29, 43, 8, 35, 42, 9, 15, 14, 8, 27, 33, 6, 2, 16, 19, 15, 0, 39, 26, 36, 16, 30, 27, 14, 8, 20, 48, 8, 31, 14, 20, 9, 46, 21, 24, 20, 34, 5, 38, 6, 12, 26, 45, 25, 29, 4, 50, 37, 13, 27, 8, 39, 11, 13, 22, 44, 43, 37, 18, 32, 31, 31, 30, 44, 5, 18, 16, 39, 4, 18, 20, 16, 49, 8, 40, 44, 6, 34, 33, 6, 1, 5, 11, 32, 7, 40, 17, 5, 30, 28, 39, 11, 15, 21, 42, 29, 16, 20, 40, 4, 44, 6, 20, 22, 28, 35, 24, 28, 44, 36, 17, 16, 8, 15, 29, 37, 47, 7, 15, 47, 22, 24, 34, 1, 27, 21, 42, 39, 24, 36, 28, 24]
[1, 1, 13, 20, 36, 45, 46, 17, 8, 21, 45, 38, 27, 31, 49, 2, 23, 39, 0, 43, 17, 20, 34, 28, 35, 7, 29, 43, 40, 33, 47, 7, 34, 38, 49, 7, 19, 38, 7, 19, 35, 16, 35, 47, 11, 41, 25, 2, 34, 35, 11, 20, 17, 47, 32, 49, 37, 1, 28, 5, 42, 48, 0, 28, 18, 35, 26, 44, 0, 40, 47, 21, 44, 13, 5, 37, 11, 1, 16, 11, 36, 6, 4, 25, 43, 37, 50, 44, 23, 2, 38, 50, 33, 40, 19, 1, 9, 29, 29, 36, 42, 39, 41, 25, 0, 43, 50, 48, 20, 17, 13, 8, 15, 16, 25, 43, 29, 31, 37, 29, 34, 15, 8, 26, 7, 3, 41, 39, 23, 7, 0, 2, 9]
[33, 15, 6, 10, 45, 25, 36, 46, 48, 2, 32, 23, 23, 47, 46, 10, 47, 26, 43, 0, 8, 12, 43, 39, 5, 24, 24, 3, 23, 41, 29, 24, 50, 35, 6, 10, 6, 15, 2, 5, 28, 1, 32, 18, 7, 9, 15, 4, 33, 2, 49, 47, 15, 43, 43, 9, 6, 21, 48, 3, 43, 41, 21, 48, 47, 30, 19, 13, 1, 17, 45, 27, 23, 20, 37, 15, 27, 48, 30, 16, 19, 8, 28, 26, 4, 47, 49, 17, 5, 45, 12, 30, 16, 41, 4, 29, 14, 16, 27, 6, 14, 5, 35, 7, 50, 41, 11, 40, 39, 22, 11, 15, 18, 35, 44, 9, 35, 34, 36, 24, 28, 22, 26, 18, 34, 15, 3, 18, 11, 31, 47, 42, 4]
[48, 6, 48, 12, 17, 40, 12, 1, 8, 18, 14, 30, 18, 35, 12, 10, 2, 36, 17, 8, 0, 29, 25, 7, 6, 28, 42, 3, 47, 30, 2, 34, 40, 4, 48, 16, 13, 9, 6, 17, 33, 45, 38, 28, 37, 2, 18, 31, 9, 27, 21, 1, 28, 17, 27, 37, 32, 33, 17, 11, 36, 18, 4, 26, 49, 44, 27, 30, 17, 16, 20, 42, 9, 12, 34, 30, 33, 38, 1, 20, 24, 42, 25, 23, 1, 39, 27, 42, 5, 29, 42, 12, 15, 24, 10, 21, 39, 20, 34, 1, 30, 22, 41, 49, 16, 4, 39, 40, 12, 13, 43, 7, 45, 49, 43, 13, 18, 40, 31, 12, 30, 26, 38, 32, 50, 2, 28, 15, 30, 25, 34, 9, 46]
[26, 22, 2, 27, 31, 35, 43, 40, 50, 11, 1, 32, 22, 17, 27, 4, 27, 16, 20, 12, 29, 0, 19, 40, 11, 8, 48, 40, 7, 44, 19, 42, 11, 14, 7, 13, 23, 39, 40, 50, 40, 26, 48, 47, 35, 15, 24, 41, 27, 18, 17, 36, 6, 39, 0, 6, 48, 11, 3, 3, 37, 16, 9, 6, 1, 14, 43, 5, 15, 15, 16, 27, 34, 48, 10, 30, 8, 45, 37, 45, 28, 32, 17, 42, 37, 36, 50, 17, 0, 12, 23, 5, 6, 10, 25, 9, 27, 31, 46, 49, 17, 5, 25, 2, 43, 26, 23, 34, 13, 12, 50, 10, 6, 13, 48, 2, 48, 26, 24, 48, 38, 15, 10, 43, 9, 14, 3, 45, 8, 5, 4, 21, 21]
[38, 44, 7, 16, 49, 38, 8, 13, 43, 32, 11, 33, 50, 17, 42, 14, 47, 30, 34, 43, 25, 19, 0, 13, 19, 32, 32, 23, 43, 27, 4, 43, 7, 17, 40, 6, 21, 25, 50, 6, 12, 36, 24, 1, 10, 1, 47, 8, 42, 19, 29, 36, 50, 43, 26, 1, 30, 47, 17, 9, 23, 13, 2, 5, 28, 1, 44, 29, 11, 50, 49, 0, 48, 40, 41, 35, 39, 45, 34, 36, 26, 12, 15, 44, 47, 17, 27, 20, 24, 46, 14, 47, 38, 42, 7, 23, 42, 34, 32, 50, 35, 23, 12, 15, 41, 26, 4, 48, 6, 32, 0, 35, 14, 23, 14, 46, 23, 50, 2, 6, 6, 12, 9, 32, 15, 38, 13, 28, 49, 50, 27, 35, 15]
[50, 11, 14, 5, 47, 37, 6, 49, 37, 37, 1, 30, 0, 7, 20, 50, 28, 27, 28, 39, 7, 40, 13, 0, 20, 5, 12, 12, 43, 47, 10, 29, 46, 36, 28, 14, 22, 26, 28, 33, 19, 36, 21, 12, 31, 50, 12, 44, 38, 31, 43, 16, 33, 9, 20, 29, 11, 14, 19, 4, 3, 24, 47, 25, 10, 12, 5, 1, 19, 45, 45, 37, 18, 45, 32, 43, 24, 50, 42, 47, 21, 30, 5, 17, 42, 2, 5, 45, 14, 9, 47, 8, 10, 20, 24, 18, 47, 18, 45, 13, 21, 45, 32, 13, 34, 34, 50, 38, 41, 19, 31, 28, 24, 38, 29, 11, 23, 3, 19, 35, 44, 20, 26, 43, 40, 23, 11, 12, 42, 6, 47, 32, 24]
[43, 50, 6, 45, 32, 24, 30, 42, 20, 3, 6, 25, 7, 41, 34, 28, 6, 14, 35, 5, 6, 11, 19, 20, 0, 11, 23, 1, 0, 11, 16, 34, 12, 47, 3, 48, 16, 6, 34, 48, 2, 17, 26, 11, 45, 41, 48, 20, 30, 47, 12, 15, 3, 20, 38, 18, 13, 18, 4, 5, 6, 15, 45, 40, 0, 17, 0, 44, 9, 24, 11, 35, 25, 36, 27, 47, 23, 11, 34, 32, 6, 9, 19, 10, 21, 13, 2, 20, 17, 6, 6, 49, 32, 14, 3, 20, 17, 22, 44, 22, 38, 7, 30, 15, 38, 36, 13, 2, 31, 16, 19, 5, 7, 50, 42, 35, 31, 50, 10, 40, 21, 8, 28, 28, 13, 2, 47, 35, 5, 50, 8, 20, 29]
[11, 26, 32, 21, 35, 23, 2, 13, 24, 5, 12, 36, 50, 42, 1, 6, 32, 8, 7, 24, 28, 8, 32, 5, 11, 0, 2, 46, 6, 37, 49, 27, 5, 22, 47, 46, 11, 35, 35, 38, 15, 6, 5, 23, 44, 50, 9, 50, 45, 42, 44, 15, 36, 12, 46, 13, 21, 10, 17, 19, 40, 50, 37, 33, 14, 14, 50, 13, 43, 5, 37, 31, 13, 35, 26, 38, 20, 45, 8, 23, 23, 6, 2, 16, 0, 29, 17, 28, 45, 35, 30, 50, 8, 37, 13, 3, 48, 20, 17, 34, 39, 0, 10, 32, 21, 9, 5, 27, 36, 32, 20, 27, 41, 48, 22, 22, 16, 23, 16, 19, 26, 35, 14, 19, 35, 7, 5, 19, 35, 5, 8, 26, 21]
[36, 30, 19, 32, 46, 4, 5, 49, 25, 3, 15, 49, 6, 28, 8, 27, 25, 20, 29, 24, 42, 48, 32, 12, 23, 2, 0, 10, 50, 16, 40, 20, 25, 5, 12, 30, 24, 50, 15, 1, 38, 39, 7, 7, 42, 32, 16, 28, 27, 15, 38, 6, 8, 40, 26, 24, 28, 33, 15, 20, 15, 18, 20, 32, 0, 9, 42, 32, 16, 2, 29, 40, 9, 37, 35, 15, 16, 5, 32, 8, 45, 41, 49, 0, 33, 33, 42, 37, 21, 33, 45, 5, 15, 22, 19, 1, 39, 35, 34, 38, 34, 12, 23, 38, 8, 10, 29, 6, 37, 30, 37, 4, 38, 42, 0, 48, 33, 20, 38, 3, 10, 50, 5, 37, 34, 1, 23, 22, 48, 17, 15, 28, 43]
[29, 7, 40, 36, 37, 49, 22, 21, 16, 13, 6, 16, 32, 0, 35, 10, 19, 48, 43, 3, 3, 40, 23, 12, 1, 46, 10, 0, 2, 35, 21, 38, 50, 0, 15, 30, 11, 13, 33, 8, 7, 6, 38, 37, 42, 13, 16, 25, 8, 15, 49, 20, 12, 33, 40, 46, 16, 10, 26, 50, 5, 5, 13, 41, 43, 41, 49, 13, 25, 26, 2, 34, 40, 46, 32, 40, 13, 5, 3, 34, 7, 0, 42, 26, 2, 13, 35, 33, 6, 10, 8, 30, 22, 9, 12, 41, 17, 45, 47, 25, 3, 44, 31, 23, 35, 10, 6, 14, 34, 4, 9, 17, 28, 4, 46, 47, 2, 50, 1, 46, 31, 31, 7, 33, 1, 33, 29, 36, 20, 11, 34, 9, 50]
[10, 45, 4, 5, 33, 40, 24, 1, 9, 36, 46, 13, 26, 47, 3, 20, 4, 8, 40, 23, 47, 7, 43, 43, 0, 6, 50, 2, 0, 23, 42, 5, 32, 17, 17, 43, 11, 27, 39, 46, 2, 36, 11, 16, 44, 21, 5, 47, 29, 33, 22, 26, 26, 23, 24, 5, 7, 15, 14, 14, 30, 28, 21, 16, 20, 37, 15, 9, 22, 48, 13, 23, 31, 43, 13, 12, 43, 50, 13, 36, 15, 37, 2, 47, 4, 7, 45, 37, 39, 28, 14, 17, 17, 3, 43, 49, 13, 47, 20, 12, 33, 49, 44, 21, 47, 48, 31, 36, 28, 23, 30, 16, 41, 38, 14, 41, 2, 0, 37, 22, 39, 5, 22, 26, 16, 11, 2, 32, 45, 4, 45, 38, 26]
[40, 42, 12, 8, 45, 49, 4, 16, 25, 13, 47, 23, 48, 48, 33, 35, 42, 31, 33, 41, 30, 44, 27, 47, 11, 37, 16, 35, 23, 0, 20, 11, 7, 41, 49, 26, 9, 28, 28, 20, 21, 32, 6, 39, 20, 11, 16, 3, 20, 10, 47, 17, 32, 10, 44, 38, 15, 48, 0, 34, 26, 11, 50, 42, 16, 43, 8, 24, 37, 4, 3, 4, 46, 23, 2, 34, 40, 36, 3, 23, 35, 43, 2, 8, 24, 13, 3, 44, 5, 49, 28, 9, 22, 28, 40, 36, 7, 15, 12, 19, 13, 10, 34, 40, 13, 28, 32, 1, 31, 7, 47, 25, 4, 32, 47, 0, 8, 21, 29, 26, 39, 0, 1, 0, 3, 41, 42, 50, 46, 29, 10, 26, 36]
[26, 9, 21, 29, 6, 25, 19, 21, 17, 8, 39, 0, 31, 31, 31, 18, 35, 14, 47, 29, 2, 19, 4, 10, 16, 49, 40, 21, 42, 20, 0, 31, 21, 24, 30, 50, 48, 48, 9, 12, 14, 3, 22, 27, 42, 8, 48, 22, 37, 43, 47, 5, 21, 32, 21, 50, 19, 21, 35, 39, 25, 3, 35, 19, 41, 8, 39, 13, 14, 28, 44, 38, 49, 31, 42, 3, 29, 32, 23, 2, 45, 10, 3, 42, 42, 21, 45, 10, 5, 19, 13, 41, 8, 4, 14, 11, 3, 28, 16, 43, 23, 29, 34, 21, 32, 42, 23, 8, 2, 39, 7, 36, 33, 11, 4, 7, 35, 31, 19, 16, 21, 37, 2, 18, 17, 11, 50, 48, 10, 17, 50, 27, 32]
[40, 2, 50, 29, 16, 1, 35, 22, 43, 42, 45, 1, 31, 5, 40, 17, 28, 20, 7, 24, 34, 42, 43, 29, 34, 27, 20, 38, 5, 11, 31, 0, 20, 2, 20, 27, 32, 31, 49, 12, 50, 47, 32, 45, 36, 26, 34, 24, 12, 48, 25, 5, 12, 21, 22, 10, 43, 37, 43, 9, 11, 16, 16, 15, 37, 1, 1, 12, 33, 22, 4, 30, 21, 13, 47, 44, 50, 43, 17, 3, 34, 27, 10, 37, 31, 43, 33, 17, 32, 46, 27, 3, 33, 6, 46, 11, 9, 45, 38, 42, 21, 47, 23, 17, 39, 38, 22, 43, 33, 16, 9, 18, 34, 42, 19, 36, 50, 38, 22, 42, 9, 19, 16, 39, 48, 29, 13, 13, 32, 24, 10, 46, 6]
[10, 22, 41, 9, 35, 27, 16, 26, 12, 45, 35, 25, 33, 50, 11, 23, 3, 9, 34, 50, 40, 11, 7, 46, 12, 5, 25, 50, 32, 7, 21, 20, 0, 35, 14, 22, 27, 9, 1, 29, 22, 1, 23, 11, 6, 35, 47, 37, 9, 27, 48, 33, 42, 17, 4, 41, 18, 36, 39, 20, 5, 25, 38, 12, 25, 1, 34, 0, 36, 39, 29, 30, 38, 5, 21, 43, 13, 18, 15, 17, 16, 26, 34, 4, 13, 6, 14, 31, 9, 2, 0, 1, 2, 43, 21, 6, 46, 50, 30, 18, 31, 36, 25, 31, 42, 16, 31, 19, 23, 35, 30, 42, 10, 20, 24, 37, 48, 23, 42, 26, 22, 43, 18, 25, 16, 43, 15, 32, 5, 19, 39, 33, 50]
[36, 10, 21, 27, 26, 33, 30, 28, 33, 43, 12, 23, 23, 21, 20, 37, 44, 46, 38, 35, 4, 14, 17, 36, 47, 22, 5, 0, 17, 41, 24, 2, 35, 0, 29, 35, 20, 8, 34, 16, 34, 25, 11, 43, 5, 18, 22, 7, 29, 6, 40, 43, 49, 26, 3, 39, 31, 43, 1, 39, 39, 7, 18, 47, 0, 48, 12, 23, 24, 35, 36, 17, 12, 23, 35, 33, 10, 32, 47, 41, 41, 19, 11, 27, 40, 15, 39, 6, 24, 0, 15, 5, 50, 29, 21, 34, 28, 0, 25, 39, 2, 20, 17, 24, 45, 21, 13, 37, 39, 37, 33, 8, 10, 35, 25, 43, 17, 10, 43, 28, 0, 44, 20, 44, 31, 29, 13, 5, 46, 20, 34, 6, 50]
