N1,N2,...,Nx
[17, 1, 10, 17, 50, 38, 30, 33, 33, 16, 0, 38, 14, 50, 40, 1, 22, 39, 28, 27, 18, 36, 39, 28, 29, 15, 8, 1, 47, 40, 50, 22, 26, 43, 38, 40, 44, 9, 29, 34, 46, 33, 10, 22, 34, 21, 50, 7, 44, 15, 33, 47, 48, 28, 46, 35, 30, 31, 38, 5, 29, 39, 39, 14, 24, 2, 17, 24, 29, 8, 45, 18, 34, 47, 39, 35, 46, 13, 33, 8, 45, 28, 23, 29, 37, 47, 45, 11, 45, 47, 2, 26, 11, 11, 33, 14, 28, 2, 24, 19, 22, 37, 8, 27, 6, 40, 28, 35, 13, 12, 41, 9, 12, 21, 47, 42, 27, 22, 0, 37, 39, 36, 31, 34, 42, 17, 7, 29, 47, 14, 29, 39, 8, 7, 21, 10, 16, 24, 7, 45, 50, 18, 44, 49, 34, 19, 12, 17, 17, 12, 22, 20, 9, 19, 41, 8, 10, 41, 9, 34, 38, 21, 25, 12, 23, 24, 39, 33, 24, 0, 32, 41, 18, 33, 38, 11, 26, 39, 18, 1, 11, 1, 46, 29, 28, 35, 7, 12, 47, 30, 3, 8, 37, 32, 44, 42, 33]
[4, 30, 12, 13, 37, 12, 19, 0, 13, 22, 38, 0, 39, 23, 29, 40, 30, 7, 44, 8, 27, 1, 25, 49, 30, 39, 21, 32, 18, 34, 12, 34, 9, 47, 48, 46, 49, 7, 40, 36, 3, 7, 11, 46, 4, 0, 20, 24, 26, 38, 44, 38, 29, 23, 32, 35, 32, 9, 40, 50, 3, 29, 9, 17, 36, 22, 8, 43, 11, 32, 14, 49, 37, 23, 34, 38, 37, 3, 3, 19, 45, 47, 15, 46, 7, 47, 44, 50, 39, 25, 1, 7, 41, 46, 24, 23, 49, 21, 43, 22, 3, 14, 32, 16, 5, 46, 15, 3, 30, 3, 8, 40, 12, 32, 15, 3, 3, 48, 30, 5, 18, 17, 13, 19, 15, 48, 1, 12, 39, 42, 22, 20, 36, 17, 40, 49, 24, 13, 45, 41, 42, 19, 34, 22, 12, 35, 22, 32, 7, 0, 4, 48, 14, 19, 0, 19, 28, 0, 42, 49, 15, 20, 13, 30, 47, 42, 6, 10, 13, 40, 10, 40, 34, 38, 40, 49, 7, 36, 25, 25, 19, 14, 22, 46, 49, 20, 3, 18, 44, 39, 23, 1, 9, 40, 33, 37, 6]
[42, 6, 12, 3, 19, 6, 36, 32, 43, 26, 14, 39, 0, 37, 19, 27, 38, 2, 24, 3, 4, 34, 44, 29, 50, 8, 47, 19, 43, 9, 40, 25, 34, 20, 39, 3, 48, 37, 11, 22, 47, 41, 43, 1, 25, 25, 13, 2, 14, 13, 15, 41, 14, 35, 11, 29, 16, 5, 32, 32, 9, 41, 16, 35, 20, 27, 49, 41, 28, 40, 32, 39, 31, 27, 46, 25, 48, 26, 15, 11, 45, 15, 33, 27, 4, 9, 41, 29, 46, 18, 31, 1, 36, 0, 3, 1, 36, 4, 39, 48, 22, 21, 33, 28, 37, 20, 40, 36, 24, 20, 46, 42, 28, 43, 20, 35, 16, 10, 25, 13, 48, 34, 29, 43, 49, 9, 37, 39, 2, 33, 8, 4, 39, 47, 34, 27, 6, 17, 9, 42, 17, 50, 16, 50, 19, 40, 2, 17, 19, 18, 37, 31, 17, 33, 10, 6, 20, 36, 47, 29, 38, 42, 22, 4, 7, 28, 17, 0, 4, 33, 30, 6, 36, 39, 47, 11, 3, 28, 6, 35, 20, 15, 6, 41, 22, 14, 7, 1, 6, 5, 29, 20, 50, 31, 11, 23, 47]
[36, 11, 8, 40, 49, 25, 22, 33, 3, 30, 50, 23, 37, 0, 23, 21, 30, 5, 47, 8, 44, 1, 13, 45, 27, 44, 49, 28, 23, 0, 26, 1, 2, 9, 41, 37, 41, 2, 28, 47, 45, 42, 0, 12, 48, 29, 12, 1, 43, 32, 6, 22, 37, 22, 14, 26, 5, 5, 28, 40, 44, 39, 9, 30, 49, 17, 37, 34, 48, 50, 17, 42, 3, 41, 5, 8, 4, 26, 26, 39, 7, 47, 39, 13, 28, 29, 21, 28, 16, 31, 1, 26, 39, 36, 35, 12, 9, 9, 1, 12, 38, 40, 45, 40, 45, 0, 10, 31, 33, 34, 15, 26, 42, 33, 11, 37, 35, 7, 39, 47, 4, 20, 28, 31, 27, 35, 24, 19, 17, 34, 26, 22, 34, 0, 29, 6, 26, 49, 46, 29, 2, 17, 8, 17, 27, 45, 7, 14, 28, 32, 3, 47, 24, 32, 17, 47, 14, 35, 40, 50, 28, 38, 36, 10, 25, 6, 8, 33, 37, 30, 36, 42, 39, 40, 17, 4, 2, 16, 18, 29, 49, 44, 18, 32, 43, 25, 27, 32, 31, 33, 20, 17, 3, 7, 26, 19, 22]
[42, 36, 10, 39, 29, 37, 27, 5, 27, 28, 40, 29, 19, 23, 0, 15, 27, 11, 45, 46, 22, 50, 13, 24, 50, 9, 31, 8, 44, 39, 15, 32, 16, 8, 48, 43, 5, 23, 41, 21, 19, 17, 47, 11, 36, 49, 13, 33, 38, 23, 2, 45, 47, 41, 21, 17, 26, 40, 18, 9, 5, 5, 34, 24, 2, 12, 11, 3, 35, 47, 16, 15, 5, 21, 2, 13, 15, 37, 16, 7, 31, 40, 32, 42, 37, 13, 44, 1, 1, 20, 41, 44, 39, 42, 28, 5, 39, 16, 35, 29, 49, 19, 30, 36, 46, 15, 47, 13, 8, 25, 26, 24, 42, 21, 39, 2, 18, 18, 35, 16, 11, 30, 39, 7, 26, 35, 28, 32, 49, 46, 49, 39, 36, 37, 19, 44, 27, 29, 41, 41, 39, 49, 35, 33, 15, 31, 49, 0, 25, 21, 7, 38, 30, 23, 36, 43, 26, 13, 19, 12, 31, 47, 31, 37, 5, 35, 50, 19, 2, 22, 33, 28, 47, 12, 12, 7, 24, 1, 39, 37, 38, 0, 16, 31, 13, 12, 16, 20, 46, 28, 9, 8, 14, 40, 39, 48, 24]
[22, 37, 37, 26, 20, 22, 33, 10, 10, 49, 1, 40, 27, 21, 15, 0, 29, 16, 42, 2, 22, 50, 23, 39, 33, 20, 7, 39, 21, 32, 3, 23, 40, 1, 50, 42, 32, 45, 10, 16, 8, 30, 0, 29, 15, 19, 46, 3, 38, 37, 24, 39, 45, 43, 9, 42, 47, 3, 35, 15, 16, 50, 50, 16, 43, 30, 12, 32, 46, 2, 42, 34, 14, 42, 31, 26, 37, 45, 29, 9, 12, 10, 9, 30, 4, 4, 33, 46, 37, 31, 45, 10, 47, 46, 24, 17, 14, 5, 3, 25, 15, 46, 23, 21, 25, 11, 49, 44, 40, 28, 11, 15, 23, 3, 25, 4, 29, 42, 2, 5, 27, 36, 2, 10, 26, 19, 13, 34, 42, 41, 16, 16, 27, 7, 22, 36, 3, 26, 31, 44, 16, 5, 0, 42, 0, 25, 32, 7, 6, 48, 33, 18, 30, 37, 48, 29, 7, 16, 35, 10, 50, 33, 13, 19, 23, 27, 19, 37, 45, 34, 38, 29, 44, 7, 2, 25, 17, 47, 11, 18, 11, 16, 44, 40, 49, 47, 48, 4, 43, 29, 40, 49, 13, 41, 10, 17, 11]
[25, 41, 47, 4, 7, 36, 28, 40, 46, 22, 22, 30, 38, 30, 27, 29, 0, 2, 7, 11, 26, 44, 21, 28, 40, 17, 32, 13, 21, 23, 9, 37, 27, 32, 13, 4, 2, 21, 11, 13, 20, 16, 9, 22, 23, 35, 3, 35, 20, 16, 50, 10, 47, 14, 34, 12, 27, 40, 24, 21, 42, 9, 30, 22, 11, 8, 6, 37, 1, 23, 24, 45, 6, 42, 46, 50, 25, 30, 19, 35, 7, 39, 8, 47, 38, 35, 33, 7, 50, 31, 10, 0, 46, 37, 36, 41, 12, 1, 3, 30, 1, 17, 44, 49, 30, 22, 22, 3, 33, 28, 27, 26, 20, 20, 40, 17, 16, 19, 5, 24, 20, 9, 16, 46, 47, 46, 48, 12, 17, 43, 46, 17, 4, 7, 30, 29, 6, 23, 19, 14, 3, 11, 39, 2, 2, 29, 5, 45, 15, 4, 1, 0, 48, 10, 20, 37, 41, 16, 8, 16, 3, 8, 4, 47, 10, 40, 24, 21, 13, 35, 36, 24, 35, 18, 9, 42, 17, 33, 7, 39, 37, 47, 15, 43, 24, 48, 45, 50, 31, 11, 12, 9, 18, 24, 21, 14, 14]
[34, 14, 43, 16, 18, 0, 5, 26, 31, 45, 39, 7, 2, 5, 11, 16, 2, 0, 31, 22, 31, 13, 1, 4, 13, 21, 34, 48, 6, 49, 35, 40, 29, 15, 14, 50, 31, 30, 42, 15, 24, 43, 13, 34, 27, 24, 23, 20, 39, 28, 14, 14, 40, 37, 34, 41, 22, 23, 1, 17, 15, 25, 31, 11, 22, 10, 43, 46, 19, 28, 10, 23, 19, 47, 18, 6, 49, 31, 4, 43, 8, 12, 16, 14, 3, 31, 9, 19, 25, 14, 49, 33, 29, 16, 4, 28, 10, 45, 22, 17, 19, 31, 41, 40, 25, 44, 25, 2, 50, 20, 15, 16, 41, 31, 44, 6, 16, 16, 3, 11, 0, 0, 16, 29, 46, 16, 45, 31, 31, 29, 38, 50, 9, 4, 31, 25, 17, 12, 32, 26, 31, 49, 19, 45, 50, 9, 16, 26, 18, 13, 9, 32, 19, 31, 13, 10, 2, 49, 48, 20, 28, 43, 50, 19, 2, 0, 22, 6, 9, 42, 15, 0, 32, 25, 10, 35, 28, 41, 50, 25, 44, 47, 21, 5, 0, 15, 37, 12, 12, 32, 15, 40, 36, 33, 27, 43, 23]
[35, 31, 43, 2, 17, 6, 49, 43, 20, 22, 28, 44, 24, 47, 45, 42, 7, 31, 0, 39, 33, 44, 26, 6, 0, 44, 30, 34, 43, 15, 30, 30, 7, 11, 23, 26, 25, 22, 12, 35, 8, 17, 41, 3, 9, 3, 25, 41, 39, 44, 17, 20, 11, 0, 25, 13, 49, 10, 43, 3, 37, 8, 39, 12, 35, 25, 37, 38, 7, 45, 42, 20, 36, 20, 24, 11, 20, 44, 11, 17, 1, 25, 11, 20, 17, 38, 7, 50, 1, 9, 8, 34, 42, 25, 9, 49, 34, 23, 35, 49, 25, 6, 13, 14, 34, 23, 8, 41, 37, 22, 26, 18, 4, 28, 29, 15, 48, 41, 18, 0, 16, 19, 29, 26, 37, 12, 22, 28, 50, 50, 34, 18, 43, 11, 38, 11, 34, 41, 14, 6, 27, 24, 21, 13, 21, 29, 36, 4, 6, 7, 15, 36, 14, 49, 47, 32, 16, 40, 25, 40, 45, 50, 39, 37, 39, 12, 47, 1, 19, 27, 16, 13, 37, 46, 32, 24, 17, 7, 19, 11, 26, 6, 5, 0, 13, 22, 32, 47, 22, 35, 40, 29, 6, 1, 19, 23, 24]
[43, 32, 32, 1, 25, 28, 39, 12, 45, 9, 27, 8, 3, 8, 46, 2, 11, 22, 39, 0, 29, 19, 17, 34, 13, 38, 0, 0, 38, 42, 36, 28, 29, 39, 18, 6, 47, 40, 33, 4, 17, 13, 8, 16, 32, 1, 14, 29, 43, 18, 38, 17, 30, 47, 48, 12, 15, 16, 25, 36, 10, 36, 17, 17, 42, 32, 15, 47, 41, 10, 13, 24, 6, 32, 23, 33, 35, 18, 40, 21, 4, 45, 38, 1, 43, 40, 14, 47, 3, 46, 27, 15, 39, 24, 49, 0, 49, 48, 36, 13, 23, 50, 14, 43, 48, 40, 47, 10, 20, 23, 15, 39, 1, 13, 9, 32, 43, 7, 11, 43, 36, 8, 10, 24, 39, 13, 7, 30, 37, 5, 34, 47, 14, 42, 50, 18, 11, 14, 7, 10, 47, 8, 40, 48, 21, 4, 43, 32, 13, 17, 12, 32, 16, 38, 48, 34, 6, 48, 17, 30, 27, 22, 1, 43, 32, 1, 9, 1, 16, 39, 12, 48, 21, 34, 14, 24, 20, 45, 2, 24, 41, 8, 5, 23, 10, 31, 44, 20, 45, 19, 27, 3, 4, 16, 29, 26, 41]
[35, 21, 42, 34, 9, 6, 20, 3, 0, 0, 18, 27, 4, 44, 22, 22, 26, 31, 33, 29, 0, 8, 37, 42, 34, 45, 37, 22, 40, 13, 3, 29, 5, 25, 46, 2, 27, 27, 48, 2, 45, 18, 33, 28, 36, 25, 30, 19, 45, 4, 31, 10, 6, 15, 20, 23, 35, 38, 18, 49, 8, 48, 11, 38, 2, 31, 4, 38, 42, 0, 22, 29, 28, 2, 32, 32, 20, 24, 47, 9, 34, 30, 19, 42, 40, 22, 7, 31, 35, 43, 0, 31, 14, 46, 20, 39, 12, 36, 2, 4, 22, 17, 4, 19, 33, 23, 23, 30, 42, 26, 38, 31, 48, 48, 17, 5, 45, 23, 38, 22, 18, 40, 25, 18, 41, 23, 34, 31, 28, 44, 23, 35, 25, 25, 5, 38, 27, 42, 12, 11, 39, 5, 12, 33, 21, 4, 11, 43, 3, 23, 33, 15, 46, 46, 48, 40, 17, 27, 21, 41, 31, 28, 28, 19, 19, 20, 23, 32, 37, 15, 18, 20, 44, 6, 13, 8, 28, 17, 14, 43, 38, 13, 6, 4, 48, 27, 18, 12, 40, 41, 2, 32, 15, 13, 40, 10, 43]
[4, 16, 33, 29, 30, 8, 37, 50, 21, 43, 36, 1, 34, 1, 50, 50, 44, 13, 44, 19, 8, 0, 7, 14, 50, 11, 48, 39, 16, 20, 2, 15, 28, 36, 41, 15, 48, 14, 39, 39, 4, 0, 19, 19, 18, 28, 35, 6, 43, 8, 10, 44, 40, 3, 0, 23, 8, 7, 14, 46, 20, 44, 10, 7, 6, 9, 29, 50, 44, 23, 10, 47, 18, 18, 13, 34, 28, 23, 16, 1, 12, 3, 36, 48, 40, 45, 28, 22, 1, 0, 7, 1, 43, 49, 32, 48, 44, 30, 42, 27, 2, 10, 21, 45, 41, 11, 47, 37, 42, 7, 48, 47, 10, 21, 46, 5, 34, 39, 29, 36, 37, 2, 25, 31, 9, 39, 19, 33, 0, 44, 16, 20, 0, 42, 15, 18, 17, 25, 26, 25, 36, 5, 26, 6, 5, 4, 47, 24, 50, 16, 47, 12, 21, 48, 7, 26, 18, 10, 24, 36, 0, 2, 38, 1, 0, 32, 38, 19, 12, 35, 20, 13, 9, 44, 0, 13, 36, 46, 18, 33, 36, 7, 32, 30, 23, 47, 42, 1, 16, 9, 13, 38, 30, 23, 32, 2, 32]
[1, 36, 24, 11, 26, 45, 27, 36, 4, 6, 39, 25, 44, 13, 13, 23, 21, 1, 26, 17, 37, 7, 0, 33, 40, 44, 43, 28, 40, 49, 9, 15, 17, 48, 24, 18, 45, 48, 14, 33, 36, 26, 23, 30, 39, 13, 35, 48, 18, 28, 13, 43, 6, 47, 23, 7, 49, 11, 6, 47, 24, 21, 31, 37, 10, 9, 29, 33, 7, 36, 12, 44, 17, 27, 46, 45, 12, 1, 40, 50, 11, 34, 14, 32, 12, 4, 24, 34, 8, 49, 0, 11, 26, 5, 39, 7, 18, 10, 48, 20, 1, 44, 19, 46, 46, 43, 29, 42, 4, 11, 12, 24, 14, 35, 49, 43, 25, 17, 0, 41, 40, 13, 44, 44, 42, 13, 19, 13, 45, 28, 49, 2, 18, 23, 28, 34, 38, 13, 17, 36, 38, 4, 27, 21, 34, 34, 16, 37, 37, 28, 30, 9, 23, 18, 6, 43, 9, 30, 36, 15, 36, 12, 41, 25, 18, 13, 22, 33, 48, 12, 37, 38, 5, 25, 30, 31, 34, 32, 46, 17, 29, 42, 31, 15, 30, 10, 25, 23, 19, 31, 6, 45, 16, 25, 35, 16, 1]
