N1,N2,...,Nx
[1, 44, 47, 30, 13, 33, 41, 24, 13, 2, 0, 21, 19, 31, 22, 28, 32, 25, 13, 14, 25, 20, 42, 37, 19, 26, 5, 50, 42, 13, 46, 17, 32, 50, 0, 5, 4, 22, 16, 28, 30, 23, 42, 16, 26, 28, 21, 36, 16, 28, 1, 4, 27, 15, 20, 0, 1, 49, 8, 44, 12, 34, 17, 40, 31, 50, 14, 0, 37, 38, 39, 19, 28, 35, 43, 15, 22, 10, 46, 15, 31, 42, 43, 37, 9, 44, 22, 41, 28, 5, 6, 12, 20, 13, 39, 12, 4, 31, 19, 4, 6, 47, 28, 33, 12, 11, 17, 17, 13, 8, 1, 19, 0, 23, 31, 3, 45, 24, 6, 1, 1, 17, 11, 37, 7, 31, 24, 16, 2, 11, 11, 42, 19, 15, 12, 15, 21, 38, 19, 19, 30, 44, 19, 39, 41, 25, 40]
[34, 8, 6, 3, 40, 9, 11, 43, 13, 6, 21, 0, 18, 26, 32, 43, 17, 31, 48, 18, 19, 21, 40, 8, 19, 49, 21, 22, 17, 34, 18, 34, 49, 44, 49, 3, 14, 23, 27, 14, 29, 40, 8, 33, 16, 50, 6, 36, 40, 39, 23, 49, 6, 26, 42, 25, 49, 15, 30, 10, 41, 15, 18, 10, 38, 4, 48, 12, 15, 17, 42, 17, 42, 7, 11, 37, 18, 39, 34, 49, 13, 13, 20, 14, 32, 14, 35, 1, 19, 26, 16, 43, 36, 39, 10, 2, 7, 4, 2, 13, 49, 26, 40, 2, 17, 34, 0, 43, 4, 35, 7, 38, 12, 30, 15, 16, 44, 16, 1, 29, 26, 24, 39, 14, 37, 30, 32, 27, 42, 26, 23, 44, 49, 30, 14, 13, 21, 20, 23, 0, 47, 13, 0, 21, 43, 32, 37]
[12, 31, 46, 16, 15, 10, 20, 45, 28, 23, 19, 18, 0, 4, 0, 37, 32, 25, 31, 4, 10, 32, 2, 44, 12, 28, 41, 28, 16, 0, 4, 49, 20, 36, 21, 10, 6, 8, 35, 35, 44, 35, 45, 22, 36, 37, 0, 5, 11, 10, 43, 45, 37, 14, 19, 18, 47, 40, 23, 9, 18, 41, 31, 2, 12, 30, 10, 36, 25, 13, 0, 11, 20, 34, 24, 46, 46, 42, 11, 14, 21, 15, 22, 35, 7, 21, 37, 50, 14, 21, 32, 10, 26, 49, 47, 46, 13, 3, 47, 21, 48, 35, 24, 26, 6, 23, 49, 10, 3, 9, 21, 26, 2, 36, 29, 49, 15, 16, 25, 44, 35, 37, 12, 19, 35, 35, 44, 22, 23, 34, 49, 8, 48, 14, 49, 44, 45, 47, 4, 43, 45, 23, 26, 0, 16, 5, 41]
[29, 13, 18, 43, 29, 32, 15, 22, 21, 35, 31, 26, 4, 0, 49, 22, 38, 43, 27, 45, 13, 20, 16, 14, 12, 46, 9, 1, 46, 29, 19, 17, 47, 50, 6, 45, 10, 25, 5, 45, 27, 19, 49, 10, 19, 12, 14, 4, 15, 1, 28, 12, 16, 6, 16, 41, 11, 8, 9, 5, 7, 46, 29, 37, 9, 14, 43, 10, 44, 46, 48, 3, 49, 32, 35, 10, 42, 17, 27, 8, 42, 44, 20, 41, 47, 25, 26, 8, 2, 33, 43, 50, 45, 33, 28, 46, 43, 0, 35, 37, 38, 31, 12, 40, 12, 18, 1, 28, 24, 18, 9, 17, 17, 10, 32, 46, 18, 9, 4, 47, 12, 21, 30, 38, 5, 26, 13, 17, 29, 1, 39, 24, 15, 47, 40, 33, 8, 37, 41, 35, 22, 5, 42, 25, 5, 29, 11]
[17, 12, 8, 16, 39, 45, 39, 29, 40, 5, 22, 32, 0, 49, 0, 5, 17, 40, 42, 42, 41, 25, 10, 35, 2, 17, 25, 21, 6, 50, 22, 29, 0, 8, 8, 0, 44, 31, 24, 42, 47, 1, 0, 22, 12, 37, 24, 13, 4, 1, 32, 44, 3, 35, 48, 8, 6, 42, 31, 33, 48, 10, 20, 38, 0, 29, 0, 50, 6, 1, 7, 29, 38, 36, 12, 7, 46, 26, 40, 29, 28, 13, 37, 23, 35, 26, 48, 31, 47, 41, 37, 33, 10, 17, 27, 27, 15, 33, 12, 49, 36, 34, 32, 12, 41, 9, 11, 50, 4, 49, 36, 50, 0, 41, 16, 7, 35, 41, 31, 28, 3, 22, 50, 2, 3, 24, 17, 47, 37, 37, 30, 36, 0, 33, 14, 2, 47, 7, 17, 38, 49, 16, 30, 48, 35, 10, 2]
[21, 45, 2, 13, 23, 11, 28, 4, 10, 20, 28, 43, 37, 22, 5, 0, 32, 19, 12, 23, 16, 27, 20, 20, 5, 12, 17, 49, 18, 44, 12, 24, 18, 17, 36, 24, 9, 35, 24, 33, 36, 20, 31, 39, 33, 39, 45, 45, 38, 23, 23, 0, 48, 20, 41, 39, 50, 21, 3, 35, 25, 18, 23, 19, 5, 10, 34, 5, 48, 18, 31, 34, 34, 27, 27, 45, 6, 40, 7, 29, 33, 38, 7, 19, 10, 47, 33, 23, 48, 24, 28, 46, 35, 4, 29, 44, 25, 44, 13, 40, 9, 46, 14, 32, 45, 35, 38, 28, 0, 36, 41, 34, 23, 11, 39, 37, 0, 12, 3, 43, 16, 19, 21, 43, 4, 8, 11, 42, 10, 38, 31, 4, 2, 37, 22, 49, 18, 30, 18, 0, 39, 30, 0, 4, 8, 8, 6]
[37, 35, 48, 41, 35, 16, 24, 16, 33, 37, 32, 17, 32, 38, 17, 32, 0, 49, 23, 5, 8, 0, 30, 21, 0, 32, 25, 23, 38, 14, 5, 34, 46, 42, 43, 34, 1, 39, 14, 39, 34, 28, 11, 3, 49, 10, 10, 20, 28, 40, 20, 37, 49, 36, 32, 35, 21, 31, 18, 4, 5, 5, 42, 8, 0, 34, 38, 12, 11, 5, 32, 37, 2, 49, 27, 32, 33, 14, 6, 30, 27, 23, 30, 3, 16, 47, 26, 27, 10, 30, 28, 50, 43, 17, 36, 5, 6, 28, 10, 18, 33, 28, 3, 50, 29, 46, 31, 0, 40, 16, 2, 27, 26, 1, 40, 17, 24, 1, 45, 0, 10, 14, 50, 43, 25, 47, 21, 26, 41, 1, 23, 15, 1, 21, 11, 31, 9, 47, 15, 30, 29, 20, 6, 29, 6, 17, 49]
[14, 20, 11, 12, 28, 2, 42, 47, 4, 8, 25, 31, 25, 43, 40, 19, 49, 0, 19, 2, 11, 2, 44, 1, 39, 22, 14, 38, 10, 30, 10, 41, 7, 2, 24, 50, 13, 24, 4, 35, 30, 11, 34, 45, 50, 19, 24, 40, 16, 4, 25, 32, 31, 7, 0, 19, 48, 1, 4, 20, 35, 42, 5, 18, 50, 10, 31, 28, 36, 49, 0, 0, 8, 41, 38, 47, 45, 48, 26, 32, 42, 22, 19, 41, 28, 23, 27, 12, 48, 41, 12, 3, 42, 39, 48, 44, 0, 13, 6, 4, 48, 39, 16, 45, 20, 17, 3, 41, 5, 2, 22, 3, 36, 21, 6, 12, 24, 1, 49, 3, 7, 10, 31, 5, 14, 12, 43, 16, 17, 29, 30, 10, 29, 4, 40, 41, 5, 24, 24, 18, 21, 28, 19, 41, 44, 1, 29]
[11, 27, 30, 7, 22, 3, 3, 40, 2, 45, 13, 48, 31, 27, 42, 12, 23, 19, 0, 6, 20, 14, 36, 22, 48, 40, 23, 33, 12, 10, 18, 19, 23, 37, 6, 46, 0, 22, 26, 34, 31, 24, 4, 11, 26, 28, 22, 35, 7, 6, 25, 3, 27, 0, 44, 31, 11, 37, 21, 23, 22, 36, 48, 44, 36, 24, 5, 15, 14, 14, 36, 36, 38, 19, 9, 3, 38, 25, 16, 15, 28, 46, 50, 15, 21, 34, 16, 15, 14, 41, 14, 8, 17, 50, 24, 25, 25, 6, 46, 6, 20, 16, 35, 25, 42, 2, 18, 17, 26, 1, 32, 12, 7, 23, 27, 9, 35, 24, 46, 23, 36, 21, 17, 9, 45, 5, 21, 15, 7, 8, 1, 31, 26, 27, 21, 3, 4, 24, 19, 46, 16, 26, 5, 8, 18, 7, 40]
[36, 17, 37, 35, 41, 22, 46, 13, 46, 21, 14, 18, 4, 45, 42, 23, 5, 2, 6, 0, 31, 39, 46, 40, 26, 17, 47, 27, 22, 21, 15, 5, 27, 31, 3, 37, 45, 22, 26, 4, 31, 17, 37, 44, 26, 5, 11, 39, 29, 1, 5, 16, 15, 17, 33, 26, 47, 36, 45, 22, 27, 2, 16, 37, 15, 3, 4, 38, 25, 18, 14, 39, 9, 7, 44, 3, 49, 35, 0, 31, 33, 9, 11, 46, 1, 15, 14, 43, 28, 24, 32, 0, 48, 4, 16, 46, 44, 24, 7, 22, 2, 30, 40, 0, 50, 33, 45, 28, 3, 15, 31, 41, 7, 10, 22, 15, 23, 24, 2, 12, 45, 41, 24, 28, 42, 36, 48, 41, 38, 0, 3, 43, 13, 49, 35, 31, 47, 33, 3, 45, 22, 20, 49, 34, 47, 48, 38]
[8, 33, 14, 39, 27, 20, 26, 2, 32, 25, 25, 19, 10, 13, 41, 16, 8, 11, 20, 31, 0, 0, 28, 25, 7, 45, 32, 11, 49, 32, 15, 8, 29, 1, 20, 37, 21, 42, 6, 34, 3, 46, 28, 28, 36, 43, 20, 49, 32, 26, 42, 12, 29, 42, 27, 25, 22, 32, 23, 32, 38, 26, 50, 4, 29, 25, 28, 47, 18, 18, 2, 5, 25, 48, 1, 46, 20, 5, 33, 41, 30, 43, 22, 44, 28, 17, 4, 34, 0, 43, 21, 10, 48, 18, 25, 11, 12, 29, 16, 18, 17, 48, 33, 20, 40, 22, 21, 31, 46, 11, 41, 7, 30, 19, 1, 10, 7, 24, 39, 42, 5, 39, 14, 32, 11, 7, 13, 13, 4, 7, 21, 45, 45, 0, 21, 13, 50, 1, 26, 41, 43, 29, 38, 33, 5, 36, 20]
[13, 33, 8, 8, 32, 42, 44, 18, 28, 25, 20, 21, 32, 20, 25, 27, 0, 2, 14, 39, 0, 0, 9, 7, 40, 47, 14, 31, 39, 18, 28, 2, 39, 48, 26, 16, 42, 42, 31, 6, 7, 15, 3, 22, 13, 37, 20, 22, 38, 45, 44, 37, 43, 48, 43, 27, 14, 11, 7, 49, 47, 25, 43, 47, 31, 23, 7, 31, 49, 39, 8, 8, 47, 5, 41, 13, 2, 49, 45, 27, 38, 15, 38, 24, 10, 33, 28, 30, 4, 47, 7, 11, 4, 22, 15, 29, 37, 33, 28, 14, 48, 35, 43, 49, 46, 35, 2, 31, 5, 9, 42, 39, 44, 47, 19, 42, 3, 9, 1, 32, 25, 0, 6, 43, 17, 50, 13, 5, 6, 39, 27, 22, 47, 29, 31, 25, 45, 25, 0, 29, 30, 47, 2, 30, 5, 44, 16]
[4, 19, 48, 1, 39, 7, 33, 31, 6, 10, 42, 40, 2, 16, 10, 20, 30, 44, 36, 46, 28, 9, 0, 45, 4, 45, 38, 27, 19, 40, 45, 18, 12, 12, 32, 44, 30, 1, 30, 20, 23, 7, 12, 3, 37, 13, 34, 18, 31, 1, 50, 32, 44, 19, 50, 6, 16, 33, 11, 38, 13, 17, 35, 24, 40, 47, 38, 35, 48, 33, 12, 9, 12, 27, 2, 2, 19, 20, 13, 12, 3, 36, 27, 29, 1, 23, 36, 9, 22, 25, 1, 35, 38, 2, 23, 47, 31, 30, 6, 13, 12, 37, 21, 31, 3, 24, 28, 26, 28, 35, 2, 48, 9, 15, 27, 41, 19, 6, 50, 12, 25, 17, 35, 13, 49, 24, 21, 36, 10, 28, 45, 14, 7, 48, 24, 27, 43, 50, 1, 0, 39, 46, 46, 23, 18, 10, 0]
[27, 17, 29, 30, 26, 14, 10, 43, 50, 4, 37, 8, 44, 14, 35, 20, 21, 1, 22, 40, 25, 7, 45, 0, 48, 25, 48, 20, 50, 42, 1, 14, 17, 27, 37, 6, 20, 21, 21, 18, 34, 7, 18, 12, 28, 23, 50, 40, 34, 24, 23, 15, 45, 17, 49, 39, 10, 25, 17, 14, 9, 32, 31, 24, 50, 20, 26, 10, 3, 30, 47, 22, 11, 33, 3, 21, 36, 44, 26, 45, 8, 32, 42, 5, 24, 47, 27, 25, 50, 3, 41, 32, 48, 23, 13, 10, 19, 20, 27, 46, 18, 1, 10, 9, 16, 39, 14, 38, 16, 30, 41, 44, 45, 1, 8, 42, 34, 50, 5, 21, 26, 5, 6, 12, 12, 35, 46, 34, 36, 24, 38, 22, 45, 2, 45, 4, 0, 27, 27, 49, 50, 42, 8, 7, 21, 50, 31]
[21, 15, 44, 23, 48, 33, 13, 20, 30, 0, 19, 19, 12, 12, 2, 5, 0, 39, 48, 26, 7, 40, 4, 48, 0, 13, 36, 18, 6, 1, 7, 4, 34, 22, 41, 46, 16, 45, 19, 29, 15, 37, 34, 38, 17, 41, 27, 48, 20, 3, 7, 22, 50, 13, 46, 11, 42, 20, 8, 19, 6, 46, 44, 44, 38, 49, 13, 10, 15, 49, 11, 8, 48, 31, 26, 16, 3, 15, 41, 47, 21, 50, 22, 17, 25, 38, 50, 17, 15, 9, 48, 38, 16, 48, 15, 29, 7, 39, 45, 12, 27, 50, 19, 0, 35, 19, 34, 27, 30, 21, 26, 32, 6, 44, 38, 40, 22, 48, 22, 46, 28, 36, 28, 13, 17, 45, 8, 40, 26, 26, 20, 26, 4, 44, 50, 36, 48, 21, 13, 48, 39, 50, 23, 25, 47, 35, 17]
[40, 47, 31, 1, 40, 41, 32, 11, 37, 4, 26, 49, 28, 46, 17, 12, 32, 22, 40, 17, 45, 47, 45, 25, 13, 0, 14, 9, 0, 9, 10, 26, 35, 19, 14, 23, 35, 1, 24, 11, 22, 31, 20, 41, 31, 31, 28, 42, 36, 10, 46, 12, 10, 11, 9, 24, 13, 25, 21, 46, 17, 11, 6, 9, 0, 3, 12, 22, 37, 28, 45, 11, 48, 48, 2, 1, 7, 6, 18, 10, 43, 26, 14, 15, 17, 32, 1, 49, 27, 26, 34, 39, 14, 3, 8, 15, 8, 40, 28, 8, 35, 9, 11, 14, 29, 40, 0, 30, 31, 43, 19, 44, 36, 49, 41, 48, 4, 11, 27, 8, 6, 49, 18, 24, 31, 5, 48, 40, 12, 20, 29, 29, 5, 50, 37, 15, 48, 47, 44, 34, 22, 25, 21, 50, 16, 35, 18]
[49, 50, 1, 10, 33, 50, 23, 31, 35, 8, 5, 21, 41, 9, 25, 17, 25, 14, 23, 47, 32, 14, 38, 48, 36, 14, 0, 41, 9, 29, 43, 34, 29, 1, 47, 36, 10, 44, 10, 3, 42, 20, 0, 48, 4, 29, 37, 1, 23, 31, 37, 13, 15, 15, 5, 8, 8, 17, 10, 4, 10, 11, 27, 10, 26, 3, 29, 15, 22, 16, 19, 17, 3, 11, 44, 35, 42, 41, 34, 6, 29, 6, 28, 49, 1, 31, 27, 41, 4, 46, 10, 20, 1, 50, 19, 20, 29, 22, 38, 40, 38, 21, 6, 2, 39, 29, 11, 31, 47, 19, 21, 10, 5, 4, 24, 17, 6, 9, 19, 37, 8, 12, 50, 17, 3, 42, 43, 40, 29, 18, 34, 23, 35, 29, 50, 2, 35, 26, 50, 18, 13, 2, 46, 12, 7, 26, 28]
[13, 9, 39, 4, 37, 41, 1, 31, 13, 33, 50, 22, 28, 1, 21, 49, 23, 38, 33, 27, 11, 31, 27, 20, 18, 9, 41, 0, 12, 35, 17, 42, 26, 16, 38, 32, 17, 26, 27, 46, 25, 43, 31, 6, 11, 33, 11, 23, 37, 24, 19, 43, 2, 9, 12, 30, 44, 0, 37, 37, 41, 10, 3, 29, 27, 22, 50, 42, 47, 0, 48, 7, 14, 43, 22, 3, 22, 47, 2, 7, 50, 50, 35, 31, 22, 50, 31, 3, 6, 1, 2, 48, 3, 0, 16, 41, 36, 27, 37, 10, 10, 24, 43, 48, 17, 11, 36, 5, 20, 1, 25, 38, 48, 34, 5, 30, 13, 10, 50, 22, 32, 24, 46, 14, 43, 46, 6, 3, 6, 22, 17, 45, 19, 14, 24, 4, 16, 41, 24, 9, 18, 26, 6, 9, 12, 47, 39]
[4, 37, 0, 27, 49, 31, 18, 17, 36, 14, 42, 17, 16, 46, 6, 18, 38, 10, 12, 22, 49, 39, 19, 50, 6, 0, 9, 12, 0, 31, 41, 33, 43, 15, 0, 50, 37, 47, 38, 13, 21, 10, 12, 20, 31, 44, 0, 10, 14, 19, 11, 12, 8, 2, 4, 36, 43, 1, 31, 39, 1, 35, 49, 24, 39, 44, 34, 48, 50, 25, 36, 10, 5, 39, 4, 38, 41, 18, 18, 34, 45, 30, 4, 6, 22, 40, 46, 31, 16, 38, 8, 22, 40, 6, 32, 31, 49, 7, 26, 22, 9, 48, 17, 24, 16, 8, 14, 13, 14, 10, 50, 28, 29, 33, 15, 44, 39, 28, 49, 41, 3, 13, 37, 18, 14, 10, 18, 50, 16, 33, 48, 10, 18, 40, 1, 31, 16, 28, 10, 2, 22, 49, 41, 34, 44, 29, 21]
[18, 22, 10, 19, 42, 7, 12, 14, 18, 9, 13, 34, 0, 29, 50, 44, 14, 30, 10, 21, 32, 18, 40, 42, 1, 9, 29, 35, 31, 0, 24, 49, 34, 48, 29, 17, 4, 4, 18, 28, 45, 17, 22, 30, 36, 23, 24, 17, 10, 13, 9, 38, 15, 10, 14, 22, 43, 27, 13, 24, 33, 16, 26, 34, 23, 30, 36, 37, 31, 49, 11, 45, 50, 6, 42, 15, 22, 9, 16, 38, 32, 8, 46, 42, 44, 45, 24, 0, 11, 15, 32, 32, 27, 41, 5, 10, 17, 27, 11, 31, 0, 18, 19, 7, 11, 10, 10, 21, 39, 44, 47, 15, 30, 21, 30, 30, 39, 8, 20, 14, 31, 45, 11, 36, 49, 40, 2, 41, 19, 37, 40, 33, 32, 43, 50, 45, 25, 41, 48, 24, 21, 27, 40, 27, 10, 20, 47]
[8, 37, 5, 34, 46, 0, 28, 4, 23, 2, 46, 18, 4, 19, 22, 12, 5, 10, 18, 15, 15, 28, 45, 1, 7, 10, 43, 17, 41, 24, 0, 2, 20, 47, 39, 26, 44, 31, 45, 46, 2, 27, 6, 2, 5, 4, 25, 1, 15, 7, 30, 22, 30, 30, 29, 48, 38, 46, 0, 40, 32, 26, 25, 33, 39, 46, 23, 33, 26, 23, 20, 13, 20, 25, 11, 35, 43, 1, 6, 10, 31, 22, 42, 1, 37, 14, 44, 29, 33, 48, 33, 0, 10, 43, 34, 27, 24, 11, 36, 44, 5, 34, 29, 7, 45, 18, 40, 9, 5, 44, 34, 15, 21, 12, 21, 44, 13, 8, 20, 12, 23, 4, 31, 36, 5, 11, 20, 22, 22, 39, 3, 18, 21, 0, 38, 47, 50, 27, 29, 31, 1, 40, 49, 27, 34, 21, 36]
