N1,N2,...,Nx
[12, 41, 28, 43, 42, 48, 50, 17, 43, 46, 16, 6, 9, 39, 21, 28, 14, 0, 37, 21, 47, 34, 16, 23, 1, 43, 24, 4, 8, 1, 47, 14, 41, 35, 48, 39, 7, 48, 37, 32, 11, 12, 27, 17, 2, 28, 31, 39, 8, 36, 35, 7, 9, 3]
[34, 35, 33, 3, 17, 16, 2, 49, 41, 0, 18, 4, 39, 48, 32, 15, 48, 37, 0, 45, 39, 45, 26, 27, 29, 41, 36, 37, 7, 45, 7, 8, 33, 2, 15, 28, 19, 37, 6, 35, 47, 23, 35, 4, 1, 15, 47, 21, 0, 41, 29, 16, 44, 2]
[25, 48, 4, 14, 22, 43, 5, 38, 26, 31, 30, 47, 13, 38, 29, 3, 11, 21, 45, 0, 6, 48, 12, 12, 23, 21, 4, 23, 36, 28, 42, 47, 1, 9, 29, 27, 42, 47, 0, 28, 44, 11, 20, 38, 6, 19, 34, 39, 7, 31, 32, 24, 33, 8]
[12, 6, 48, 44, 47, 48, 50, 4, 3, 7, 45, 23, 11, 23, 22, 28, 8, 47, 39, 6, 0, 25, 8, 28, 47, 36, 3, 6, 43, 28, 11, 27, 34, 29, 6, 7, 37, 30, 1, 49, 35, 46, 10, 11, 28, 40, 47, 31, 6, 19, 45, 9, 37, 10]
[33, 35, 26, 30, 12, 42, 23, 39, 18, 40, 37, 32, 33, 11, 15, 1, 18, 34, 45, 48, 25, 0, 13, 21, 23, 9, 48, 39, 33, 0, 20, 10, 40, 18, 4, 41, 35, 3, 35, 27, 49, 41, 35, 35, 29, 9, 24, 8, 37, 35, 37, 2, 43, 36]
[10, 39, 16, 39, 30, 0, 18, 38, 4, 11, 41, 27, 37, 12, 47, 6, 23, 16, 26, 12, 8, 13, 0, 9, 39, 0, 48, 0, 22, 35, 30, 33, 30, 45, 47, 43, 2, 18, 9, 20, 41, 47, 48, 34, 5, 46, 17, 27, 12, 48, 41, 2, 38, 31]
[31, 25, 47, 0, 42, 39, 50, 47, 33, 16, 47, 24, 28, 4, 10, 38, 44, 23, 27, 12, 28, 21, 9, 0, 19, 0, 9, 40, 31, 1, 44, 25, 46, 1, 15, 39, 21, 33, 37, 18, 3, 3, 5, 41, 21, 46, 2, 39, 2, 42, 18, 4, 35, 17]
[9, 45, 42, 37, 2, 40, 35, 35, 37, 41, 49, 29, 7, 19, 42, 13, 21, 1, 29, 23, 47, 23, 39, 19, 0, 7, 41, 16, 9, 32, 4, 36, 5, 19, 1, 20, 4, 33, 9, 7, 20, 12, 24, 16, 9, 3, 24, 26, 26, 17, 47, 5, 48, 3]
[1, 48, 31, 16, 12, 44, 44, 32, 45, 43, 41, 35, 30, 49, 34, 44, 34, 43, 41, 21, 36, 9, 0, 0, 7, 0, 50, 4, 0, 21, 50, 50, 25, 15, 32, 45, 26, 38, 41, 6, 5, 46, 48, 11, 25, 18, 44, 35, 35, 3, 41, 0, 42, 39]
[1, 17, 16, 12, 47, 35, 4, 21, 37, 37, 27, 38, 3, 33, 2, 29, 8, 24, 36, 4, 3, 48, 48, 9, 41, 50, 0, 37, 40, 12, 12, 1, 7, 15, 18, 20, 44, 8, 47, 0, 22, 25, 49, 12, 4, 47, 48, 22, 2, 12, 5, 40, 24, 17]
[39, 20, 30, 6, 20, 9, 16, 50, 38, 20, 21, 43, 20, 7, 28, 37, 7, 4, 37, 23, 6, 39, 0, 40, 16, 4, 37, 0, 45, 48, 45, 8, 24, 45, 23, 45, 5, 9, 23, 45, 10, 41, 24, 15, 0, 25, 26, 33, 37, 20, 45, 26, 23, 50]
[12, 17, 15, 13, 42, 17, 3, 1, 34, 12, 9, 6, 25, 41, 14, 44, 17, 8, 7, 36, 43, 33, 22, 31, 9, 0, 40, 45, 0, 28, 6, 41, 3, 0, 28, 49, 14, 40, 15, 0, 25, 33, 26, 26, 25, 32, 18, 34, 21, 22, 48, 37, 0, 33]
[16, 0, 10, 49, 48, 37, 17, 34, 45, 47, 41, 49, 25, 4, 1, 21, 47, 1, 45, 28, 28, 0, 35, 1, 32, 21, 12, 48, 28, 0, 28, 27, 12, 39, 11, 21, 32, 36, 18, 36, 21, 48, 43, 23, 7, 32, 1, 48, 33, 14, 1, 37, 5, 24]
[45, 44, 18, 28, 28, 40, 47, 34, 9, 16, 1, 36, 0, 10, 2, 19, 49, 47, 7, 42, 11, 20, 30, 44, 4, 50, 12, 45, 6, 28, 0, 18, 14, 33, 50, 15, 5, 39, 46, 4, 31, 41, 32, 33, 14, 26, 14, 28, 48, 47, 36, 29, 24, 46]
[36, 8, 38, 4, 23, 43, 26, 41, 20, 17, 32, 16, 25, 47, 16, 28, 23, 14, 8, 47, 27, 10, 33, 25, 36, 50, 1, 8, 41, 27, 18, 0, 28, 17, 2, 35, 18, 20, 39, 14, 42, 26, 32, 24, 1, 15, 13, 6, 20, 45, 2, 46, 49, 10]
[30, 20, 42, 34, 38, 6, 8, 12, 31, 1, 35, 35, 19, 41, 33, 47, 47, 41, 33, 1, 34, 40, 30, 46, 5, 25, 7, 24, 3, 12, 14, 28, 0, 36, 33, 3, 45, 21, 27, 34, 17, 20, 31, 30, 6, 39, 20, 0, 3, 44, 12, 31, 9, 36]
[47, 50, 43, 45, 42, 2, 24, 18, 26, 43, 10, 38, 7, 31, 36, 35, 48, 35, 2, 9, 29, 18, 45, 1, 19, 15, 15, 45, 0, 39, 33, 17, 36, 0, 45, 30, 35, 46, 24, 33, 4, 35, 22, 38, 50, 40, 46, 50, 28, 23, 36, 4, 4, 16]
[24, 41, 42, 6, 18, 24, 32, 18, 44, 11, 26, 35, 17, 41, 32, 48, 41, 48, 15, 29, 6, 4, 47, 15, 1, 32, 18, 23, 28, 11, 50, 2, 33, 45, 0, 5, 2, 9, 21, 30, 41, 32, 41, 18, 28, 18, 15, 24, 30, 11, 4, 23, 47, 43]
[17, 43, 13, 14, 16, 27, 7, 5, 0, 20, 45, 47, 43, 27, 15, 36, 35, 39, 28, 27, 7, 41, 43, 39, 20, 45, 20, 45, 49, 21, 15, 35, 3, 30, 5, 0, 48, 4, 47, 24, 4, 29, 0, 6, 47, 46, 18, 3, 35, 7, 43, 4, 46, 2]
[12, 15, 26, 0, 28, 42, 10, 30, 44, 13, 10, 2, 34, 38, 42, 46, 29, 7, 19, 42, 37, 35, 2, 21, 4, 26, 44, 5, 14, 32, 5, 18, 45, 35, 2, 48, 0, 50, 28, 47, 34, 9, 0, 23, 23, 36, 36, 28, 10, 44, 28, 43, 50, 3]
[39, 48, 39, 16, 6, 34, 2, 37, 44, 29, 6, 3, 1, 25, 39, 16, 20, 48, 37, 47, 30, 3, 18, 33, 33, 38, 8, 9, 40, 36, 39, 20, 21, 46, 9, 4, 50, 0, 14, 2, 49, 4, 41, 23, 22, 11, 13, 12, 32, 22, 44, 23, 23, 41]
[45, 34, 8, 24, 3, 29, 46, 19, 14, 32, 38, 21, 42, 24, 17, 15, 7, 37, 6, 0, 1, 35, 9, 37, 9, 41, 47, 23, 15, 18, 46, 39, 27, 24, 21, 47, 28, 14, 0, 38, 20, 0, 0, 13, 8, 49, 1, 47, 0, 11, 36, 9, 14, 11]
[28, 26, 26, 7, 23, 28, 39, 0, 35, 42, 31, 27, 10, 48, 21, 1, 13, 32, 35, 28, 49, 27, 20, 18, 7, 6, 0, 45, 0, 36, 4, 14, 34, 33, 30, 24, 47, 2, 38, 0, 9, 1, 50, 29, 17, 7, 23, 6, 45, 24, 15, 46, 8, 33]
[47, 2, 4, 20, 27, 14, 50, 48, 37, 31, 26, 42, 10, 32, 28, 9, 48, 11, 47, 44, 35, 49, 41, 3, 20, 5, 22, 10, 25, 21, 31, 42, 17, 4, 41, 4, 34, 49, 20, 9, 0, 47, 6, 38, 22, 40, 11, 46, 25, 48, 6, 40, 34, 48]
[21, 12, 24, 15, 50, 18, 50, 42, 28, 1, 27, 38, 19, 43, 11, 27, 17, 12, 23, 11, 46, 41, 47, 3, 12, 46, 25, 41, 33, 48, 41, 26, 20, 35, 32, 29, 9, 4, 0, 1, 47, 0, 13, 3, 48, 41, 30, 27, 9, 16, 38, 10, 28, 4]
[1, 36, 30, 35, 0, 21, 0, 13, 28, 48, 3, 12, 3, 35, 29, 50, 45, 27, 35, 20, 10, 35, 48, 5, 24, 48, 49, 24, 26, 43, 32, 32, 31, 22, 41, 0, 0, 41, 0, 50, 6, 13, 0, 41, 7, 3, 33, 8, 37, 18, 7, 37, 22, 15]
[32, 2, 29, 15, 16, 18, 4, 2, 37, 48, 23, 9, 1, 10, 20, 25, 18, 17, 4, 38, 11, 35, 34, 41, 16, 11, 12, 15, 26, 23, 33, 24, 30, 38, 18, 6, 23, 23, 13, 29, 38, 3, 41, 0, 12, 23, 35, 26, 40, 46, 18, 19, 23, 8]
[25, 18, 36, 30, 12, 19, 26, 16, 3, 8, 21, 18, 32, 35, 12, 8, 14, 2, 1, 6, 28, 29, 5, 21, 9, 25, 4, 0, 25, 7, 14, 1, 6, 50, 28, 47, 23, 22, 8, 17, 22, 48, 7, 12, 0, 2, 23, 35, 18, 32, 17, 12, 18, 14]
[44, 33, 20, 19, 11, 7, 31, 2, 45, 25, 21, 2, 13, 37, 45, 22, 34, 28, 15, 19, 40, 9, 46, 46, 3, 18, 47, 25, 32, 32, 26, 15, 39, 40, 18, 46, 36, 11, 49, 7, 40, 41, 3, 23, 2, 0, 19, 45, 50, 29, 10, 27, 46, 40]
[3, 47, 27, 33, 34, 11, 20, 24, 27, 15, 3, 7, 17, 14, 0, 32, 23, 31, 47, 34, 47, 24, 17, 2, 24, 44, 48, 26, 18, 1, 14, 13, 20, 46, 15, 18, 36, 13, 1, 23, 11, 30, 33, 35, 23, 19, 0, 6, 47, 23, 19, 14, 3, 45]
[49, 16, 10, 50, 17, 36, 46, 14, 17, 13, 22, 28, 44, 15, 22, 44, 31, 39, 21, 39, 31, 8, 27, 39, 26, 35, 22, 33, 34, 48, 28, 6, 0, 50, 24, 3, 28, 12, 47, 6, 46, 27, 8, 26, 35, 45, 6, 0, 50, 35, 23, 6, 34, 36]
[31, 7, 8, 39, 23, 50, 30, 6, 30, 27, 14, 38, 5, 3, 10, 27, 2, 8, 0, 7, 6, 37, 12, 2, 26, 35, 2, 37, 21, 33, 48, 20, 3, 28, 30, 35, 10, 32, 0, 45, 25, 9, 37, 40, 18, 50, 47, 50, 0, 4, 23, 17, 9, 46]
[49, 1, 23, 5, 17, 38, 22, 46, 16, 14, 2, 20, 43, 11, 39, 25, 4, 36, 41, 31, 19, 35, 48, 42, 17, 3, 12, 20, 22, 14, 47, 45, 44, 23, 11, 7, 44, 22, 11, 24, 48, 16, 18, 46, 32, 29, 23, 35, 4, 0, 41, 30, 42, 11]
[43, 19, 16, 49, 9, 25, 37, 34, 3, 1, 43, 49, 23, 42, 46, 30, 13, 35, 29, 32, 45, 37, 41, 18, 47, 41, 5, 45, 48, 1, 36, 2, 12, 36, 4, 43, 28, 44, 36, 15, 6, 38, 7, 18, 17, 10, 19, 23, 23, 41, 0, 27, 25, 13]
[48, 47, 7, 6, 30, 7, 12, 5, 0, 33, 7, 7, 14, 15, 39, 14, 39, 7, 16, 24, 9, 2, 2, 4, 5, 0, 40, 26, 37, 37, 29, 46, 31, 4, 23, 4, 43, 23, 9, 46, 40, 10, 37, 19, 12, 27, 14, 6, 17, 30, 27, 0, 17, 25]
[49, 14, 50, 43, 15, 10, 9, 47, 15, 7, 20, 29, 22, 23, 21, 7, 5, 9, 44, 33, 37, 43, 38, 35, 48, 42, 24, 23, 0, 5, 24, 49, 9, 4, 47, 46, 50, 23, 14, 8, 34, 28, 22, 23, 18, 46, 3, 34, 9, 42, 25, 17, 0, 10]
[37, 11, 2, 0, 32, 42, 10, 16, 5, 1, 50, 19, 4, 19, 11, 10, 12, 3, 2, 8, 10, 36, 31, 17, 3, 39, 17, 50, 33, 24, 46, 10, 36, 16, 43, 2, 3, 41, 11, 33, 48, 4, 15, 8, 14, 40, 45, 36, 46, 11, 13, 25, 10, 0]
