N1,N2,...,Nx
[24, 22, 10, 0, 35, 11, 43, 20, 34, 36, 0, 16, 28, 22, 7, 26, 49, 3, 25, 47, 5, 2, 16, 27, 20, 18, 45, 33, 28, 23, 5, 46, 18, 23, 27, 19, 1, 30, 14, 48, 45, 12, 1, 26, 30, 14, 5, 35, 48, 25, 5, 41, 4, 5, 0, 22, 42, 30, 36, 20, 19, 35, 11, 43, 45, 27, 0, 12, 35, 30, 6, 19, 20, 2, 44, 5, 17, 32, 39, 35, 40, 42, 46, 32, 49, 4, 25, 21, 6, 43, 37, 43, 47, 49, 42, 45, 47, 16, 38, 33, 6, 5, 6, 41, 45, 14, 30, 21, 39, 24, 2, 40, 30, 34, 28, 31, 29, 11, 30, 8, 16, 6, 6, 50, 23, 25, 39, 20, 28, 0, 35, 24, 6, 34, 14, 45, 29, 38, 20, 17, 25, 39, 30, 12, 19, 20, 37, 24, 8, 25, 49, 2, 7, 37, 25, 10, 47, 27, 44, 42, 14, 20, 32, 50, 12, 13, 6, 26, 36, 43, 13, 5, 24, 12, 41, 6, 21, 40, 30, 4, 36, 30, 42]
[28, 25, 6, 31, 1, 4, 30, 50, 42, 29, 16, 0, 49, 42, 31, 14, 4, 43, 5, 18, 13, 18, 50, 6, 50, 0, 22, 21, 31, 29, 35, 26, 49, 41, 24, 19, 50, 1, 8, 21, 46, 22, 9, 29, 31, 21, 21, 4, 12, 24, 24, 1, 0, 39, 46, 36, 30, 28, 14, 24, 39, 25, 3, 4, 23, 42, 4, 27, 9, 26, 42, 21, 12, 42, 6, 13, 40, 49, 11, 27, 36, 11, 1, 31, 15, 32, 39, 38, 13, 24, 6, 38, 19, 14, 43, 10, 17, 12, 11, 32, 27, 41, 43, 32, 43, 3, 18, 46, 14, 48, 14, 3, 41, 21, 22, 36, 12, 15, 0, 40, 32, 48, 28, 30, 15, 49, 22, 50, 10, 6, 42, 24, 24, 44, 24, 12, 41, 44, 4, 20, 45, 2, 19, 32, 9, 48, 5, 47, 9, 28, 50, 10, 29, 17, 34, 38, 27, 9, 10, 48, 33, 20, 7, 35, 30, 9, 46, 26, 37, 37, 19, 6, 44, 23, 17, 15, 36, 36, 8, 19, 45, 41, 33]
[4, 19, 20, 34, 39, 45, 34, 40, 23, 48, 28, 49, 0, 39, 12, 43, 24, 15, 49, 23, 37, 50, 3, 24, 20, 17, 1, 27, 49, 9, 22, 44, 22, 11, 19, 18, 34, 29, 17, 19, 35, 29, 45, 35, 10, 40, 11, 34, 29, 47, 49, 48, 16, 26, 38, 9, 34, 49, 36, 32, 21, 39, 25, 39, 4, 27, 14, 16, 34, 30, 39, 41, 2, 36, 15, 11, 36, 46, 34, 9, 30, 21, 40, 1, 10, 41, 21, 47, 36, 22, 17, 11, 41, 1, 2, 1, 34, 17, 3, 22, 29, 35, 6, 4, 12, 5, 19, 25, 1, 40, 2, 2, 31, 6, 6, 21, 38, 18, 37, 12, 17, 14, 17, 38, 4, 44, 33, 29, 31, 37, 22, 41, 29, 24, 37, 28, 24, 35, 5, 16, 12, 21, 40, 38, 2, 27, 41, 33, 37, 42, 45, 18, 8, 17, 26, 50, 0, 45, 10, 6, 13, 0, 25, 8, 45, 6, 8, 1, 47, 14, 32, 8, 32, 34, 21, 19, 48, 24, 21, 9, 18, 3, 3]
[10, 47, 15, 28, 44, 22, 27, 19, 29, 42, 22, 42, 39, 0, 16, 10, 0, 48, 0, 24, 18, 37, 2, 3, 9, 31, 18, 5, 16, 30, 27, 24, 11, 6, 44, 35, 18, 40, 38, 34, 30, 20, 4, 7, 8, 32, 45, 16, 11, 39, 37, 9, 26, 24, 46, 46, 50, 37, 28, 36, 7, 36, 10, 20, 15, 9, 9, 18, 25, 30, 29, 48, 48, 14, 37, 36, 7, 5, 36, 12, 44, 20, 7, 10, 16, 15, 49, 29, 0, 30, 5, 7, 2, 26, 49, 40, 8, 24, 21, 37, 11, 21, 6, 6, 14, 40, 43, 7, 14, 46, 36, 31, 3, 31, 43, 16, 20, 27, 31, 7, 0, 31, 2, 16, 22, 23, 44, 50, 15, 35, 24, 45, 2, 22, 27, 3, 41, 15, 5, 14, 28, 6, 40, 23, 33, 35, 8, 12, 27, 11, 24, 37, 43, 41, 32, 41, 43, 44, 40, 38, 2, 42, 8, 48, 45, 0, 2, 49, 4, 2, 17, 28, 8, 45, 26, 50, 2, 46, 13, 26, 22, 22, 12]
[13, 35, 25, 48, 2, 34, 14, 3, 27, 5, 7, 31, 12, 16, 0, 15, 35, 18, 15, 13, 41, 10, 35, 3, 15, 12, 3, 10, 20, 6, 47, 9, 38, 17, 39, 12, 33, 2, 12, 22, 19, 18, 26, 24, 4, 7, 24, 44, 5, 11, 29, 12, 23, 4, 15, 3, 15, 46, 20, 28, 21, 19, 2, 30, 33, 43, 47, 9, 46, 9, 46, 50, 43, 28, 6, 18, 5, 35, 33, 13, 46, 13, 27, 21, 15, 16, 3, 37, 50, 2, 47, 5, 34, 24, 44, 29, 43, 22, 29, 40, 35, 30, 9, 32, 12, 10, 22, 29, 34, 18, 9, 33, 6, 48, 32, 31, 17, 50, 49, 11, 16, 45, 39, 43, 44, 36, 48, 39, 29, 1, 25, 7, 5, 50, 43, 44, 4, 0, 15, 28, 25, 1, 22, 13, 7, 6, 35, 36, 16, 37, 35, 24, 4, 11, 19, 46, 8, 50, 0, 22, 13, 18, 3, 6, 26, 48, 38, 6, 23, 14, 1, 11, 49, 6, 28, 31, 20, 22, 11, 46, 19, 15, 47]
[35, 18, 10, 29, 10, 13, 0, 3, 39, 37, 26, 14, 43, 10, 15, 0, 24, 11, 0, 1, 27, 43, 0, 21, 23, 30, 42, 36, 27, 33, 45, 42, 34, 50, 28, 46, 26, 50, 0, 11, 35, 26, 31, 25, 12, 45, 39, 45, 36, 38, 13, 4, 28, 0, 27, 34, 0, 5, 20, 16, 7, 17, 49, 42, 33, 47, 47, 46, 18, 4, 26, 4, 14, 10, 0, 14, 50, 23, 1, 17, 33, 22, 25, 42, 35, 20, 8, 40, 37, 40, 27, 24, 15, 44, 32, 20, 4, 36, 7, 38, 3, 7, 3, 21, 7, 0, 45, 48, 5, 2, 5, 41, 8, 41, 15, 16, 50, 40, 13, 24, 21, 46, 44, 14, 8, 35, 46, 21, 13, 18, 21, 47, 5, 3, 26, 25, 21, 19, 36, 45, 8, 36, 37, 48, 46, 19, 23, 40, 32, 24, 42, 41, 46, 2, 34, 38, 48, 17, 50, 9, 32, 34, 35, 47, 7, 22, 50, 40, 12, 29, 38, 46, 38, 39, 3, 36, 45, 46, 35, 27, 3, 9, 15]
[9, 30, 24, 11, 18, 48, 16, 44, 48, 25, 49, 4, 24, 0, 35, 24, 0, 1, 13, 5, 25, 31, 40, 24, 31, 22, 9, 18, 4, 26, 6, 2, 44, 45, 41, 13, 4, 20, 2, 39, 48, 20, 24, 50, 10, 36, 10, 1, 48, 14, 17, 35, 37, 17, 32, 24, 30, 4, 8, 14, 13, 3, 41, 15, 5, 26, 22, 44, 9, 1, 40, 42, 37, 7, 50, 16, 13, 11, 6, 20, 14, 45, 28, 0, 50, 23, 49, 33, 19, 11, 15, 19, 9, 22, 18, 43, 39, 20, 36, 30, 6, 0, 38, 13, 20, 44, 7, 23, 35, 11, 50, 50, 47, 19, 7, 36, 50, 7, 31, 10, 48, 9, 47, 42, 41, 30, 34, 11, 29, 1, 27, 29, 13, 12, 20, 8, 15, 23, 15, 43, 35, 26, 33, 25, 17, 49, 39, 9, 17, 11, 34, 28, 22, 10, 8, 31, 13, 15, 18, 40, 23, 21, 0, 30, 32, 18, 25, 23, 24, 0, 29, 2, 40, 22, 29, 17, 3, 1, 47, 41, 38, 12, 22]
[4, 36, 2, 1, 29, 29, 11, 11, 30, 39, 3, 43, 15, 48, 18, 11, 1, 0, 12, 18, 31, 45, 17, 42, 43, 11, 5, 17, 18, 36, 46, 31, 42, 36, 19, 27, 19, 47, 11, 17, 2, 16, 21, 6, 0, 41, 42, 31, 13, 26, 24, 47, 23, 3, 48, 18, 31, 10, 46, 4, 44, 35, 8, 47, 48, 35, 46, 30, 46, 16, 28, 0, 14, 34, 27, 38, 34, 33, 10, 18, 32, 48, 38, 29, 35, 9, 36, 22, 16, 36, 36, 28, 34, 39, 6, 20, 49, 45, 34, 40, 33, 2, 38, 19, 22, 4, 26, 6, 26, 21, 13, 26, 25, 33, 0, 0, 23, 43, 11, 4, 14, 45, 12, 49, 45, 8, 39, 13, 50, 5, 18, 25, 6, 25, 10, 30, 2, 36, 1, 13, 34, 22, 21, 4, 40, 24, 19, 2, 7, 35, 38, 43, 45, 22, 50, 38, 0, 45, 25, 36, 42, 5, 18, 27, 43, 35, 7, 19, 19, 35, 32, 49, 10, 15, 5, 50, 33, 9, 30, 14, 16, 30, 43]
[43, 45, 17, 42, 26, 11, 7, 11, 47, 25, 25, 5, 49, 0, 15, 0, 13, 12, 0, 11, 46, 26, 47, 27, 13, 41, 39, 32, 17, 20, 7, 21, 34, 18, 50, 41, 5, 50, 22, 16, 9, 0, 3, 42, 8, 12, 39, 10, 16, 12, 46, 33, 49, 12, 24, 45, 6, 28, 46, 41, 16, 8, 3, 15, 46, 16, 2, 40, 35, 48, 44, 5, 48, 27, 10, 31, 28, 24, 24, 41, 12, 10, 6, 37, 33, 6, 14, 3, 6, 21, 42, 10, 44, 45, 23, 41, 40, 23, 6, 23, 20, 9, 49, 1, 21, 9, 42, 6, 1, 9, 0, 22, 29, 40, 48, 48, 4, 41, 5, 26, 0, 33, 15, 32, 11, 21, 49, 18, 25, 34, 41, 36, 22, 2, 39, 13, 44, 7, 27, 25, 19, 12, 41, 29, 17, 26, 4, 36, 47, 36, 15, 0, 38, 31, 28, 49, 48, 35, 49, 24, 45, 13, 3, 35, 40, 0, 24, 16, 18, 22, 30, 43, 13, 17, 41, 40, 43, 13, 26, 32, 7, 1, 1]
[49, 25, 17, 28, 40, 21, 7, 28, 23, 48, 47, 18, 23, 24, 13, 1, 5, 18, 11, 0, 46, 23, 21, 7, 21, 15, 15, 19, 43, 22, 30, 17, 43, 43, 34, 1, 41, 33, 45, 40, 14, 43, 24, 11, 2, 26, 36, 11, 33, 23, 27, 24, 18, 44, 35, 32, 17, 34, 2, 43, 12, 39, 21, 47, 36, 26, 50, 28, 49, 12, 29, 10, 39, 35, 0, 27, 7, 9, 1, 44, 9, 7, 47, 13, 6, 38, 32, 46, 49, 19, 38, 44, 32, 40, 25, 30, 5, 35, 8, 19, 17, 45, 6, 46, 7, 40, 9, 50, 13, 49, 3, 13, 27, 1, 10, 30, 7, 8, 2, 49, 0, 37, 39, 19, 15, 9, 4, 26, 17, 17, 3, 8, 16, 25, 34, 30, 32, 0, 5, 1, 27, 16, 31, 30, 39, 33, 40, 18, 28, 36, 33, 49, 45, 11, 10, 26, 30, 38, 11, 42, 32, 26, 22, 7, 26, 36, 33, 22, 12, 28, 40, 38, 9, 26, 22, 29, 50, 41, 45, 3, 18, 27, 24]
[49, 11, 36, 1, 32, 18, 5, 26, 32, 0, 5, 13, 37, 18, 41, 27, 25, 31, 46, 46, 0, 43, 37, 9, 38, 22, 34, 8, 43, 14, 28, 25, 20, 34, 8, 29, 44, 30, 19, 17, 13, 46, 10, 16, 4, 9, 18, 43, 50, 17, 10, 22, 21, 2, 9, 11, 13, 50, 23, 12, 16, 22, 27, 1, 1, 33, 29, 34, 30, 7, 31, 6, 14, 34, 21, 36, 7, 6, 42, 23, 32, 5, 6, 41, 43, 6, 36, 8, 42, 19, 0, 9, 6, 49, 25, 15, 30, 30, 5, 14, 42, 25, 18, 4, 50, 7, 15, 50, 11, 49, 36, 41, 46, 23, 15, 16, 12, 31, 38, 23, 37, 49, 4, 40, 22, 20, 3, 34, 19, 7, 2, 9, 50, 13, 19, 32, 19, 7, 25, 31, 30, 14, 1, 2, 19, 20, 11, 2, 9, 4, 41, 4, 41, 34, 15, 9, 24, 28, 26, 19, 45, 35, 1, 5, 37, 1, 18, 28, 19, 14, 20, 21, 5, 17, 39, 12, 32, 31, 19, 25, 25, 34, 37]
[45, 9, 27, 41, 33, 8, 35, 16, 21, 30, 2, 18, 50, 37, 10, 43, 31, 45, 26, 23, 43, 0, 23, 43, 33, 21, 24, 15, 33, 35, 26, 41, 10, 41, 4, 41, 6, 44, 17, 50, 5, 50, 5, 35, 44, 3, 11, 12, 1, 26, 44, 35, 44, 38, 0, 28, 27, 8, 29, 30, 13, 35, 5, 17, 49, 31, 11, 46, 48, 2, 5, 30, 23, 31, 35, 15, 0, 10, 20, 8, 22, 42, 1, 19, 44, 20, 21, 24, 21, 6, 28, 3, 7, 47, 6, 2, 12, 8, 4, 13, 38, 46, 1, 29, 12, 34, 15, 46, 4, 45, 35, 25, 41, 4, 38, 24, 28, 48, 35, 44, 21, 16, 18, 45, 8, 27, 17, 35, 32, 13, 13, 4, 5, 28, 39, 27, 15, 48, 42, 42, 14, 35, 37, 49, 48, 21, 19, 22, 19, 8, 6, 21, 24, 28, 2, 12, 2, 40, 39, 47, 8, 8, 25, 12, 26, 43, 12, 2, 49, 15, 19, 11, 38, 6, 5, 0, 36, 38, 35, 23, 48, 14, 9]
[15, 28, 6, 23, 0, 2, 20, 11, 48, 18, 16, 50, 3, 2, 35, 0, 40, 17, 47, 21, 37, 23, 0, 37, 34, 32, 23, 25, 26, 20, 29, 23, 48, 35, 28, 15, 12, 6, 20, 8, 42, 46, 15, 43, 0, 19, 20, 37, 23, 1, 40, 32, 11, 28, 27, 39, 16, 6, 30, 6, 36, 23, 30, 0, 2, 21, 34, 1, 0, 22, 32, 18, 30, 7, 0, 14, 9, 33, 15, 5, 25, 2, 12, 7, 28, 49, 17, 32, 37, 25, 33, 27, 9, 19, 19, 43, 25, 50, 17, 5, 38, 41, 47, 11, 6, 3, 37, 43, 23, 13, 8, 35, 46, 37, 18, 22, 37, 49, 33, 2, 42, 16, 10, 35, 16, 3, 13, 42, 31, 21, 30, 11, 38, 2, 20, 20, 26, 14, 8, 13, 6, 2, 14, 17, 5, 20, 24, 33, 35, 30, 4, 46, 24, 7, 13, 38, 26, 31, 18, 4, 19, 6, 45, 15, 7, 9, 45, 11, 41, 42, 32, 49, 13, 3, 28, 10, 16, 4, 13, 17, 11, 47, 25]
[21, 3, 44, 1, 19, 35, 23, 20, 11, 33, 27, 6, 24, 3, 3, 21, 24, 42, 27, 7, 9, 43, 37, 0, 20, 1, 47, 18, 16, 3, 15, 15, 41, 28, 25, 48, 45, 14, 39, 30, 20, 28, 40, 48, 43, 9, 29, 42, 24, 31, 30, 43, 49, 21, 6, 41, 8, 31, 6, 42, 40, 29, 41, 10, 22, 18, 5, 43, 44, 3, 15, 41, 28, 25, 1, 23, 28, 5, 8, 32, 35, 27, 11, 36, 35, 42, 6, 33, 23, 40, 36, 26, 18, 31, 27, 17, 21, 21, 31, 26, 18, 14, 11, 40, 28, 34, 38, 23, 4, 11, 8, 37, 4, 17, 35, 26, 47, 36, 31, 5, 12, 13, 44, 30, 43, 18, 34, 20, 13, 31, 26, 28, 44, 50, 42, 23, 43, 29, 13, 23, 43, 14, 10, 20, 30, 11, 36, 6, 20, 39, 44, 17, 47, 10, 17, 2, 43, 28, 14, 19, 20, 25, 41, 5, 20, 35, 50, 47, 44, 21, 8, 10, 43, 19, 17, 39, 16, 12, 9, 43, 7, 20, 27]
[36, 32, 33, 16, 12, 39, 3, 40, 39, 4, 20, 50, 20, 9, 15, 23, 31, 43, 13, 21, 38, 33, 34, 20, 0, 35, 30, 41, 2, 32, 48, 50, 10, 27, 11, 26, 19, 37, 23, 20, 33, 26, 4, 20, 26, 6, 1, 9, 33, 42, 39, 28, 25, 35, 40, 23, 1, 13, 7, 11, 2, 22, 1, 31, 11, 5, 21, 5, 46, 2, 27, 17, 33, 30, 26, 23, 44, 14, 33, 10, 42, 49, 23, 32, 16, 29, 46, 41, 39, 24, 19, 38, 42, 21, 40, 18, 47, 19, 15, 5, 30, 42, 8, 6, 7, 49, 21, 10, 14, 50, 4, 3, 23, 21, 29, 22, 20, 23, 16, 23, 34, 31, 26, 27, 44, 16, 44, 34, 40, 23, 3, 40, 24, 38, 19, 0, 38, 48, 22, 16, 29, 13, 27, 1, 7, 37, 13, 4, 33, 14, 50, 44, 47, 42, 46, 23, 5, 36, 36, 12, 18, 17, 22, 29, 26, 40, 42, 25, 16, 5, 1, 6, 27, 25, 29, 23, 41, 11, 10, 33, 4, 16, 50]
