N1,N2,...,Nx
[16, 40, 23, 23, 2, 35, 7, 45, 47, 12, 42, 34, 20, 30, 12, 41, 8, 28, 18, 0, 41, 27, 8, 7, 32, 11, 43, 3, 15, 5, 20, 29, 9, 48, 0, 38, 48, 10, 47, 5, 38, 28, 33, 4, 24, 12, 27, 32, 22, 1, 36, 50, 27, 38, 33, 1, 39, 9, 33, 5, 46, 30, 24, 9, 20, 47, 5, 30, 9, 6, 36, 2, 13, 32, 29, 4, 43, 16, 25, 49, 43, 46, 44, 16, 11, 12, 49, 23, 12, 27, 40, 30, 0, 38, 25, 17, 50, 44, 41, 8]
[49, 28, 4, 32, 28, 43, 0, 19, 20, 34, 3, 27, 5, 9, 17, 35, 19, 29, 5, 41, 0, 3, 26, 22, 3, 35, 0, 4, 29, 7, 2, 28, 20, 28, 16, 42, 27, 31, 15, 19, 32, 9, 32, 16, 38, 23, 43, 27, 18, 31, 1, 18, 50, 36, 40, 35, 23, 33, 25, 12, 8, 47, 49, 31, 13, 24, 18, 2, 30, 12, 44, 45, 26, 15, 0, 45, 3, 45, 23, 24, 31, 2, 36, 37, 13, 33, 4, 9, 46, 15, 49, 19, 15, 38, 42, 14, 38, 2, 44, 2]
[14, 28, 19, 34, 20, 5, 49, 49, 6, 14, 4, 24, 43, 0, 4, 47, 33, 35, 50, 27, 3, 0, 5, 9, 48, 35, 49, 47, 4, 40, 39, 43, 4, 41, 5, 34, 23, 11, 36, 46, 26, 5, 9, 15, 42, 13, 33, 2, 0, 35, 35, 16, 39, 42, 36, 21, 41, 23, 29, 14, 25, 23, 14, 6, 35, 2, 6, 23, 4, 1, 50, 40, 34, 32, 31, 22, 26, 34, 31, 50, 27, 27, 50, 50, 4, 9, 44, 2, 17, 37, 41, 13, 39, 33, 2, 30, 26, 6, 44, 19]
[10, 30, 4, 6, 9, 15, 20, 0, 44, 12, 3, 47, 33, 25, 21, 12, 40, 36, 16, 8, 26, 5, 0, 26, 12, 9, 11, 41, 46, 49, 30, 7, 37, 16, 46, 37, 32, 45, 0, 15, 28, 42, 10, 27, 48, 29, 10, 40, 28, 33, 11, 40, 13, 39, 5, 41, 42, 14, 40, 15, 9, 13, 42, 26, 46, 15, 29, 45, 6, 44, 30, 27, 12, 43, 21, 7, 45, 7, 24, 5, 3, 2, 6, 43, 31, 33, 7, 18, 26, 9, 32, 42, 18, 3, 36, 45, 49, 17, 27, 26]
[9, 13, 4, 8, 15, 38, 35, 3, 4, 22, 5, 40, 39, 49, 1, 19, 49, 29, 1, 7, 22, 9, 26, 0, 22, 18, 17, 44, 9, 34, 38, 39, 21, 35, 2, 20, 39, 26, 41, 11, 17, 19, 21, 23, 19, 14, 43, 38, 13, 18, 2, 15, 4, 10, 50, 48, 8, 33, 32, 35, 21, 7, 12, 4, 1, 11, 15, 37, 43, 9, 15, 7, 4, 6, 0, 1, 46, 21, 16, 49, 0, 11, 33, 9, 4, 34, 42, 20, 31, 6, 14, 26, 5, 44, 11, 38, 8, 17, 26, 27]
[45, 1, 33, 11, 31, 25, 7, 10, 1, 12, 2, 12, 27, 7, 13, 19, 33, 14, 23, 32, 3, 48, 12, 22, 0, 14, 44, 17, 5, 40, 15, 34, 40, 30, 3, 31, 7, 39, 32, 19, 4, 25, 14, 10, 41, 23, 46, 37, 20, 41, 28, 43, 9, 14, 8, 19, 27, 6, 12, 2, 28, 38, 34, 48, 25, 22, 33, 34, 47, 22, 21, 19, 49, 21, 17, 33, 38, 45, 43, 37, 28, 15, 23, 38, 9, 41, 41, 25, 43, 45, 4, 25, 33, 32, 9, 3, 31, 22, 31, 24]
[3, 24, 41, 17, 32, 39, 36, 44, 30, 21, 19, 19, 27, 5, 15, 22, 19, 13, 29, 11, 35, 35, 9, 18, 14, 0, 24, 0, 5, 9, 27, 46, 50, 12, 28, 41, 5, 47, 32, 11, 46, 49, 18, 2, 22, 14, 20, 20, 45, 46, 29, 10, 0, 48, 42, 38, 33, 18, 37, 24, 14, 6, 2, 39, 8, 30, 23, 25, 40, 46, 32, 44, 8, 12, 25, 30, 9, 30, 48, 1, 15, 48, 15, 29, 43, 21, 2, 12, 26, 17, 43, 15, 32, 26, 21, 47, 8, 6, 41, 47]
[6, 10, 35, 14, 24, 42, 43, 9, 36, 1, 32, 19, 42, 46, 38, 15, 9, 32, 26, 43, 0, 49, 11, 17, 44, 24, 0, 16, 32, 22, 7, 44, 21, 31, 24, 48, 38, 31, 30, 35, 47, 43, 16, 49, 29, 47, 5, 49, 24, 49, 1, 5, 49, 32, 29, 43, 30, 2, 5, 50, 38, 36, 24, 1, 24, 14, 46, 9, 47, 6, 5, 45, 16, 7, 21, 6, 30, 4, 26, 11, 11, 48, 5, 40, 23, 4, 33, 35, 17, 32, 40, 2, 26, 19, 13, 7, 43, 48, 0, 26]
[49, 39, 45, 34, 42, 12, 33, 36, 14, 32, 28, 29, 27, 22, 48, 38, 28, 9, 42, 3, 4, 47, 41, 44, 17, 0, 16, 0, 17, 21, 0, 9, 49, 50, 3, 1, 11, 50, 33, 14, 26, 44, 8, 36, 14, 18, 39, 45, 9, 28, 15, 44, 40, 14, 50, 36, 0, 41, 45, 36, 40, 20, 43, 26, 22, 44, 37, 37, 48, 7, 31, 10, 20, 46, 29, 30, 24, 29, 32, 22, 14, 47, 28, 36, 34, 21, 41, 15, 37, 31, 12, 21, 12, 18, 33, 21, 37, 48, 23, 50]
[3, 11, 8, 49, 32, 30, 45, 43, 49, 23, 21, 10, 43, 37, 21, 3, 16, 33, 23, 15, 29, 4, 46, 9, 5, 5, 32, 17, 0, 33, 50, 35, 14, 43, 17, 45, 27, 44, 38, 43, 49, 37, 41, 45, 19, 34, 1, 19, 15, 29, 29, 33, 5, 33, 34, 32, 33, 19, 16, 18, 42, 2, 21, 32, 10, 35, 24, 35, 36, 29, 4, 46, 44, 4, 13, 2, 27, 33, 24, 25, 5, 12, 16, 0, 17, 45, 20, 20, 43, 9, 37, 21, 6, 41, 50, 26, 1, 4, 40, 46]
[29, 21, 45, 32, 8, 31, 26, 47, 16, 37, 22, 7, 29, 40, 41, 37, 1, 21, 7, 5, 7, 40, 49, 34, 40, 9, 22, 21, 33, 0, 0, 33, 47, 26, 4, 4, 27, 35, 16, 42, 19, 14, 27, 22, 44, 32, 28, 0, 2, 3, 33, 31, 26, 27, 34, 35, 45, 44, 7, 18, 1, 45, 34, 9, 11, 7, 7, 31, 15, 35, 42, 31, 0, 2, 10, 4, 26, 47, 44, 41, 4, 6, 43, 16, 4, 17, 21, 14, 21, 48, 13, 7, 45, 17, 13, 6, 39, 23, 44, 44]
[36, 27, 31, 17, 4, 22, 26, 39, 15, 43, 49, 12, 34, 43, 26, 21, 29, 22, 13, 20, 2, 39, 30, 38, 15, 27, 7, 0, 50, 0, 0, 41, 16, 14, 4, 35, 46, 33, 43, 1, 0, 43, 46, 7, 8, 14, 38, 0, 29, 18, 3, 20, 41, 43, 17, 41, 45, 40, 17, 10, 14, 17, 38, 8, 17, 34, 5, 9, 16, 16, 29, 24, 35, 40, 17, 48, 12, 8, 2, 12, 30, 29, 29, 27, 22, 30, 10, 3, 20, 11, 7, 17, 11, 20, 11, 4, 35, 29, 49, 17]
[47, 18, 34, 23, 34, 3, 13, 16, 9, 28, 30, 15, 26, 39, 9, 25, 25, 50, 46, 29, 28, 43, 7, 39, 34, 46, 44, 9, 35, 33, 41, 0, 12, 9, 43, 47, 27, 1, 5, 34, 30, 38, 19, 2, 1, 23, 37, 34, 26, 44, 5, 23, 18, 48, 27, 27, 17, 36, 41, 39, 31, 13, 50, 29, 42, 50, 29, 49, 7, 37, 1, 43, 33, 41, 2, 14, 14, 23, 42, 50, 15, 34, 30, 50, 31, 41, 7, 1, 14, 21, 28, 9, 23, 40, 15, 47, 26, 24, 39, 34]
[19, 29, 30, 45, 16, 36, 2, 24, 25, 1, 1, 45, 6, 8, 41, 34, 13, 6, 6, 9, 20, 4, 37, 21, 40, 50, 21, 49, 14, 47, 16, 12, 0, 20, 47, 31, 38, 22, 31, 50, 11, 23, 8, 6, 7, 23, 40, 42, 36, 39, 7, 3, 25, 23, 49, 11, 28, 6, 3, 45, 40, 19, 16, 13, 49, 24, 35, 42, 23, 33, 48, 18, 41, 19, 29, 35, 39, 32, 4, 4, 36, 44, 35, 33, 33, 39, 26, 12, 31, 30, 31, 14, 38, 34, 34, 13, 34, 43, 23, 36]
[27, 29, 5, 17, 23, 24, 50, 25, 5, 27, 28, 28, 22, 40, 47, 18, 24, 43, 50, 48, 28, 41, 16, 35, 30, 12, 31, 50, 43, 26, 14, 9, 20, 0, 7, 8, 26, 13, 4, 42, 13, 28, 17, 14, 0, 8, 37, 47, 34, 3, 11, 4, 5, 15, 24, 22, 33, 19, 44, 1, 48, 27, 9, 30, 29, 21, 49, 30, 41, 4, 46, 34, 16, 33, 23, 24, 43, 46, 38, 17, 3, 43, 42, 3, 48, 30, 34, 12, 12, 8, 37, 48, 4, 8, 37, 45, 6, 7, 46, 1]
[47, 26, 28, 16, 33, 25, 26, 28, 45, 44, 41, 2, 0, 49, 8, 35, 19, 36, 19, 0, 16, 5, 46, 2, 3, 28, 24, 3, 17, 4, 4, 43, 47, 7, 0, 43, 45, 38, 0, 17, 31, 15, 22, 48, 28, 16, 30, 4, 12, 49, 37, 2, 31, 24, 28, 23, 22, 12, 24, 45, 13, 25, 37, 13, 13, 8, 26, 29, 45, 18, 10, 46, 38, 2, 7, 34, 23, 10, 16, 24, 48, 45, 19, 2, 25, 24, 17, 45, 42, 28, 24, 28, 3, 38, 38, 14, 17, 8, 46, 1]
[28, 46, 19, 31, 25, 44, 20, 30, 1, 30, 8, 5, 35, 19, 24, 0, 6, 24, 19, 38, 42, 34, 37, 20, 31, 41, 48, 1, 45, 4, 35, 47, 31, 8, 43, 0, 26, 25, 33, 37, 34, 39, 6, 37, 31, 27, 26, 2, 45, 11, 21, 35, 8, 45, 30, 27, 4, 2, 24, 37, 38, 1, 5, 13, 7, 21, 19, 5, 20, 36, 18, 27, 39, 14, 34, 37, 49, 3, 40, 2, 34, 28, 36, 6, 19, 39, 15, 39, 38, 30, 3, 35, 35, 3, 11, 20, 34, 32, 42, 11]
[3, 27, 10, 7, 21, 7, 39, 35, 40, 5, 11, 27, 46, 39, 35, 13, 31, 2, 3, 48, 27, 23, 32, 39, 7, 5, 38, 11, 27, 27, 46, 27, 38, 26, 45, 26, 0, 7, 35, 22, 32, 20, 16, 33, 21, 4, 8, 36, 20, 20, 23, 7, 2, 11, 45, 37, 18, 23, 28, 6, 4, 50, 32, 42, 0, 10, 3, 10, 40, 32, 44, 37, 16, 2, 3, 31, 17, 11, 6, 7, 33, 0, 22, 43, 12, 45, 7, 39, 33, 43, 9, 42, 23, 3, 44, 24, 49, 4, 9, 21]
[30, 29, 20, 37, 35, 40, 27, 19, 23, 11, 18, 28, 11, 30, 40, 44, 29, 11, 35, 10, 31, 11, 45, 26, 39, 47, 31, 50, 44, 35, 33, 1, 22, 13, 38, 25, 7, 0, 10, 25, 0, 33, 24, 43, 32, 32, 30, 42, 43, 38, 10, 9, 27, 25, 31, 37, 2, 9, 9, 50, 1, 30, 39, 28, 9, 30, 45, 24, 45, 50, 30, 26, 47, 8, 26, 28, 26, 12, 15, 24, 31, 40, 30, 15, 13, 12, 4, 24, 10, 44, 37, 25, 48, 39, 24, 38, 11, 34, 21, 48]
[18, 6, 40, 27, 42, 28, 13, 16, 42, 50, 46, 47, 30, 1, 9, 38, 38, 37, 25, 47, 15, 36, 0, 41, 32, 32, 30, 33, 38, 16, 43, 5, 31, 4, 0, 33, 35, 10, 0, 34, 5, 31, 6, 0, 23, 49, 8, 9, 37, 20, 46, 50, 49, 50, 5, 24, 48, 45, 37, 21, 13, 12, 26, 32, 0, 40, 0, 33, 47, 1, 47, 15, 4, 15, 41, 32, 25, 23, 7, 24, 32, 39, 35, 47, 0, 39, 8, 50, 23, 38, 47, 20, 15, 46, 18, 38, 29, 43, 13, 2]
[39, 30, 13, 41, 32, 27, 23, 45, 37, 0, 27, 21, 15, 14, 23, 2, 32, 17, 13, 5, 19, 46, 15, 11, 19, 11, 35, 14, 43, 42, 1, 34, 50, 42, 17, 37, 22, 25, 34, 0, 46, 37, 20, 22, 14, 18, 0, 46, 22, 16, 11, 45, 17, 31, 26, 44, 36, 24, 13, 12, 6, 16, 41, 28, 19, 7, 44, 15, 4, 42, 47, 13, 21, 50, 0, 24, 3, 50, 42, 31, 22, 2, 30, 5, 46, 16, 35, 0, 32, 37, 26, 2, 50, 47, 3, 0, 50, 33, 32, 46]
[48, 44, 11, 10, 21, 12, 31, 41, 20, 42, 23, 43, 44, 16, 21, 41, 50, 41, 27, 38, 32, 26, 28, 17, 4, 46, 47, 26, 49, 19, 0, 30, 11, 13, 31, 34, 32, 0, 5, 46, 0, 17, 4, 23, 19, 43, 36, 7, 42, 20, 18, 43, 19, 28, 28, 29, 49, 30, 6, 19, 37, 18, 30, 13, 4, 43, 40, 38, 10, 48, 28, 8, 20, 22, 13, 5, 3, 14, 12, 31, 33, 13, 49, 0, 10, 42, 19, 13, 41, 40, 47, 23, 48, 22, 11, 34, 16, 50, 36, 31]
[41, 9, 12, 30, 44, 47, 8, 36, 38, 44, 1, 11, 19, 40, 10, 47, 50, 32, 13, 28, 9, 5, 42, 19, 25, 49, 43, 44, 37, 14, 43, 38, 23, 28, 15, 39, 20, 33, 31, 37, 17, 0, 23, 44, 21, 11, 31, 3, 4, 39, 6, 38, 12, 10, 0, 47, 24, 21, 1, 16, 32, 19, 20, 29, 50, 38, 27, 42, 15, 29, 22, 5, 8, 49, 8, 24, 2, 13, 21, 27, 6, 2, 47, 20, 14, 17, 13, 14, 30, 49, 3, 31, 47, 32, 36, 26, 25, 21, 42, 33]
[24, 19, 23, 10, 6, 4, 5, 5, 15, 22, 1, 14, 9, 37, 13, 0, 46, 40, 9, 33, 32, 9, 10, 21, 14, 18, 16, 8, 41, 27, 46, 19, 8, 17, 22, 6, 16, 24, 6, 20, 4, 23, 0, 8, 12, 44, 46, 45, 0, 8, 8, 39, 16, 27, 2, 42, 13, 16, 33, 47, 7, 46, 0, 20, 38, 23, 38, 22, 8, 31, 1, 6, 12, 12, 41, 4, 21, 41, 9, 2, 14, 13, 5, 25, 16, 10, 33, 6, 7, 5, 39, 37, 44, 26, 47, 47, 42, 42, 48, 47]
[25, 15, 30, 11, 49, 34, 40, 26, 7, 37, 4, 45, 7, 43, 31, 25, 32, 42, 24, 4, 16, 15, 27, 23, 10, 2, 49, 36, 45, 22, 7, 2, 6, 14, 48, 37, 33, 43, 0, 22, 23, 44, 8, 0, 2, 1, 26, 0, 22, 44, 36, 25, 45, 40, 19, 6, 32, 21, 22, 24, 22, 31, 24, 10, 45, 47, 4, 36, 16, 4, 25, 7, 31, 43, 34, 9, 24, 29, 44, 5, 31, 37, 11, 19, 33, 30, 32, 19, 43, 38, 2, 20, 42, 47, 28, 27, 11, 5, 3, 4]
[24, 21, 2, 26, 0, 49, 48, 31, 46, 33, 6, 45, 49, 40, 15, 11, 5, 47, 5, 24, 38, 42, 48, 19, 41, 22, 29, 14, 19, 44, 8, 1, 7, 0, 28, 31, 21, 32, 23, 14, 19, 21, 12, 2, 0, 6, 12, 21, 19, 10, 31, 39, 23, 12, 12, 34, 32, 10, 45, 31, 47, 2, 41, 45, 9, 17, 33, 46, 45, 19, 23, 20, 21, 10, 1, 2, 25, 37, 27, 31, 30, 32, 43, 11, 23, 25, 5, 8, 11, 49, 19, 12, 38, 21, 23, 42, 46, 39, 22, 14]
[23, 40, 4, 10, 17, 37, 17, 40, 44, 33, 24, 37, 13, 15, 18, 15, 4, 2, 26, 12, 23, 13, 29, 14, 23, 14, 47, 18, 34, 32, 14, 23, 23, 8, 16, 27, 4, 32, 49, 18, 43, 11, 44, 1, 6, 0, 21, 42, 4, 29, 11, 37, 2, 31, 7, 31, 36, 8, 41, 7, 32, 34, 0, 40, 28, 35, 1, 25, 16, 50, 48, 12, 7, 10, 30, 42, 15, 32, 48, 26, 27, 23, 49, 46, 23, 5, 45, 40, 15, 9, 6, 3, 44, 14, 7, 4, 47, 29, 22, 6]
