N1,N2,...,Nx
[9, 25, 41, 30, 17, 8, 47, 4, 9, 37, 0, 10, 2, 6, 10, 29, 47, 44, 27, 22, 44, 29, 4, 18, 9, 39, 28, 22, 28, 14, 30, 40, 9, 49, 38, 7, 44, 14, 44, 25, 1, 1, 35, 34, 29, 7, 30, 18, 47, 5, 5, 8, 39, 13, 14, 33, 40, 4, 49, 17, 26, 36, 19, 29, 49, 50, 48, 5, 42, 24, 15, 29, 10, 23, 43, 47, 0, 11, 23, 41, 28, 25, 31, 28, 42, 16, 26, 11, 36, 22, 29, 50]
[3, 10, 21, 19, 27, 50, 18, 41, 38, 42, 10, 0, 6, 24, 24, 45, 45, 10, 8, 13, 37, 34, 19, 28, 13, 2, 25, 47, 2, 31, 22, 10, 18, 8, 17, 48, 24, 36, 22, 35, 43, 16, 1, 24, 42, 41, 12, 11, 25, 3, 3, 8, 11, 48, 18, 15, 49, 31, 0, 4, 17, 40, 16, 24, 9, 34, 47, 11, 0, 38, 12, 44, 12, 16, 47, 49, 18, 22, 2, 10, 38, 3, 30, 29, 22, 7, 47, 47, 39, 16, 24, 14]
[24, 24, 14, 22, 17, 38, 38, 22, 31, 18, 2, 6, 0, 21, 23, 1, 6, 6, 4, 49, 20, 37, 8, 0, 40, 39, 16, 17, 8, 28, 11, 0, 3, 32, 13, 48, 24, 45, 17, 7, 39, 35, 39, 27, 7, 32, 15, 0, 28, 46, 20, 42, 10, 10, 18, 15, 37, 33, 21, 27, 42, 29, 32, 19, 4, 41, 47, 14, 27, 28, 43, 47, 3, 34, 21, 36, 1, 2, 0, 18, 30, 32, 8, 49, 50, 20, 30, 45, 41, 27, 22, 28]
[25, 25, 17, 37, 16, 36, 1, 0, 30, 20, 6, 24, 21, 0, 41, 22, 13, 26, 26, 14, 25, 23, 24, 42, 4, 12, 11, 26, 17, 7, 38, 17, 7, 4, 8, 41, 36, 46, 35, 32, 50, 25, 40, 50, 44, 36, 9, 5, 1, 22, 9, 47, 14, 44, 47, 45, 29, 14, 30, 22, 28, 14, 20, 25, 3, 40, 36, 8, 38, 0, 36, 36, 28, 16, 49, 42, 1, 39, 25, 36, 5, 45, 15, 22, 31, 28, 8, 25, 10, 35, 3, 5]
[26, 48, 50, 49, 26, 29, 23, 48, 13, 23, 10, 24, 23, 41, 0, 23, 7, 28, 40, 40, 27, 14, 49, 31, 4, 23, 43, 14, 29, 14, 20, 5, 15, 35, 48, 12, 27, 2, 45, 0, 34, 19, 21, 20, 36, 36, 3, 10, 7, 35, 31, 18, 48, 30, 3, 38, 28, 33, 3, 7, 10, 11, 38, 49, 31, 33, 20, 23, 38, 41, 34, 35, 5, 6, 14, 24, 40, 0, 5, 16, 39, 42, 3, 46, 27, 3, 4, 46, 46, 4, 34, 22]
[45, 5, 3, 23, 50, 37, 30, 14, 26, 32, 29, 45, 1, 22, 23, 0, 18, 24, 31, 22, 0, 38, 26, 0, 45, 1, 29, 42, 25, 26, 17, 50, 37, 3, 42, 7, 30, 13, 25, 35, 11, 23, 19, 39, 45, 20, 7, 44, 18, 37, 22, 13, 13, 42, 28, 6, 26, 8, 8, 8, 15, 44, 10, 31, 33, 37, 8, 32, 38, 36, 19, 43, 39, 45, 36, 14, 33, 21, 45, 42, 14, 12, 22, 10, 8, 40, 0, 24, 29, 28, 1, 47]
[36, 1, 38, 5, 3, 34, 7, 1, 25, 8, 47, 45, 6, 13, 7, 18, 0, 20, 8, 47, 35, 3, 3, 23, 7, 44, 47, 32, 47, 36, 1, 38, 22, 45, 3, 2, 46, 38, 18, 38, 21, 1, 1, 14, 23, 33, 25, 16, 2, 43, 25, 45, 26, 0, 32, 44, 18, 14, 22, 21, 1, 44, 46, 31, 35, 37, 41, 6, 43, 33, 19, 5, 44, 15, 5, 41, 11, 29, 46, 0, 12, 37, 36, 37, 44, 41, 20, 14, 0, 50, 46, 20]
[32, 31, 32, 47, 3, 22, 30, 29, 24, 17, 44, 10, 6, 26, 28, 24, 20, 0, 24, 15, 32, 2, 12, 42, 47, 25, 23, 49, 40, 15, 9, 25, 7, 11, 41, 47, 31, 35, 30, 47, 43, 36, 36, 6, 9, 6, 33, 7, 13, 12, 26, 42, 19, 13, 13, 14, 3, 6, 17, 9, 38, 3, 38, 39, 32, 15, 5, 46, 16, 27, 24, 42, 38, 6, 8, 19, 23, 48, 34, 33, 22, 15, 6, 21, 11, 26, 20, 31, 20, 27, 40, 23]
[11, 3, 31, 15, 12, 17, 5, 2, 9, 35, 27, 8, 4, 26, 40, 31, 8, 24, 0, 19, 35, 18, 9, 0, 22, 0, 28, 36, 10, 20, 33, 12, 3, 38, 8, 49, 11, 19, 37, 44, 39, 32, 2, 29, 45, 40, 33, 32, 40, 21, 23, 36, 4, 21, 46, 9, 49, 50, 49, 18, 47, 24, 6, 47, 2, 46, 16, 27, 7, 46, 27, 4, 19, 12, 11, 38, 29, 6, 40, 1, 26, 50, 17, 15, 30, 41, 0, 31, 41, 24, 44, 17]
[2, 23, 30, 16, 33, 44, 15, 2, 11, 0, 22, 13, 49, 14, 40, 22, 47, 15, 19, 0, 15, 7, 42, 7, 35, 6, 2, 28, 36, 3, 17, 30, 46, 1, 19, 43, 39, 3, 22, 16, 26, 38, 37, 48, 42, 23, 3, 26, 0, 33, 43, 31, 18, 27, 37, 36, 13, 1, 6, 26, 42, 36, 45, 39, 7, 5, 9, 40, 50, 10, 48, 7, 10, 26, 22, 28, 4, 8, 35, 40, 22, 44, 4, 7, 33, 0, 18, 38, 48, 31, 20, 27]
[41, 19, 39, 14, 35, 34, 45, 22, 9, 41, 44, 37, 20, 25, 27, 0, 35, 32, 35, 15, 0, 9, 32, 9, 15, 1, 36, 7, 46, 0, 12, 7, 37, 13, 27, 31, 30, 43, 42, 41, 22, 3, 32, 38, 41, 8, 7, 26, 31, 34, 4, 40, 9, 12, 33, 18, 12, 11, 11, 20, 4, 34, 21, 5, 11, 43, 46, 1, 28, 25, 9, 33, 45, 34, 38, 6, 25, 38, 7, 42, 24, 38, 21, 33, 25, 26, 42, 43, 47, 41, 4, 48]
[48, 28, 12, 0, 50, 6, 11, 28, 14, 45, 29, 34, 37, 23, 14, 38, 3, 2, 18, 7, 9, 0, 12, 28, 18, 14, 49, 49, 2, 21, 40, 34, 8, 9, 44, 0, 17, 46, 42, 23, 14, 44, 19, 22, 42, 17, 33, 6, 9, 47, 42, 32, 34, 8, 43, 31, 15, 1, 50, 16, 12, 42, 15, 40, 6, 27, 14, 38, 24, 29, 33, 48, 19, 3, 25, 27, 29, 23, 32, 29, 43, 38, 49, 40, 17, 25, 38, 25, 0, 38, 36, 44]
[3, 37, 12, 45, 24, 30, 38, 50, 50, 33, 4, 19, 8, 24, 49, 26, 3, 12, 9, 42, 32, 12, 0, 15, 33, 10, 40, 25, 16, 32, 42, 14, 5, 20, 6, 35, 38, 10, 5, 8, 7, 43, 31, 7, 26, 15, 47, 30, 22, 50, 6, 44, 19, 3, 39, 49, 1, 1, 6, 45, 46, 22, 25, 36, 42, 10, 40, 13, 31, 25, 38, 34, 10, 7, 20, 7, 28, 42, 35, 12, 13, 36, 3, 33, 3, 20, 5, 10, 0, 13, 21, 33]
[10, 10, 46, 40, 15, 44, 10, 44, 14, 28, 18, 28, 0, 42, 31, 0, 23, 42, 0, 7, 9, 28, 15, 0, 23, 1, 30, 39, 31, 33, 18, 13, 9, 37, 37, 2, 45, 45, 32, 42, 18, 2, 7, 10, 18, 10, 33, 16, 13, 5, 33, 35, 27, 47, 35, 32, 15, 19, 32, 36, 40, 16, 19, 23, 10, 21, 7, 49, 16, 5, 9, 15, 3, 35, 10, 12, 36, 37, 40, 32, 48, 30, 39, 20, 2, 50, 32, 9, 30, 28, 31, 19]
[9, 28, 6, 12, 11, 43, 24, 7, 43, 37, 9, 13, 40, 4, 4, 45, 7, 47, 22, 35, 15, 18, 33, 23, 0, 43, 15, 41, 49, 37, 11, 41, 5, 1, 4, 15, 47, 37, 6, 41, 6, 41, 17, 43, 50, 41, 31, 19, 29, 0, 4, 10, 43, 24, 34, 48, 11, 29, 23, 8, 3, 23, 31, 9, 40, 11, 37, 40, 38, 48, 3, 8, 34, 7, 44, 17, 4, 0, 33, 27, 25, 4, 44, 27, 4, 43, 23, 44, 29, 43, 8, 7]
[4, 37, 37, 40, 25, 24, 16, 31, 42, 20, 39, 2, 39, 12, 23, 1, 44, 25, 0, 6, 1, 14, 10, 1, 43, 0, 49, 2, 16, 20, 1, 3, 30, 4, 38, 47, 13, 30, 28, 2, 2, 26, 0, 24, 3, 28, 13, 25, 16, 43, 33, 45, 14, 18, 10, 2, 18, 0, 30, 34, 10, 35, 20, 10, 10, 5, 50, 0, 26, 15, 46, 20, 18, 38, 50, 12, 41, 42, 38, 31, 18, 49, 22, 6, 34, 34, 29, 17, 2, 23, 13, 39]
[18, 5, 44, 43, 15, 19, 6, 40, 47, 49, 28, 25, 16, 11, 43, 29, 47, 23, 28, 2, 36, 49, 40, 30, 15, 49, 0, 35, 33, 9, 31, 17, 8, 5, 40, 6, 3, 37, 48, 36, 18, 41, 7, 38, 40, 30, 23, 42, 1, 10, 18, 30, 30, 20, 21, 46, 10, 18, 20, 44, 37, 50, 27, 39, 34, 21, 30, 23, 29, 24, 14, 34, 7, 28, 20, 30, 1, 7, 4, 17, 22, 19, 35, 42, 28, 24, 22, 1, 28, 47, 30, 2]
[5, 44, 21, 10, 3, 26, 36, 48, 32, 30, 22, 47, 17, 26, 14, 42, 32, 49, 36, 28, 7, 49, 25, 39, 41, 2, 35, 0, 18, 15, 29, 24, 17, 27, 26, 9, 27, 15, 17, 22, 45, 28, 43, 42, 21, 14, 10, 2, 43, 28, 0, 29, 21, 46, 26, 12, 15, 36, 48, 16, 41, 5, 36, 22, 25, 42, 25, 18, 20, 4, 46, 35, 29, 29, 21, 12, 5, 16, 45, 50, 18, 27, 13, 49, 17, 42, 24, 37, 36, 30, 14, 12]
[17, 1, 9, 41, 42, 7, 30, 1, 41, 38, 28, 2, 8, 17, 29, 25, 47, 40, 10, 36, 46, 2, 16, 31, 49, 16, 33, 18, 0, 17, 40, 6, 0, 39, 26, 35, 43, 38, 35, 46, 11, 6, 15, 40, 4, 22, 22, 13, 23, 18, 22, 33, 46, 39, 7, 22, 36, 25, 24, 8, 18, 3, 36, 31, 49, 36, 33, 38, 6, 14, 37, 13, 7, 20, 45, 5, 8, 33, 16, 0, 39, 22, 17, 34, 38, 43, 47, 6, 22, 13, 21, 9]
[45, 22, 15, 19, 38, 42, 2, 44, 7, 16, 14, 31, 28, 7, 14, 26, 36, 15, 20, 3, 0, 21, 32, 33, 37, 20, 9, 15, 17, 0, 22, 17, 20, 50, 20, 13, 20, 39, 50, 33, 40, 7, 42, 12, 44, 33, 17, 21, 32, 14, 23, 27, 31, 3, 36, 40, 20, 36, 49, 45, 28, 30, 41, 44, 7, 26, 36, 47, 30, 36, 20, 26, 41, 8, 28, 33, 33, 48, 36, 29, 26, 12, 38, 33, 9, 35, 19, 24, 45, 32, 14, 40]
[3, 42, 16, 23, 30, 18, 11, 1, 20, 47, 30, 22, 11, 38, 20, 17, 1, 9, 33, 17, 12, 40, 42, 18, 11, 1, 31, 29, 40, 22, 0, 22, 41, 8, 12, 19, 26, 12, 27, 30, 44, 36, 4, 29, 6, 22, 38, 17, 0, 36, 21, 33, 5, 49, 1, 38, 23, 15, 50, 30, 12, 19, 2, 13, 17, 12, 37, 20, 38, 40, 39, 42, 7, 19, 24, 21, 41, 33, 50, 25, 33, 47, 35, 44, 1, 33, 24, 35, 12, 10, 10, 5]
[41, 29, 46, 20, 15, 9, 23, 32, 48, 3, 40, 10, 0, 17, 5, 50, 38, 25, 12, 30, 7, 34, 14, 13, 41, 3, 17, 24, 6, 17, 22, 0, 6, 4, 32, 45, 22, 18, 50, 0, 34, 25, 38, 18, 39, 2, 31, 8, 22, 16, 26, 34, 48, 47, 23, 43, 14, 42, 40, 28, 1, 25, 30, 43, 38, 33, 50, 3, 48, 2, 42, 3, 35, 28, 37, 29, 2, 22, 37, 33, 12, 42, 50, 28, 21, 27, 40, 12, 46, 45, 38, 46]
[44, 25, 38, 11, 15, 41, 9, 45, 11, 12, 9, 18, 3, 7, 15, 37, 22, 7, 3, 46, 37, 8, 5, 9, 5, 30, 8, 17, 0, 20, 41, 6, 0, 37, 35, 18, 48, 17, 45, 17, 21, 19, 50, 20, 8, 39, 49, 12, 27, 10, 11, 22, 37, 7, 23, 6, 17, 49, 13, 10, 31, 43, 30, 39, 15, 30, 17, 44, 27, 26, 19, 46, 34, 8, 0, 17, 16, 21, 40, 26, 33, 39, 43, 43, 10, 4, 16, 19, 6, 15, 43, 42]
[16, 35, 32, 49, 1, 23, 44, 27, 40, 15, 49, 8, 32, 4, 35, 3, 45, 11, 38, 1, 13, 9, 20, 37, 1, 4, 5, 27, 39, 50, 8, 4, 37, 0, 44, 43, 34, 25, 28, 38, 25, 33, 20, 36, 4, 33, 15, 36, 5, 18, 41, 27, 1, 40, 45, 45, 7, 44, 24, 45, 9, 39, 1, 37, 2, 6, 33, 7, 1, 8, 15, 33, 26, 7, 50, 33, 38, 19, 49, 17, 4, 33, 23, 43, 13, 4, 3, 41, 14, 27, 12, 29]
[50, 50, 3, 28, 23, 48, 8, 23, 11, 38, 38, 17, 13, 8, 48, 42, 3, 41, 8, 19, 27, 44, 6, 37, 4, 38, 40, 26, 26, 20, 12, 32, 35, 44, 0, 35, 22, 7, 2, 32, 8, 49, 14, 42, 22, 47, 37, 16, 32, 15, 34, 6, 41, 3, 21, 40, 20, 29, 23, 35, 32, 14, 0, 5, 17, 42, 45, 39, 11, 47, 28, 3, 36, 25, 23, 4, 10, 2, 49, 19, 3, 0, 42, 23, 37, 24, 46, 11, 23, 28, 49, 5]
[27, 5, 48, 6, 0, 2, 16, 30, 38, 31, 7, 48, 48, 41, 12, 7, 2, 47, 49, 43, 31, 0, 35, 2, 15, 47, 6, 9, 35, 13, 19, 45, 18, 43, 35, 0, 38, 5, 40, 22, 7, 14, 0, 14, 4, 19, 4, 13, 0, 6, 33, 47, 50, 35, 12, 48, 13, 32, 38, 21, 38, 48, 28, 24, 37, 17, 46, 3, 35, 44, 15, 47, 30, 22, 38, 16, 17, 31, 32, 39, 5, 47, 26, 5, 29, 41, 18, 49, 37, 39, 9, 11]
[47, 25, 45, 1, 20, 45, 31, 14, 24, 15, 44, 24, 24, 36, 27, 30, 46, 31, 11, 39, 30, 17, 38, 45, 47, 13, 3, 27, 43, 20, 26, 22, 48, 34, 22, 38, 0, 11, 10, 17, 0, 27, 10, 40, 43, 10, 36, 25, 19, 13, 2, 45, 38, 32, 45, 22, 47, 25, 36, 27, 31, 0, 32, 31, 14, 3, 11, 34, 12, 23, 45, 6, 17, 2, 22, 32, 8, 43, 4, 11, 40, 12, 37, 20, 14, 29, 17, 5, 39, 36, 34, 6]
[16, 27, 35, 12, 32, 39, 42, 7, 28, 9, 14, 36, 45, 46, 2, 13, 38, 35, 19, 3, 43, 46, 10, 45, 37, 30, 37, 15, 38, 39, 12, 18, 17, 25, 7, 5, 11, 0, 17, 49, 5, 35, 19, 24, 33, 29, 34, 5, 2, 33, 0, 42, 17, 47, 23, 37, 9, 28, 8, 5, 6, 42, 1, 12, 16, 3, 12, 49, 24, 12, 34, 39, 13, 42, 34, 40, 34, 38, 4, 29, 28, 34, 27, 42, 42, 47, 2, 45, 25, 37, 39, 42]
[32, 17, 7, 36, 12, 27, 12, 31, 37, 26, 44, 22, 17, 35, 45, 25, 18, 30, 37, 22, 42, 42, 5, 32, 6, 28, 48, 17, 35, 50, 27, 50, 45, 28, 2, 40, 10, 17, 0, 39, 0, 14, 0, 25, 15, 5, 9, 41, 44, 26, 29, 4, 25, 25, 35, 27, 39, 23, 32, 15, 43, 18, 43, 15, 11, 0, 22, 18, 25, 8, 40, 37, 4, 6, 39, 21, 31, 16, 30, 50, 14, 45, 18, 1, 11, 15, 24, 27, 37, 28, 34, 33]
[28, 12, 30, 46, 17, 50, 25, 7, 30, 9, 25, 35, 7, 32, 0, 35, 38, 47, 44, 16, 41, 23, 8, 42, 41, 2, 36, 22, 46, 33, 30, 0, 17, 38, 32, 22, 17, 49, 39, 0, 6, 33, 14, 19, 33, 8, 33, 9, 17, 19, 0, 20, 11, 42, 49, 6, 9, 50, 8, 2, 16, 32, 32, 8, 0, 4, 11, 31, 31, 14, 7, 12, 38, 25, 39, 2, 43, 1, 49, 6, 10, 27, 20, 6, 17, 41, 0, 29, 15, 11, 50, 6]
[0, 19, 35, 23, 36, 29, 6, 27, 24, 47, 1, 43, 39, 50, 34, 11, 21, 43, 39, 26, 22, 14, 7, 18, 6, 2, 18, 45, 11, 40, 44, 34, 21, 25, 8, 7, 0, 5, 0, 6, 0, 45, 43, 15, 40, 8, 13, 11, 34, 38, 2, 45, 17, 11, 9, 42, 12, 19, 15, 31, 16, 46, 5, 34, 13, 15, 15, 47, 9, 8, 36, 23, 34, 23, 17, 37, 4, 11, 19, 20, 18, 29, 16, 14, 6, 1, 47, 18, 29, 40, 3, 10]
[0, 37, 21, 25, 14, 28, 12, 14, 24, 38, 1, 16, 35, 25, 19, 23, 1, 36, 32, 38, 3, 44, 43, 2, 41, 26, 41, 28, 6, 7, 36, 25, 19, 33, 49, 14, 27, 35, 14, 33, 45, 0, 43, 7, 4, 5, 19, 10, 4, 4, 5, 24, 24, 15, 9, 34, 18, 5, 47, 7, 18, 7, 24, 48, 40, 38, 26, 6, 15, 13, 2, 21, 30, 31, 46, 47, 20, 5, 1, 49, 11, 41, 41, 32, 25, 10, 2, 5, 10, 15, 13, 25]
[8, 12, 44, 14, 3, 2, 39, 4, 3, 26, 35, 1, 39, 40, 21, 19, 1, 36, 2, 37, 32, 19, 31, 7, 17, 0, 7, 43, 15, 42, 4, 38, 50, 20, 14, 0, 10, 19, 0, 14, 43, 43, 0, 4, 1, 24, 41, 4, 33, 40, 10, 46, 3, 8, 44, 3, 28, 40, 12, 14, 17, 49, 7, 35, 34, 13, 43, 30, 43, 24, 2, 42, 39, 18, 39, 39, 5, 46, 11, 48, 50, 2, 16, 7, 48, 37, 48, 8, 16, 1, 32, 22]
[47, 11, 9, 29, 15, 18, 17, 30, 47, 37, 34, 24, 27, 50, 20, 39, 14, 6, 29, 48, 38, 22, 7, 10, 43, 24, 38, 42, 40, 12, 29, 18, 20, 36, 42, 14, 40, 24, 25, 19, 15, 7, 4, 0, 29, 5, 39, 0, 41, 0, 6, 40, 13, 27, 44, 17, 31, 42, 3, 15, 43, 16, 42, 23, 37, 33, 26, 6, 35, 28, 44, 40, 32, 46, 21, 9, 23, 43, 19, 24, 12, 14, 20, 18, 20, 48, 33, 34, 8, 33, 26, 29]
[23, 34, 47, 31, 30, 46, 12, 19, 5, 16, 29, 42, 7, 44, 36, 45, 23, 9, 45, 42, 41, 42, 26, 18, 50, 3, 40, 21, 4, 44, 6, 39, 8, 4, 22, 4, 43, 33, 15, 33, 40, 4, 1, 29, 0, 4, 50, 11, 26, 12, 49, 28, 14, 23, 21, 30, 3, 1, 40, 46, 34, 7, 8, 2, 35, 1, 2, 36, 11, 41, 17, 34, 22, 46, 49, 2, 14, 18, 44, 21, 21, 0, 4, 21, 48, 37, 4, 27, 40, 19, 25, 7]
[15, 38, 31, 16, 2, 41, 6, 14, 0, 14, 7, 41, 32, 36, 36, 20, 33, 6, 40, 23, 8, 17, 15, 10, 41, 28, 30, 14, 22, 33, 22, 2, 39, 33, 47, 19, 10, 29, 5, 8, 8, 5, 24, 5, 4, 0, 17, 36, 49, 40, 8, 19, 18, 37, 33, 24, 11, 7, 45, 6, 13, 37, 31, 49, 19, 15, 1, 34, 30, 28, 8, 22, 26, 40, 17, 34, 7, 33, 3, 30, 6, 19, 0, 0, 25, 16, 25, 50, 22, 40, 38, 1]
[0, 4, 23, 4, 39, 20, 46, 33, 30, 37, 30, 12, 15, 9, 3, 7, 25, 33, 33, 3, 7, 33, 47, 33, 31, 13, 23, 10, 22, 17, 38, 31, 49, 15, 37, 4, 36, 34, 9, 33, 13, 19, 41, 39, 50, 17, 0, 2, 30, 14, 47, 6, 33, 0, 49, 23, 0, 16, 17, 14, 26, 8, 18, 29, 35, 50, 7, 18, 10, 8, 32, 15, 39, 43, 27, 25, 43, 49, 4, 42, 1, 13, 22, 38, 44, 7, 38, 21, 14, 4, 0, 31]
[15, 25, 18, 45, 31, 15, 1, 13, 18, 17, 18, 11, 0, 5, 10, 44, 16, 7, 32, 26, 26, 6, 30, 16, 19, 25, 42, 2, 13, 21, 17, 8, 12, 36, 16, 13, 25, 5, 41, 9, 11, 10, 4, 0, 11, 36, 2, 0, 6, 21, 50, 50, 3, 50, 0, 13, 43, 32, 10, 38, 31, 30, 44, 19, 11, 28, 13, 34, 10, 45, 38, 11, 44, 37, 16, 33, 14, 17, 33, 12, 22, 12, 50, 26, 26, 46, 25, 48, 43, 35, 3, 30]
[31, 13, 41, 37, 40, 22, 22, 26, 28, 5, 47, 25, 28, 1, 7, 18, 2, 13, 40, 0, 31, 9, 22, 13, 29, 16, 1, 43, 23, 32, 0, 22, 27, 5, 32, 0, 19, 2, 44, 17, 34, 4, 33, 41, 26, 49, 30, 6, 0, 49, 18, 22, 35, 18, 45, 27, 4, 12, 7, 1, 17, 5, 5, 18, 23, 8, 2, 7, 43, 23, 38, 49, 37, 22, 26, 26, 11, 50, 8, 32, 27, 7, 48, 11, 36, 11, 46, 28, 6, 43, 46, 4]
[22, 46, 33, 28, 17, 24, 16, 25, 40, 13, 5, 3, 46, 22, 35, 37, 43, 12, 21, 33, 34, 47, 50, 5, 0, 43, 10, 28, 18, 14, 36, 16, 10, 18, 15, 6, 13, 33, 26, 19, 38, 4, 40, 0, 12, 40, 14, 21, 49, 0, 4, 45, 35, 11, 7, 18, 47, 7, 26, 18, 29, 20, 16, 46, 24, 5, 42, 40, 3, 14, 36, 45, 9, 24, 45, 24, 46, 33, 7, 12, 45, 35, 24, 16, 46, 40, 4, 25, 30, 49, 18, 39]
