N1,N2,...,Nx
[7, 45, 9, 34, 48, 10, 22, 44, 42, 3, 0, 37, 9, 17, 18, 47, 1, 18, 3, 35, 19, 15, 12, 7, 3, 29, 19, 8, 45, 36, 18, 39, 19, 35, 46, 49, 27, 26, 35, 38, 46, 32, 5, 44, 42, 35, 37, 24, 43, 28, 14, 41, 49, 39, 19, 31, 46, 45, 47, 50, 32, 31, 0, 26, 6, 7, 33, 16, 24, 8, 1, 12, 2, 4, 20, 17, 18, 7, 33, 5, 1, 27, 5, 47, 46, 47, 30, 18, 39, 37, 34, 36, 14, 12, 4, 43, 39, 13, 0, 47, 16, 49, 8, 29, 18, 16, 36, 50, 27, 24, 34, 40, 32, 17, 23, 2, 47, 41, 23, 26, 18, 33, 37, 32, 44, 21, 3, 13, 7, 13, 12, 46, 36, 12, 21, 17, 37, 21, 39, 13, 25, 26, 2, 48, 37, 24, 46, 43, 25, 7, 1, 22, 10, 29, 27, 11, 19, 39, 43, 44, 46, 32, 6, 28, 45, 16, 44, 38, 6, 7, 45, 12, 27, 14, 40, 48, 32, 31, 40, 20]
[8, 27, 35, 15, 30, 45, 31, 25, 17, 30, 37, 0, 4, 46, 7, 2, 35, 25, 41, 31, 4, 37, 0, 35, 12, 18, 26, 22, 47, 49, 24, 38, 7, 25, 33, 16, 21, 21, 28, 13, 38, 40, 26, 38, 45, 50, 10, 10, 14, 25, 39, 25, 48, 48, 32, 12, 35, 40, 0, 21, 33, 40, 29, 17, 25, 19, 23, 0, 37, 47, 22, 41, 43, 30, 7, 14, 18, 25, 42, 0, 36, 5, 0, 26, 23, 14, 18, 38, 35, 15, 33, 21, 6, 1, 11, 6, 16, 31, 7, 11, 0, 32, 43, 38, 28, 23, 26, 15, 12, 12, 45, 40, 6, 18, 11, 42, 18, 27, 0, 22, 49, 41, 49, 12, 48, 45, 4, 48, 46, 8, 18, 35, 26, 16, 5, 33, 35, 18, 22, 26, 12, 1, 36, 11, 42, 12, 20, 32, 25, 16, 50, 24, 50, 30, 8, 31, 35, 49, 37, 32, 22, 30, 2, 11, 8, 42, 14, 23, 0, 6, 29, 18, 36, 2, 40, 36, 43, 27, 31, 22]
[1, 8, 47, 32, 27, 48, 46, 49, 19, 21, 9, 4, 0, 41, 14, 46, 37, 46, 18, 28, 46, 16, 20, 33, 0, 0, 19, 31, 4, 16, 33, 23, 40, 18, 8, 2, 48, 11, 35, 0, 8, 20, 46, 29, 48, 29, 0, 0, 49, 42, 6, 18, 50, 23, 48, 22, 14, 21, 33, 9, 35, 33, 9, 2, 44, 3, 31, 9, 48, 0, 3, 33, 0, 26, 38, 19, 34, 31, 46, 28, 25, 25, 36, 15, 28, 33, 25, 8, 18, 41, 29, 46, 21, 47, 31, 42, 10, 11, 23, 43, 43, 35, 34, 35, 13, 4, 37, 19, 26, 35, 17, 34, 43, 39, 15, 39, 19, 4, 47, 10, 45, 3, 6, 44, 19, 0, 46, 9, 44, 6, 38, 34, 7, 1, 9, 2, 2, 0, 50, 43, 2, 7, 17, 12, 31, 40, 3, 31, 38, 32, 42, 30, 4, 8, 5, 36, 38, 31, 31, 3, 46, 24, 35, 29, 23, 46, 19, 31, 30, 44, 18, 39, 18, 20, 43, 5, 26, 5, 45, 1]
[40, 45, 32, 14, 3, 20, 39, 47, 14, 42, 17, 46, 41, 0, 22, 7, 18, 31, 21, 18, 44, 24, 48, 24, 19, 16, 46, 39, 25, 26, 12, 2, 3, 41, 31, 2, 50, 21, 13, 20, 27, 0, 25, 28, 6, 40, 36, 4, 23, 27, 3, 36, 18, 45, 28, 34, 23, 29, 4, 8, 17, 20, 49, 48, 24, 27, 21, 18, 8, 17, 42, 2, 9, 41, 11, 32, 30, 41, 14, 49, 44, 13, 20, 9, 18, 22, 48, 1, 21, 8, 31, 26, 28, 35, 25, 49, 4, 3, 50, 30, 49, 21, 6, 20, 21, 47, 4, 33, 26, 4, 15, 42, 10, 4, 26, 43, 14, 3, 46, 31, 43, 7, 42, 43, 33, 34, 50, 31, 21, 4, 49, 43, 5, 20, 24, 23, 22, 17, 34, 48, 43, 6, 40, 41, 18, 10, 5, 15, 16, 34, 20, 32, 4, 12, 3, 42, 15, 10, 14, 5, 27, 2, 14, 1, 6, 45, 46, 3, 46, 11, 8, 4, 12, 14, 46, 25, 3, 0, 11, 2]
[40, 10, 16, 10, 22, 43, 21, 39, 18, 4, 18, 7, 14, 22, 0, 16, 48, 0, 11, 28, 39, 43, 40, 36, 24, 43, 22, 5, 30, 8, 3, 31, 10, 50, 26, 9, 33, 3, 10, 26, 7, 13, 25, 23, 17, 45, 49, 35, 9, 0, 19, 32, 2, 44, 39, 28, 37, 12, 7, 0, 41, 27, 33, 13, 31, 9, 3, 38, 20, 49, 21, 32, 36, 10, 11, 32, 49, 9, 43, 21, 34, 32, 5, 48, 29, 18, 28, 44, 30, 33, 17, 14, 20, 10, 4, 42, 13, 8, 48, 11, 0, 34, 27, 9, 22, 19, 37, 4, 35, 35, 18, 50, 0, 2, 8, 11, 8, 45, 8, 40, 34, 19, 8, 26, 25, 37, 8, 27, 42, 17, 11, 6, 24, 49, 35, 0, 48, 40, 34, 46, 19, 22, 33, 3, 16, 15, 29, 33, 13, 14, 33, 41, 46, 14, 39, 32, 37, 4, 40, 22, 0, 40, 5, 36, 7, 44, 46, 30, 39, 24, 11, 28, 24, 36, 5, 36, 29, 9, 25, 7]
[31, 17, 43, 14, 3, 5, 27, 17, 22, 14, 47, 2, 46, 7, 16, 0, 27, 19, 50, 27, 31, 4, 28, 17, 7, 40, 33, 23, 11, 3, 13, 18, 27, 33, 40, 48, 50, 3, 20, 26, 28, 14, 18, 14, 47, 35, 2, 47, 21, 8, 37, 4, 19, 40, 26, 17, 49, 36, 27, 39, 11, 8, 18, 35, 35, 22, 36, 34, 38, 38, 39, 43, 21, 24, 18, 13, 50, 44, 3, 2, 6, 19, 17, 16, 32, 28, 37, 45, 3, 17, 7, 16, 19, 12, 11, 34, 48, 35, 43, 40, 12, 41, 50, 42, 20, 18, 19, 6, 12, 26, 27, 32, 50, 11, 24, 22, 31, 12, 38, 50, 6, 32, 9, 15, 47, 29, 47, 4, 9, 34, 5, 0, 30, 17, 19, 18, 43, 45, 13, 37, 0, 45, 40, 19, 37, 39, 12, 9, 9, 45, 10, 38, 29, 15, 35, 15, 10, 29, 27, 42, 47, 19, 8, 42, 13, 42, 33, 29, 28, 36, 24, 34, 27, 19, 4, 20, 18, 1, 46, 4]
[14, 46, 25, 0, 25, 5, 31, 19, 43, 20, 1, 35, 37, 18, 48, 27, 0, 2, 33, 12, 40, 41, 44, 27, 35, 46, 4, 49, 12, 4, 37, 4, 13, 46, 31, 33, 38, 39, 47, 7, 14, 47, 16, 47, 10, 50, 46, 2, 47, 33, 8, 36, 31, 32, 28, 11, 48, 15, 46, 12, 9, 49, 27, 33, 18, 17, 0, 31, 11, 7, 17, 8, 47, 4, 37, 41, 10, 28, 15, 45, 37, 33, 22, 50, 34, 37, 25, 38, 18, 26, 43, 28, 42, 36, 28, 47, 31, 38, 7, 5, 14, 40, 30, 10, 23, 33, 42, 16, 22, 24, 22, 21, 7, 34, 42, 16, 33, 13, 33, 4, 16, 46, 33, 32, 4, 35, 8, 16, 50, 45, 37, 36, 29, 31, 3, 30, 42, 21, 8, 25, 9, 6, 39, 43, 15, 33, 49, 43, 38, 30, 26, 24, 18, 31, 36, 11, 50, 50, 6, 34, 4, 40, 30, 38, 27, 45, 0, 34, 49, 34, 48, 43, 18, 38, 49, 3, 17, 46, 49, 35]
[32, 7, 7, 40, 43, 47, 14, 20, 38, 40, 18, 25, 46, 31, 0, 19, 2, 0, 21, 9, 18, 40, 19, 14, 46, 8, 24, 47, 0, 35, 18, 38, 27, 11, 6, 42, 40, 33, 35, 22, 39, 2, 11, 14, 7, 35, 11, 32, 14, 49, 28, 50, 17, 48, 44, 41, 42, 2, 0, 16, 48, 29, 12, 48, 25, 43, 47, 47, 4, 50, 25, 20, 7, 12, 2, 16, 21, 16, 27, 43, 1, 12, 7, 14, 26, 32, 8, 47, 25, 21, 42, 27, 36, 30, 41, 22, 30, 41, 23, 32, 8, 40, 29, 44, 14, 39, 11, 1, 38, 19, 18, 1, 18, 5, 22, 26, 48, 43, 11, 37, 46, 40, 36, 23, 1, 43, 46, 43, 40, 32, 5, 10, 0, 30, 45, 21, 35, 9, 18, 30, 41, 12, 43, 44, 2, 21, 46, 13, 47, 14, 34, 30, 40, 50, 43, 41, 22, 11, 47, 26, 10, 7, 37, 27, 14, 18, 29, 3, 38, 21, 30, 49, 23, 7, 23, 1, 15, 22, 10, 18]
[6, 46, 38, 33, 2, 10, 8, 49, 8, 12, 3, 41, 18, 21, 11, 50, 33, 21, 0, 11, 25, 2, 36, 35, 21, 5, 22, 13, 50, 6, 23, 21, 12, 35, 45, 36, 7, 17, 14, 31, 26, 45, 33, 11, 15, 44, 48, 25, 6, 14, 21, 17, 39, 31, 9, 18, 6, 25, 37, 35, 6, 43, 39, 14, 24, 9, 24, 4, 5, 31, 1, 26, 23, 13, 39, 6, 3, 28, 39, 31, 32, 49, 0, 21, 8, 11, 16, 35, 17, 18, 48, 21, 15, 38, 0, 35, 10, 12, 40, 43, 3, 12, 26, 4, 42, 5, 10, 15, 48, 23, 23, 20, 18, 33, 7, 34, 19, 8, 6, 11, 5, 31, 18, 4, 41, 28, 39, 23, 19, 26, 46, 21, 37, 18, 46, 46, 18, 1, 8, 5, 1, 3, 35, 11, 2, 32, 44, 50, 28, 39, 22, 3, 1, 29, 19, 46, 0, 19, 21, 34, 2, 34, 32, 41, 31, 29, 2, 46, 48, 49, 31, 33, 30, 8, 14, 40, 17, 26, 26, 28]
[31, 42, 1, 5, 50, 42, 18, 45, 24, 26, 35, 31, 28, 18, 28, 27, 12, 9, 11, 0, 21, 28, 31, 24, 13, 40, 42, 16, 13, 28, 7, 28, 28, 26, 19, 6, 0, 45, 30, 38, 30, 45, 24, 42, 45, 15, 45, 2, 35, 5, 1, 41, 33, 33, 33, 21, 41, 17, 23, 8, 18, 36, 16, 18, 22, 4, 8, 46, 35, 4, 43, 36, 3, 36, 22, 14, 38, 37, 17, 7, 6, 1, 41, 0, 30, 42, 14, 32, 42, 37, 32, 7, 2, 11, 32, 39, 2, 45, 22, 13, 4, 19, 22, 38, 49, 35, 42, 44, 5, 16, 22, 19, 47, 5, 41, 14, 6, 23, 42, 27, 8, 43, 31, 20, 4, 18, 41, 43, 48, 47, 34, 41, 42, 34, 28, 20, 9, 7, 32, 21, 6, 49, 45, 4, 39, 24, 25, 43, 49, 13, 35, 30, 39, 23, 39, 18, 50, 3, 4, 23, 27, 22, 18, 6, 12, 50, 42, 48, 24, 10, 15, 5, 46, 49, 4, 11, 36, 31, 6, 28]
[13, 29, 49, 34, 49, 50, 35, 24, 3, 9, 19, 4, 46, 44, 39, 31, 40, 18, 25, 21, 0, 2, 5, 29, 26, 28, 28, 45, 38, 32, 15, 14, 25, 28, 47, 22, 28, 21, 17, 9, 42, 38, 1, 34, 41, 34, 30, 49, 48, 41, 44, 3, 41, 21, 48, 3, 0, 21, 14, 26, 7, 9, 16, 10, 29, 6, 7, 36, 28, 2, 33, 32, 26, 42, 0, 23, 34, 45, 47, 15, 21, 29, 41, 12, 19, 24, 49, 16, 16, 27, 2, 40, 2, 14, 32, 0, 0, 2, 16, 19, 30, 13, 21, 49, 44, 3, 16, 40, 0, 9, 25, 43, 40, 44, 34, 8, 6, 14, 31, 41, 33, 3, 45, 5, 7, 6, 47, 47, 19, 40, 42, 35, 23, 36, 18, 19, 5, 22, 50, 16, 23, 50, 15, 44, 45, 45, 36, 26, 33, 29, 9, 8, 18, 10, 44, 16, 18, 20, 10, 5, 23, 10, 43, 11, 32, 25, 18, 10, 6, 26, 47, 18, 47, 1, 1, 33, 34, 31, 15, 44]
[38, 30, 21, 41, 50, 3, 8, 28, 5, 19, 15, 37, 16, 24, 43, 4, 41, 40, 2, 28, 2, 0, 24, 6, 15, 47, 10, 10, 43, 23, 35, 3, 49, 41, 45, 11, 25, 49, 37, 37, 46, 22, 4, 50, 19, 26, 36, 1, 48, 24, 13, 41, 29, 1, 22, 1, 9, 27, 0, 32, 50, 5, 13, 9, 16, 13, 31, 4, 20, 42, 24, 36, 10, 12, 44, 40, 5, 3, 43, 40, 28, 9, 21, 50, 12, 12, 3, 32, 19, 8, 4, 24, 16, 35, 22, 6, 27, 35, 36, 50, 27, 21, 50, 23, 30, 1, 47, 44, 27, 16, 49, 30, 42, 47, 44, 29, 27, 23, 24, 37, 48, 22, 22, 37, 39, 37, 31, 39, 33, 42, 6, 22, 14, 25, 44, 0, 1, 13, 9, 40, 2, 3, 35, 19, 36, 7, 12, 34, 41, 23, 47, 14, 3, 15, 19, 11, 42, 19, 5, 43, 36, 20, 18, 37, 13, 23, 42, 33, 8, 21, 40, 16, 47, 21, 39, 6, 4, 33, 21, 2]
[47, 35, 28, 26, 47, 21, 36, 40, 47, 10, 12, 0, 20, 48, 40, 28, 44, 19, 36, 31, 5, 24, 0, 50, 3, 28, 32, 45, 11, 7, 7, 5, 4, 24, 31, 16, 25, 18, 21, 49, 1, 35, 27, 5, 41, 40, 2, 25, 1, 8, 22, 3, 25, 26, 43, 22, 16, 34, 12, 43, 16, 32, 39, 27, 18, 19, 42, 0, 25, 35, 12, 45, 23, 7, 11, 22, 7, 21, 38, 29, 17, 0, 5, 6, 37, 18, 8, 18, 3, 26, 16, 22, 14, 25, 25, 36, 50, 9, 36, 0, 45, 38, 31, 20, 16, 2, 26, 16, 50, 20, 0, 8, 29, 27, 0, 1, 29, 35, 50, 2, 24, 42, 24, 8, 14, 33, 22, 30, 22, 11, 45, 42, 49, 47, 22, 10, 14, 48, 8, 48, 43, 0, 6, 28, 27, 23, 37, 17, 26, 39, 21, 1, 11, 44, 27, 4, 44, 15, 41, 20, 41, 13, 10, 27, 36, 29, 24, 9, 2, 27, 41, 7, 17, 20, 45, 9, 27, 13, 47, 45]
[18, 35, 47, 40, 8, 16, 48, 12, 14, 18, 7, 35, 33, 24, 36, 17, 27, 14, 35, 24, 29, 6, 50, 0, 30, 10, 12, 22, 22, 40, 17, 4, 37, 45, 2, 16, 6, 13, 29, 49, 23, 5, 32, 33, 24, 46, 27, 48, 29, 21, 5, 16, 45, 16, 8, 33, 13, 39, 15, 35, 48, 10, 41, 18, 16, 43, 28, 32, 13, 46, 24, 7, 48, 45, 21, 26, 34, 36, 32, 40, 27, 27, 42, 25, 32, 0, 28, 34, 48, 20, 6, 17, 34, 5, 26, 21, 21, 19, 5, 14, 0, 49, 42, 26, 44, 33, 3, 40, 1, 22, 9, 32, 48, 44, 31, 41, 7, 50, 22, 49, 24, 46, 24, 29, 41, 46, 8, 7, 4, 47, 14, 46, 44, 39, 46, 47, 31, 30, 2, 39, 26, 13, 25, 19, 17, 13, 5, 42, 22, 29, 22, 50, 44, 45, 48, 12, 14, 43, 28, 24, 3, 22, 3, 22, 18, 41, 47, 3, 40, 36, 24, 35, 4, 38, 5, 26, 10, 10, 24, 25]
[3, 32, 0, 50, 12, 38, 5, 45, 34, 18, 3, 12, 0, 19, 24, 7, 35, 46, 21, 13, 26, 15, 3, 30, 0, 16, 0, 26, 44, 20, 50, 10, 30, 17, 13, 40, 10, 9, 11, 5, 45, 36, 29, 44, 9, 40, 39, 10, 40, 29, 2, 47, 47, 23, 35, 22, 35, 14, 45, 8, 45, 23, 26, 43, 36, 3, 38, 23, 14, 42, 10, 23, 4, 10, 8, 23, 26, 34, 43, 18, 34, 3, 41, 3, 37, 39, 5, 11, 27, 0, 24, 46, 27, 27, 2, 27, 2, 40, 26, 40, 30, 20, 28, 4, 50, 32, 47, 45, 35, 9, 31, 50, 24, 15, 18, 38, 50, 19, 39, 14, 27, 30, 9, 36, 25, 15, 3, 16, 32, 26, 29, 30, 21, 15, 18, 40, 22, 27, 26, 30, 13, 29, 23, 15, 10, 30, 20, 32, 49, 2, 31, 44, 43, 16, 45, 25, 7, 21, 45, 32, 13, 14, 46, 47, 14, 27, 47, 14, 50, 33, 43, 1, 5, 42, 25, 1, 40, 17, 5, 4]
