N1,N2,...,Nx
[43, 15, 43, 25, 17, 20, 42, 16, 15, 18, 0, 39, 50, 14, 38, 50, 26, 11, 47, 16, 15, 11, 18, 41, 2, 9, 25, 22, 37, 5, 30, 12, 25, 26, 0, 24, 42, 3, 23, 23, 12, 15, 35, 49, 19, 41, 29, 16, 18, 40, 13, 35, 34, 40, 39, 40, 29, 35, 37, 24, 20, 26, 22, 20, 33]
[7, 37, 16, 50, 29, 38, 39, 48, 26, 7, 39, 0, 31, 20, 25, 23, 38, 21, 25, 18, 1, 38, 4, 10, 10, 48, 36, 42, 9, 50, 18, 4, 32, 4, 25, 45, 22, 42, 18, 20, 23, 32, 21, 16, 22, 6, 50, 11, 7, 18, 41, 41, 9, 49, 47, 13, 38, 13, 44, 20, 24, 36, 45, 20, 35]
[12, 28, 0, 27, 31, 29, 28, 5, 17, 50, 50, 31, 0, 1, 47, 4, 3, 2, 29, 31, 2, 47, 1, 27, 47, 5, 37, 21, 21, 49, 34, 33, 35, 27, 1, 31, 45, 44, 15, 36, 47, 7, 49, 10, 46, 31, 3, 25, 27, 6, 2, 8, 37, 17, 17, 20, 36, 45, 35, 44, 46, 6, 50, 14, 13]
[32, 41, 50, 0, 6, 42, 31, 42, 27, 11, 14, 20, 1, 0, 23, 37, 25, 10, 32, 48, 20, 42, 24, 35, 47, 27, 48, 27, 22, 35, 42, 23, 43, 49, 2, 44, 13, 44, 44, 20, 28, 22, 20, 43, 44, 15, 3, 27, 24, 50, 4, 23, 48, 20, 37, 5, 31, 37, 1, 44, 14, 3, 17, 7, 30]
[17, 24, 25, 16, 24, 48, 14, 28, 48, 28, 38, 25, 47, 23, 0, 42, 13, 26, 15, 43, 9, 37, 11, 5, 9, 18, 16, 42, 25, 0, 27, 33, 40, 3, 35, 13, 19, 32, 4, 12, 1, 29, 45, 4, 15, 12, 42, 18, 22, 10, 28, 13, 29, 6, 38, 23, 3, 22, 22, 7, 13, 14, 21, 45, 48]
[31, 5, 13, 1, 4, 38, 33, 22, 37, 6, 50, 23, 4, 37, 42, 0, 33, 23, 37, 49, 37, 10, 35, 2, 19, 19, 1, 31, 9, 38, 26, 15, 27, 21, 32, 7, 31, 15, 29, 27, 17, 44, 23, 17, 33, 18, 28, 12, 39, 27, 13, 32, 4, 23, 45, 7, 8, 41, 13, 41, 31, 5, 34, 11, 22]
[46, 15, 23, 22, 9, 49, 46, 12, 36, 6, 26, 38, 3, 25, 13, 33, 0, 15, 19, 36, 10, 0, 16, 13, 24, 4, 25, 33, 3, 50, 12, 43, 34, 44, 22, 6, 19, 38, 21, 49, 25, 4, 7, 19, 37, 37, 14, 16, 26, 24, 22, 50, 44, 47, 31, 38, 44, 18, 43, 0, 24, 9, 25, 21, 37]
[38, 31, 48, 18, 35, 19, 17, 29, 46, 6, 11, 21, 2, 10, 26, 23, 15, 0, 23, 28, 17, 32, 23, 46, 27, 49, 5, 22, 23, 41, 23, 38, 8, 27, 7, 8, 45, 31, 29, 44, 23, 38, 31, 36, 22, 30, 34, 26, 27, 30, 21, 33, 27, 36, 1, 1, 43, 6, 7, 36, 45, 38, 19, 1, 16]
[20, 7, 24, 38, 33, 47, 18, 23, 2, 50, 47, 25, 29, 32, 15, 37, 19, 23, 0, 25, 26, 4, 42, 33, 13, 6, 17, 2, 27, 29, 39, 9, 27, 9, 49, 0, 13, 26, 29, 50, 31, 10, 0, 31, 10, 49, 49, 12, 0, 45, 9, 47, 14, 7, 8, 26, 49, 1, 48, 4, 22, 1, 0, 33, 37]
[32, 18, 50, 34, 14, 37, 7, 32, 17, 32, 16, 18, 31, 48, 43, 49, 36, 28, 25, 0, 9, 30, 4, 50, 46, 40, 4, 22, 45, 23, 5, 0, 0, 15, 49, 20, 23, 11, 5, 45, 45, 9, 12, 6, 13, 43, 4, 39, 6, 46, 27, 49, 23, 15, 27, 30, 21, 32, 28, 9, 38, 24, 18, 42, 15]
[14, 37, 25, 0, 43, 36, 30, 39, 40, 12, 15, 1, 2, 20, 9, 37, 10, 17, 26, 9, 0, 11, 17, 32, 41, 40, 2, 24, 31, 19, 25, 24, 45, 20, 48, 15, 33, 25, 12, 50, 27, 11, 29, 0, 6, 45, 28, 8, 1, 38, 1, 27, 4, 38, 29, 11, 20, 45, 33, 46, 3, 19, 24, 9, 11]
[0, 26, 1, 4, 20, 6, 6, 38, 48, 34, 11, 38, 47, 42, 37, 10, 0, 32, 4, 30, 11, 0, 31, 48, 48, 20, 36, 20, 22, 7, 45, 47, 1, 41, 50, 27, 28, 47, 0, 3, 44, 15, 25, 19, 37, 44, 0, 27, 44, 0, 40, 48, 36, 20, 43, 31, 48, 21, 30, 20, 8, 44, 39, 47, 30]
[31, 37, 36, 28, 9, 3, 9, 18, 45, 36, 18, 4, 1, 24, 11, 35, 16, 23, 42, 4, 17, 31, 0, 35, 26, 6, 3, 49, 50, 6, 47, 20, 22, 18, 19, 31, 23, 37, 30, 41, 6, 9, 2, 7, 21, 26, 17, 32, 10, 8, 27, 29, 27, 0, 40, 23, 45, 26, 19, 33, 14, 8, 28, 27, 46]
[49, 33, 34, 0, 14, 1, 4, 31, 15, 37, 41, 10, 27, 35, 5, 2, 13, 46, 33, 50, 32, 48, 35, 0, 31, 3, 42, 30, 47, 20, 25, 2, 7, 21, 28, 28, 31, 11, 31, 18, 33, 6, 12, 35, 42, 9, 30, 10, 19, 30, 17, 9, 37, 10, 8, 37, 30, 44, 41, 14, 15, 47, 31, 1, 0]
[34, 37, 1, 9, 18, 17, 0, 37, 6, 40, 2, 10, 47, 47, 9, 19, 24, 27, 13, 46, 41, 48, 26, 31, 0, 13, 27, 39, 30, 12, 21, 33, 23, 44, 15, 23, 14, 27, 37, 18, 16, 0, 47, 28, 19, 44, 12, 8, 20, 43, 43, 8, 19, 28, 33, 50, 50, 10, 44, 7, 32, 4, 33, 21, 4]
[48, 48, 14, 3, 43, 37, 8, 23, 14, 42, 9, 48, 5, 27, 18, 19, 4, 49, 6, 40, 40, 20, 6, 3, 13, 0, 32, 24, 29, 37, 25, 35, 5, 17, 33, 35, 2, 17, 16, 14, 10, 3, 42, 32, 34, 28, 21, 38, 29, 28, 15, 9, 50, 50, 26, 21, 36, 32, 3, 32, 2, 24, 6, 21, 41]
[31, 32, 30, 20, 15, 0, 42, 7, 37, 32, 25, 36, 37, 48, 16, 1, 25, 5, 17, 4, 2, 36, 3, 42, 27, 32, 0, 36, 21, 12, 29, 30, 34, 28, 6, 9, 33, 29, 35, 41, 35, 2, 26, 6, 4, 14, 39, 28, 34, 6, 1, 32, 50, 6, 13, 17, 4, 0, 0, 44, 12, 17, 25, 33, 19]
[35, 23, 39, 22, 34, 24, 40, 40, 31, 26, 22, 42, 21, 27, 42, 31, 33, 22, 2, 22, 24, 20, 49, 30, 39, 24, 36, 0, 35, 33, 19, 0, 21, 5, 26, 3, 23, 19, 14, 49, 32, 38, 28, 19, 41, 27, 44, 8, 46, 49, 45, 21, 35, 9, 2, 14, 47, 18, 19, 44, 34, 13, 45, 49, 4]
[46, 37, 7, 13, 17, 20, 45, 26, 36, 18, 37, 9, 21, 22, 25, 9, 3, 23, 27, 45, 31, 22, 50, 47, 30, 29, 21, 35, 0, 36, 17, 40, 47, 32, 6, 49, 34, 48, 45, 20, 1, 0, 43, 24, 47, 3, 10, 31, 39, 34, 50, 26, 14, 13, 30, 2, 12, 17, 44, 44, 48, 16, 32, 39, 11]
[8, 5, 42, 45, 37, 10, 47, 39, 45, 20, 5, 50, 49, 35, 0, 38, 50, 41, 29, 23, 19, 7, 6, 20, 12, 37, 12, 33, 36, 0, 18, 27, 27, 20, 2, 19, 29, 5, 18, 19, 27, 23, 15, 16, 35, 16, 23, 16, 27, 40, 15, 42, 39, 24, 26, 32, 16, 1, 37, 17, 35, 15, 44, 35, 3]
[48, 36, 24, 43, 27, 26, 47, 49, 13, 29, 30, 18, 34, 42, 27, 26, 12, 23, 39, 5, 25, 45, 47, 25, 21, 25, 29, 19, 17, 18, 0, 18, 17, 28, 45, 18, 36, 22, 23, 39, 9, 19, 44, 27, 27, 48, 8, 40, 38, 18, 35, 6, 49, 10, 27, 13, 20, 9, 16, 35, 34, 13, 34, 16, 47]
[12, 31, 18, 40, 43, 15, 10, 15, 47, 6, 12, 4, 33, 23, 33, 15, 43, 38, 9, 0, 24, 47, 20, 2, 33, 35, 30, 0, 40, 27, 18, 0, 19, 33, 28, 20, 13, 38, 3, 13, 22, 1, 16, 15, 8, 12, 22, 21, 3, 36, 40, 14, 42, 12, 48, 9, 37, 14, 33, 8, 24, 14, 17, 18, 9]
[5, 2, 20, 21, 11, 29, 22, 6, 35, 12, 25, 32, 35, 43, 40, 27, 34, 8, 27, 0, 45, 1, 22, 7, 23, 5, 34, 21, 47, 27, 17, 19, 0, 49, 22, 40, 28, 16, 39, 45, 0, 39, 45, 15, 21, 12, 9, 19, 42, 45, 33, 30, 42, 10, 36, 16, 38, 34, 40, 47, 0, 2, 45, 48, 30]
[14, 50, 3, 13, 4, 9, 14, 38, 2, 27, 26, 4, 27, 49, 3, 21, 44, 27, 9, 15, 20, 41, 18, 21, 44, 17, 28, 5, 32, 20, 28, 33, 49, 0, 15, 47, 41, 7, 45, 42, 15, 14, 6, 24, 35, 22, 38, 17, 9, 31, 44, 47, 44, 41, 12, 39, 29, 16, 14, 50, 15, 38, 31, 46, 24]
[27, 28, 26, 43, 19, 17, 10, 38, 28, 6, 0, 25, 1, 2, 35, 32, 22, 7, 49, 49, 48, 50, 19, 28, 15, 33, 6, 26, 6, 2, 45, 28, 22, 15, 0, 10, 43, 37, 5, 19, 36, 18, 39, 43, 23, 37, 17, 25, 28, 9, 38, 11, 2, 9, 15, 29, 33, 29, 27, 13, 18, 37, 39, 9, 0]
[6, 11, 34, 19, 45, 24, 9, 18, 43, 9, 24, 45, 31, 44, 13, 7, 6, 8, 0, 20, 15, 27, 31, 28, 23, 35, 9, 3, 49, 19, 18, 20, 40, 47, 10, 0, 40, 36, 32, 30, 38, 7, 23, 36, 41, 21, 17, 37, 22, 20, 33, 44, 9, 1, 43, 16, 14, 31, 34, 23, 17, 50, 4, 28, 28]
[21, 8, 49, 28, 33, 22, 6, 29, 1, 27, 42, 22, 45, 13, 19, 31, 19, 45, 13, 23, 33, 28, 23, 31, 14, 2, 33, 23, 34, 29, 36, 13, 28, 41, 43, 40, 0, 50, 20, 42, 8, 30, 30, 20, 28, 25, 49, 32, 31, 44, 14, 26, 30, 21, 24, 10, 0, 6, 33, 38, 45, 8, 4, 22, 13]
[39, 44, 40, 23, 43, 6, 40, 37, 19, 33, 3, 42, 44, 44, 32, 15, 38, 31, 26, 11, 25, 47, 37, 11, 27, 17, 29, 19, 48, 5, 22, 38, 16, 7, 37, 36, 50, 0, 7, 1, 32, 24, 33, 6, 31, 24, 3, 28, 8, 26, 26, 0, 8, 35, 45, 28, 32, 1, 23, 46, 20, 20, 30, 3, 6]
[3, 40, 17, 49, 16, 31, 40, 49, 11, 16, 23, 18, 15, 44, 4, 29, 21, 29, 29, 5, 12, 0, 30, 31, 37, 16, 35, 14, 45, 18, 23, 3, 39, 45, 5, 32, 20, 7, 0, 12, 33, 14, 34, 11, 35, 6, 18, 38, 1, 24, 4, 23, 3, 11, 11, 4, 25, 35, 22, 22, 28, 42, 13, 5, 18]
[16, 27, 46, 2, 25, 0, 42, 3, 7, 8, 23, 20, 36, 20, 12, 27, 49, 44, 50, 45, 50, 3, 41, 18, 18, 14, 41, 49, 20, 19, 39, 13, 45, 42, 19, 30, 42, 1, 12, 0, 21, 21, 35, 45, 1, 33, 10, 14, 20, 39, 17, 29, 50, 46, 49, 35, 35, 24, 34, 22, 12, 8, 5, 7, 35]
[16, 49, 12, 2, 20, 38, 10, 38, 41, 37, 12, 23, 47, 28, 1, 17, 25, 23, 31, 45, 27, 44, 6, 33, 16, 10, 35, 32, 1, 27, 9, 22, 0, 15, 36, 38, 8, 32, 33, 21, 0, 32, 15, 21, 6, 15, 34, 11, 44, 5, 40, 29, 14, 40, 49, 25, 50, 44, 40, 1, 37, 34, 20, 18, 0]
[14, 0, 19, 9, 0, 43, 45, 37, 38, 3, 15, 32, 7, 22, 29, 44, 4, 38, 10, 9, 11, 15, 9, 6, 0, 3, 2, 38, 0, 23, 19, 1, 39, 14, 18, 7, 30, 24, 14, 21, 32, 0, 4, 35, 2, 38, 14, 12, 32, 8, 1, 38, 38, 35, 2, 24, 34, 28, 42, 3, 4, 11, 46, 8, 40]
[49, 6, 43, 46, 24, 18, 42, 10, 22, 18, 35, 21, 49, 20, 45, 23, 7, 31, 0, 12, 29, 25, 2, 12, 47, 42, 26, 28, 43, 15, 44, 16, 45, 6, 39, 23, 30, 33, 34, 35, 15, 4, 0, 43, 24, 27, 6, 44, 44, 42, 27, 15, 19, 45, 10, 48, 47, 41, 25, 36, 9, 28, 22, 9, 48]
[50, 15, 16, 35, 46, 46, 1, 26, 7, 21, 49, 16, 10, 43, 4, 17, 19, 36, 31, 6, 0, 19, 7, 35, 28, 32, 6, 19, 24, 16, 27, 15, 15, 24, 43, 36, 20, 6, 11, 45, 21, 35, 43, 0, 29, 45, 10, 21, 22, 3, 36, 48, 16, 40, 42, 4, 2, 17, 27, 25, 42, 25, 30, 9, 1]
[30, 21, 24, 31, 28, 45, 39, 37, 4, 13, 19, 22, 46, 44, 15, 33, 37, 22, 10, 13, 6, 37, 21, 42, 19, 34, 4, 41, 47, 35, 27, 8, 21, 35, 23, 41, 28, 31, 35, 1, 6, 2, 24, 29, 0, 41, 29, 26, 45, 42, 34, 29, 30, 44, 11, 48, 50, 46, 5, 37, 18, 35, 44, 20, 16]
[47, 13, 32, 28, 46, 46, 11, 37, 47, 44, 41, 6, 31, 15, 12, 18, 37, 30, 49, 43, 45, 44, 26, 9, 44, 28, 14, 27, 3, 16, 48, 12, 12, 22, 37, 21, 25, 24, 6, 33, 15, 38, 27, 45, 41, 0, 45, 7, 15, 42, 14, 25, 34, 50, 18, 0, 30, 45, 19, 46, 42, 15, 38, 27, 11]
[19, 42, 31, 34, 12, 12, 31, 0, 36, 32, 29, 50, 3, 3, 42, 28, 14, 34, 49, 4, 28, 0, 17, 30, 12, 21, 39, 44, 10, 23, 8, 22, 9, 38, 17, 17, 49, 3, 18, 10, 34, 14, 6, 10, 29, 45, 0, 4, 37, 36, 36, 41, 42, 29, 15, 36, 38, 20, 31, 50, 44, 47, 15, 4, 14]
[2, 10, 7, 49, 1, 15, 26, 45, 12, 23, 16, 11, 25, 27, 18, 12, 16, 26, 12, 39, 8, 27, 32, 10, 8, 38, 28, 8, 31, 16, 40, 21, 19, 17, 25, 37, 32, 28, 38, 14, 11, 12, 44, 21, 26, 7, 4, 0, 2, 19, 16, 0, 0, 28, 42, 43, 24, 8, 46, 43, 10, 17, 35, 36, 12]
[7, 37, 16, 6, 39, 2, 15, 3, 25, 6, 18, 7, 27, 24, 22, 39, 26, 27, 0, 6, 1, 44, 10, 19, 20, 29, 34, 46, 39, 27, 38, 3, 42, 9, 28, 22, 31, 8, 1, 20, 44, 32, 44, 22, 45, 15, 37, 2, 0, 49, 39, 41, 4, 44, 29, 10, 0, 21, 14, 20, 28, 4, 49, 7, 49]
[21, 31, 18, 7, 23, 5, 4, 43, 12, 14, 40, 18, 6, 50, 10, 27, 24, 30, 45, 46, 38, 0, 8, 30, 43, 28, 6, 49, 34, 40, 18, 36, 45, 31, 9, 20, 44, 26, 24, 39, 5, 8, 42, 3, 42, 42, 36, 19, 49, 0, 4, 27, 15, 48, 35, 35, 34, 45, 45, 47, 13, 20, 22, 1, 15]
[23, 34, 17, 2, 32, 20, 39, 12, 21, 50, 13, 41, 2, 4, 28, 13, 22, 21, 9, 27, 1, 40, 27, 17, 43, 15, 1, 45, 50, 15, 35, 40, 33, 44, 38, 33, 14, 26, 4, 17, 40, 1, 27, 36, 34, 14, 36, 16, 39, 4, 0, 43, 38, 16, 26, 34, 42, 40, 8, 17, 3, 23, 27, 39, 16]
[26, 27, 21, 36, 19, 44, 37, 20, 29, 5, 35, 41, 8, 23, 13, 32, 50, 33, 47, 49, 27, 48, 29, 9, 8, 9, 32, 21, 26, 42, 6, 14, 30, 47, 11, 44, 26, 0, 23, 29, 29, 38, 15, 48, 29, 25, 41, 0, 41, 27, 43, 0, 48, 45, 36, 18, 33, 16, 47, 2, 15, 22, 47, 21, 15]
[12, 11, 30, 4, 49, 33, 37, 4, 47, 26, 34, 9, 37, 48, 29, 4, 44, 27, 14, 23, 4, 36, 27, 37, 19, 50, 50, 35, 14, 39, 49, 42, 42, 44, 2, 9, 30, 8, 3, 50, 14, 38, 19, 16, 30, 34, 42, 0, 4, 15, 38, 48, 0, 30, 6, 47, 43, 8, 1, 13, 26, 25, 39, 46, 18]
[30, 45, 0, 5, 44, 2, 45, 23, 17, 35, 40, 49, 17, 20, 6, 23, 47, 36, 7, 15, 38, 20, 0, 10, 28, 50, 6, 9, 13, 24, 10, 12, 10, 41, 9, 1, 21, 35, 11, 46, 40, 35, 45, 40, 44, 50, 29, 28, 44, 48, 16, 45, 30, 0, 29, 34, 41, 36, 40, 47, 4, 13, 41, 15, 3]
[49, 43, 29, 15, 48, 10, 47, 5, 47, 38, 39, 47, 17, 37, 38, 45, 31, 1, 8, 27, 29, 43, 40, 8, 33, 26, 13, 2, 30, 26, 27, 48, 36, 12, 15, 43, 24, 45, 11, 49, 49, 2, 10, 42, 11, 18, 15, 42, 29, 35, 26, 36, 6, 29, 0, 47, 44, 21, 6, 18, 3, 44, 24, 41, 15]
[3, 6, 32, 16, 2, 17, 19, 48, 44, 17, 40, 13, 20, 5, 23, 7, 38, 1, 26, 30, 11, 31, 23, 37, 50, 21, 17, 14, 2, 32, 13, 9, 16, 39, 29, 16, 10, 28, 4, 35, 25, 24, 48, 4, 48, 0, 36, 43, 10, 35, 34, 18, 47, 34, 47, 0, 6, 27, 11, 32, 14, 11, 2, 37, 50]
[46, 37, 14, 28, 17, 23, 14, 21, 29, 16, 29, 38, 36, 31, 3, 8, 44, 43, 49, 21, 20, 48, 45, 30, 50, 36, 4, 47, 12, 16, 20, 37, 38, 29, 33, 14, 0, 32, 25, 35, 50, 34, 47, 2, 50, 30, 38, 24, 0, 34, 42, 33, 43, 41, 44, 6, 0, 47, 22, 34, 29, 0, 9, 15, 25]
[25, 21, 2, 45, 9, 29, 9, 22, 39, 19, 35, 13, 45, 37, 22, 41, 18, 6, 1, 32, 45, 21, 26, 44, 10, 32, 0, 18, 17, 1, 9, 14, 34, 16, 29, 31, 6, 1, 35, 24, 44, 28, 41, 17, 46, 45, 20, 8, 21, 45, 40, 16, 8, 36, 21, 27, 47, 0, 2, 3, 4, 37, 28, 0, 35]
[44, 5, 2, 27, 35, 35, 49, 23, 34, 2, 37, 44, 35, 1, 22, 13, 43, 7, 48, 28, 33, 30, 19, 41, 44, 3, 0, 19, 44, 37, 16, 33, 40, 14, 27, 34, 33, 23, 22, 34, 40, 42, 25, 27, 5, 19, 31, 46, 14, 45, 8, 47, 1, 40, 6, 11, 22, 2, 0, 32, 3, 42, 45, 20, 6]
[19, 9, 24, 16, 31, 12, 22, 3, 46, 19, 24, 20, 44, 44, 7, 41, 0, 36, 4, 9, 46, 20, 33, 14, 7, 32, 44, 44, 44, 17, 35, 8, 47, 50, 13, 23, 38, 46, 22, 22, 1, 3, 36, 25, 37, 46, 50, 43, 20, 47, 17, 2, 13, 47, 18, 32, 34, 3, 32, 0, 11, 23, 28, 49, 25]
[27, 39, 36, 43, 39, 29, 50, 20, 9, 46, 20, 24, 46, 14, 13, 31, 24, 45, 22, 38, 3, 8, 14, 15, 32, 2, 12, 34, 48, 35, 34, 24, 0, 15, 18, 17, 45, 20, 28, 12, 37, 4, 9, 42, 18, 42, 44, 10, 28, 13, 3, 15, 26, 4, 3, 14, 29, 4, 3, 11, 0, 50, 1, 21, 43]
[18, 43, 10, 1, 46, 49, 37, 14, 15, 4, 26, 36, 6, 3, 14, 5, 9, 38, 1, 24, 19, 44, 8, 47, 4, 24, 17, 13, 16, 15, 13, 14, 2, 38, 37, 50, 8, 20, 42, 8, 34, 11, 28, 25, 35, 15, 47, 17, 4, 20, 23, 22, 25, 13, 44, 11, 0, 37, 42, 23, 50, 0, 5, 36, 12]
[14, 26, 28, 35, 20, 20, 48, 18, 13, 29, 22, 45, 50, 17, 21, 34, 25, 19, 0, 18, 24, 39, 28, 31, 33, 6, 25, 45, 32, 44, 34, 17, 45, 31, 39, 4, 4, 30, 13, 5, 20, 46, 22, 30, 44, 38, 15, 35, 49, 22, 27, 47, 39, 41, 24, 2, 9, 28, 45, 28, 1, 5, 0, 38, 46]
[7, 2, 20, 15, 39, 4, 6, 27, 5, 18, 20, 20, 14, 7, 45, 11, 21, 1, 33, 42, 9, 47, 27, 1, 21, 21, 33, 49, 39, 35, 16, 18, 48, 46, 9, 28, 22, 3, 5, 7, 18, 8, 9, 9, 20, 27, 4, 36, 7, 1, 39, 21, 46, 15, 41, 37, 15, 0, 20, 49, 21, 36, 38, 0, 1]
[49, 26, 1, 0, 39, 4, 17, 6, 17, 31, 33, 35, 13, 30, 48, 22, 37, 16, 37, 15, 11, 30, 46, 0, 4, 41, 19, 4, 11, 3, 47, 9, 30, 24, 0, 28, 13, 6, 18, 35, 0, 40, 48, 1, 16, 11, 14, 12, 49, 15, 16, 15, 18, 3, 15, 50, 25, 35, 6, 25, 43, 12, 46, 1, 0]
