N1,N2,...,Nx
[34, 7, 45, 19, 25, 31, 19, 50, 0, 16, 0, 19, 12, 32, 45, 42, 10, 5, 2, 30, 22, 35, 11, 49, 25, 43, 12, 22, 0, 31, 26, 17, 28, 30, 1, 12, 19, 31, 30, 2, 26, 26, 25, 43, 45, 41, 49, 23, 12, 37, 36, 24, 7, 13, 50, 9, 36, 44, 2, 48, 45]
[18, 9, 35, 4, 36, 7, 47, 20, 34, 33, 19, 0, 30, 4, 49, 11, 4, 15, 37, 21, 39, 27, 31, 47, 11, 38, 49, 41, 49, 36, 1, 44, 20, 28, 27, 32, 30, 33, 41, 15, 42, 22, 3, 47, 32, 42, 38, 50, 16, 38, 32, 43, 1, 4, 19, 49, 19, 13, 31, 50, 0]
[5, 22, 33, 25, 1, 20, 37, 16, 28, 37, 12, 30, 0, 9, 28, 27, 19, 26, 30, 4, 31, 0, 32, 39, 33, 39, 45, 38, 41, 13, 39, 24, 10, 43, 47, 39, 37, 41, 41, 42, 11, 10, 46, 36, 48, 46, 13, 1, 7, 50, 13, 14, 10, 42, 14, 5, 3, 12, 50, 32, 18]
[0, 27, 38, 45, 37, 29, 15, 3, 39, 42, 32, 4, 9, 0, 20, 11, 31, 21, 6, 26, 24, 19, 43, 24, 12, 6, 3, 32, 32, 9, 13, 16, 15, 16, 40, 29, 49, 15, 18, 30, 26, 37, 9, 50, 5, 26, 28, 28, 33, 34, 48, 39, 21, 30, 18, 11, 29, 8, 0, 49, 4]
[45, 19, 15, 32, 2, 14, 35, 27, 28, 41, 45, 49, 28, 20, 0, 15, 46, 10, 6, 19, 49, 43, 31, 22, 19, 43, 31, 19, 37, 19, 14, 48, 43, 32, 19, 29, 13, 10, 1, 19, 19, 42, 31, 30, 0, 35, 43, 28, 8, 34, 41, 48, 24, 22, 12, 8, 19, 0, 7, 6, 7]
[14, 17, 12, 1, 16, 22, 0, 6, 37, 34, 42, 11, 27, 11, 15, 0, 7, 41, 7, 34, 19, 35, 29, 15, 38, 10, 4, 19, 31, 40, 35, 1, 8, 15, 5, 26, 1, 40, 5, 15, 32, 8, 7, 18, 12, 26, 6, 50, 10, 31, 36, 33, 21, 10, 30, 16, 29, 4, 33, 9, 25]
[34, 25, 18, 47, 28, 3, 24, 31, 31, 7, 10, 4, 19, 31, 46, 7, 0, 32, 19, 7, 20, 31, 16, 9, 19, 16, 50, 48, 8, 20, 45, 18, 50, 3, 28, 37, 1, 4, 48, 29, 48, 25, 23, 50, 5, 10, 41, 32, 50, 15, 1, 36, 12, 27, 13, 19, 11, 44, 48, 25, 6]
[1, 6, 22, 42, 12, 22, 21, 37, 42, 2, 5, 15, 26, 21, 10, 41, 32, 0, 5, 27, 46, 22, 0, 15, 21, 30, 2, 8, 3, 16, 44, 22, 24, 5, 8, 8, 32, 8, 32, 44, 1, 22, 7, 21, 42, 21, 12, 10, 40, 7, 45, 20, 24, 3, 14, 4, 33, 39, 20, 6, 49]
[25, 35, 23, 39, 36, 44, 42, 12, 2, 4, 2, 37, 30, 6, 6, 7, 19, 5, 0, 29, 27, 10, 41, 27, 34, 49, 13, 28, 26, 12, 27, 1, 32, 3, 34, 3, 18, 49, 23, 35, 32, 35, 24, 46, 10, 30, 45, 35, 4, 47, 22, 24, 6, 26, 50, 10, 0, 36, 11, 26, 43]
[3, 8, 10, 32, 47, 0, 8, 20, 6, 27, 30, 21, 4, 26, 19, 34, 7, 27, 29, 0, 20, 40, 24, 25, 10, 29, 24, 11, 9, 40, 18, 38, 38, 39, 18, 10, 15, 25, 12, 0, 17, 43, 6, 45, 1, 6, 37, 10, 3, 18, 48, 39, 28, 1, 2, 44, 17, 28, 20, 45, 8]
[36, 19, 36, 28, 41, 15, 46, 20, 28, 33, 22, 39, 31, 24, 49, 19, 20, 46, 27, 20, 0, 7, 39, 20, 21, 33, 39, 14, 19, 24, 17, 11, 41, 50, 18, 21, 42, 47, 49, 4, 5, 47, 38, 15, 9, 48, 2, 33, 14, 9, 15, 42, 6, 49, 7, 32, 4, 6, 47, 4, 17]
[25, 41, 41, 12, 46, 12, 24, 22, 30, 35, 35, 27, 0, 19, 43, 35, 31, 22, 10, 40, 7, 0, 29, 34, 15, 0, 46, 5, 45, 47, 42, 45, 33, 25, 14, 19, 1, 0, 2, 17, 41, 13, 20, 23, 17, 30, 50, 6, 38, 38, 3, 18, 20, 30, 28, 50, 45, 22, 13, 8, 43]
[22, 4, 4, 39, 13, 12, 8, 24, 21, 28, 11, 31, 32, 43, 31, 29, 16, 0, 41, 24, 39, 29, 0, 37, 32, 29, 3, 6, 8, 38, 5, 27, 4, 25, 1, 43, 26, 24, 18, 4, 41, 26, 34, 49, 25, 46, 12, 44, 32, 20, 5, 39, 10, 22, 48, 28, 23, 47, 44, 34, 44]
[42, 17, 43, 49, 50, 43, 12, 34, 16, 34, 49, 47, 39, 24, 22, 15, 9, 15, 27, 25, 20, 34, 37, 0, 6, 39, 36, 6, 32, 16, 35, 43, 10, 26, 33, 7, 28, 11, 19, 14, 35, 50, 10, 35, 45, 1, 27, 36, 30, 45, 15, 38, 20, 41, 31, 19, 34, 3, 25, 25, 13]
[12, 43, 30, 3, 8, 11, 34, 13, 2, 12, 25, 11, 33, 12, 19, 38, 19, 21, 34, 10, 21, 15, 32, 6, 0, 5, 22, 36, 10, 11, 10, 48, 33, 36, 33, 37, 20, 23, 6, 19, 21, 6, 26, 28, 50, 12, 13, 48, 13, 35, 8, 6, 46, 47, 29, 12, 23, 11, 6, 33, 6]
[41, 3, 7, 7, 28, 40, 34, 15, 41, 5, 43, 38, 39, 6, 43, 10, 16, 30, 49, 29, 33, 0, 29, 39, 5, 0, 13, 0, 34, 22, 29, 43, 26, 27, 38, 24, 35, 1, 22, 9, 15, 9, 16, 25, 12, 41, 27, 47, 50, 25, 18, 23, 40, 36, 19, 3, 0, 10, 17, 20, 44]
[12, 23, 50, 27, 4, 40, 13, 32, 41, 23, 12, 49, 45, 3, 31, 4, 50, 2, 13, 24, 39, 46, 3, 36, 22, 13, 0, 16, 4, 12, 39, 26, 4, 33, 12, 45, 35, 36, 48, 38, 5, 43, 43, 21, 33, 17, 28, 50, 0, 19, 36, 35, 22, 41, 1, 41, 46, 30, 42, 21, 28]
[33, 19, 9, 34, 11, 15, 1, 35, 2, 40, 22, 41, 38, 32, 19, 19, 48, 8, 28, 11, 14, 5, 6, 6, 36, 0, 16, 0, 8, 21, 26, 22, 5, 13, 7, 6, 9, 0, 36, 31, 48, 11, 41, 12, 30, 15, 10, 18, 22, 36, 36, 20, 32, 50, 32, 20, 33, 44, 33, 40, 2]
[25, 29, 23, 38, 20, 46, 5, 30, 43, 33, 0, 49, 41, 32, 37, 31, 8, 3, 26, 9, 19, 45, 8, 32, 10, 34, 4, 8, 0, 36, 7, 39, 34, 3, 46, 17, 2, 39, 41, 5, 20, 44, 18, 32, 43, 18, 4, 26, 5, 41, 16, 41, 22, 6, 48, 36, 24, 22, 10, 36, 26]
[26, 26, 7, 17, 20, 37, 10, 29, 49, 18, 31, 36, 13, 9, 19, 40, 20, 16, 12, 40, 24, 47, 38, 16, 11, 22, 12, 21, 36, 0, 24, 37, 2, 4, 21, 42, 38, 23, 48, 47, 46, 48, 8, 5, 27, 31, 25, 1, 35, 46, 0, 4, 22, 3, 12, 13, 50, 24, 38, 32, 19]
[17, 4, 3, 36, 13, 31, 42, 17, 42, 31, 26, 1, 39, 13, 14, 35, 45, 44, 27, 18, 17, 42, 5, 35, 10, 29, 39, 26, 7, 24, 0, 2, 17, 18, 28, 23, 38, 35, 15, 0, 28, 13, 0, 28, 50, 37, 4, 40, 33, 36, 32, 28, 47, 6, 33, 48, 4, 45, 39, 37, 18]
[44, 27, 40, 43, 18, 33, 27, 44, 11, 5, 17, 44, 24, 16, 48, 1, 18, 22, 1, 38, 11, 45, 27, 43, 48, 43, 26, 22, 39, 37, 2, 0, 34, 0, 28, 9, 41, 22, 49, 15, 40, 7, 20, 29, 11, 26, 22, 47, 42, 38, 29, 13, 14, 41, 5, 47, 32, 20, 46, 22, 5]
[25, 28, 14, 1, 9, 30, 39, 45, 22, 21, 28, 20, 10, 15, 43, 8, 50, 24, 32, 38, 41, 33, 4, 10, 33, 26, 4, 5, 34, 2, 17, 34, 0, 43, 30, 29, 2, 47, 20, 31, 27, 46, 16, 48, 9, 5, 35, 21, 10, 42, 36, 41, 40, 18, 8, 45, 25, 31, 7, 18, 48]
[37, 47, 49, 16, 40, 17, 40, 15, 11, 35, 30, 28, 43, 16, 32, 15, 3, 5, 3, 39, 50, 25, 25, 26, 36, 27, 33, 13, 3, 4, 18, 0, 43, 0, 4, 15, 26, 50, 15, 4, 40, 43, 22, 30, 26, 29, 48, 22, 1, 38, 49, 44, 42, 28, 5, 28, 7, 26, 18, 19, 50]
[18, 34, 11, 37, 20, 45, 49, 27, 6, 27, 1, 27, 47, 40, 19, 5, 28, 8, 34, 18, 18, 14, 1, 33, 33, 38, 12, 7, 46, 21, 28, 28, 30, 4, 0, 36, 30, 45, 9, 6, 39, 41, 22, 33, 30, 45, 16, 11, 48, 23, 23, 0, 15, 17, 1, 14, 7, 50, 40, 33, 27]
[28, 34, 13, 34, 11, 50, 15, 33, 32, 43, 12, 32, 39, 29, 29, 26, 37, 8, 3, 10, 21, 19, 43, 7, 37, 24, 45, 6, 17, 42, 23, 9, 29, 15, 36, 0, 14, 34, 19, 8, 31, 25, 27, 26, 35, 1, 34, 3, 33, 13, 37, 21, 9, 39, 34, 10, 40, 35, 4, 32, 11]
[10, 24, 38, 41, 13, 17, 39, 14, 15, 12, 19, 30, 37, 49, 13, 1, 1, 32, 18, 15, 42, 1, 26, 28, 20, 35, 35, 9, 2, 38, 38, 41, 2, 26, 30, 14, 0, 7, 24, 40, 29, 43, 38, 31, 14, 35, 40, 34, 37, 35, 46, 34, 8, 12, 43, 50, 24, 31, 19, 17, 40]
[36, 28, 1, 38, 26, 3, 8, 11, 49, 8, 31, 33, 41, 15, 10, 40, 4, 8, 49, 25, 47, 0, 24, 11, 23, 1, 36, 0, 39, 23, 35, 22, 47, 50, 45, 34, 7, 0, 48, 32, 6, 40, 34, 40, 12, 33, 24, 13, 37, 9, 2, 49, 44, 40, 32, 11, 44, 2, 27, 50, 7]
[11, 48, 24, 12, 16, 17, 35, 42, 46, 3, 30, 41, 41, 18, 1, 5, 48, 32, 23, 12, 49, 2, 18, 19, 6, 22, 48, 36, 41, 48, 15, 49, 20, 15, 9, 19, 24, 48, 0, 35, 1, 11, 28, 17, 10, 12, 32, 35, 20, 44, 45, 17, 14, 26, 6, 38, 42, 25, 30, 1, 6]
[29, 39, 32, 44, 11, 25, 25, 14, 38, 32, 2, 15, 42, 30, 19, 15, 29, 44, 35, 0, 4, 17, 4, 14, 19, 9, 38, 31, 5, 47, 0, 15, 31, 4, 6, 8, 40, 32, 35, 0, 40, 29, 41, 9, 3, 6, 44, 27, 14, 3, 50, 22, 48, 5, 37, 3, 14, 18, 40, 48, 22]
[1, 10, 11, 13, 46, 50, 18, 14, 25, 37, 26, 42, 11, 26, 19, 32, 48, 1, 32, 17, 5, 41, 41, 35, 21, 15, 5, 48, 20, 46, 28, 40, 27, 40, 39, 31, 29, 6, 1, 40, 0, 35, 39, 49, 44, 39, 29, 30, 6, 32, 17, 32, 13, 1, 26, 14, 0, 26, 23, 48, 46]
[8, 44, 25, 33, 10, 38, 49, 44, 12, 2, 26, 22, 10, 37, 42, 8, 25, 22, 35, 43, 47, 13, 26, 50, 6, 9, 43, 11, 44, 48, 13, 7, 46, 43, 41, 25, 43, 40, 11, 29, 35, 0, 29, 4, 7, 33, 2, 44, 2, 50, 41, 32, 31, 21, 42, 11, 2, 11, 16, 19, 21]
[47, 15, 1, 18, 1, 0, 19, 1, 41, 30, 25, 3, 46, 9, 31, 7, 23, 7, 24, 6, 38, 20, 34, 10, 26, 16, 43, 41, 18, 8, 0, 20, 16, 22, 22, 27, 38, 34, 28, 41, 39, 29, 0, 8, 43, 38, 36, 28, 10, 28, 46, 23, 39, 19, 10, 46, 23, 44, 19, 25, 34]
[46, 24, 4, 30, 1, 3, 48, 42, 3, 22, 43, 47, 36, 50, 30, 18, 50, 21, 46, 45, 15, 23, 49, 35, 28, 25, 21, 12, 32, 5, 28, 29, 48, 30, 33, 26, 31, 40, 17, 9, 49, 4, 8, 0, 34, 36, 39, 34, 14, 40, 25, 10, 21, 43, 2, 31, 13, 23, 25, 18, 8]
[35, 50, 37, 45, 35, 37, 8, 23, 36, 12, 45, 32, 48, 5, 0, 12, 5, 42, 10, 1, 9, 17, 25, 45, 50, 12, 33, 30, 43, 27, 50, 11, 9, 26, 30, 35, 14, 12, 10, 3, 44, 7, 43, 34, 0, 48, 21, 7, 36, 39, 34, 16, 19, 1, 44, 41, 45, 15, 0, 46, 14]
[24, 32, 26, 28, 30, 3, 30, 7, 16, 15, 41, 42, 46, 26, 35, 26, 10, 21, 30, 6, 48, 30, 46, 1, 12, 41, 17, 15, 18, 31, 37, 26, 5, 29, 45, 1, 35, 33, 12, 6, 39, 33, 38, 36, 48, 0, 33, 5, 30, 9, 1, 3, 1, 41, 26, 4, 48, 8, 32, 49, 13]
[34, 12, 42, 38, 34, 35, 15, 12, 14, 35, 49, 38, 13, 28, 43, 6, 41, 12, 45, 37, 2, 50, 12, 27, 13, 27, 28, 10, 4, 25, 4, 22, 35, 48, 16, 34, 40, 24, 32, 44, 29, 2, 36, 39, 21, 33, 0, 0, 8, 26, 34, 38, 20, 46, 46, 6, 23, 1, 47, 38, 27]
[42, 10, 8, 43, 18, 44, 21, 9, 14, 24, 23, 50, 1, 28, 28, 50, 32, 10, 35, 10, 33, 6, 44, 36, 48, 47, 50, 18, 26, 1, 40, 47, 21, 22, 11, 3, 34, 13, 35, 27, 30, 44, 28, 34, 7, 5, 0, 0, 47, 8, 24, 43, 24, 39, 1, 39, 11, 14, 49, 49, 22]
[36, 24, 31, 35, 28, 25, 3, 45, 21, 16, 12, 16, 7, 33, 8, 10, 50, 40, 4, 3, 14, 38, 32, 30, 13, 50, 0, 22, 5, 35, 33, 42, 10, 1, 48, 33, 37, 37, 20, 14, 6, 2, 10, 14, 36, 30, 8, 47, 0, 3, 36, 34, 23, 15, 2, 18, 25, 10, 36, 28, 3]
[9, 33, 45, 31, 28, 23, 23, 46, 39, 39, 37, 38, 50, 34, 34, 31, 15, 7, 47, 18, 9, 38, 20, 45, 35, 25, 19, 36, 41, 46, 36, 38, 42, 38, 23, 13, 35, 9, 44, 3, 32, 50, 28, 40, 39, 9, 26, 8, 3, 0, 20, 45, 21, 31, 2, 1, 40, 20, 36, 30, 38]
[5, 20, 8, 46, 45, 41, 11, 47, 2, 37, 36, 32, 13, 48, 41, 36, 1, 45, 22, 48, 15, 3, 5, 15, 8, 18, 36, 36, 16, 0, 32, 29, 36, 49, 23, 37, 46, 2, 45, 50, 17, 41, 46, 25, 34, 1, 34, 24, 36, 20, 0, 36, 34, 19, 31, 45, 18, 46, 21, 15, 18]
[13, 9, 11, 32, 30, 10, 46, 49, 42, 0, 24, 43, 14, 39, 48, 33, 36, 20, 24, 39, 42, 18, 39, 38, 6, 23, 35, 20, 41, 4, 28, 13, 41, 44, 0, 21, 34, 49, 17, 22, 32, 32, 23, 10, 16, 3, 38, 43, 34, 45, 36, 0, 22, 32, 41, 38, 19, 33, 5, 43, 47]
[31, 50, 34, 23, 30, 19, 20, 32, 24, 19, 7, 1, 10, 21, 24, 21, 12, 24, 6, 28, 6, 20, 10, 20, 46, 40, 22, 32, 22, 22, 47, 14, 40, 42, 15, 9, 8, 44, 14, 48, 13, 31, 39, 21, 19, 1, 20, 24, 23, 21, 34, 22, 0, 20, 5, 2, 43, 46, 8, 22, 5]
[48, 1, 41, 14, 44, 8, 38, 13, 44, 29, 13, 4, 42, 30, 22, 10, 27, 3, 26, 1, 49, 30, 22, 41, 47, 36, 41, 50, 6, 3, 6, 41, 18, 28, 17, 39, 12, 40, 26, 5, 1, 21, 19, 43, 1, 41, 46, 39, 15, 31, 19, 32, 20, 0, 3, 37, 18, 19, 13, 10, 32]
[31, 9, 26, 48, 47, 28, 27, 40, 24, 28, 50, 19, 14, 18, 12, 30, 13, 14, 50, 2, 7, 28, 48, 31, 29, 19, 1, 32, 48, 12, 33, 5, 8, 5, 1, 34, 43, 32, 6, 37, 26, 42, 10, 2, 44, 26, 46, 1, 2, 2, 31, 41, 5, 3, 0, 44, 13, 6, 14, 13, 23]
[17, 28, 5, 18, 40, 0, 38, 11, 4, 21, 9, 49, 5, 11, 8, 16, 19, 4, 10, 44, 32, 50, 28, 19, 12, 3, 41, 20, 36, 13, 48, 47, 45, 28, 14, 10, 50, 11, 38, 3, 14, 11, 46, 31, 41, 4, 6, 39, 18, 1, 45, 38, 2, 37, 44, 0, 23, 2, 8, 34, 11]
[13, 19, 31, 5, 45, 45, 16, 11, 49, 2, 36, 19, 3, 29, 19, 29, 11, 33, 0, 17, 4, 45, 23, 34, 23, 0, 46, 33, 24, 50, 4, 32, 25, 7, 7, 40, 24, 44, 42, 14, 0, 2, 23, 13, 45, 48, 23, 11, 25, 40, 18, 19, 43, 18, 13, 23, 0, 46, 20, 19, 48]
[28, 46, 14, 7, 17, 27, 22, 50, 37, 50, 44, 13, 12, 8, 0, 4, 44, 39, 36, 28, 6, 22, 47, 3, 11, 10, 30, 44, 22, 24, 45, 20, 31, 26, 50, 35, 31, 2, 25, 18, 26, 11, 44, 23, 15, 8, 1, 14, 10, 20, 46, 33, 46, 19, 6, 2, 46, 0, 29, 30, 18]
[22, 42, 9, 27, 45, 33, 18, 40, 20, 23, 2, 31, 50, 0, 7, 33, 48, 20, 11, 20, 47, 13, 44, 25, 6, 17, 42, 33, 10, 38, 39, 46, 7, 18, 40, 4, 19, 27, 30, 40, 23, 16, 19, 25, 0, 32, 47, 49, 36, 36, 21, 5, 8, 13, 14, 8, 20, 29, 0, 31, 49]
[36, 2, 12, 25, 40, 23, 40, 31, 35, 0, 48, 50, 32, 49, 6, 9, 25, 6, 26, 45, 4, 8, 34, 25, 33, 20, 21, 40, 36, 32, 37, 22, 18, 19, 33, 32, 17, 50, 1, 48, 48, 19, 25, 18, 46, 49, 38, 49, 28, 30, 15, 43, 22, 10, 13, 34, 19, 30, 31, 0, 20]
[11, 9, 24, 26, 14, 32, 37, 11, 27, 13, 45, 0, 18, 4, 7, 25, 6, 49, 43, 8, 17, 43, 44, 13, 6, 44, 28, 2, 26, 19, 18, 5, 48, 50, 27, 11, 40, 7, 6, 22, 46, 21, 34, 8, 14, 13, 27, 22, 3, 38, 18, 47, 5, 32, 23, 11, 48, 18, 49, 20, 0]
