N1,N2,...,Nx
[5, 9, 34, 19, 36, 17, 7, 40, 10, 18, 0, 47, 18, 48, 30, 32, 3, 4, 4, 31, 39, 19, 35, 32, 28, 21, 8, 19, 49, 45, 10, 23, 4, 41, 4, 9, 5, 36, 42, 29, 40, 33, 18, 45, 16, 1, 15, 49, 14, 23, 37, 9, 27, 34, 23, 45, 35, 19, 37, 32, 45, 4, 44, 23, 3, 16, 25, 27, 1, 48, 45, 38, 22, 26, 49, 12, 23, 33, 47, 49, 33, 32, 16, 48, 31, 0, 37, 39, 28, 16, 44, 43, 31, 25, 7, 45, 35, 7, 23, 0, 17, 38, 43, 37, 49, 37, 18, 49, 11, 13, 21, 11, 18, 30, 39, 7, 35, 12, 36, 45, 46, 16, 2, 31, 34, 18, 49, 2, 31, 33, 8, 23, 8, 47, 4, 39, 17, 48, 28, 9, 46, 2, 17, 1, 36, 36, 25, 40, 14, 17, 34, 50, 43, 36, 3, 33, 14, 17, 30, 27, 21, 10, 47, 20, 39, 41, 33, 28, 20, 27, 23, 2, 46, 23, 42, 49, 23, 6, 39, 31, 40, 15, 39, 34, 37, 45, 33, 39, 50, 3, 25, 5, 50, 12, 30]
[2, 34, 29, 26, 39, 35, 25, 10, 46, 39, 47, 0, 6, 20, 6, 33, 49, 28, 48, 29, 26, 29, 34, 49, 9, 3, 20, 36, 28, 38, 17, 43, 0, 36, 10, 28, 34, 15, 18, 37, 12, 12, 5, 28, 27, 49, 21, 35, 22, 1, 11, 49, 37, 34, 33, 16, 47, 46, 47, 15, 12, 3, 22, 20, 30, 40, 17, 36, 45, 3, 29, 6, 23, 21, 49, 46, 40, 49, 6, 6, 38, 25, 35, 36, 44, 43, 34, 6, 30, 17, 32, 39, 44, 48, 49, 29, 3, 27, 20, 36, 13, 14, 22, 15, 9, 47, 42, 8, 23, 1, 48, 49, 3, 36, 39, 36, 46, 33, 24, 18, 41, 14, 8, 19, 20, 30, 7, 3, 27, 44, 15, 26, 45, 6, 50, 4, 49, 43, 26, 30, 48, 17, 47, 28, 42, 4, 17, 20, 44, 16, 28, 12, 33, 38, 33, 49, 47, 34, 21, 33, 41, 22, 30, 35, 22, 44, 43, 9, 41, 46, 28, 3, 11, 17, 34, 36, 48, 20, 29, 46, 7, 34, 38, 5, 35, 34, 31, 5, 6, 21, 38, 10, 19, 17, 47]
[25, 6, 2, 1, 23, 17, 11, 2, 47, 43, 18, 6, 0, 30, 6, 2, 15, 10, 34, 43, 46, 48, 11, 9, 37, 21, 16, 30, 50, 6, 24, 6, 21, 44, 48, 17, 27, 22, 50, 4, 14, 12, 29, 8, 3, 48, 19, 20, 39, 27, 33, 39, 49, 15, 5, 28, 2, 13, 34, 15, 43, 50, 30, 11, 2, 0, 1, 0, 46, 43, 39, 33, 24, 40, 41, 29, 44, 44, 20, 46, 45, 18, 6, 30, 27, 41, 9, 34, 10, 27, 0, 31, 36, 35, 19, 40, 39, 34, 50, 8, 46, 31, 24, 8, 43, 39, 35, 8, 0, 45, 24, 19, 3, 40, 25, 39, 6, 25, 5, 44, 15, 22, 40, 37, 3, 3, 11, 48, 47, 10, 36, 44, 12, 21, 5, 41, 19, 46, 0, 40, 2, 6, 26, 16, 45, 13, 43, 15, 22, 38, 46, 48, 38, 48, 35, 44, 46, 31, 5, 44, 6, 27, 23, 14, 41, 36, 37, 39, 28, 49, 25, 9, 29, 33, 6, 26, 25, 36, 30, 19, 48, 26, 14, 22, 36, 34, 11, 27, 42, 36, 31, 48, 4, 20, 42]
[21, 9, 35, 18, 31, 46, 46, 23, 20, 1, 48, 20, 30, 0, 35, 18, 42, 16, 13, 25, 43, 36, 34, 48, 10, 2, 3, 37, 6, 45, 41, 10, 2, 32, 7, 25, 50, 8, 49, 13, 26, 27, 1, 36, 47, 39, 8, 17, 24, 10, 31, 34, 18, 24, 32, 1, 39, 14, 34, 33, 19, 2, 39, 26, 50, 13, 9, 35, 39, 4, 2, 16, 22, 19, 11, 38, 36, 0, 21, 35, 46, 23, 35, 49, 14, 27, 37, 18, 31, 29, 43, 36, 40, 37, 11, 7, 10, 17, 21, 44, 32, 18, 8, 0, 19, 32, 40, 20, 33, 3, 27, 40, 14, 23, 39, 35, 12, 30, 40, 37, 50, 43, 50, 33, 8, 8, 15, 20, 50, 5, 28, 24, 40, 10, 46, 42, 26, 35, 3, 33, 29, 41, 4, 19, 16, 45, 3, 20, 50, 35, 33, 23, 28, 45, 6, 26, 29, 45, 29, 16, 18, 15, 12, 8, 48, 50, 45, 11, 22, 26, 4, 48, 1, 6, 19, 17, 6, 2, 26, 46, 32, 17, 7, 0, 5, 11, 6, 11, 24, 36, 23, 48, 49, 36, 47]
[7, 26, 42, 27, 47, 10, 33, 7, 31, 35, 30, 6, 6, 35, 0, 33, 3, 49, 21, 14, 39, 18, 24, 38, 42, 42, 19, 42, 48, 8, 4, 0, 29, 17, 13, 38, 11, 30, 43, 42, 25, 47, 15, 19, 6, 33, 14, 2, 34, 46, 27, 24, 27, 44, 3, 50, 43, 33, 23, 11, 1, 10, 45, 24, 12, 41, 32, 39, 0, 37, 20, 7, 45, 11, 20, 22, 48, 31, 48, 27, 26, 42, 14, 30, 31, 50, 16, 0, 42, 29, 15, 4, 8, 12, 2, 27, 28, 7, 4, 3, 11, 36, 23, 33, 7, 31, 10, 47, 12, 9, 9, 28, 26, 4, 31, 40, 49, 38, 22, 22, 31, 32, 34, 10, 2, 22, 38, 38, 6, 6, 44, 41, 22, 32, 39, 35, 31, 29, 47, 0, 25, 15, 47, 31, 3, 33, 34, 43, 44, 32, 25, 29, 14, 26, 18, 20, 19, 12, 37, 30, 35, 14, 3, 17, 31, 6, 20, 31, 36, 18, 34, 2, 36, 47, 22, 32, 28, 23, 17, 3, 25, 10, 4, 14, 42, 23, 33, 15, 15, 4, 36, 9, 44, 21, 33]
[0, 8, 34, 31, 45, 1, 9, 30, 26, 48, 32, 33, 2, 18, 33, 0, 30, 13, 24, 39, 46, 29, 25, 29, 31, 7, 42, 0, 4, 15, 37, 37, 47, 41, 4, 28, 23, 43, 29, 15, 8, 25, 27, 20, 41, 41, 28, 3, 50, 48, 14, 13, 40, 30, 19, 23, 0, 9, 16, 0, 40, 43, 5, 22, 16, 11, 36, 30, 39, 20, 23, 44, 16, 32, 36, 5, 31, 30, 24, 50, 26, 44, 18, 32, 26, 11, 13, 18, 33, 34, 4, 35, 2, 3, 12, 38, 20, 44, 39, 4, 50, 48, 39, 23, 2, 26, 3, 30, 13, 28, 21, 26, 27, 42, 24, 33, 38, 24, 18, 20, 36, 29, 17, 23, 30, 20, 18, 25, 25, 20, 36, 12, 38, 36, 49, 44, 47, 47, 5, 23, 11, 22, 6, 1, 33, 38, 6, 15, 17, 12, 46, 5, 20, 41, 31, 11, 22, 49, 11, 50, 42, 31, 31, 42, 46, 22, 6, 21, 49, 24, 22, 3, 27, 45, 41, 33, 27, 30, 1, 39, 49, 33, 20, 24, 11, 12, 5, 11, 25, 13, 32, 26, 35, 2, 47]
[37, 14, 13, 13, 1, 9, 49, 7, 12, 26, 3, 49, 15, 42, 3, 30, 0, 3, 23, 35, 31, 48, 9, 22, 29, 37, 38, 9, 29, 24, 2, 42, 42, 10, 46, 3, 24, 15, 30, 50, 28, 50, 1, 3, 16, 4, 9, 39, 21, 40, 39, 8, 30, 14, 28, 19, 12, 9, 44, 5, 5, 6, 32, 35, 10, 15, 26, 28, 19, 4, 44, 6, 21, 1, 23, 43, 48, 41, 14, 16, 47, 42, 3, 43, 34, 28, 37, 9, 45, 5, 26, 50, 20, 5, 31, 35, 2, 0, 6, 39, 0, 39, 15, 45, 49, 38, 45, 10, 41, 50, 47, 15, 37, 34, 13, 5, 39, 5, 31, 36, 19, 47, 34, 50, 44, 11, 43, 1, 44, 0, 33, 39, 27, 39, 4, 10, 20, 46, 43, 23, 42, 11, 41, 25, 15, 26, 42, 50, 1, 34, 37, 31, 12, 5, 15, 17, 20, 22, 10, 25, 21, 4, 1, 30, 28, 47, 6, 43, 34, 14, 12, 20, 23, 9, 28, 37, 14, 7, 2, 41, 9, 26, 18, 17, 16, 46, 4, 40, 6, 4, 5, 26, 26, 15, 0]
[41, 36, 2, 17, 38, 21, 24, 18, 36, 15, 4, 28, 10, 16, 49, 13, 3, 0, 6, 49, 47, 50, 25, 14, 5, 41, 24, 24, 20, 10, 45, 3, 24, 10, 3, 45, 45, 27, 8, 30, 48, 25, 29, 35, 37, 20, 14, 49, 20, 25, 48, 42, 13, 1, 3, 48, 9, 23, 9, 2, 30, 43, 2, 9, 10, 15, 46, 26, 8, 48, 19, 29, 5, 39, 30, 19, 28, 3, 44, 9, 19, 28, 24, 8, 34, 31, 0, 30, 45, 25, 33, 18, 14, 47, 29, 3, 9, 17, 3, 34, 8, 20, 1, 40, 40, 0, 21, 38, 31, 17, 23, 42, 6, 37, 42, 46, 3, 42, 42, 6, 26, 28, 21, 20, 12, 31, 29, 1, 0, 45, 12, 41, 17, 41, 5, 23, 20, 12, 25, 32, 33, 21, 15, 45, 29, 49, 19, 10, 39, 32, 9, 50, 2, 32, 1, 39, 11, 34, 47, 44, 2, 3, 3, 27, 20, 47, 5, 3, 18, 9, 19, 20, 44, 16, 2, 28, 27, 26, 28, 6, 48, 12, 28, 50, 26, 49, 9, 35, 6, 0, 50, 48, 15, 31, 16]
[27, 50, 44, 48, 1, 37, 29, 17, 5, 4, 4, 48, 34, 13, 21, 24, 23, 6, 0, 50, 34, 42, 4, 7, 6, 24, 16, 41, 38, 10, 14, 34, 33, 35, 47, 28, 16, 10, 31, 9, 31, 14, 42, 37, 12, 20, 48, 48, 50, 47, 23, 3, 33, 15, 49, 5, 1, 1, 34, 26, 20, 47, 8, 26, 46, 2, 44, 35, 13, 47, 7, 22, 19, 15, 30, 25, 45, 45, 14, 21, 48, 16, 15, 0, 49, 39, 26, 40, 22, 28, 18, 38, 16, 41, 8, 35, 6, 13, 13, 33, 14, 24, 8, 2, 42, 48, 38, 19, 25, 36, 28, 19, 39, 1, 42, 49, 6, 31, 20, 11, 44, 15, 18, 7, 35, 12, 11, 5, 48, 22, 23, 24, 20, 47, 11, 31, 7, 35, 33, 0, 41, 13, 36, 40, 34, 40, 37, 34, 28, 16, 5, 38, 41, 14, 4, 29, 33, 17, 23, 31, 34, 13, 20, 46, 33, 43, 29, 12, 34, 49, 15, 0, 6, 7, 20, 27, 49, 36, 4, 15, 12, 42, 35, 5, 25, 28, 24, 7, 11, 39, 42, 36, 43, 13, 37]
[50, 11, 30, 48, 15, 43, 12, 22, 25, 12, 31, 29, 43, 25, 14, 39, 35, 49, 50, 0, 18, 41, 40, 38, 48, 6, 5, 47, 30, 15, 22, 44, 31, 44, 47, 24, 33, 25, 7, 32, 48, 26, 13, 35, 43, 10, 7, 8, 11, 20, 41, 0, 38, 47, 8, 10, 15, 28, 37, 33, 1, 50, 14, 47, 24, 31, 7, 2, 46, 35, 10, 43, 12, 16, 18, 31, 31, 7, 28, 17, 8, 2, 28, 4, 21, 27, 35, 24, 27, 19, 17, 31, 2, 20, 11, 43, 45, 15, 37, 18, 48, 5, 46, 41, 10, 49, 39, 46, 33, 41, 48, 50, 44, 22, 15, 12, 35, 27, 9, 3, 35, 1, 16, 28, 0, 6, 31, 26, 42, 39, 8, 34, 0, 1, 50, 43, 17, 36, 14, 16, 41, 40, 45, 14, 6, 1, 17, 20, 17, 16, 29, 37, 37, 36, 3, 28, 46, 49, 16, 20, 45, 36, 19, 9, 6, 42, 8, 3, 16, 11, 26, 49, 46, 44, 31, 40, 11, 47, 48, 8, 28, 36, 32, 1, 9, 41, 16, 7, 5, 41, 23, 46, 34, 12, 19]
[10, 27, 21, 39, 38, 12, 16, 20, 39, 40, 39, 26, 46, 43, 39, 46, 31, 47, 34, 18, 0, 0, 48, 11, 6, 23, 8, 24, 13, 40, 16, 6, 34, 30, 16, 20, 45, 43, 24, 8, 22, 10, 4, 26, 39, 28, 14, 13, 35, 17, 7, 41, 49, 3, 44, 38, 34, 37, 8, 11, 11, 22, 1, 10, 27, 48, 39, 1, 3, 1, 40, 48, 41, 50, 18, 13, 27, 38, 5, 32, 30, 35, 49, 14, 44, 7, 47, 50, 27, 0, 20, 36, 27, 12, 0, 44, 37, 5, 12, 7, 50, 38, 19, 1, 42, 23, 40, 35, 43, 48, 38, 17, 28, 33, 35, 7, 32, 49, 39, 20, 3, 5, 13, 37, 12, 37, 30, 21, 6, 4, 23, 49, 4, 23, 25, 7, 17, 23, 22, 48, 2, 1, 34, 7, 49, 3, 50, 22, 27, 39, 41, 35, 29, 33, 4, 10, 42, 27, 2, 32, 24, 46, 9, 34, 29, 37, 14, 47, 6, 45, 46, 9, 39, 38, 39, 41, 10, 9, 36, 46, 50, 16, 26, 19, 30, 39, 19, 44, 49, 16, 14, 25, 41, 35, 22]
[47, 20, 25, 30, 44, 16, 1, 30, 29, 35, 19, 29, 48, 36, 18, 29, 48, 50, 42, 41, 0, 0, 11, 0, 24, 40, 22, 34, 43, 8, 49, 7, 8, 4, 47, 16, 46, 4, 26, 5, 36, 46, 11, 2, 4, 33, 1, 36, 6, 28, 10, 2, 42, 42, 38, 20, 50, 30, 18, 37, 17, 24, 7, 8, 49, 25, 9, 7, 28, 32, 25, 25, 22, 27, 8, 33, 33, 48, 48, 0, 29, 23, 29, 6, 23, 5, 22, 24, 12, 37, 20, 25, 43, 0, 16, 49, 5, 30, 0, 39, 21, 19, 24, 50, 14, 8, 5, 41, 49, 8, 26, 19, 36, 25, 43, 40, 28, 16, 16, 24, 32, 30, 16, 44, 36, 33, 42, 23, 29, 50, 31, 42, 20, 37, 41, 15, 33, 8, 17, 17, 16, 7, 15, 44, 13, 19, 43, 22, 18, 50, 0, 6, 42, 29, 5, 24, 25, 33, 11, 7, 50, 22, 31, 30, 37, 0, 46, 17, 5, 38, 32, 23, 46, 29, 16, 3, 4, 36, 35, 6, 34, 45, 19, 44, 19, 35, 5, 19, 10, 21, 26, 33, 29, 8, 15]
[12, 18, 7, 16, 9, 36, 42, 35, 43, 37, 35, 34, 11, 34, 24, 25, 9, 25, 4, 40, 48, 11, 0, 1, 3, 5, 0, 45, 18, 43, 0, 3, 46, 9, 9, 11, 47, 35, 21, 31, 12, 45, 45, 27, 8, 45, 40, 31, 36, 42, 49, 33, 34, 6, 26, 48, 28, 32, 6, 8, 44, 30, 1, 14, 22, 15, 9, 38, 4, 38, 49, 31, 49, 20, 5, 15, 15, 46, 39, 29, 21, 25, 32, 45, 18, 47, 21, 22, 34, 0, 28, 20, 35, 33, 25, 36, 36, 26, 27, 30, 6, 33, 29, 25, 25, 6, 17, 8, 31, 33, 50, 29, 39, 39, 50, 33, 27, 27, 29, 13, 20, 19, 16, 34, 37, 48, 15, 25, 3, 40, 15, 9, 13, 31, 28, 15, 27, 45, 18, 14, 31, 42, 50, 25, 4, 11, 22, 40, 33, 15, 21, 26, 5, 9, 43, 29, 33, 30, 35, 17, 39, 22, 39, 10, 50, 15, 41, 43, 28, 17, 30, 10, 48, 27, 29, 15, 6, 4, 45, 45, 35, 49, 10, 34, 22, 25, 17, 5, 35, 35, 34, 7, 26, 2, 4]
