N1,N2,...,Nx
[2, 49, 3, 26, 44, 8, 1, 16, 3, 35, 0, 44, 12, 7, 38, 45, 11, 27, 21, 11, 40, 37, 38, 6, 25, 12, 30, 18, 35, 27, 30, 16, 45, 6, 44, 0, 41, 40, 47, 46, 26, 4, 18, 13, 39, 31, 32, 17, 29, 30, 2, 14, 31, 39, 36, 39, 25, 11, 23, 13, 6, 13, 36, 38, 39, 11, 16, 18, 17, 17, 9, 2, 34]
[45, 42, 27, 14, 38, 20, 35, 5, 16, 17, 44, 0, 38, 40, 11, 0, 21, 9, 21, 20, 8, 28, 21, 11, 16, 49, 8, 21, 3, 45, 48, 47, 12, 41, 43, 25, 34, 42, 7, 7, 17, 2, 45, 43, 34, 0, 39, 46, 39, 12, 14, 9, 7, 45, 47, 35, 32, 39, 10, 10, 46, 40, 17, 17, 23, 20, 11, 39, 21, 31, 35, 34, 23]
[38, 47, 43, 48, 27, 45, 47, 17, 16, 6, 12, 38, 0, 24, 6, 26, 6, 50, 44, 36, 28, 16, 48, 24, 47, 3, 29, 37, 17, 42, 43, 40, 36, 50, 45, 7, 15, 7, 44, 33, 3, 33, 47, 42, 22, 5, 30, 31, 38, 10, 16, 7, 37, 46, 29, 8, 30, 17, 17, 43, 20, 36, 13, 29, 41, 38, 7, 22, 15, 39, 33, 24, 24]
[45, 2, 18, 6, 16, 43, 43, 18, 2, 29, 7, 40, 24, 0, 23, 9, 22, 43, 3, 26, 43, 39, 15, 14, 49, 1, 29, 0, 37, 10, 2, 38, 2, 45, 32, 50, 42, 4, 40, 40, 29, 32, 39, 9, 21, 10, 35, 35, 37, 8, 0, 1, 3, 15, 5, 48, 28, 0, 3, 10, 50, 45, 5, 8, 26, 46, 3, 28, 4, 6, 41, 34, 33]
[47, 48, 30, 14, 16, 10, 11, 14, 9, 2, 38, 11, 6, 23, 0, 39, 0, 31, 25, 6, 6, 48, 9, 38, 15, 12, 13, 40, 17, 0, 39, 30, 20, 33, 33, 21, 31, 39, 18, 4, 50, 45, 34, 23, 48, 49, 25, 1, 50, 50, 12, 16, 49, 9, 30, 39, 7, 9, 24, 40, 10, 9, 45, 48, 37, 4, 22, 40, 50, 20, 6, 32, 33]
[16, 26, 36, 36, 46, 33, 27, 44, 45, 43, 45, 0, 26, 9, 39, 0, 7, 13, 24, 23, 50, 36, 36, 15, 29, 24, 3, 45, 20, 22, 25, 5, 25, 43, 20, 22, 28, 10, 36, 5, 23, 49, 13, 22, 24, 46, 49, 0, 43, 14, 6, 15, 2, 23, 37, 47, 39, 1, 43, 13, 50, 40, 45, 8, 41, 36, 39, 9, 26, 40, 11, 27, 33]
[27, 22, 47, 35, 19, 40, 3, 19, 43, 23, 11, 21, 6, 22, 0, 7, 0, 23, 17, 15, 28, 42, 9, 42, 36, 7, 5, 13, 44, 15, 12, 0, 8, 13, 23, 29, 9, 1, 21, 24, 32, 50, 36, 49, 43, 5, 29, 18, 29, 41, 5, 36, 10, 48, 47, 49, 10, 12, 46, 6, 12, 14, 29, 37, 24, 50, 11, 11, 35, 35, 40, 28, 45]
[50, 20, 28, 13, 18, 33, 8, 39, 20, 8, 27, 9, 50, 43, 31, 13, 23, 0, 23, 30, 39, 25, 36, 5, 40, 44, 7, 23, 8, 43, 41, 19, 8, 15, 28, 25, 16, 17, 0, 3, 33, 11, 22, 23, 50, 1, 31, 46, 35, 5, 23, 16, 33, 1, 32, 49, 14, 29, 50, 3, 40, 46, 16, 42, 30, 15, 31, 29, 47, 0, 27, 3, 3]
[19, 42, 30, 45, 37, 33, 21, 6, 35, 25, 21, 21, 44, 3, 25, 24, 17, 23, 0, 18, 34, 46, 23, 43, 48, 36, 40, 2, 10, 16, 45, 0, 49, 37, 32, 12, 18, 3, 21, 43, 42, 18, 7, 24, 41, 47, 32, 44, 13, 22, 37, 40, 44, 14, 0, 26, 10, 23, 17, 17, 32, 11, 6, 31, 20, 35, 29, 34, 10, 31, 44, 22, 8]
[49, 19, 18, 48, 28, 9, 44, 38, 34, 8, 11, 20, 36, 26, 6, 23, 15, 30, 18, 0, 12, 31, 41, 20, 32, 31, 14, 30, 2, 21, 6, 32, 44, 43, 31, 29, 21, 4, 10, 26, 8, 24, 45, 35, 0, 12, 33, 23, 21, 38, 29, 24, 3, 49, 21, 32, 39, 13, 13, 28, 9, 15, 7, 1, 12, 50, 30, 3, 47, 34, 35, 17, 41]
[9, 8, 42, 11, 50, 27, 6, 50, 47, 2, 40, 8, 28, 43, 6, 50, 28, 39, 34, 12, 0, 32, 5, 9, 36, 7, 18, 37, 0, 9, 2, 38, 5, 3, 33, 14, 13, 50, 35, 13, 31, 26, 33, 20, 5, 38, 48, 29, 37, 22, 26, 39, 13, 18, 26, 7, 40, 8, 9, 9, 19, 5, 49, 19, 6, 43, 24, 45, 36, 38, 10, 35, 35]
[24, 21, 23, 46, 41, 6, 26, 38, 49, 11, 37, 28, 16, 39, 48, 36, 42, 25, 46, 31, 32, 0, 8, 39, 18, 42, 45, 27, 2, 15, 24, 32, 12, 50, 1, 25, 43, 26, 19, 15, 7, 34, 12, 1, 45, 6, 49, 3, 49, 27, 13, 4, 42, 17, 38, 41, 19, 17, 38, 20, 19, 25, 41, 25, 17, 40, 33, 40, 15, 23, 2, 39, 8]
[2, 28, 24, 14, 47, 43, 7, 8, 32, 36, 38, 21, 48, 15, 9, 36, 9, 36, 23, 41, 5, 8, 0, 39, 44, 15, 8, 16, 23, 11, 20, 21, 43, 39, 18, 28, 13, 32, 17, 19, 19, 9, 49, 27, 40, 50, 13, 26, 17, 13, 44, 10, 34, 7, 36, 21, 24, 44, 29, 20, 48, 0, 49, 19, 50, 25, 10, 38, 49, 31, 50, 13, 20]
[47, 50, 44, 37, 23, 37, 17, 18, 49, 27, 6, 11, 24, 14, 38, 15, 42, 5, 43, 20, 9, 39, 39, 0, 14, 38, 7, 39, 44, 42, 28, 17, 38, 28, 38, 37, 18, 18, 9, 4, 1, 0, 18, 13, 6, 27, 39, 24, 21, 3, 41, 17, 31, 26, 31, 36, 15, 20, 12, 6, 14, 43, 37, 6, 5, 24, 13, 13, 18, 17, 17, 37, 25]
[20, 19, 1, 2, 26, 7, 49, 2, 41, 31, 25, 16, 47, 49, 15, 29, 36, 40, 48, 32, 36, 18, 44, 14, 0, 49, 9, 36, 22, 14, 16, 35, 10, 32, 1, 41, 5, 27, 37, 6, 47, 5, 22, 19, 11, 41, 37, 22, 35, 13, 9, 31, 32, 34, 19, 20, 15, 22, 46, 39, 33, 14, 25, 29, 28, 17, 40, 27, 49, 1, 35, 30, 6]
[11, 1, 49, 24, 40, 13, 50, 40, 10, 46, 12, 49, 3, 1, 12, 24, 7, 44, 36, 31, 7, 42, 15, 38, 49, 0, 5, 31, 33, 20, 42, 21, 15, 9, 23, 19, 2, 9, 5, 23, 47, 11, 50, 12, 28, 14, 41, 14, 13, 7, 43, 40, 13, 32, 19, 6, 33, 47, 13, 9, 2, 34, 39, 35, 6, 37, 24, 44, 8, 4, 30, 43, 49]
[44, 47, 46, 13, 34, 21, 48, 11, 17, 23, 30, 8, 29, 29, 13, 3, 5, 7, 40, 14, 18, 45, 8, 7, 9, 5, 0, 22, 12, 3, 5, 0, 21, 44, 46, 22, 40, 16, 16, 27, 44, 14, 37, 25, 44, 47, 12, 4, 43, 19, 41, 45, 15, 31, 34, 16, 29, 8, 38, 3, 33, 6, 23, 27, 19, 36, 40, 45, 6, 27, 30, 40, 42]
[4, 22, 34, 34, 10, 48, 14, 50, 17, 5, 18, 21, 37, 0, 40, 45, 13, 23, 2, 30, 37, 27, 16, 39, 36, 31, 22, 0, 36, 35, 31, 18, 29, 44, 49, 32, 31, 47, 16, 29, 15, 6, 6, 48, 43, 43, 10, 49, 46, 21, 39, 40, 43, 23, 42, 34, 25, 41, 47, 47, 34, 50, 24, 3, 37, 38, 21, 32, 12, 16, 44, 50, 11]
[11, 7, 31, 4, 35, 46, 39, 5, 22, 27, 35, 3, 17, 37, 17, 20, 44, 8, 10, 2, 0, 2, 23, 44, 22, 33, 12, 36, 0, 0, 39, 36, 47, 0, 3, 23, 17, 44, 30, 21, 43, 13, 13, 8, 31, 37, 49, 14, 42, 9, 13, 0, 12, 38, 37, 33, 34, 37, 13, 18, 24, 50, 13, 2, 50, 39, 29, 45, 12, 0, 0, 32, 14]
[16, 49, 17, 7, 23, 33, 50, 0, 42, 0, 27, 45, 42, 10, 0, 22, 15, 43, 16, 21, 9, 15, 11, 42, 14, 20, 3, 35, 0, 0, 24, 31, 3, 50, 47, 0, 7, 48, 50, 1, 50, 35, 45, 14, 19, 11, 14, 5, 5, 29, 19, 50, 11, 48, 33, 4, 49, 35, 27, 31, 17, 44, 4, 29, 27, 8, 31, 26, 9, 3, 7, 13, 1]
[17, 49, 2, 27, 42, 46, 30, 48, 49, 7, 30, 48, 43, 2, 39, 25, 12, 41, 45, 6, 2, 24, 20, 28, 16, 42, 5, 31, 39, 24, 0, 31, 17, 18, 1, 5, 20, 36, 29, 44, 3, 5, 24, 42, 17, 10, 32, 5, 46, 32, 45, 38, 10, 7, 10, 43, 2, 10, 38, 23, 43, 33, 36, 7, 28, 9, 23, 27, 40, 14, 7, 5, 30]
[5, 47, 5, 34, 4, 6, 0, 0, 46, 10, 16, 47, 40, 38, 30, 5, 0, 19, 0, 32, 38, 32, 21, 17, 35, 21, 0, 18, 36, 31, 31, 0, 39, 9, 33, 36, 10, 26, 32, 30, 22, 11, 49, 40, 4, 28, 45, 2, 30, 36, 36, 43, 44, 30, 7, 23, 37, 18, 11, 41, 4, 6, 10, 20, 24, 4, 12, 20, 26, 2, 4, 25, 44]
[27, 15, 9, 36, 29, 16, 48, 27, 27, 42, 45, 12, 36, 2, 20, 25, 8, 8, 49, 44, 5, 12, 43, 38, 10, 15, 21, 29, 47, 3, 17, 39, 0, 6, 26, 16, 8, 16, 7, 24, 27, 27, 22, 19, 23, 46, 27, 20, 10, 33, 9, 50, 26, 33, 16, 3, 50, 28, 2, 42, 42, 40, 31, 43, 46, 50, 3, 49, 35, 20, 27, 22, 38]
[3, 20, 5, 46, 7, 16, 49, 48, 24, 20, 6, 41, 50, 45, 33, 43, 13, 15, 37, 43, 3, 50, 39, 28, 32, 9, 44, 44, 0, 50, 18, 9, 6, 0, 37, 8, 11, 8, 8, 29, 2, 20, 2, 6, 49, 34, 8, 14, 12, 24, 22, 13, 16, 48, 45, 33, 42, 44, 46, 47, 49, 41, 5, 48, 44, 25, 38, 39, 49, 13, 21, 28, 23]
[49, 29, 19, 11, 34, 45, 2, 34, 11, 30, 44, 43, 45, 32, 33, 20, 23, 28, 32, 31, 33, 1, 18, 38, 1, 23, 46, 49, 3, 47, 1, 33, 26, 37, 0, 42, 12, 17, 32, 36, 25, 39, 46, 9, 14, 13, 19, 34, 21, 49, 6, 48, 0, 39, 26, 42, 7, 10, 16, 38, 29, 16, 23, 14, 19, 40, 14, 15, 49, 46, 46, 21, 9]
[45, 31, 18, 43, 41, 5, 41, 4, 47, 31, 0, 25, 7, 50, 21, 22, 29, 25, 12, 29, 14, 25, 28, 37, 41, 19, 22, 32, 23, 0, 5, 36, 16, 8, 42, 0, 48, 5, 20, 29, 1, 41, 21, 29, 50, 29, 2, 39, 45, 6, 47, 34, 7, 24, 22, 2, 35, 26, 2, 49, 9, 25, 33, 44, 25, 46, 47, 8, 33, 5, 30, 3, 14]
[17, 31, 33, 17, 39, 9, 9, 7, 30, 11, 41, 34, 15, 42, 31, 28, 9, 16, 18, 21, 13, 43, 13, 18, 5, 2, 40, 31, 17, 7, 20, 10, 8, 11, 12, 48, 0, 36, 43, 6, 25, 26, 38, 17, 25, 9, 22, 14, 35, 20, 5, 6, 10, 23, 17, 47, 43, 46, 24, 39, 3, 32, 8, 42, 11, 0, 49, 26, 17, 18, 30, 14, 6]
[17, 39, 8, 23, 24, 36, 5, 17, 2, 37, 40, 42, 7, 4, 39, 10, 1, 17, 3, 4, 50, 26, 32, 18, 27, 9, 16, 47, 44, 48, 36, 26, 16, 8, 17, 5, 36, 0, 14, 49, 22, 5, 32, 46, 3, 4, 18, 44, 47, 11, 9, 11, 29, 35, 10, 30, 31, 28, 15, 6, 1, 44, 10, 49, 17, 46, 6, 49, 34, 45, 26, 7, 29]
[0, 8, 23, 16, 10, 8, 42, 38, 32, 35, 47, 7, 44, 40, 18, 36, 21, 0, 21, 10, 35, 19, 17, 9, 37, 5, 16, 16, 30, 50, 29, 32, 7, 8, 32, 20, 43, 14, 0, 50, 10, 31, 48, 42, 36, 36, 8, 48, 40, 45, 44, 27, 2, 6, 34, 27, 32, 18, 5, 37, 8, 43, 20, 17, 8, 36, 2, 8, 42, 17, 36, 1, 10]
[20, 27, 47, 16, 42, 49, 18, 27, 36, 38, 46, 7, 33, 40, 4, 5, 24, 3, 43, 26, 13, 15, 19, 4, 6, 23, 27, 29, 21, 1, 44, 30, 24, 29, 36, 29, 6, 49, 50, 0, 48, 47, 19, 5, 48, 10, 50, 36, 0, 37, 38, 39, 4, 3, 46, 19, 24, 1, 25, 30, 32, 43, 41, 12, 16, 13, 14, 29, 32, 25, 24, 38, 24]
[2, 10, 30, 27, 2, 41, 23, 24, 38, 14, 26, 17, 3, 29, 50, 23, 32, 33, 42, 8, 31, 7, 19, 1, 47, 47, 44, 15, 43, 50, 3, 22, 27, 2, 25, 1, 25, 22, 10, 48, 0, 10, 41, 34, 3, 0, 23, 33, 17, 37, 15, 7, 20, 36, 26, 16, 7, 24, 38, 0, 13, 11, 48, 5, 19, 28, 29, 46, 23, 44, 24, 37, 40]
[48, 37, 9, 14, 40, 48, 49, 6, 31, 26, 4, 2, 33, 32, 45, 49, 50, 11, 18, 24, 26, 34, 9, 0, 5, 11, 14, 6, 13, 35, 5, 11, 27, 20, 39, 41, 26, 5, 31, 47, 10, 0, 2, 43, 40, 20, 38, 36, 49, 5, 29, 25, 49, 27, 36, 16, 41, 19, 26, 50, 40, 17, 8, 1, 27, 0, 23, 35, 41, 30, 20, 39, 29]
[12, 36, 26, 20, 14, 46, 32, 17, 4, 46, 18, 45, 47, 39, 34, 13, 36, 22, 7, 45, 33, 12, 49, 18, 22, 50, 37, 6, 13, 45, 24, 49, 22, 2, 46, 21, 38, 32, 48, 19, 41, 2, 0, 35, 35, 26, 25, 49, 33, 43, 38, 27, 12, 3, 20, 34, 41, 35, 1, 45, 40, 32, 32, 42, 2, 2, 12, 13, 28, 41, 38, 8, 12]
[4, 50, 23, 47, 0, 12, 37, 32, 34, 35, 13, 43, 42, 9, 23, 22, 49, 23, 24, 35, 20, 1, 27, 13, 19, 12, 25, 48, 8, 14, 42, 40, 19, 6, 9, 29, 17, 46, 42, 5, 34, 43, 35, 0, 13, 17, 40, 1, 43, 36, 24, 28, 2, 35, 14, 31, 18, 34, 41, 33, 31, 7, 5, 47, 24, 36, 46, 15, 41, 21, 39, 47, 28]
[23, 28, 46, 6, 9, 7, 0, 40, 27, 15, 39, 34, 22, 21, 48, 24, 43, 50, 41, 0, 5, 45, 40, 6, 11, 28, 44, 43, 31, 19, 17, 4, 23, 49, 14, 50, 25, 3, 36, 48, 3, 40, 35, 13, 0, 42, 10, 34, 7, 12, 19, 20, 32, 11, 43, 22, 8, 41, 18, 42, 23, 4, 25, 36, 16, 38, 40, 5, 28, 30, 27, 0, 5]
[0, 24, 8, 24, 21, 21, 1, 28, 46, 7, 31, 0, 5, 10, 49, 46, 5, 1, 47, 12, 38, 6, 50, 27, 41, 14, 47, 43, 37, 11, 10, 28, 46, 34, 13, 29, 9, 4, 36, 10, 0, 20, 26, 17, 42, 0, 16, 14, 11, 38, 40, 39, 25, 34, 17, 41, 21, 3, 50, 7, 16, 9, 47, 17, 43, 44, 44, 31, 44, 13, 7, 42, 40]
[23, 13, 5, 9, 27, 34, 45, 41, 25, 5, 32, 39, 30, 35, 25, 49, 29, 31, 32, 33, 48, 49, 13, 39, 37, 41, 12, 10, 49, 14, 32, 45, 27, 8, 19, 2, 22, 18, 8, 50, 23, 38, 25, 40, 10, 16, 0, 30, 28, 27, 22, 14, 7, 35, 8, 40, 13, 44, 50, 9, 32, 18, 5, 1, 43, 43, 27, 49, 45, 9, 11, 17, 8]
[50, 3, 4, 6, 15, 4, 36, 26, 5, 23, 17, 46, 31, 35, 1, 0, 18, 46, 44, 23, 29, 3, 26, 24, 22, 14, 4, 49, 14, 5, 5, 2, 20, 14, 34, 39, 14, 44, 48, 36, 33, 36, 49, 1, 34, 14, 30, 0, 12, 12, 36, 46, 38, 41, 26, 12, 35, 5, 15, 11, 32, 34, 24, 37, 32, 26, 50, 20, 30, 39, 3, 2, 6]
[30, 2, 37, 30, 17, 32, 50, 7, 42, 49, 29, 39, 38, 37, 50, 43, 29, 35, 13, 21, 37, 49, 17, 21, 35, 13, 43, 46, 42, 5, 46, 30, 10, 12, 21, 45, 35, 47, 40, 0, 17, 49, 33, 43, 7, 11, 28, 12, 0, 29, 49, 31, 11, 24, 11, 14, 34, 32, 37, 23, 49, 29, 43, 48, 20, 47, 8, 25, 30, 41, 21, 17, 7]
[26, 25, 49, 4, 32, 26, 6, 24, 3, 48, 30, 12, 10, 8, 50, 14, 41, 5, 22, 38, 22, 27, 13, 3, 13, 7, 19, 21, 9, 29, 32, 36, 33, 24, 49, 6, 20, 11, 45, 37, 37, 5, 43, 36, 12, 38, 27, 12, 29, 0, 42, 47, 41, 10, 27, 45, 31, 48, 47, 8, 17, 41, 31, 36, 28, 9, 40, 16, 18, 49, 19, 35, 25]
[44, 2, 14, 19, 47, 46, 4, 3, 22, 5, 2, 14, 16, 0, 12, 6, 5, 23, 37, 29, 26, 13, 44, 41, 9, 43, 41, 39, 13, 19, 45, 36, 9, 22, 6, 47, 5, 9, 44, 38, 15, 29, 38, 24, 19, 40, 22, 36, 49, 42, 0, 41, 36, 42, 12, 21, 20, 7, 35, 38, 14, 48, 45, 19, 28, 46, 26, 2, 48, 10, 20, 24, 21]
[31, 14, 18, 40, 20, 15, 21, 8, 3, 19, 14, 9, 7, 1, 16, 15, 36, 16, 40, 24, 39, 4, 10, 17, 31, 40, 45, 40, 0, 50, 38, 43, 50, 13, 48, 34, 6, 11, 27, 39, 7, 25, 27, 28, 20, 39, 14, 46, 31, 47, 41, 0, 2, 41, 25, 23, 1, 49, 28, 34, 42, 27, 15, 1, 4, 47, 37, 8, 16, 33, 39, 13, 24]
[36, 15, 0, 23, 5, 37, 40, 25, 4, 29, 31, 7, 37, 3, 49, 2, 10, 33, 44, 3, 13, 42, 34, 31, 32, 13, 15, 43, 12, 11, 10, 44, 26, 16, 0, 7, 10, 29, 2, 4, 20, 49, 12, 2, 32, 25, 7, 38, 11, 41, 36, 2, 0, 24, 47, 50, 21, 3, 6, 22, 48, 28, 10, 26, 49, 16, 16, 38, 16, 24, 13, 37, 23]
[24, 37, 39, 2, 2, 8, 9, 23, 12, 36, 39, 45, 46, 15, 9, 23, 48, 1, 14, 49, 18, 17, 7, 26, 34, 32, 31, 23, 38, 48, 7, 30, 33, 48, 39, 24, 23, 35, 6, 3, 36, 27, 3, 35, 11, 34, 35, 41, 24, 10, 42, 41, 24, 0, 43, 27, 7, 17, 5, 37, 48, 43, 34, 30, 20, 4, 13, 16, 14, 16, 1, 33, 48]
[32, 45, 17, 0, 1, 36, 31, 27, 3, 38, 36, 47, 29, 5, 30, 37, 47, 32, 0, 21, 26, 38, 36, 31, 19, 19, 34, 42, 37, 33, 10, 7, 16, 45, 26, 22, 17, 10, 34, 46, 26, 36, 20, 14, 43, 17, 8, 26, 11, 27, 12, 25, 47, 43, 0, 38, 25, 21, 50, 8, 39, 42, 38, 9, 8, 21, 5, 19, 14, 50, 17, 21, 2]
[8, 46, 22, 17, 15, 6, 41, 6, 11, 14, 39, 35, 8, 48, 39, 47, 49, 49, 26, 32, 7, 41, 21, 36, 20, 6, 16, 34, 33, 4, 43, 23, 3, 33, 42, 2, 47, 30, 27, 19, 16, 16, 34, 31, 22, 41, 40, 12, 14, 45, 21, 23, 50, 27, 38, 0, 7, 6, 29, 36, 28, 22, 43, 9, 41, 36, 38, 31, 48, 49, 11, 25, 33]
[19, 3, 47, 15, 31, 31, 17, 44, 18, 9, 25, 32, 30, 28, 7, 39, 10, 14, 10, 39, 40, 19, 24, 15, 15, 33, 29, 25, 34, 49, 2, 37, 50, 42, 7, 35, 43, 31, 32, 24, 7, 41, 41, 18, 8, 21, 13, 35, 34, 31, 20, 1, 21, 7, 25, 7, 0, 10, 39, 0, 19, 8, 33, 3, 22, 28, 48, 44, 13, 30, 35, 7, 49]
[39, 33, 34, 40, 46, 6, 12, 27, 17, 11, 11, 39, 17, 0, 9, 1, 12, 29, 23, 13, 8, 17, 44, 20, 22, 47, 8, 41, 37, 35, 10, 18, 28, 44, 10, 26, 46, 28, 18, 1, 24, 19, 35, 34, 41, 3, 44, 5, 32, 48, 7, 49, 3, 17, 21, 6, 10, 0, 3, 12, 46, 12, 14, 29, 13, 30, 46, 38, 4, 31, 6, 23, 5]
[20, 14, 3, 26, 24, 8, 13, 45, 41, 16, 23, 10, 17, 3, 24, 43, 46, 50, 17, 13, 9, 38, 29, 12, 46, 13, 38, 47, 13, 27, 38, 11, 2, 46, 16, 2, 24, 15, 5, 25, 38, 26, 1, 41, 18, 50, 50, 15, 37, 47, 35, 28, 6, 5, 50, 29, 39, 3, 0, 1, 10, 24, 38, 18, 10, 15, 33, 18, 4, 13, 23, 41, 6]
[39, 11, 14, 8, 8, 47, 49, 48, 28, 7, 13, 10, 43, 10, 40, 13, 6, 3, 17, 28, 9, 20, 20, 6, 39, 9, 3, 47, 18, 31, 23, 41, 42, 47, 38, 49, 39, 6, 37, 30, 0, 50, 45, 33, 42, 7, 9, 11, 23, 8, 38, 34, 22, 37, 8, 36, 0, 12, 1, 0, 21, 9, 23, 31, 39, 42, 40, 47, 7, 10, 6, 7, 22]
[22, 29, 34, 5, 47, 2, 34, 13, 13, 40, 6, 46, 20, 50, 10, 50, 12, 40, 32, 9, 19, 19, 48, 14, 33, 2, 33, 34, 24, 17, 43, 4, 42, 49, 29, 9, 3, 1, 8, 32, 13, 40, 40, 31, 23, 16, 32, 32, 49, 17, 14, 42, 48, 48, 39, 28, 19, 46, 10, 21, 0, 35, 23, 40, 36, 15, 25, 14, 14, 46, 9, 49, 5]
[15, 46, 32, 9, 47, 2, 49, 46, 7, 25, 13, 40, 36, 45, 9, 40, 14, 46, 11, 15, 5, 25, 0, 43, 14, 34, 6, 50, 50, 44, 33, 6, 40, 41, 16, 25, 32, 44, 43, 43, 11, 17, 32, 7, 4, 9, 18, 34, 29, 41, 48, 27, 28, 43, 42, 22, 8, 12, 24, 9, 35, 0, 29, 7, 26, 12, 22, 42, 16, 2, 9, 1, 17]
[21, 45, 5, 47, 2, 30, 23, 41, 28, 37, 36, 17, 13, 5, 45, 45, 29, 16, 6, 7, 49, 41, 49, 37, 25, 39, 23, 24, 13, 4, 36, 10, 31, 5, 23, 33, 8, 10, 20, 41, 48, 8, 32, 5, 25, 47, 5, 24, 43, 31, 45, 15, 10, 34, 38, 43, 33, 14, 38, 23, 23, 29, 0, 24, 15, 36, 18, 49, 15, 25, 42, 37, 33]
