N1,N2,...,Nx
[16, 37, 39, 19, 46, 42, 38, 19, 16, 43, 0, 46, 41, 5, 15, 17, 14, 43, 46, 12, 37, 49, 4, 42, 39, 17, 20, 42, 43, 13, 10, 31, 2, 38, 23, 20, 16, 10, 11, 15, 43, 3, 30, 8, 4, 25, 6, 25, 13, 33, 17, 31, 44, 6, 8, 48, 47, 9, 24, 43, 29, 5, 46, 27, 10, 29, 9, 30, 8, 46, 10, 40, 23, 30, 36, 12, 8, 26, 41, 43, 43, 29, 48, 10, 11, 3, 27, 16, 41, 21, 22, 35, 29, 38, 4, 48]
[44, 34, 31, 11, 43, 27, 3, 3, 16, 3, 46, 0, 33, 49, 31, 42, 35, 11, 13, 18, 46, 2, 44, 44, 23, 4, 33, 40, 15, 30, 16, 9, 24, 22, 33, 6, 29, 27, 23, 33, 5, 27, 47, 48, 41, 40, 32, 40, 36, 22, 23, 26, 30, 17, 7, 16, 28, 19, 32, 32, 4, 35, 33, 36, 35, 49, 16, 18, 44, 13, 27, 20, 45, 32, 48, 28, 7, 46, 38, 22, 15, 45, 47, 22, 0, 8, 27, 2, 50, 48, 34, 48, 17, 41, 23, 15]
[6, 49, 0, 34, 8, 21, 46, 37, 24, 8, 41, 33, 0, 32, 25, 11, 8, 32, 34, 37, 24, 13, 0, 30, 10, 50, 42, 36, 41, 11, 17, 30, 11, 49, 38, 13, 7, 33, 50, 44, 35, 46, 36, 32, 1, 37, 43, 12, 47, 31, 48, 40, 19, 12, 1, 46, 1, 15, 0, 16, 3, 3, 36, 25, 41, 31, 49, 35, 32, 37, 46, 46, 13, 34, 3, 10, 32, 0, 18, 36, 48, 23, 0, 45, 6, 25, 29, 6, 17, 50, 41, 20, 2, 11, 9, 23]
[9, 17, 10, 33, 5, 27, 5, 39, 2, 5, 5, 49, 32, 0, 5, 3, 33, 40, 16, 33, 2, 16, 37, 43, 21, 15, 36, 16, 37, 19, 26, 45, 38, 34, 26, 50, 30, 3, 7, 9, 48, 35, 41, 6, 48, 1, 47, 22, 10, 5, 12, 47, 20, 8, 17, 31, 43, 23, 42, 19, 29, 13, 39, 20, 32, 48, 13, 37, 35, 3, 23, 44, 3, 36, 33, 25, 0, 2, 29, 20, 21, 32, 43, 5, 41, 48, 6, 45, 25, 32, 29, 11, 13, 30, 26, 19]
[47, 28, 50, 7, 31, 36, 49, 15, 6, 21, 15, 31, 25, 5, 0, 34, 17, 11, 38, 9, 17, 28, 48, 2, 25, 42, 39, 18, 31, 42, 20, 8, 15, 41, 27, 22, 26, 29, 7, 6, 12, 34, 44, 34, 1, 38, 50, 25, 45, 44, 25, 50, 43, 50, 31, 40, 41, 40, 7, 48, 8, 38, 14, 27, 32, 50, 31, 19, 2, 19, 21, 43, 27, 42, 27, 40, 0, 18, 39, 25, 10, 30, 7, 1, 4, 24, 42, 0, 41, 20, 4, 4, 1, 46, 18, 18]
[34, 17, 11, 24, 32, 22, 1, 45, 1, 21, 17, 42, 11, 3, 34, 0, 7, 14, 2, 26, 27, 26, 3, 17, 1, 0, 17, 34, 28, 33, 39, 11, 23, 44, 7, 33, 24, 20, 15, 23, 40, 36, 42, 37, 43, 23, 48, 18, 32, 17, 34, 40, 31, 34, 11, 36, 0, 21, 11, 24, 47, 38, 44, 42, 18, 42, 29, 21, 30, 47, 32, 14, 14, 40, 30, 19, 19, 5, 23, 8, 32, 1, 42, 8, 3, 21, 3, 40, 28, 36, 32, 12, 7, 34, 22, 31]
[24, 5, 40, 15, 28, 44, 38, 6, 24, 30, 14, 35, 8, 33, 17, 7, 0, 12, 24, 42, 32, 10, 32, 50, 44, 10, 50, 19, 35, 30, 48, 33, 29, 27, 15, 25, 5, 24, 38, 2, 30, 8, 14, 43, 8, 38, 37, 32, 15, 15, 49, 0, 49, 38, 22, 3, 9, 31, 46, 28, 8, 39, 31, 50, 27, 15, 49, 32, 36, 33, 20, 49, 43, 49, 16, 25, 10, 7, 20, 4, 18, 6, 29, 1, 31, 31, 48, 14, 47, 30, 5, 12, 33, 9, 17, 29]
[13, 45, 34, 17, 44, 45, 43, 48, 22, 19, 43, 11, 32, 40, 11, 14, 12, 0, 18, 34, 4, 49, 21, 42, 34, 43, 33, 50, 49, 32, 12, 46, 5, 15, 34, 36, 10, 45, 33, 13, 20, 10, 22, 50, 21, 1, 18, 5, 47, 1, 35, 17, 29, 22, 45, 14, 6, 4, 40, 7, 30, 26, 4, 25, 2, 15, 22, 17, 30, 28, 9, 4, 47, 11, 9, 35, 27, 38, 7, 35, 39, 10, 27, 47, 16, 44, 36, 30, 45, 16, 31, 47, 48, 23, 28, 48]
[37, 2, 10, 16, 7, 42, 20, 29, 15, 26, 46, 13, 34, 16, 38, 2, 24, 18, 0, 47, 12, 34, 9, 33, 36, 29, 21, 13, 35, 9, 17, 44, 22, 23, 21, 40, 29, 15, 41, 1, 12, 8, 40, 13, 2, 14, 21, 16, 28, 35, 17, 27, 18, 47, 28, 29, 1, 40, 15, 46, 3, 30, 14, 9, 8, 42, 42, 3, 8, 42, 38, 37, 19, 18, 43, 1, 33, 35, 15, 22, 32, 16, 26, 17, 2, 1, 7, 20, 49, 34, 18, 47, 15, 33, 26, 50]
[17, 16, 36, 29, 49, 45, 46, 33, 23, 17, 12, 18, 37, 33, 9, 26, 42, 34, 47, 0, 24, 5, 22, 13, 28, 22, 15, 12, 27, 34, 21, 47, 20, 20, 38, 22, 36, 1, 34, 48, 35, 36, 46, 22, 39, 9, 49, 40, 13, 31, 29, 44, 1, 20, 44, 3, 12, 45, 0, 32, 41, 17, 2, 42, 48, 25, 24, 33, 26, 8, 6, 48, 46, 5, 41, 7, 31, 20, 47, 32, 40, 7, 22, 13, 33, 40, 19, 46, 50, 46, 17, 4, 29, 49, 0, 14]
[29, 44, 27, 35, 38, 41, 44, 39, 15, 3, 37, 46, 24, 2, 17, 27, 32, 4, 12, 24, 0, 43, 12, 44, 22, 16, 11, 32, 16, 16, 12, 35, 43, 45, 42, 28, 15, 30, 48, 29, 26, 46, 45, 13, 12, 34, 29, 0, 14, 44, 27, 8, 5, 10, 13, 29, 1, 46, 31, 15, 41, 18, 9, 20, 24, 3, 9, 4, 1, 40, 4, 47, 35, 49, 27, 46, 29, 42, 32, 4, 12, 20, 26, 21, 46, 31, 9, 36, 4, 43, 19, 44, 19, 38, 35, 44]
[37, 21, 44, 20, 30, 37, 6, 40, 26, 13, 49, 2, 13, 16, 28, 26, 10, 49, 34, 5, 43, 0, 40, 28, 6, 11, 49, 50, 49, 33, 10, 11, 49, 3, 21, 14, 34, 39, 41, 35, 9, 41, 44, 47, 20, 24, 38, 20, 30, 9, 17, 1, 4, 11, 35, 4, 48, 9, 41, 30, 15, 9, 26, 21, 10, 27, 4, 12, 34, 37, 33, 13, 18, 33, 2, 44, 41, 27, 45, 34, 40, 50, 10, 17, 44, 22, 40, 1, 12, 21, 15, 0, 47, 45, 24, 30]
[49, 0, 38, 42, 9, 29, 5, 25, 43, 48, 4, 44, 0, 37, 48, 3, 32, 21, 9, 22, 12, 40, 0, 5, 16, 29, 35, 30, 34, 9, 6, 33, 12, 46, 5, 49, 12, 37, 15, 9, 50, 29, 37, 5, 22, 50, 10, 29, 3, 37, 11, 24, 5, 34, 29, 33, 46, 30, 35, 10, 2, 14, 16, 26, 42, 11, 30, 41, 15, 33, 8, 14, 19, 46, 15, 22, 4, 15, 1, 12, 6, 36, 6, 47, 27, 4, 2, 48, 32, 15, 18, 28, 50, 38, 28, 12]
[44, 48, 26, 19, 8, 21, 11, 13, 29, 15, 42, 44, 30, 43, 2, 17, 50, 42, 33, 13, 44, 28, 5, 0, 49, 5, 43, 2, 39, 45, 23, 12, 23, 24, 21, 29, 34, 39, 29, 14, 14, 4, 20, 16, 39, 26, 32, 12, 41, 46, 46, 31, 4, 7, 22, 41, 46, 28, 5, 17, 13, 23, 15, 4, 31, 47, 47, 37, 35, 32, 43, 14, 38, 48, 46, 40, 44, 11, 36, 2, 48, 4, 46, 46, 9, 34, 2, 13, 23, 37, 39, 41, 1, 11, 15, 9]
[41, 37, 21, 36, 37, 22, 27, 17, 14, 39, 39, 23, 10, 21, 25, 1, 44, 34, 36, 28, 22, 6, 16, 49, 0, 3, 42, 4, 13, 25, 1, 17, 40, 8, 28, 37, 11, 14, 27, 24, 7, 50, 49, 32, 43, 50, 42, 2, 37, 19, 1, 42, 30, 15, 44, 11, 45, 34, 35, 12, 36, 26, 28, 25, 42, 37, 27, 27, 3, 45, 35, 34, 40, 47, 25, 21, 28, 43, 49, 34, 6, 16, 15, 43, 47, 24, 39, 27, 10, 4, 12, 48, 46, 43, 49, 45]
[11, 24, 0, 11, 40, 5, 45, 29, 18, 8, 17, 4, 50, 15, 42, 0, 10, 43, 29, 22, 16, 11, 29, 5, 3, 0, 46, 13, 43, 44, 8, 26, 26, 47, 23, 28, 48, 31, 44, 48, 30, 16, 45, 16, 34, 1, 46, 15, 32, 33, 40, 9, 31, 33, 36, 2, 46, 21, 41, 7, 18, 39, 50, 6, 18, 40, 2, 44, 2, 28, 14, 31, 13, 42, 36, 48, 22, 28, 39, 21, 32, 47, 30, 29, 3, 45, 2, 39, 26, 7, 6, 13, 12, 23, 47, 16]
[29, 7, 23, 29, 25, 28, 17, 17, 32, 28, 20, 33, 42, 36, 39, 17, 50, 33, 21, 15, 11, 49, 35, 43, 42, 46, 0, 17, 12, 11, 29, 15, 19, 23, 9, 22, 14, 44, 13, 17, 48, 45, 3, 29, 6, 25, 18, 32, 27, 19, 30, 2, 8, 17, 40, 18, 41, 12, 49, 23, 17, 21, 43, 31, 11, 31, 33, 7, 4, 37, 18, 16, 2, 48, 22, 47, 35, 15, 47, 0, 18, 37, 39, 27, 28, 7, 24, 25, 44, 41, 13, 40, 15, 42, 7, 37]
[18, 21, 32, 3, 45, 38, 35, 32, 3, 9, 42, 40, 36, 16, 18, 34, 19, 50, 13, 12, 32, 50, 30, 2, 4, 13, 17, 0, 16, 44, 47, 22, 0, 14, 31, 18, 7, 29, 33, 1, 37, 47, 48, 40, 18, 49, 38, 43, 16, 3, 20, 12, 25, 20, 44, 28, 2, 31, 20, 33, 23, 25, 28, 19, 48, 11, 23, 49, 10, 37, 25, 30, 45, 25, 14, 39, 48, 39, 22, 42, 15, 8, 41, 36, 3, 38, 33, 4, 20, 38, 11, 30, 32, 39, 41, 45]
[21, 24, 49, 34, 23, 7, 29, 16, 39, 23, 43, 15, 41, 37, 31, 28, 35, 49, 35, 27, 16, 49, 34, 39, 13, 43, 12, 16, 0, 34, 40, 23, 47, 13, 25, 28, 20, 31, 48, 45, 11, 11, 41, 19, 36, 23, 36, 17, 48, 50, 49, 33, 47, 14, 13, 28, 15, 18, 22, 40, 31, 10, 6, 30, 26, 2, 23, 33, 38, 47, 40, 41, 14, 22, 12, 8, 3, 39, 12, 33, 33, 25, 28, 50, 37, 31, 11, 8, 9, 19, 30, 45, 18, 21, 11, 8]
[7, 13, 13, 0, 44, 48, 31, 24, 50, 20, 13, 30, 11, 19, 42, 33, 30, 32, 9, 34, 16, 33, 9, 45, 25, 44, 11, 44, 34, 0, 46, 47, 50, 0, 39, 16, 0, 43, 47, 48, 16, 48, 10, 9, 18, 5, 19, 43, 48, 42, 32, 18, 43, 13, 21, 43, 20, 49, 31, 16, 19, 11, 48, 27, 38, 19, 6, 23, 48, 46, 15, 5, 49, 40, 22, 32, 42, 28, 35, 49, 45, 17, 11, 39, 23, 5, 20, 5, 16, 40, 21, 35, 38, 4, 29, 11]
[31, 39, 32, 33, 50, 11, 0, 16, 8, 15, 10, 16, 17, 26, 20, 39, 48, 12, 17, 21, 12, 10, 6, 23, 1, 8, 29, 47, 40, 46, 0, 33, 10, 5, 24, 27, 11, 34, 49, 22, 33, 9, 17, 1, 34, 41, 11, 3, 19, 25, 23, 16, 13, 13, 36, 7, 24, 3, 41, 13, 1, 22, 24, 17, 21, 21, 13, 36, 46, 10, 43, 44, 41, 50, 33, 18, 19, 32, 14, 28, 24, 2, 39, 48, 47, 24, 28, 44, 40, 26, 17, 50, 44, 19, 6, 37]
[9, 26, 40, 47, 18, 18, 0, 12, 50, 26, 31, 9, 30, 45, 8, 11, 33, 46, 44, 47, 35, 11, 33, 12, 17, 26, 15, 22, 23, 47, 33, 0, 46, 37, 44, 41, 41, 39, 23, 0, 29, 45, 25, 20, 18, 35, 9, 34, 32, 4, 45, 7, 33, 6, 43, 2, 5, 36, 42, 0, 27, 35, 38, 6, 42, 29, 48, 17, 26, 38, 26, 13, 5, 26, 17, 38, 14, 47, 3, 47, 8, 46, 22, 46, 28, 47, 7, 44, 28, 35, 14, 37, 29, 31, 25, 7]
[3, 17, 22, 36, 25, 4, 13, 7, 6, 4, 2, 24, 11, 38, 15, 23, 29, 5, 22, 20, 43, 49, 12, 23, 40, 26, 19, 0, 47, 50, 10, 46, 0, 49, 49, 50, 26, 41, 41, 5, 8, 32, 35, 28, 28, 20, 6, 18, 22, 39, 49, 33, 4, 43, 46, 14, 7, 22, 44, 38, 6, 19, 17, 5, 33, 40, 32, 14, 3, 11, 8, 48, 6, 20, 48, 27, 6, 22, 26, 36, 8, 17, 36, 24, 22, 38, 2, 36, 47, 27, 40, 10, 15, 22, 30, 41]
[46, 30, 20, 21, 2, 21, 36, 16, 31, 10, 38, 22, 49, 34, 41, 44, 27, 15, 23, 20, 45, 3, 46, 24, 8, 47, 23, 14, 13, 0, 5, 37, 49, 0, 1, 2, 49, 30, 50, 26, 4, 11, 26, 5, 12, 6, 11, 45, 4, 46, 33, 1, 46, 26, 26, 1, 26, 7, 42, 43, 38, 2, 16, 12, 45, 47, 14, 19, 30, 32, 14, 11, 36, 13, 25, 40, 25, 5, 41, 15, 42, 23, 48, 23, 33, 1, 4, 13, 33, 5, 47, 16, 32, 9, 50, 10]
[27, 7, 28, 22, 37, 21, 22, 4, 47, 29, 23, 33, 38, 26, 27, 7, 15, 34, 21, 38, 42, 21, 5, 21, 28, 23, 9, 31, 25, 39, 24, 44, 49, 1, 0, 20, 16, 18, 8, 28, 48, 4, 40, 28, 13, 44, 17, 44, 41, 11, 37, 47, 49, 23, 21, 15, 47, 3, 38, 32, 4, 36, 13, 32, 38, 11, 21, 50, 48, 32, 6, 4, 28, 17, 40, 24, 14, 39, 0, 1, 11, 24, 5, 49, 49, 29, 0, 32, 35, 18, 44, 38, 11, 41, 21, 16]
[26, 26, 44, 16, 43, 33, 49, 31, 43, 38, 20, 6, 13, 50, 22, 33, 25, 36, 40, 22, 28, 14, 49, 29, 37, 28, 22, 18, 28, 16, 27, 41, 50, 2, 20, 0, 10, 38, 34, 30, 37, 17, 24, 22, 50, 2, 30, 22, 47, 48, 7, 26, 5, 7, 31, 35, 4, 44, 34, 40, 4, 11, 18, 43, 6, 5, 35, 11, 38, 6, 3, 44, 38, 32, 23, 37, 37, 22, 20, 46, 12, 40, 14, 41, 3, 20, 10, 12, 33, 43, 15, 10, 49, 49, 41, 39]
[36, 44, 33, 19, 45, 9, 50, 26, 13, 11, 16, 29, 7, 30, 26, 24, 5, 10, 29, 36, 15, 34, 12, 34, 11, 48, 14, 7, 20, 0, 11, 41, 26, 49, 16, 10, 0, 40, 29, 45, 10, 9, 28, 33, 13, 41, 9, 12, 40, 47, 6, 31, 45, 33, 8, 49, 11, 40, 10, 13, 22, 26, 36, 43, 27, 40, 13, 48, 24, 33, 1, 2, 14, 45, 3, 36, 49, 24, 1, 29, 9, 12, 46, 17, 5, 47, 47, 23, 22, 26, 1, 31, 0, 44, 9, 27]
[41, 31, 4, 13, 25, 11, 44, 4, 49, 4, 10, 27, 33, 3, 29, 20, 24, 45, 15, 1, 30, 39, 37, 39, 14, 31, 44, 29, 31, 43, 34, 39, 41, 30, 18, 38, 40, 0, 7, 22, 48, 8, 13, 13, 2, 3, 42, 39, 30, 39, 29, 11, 26, 12, 5, 2, 48, 18, 29, 40, 25, 20, 40, 39, 41, 37, 20, 26, 43, 44, 44, 34, 46, 25, 28, 25, 11, 7, 9, 32, 17, 28, 17, 42, 4, 28, 27, 5, 6, 44, 3, 43, 1, 43, 46, 40]
[7, 3, 8, 31, 13, 34, 50, 2, 33, 49, 11, 23, 50, 7, 7, 15, 38, 33, 41, 34, 48, 41, 15, 29, 27, 44, 13, 33, 48, 47, 49, 23, 41, 50, 8, 34, 29, 7, 0, 16, 13, 43, 37, 13, 42, 5, 20, 11, 6, 35, 41, 35, 1, 38, 8, 5, 13, 4, 10, 41, 5, 5, 38, 50, 12, 3, 48, 33, 26, 7, 50, 34, 11, 21, 8, 50, 36, 46, 44, 45, 39, 26, 47, 2, 14, 15, 49, 19, 14, 31, 37, 40, 21, 23, 6, 36]
[0, 47, 2, 31, 1, 11, 2, 38, 23, 36, 15, 33, 44, 9, 6, 23, 2, 13, 1, 48, 29, 35, 9, 14, 24, 48, 17, 1, 45, 48, 22, 0, 5, 26, 28, 30, 45, 22, 16, 0, 46, 21, 48, 0, 18, 43, 12, 3, 18, 16, 9, 42, 43, 16, 27, 39, 18, 8, 50, 24, 5, 34, 21, 34, 18, 6, 12, 23, 28, 8, 23, 13, 44, 9, 24, 16, 12, 4, 43, 18, 38, 50, 45, 0, 25, 1, 48, 43, 19, 45, 0, 8, 7, 3, 18, 25]
[48, 35, 31, 49, 26, 45, 36, 19, 23, 49, 43, 5, 35, 48, 12, 40, 30, 20, 12, 35, 26, 9, 50, 14, 7, 30, 48, 37, 11, 16, 33, 29, 8, 4, 48, 37, 10, 48, 13, 46, 0, 19, 15, 5, 12, 6, 25, 13, 14, 44, 37, 16, 20, 14, 31, 23, 31, 12, 27, 13, 27, 19, 10, 16, 47, 12, 47, 31, 40, 24, 46, 18, 13, 36, 5, 5, 25, 30, 34, 7, 15, 10, 5, 23, 34, 11, 38, 10, 48, 0, 36, 40, 24, 11, 14, 18]
[20, 39, 14, 14, 48, 26, 33, 13, 28, 17, 3, 27, 46, 35, 34, 36, 8, 10, 8, 36, 46, 41, 29, 4, 50, 16, 45, 47, 11, 48, 9, 45, 32, 11, 4, 17, 9, 8, 43, 21, 19, 0, 29, 14, 37, 3, 33, 26, 11, 46, 32, 25, 49, 48, 38, 13, 21, 17, 30, 43, 35, 24, 49, 22, 1, 32, 24, 38, 1, 38, 48, 10, 15, 28, 33, 10, 48, 28, 38, 20, 23, 31, 4, 27, 32, 12, 7, 28, 36, 44, 29, 11, 31, 21, 45, 7]
[22, 14, 1, 3, 11, 25, 18, 43, 3, 19, 30, 47, 36, 41, 44, 42, 14, 22, 40, 46, 45, 44, 37, 20, 49, 45, 3, 48, 41, 10, 17, 25, 35, 26, 40, 24, 28, 13, 37, 48, 15, 29, 0, 12, 24, 4, 37, 46, 23, 17, 30, 31, 26, 42, 12, 33, 46, 17, 47, 26, 46, 23, 46, 22, 9, 27, 46, 24, 1, 8, 39, 8, 40, 45, 35, 22, 40, 27, 5, 4, 6, 20, 33, 48, 49, 48, 50, 5, 45, 4, 8, 40, 41, 26, 32, 27]
[34, 36, 16, 6, 49, 11, 3, 50, 17, 36, 8, 48, 32, 6, 34, 37, 43, 50, 13, 22, 13, 47, 5, 16, 32, 16, 29, 40, 19, 9, 1, 20, 28, 5, 28, 22, 33, 13, 13, 0, 5, 14, 12, 0, 13, 43, 46, 22, 31, 28, 1, 45, 50, 14, 43, 43, 34, 13, 6, 8, 50, 37, 23, 26, 38, 16, 17, 49, 10, 25, 26, 23, 18, 36, 45, 4, 22, 24, 48, 0, 20, 40, 30, 49, 37, 14, 50, 40, 1, 31, 37, 35, 38, 37, 21, 2]
[17, 50, 48, 10, 30, 47, 18, 10, 13, 3, 4, 41, 1, 48, 1, 43, 8, 21, 2, 39, 12, 20, 22, 39, 43, 34, 6, 18, 36, 18, 34, 18, 28, 12, 13, 50, 13, 2, 42, 18, 12, 37, 24, 13, 0, 40, 35, 44, 45, 30, 10, 7, 5, 8, 46, 30, 11, 49, 6, 7, 39, 50, 34, 31, 1, 13, 1, 36, 8, 44, 47, 31, 7, 7, 47, 43, 32, 17, 0, 4, 20, 8, 1, 11, 40, 9, 17, 6, 8, 18, 48, 43, 37, 29, 18, 26]
[36, 16, 18, 0, 8, 22, 49, 10, 39, 46, 25, 40, 37, 1, 38, 23, 38, 1, 14, 9, 34, 24, 50, 26, 50, 1, 25, 49, 23, 5, 41, 35, 20, 6, 44, 2, 41, 3, 5, 43, 6, 3, 4, 43, 40, 0, 3, 46, 3, 20, 19, 18, 39, 39, 29, 46, 29, 7, 25, 37, 47, 39, 14, 18, 16, 3, 33, 32, 9, 20, 3, 30, 17, 35, 20, 34, 33, 17, 14, 5, 32, 8, 38, 49, 0, 24, 17, 40, 30, 10, 18, 42, 14, 25, 11, 29]
[17, 35, 36, 8, 25, 23, 11, 25, 44, 8, 6, 32, 43, 47, 50, 48, 37, 18, 21, 49, 29, 38, 10, 32, 42, 46, 18, 38, 36, 19, 11, 9, 6, 11, 17, 30, 9, 42, 20, 12, 25, 33, 37, 46, 35, 3, 0, 41, 34, 32, 47, 42, 32, 31, 42, 3, 25, 26, 43, 39, 23, 30, 31, 13, 2, 28, 7, 25, 3, 12, 39, 44, 9, 25, 3, 27, 20, 47, 26, 37, 10, 28, 42, 47, 45, 50, 10, 15, 25, 3, 35, 5, 2, 22, 9, 15]
[9, 31, 17, 34, 46, 15, 26, 2, 47, 49, 25, 40, 12, 22, 25, 18, 32, 5, 16, 40, 0, 20, 29, 12, 2, 15, 32, 43, 17, 43, 3, 34, 18, 45, 44, 22, 12, 39, 11, 3, 13, 26, 46, 22, 44, 46, 41, 0, 34, 10, 33, 29, 30, 22, 28, 44, 36, 20, 29, 27, 6, 7, 3, 36, 4, 19, 37, 30, 44, 32, 16, 41, 28, 19, 37, 15, 14, 4, 18, 22, 21, 47, 7, 27, 36, 25, 15, 44, 0, 27, 0, 11, 41, 43, 26, 6]
