N1,N2,...,Nx
[22, 26, 47, 40, 2, 25, 37, 21, 21, 49, 0, 5, 31, 15, 25, 27, 27, 33, 38, 15, 38, 13, 48, 19, 17, 39, 31, 20, 16, 8, 23, 12, 17, 10, 12, 40, 4, 37, 31, 15, 17, 19, 21, 29, 21, 22, 35, 29, 28, 2, 30, 12, 9, 35, 29, 43, 50, 50, 12, 2, 26, 2, 11, 15, 33, 12, 38, 20, 34, 1, 20, 14, 32, 35, 10, 29, 42, 21]
[13, 8, 23, 15, 49, 30, 44, 4, 18, 35, 5, 0, 48, 37, 4, 40, 19, 35, 21, 15, 50, 18, 9, 6, 33, 27, 34, 43, 48, 35, 17, 10, 23, 13, 49, 42, 21, 41, 17, 41, 47, 0, 3, 2, 1, 35, 41, 30, 47, 19, 47, 37, 42, 17, 28, 12, 29, 4, 11, 14, 35, 15, 39, 17, 30, 25, 20, 42, 16, 36, 31, 14, 39, 22, 13, 45, 36, 36]
[9, 0, 26, 47, 39, 9, 47, 0, 37, 41, 31, 48, 0, 41, 14, 9, 40, 36, 35, 8, 46, 16, 12, 38, 41, 26, 25, 14, 15, 31, 37, 43, 15, 14, 35, 15, 13, 2, 22, 39, 24, 23, 14, 36, 6, 15, 28, 16, 12, 10, 10, 46, 12, 0, 12, 13, 16, 3, 19, 38, 11, 44, 39, 1, 28, 24, 43, 50, 7, 26, 49, 8, 50, 43, 36, 26, 22, 9]
[33, 24, 22, 1, 40, 0, 18, 0, 28, 13, 15, 37, 41, 0, 40, 0, 4, 23, 19, 47, 44, 18, 14, 22, 2, 14, 17, 25, 40, 50, 15, 17, 13, 43, 38, 10, 31, 4, 31, 25, 39, 34, 16, 37, 14, 36, 35, 38, 43, 29, 31, 20, 21, 3, 49, 3, 31, 46, 47, 4, 44, 26, 20, 0, 41, 21, 16, 8, 40, 9, 23, 35, 21, 22, 41, 1, 19, 41]
[38, 39, 17, 12, 48, 48, 22, 33, 39, 35, 25, 4, 14, 40, 0, 36, 37, 10, 37, 17, 29, 3, 17, 3, 1, 13, 4, 12, 3, 30, 10, 15, 27, 44, 26, 25, 32, 32, 14, 7, 43, 21, 46, 26, 13, 9, 39, 31, 16, 46, 10, 23, 44, 38, 5, 37, 16, 49, 5, 14, 1, 35, 21, 4, 20, 19, 14, 17, 44, 44, 34, 26, 44, 27, 20, 30, 43, 42]
[43, 34, 34, 0, 42, 15, 10, 32, 37, 16, 27, 40, 9, 0, 36, 0, 0, 2, 43, 45, 8, 16, 37, 23, 23, 8, 29, 18, 43, 5, 45, 19, 34, 39, 3, 20, 36, 17, 12, 44, 27, 36, 48, 23, 25, 17, 24, 36, 23, 10, 46, 4, 11, 36, 25, 17, 35, 0, 37, 23, 6, 32, 1, 35, 25, 6, 30, 13, 16, 49, 43, 1, 17, 6, 28, 13, 43, 38]
[21, 16, 44, 36, 12, 49, 13, 35, 29, 13, 27, 19, 40, 4, 37, 0, 0, 32, 50, 3, 42, 33, 22, 28, 30, 42, 3, 46, 34, 8, 5, 21, 15, 8, 18, 50, 7, 21, 43, 9, 4, 2, 1, 31, 50, 25, 24, 47, 26, 44, 5, 34, 8, 14, 4, 33, 0, 20, 31, 41, 15, 22, 7, 15, 49, 33, 2, 26, 6, 34, 49, 8, 47, 31, 12, 36, 13, 32]
[43, 47, 40, 13, 31, 23, 9, 25, 5, 38, 33, 35, 36, 23, 10, 2, 32, 0, 8, 44, 12, 8, 42, 0, 39, 2, 7, 4, 46, 42, 21, 43, 50, 21, 13, 40, 36, 24, 45, 46, 13, 32, 0, 47, 32, 20, 4, 49, 44, 47, 32, 13, 16, 20, 8, 12, 33, 28, 20, 12, 45, 6, 13, 17, 17, 50, 26, 25, 42, 20, 48, 22, 44, 4, 44, 36, 11, 48]
[28, 27, 13, 28, 24, 40, 6, 24, 46, 27, 38, 21, 35, 19, 37, 43, 50, 8, 0, 26, 31, 41, 27, 6, 46, 10, 38, 30, 26, 26, 31, 3, 19, 12, 24, 48, 42, 37, 15, 43, 31, 26, 33, 49, 42, 14, 8, 36, 4, 33, 27, 32, 45, 21, 28, 47, 15, 39, 49, 12, 40, 21, 29, 6, 1, 18, 40, 28, 7, 0, 39, 50, 18, 14, 29, 27, 50, 5]
[39, 32, 10, 46, 33, 2, 12, 11, 18, 5, 15, 15, 8, 47, 17, 45, 3, 44, 26, 0, 27, 43, 10, 26, 49, 12, 34, 13, 30, 13, 15, 16, 28, 6, 25, 12, 0, 37, 41, 17, 28, 50, 11, 17, 42, 10, 42, 12, 44, 34, 26, 49, 19, 23, 5, 4, 44, 16, 39, 25, 21, 31, 26, 36, 36, 41, 13, 21, 49, 12, 6, 45, 10, 22, 41, 29, 36, 25]
[22, 22, 33, 28, 32, 45, 37, 33, 42, 37, 38, 50, 46, 44, 29, 8, 42, 12, 31, 27, 0, 9, 18, 14, 22, 29, 5, 26, 37, 26, 48, 42, 12, 16, 22, 35, 48, 20, 17, 47, 0, 49, 33, 30, 33, 13, 17, 8, 38, 9, 1, 16, 50, 19, 15, 27, 2, 40, 50, 28, 14, 0, 23, 36, 2, 2, 7, 15, 6, 11, 24, 15, 16, 4, 36, 14, 34, 45]
[8, 38, 40, 17, 18, 4, 6, 5, 49, 19, 13, 18, 16, 18, 3, 16, 33, 8, 41, 43, 9, 0, 8, 7, 25, 32, 46, 4, 35, 34, 50, 42, 4, 2, 41, 2, 1, 27, 44, 21, 15, 10, 50, 10, 6, 4, 39, 13, 23, 20, 13, 28, 17, 38, 47, 0, 26, 36, 47, 9, 1, 43, 38, 44, 49, 34, 25, 30, 30, 34, 11, 22, 9, 50, 13, 2, 7, 39]
[43, 49, 41, 12, 45, 8, 21, 50, 11, 35, 48, 9, 12, 14, 17, 37, 22, 42, 27, 10, 18, 8, 0, 36, 22, 25, 14, 31, 15, 27, 27, 42, 38, 49, 15, 18, 35, 46, 6, 1, 33, 27, 6, 42, 10, 15, 2, 10, 15, 42, 12, 8, 9, 45, 49, 49, 41, 8, 21, 23, 3, 40, 10, 20, 45, 31, 1, 36, 27, 40, 10, 26, 27, 45, 5, 24, 14, 26]
[16, 33, 12, 43, 26, 5, 49, 9, 17, 33, 19, 6, 38, 22, 3, 23, 28, 0, 6, 26, 14, 7, 36, 0, 4, 41, 11, 2, 13, 46, 39, 4, 25, 44, 50, 3, 0, 46, 48, 38, 28, 43, 17, 26, 4, 46, 39, 2, 49, 6, 3, 27, 28, 42, 1, 13, 40, 23, 49, 16, 22, 33, 12, 34, 8, 6, 2, 41, 44, 27, 15, 28, 34, 28, 43, 33, 16, 16]
[4, 46, 29, 3, 43, 0, 29, 35, 25, 30, 17, 33, 41, 2, 1, 23, 30, 39, 46, 49, 22, 25, 22, 4, 0, 4, 30, 44, 33, 40, 50, 35, 9, 14, 0, 48, 1, 4, 49, 15, 27, 40, 48, 14, 23, 42, 46, 38, 47, 5, 4, 30, 14, 19, 22, 6, 40, 23, 24, 33, 25, 2, 41, 49, 16, 35, 41, 3, 7, 11, 13, 9, 14, 33, 32, 19, 21, 10]
[22, 43, 29, 28, 44, 33, 36, 37, 48, 24, 39, 27, 26, 14, 13, 8, 42, 2, 10, 12, 29, 32, 25, 41, 4, 0, 47, 24, 30, 37, 23, 19, 46, 4, 12, 12, 23, 13, 42, 15, 39, 44, 38, 28, 22, 40, 44, 30, 47, 5, 2, 33, 3, 42, 2, 16, 10, 12, 48, 33, 30, 21, 18, 45, 42, 7, 13, 2, 0, 12, 0, 8, 20, 23, 1, 3, 42, 23]
[25, 13, 1, 36, 34, 24, 15, 18, 9, 50, 31, 34, 25, 17, 4, 29, 3, 7, 38, 34, 5, 46, 14, 11, 30, 47, 0, 21, 9, 31, 34, 47, 35, 12, 29, 13, 38, 25, 30, 4, 45, 5, 2, 44, 15, 14, 8, 39, 2, 36, 13, 37, 31, 39, 10, 26, 49, 40, 10, 21, 50, 41, 30, 28, 32, 33, 4, 45, 35, 14, 11, 43, 42, 21, 1, 9, 46, 28]
[14, 50, 19, 44, 8, 38, 7, 43, 50, 47, 20, 43, 14, 25, 12, 18, 46, 4, 30, 13, 26, 4, 31, 2, 44, 24, 21, 0, 32, 2, 24, 5, 30, 1, 21, 24, 22, 31, 36, 43, 22, 10, 46, 47, 15, 36, 3, 41, 4, 29, 48, 42, 33, 50, 10, 1, 4, 5, 40, 6, 9, 32, 25, 4, 39, 5, 8, 26, 2, 6, 29, 15, 33, 7, 39, 9, 36, 29]
[2, 4, 5, 18, 36, 33, 4, 25, 25, 0, 16, 48, 15, 40, 3, 43, 34, 46, 26, 30, 37, 35, 15, 13, 33, 30, 9, 32, 0, 4, 24, 38, 30, 22, 18, 33, 2, 23, 46, 43, 21, 16, 18, 49, 41, 3, 7, 40, 39, 4, 49, 26, 18, 46, 3, 24, 37, 27, 13, 1, 30, 20, 22, 48, 44, 37, 33, 27, 22, 38, 20, 50, 16, 21, 41, 23, 45, 1]
[24, 9, 4, 33, 17, 20, 4, 34, 31, 2, 8, 35, 31, 50, 30, 5, 8, 42, 26, 13, 26, 34, 27, 46, 40, 37, 31, 2, 4, 0, 44, 12, 35, 21, 33, 16, 14, 4, 1, 21, 27, 6, 20, 24, 5, 41, 47, 50, 1, 50, 25, 24, 25, 39, 14, 47, 39, 43, 41, 32, 1, 5, 46, 46, 28, 31, 40, 2, 21, 4, 40, 6, 22, 43, 8, 1, 19, 30]
[31, 25, 15, 44, 9, 15, 8, 28, 28, 40, 23, 17, 37, 15, 10, 45, 5, 21, 31, 15, 48, 50, 27, 39, 50, 23, 34, 24, 24, 44, 0, 5, 9, 34, 15, 38, 15, 37, 34, 22, 1, 17, 50, 26, 17, 33, 4, 43, 39, 15, 21, 17, 15, 0, 14, 3, 29, 33, 28, 3, 21, 6, 20, 14, 23, 15, 33, 7, 43, 11, 44, 33, 9, 30, 22, 2, 6, 11]
[34, 38, 35, 19, 12, 41, 15, 39, 48, 22, 12, 10, 43, 17, 15, 19, 21, 43, 3, 16, 42, 42, 42, 4, 35, 19, 47, 5, 38, 12, 5, 0, 25, 48, 15, 16, 1, 16, 7, 33, 35, 3, 22, 25, 46, 13, 46, 8, 18, 6, 4, 44, 3, 37, 18, 26, 10, 25, 11, 50, 48, 0, 49, 7, 50, 1, 12, 32, 47, 10, 32, 15, 1, 5, 17, 40, 37, 25]
[18, 25, 24, 47, 42, 35, 43, 40, 34, 42, 17, 23, 15, 13, 27, 34, 15, 50, 19, 28, 12, 4, 38, 25, 9, 46, 35, 30, 30, 35, 9, 25, 0, 26, 45, 41, 37, 0, 16, 24, 28, 35, 8, 39, 37, 32, 45, 31, 42, 35, 4, 42, 19, 43, 28, 47, 39, 49, 34, 40, 7, 39, 6, 33, 22, 1, 9, 37, 14, 50, 15, 45, 47, 6, 3, 42, 40, 46]
[0, 16, 12, 19, 15, 50, 17, 9, 23, 36, 10, 13, 14, 43, 44, 39, 8, 21, 12, 6, 16, 2, 49, 44, 14, 4, 12, 1, 22, 21, 34, 48, 26, 0, 46, 11, 47, 11, 11, 25, 25, 31, 39, 29, 10, 23, 2, 2, 10, 35, 28, 17, 18, 9, 30, 32, 8, 29, 44, 48, 3, 8, 8, 32, 19, 15, 28, 34, 46, 11, 16, 43, 11, 12, 36, 39, 39, 15]
[40, 31, 27, 38, 23, 13, 29, 19, 38, 12, 12, 49, 35, 38, 26, 3, 18, 13, 24, 25, 22, 41, 15, 50, 0, 12, 29, 21, 18, 33, 15, 15, 45, 46, 0, 36, 19, 17, 25, 28, 4, 27, 39, 17, 3, 18, 7, 27, 6, 36, 1, 47, 44, 24, 33, 48, 5, 45, 12, 48, 5, 48, 22, 32, 18, 32, 43, 4, 50, 27, 45, 26, 4, 47, 29, 18, 47, 29]
[45, 0, 17, 7, 38, 42, 31, 15, 38, 23, 40, 42, 15, 10, 25, 20, 50, 40, 48, 12, 35, 2, 18, 3, 48, 12, 13, 24, 33, 16, 38, 16, 41, 11, 36, 0, 19, 26, 7, 10, 34, 47, 43, 0, 46, 3, 4, 40, 20, 27, 8, 42, 24, 2, 29, 0, 15, 7, 9, 24, 31, 5, 1, 30, 24, 0, 5, 42, 24, 33, 38, 42, 8, 26, 50, 16, 47, 26]
[11, 3, 16, 32, 17, 22, 32, 48, 15, 39, 4, 21, 13, 31, 32, 36, 7, 36, 42, 0, 48, 1, 35, 0, 1, 23, 38, 22, 2, 14, 15, 1, 37, 47, 19, 19, 0, 15, 46, 43, 28, 12, 9, 22, 49, 5, 1, 12, 46, 25, 27, 12, 22, 49, 46, 37, 43, 8, 9, 50, 41, 7, 50, 2, 48, 47, 23, 29, 30, 48, 34, 5, 39, 10, 0, 11, 32, 15]
[42, 43, 13, 28, 15, 26, 17, 50, 12, 41, 37, 41, 2, 4, 32, 17, 21, 24, 37, 37, 20, 27, 46, 46, 4, 13, 25, 31, 23, 4, 37, 16, 0, 11, 17, 26, 15, 0, 30, 27, 19, 33, 19, 45, 47, 48, 15, 2, 13, 43, 20, 40, 22, 34, 26, 15, 46, 8, 43, 8, 28, 38, 26, 18, 12, 22, 14, 22, 9, 21, 21, 3, 36, 34, 30, 39, 7, 40]
[46, 40, 1, 31, 2, 2, 18, 49, 18, 46, 31, 17, 22, 31, 14, 12, 43, 45, 15, 41, 17, 44, 6, 48, 49, 42, 30, 36, 46, 1, 34, 7, 16, 11, 25, 7, 46, 30, 0, 6, 40, 40, 28, 40, 33, 9, 19, 39, 43, 11, 11, 44, 37, 46, 21, 6, 1, 26, 25, 6, 5, 45, 16, 6, 21, 26, 30, 12, 25, 21, 3, 8, 36, 49, 49, 17, 42, 32]
[22, 43, 3, 7, 8, 28, 14, 6, 30, 34, 15, 41, 39, 25, 7, 44, 9, 46, 43, 17, 47, 21, 1, 38, 15, 15, 4, 43, 43, 21, 22, 33, 24, 25, 28, 10, 43, 27, 6, 0, 27, 1, 16, 8, 27, 49, 43, 7, 48, 18, 44, 2, 12, 29, 33, 27, 1, 31, 9, 34, 15, 13, 1, 1, 25, 24, 49, 6, 47, 35, 20, 7, 0, 28, 14, 33, 2, 47]
[17, 13, 25, 10, 33, 49, 0, 18, 25, 16, 17, 47, 24, 39, 43, 27, 4, 13, 31, 28, 0, 15, 33, 28, 27, 39, 45, 22, 21, 27, 1, 35, 28, 25, 4, 34, 28, 19, 40, 27, 0, 45, 44, 5, 33, 31, 41, 35, 0, 8, 23, 6, 8, 30, 27, 19, 20, 19, 4, 48, 22, 36, 41, 45, 19, 35, 38, 49, 7, 36, 45, 5, 38, 44, 25, 15, 9, 41]
[29, 30, 45, 33, 17, 26, 13, 15, 5, 35, 19, 0, 23, 34, 21, 36, 2, 32, 26, 50, 49, 10, 27, 43, 40, 44, 5, 10, 16, 6, 17, 3, 35, 31, 27, 47, 12, 33, 40, 1, 45, 0, 15, 40, 32, 32, 32, 9, 12, 10, 42, 20, 22, 7, 5, 36, 19, 40, 5, 42, 16, 13, 37, 6, 23, 30, 4, 25, 17, 22, 34, 40, 0, 22, 50, 10, 39, 48]
[36, 10, 30, 12, 49, 19, 20, 48, 11, 45, 21, 3, 14, 16, 46, 48, 1, 0, 33, 11, 33, 50, 6, 17, 48, 38, 2, 46, 18, 20, 50, 22, 8, 39, 39, 43, 9, 19, 28, 16, 44, 15, 0, 44, 43, 40, 40, 35, 44, 25, 23, 46, 47, 2, 9, 31, 10, 18, 47, 0, 2, 19, 38, 9, 48, 42, 5, 25, 45, 4, 10, 16, 19, 24, 48, 13, 2, 22]
[4, 31, 9, 24, 42, 49, 41, 20, 0, 33, 29, 2, 36, 37, 26, 23, 31, 47, 49, 17, 30, 10, 42, 26, 14, 28, 44, 47, 49, 24, 26, 25, 39, 29, 17, 0, 22, 45, 40, 8, 5, 40, 44, 0, 1, 40, 30, 40, 7, 42, 48, 9, 26, 46, 2, 40, 9, 24, 19, 24, 40, 20, 18, 48, 27, 8, 17, 3, 43, 2, 19, 35, 37, 20, 37, 12, 11, 32]
[33, 50, 35, 25, 37, 47, 40, 19, 0, 23, 21, 1, 6, 14, 13, 25, 50, 32, 42, 42, 33, 6, 10, 4, 23, 22, 15, 15, 41, 5, 17, 46, 37, 10, 3, 46, 49, 47, 33, 27, 33, 32, 43, 1, 0, 46, 13, 6, 37, 35, 27, 29, 22, 47, 25, 0, 18, 28, 0, 49, 23, 14, 28, 23, 43, 30, 48, 1, 37, 40, 11, 9, 23, 5, 29, 7, 24, 20]
[22, 15, 18, 26, 45, 7, 24, 47, 50, 2, 22, 35, 15, 36, 9, 17, 25, 20, 14, 10, 13, 4, 15, 46, 42, 40, 14, 36, 3, 41, 33, 13, 32, 23, 18, 3, 5, 48, 9, 49, 31, 32, 40, 40, 46, 0, 24, 17, 10, 28, 31, 22, 46, 41, 9, 3, 45, 14, 9, 31, 21, 46, 25, 36, 49, 3, 25, 18, 13, 41, 26, 37, 16, 21, 9, 4, 0, 48]
[11, 48, 32, 2, 37, 7, 45, 10, 47, 31, 35, 41, 28, 35, 39, 24, 24, 4, 8, 42, 17, 39, 2, 39, 46, 44, 8, 3, 7, 47, 4, 46, 45, 2, 7, 4, 1, 15, 19, 43, 41, 32, 40, 30, 13, 24, 0, 12, 37, 49, 15, 10, 13, 13, 1, 37, 35, 3, 3, 43, 7, 13, 50, 10, 11, 22, 13, 46, 42, 31, 5, 49, 16, 20, 3, 3, 15, 31]
[32, 27, 42, 39, 46, 46, 17, 16, 26, 34, 29, 30, 16, 38, 31, 36, 47, 49, 36, 12, 8, 13, 10, 2, 38, 30, 39, 41, 40, 50, 43, 8, 31, 2, 27, 40, 12, 2, 39, 7, 35, 9, 35, 40, 6, 17, 12, 0, 24, 29, 32, 34, 39, 17, 7, 37, 16, 1, 5, 25, 14, 1, 19, 45, 43, 13, 13, 33, 0, 21, 40, 48, 0, 38, 27, 4, 33, 48]
[7, 26, 40, 34, 36, 16, 17, 27, 35, 30, 28, 47, 12, 43, 16, 23, 26, 44, 4, 44, 38, 23, 15, 49, 47, 47, 2, 4, 39, 1, 39, 18, 42, 10, 6, 20, 46, 13, 43, 48, 0, 12, 44, 7, 37, 10, 37, 24, 0, 24, 10, 37, 46, 35, 5, 12, 7, 7, 3, 1, 44, 28, 45, 21, 27, 29, 40, 43, 48, 32, 20, 31, 2, 11, 45, 43, 15, 26]
[35, 15, 1, 36, 26, 27, 5, 45, 40, 30, 2, 19, 10, 29, 46, 10, 44, 47, 33, 34, 9, 20, 42, 6, 5, 5, 36, 29, 4, 50, 15, 6, 35, 35, 36, 27, 25, 43, 11, 18, 8, 10, 25, 42, 35, 28, 49, 29, 24, 0, 50, 5, 41, 29, 14, 33, 0, 38, 41, 23, 12, 7, 7, 21, 28, 30, 34, 50, 6, 47, 34, 37, 12, 35, 11, 21, 45, 42]
[8, 17, 3, 30, 28, 11, 46, 29, 30, 15, 30, 47, 10, 31, 10, 46, 5, 32, 27, 26, 1, 13, 12, 3, 4, 2, 13, 48, 49, 25, 21, 4, 4, 28, 1, 8, 27, 20, 11, 44, 23, 42, 23, 48, 27, 31, 15, 32, 10, 50, 0, 27, 42, 26, 48, 43, 0, 40, 27, 12, 36, 21, 17, 14, 5, 8, 34, 37, 22, 6, 48, 19, 15, 15, 31, 27, 46, 48]
[8, 3, 40, 33, 41, 9, 7, 3, 15, 14, 12, 37, 46, 20, 23, 4, 34, 13, 32, 49, 16, 28, 8, 27, 30, 33, 37, 42, 26, 24, 17, 44, 42, 17, 47, 42, 12, 40, 44, 2, 6, 20, 46, 9, 29, 22, 10, 34, 37, 5, 27, 0, 6, 34, 13, 50, 36, 7, 1, 24, 40, 35, 3, 4, 12, 28, 24, 41, 41, 6, 13, 8, 46, 6, 30, 29, 16, 21]
[29, 31, 16, 32, 11, 36, 32, 1, 2, 16, 9, 42, 12, 21, 44, 11, 8, 16, 45, 19, 50, 17, 9, 28, 14, 3, 31, 33, 18, 25, 15, 3, 19, 18, 44, 24, 22, 22, 37, 12, 8, 22, 47, 26, 22, 46, 13, 39, 46, 41, 42, 6, 0, 28, 50, 21, 48, 19, 18, 35, 30, 32, 19, 47, 14, 28, 44, 35, 1, 4, 19, 24, 25, 1, 46, 50, 31, 30]
[41, 2, 11, 49, 36, 27, 27, 27, 25, 28, 35, 17, 0, 3, 38, 36, 14, 20, 21, 23, 19, 38, 45, 42, 19, 42, 39, 50, 46, 39, 0, 37, 43, 9, 24, 2, 49, 34, 46, 29, 30, 7, 2, 46, 47, 41, 13, 17, 35, 29, 26, 34, 28, 0, 11, 46, 15, 14, 14, 7, 21, 2, 22, 4, 17, 38, 27, 31, 0, 15, 12, 50, 43, 27, 28, 23, 46, 25]
[37, 30, 18, 25, 44, 38, 13, 47, 24, 1, 29, 28, 12, 49, 5, 25, 4, 8, 28, 5, 15, 47, 49, 1, 22, 2, 10, 10, 3, 14, 14, 18, 28, 30, 33, 29, 46, 26, 21, 33, 27, 5, 9, 2, 25, 9, 1, 7, 5, 14, 48, 13, 50, 11, 0, 28, 36, 23, 25, 40, 43, 14, 34, 10, 22, 43, 40, 23, 12, 25, 2, 27, 19, 17, 10, 46, 10, 2]
[24, 7, 22, 28, 9, 16, 22, 27, 27, 0, 43, 12, 13, 3, 37, 17, 33, 12, 47, 4, 27, 0, 49, 13, 6, 16, 26, 1, 24, 47, 3, 26, 47, 32, 48, 0, 37, 15, 6, 27, 19, 36, 31, 40, 0, 3, 37, 37, 12, 33, 43, 50, 21, 46, 28, 0, 46, 27, 14, 27, 10, 26, 12, 39, 20, 24, 50, 19, 3, 42, 3, 18, 3, 30, 13, 9, 23, 41]
[38, 41, 12, 24, 17, 13, 31, 5, 10, 4, 50, 29, 16, 31, 16, 35, 0, 33, 15, 44, 2, 26, 41, 40, 40, 10, 49, 4, 37, 39, 29, 10, 39, 8, 5, 15, 43, 46, 1, 1, 20, 19, 10, 9, 18, 45, 35, 16, 7, 0, 0, 36, 48, 15, 36, 46, 0, 31, 33, 32, 26, 10, 32, 22, 33, 4, 7, 46, 1, 11, 45, 48, 32, 4, 2, 36, 34, 31]
[38, 4, 12, 45, 20, 26, 37, 11, 13, 28, 50, 4, 3, 46, 49, 0, 20, 28, 39, 16, 40, 36, 8, 23, 23, 12, 40, 5, 27, 43, 33, 25, 49, 29, 45, 7, 8, 8, 26, 31, 19, 40, 18, 24, 28, 14, 3, 1, 7, 38, 40, 7, 19, 14, 23, 27, 31, 0, 20, 7, 39, 32, 41, 42, 28, 13, 17, 13, 11, 30, 8, 42, 9, 40, 42, 5, 13, 48]
[48, 7, 40, 28, 32, 50, 8, 32, 26, 32, 12, 11, 19, 47, 5, 37, 31, 20, 49, 39, 50, 47, 21, 49, 24, 48, 10, 40, 13, 41, 28, 11, 34, 44, 12, 9, 9, 43, 25, 9, 4, 5, 47, 19, 0, 9, 3, 5, 3, 41, 27, 1, 18, 14, 25, 14, 33, 20, 0, 28, 7, 18, 24, 49, 24, 2, 7, 29, 2, 10, 13, 8, 43, 0, 44, 41, 23, 18]
