N1,N2,...,Nx
[11, 35, 20, 8, 5, 44, 39, 26, 18, 32, 27, 10, 41, 35, 39, 23, 0, 20, 27, 39, 14, 41, 31, 25, 17, 44, 36, 30, 38, 15, 1, 22, 46, 2, 3, 0, 43, 28, 32, 47, 16, 26, 50, 14, 31, 19, 8, 7, 35, 33, 41, 47, 12, 7, 27, 19, 42, 7, 42, 45, 41, 42, 40, 37, 10, 39, 33, 20, 10, 29, 39, 33, 47, 6, 42, 15, 35, 9, 50, 19, 1, 25, 46, 0, 17, 34, 27, 12, 43, 44, 34, 47, 7, 47, 25, 19, 29, 19, 18, 6, 36, 1, 6, 3, 26, 23, 12, 20, 35, 11, 12, 12, 49, 30, 23, 3, 32, 19, 5, 49, 42, 50, 31, 43, 33, 10, 26, 50, 18, 22, 30, 23, 38, 47, 21, 25, 30, 49, 13, 37, 23]
[20, 25, 46, 8, 18, 30, 23, 46, 1, 14, 50, 12, 6, 31, 4, 42, 20, 0, 34, 0, 29, 10, 7, 14, 27, 12, 1, 18, 3, 19, 8, 10, 35, 32, 40, 27, 8, 50, 37, 43, 33, 46, 10, 32, 17, 18, 9, 43, 44, 25, 29, 42, 8, 43, 49, 36, 8, 13, 2, 35, 19, 35, 48, 17, 3, 44, 2, 33, 25, 40, 46, 36, 44, 14, 47, 15, 16, 8, 9, 50, 9, 43, 21, 24, 48, 13, 40, 50, 19, 47, 33, 15, 41, 16, 30, 40, 3, 24, 2, 28, 32, 37, 34, 7, 8, 40, 14, 42, 38, 40, 0, 36, 33, 33, 49, 19, 30, 42, 43, 43, 49, 1, 36, 0, 37, 33, 8, 31, 19, 5, 36, 46, 46, 29, 9, 42, 44, 2, 41, 42, 23]
[36, 3, 25, 20, 23, 47, 45, 31, 35, 39, 4, 39, 34, 27, 39, 9, 27, 34, 0, 23, 33, 35, 10, 23, 39, 35, 2, 0, 33, 4, 40, 39, 11, 41, 1, 8, 49, 18, 3, 33, 4, 25, 11, 15, 2, 50, 8, 27, 26, 9, 44, 29, 13, 23, 6, 33, 37, 50, 33, 33, 20, 20, 38, 47, 28, 6, 47, 18, 22, 23, 27, 18, 48, 9, 17, 0, 44, 39, 11, 16, 44, 26, 34, 9, 6, 29, 28, 4, 43, 17, 38, 0, 33, 32, 34, 21, 34, 49, 4, 31, 39, 36, 30, 27, 11, 0, 27, 46, 32, 12, 7, 11, 17, 30, 3, 19, 1, 4, 8, 31, 16, 38, 24, 17, 31, 39, 32, 35, 47, 7, 2, 15, 39, 50, 4, 39, 49, 21, 27, 1, 20]
[6, 36, 38, 28, 14, 32, 7, 44, 34, 2, 46, 41, 49, 27, 19, 27, 39, 0, 23, 0, 12, 25, 38, 45, 48, 20, 18, 19, 24, 32, 8, 39, 36, 37, 9, 26, 46, 17, 18, 24, 3, 8, 7, 26, 47, 15, 44, 49, 32, 21, 44, 12, 23, 27, 14, 34, 31, 47, 1, 36, 23, 34, 41, 1, 23, 47, 27, 22, 11, 44, 10, 46, 48, 5, 12, 14, 17, 20, 44, 30, 20, 43, 40, 34, 37, 31, 7, 42, 26, 3, 15, 20, 38, 22, 46, 25, 47, 37, 11, 50, 1, 15, 35, 15, 39, 43, 48, 11, 38, 42, 8, 35, 48, 33, 0, 49, 30, 24, 3, 9, 5, 21, 1, 37, 5, 40, 1, 46, 6, 1, 13, 48, 27, 39, 47, 3, 32, 27, 50, 16, 6]
[19, 40, 17, 38, 21, 32, 4, 49, 50, 10, 49, 48, 20, 50, 40, 19, 14, 29, 33, 12, 0, 35, 37, 50, 5, 47, 44, 22, 5, 24, 12, 37, 45, 19, 45, 17, 3, 30, 20, 3, 13, 30, 20, 40, 8, 49, 13, 39, 29, 2, 40, 33, 43, 49, 22, 14, 6, 15, 50, 44, 40, 15, 25, 39, 16, 19, 23, 3, 13, 42, 12, 0, 37, 2, 27, 38, 48, 26, 43, 41, 26, 21, 24, 30, 9, 9, 32, 6, 44, 38, 26, 30, 32, 11, 23, 40, 43, 32, 49, 11, 10, 45, 45, 37, 11, 42, 16, 28, 41, 27, 19, 50, 1, 47, 12, 21, 32, 44, 18, 11, 19, 7, 13, 12, 41, 25, 20, 12, 46, 44, 24, 43, 20, 45, 7, 9, 50, 44, 35, 9, 10]
[8, 24, 17, 43, 31, 16, 39, 43, 1, 27, 46, 46, 7, 4, 19, 37, 41, 10, 35, 25, 35, 0, 38, 24, 24, 27, 50, 18, 27, 23, 36, 27, 23, 28, 20, 19, 0, 43, 5, 44, 7, 14, 17, 26, 23, 21, 28, 44, 36, 5, 36, 12, 40, 48, 29, 8, 46, 0, 28, 15, 15, 2, 26, 6, 33, 27, 50, 16, 6, 20, 29, 49, 33, 46, 16, 41, 40, 5, 14, 39, 42, 36, 10, 36, 47, 18, 33, 30, 16, 49, 45, 7, 1, 9, 2, 2, 5, 10, 42, 23, 22, 47, 40, 11, 48, 46, 5, 43, 40, 11, 40, 50, 31, 42, 7, 19, 34, 14, 12, 8, 16, 21, 3, 49, 7, 42, 6, 33, 46, 22, 17, 42, 31, 45, 3, 10, 39, 40, 25, 3, 22]
[3, 8, 50, 49, 43, 22, 7, 35, 39, 26, 38, 12, 28, 19, 27, 6, 31, 7, 10, 38, 37, 38, 0, 49, 27, 45, 39, 17, 0, 31, 2, 43, 30, 44, 12, 17, 29, 16, 3, 11, 9, 31, 40, 8, 6, 43, 29, 45, 7, 34, 12, 46, 20, 10, 39, 11, 15, 8, 1, 5, 46, 47, 5, 46, 31, 40, 31, 19, 41, 10, 7, 34, 28, 9, 21, 31, 9, 1, 48, 36, 34, 29, 13, 34, 26, 30, 36, 30, 32, 27, 20, 7, 6, 28, 5, 14, 42, 32, 12, 27, 49, 6, 42, 37, 6, 13, 20, 31, 30, 7, 49, 16, 11, 33, 38, 6, 44, 12, 34, 40, 35, 32, 12, 33, 15, 18, 29, 22, 25, 34, 18, 12, 14, 28, 35, 50, 49, 2, 2, 27, 47]
[40, 37, 31, 11, 0, 46, 43, 36, 26, 35, 16, 33, 42, 13, 7, 2, 25, 14, 23, 45, 50, 24, 49, 0, 24, 50, 18, 15, 37, 11, 46, 7, 8, 0, 32, 26, 31, 45, 10, 16, 19, 2, 28, 43, 15, 31, 16, 2, 15, 19, 15, 44, 26, 14, 47, 41, 48, 44, 45, 7, 42, 35, 41, 40, 46, 28, 29, 22, 47, 15, 38, 49, 17, 12, 10, 48, 18, 33, 49, 22, 36, 12, 29, 50, 9, 16, 45, 10, 40, 4, 50, 44, 3, 24, 20, 29, 36, 20, 4, 46, 39, 45, 4, 37, 8, 49, 10, 39, 37, 16, 15, 25, 34, 41, 33, 30, 21, 39, 45, 45, 47, 47, 44, 44, 47, 7, 26, 36, 30, 46, 27, 46, 44, 47, 18, 27, 28, 2, 20, 33, 40]
[15, 10, 14, 32, 21, 21, 28, 15, 14, 36, 13, 12, 31, 14, 16, 20, 17, 27, 39, 48, 5, 24, 27, 24, 0, 11, 36, 12, 28, 19, 8, 38, 34, 11, 17, 25, 14, 32, 48, 25, 38, 39, 2, 45, 11, 21, 16, 13, 30, 11, 41, 50, 10, 42, 37, 41, 42, 43, 32, 0, 19, 40, 29, 41, 39, 32, 2, 49, 26, 42, 45, 34, 42, 29, 17, 9, 32, 30, 23, 17, 1, 8, 13, 8, 31, 44, 50, 15, 17, 14, 14, 24, 44, 3, 44, 14, 50, 48, 29, 11, 9, 17, 20, 45, 20, 24, 43, 26, 26, 45, 4, 39, 25, 12, 25, 41, 44, 26, 3, 2, 31, 8, 2, 27, 28, 21, 44, 30, 38, 5, 8, 24, 18, 16, 29, 25, 3, 17, 19, 13, 15]
[2, 36, 42, 14, 17, 27, 42, 44, 38, 38, 45, 24, 9, 10, 43, 50, 44, 12, 35, 20, 47, 27, 45, 50, 11, 0, 46, 45, 36, 50, 30, 15, 21, 5, 20, 49, 30, 50, 19, 0, 2, 49, 12, 36, 11, 10, 26, 31, 30, 49, 32, 5, 38, 43, 48, 18, 16, 4, 24, 38, 43, 14, 16, 48, 46, 26, 9, 34, 15, 29, 24, 27, 49, 44, 21, 32, 10, 24, 40, 28, 8, 8, 23, 28, 22, 32, 48, 13, 0, 9, 44, 31, 50, 1, 13, 21, 40, 20, 34, 26, 5, 11, 13, 27, 10, 3, 46, 32, 3, 17, 29, 38, 29, 45, 12, 11, 41, 50, 39, 45, 6, 43, 25, 33, 30, 49, 33, 25, 17, 21, 44, 46, 18, 28, 23, 28, 19, 40, 8, 48, 45]
[10, 38, 16, 8, 25, 30, 49, 24, 47, 9, 30, 35, 46, 18, 15, 34, 36, 1, 2, 18, 44, 50, 39, 18, 36, 46, 0, 23, 9, 15, 4, 24, 20, 2, 8, 34, 47, 14, 11, 34, 18, 20, 4, 16, 7, 11, 32, 39, 42, 7, 7, 33, 27, 11, 29, 48, 24, 18, 8, 37, 50, 8, 10, 27, 18, 23, 27, 29, 47, 30, 46, 31, 10, 8, 1, 37, 30, 46, 7, 15, 48, 38, 15, 21, 10, 32, 7, 49, 44, 9, 10, 47, 29, 28, 44, 34, 15, 21, 30, 49, 48, 24, 40, 0, 3, 19, 0, 36, 4, 29, 15, 1, 47, 20, 10, 43, 45, 16, 16, 17, 35, 39, 24, 22, 24, 34, 12, 5, 3, 13, 17, 20, 39, 25, 3, 41, 8, 39, 50, 8, 20]
[7, 19, 39, 6, 34, 3, 8, 18, 0, 37, 38, 42, 47, 12, 39, 27, 30, 18, 0, 19, 22, 18, 17, 15, 12, 45, 23, 0, 2, 15, 0, 48, 2, 24, 20, 23, 33, 1, 41, 14, 46, 27, 0, 17, 6, 15, 20, 15, 48, 4, 27, 38, 1, 35, 23, 19, 9, 9, 7, 19, 30, 47, 32, 6, 19, 49, 50, 29, 33, 17, 36, 19, 25, 48, 4, 31, 46, 16, 37, 20, 1, 46, 30, 10, 10, 6, 11, 31, 16, 6, 36, 2, 36, 15, 8, 27, 1, 29, 19, 50, 7, 41, 36, 3, 23, 27, 26, 44, 35, 50, 16, 35, 37, 23, 48, 49, 33, 50, 38, 40, 17, 44, 46, 10, 29, 8, 39, 43, 41, 7, 24, 15, 38, 34, 40, 31, 35, 19, 39, 12, 34]
[35, 24, 36, 13, 12, 17, 4, 3, 28, 6, 2, 3, 6, 14, 22, 21, 38, 3, 33, 24, 5, 27, 0, 37, 28, 36, 9, 2, 0, 41, 36, 43, 32, 48, 6, 5, 27, 42, 17, 0, 14, 24, 1, 48, 38, 30, 50, 7, 45, 50, 13, 36, 48, 36, 21, 10, 7, 36, 26, 47, 29, 49, 34, 49, 8, 19, 36, 3, 31, 13, 4, 30, 13, 43, 21, 25, 22, 43, 5, 0, 17, 8, 8, 22, 8, 32, 41, 8, 32, 40, 28, 47, 22, 3, 20, 31, 15, 9, 50, 37, 6, 46, 10, 34, 11, 39, 7, 27, 50, 37, 18, 25, 42, 3, 29, 48, 39, 8, 43, 21, 50, 41, 22, 18, 9, 15, 3, 24, 1, 15, 43, 46, 34, 20, 16, 27, 16, 17, 24, 20, 25]
[19, 8, 46, 26, 32, 16, 20, 38, 23, 23, 17, 12, 6, 14, 12, 0, 15, 19, 4, 32, 24, 23, 31, 11, 19, 50, 15, 15, 41, 0, 22, 26, 4, 42, 11, 14, 38, 3, 25, 32, 46, 45, 6, 49, 48, 33, 20, 23, 31, 35, 21, 38, 15, 47, 27, 15, 17, 2, 35, 6, 34, 1, 36, 39, 16, 1, 11, 32, 33, 5, 0, 45, 7, 23, 45, 37, 17, 43, 0, 31, 15, 36, 26, 32, 46, 7, 28, 43, 37, 1, 47, 45, 31, 12, 25, 7, 4, 8, 24, 11, 18, 27, 35, 16, 31, 23, 0, 24, 18, 10, 13, 15, 47, 34, 32, 49, 42, 3, 5, 43, 46, 4, 9, 12, 39, 16, 48, 44, 34, 25, 1, 20, 20, 24, 42, 16, 43, 4, 49, 5, 5]
[33, 44, 11, 36, 3, 16, 25, 3, 49, 10, 35, 4, 39, 26, 28, 6, 1, 8, 40, 8, 12, 36, 2, 46, 8, 30, 4, 0, 36, 22, 0, 22, 26, 21, 22, 43, 47, 24, 16, 32, 50, 40, 34, 5, 3, 29, 23, 34, 6, 44, 38, 19, 20, 24, 0, 14, 30, 2, 19, 27, 24, 12, 24, 46, 13, 21, 21, 50, 7, 27, 1, 17, 5, 36, 42, 18, 15, 33, 45, 1, 14, 6, 25, 2, 4, 48, 49, 1, 30, 8, 47, 41, 45, 26, 7, 48, 17, 36, 22, 19, 15, 25, 34, 43, 22, 0, 48, 3, 12, 26, 2, 26, 18, 37, 12, 21, 32, 36, 30, 32, 19, 40, 32, 28, 48, 14, 46, 13, 32, 40, 43, 28, 43, 7, 9, 41, 11, 39, 1, 18, 24]
[50, 33, 24, 8, 26, 12, 30, 0, 17, 40, 50, 7, 11, 43, 42, 19, 22, 10, 39, 39, 37, 27, 43, 7, 38, 15, 24, 48, 43, 26, 22, 0, 21, 24, 31, 49, 9, 10, 22, 0, 50, 17, 42, 47, 49, 1, 33, 50, 20, 8, 26, 49, 21, 9, 1, 13, 12, 0, 34, 22, 43, 22, 20, 10, 14, 33, 44, 14, 18, 49, 38, 11, 18, 22, 34, 14, 4, 48, 17, 4, 50, 34, 10, 2, 9, 31, 44, 47, 46, 18, 20, 48, 1, 2, 24, 9, 13, 35, 21, 31, 17, 49, 14, 4, 19, 6, 12, 17, 20, 12, 0, 12, 28, 34, 9, 43, 34, 19, 3, 20, 11, 6, 23, 44, 27, 50, 40, 47, 27, 40, 24, 50, 34, 34, 12, 47, 37, 6, 16, 0, 50]
