N1,N2,...,Nx
[50, 47, 9, 7, 1, 25, 18, 30, 4, 25, 0, 9, 24, 35, 28, 23, 8, 47, 10, 24, 28, 42, 22, 12, 1, 0, 6, 7, 20, 23, 44, 9, 22, 49, 8, 4, 42, 15, 24, 35, 8, 5, 37, 4, 16, 12, 47, 48, 32, 39, 3, 16, 34, 42, 3, 26, 5, 1, 49, 38, 8, 49, 38, 28, 28, 20, 18, 46, 25, 17, 6, 1, 1, 30, 1, 32, 34, 30, 15, 13, 15, 13, 10, 49, 32, 21, 42, 10, 28, 29, 34, 14, 48, 11, 40, 14, 30, 17, 7, 16, 12, 16, 45, 25, 26, 19, 43, 17, 16, 30, 30, 9, 12, 23, 23, 24, 44, 7, 26, 43, 18, 22]
[37, 32, 19, 8, 40, 15, 25, 9, 7, 40, 9, 0, 29, 26, 40, 4, 5, 47, 26, 9, 31, 26, 34, 23, 33, 4, 30, 11, 16, 28, 28, 27, 15, 18, 4, 46, 45, 36, 34, 10, 49, 27, 14, 35, 42, 20, 26, 15, 4, 48, 41, 22, 6, 3, 30, 18, 41, 32, 12, 5, 43, 5, 50, 46, 48, 10, 34, 5, 5, 26, 32, 31, 1, 21, 20, 5, 38, 5, 33, 24, 46, 2, 13, 50, 33, 38, 13, 46, 11, 18, 46, 4, 11, 50, 50, 28, 11, 3, 26, 26, 24, 29, 32, 7, 16, 19, 26, 36, 3, 35, 50, 19, 40, 46, 47, 21, 29, 32, 40, 33, 44, 16]
[37, 5, 31, 33, 35, 2, 47, 1, 36, 39, 24, 29, 0, 24, 48, 11, 2, 47, 2, 20, 49, 35, 15, 48, 43, 21, 19, 12, 23, 9, 39, 26, 20, 38, 38, 19, 45, 42, 41, 38, 4, 10, 7, 8, 38, 43, 11, 46, 42, 16, 33, 13, 33, 16, 49, 33, 1, 37, 3, 30, 40, 30, 0, 19, 8, 49, 7, 20, 25, 23, 30, 17, 24, 44, 8, 10, 37, 50, 14, 0, 7, 22, 46, 28, 2, 50, 11, 28, 2, 22, 42, 0, 7, 5, 24, 41, 46, 30, 27, 37, 36, 16, 46, 38, 39, 50, 8, 18, 30, 14, 25, 15, 20, 24, 39, 45, 25, 32, 36, 17, 25, 35]
[13, 6, 2, 10, 49, 13, 44, 32, 10, 26, 35, 26, 24, 0, 49, 25, 42, 9, 21, 13, 11, 32, 36, 18, 19, 49, 46, 36, 30, 49, 26, 25, 37, 11, 26, 23, 16, 26, 13, 2, 13, 21, 26, 36, 49, 41, 1, 44, 4, 16, 21, 2, 36, 17, 41, 30, 12, 26, 40, 47, 16, 23, 0, 36, 36, 36, 37, 24, 2, 2, 5, 1, 34, 5, 50, 20, 13, 38, 32, 12, 22, 43, 22, 16, 17, 32, 25, 49, 44, 13, 1, 25, 41, 11, 46, 12, 42, 6, 18, 8, 27, 35, 32, 0, 31, 25, 13, 7, 42, 40, 11, 23, 2, 14, 15, 41, 3, 11, 6, 33, 26, 19]
[26, 4, 23, 24, 25, 11, 43, 32, 19, 6, 28, 40, 48, 49, 0, 30, 30, 4, 12, 0, 5, 41, 43, 47, 3, 17, 20, 23, 43, 7, 13, 10, 3, 11, 39, 28, 38, 36, 44, 17, 34, 36, 37, 24, 37, 44, 39, 23, 24, 0, 9, 26, 11, 10, 17, 37, 5, 4, 34, 28, 47, 40, 3, 27, 34, 38, 39, 38, 26, 25, 21, 32, 28, 39, 50, 47, 32, 24, 18, 17, 16, 37, 34, 22, 21, 47, 46, 5, 27, 41, 39, 31, 33, 14, 3, 48, 30, 10, 10, 45, 48, 27, 30, 47, 5, 48, 23, 43, 7, 26, 45, 43, 3, 21, 6, 20, 28, 41, 43, 37, 27, 7]
[19, 34, 16, 19, 13, 8, 13, 29, 16, 24, 23, 4, 11, 25, 30, 0, 40, 22, 15, 34, 19, 25, 27, 14, 1, 5, 47, 45, 38, 14, 17, 17, 44, 6, 23, 24, 26, 28, 17, 41, 37, 49, 16, 4, 27, 19, 33, 39, 40, 46, 45, 33, 38, 7, 45, 11, 18, 43, 10, 25, 38, 30, 6, 17, 5, 16, 39, 39, 37, 42, 37, 27, 46, 39, 0, 33, 47, 24, 34, 2, 28, 26, 46, 15, 22, 22, 2, 36, 9, 21, 21, 13, 40, 12, 2, 44, 14, 30, 14, 41, 38, 7, 29, 50, 46, 21, 42, 42, 1, 23, 9, 29, 28, 46, 24, 21, 6, 10, 12, 25, 43, 27]
[23, 2, 43, 46, 16, 44, 9, 11, 13, 44, 8, 5, 2, 42, 30, 40, 0, 41, 17, 9, 49, 30, 39, 33, 20, 21, 16, 27, 25, 8, 9, 0, 15, 4, 28, 9, 17, 33, 12, 22, 29, 39, 27, 36, 35, 40, 4, 24, 14, 40, 45, 29, 30, 48, 18, 0, 36, 16, 19, 31, 22, 13, 32, 44, 11, 11, 17, 16, 31, 5, 4, 20, 10, 35, 5, 12, 15, 22, 49, 47, 7, 2, 46, 39, 39, 9, 11, 30, 1, 49, 19, 7, 8, 13, 26, 6, 5, 3, 22, 9, 14, 8, 9, 30, 50, 12, 21, 34, 48, 19, 19, 42, 43, 10, 29, 20, 45, 38, 9, 2, 32, 43]
[36, 27, 26, 27, 36, 14, 44, 44, 17, 16, 47, 47, 47, 9, 4, 22, 41, 0, 2, 44, 21, 10, 31, 4, 8, 16, 45, 31, 29, 30, 30, 3, 19, 20, 24, 4, 48, 25, 10, 15, 13, 36, 6, 29, 5, 37, 19, 40, 24, 8, 39, 22, 31, 49, 20, 31, 8, 30, 45, 17, 22, 28, 38, 20, 26, 50, 27, 31, 25, 10, 12, 35, 22, 17, 15, 50, 15, 47, 24, 40, 48, 39, 32, 20, 6, 26, 25, 1, 0, 8, 47, 10, 24, 14, 9, 10, 37, 43, 2, 17, 27, 43, 49, 37, 47, 29, 28, 46, 42, 20, 2, 17, 30, 20, 28, 0, 23, 23, 30, 42, 43, 49]
[12, 37, 10, 38, 39, 5, 6, 22, 36, 6, 10, 26, 2, 21, 12, 15, 17, 2, 0, 36, 3, 19, 23, 46, 44, 10, 39, 13, 22, 47, 33, 42, 46, 41, 9, 31, 20, 18, 7, 19, 32, 21, 14, 16, 13, 27, 12, 4, 16, 32, 46, 33, 33, 45, 21, 45, 24, 25, 5, 3, 3, 48, 35, 1, 46, 4, 34, 9, 40, 42, 46, 4, 49, 26, 16, 49, 45, 2, 23, 27, 18, 32, 41, 21, 10, 29, 12, 37, 40, 19, 19, 35, 2, 11, 11, 27, 10, 23, 35, 41, 2, 22, 47, 9, 46, 7, 34, 31, 18, 27, 36, 19, 14, 15, 31, 29, 24, 23, 27, 31, 37, 6]
[4, 44, 44, 4, 18, 50, 32, 28, 11, 17, 24, 9, 20, 13, 0, 34, 9, 44, 36, 0, 25, 0, 43, 4, 43, 36, 29, 31, 36, 31, 43, 34, 17, 0, 27, 1, 25, 33, 36, 23, 34, 22, 39, 23, 0, 24, 45, 21, 29, 29, 47, 29, 22, 27, 39, 17, 24, 14, 36, 50, 44, 3, 14, 11, 2, 25, 17, 17, 29, 33, 0, 7, 4, 7, 19, 8, 41, 3, 49, 5, 20, 26, 6, 28, 38, 15, 49, 8, 27, 46, 47, 18, 11, 16, 35, 44, 43, 18, 43, 13, 16, 22, 50, 20, 30, 48, 4, 32, 50, 43, 27, 29, 29, 21, 36, 41, 25, 46, 30, 27, 25, 0]
[28, 19, 37, 6, 7, 41, 49, 2, 47, 6, 28, 31, 49, 11, 5, 19, 49, 21, 3, 25, 0, 14, 29, 39, 27, 6, 44, 2, 17, 27, 33, 25, 39, 38, 33, 27, 12, 43, 21, 17, 6, 2, 19, 9, 46, 46, 7, 48, 17, 38, 36, 28, 3, 38, 20, 33, 3, 29, 25, 32, 32, 16, 40, 17, 46, 48, 12, 45, 28, 9, 31, 29, 48, 3, 50, 28, 37, 42, 32, 43, 29, 44, 7, 2, 9, 34, 41, 22, 17, 46, 13, 9, 41, 1, 11, 18, 18, 29, 38, 19, 13, 4, 4, 41, 8, 18, 21, 41, 22, 43, 33, 9, 33, 13, 6, 4, 6, 14, 29, 25, 39, 50]
[39, 18, 33, 33, 25, 5, 1, 7, 31, 32, 42, 26, 35, 32, 41, 25, 30, 10, 19, 0, 14, 0, 9, 31, 15, 47, 24, 22, 0, 49, 42, 22, 7, 30, 34, 17, 43, 7, 27, 26, 39, 3, 16, 14, 31, 2, 35, 44, 31, 45, 9, 18, 4, 22, 34, 35, 20, 21, 23, 23, 17, 34, 27, 12, 22, 12, 14, 40, 24, 48, 19, 13, 28, 28, 19, 26, 31, 4, 40, 20, 19, 22, 50, 2, 47, 38, 19, 43, 4, 9, 30, 50, 42, 15, 36, 20, 9, 11, 0, 43, 46, 27, 48, 11, 27, 20, 23, 6, 37, 15, 26, 17, 22, 10, 50, 35, 41, 8, 17, 49, 45, 34]
[49, 33, 17, 35, 6, 46, 22, 11, 33, 41, 22, 34, 15, 36, 43, 27, 39, 31, 23, 43, 29, 9, 0, 31, 11, 12, 10, 20, 50, 28, 10, 41, 6, 6, 44, 42, 33, 6, 8, 7, 36, 34, 33, 23, 24, 6, 25, 30, 19, 36, 34, 34, 50, 33, 21, 29, 22, 16, 9, 39, 19, 29, 48, 9, 35, 26, 48, 41, 8, 50, 48, 41, 31, 6, 50, 11, 21, 34, 39, 49, 50, 7, 14, 11, 23, 7, 47, 13, 32, 24, 33, 37, 38, 23, 38, 44, 20, 43, 13, 32, 28, 5, 29, 13, 47, 11, 9, 24, 24, 0, 2, 40, 18, 6, 40, 33, 43, 40, 43, 32, 17, 12]
[36, 19, 36, 41, 21, 12, 46, 10, 20, 30, 12, 23, 48, 18, 47, 14, 33, 4, 46, 4, 39, 31, 31, 0, 4, 4, 2, 19, 44, 25, 48, 24, 36, 34, 17, 25, 23, 27, 45, 25, 43, 47, 9, 45, 29, 32, 7, 35, 25, 34, 42, 33, 9, 36, 40, 42, 23, 10, 23, 49, 14, 28, 49, 18, 17, 13, 13, 24, 20, 25, 29, 20, 35, 45, 23, 26, 25, 36, 50, 11, 26, 28, 32, 45, 11, 28, 42, 17, 18, 37, 17, 36, 12, 40, 18, 40, 30, 23, 35, 39, 27, 31, 6, 42, 29, 37, 47, 46, 6, 25, 27, 27, 45, 42, 30, 38, 39, 25, 28, 10, 34, 19]
[15, 6, 43, 27, 48, 14, 16, 21, 27, 2, 1, 33, 43, 19, 3, 1, 20, 8, 44, 43, 27, 15, 11, 4, 0, 38, 25, 12, 16, 17, 18, 36, 48, 27, 7, 12, 3, 30, 41, 22, 48, 2, 5, 15, 26, 13, 1, 2, 40, 25, 38, 8, 32, 10, 11, 37, 27, 24, 30, 39, 50, 27, 38, 31, 31, 30, 37, 7, 38, 20, 23, 49, 4, 6, 31, 36, 1, 36, 17, 47, 35, 2, 17, 38, 31, 29, 25, 29, 16, 7, 2, 42, 30, 39, 30, 31, 46, 21, 36, 38, 23, 30, 39, 24, 27, 47, 46, 25, 29, 47, 28, 25, 20, 12, 2, 15, 12, 25, 20, 30, 36, 23]
[25, 14, 26, 43, 42, 49, 0, 29, 11, 19, 0, 4, 21, 49, 17, 5, 21, 16, 10, 36, 6, 47, 12, 4, 38, 0, 41, 22, 26, 37, 18, 40, 7, 27, 19, 3, 12, 48, 39, 30, 43, 15, 37, 37, 31, 9, 36, 20, 10, 34, 17, 24, 46, 21, 2, 46, 31, 9, 43, 11, 18, 23, 10, 29, 32, 37, 45, 49, 13, 11, 21, 12, 26, 48, 4, 35, 24, 15, 39, 32, 31, 43, 36, 35, 22, 44, 36, 36, 31, 14, 17, 31, 43, 46, 38, 11, 4, 46, 19, 6, 25, 25, 2, 11, 37, 45, 19, 32, 24, 10, 19, 15, 50, 34, 34, 49, 24, 6, 46, 7, 11, 27]
[6, 38, 36, 42, 14, 33, 7, 9, 43, 22, 6, 30, 19, 46, 20, 47, 16, 45, 39, 29, 44, 24, 10, 2, 25, 41, 0, 28, 18, 21, 1, 24, 9, 48, 29, 34, 37, 36, 31, 25, 12, 1, 13, 0, 35, 7, 22, 32, 22, 10, 1, 2, 1, 4, 31, 0, 41, 10, 30, 40, 13, 31, 49, 29, 14, 39, 46, 4, 42, 47, 32, 0, 45, 44, 33, 36, 1, 24, 14, 4, 17, 34, 38, 16, 16, 13, 10, 49, 5, 44, 44, 8, 7, 22, 50, 3, 11, 44, 20, 10, 37, 23, 45, 4, 11, 38, 32, 20, 35, 10, 15, 20, 39, 29, 43, 42, 24, 27, 3, 16, 33, 15]
[25, 47, 32, 1, 13, 41, 44, 44, 33, 16, 7, 11, 12, 36, 23, 45, 27, 31, 13, 31, 2, 22, 20, 19, 12, 22, 28, 0, 16, 15, 43, 37, 38, 28, 40, 34, 13, 49, 40, 13, 11, 14, 8, 41, 5, 45, 19, 13, 32, 46, 4, 39, 0, 48, 4, 29, 9, 39, 2, 4, 13, 41, 6, 27, 26, 39, 29, 14, 30, 5, 24, 25, 42, 36, 4, 0, 2, 16, 38, 8, 9, 27, 47, 23, 20, 30, 21, 3, 33, 46, 38, 31, 49, 50, 11, 24, 46, 35, 11, 49, 0, 16, 10, 20, 14, 3, 48, 15, 18, 49, 28, 24, 41, 34, 48, 8, 22, 48, 16, 44, 36, 47]
[4, 40, 30, 26, 15, 48, 15, 19, 22, 19, 20, 16, 23, 30, 43, 38, 25, 29, 22, 36, 17, 0, 50, 44, 16, 26, 18, 16, 0, 45, 43, 9, 25, 0, 41, 30, 38, 30, 8, 10, 5, 14, 50, 19, 1, 42, 2, 7, 21, 17, 37, 25, 3, 25, 43, 6, 39, 21, 44, 15, 30, 39, 9, 49, 9, 21, 29, 43, 30, 27, 36, 26, 26, 21, 1, 12, 5, 5, 30, 27, 16, 6, 20, 38, 6, 15, 8, 11, 31, 46, 13, 48, 35, 31, 38, 39, 41, 13, 9, 0, 28, 4, 16, 50, 12, 8, 29, 44, 43, 7, 22, 21, 38, 31, 47, 34, 21, 46, 14, 24, 37, 22]
[40, 48, 5, 13, 37, 16, 43, 9, 29, 49, 23, 28, 9, 49, 7, 14, 8, 30, 47, 31, 27, 49, 28, 25, 17, 37, 21, 15, 45, 0, 0, 14, 49, 19, 50, 11, 13, 22, 26, 9, 31, 37, 13, 10, 47, 9, 20, 0, 5, 28, 1, 43, 11, 41, 26, 44, 10, 5, 40, 32, 46, 31, 47, 26, 37, 36, 22, 24, 41, 38, 17, 35, 22, 35, 48, 46, 20, 34, 28, 38, 15, 31, 40, 26, 39, 32, 37, 5, 40, 13, 30, 20, 41, 14, 12, 2, 40, 35, 39, 17, 48, 5, 19, 38, 29, 40, 42, 10, 19, 7, 23, 4, 19, 19, 10, 9, 49, 39, 5, 29, 43, 27]
[28, 7, 20, 11, 31, 15, 13, 40, 0, 42, 44, 28, 39, 26, 13, 17, 9, 30, 33, 43, 33, 42, 10, 48, 18, 18, 1, 43, 43, 0, 0, 18, 41, 47, 0, 14, 9, 24, 17, 25, 43, 12, 4, 21, 12, 35, 24, 41, 50, 17, 17, 8, 7, 34, 39, 23, 18, 49, 6, 50, 35, 24, 42, 0, 15, 26, 0, 16, 32, 20, 27, 5, 45, 14, 46, 48, 37, 11, 34, 12, 32, 49, 12, 26, 30, 14, 31, 20, 50, 32, 0, 9, 37, 32, 26, 44, 35, 8, 4, 22, 21, 14, 47, 22, 8, 36, 24, 11, 13, 23, 25, 8, 3, 33, 33, 33, 47, 3, 49, 37, 32, 0]
[24, 21, 50, 5, 28, 47, 37, 28, 44, 22, 9, 27, 26, 25, 10, 17, 0, 3, 42, 34, 25, 22, 41, 24, 36, 40, 24, 37, 9, 14, 18, 0, 39, 39, 20, 34, 2, 23, 27, 9, 21, 43, 39, 43, 34, 38, 5, 22, 0, 39, 21, 17, 29, 8, 47, 24, 34, 18, 8, 34, 27, 19, 38, 33, 1, 1, 46, 3, 7, 45, 36, 35, 22, 2, 14, 14, 21, 41, 2, 1, 25, 27, 13, 16, 7, 50, 19, 14, 22, 33, 9, 24, 14, 44, 14, 46, 16, 15, 50, 9, 7, 11, 33, 21, 50, 31, 35, 12, 35, 43, 20, 33, 22, 29, 13, 19, 38, 32, 22, 21, 18, 29]
[41, 29, 49, 11, 43, 3, 28, 35, 16, 3, 22, 15, 20, 37, 3, 44, 15, 19, 46, 17, 39, 7, 6, 36, 48, 7, 9, 38, 25, 49, 41, 39, 0, 40, 46, 21, 37, 34, 21, 33, 0, 34, 38, 18, 12, 16, 10, 41, 41, 13, 4, 46, 14, 10, 28, 20, 31, 41, 4, 17, 18, 36, 14, 10, 25, 33, 40, 35, 40, 18, 50, 9, 48, 37, 47, 32, 43, 5, 44, 7, 30, 6, 5, 8, 19, 17, 41, 50, 44, 27, 9, 7, 7, 25, 6, 14, 3, 49, 11, 13, 14, 1, 0, 41, 12, 5, 15, 37, 1, 32, 5, 5, 6, 21, 24, 36, 2, 14, 18, 22, 49, 13]
[31, 28, 19, 45, 4, 43, 35, 40, 21, 25, 49, 18, 38, 11, 11, 6, 4, 20, 41, 0, 38, 30, 6, 34, 27, 27, 48, 28, 0, 19, 47, 39, 40, 0, 38, 6, 35, 33, 28, 43, 2, 15, 28, 50, 23, 4, 4, 26, 23, 29, 45, 10, 48, 17, 19, 39, 20, 1, 4, 45, 45, 7, 43, 36, 26, 26, 22, 4, 4, 35, 13, 17, 28, 16, 26, 46, 30, 42, 48, 22, 24, 11, 11, 1, 2, 7, 37, 1, 33, 33, 29, 17, 27, 42, 5, 5, 13, 6, 11, 20, 19, 8, 20, 6, 2, 50, 15, 48, 17, 20, 18, 13, 6, 48, 43, 23, 49, 44, 16, 10, 49, 44]
[31, 10, 30, 32, 6, 42, 28, 23, 27, 44, 8, 4, 38, 26, 39, 23, 28, 24, 9, 27, 33, 34, 44, 17, 7, 19, 29, 40, 41, 50, 0, 20, 46, 38, 0, 21, 18, 2, 1, 38, 9, 30, 1, 34, 43, 42, 28, 17, 35, 14, 3, 33, 32, 34, 12, 7, 48, 44, 41, 15, 29, 19, 7, 23, 34, 23, 32, 35, 47, 45, 43, 40, 10, 4, 24, 7, 30, 49, 20, 27, 14, 18, 32, 43, 22, 28, 26, 31, 34, 45, 23, 43, 30, 40, 40, 36, 17, 0, 33, 48, 7, 47, 50, 1, 42, 39, 5, 5, 21, 8, 33, 35, 46, 9, 7, 44, 15, 49, 23, 11, 45, 0]
[3, 31, 46, 44, 24, 29, 13, 43, 34, 23, 4, 46, 19, 23, 28, 24, 9, 4, 31, 1, 27, 17, 42, 25, 12, 3, 34, 34, 30, 11, 14, 34, 21, 6, 21, 0, 40, 48, 15, 35, 27, 9, 36, 37, 15, 12, 16, 5, 27, 32, 46, 20, 38, 36, 31, 10, 29, 8, 44, 10, 32, 49, 25, 15, 13, 15, 28, 39, 10, 1, 11, 49, 25, 29, 2, 8, 25, 40, 17, 41, 33, 46, 24, 6, 4, 31, 39, 13, 28, 45, 28, 43, 29, 5, 24, 23, 28, 4, 13, 41, 22, 44, 34, 20, 10, 23, 43, 26, 33, 27, 33, 46, 39, 29, 7, 23, 26, 16, 1, 48, 3, 16]
[21, 26, 2, 16, 19, 20, 45, 17, 47, 34, 42, 45, 45, 16, 38, 26, 17, 48, 20, 25, 12, 43, 33, 23, 3, 12, 37, 13, 38, 13, 9, 2, 37, 35, 18, 40, 0, 30, 39, 31, 12, 7, 24, 25, 33, 16, 35, 13, 18, 16, 4, 19, 22, 30, 4, 40, 2, 34, 12, 4, 33, 18, 17, 31, 6, 49, 6, 48, 9, 36, 30, 5, 12, 26, 26, 27, 49, 49, 7, 41, 41, 26, 17, 48, 48, 30, 29, 48, 42, 21, 7, 26, 28, 28, 8, 34, 43, 27, 27, 37, 31, 27, 15, 39, 12, 2, 19, 42, 26, 2, 44, 16, 44, 21, 36, 45, 43, 38, 19, 3, 5, 2]
[32, 19, 44, 27, 44, 18, 40, 15, 36, 27, 15, 36, 42, 26, 36, 28, 33, 25, 18, 33, 43, 7, 6, 27, 30, 48, 36, 49, 30, 22, 24, 23, 34, 33, 2, 48, 30, 0, 0, 16, 1, 26, 25, 48, 45, 33, 0, 36, 13, 15, 21, 46, 40, 37, 8, 27, 9, 49, 12, 38, 9, 0, 49, 3, 33, 38, 35, 22, 31, 42, 4, 36, 36, 19, 12, 16, 47, 25, 32, 14, 48, 15, 22, 6, 38, 6, 12, 20, 16, 22, 17, 43, 13, 10, 3, 42, 30, 12, 10, 35, 18, 1, 16, 20, 14, 44, 4, 31, 49, 2, 24, 0, 14, 10, 42, 29, 8, 20, 27, 47, 27, 18]
