N1,N2,...,Nx
[50, 26, 29, 17, 2, 36, 10, 25, 38, 5, 6, 0, 38, 11, 19, 1, 4, 20, 19, 19, 17, 34, 45, 14, 17, 12, 42, 23, 48, 36, 36, 42, 8, 8, 42, 13, 17, 9, 29, 0, 39, 23, 12, 48, 16, 39, 0, 28, 20, 27, 9, 22, 41, 38, 31, 2, 16, 31, 3, 29, 44, 13, 17, 31, 17, 14, 14, 20, 48, 2, 47, 49, 8, 6, 22, 44, 31, 50, 50, 24, 45, 39, 50, 40, 2, 27, 29, 38]
[49, 25, 45, 24, 20, 48, 14, 38, 45, 16, 5, 38, 0, 19, 47, 39, 31, 28, 27, 6, 15, 37, 34, 49, 41, 0, 35, 13, 37, 30, 41, 13, 3, 46, 27, 30, 10, 14, 48, 29, 20, 41, 47, 43, 26, 46, 13, 26, 39, 16, 47, 12, 27, 18, 26, 30, 30, 34, 1, 24, 32, 21, 9, 11, 27, 14, 23, 10, 16, 17, 41, 23, 12, 39, 47, 18, 0, 24, 47, 31, 27, 15, 50, 2, 4, 1, 13, 39]
[19, 17, 24, 41, 5, 49, 11, 8, 8, 1, 12, 11, 19, 0, 1, 46, 9, 2, 15, 48, 30, 25, 24, 30, 18, 50, 8, 28, 41, 13, 37, 5, 24, 10, 4, 27, 39, 43, 19, 21, 25, 47, 32, 29, 43, 42, 20, 30, 34, 21, 2, 4, 29, 28, 42, 16, 21, 0, 19, 6, 19, 34, 32, 15, 50, 16, 38, 34, 30, 14, 25, 38, 23, 26, 20, 36, 24, 41, 50, 7, 10, 23, 28, 15, 15, 32, 24, 16]
[25, 27, 28, 24, 32, 35, 9, 14, 5, 44, 28, 19, 47, 1, 0, 44, 19, 23, 37, 40, 12, 25, 3, 38, 27, 33, 40, 31, 37, 14, 16, 8, 19, 35, 28, 27, 32, 31, 30, 42, 8, 44, 38, 47, 28, 20, 43, 17, 50, 16, 22, 23, 49, 26, 32, 44, 34, 29, 31, 10, 49, 49, 45, 31, 35, 3, 33, 49, 24, 40, 10, 42, 14, 17, 14, 49, 47, 20, 46, 50, 2, 33, 21, 46, 42, 8, 22, 24]
[43, 34, 19, 43, 21, 4, 8, 44, 35, 6, 47, 1, 39, 46, 44, 0, 17, 23, 39, 6, 14, 16, 0, 1, 36, 42, 12, 34, 21, 42, 31, 45, 10, 38, 48, 49, 42, 40, 0, 41, 24, 19, 17, 32, 47, 49, 9, 27, 18, 41, 25, 50, 16, 22, 33, 1, 41, 15, 49, 36, 39, 15, 8, 35, 50, 3, 25, 4, 11, 39, 24, 7, 38, 2, 25, 28, 14, 46, 21, 37, 31, 26, 13, 17, 47, 34, 32, 38]
[30, 30, 9, 33, 43, 48, 35, 34, 10, 27, 31, 4, 31, 9, 19, 17, 0, 8, 33, 32, 15, 44, 13, 14, 48, 44, 16, 49, 50, 45, 9, 38, 3, 39, 10, 39, 48, 30, 17, 41, 30, 0, 48, 41, 49, 48, 47, 13, 4, 6, 15, 25, 32, 7, 5, 3, 19, 15, 6, 19, 5, 11, 45, 34, 48, 6, 36, 14, 10, 42, 22, 2, 41, 35, 30, 30, 3, 17, 26, 15, 24, 49, 31, 3, 42, 35, 6, 0]
[16, 10, 19, 48, 41, 11, 24, 49, 14, 3, 19, 20, 28, 2, 23, 23, 8, 0, 15, 26, 15, 44, 9, 38, 24, 39, 34, 9, 3, 15, 25, 49, 24, 16, 35, 5, 9, 45, 31, 14, 49, 7, 17, 29, 27, 33, 28, 17, 21, 2, 30, 26, 10, 28, 50, 6, 44, 8, 3, 8, 0, 16, 50, 21, 16, 28, 48, 3, 6, 8, 34, 14, 42, 40, 43, 18, 34, 12, 5, 33, 14, 0, 43, 38, 41, 22, 45, 6]
[19, 36, 28, 26, 32, 46, 32, 4, 35, 20, 26, 19, 27, 15, 37, 39, 33, 15, 0, 32, 42, 33, 42, 23, 34, 19, 19, 31, 24, 28, 18, 8, 21, 29, 18, 21, 49, 49, 50, 32, 27, 7, 0, 13, 9, 26, 12, 27, 14, 3, 11, 17, 27, 6, 50, 46, 8, 32, 6, 32, 30, 7, 15, 16, 16, 5, 4, 2, 22, 27, 27, 17, 1, 50, 24, 47, 22, 36, 19, 30, 43, 34, 24, 48, 33, 23, 35, 18]
[46, 37, 5, 44, 17, 38, 40, 4, 2, 9, 2, 19, 6, 48, 40, 6, 32, 26, 32, 0, 6, 36, 20, 44, 1, 45, 6, 37, 24, 16, 41, 4, 34, 31, 27, 44, 44, 20, 18, 17, 43, 28, 0, 31, 35, 32, 48, 34, 45, 9, 33, 26, 46, 9, 4, 18, 20, 35, 48, 45, 35, 34, 8, 37, 30, 22, 4, 21, 49, 14, 25, 49, 27, 15, 34, 43, 23, 45, 15, 8, 27, 26, 35, 47, 5, 28, 6, 40]
[46, 23, 43, 11, 41, 35, 16, 9, 49, 7, 30, 17, 15, 30, 12, 14, 15, 15, 42, 6, 0, 0, 39, 41, 11, 22, 26, 11, 18, 50, 33, 38, 37, 10, 12, 50, 39, 40, 48, 22, 2, 10, 25, 27, 32, 36, 38, 22, 36, 2, 7, 3, 26, 40, 47, 10, 17, 13, 20, 13, 21, 46, 34, 31, 37, 47, 12, 19, 0, 0, 47, 47, 37, 16, 10, 9, 23, 33, 34, 23, 47, 38, 26, 23, 29, 20, 5, 11]
[50, 40, 40, 3, 30, 11, 45, 10, 36, 5, 37, 34, 37, 25, 25, 16, 44, 44, 33, 36, 0, 0, 38, 10, 12, 2, 15, 28, 49, 19, 25, 24, 12, 12, 36, 27, 6, 50, 18, 5, 37, 7, 43, 33, 28, 50, 11, 0, 35, 25, 21, 21, 23, 31, 38, 5, 33, 45, 2, 17, 19, 19, 27, 41, 11, 50, 48, 21, 44, 20, 3, 45, 19, 40, 46, 41, 32, 26, 19, 19, 48, 29, 14, 43, 31, 43, 37, 11]
[23, 28, 7, 21, 42, 9, 35, 50, 32, 41, 45, 45, 34, 24, 3, 0, 13, 9, 42, 20, 39, 38, 0, 44, 7, 44, 25, 43, 33, 46, 33, 22, 21, 4, 35, 30, 21, 26, 13, 11, 21, 39, 17, 12, 5, 36, 42, 39, 3, 39, 10, 25, 11, 24, 33, 11, 12, 9, 19, 17, 37, 22, 14, 36, 47, 12, 17, 10, 28, 35, 13, 44, 9, 2, 9, 36, 15, 24, 29, 41, 27, 38, 14, 23, 45, 17, 4, 39]
[22, 6, 22, 33, 28, 32, 29, 13, 32, 11, 22, 14, 49, 30, 38, 1, 14, 38, 23, 44, 41, 10, 44, 0, 12, 35, 11, 30, 47, 19, 30, 26, 32, 20, 24, 25, 46, 36, 7, 42, 23, 6, 13, 40, 35, 42, 7, 36, 21, 21, 11, 41, 50, 6, 30, 30, 30, 5, 7, 5, 41, 8, 5, 48, 17, 46, 1, 43, 1, 2, 4, 13, 28, 13, 20, 45, 42, 34, 42, 4, 12, 24, 33, 3, 23, 10, 17, 14]
[36, 20, 32, 48, 7, 11, 27, 0, 22, 23, 2, 17, 41, 18, 27, 36, 48, 24, 34, 1, 11, 12, 7, 12, 0, 48, 32, 28, 21, 39, 44, 50, 45, 30, 0, 22, 35, 29, 38, 3, 19, 39, 2, 1, 41, 13, 25, 5, 31, 15, 46, 45, 13, 23, 11, 29, 27, 37, 16, 16, 6, 33, 21, 44, 46, 16, 6, 5, 22, 43, 18, 0, 26, 7, 36, 1, 28, 3, 17, 1, 21, 22, 2, 7, 22, 29, 50, 13]
[0, 0, 13, 38, 23, 47, 47, 0, 42, 19, 23, 12, 0, 50, 33, 42, 44, 39, 19, 45, 22, 2, 44, 35, 48, 0, 6, 19, 2, 42, 38, 22, 22, 50, 40, 45, 11, 44, 24, 44, 40, 15, 11, 29, 49, 23, 10, 45, 21, 45, 36, 24, 43, 40, 34, 37, 49, 48, 32, 46, 26, 38, 9, 29, 33, 29, 19, 24, 42, 3, 25, 29, 46, 10, 18, 12, 37, 22, 43, 16, 46, 9, 34, 48, 11, 11, 18, 49]
[6, 50, 16, 29, 27, 38, 22, 47, 6, 18, 33, 42, 35, 8, 40, 12, 16, 34, 19, 6, 26, 15, 25, 11, 32, 6, 0, 46, 3, 10, 18, 24, 37, 15, 6, 42, 3, 30, 41, 21, 16, 2, 40, 45, 30, 31, 29, 1, 0, 48, 25, 50, 18, 33, 39, 25, 46, 11, 30, 26, 16, 27, 20, 37, 32, 40, 29, 13, 34, 44, 1, 38, 0, 48, 49, 27, 37, 36, 2, 36, 49, 41, 37, 22, 5, 5, 40, 45]
[2, 45, 25, 14, 36, 28, 4, 19, 2, 21, 7, 23, 13, 28, 31, 34, 49, 9, 31, 37, 11, 28, 43, 30, 28, 19, 46, 0, 32, 17, 36, 6, 9, 9, 19, 32, 17, 22, 40, 46, 1, 20, 42, 10, 26, 26, 10, 47, 14, 39, 9, 0, 49, 29, 36, 11, 4, 11, 14, 17, 5, 40, 16, 10, 1, 15, 26, 7, 36, 10, 20, 36, 25, 20, 22, 20, 44, 4, 40, 40, 6, 23, 9, 32, 40, 10, 1, 37]
[45, 9, 17, 44, 16, 1, 8, 43, 6, 7, 19, 48, 37, 41, 37, 21, 50, 3, 24, 24, 18, 49, 33, 47, 21, 2, 3, 32, 0, 33, 46, 14, 43, 7, 28, 32, 12, 2, 12, 32, 47, 41, 12, 39, 38, 36, 37, 49, 4, 17, 34, 11, 31, 26, 4, 21, 44, 29, 24, 17, 15, 34, 16, 50, 21, 23, 13, 43, 7, 18, 20, 50, 33, 6, 29, 32, 1, 10, 37, 2, 19, 45, 26, 32, 34, 26, 11, 16]
[36, 17, 48, 32, 23, 4, 16, 15, 39, 45, 7, 36, 30, 13, 14, 42, 45, 15, 28, 16, 50, 19, 46, 19, 39, 42, 10, 17, 33, 0, 22, 50, 14, 43, 36, 6, 12, 25, 9, 15, 43, 3, 11, 9, 2, 31, 24, 0, 26, 9, 46, 37, 20, 34, 17, 35, 9, 12, 4, 33, 43, 7, 37, 30, 40, 46, 40, 49, 11, 48, 4, 33, 28, 47, 44, 50, 19, 12, 18, 14, 12, 37, 4, 13, 48, 4, 7, 17]
[38, 44, 48, 14, 33, 27, 4, 2, 24, 15, 16, 36, 41, 37, 16, 31, 9, 25, 18, 41, 33, 25, 33, 30, 44, 38, 18, 36, 46, 22, 0, 49, 19, 48, 33, 21, 11, 39, 41, 48, 17, 41, 1, 12, 25, 5, 24, 13, 19, 26, 41, 28, 11, 23, 15, 33, 34, 10, 3, 16, 13, 18, 4, 49, 26, 18, 29, 47, 40, 37, 1, 28, 49, 21, 5, 23, 46, 28, 18, 40, 11, 37, 49, 38, 46, 3, 36, 22]
[48, 9, 17, 7, 6, 43, 40, 8, 21, 41, 47, 42, 13, 5, 8, 45, 38, 49, 8, 4, 38, 24, 22, 26, 50, 22, 24, 6, 14, 50, 49, 0, 14, 19, 24, 33, 10, 34, 46, 32, 10, 40, 20, 49, 21, 17, 33, 23, 7, 21, 9, 24, 22, 12, 10, 0, 26, 1, 37, 4, 8, 8, 13, 10, 3, 40, 40, 22, 31, 11, 50, 35, 29, 48, 37, 38, 37, 14, 24, 26, 21, 28, 34, 7, 7, 14, 45, 22]
[49, 33, 43, 21, 20, 14, 0, 37, 39, 19, 2, 8, 3, 24, 19, 10, 3, 24, 21, 34, 37, 12, 21, 32, 45, 22, 37, 9, 43, 14, 19, 14, 0, 2, 0, 11, 39, 24, 10, 14, 43, 15, 3, 5, 48, 16, 34, 28, 20, 16, 4, 0, 36, 48, 29, 9, 46, 42, 18, 6, 10, 47, 0, 35, 21, 19, 34, 33, 37, 43, 41, 45, 44, 50, 8, 33, 36, 24, 39, 17, 31, 25, 14, 6, 2, 19, 41, 12]
[45, 38, 36, 45, 47, 3, 31, 38, 5, 47, 33, 8, 46, 10, 35, 38, 39, 16, 29, 31, 10, 12, 4, 20, 30, 50, 15, 9, 7, 43, 48, 19, 2, 0, 21, 1, 28, 38, 34, 20, 35, 14, 7, 27, 6, 10, 26, 26, 23, 5, 1, 36, 20, 14, 50, 3, 7, 8, 26, 19, 5, 47, 35, 16, 49, 14, 30, 30, 33, 22, 30, 37, 8, 34, 38, 6, 5, 5, 28, 26, 40, 0, 1, 27, 21, 21, 11, 13]
[17, 7, 8, 14, 43, 38, 32, 18, 38, 21, 7, 42, 27, 4, 28, 48, 10, 35, 18, 27, 12, 36, 35, 24, 0, 40, 6, 19, 28, 36, 33, 24, 0, 21, 0, 0, 7, 9, 7, 33, 25, 11, 17, 29, 35, 42, 11, 46, 37, 9, 17, 8, 33, 30, 23, 45, 35, 10, 24, 47, 13, 27, 46, 4, 40, 16, 21, 23, 25, 16, 17, 48, 4, 43, 22, 28, 29, 46, 33, 0, 1, 23, 8, 47, 6, 26, 26, 17]
[13, 43, 14, 13, 45, 8, 35, 14, 45, 9, 7, 13, 30, 27, 27, 49, 39, 5, 21, 44, 50, 27, 30, 25, 22, 45, 42, 32, 32, 6, 21, 33, 11, 1, 0, 0, 27, 22, 47, 25, 35, 2, 46, 38, 22, 3, 5, 42, 19, 4, 34, 10, 21, 17, 24, 9, 32, 5, 47, 43, 13, 9, 2, 26, 11, 30, 49, 4, 22, 15, 10, 19, 21, 5, 30, 1, 27, 17, 29, 6, 46, 32, 23, 21, 43, 16, 24, 9]
[3, 19, 23, 32, 27, 44, 10, 45, 13, 47, 46, 17, 10, 39, 32, 42, 48, 9, 49, 44, 39, 6, 21, 46, 35, 11, 3, 17, 12, 12, 11, 10, 39, 28, 7, 27, 0, 49, 36, 47, 47, 9, 8, 16, 35, 19, 23, 43, 25, 20, 15, 6, 6, 22, 31, 49, 36, 35, 4, 6, 16, 14, 41, 23, 6, 30, 20, 30, 28, 38, 4, 30, 0, 0, 21, 43, 47, 14, 50, 41, 21, 44, 39, 6, 37, 12, 8, 31]
[46, 2, 16, 21, 46, 1, 43, 5, 21, 8, 23, 9, 14, 43, 31, 40, 30, 45, 49, 20, 40, 50, 26, 36, 29, 44, 30, 22, 2, 25, 39, 34, 24, 38, 9, 22, 49, 0, 45, 18, 50, 9, 5, 32, 4, 43, 4, 48, 32, 6, 30, 17, 16, 38, 9, 23, 8, 40, 16, 6, 23, 16, 15, 34, 3, 33, 20, 35, 45, 16, 20, 33, 17, 18, 31, 10, 26, 5, 33, 14, 40, 40, 22, 10, 0, 41, 38, 2]
[8, 37, 2, 0, 7, 2, 12, 6, 23, 7, 46, 29, 48, 19, 30, 0, 17, 31, 50, 18, 48, 18, 13, 7, 38, 24, 41, 40, 12, 9, 41, 46, 10, 34, 7, 47, 36, 45, 0, 23, 28, 20, 30, 28, 49, 38, 49, 13, 31, 44, 37, 19, 33, 8, 41, 49, 10, 38, 40, 41, 28, 15, 13, 41, 11, 17, 16, 17, 12, 11, 38, 18, 32, 19, 42, 22, 42, 44, 10, 34, 45, 48, 16, 28, 28, 42, 6, 28]
[50, 14, 17, 26, 42, 4, 47, 26, 48, 40, 25, 0, 29, 21, 42, 41, 41, 14, 32, 17, 22, 5, 11, 42, 3, 44, 21, 46, 32, 15, 48, 32, 14, 20, 33, 25, 47, 18, 23, 0, 4, 45, 17, 1, 48, 28, 27, 24, 6, 16, 11, 27, 5, 3, 32, 13, 1, 31, 17, 18, 6, 30, 39, 40, 37, 27, 49, 40, 7, 27, 9, 50, 45, 15, 15, 21, 8, 18, 0, 49, 37, 39, 27, 2, 30, 32, 15, 47]
[49, 43, 43, 46, 39, 49, 20, 22, 38, 46, 12, 39, 20, 25, 8, 24, 30, 49, 27, 43, 2, 37, 21, 23, 19, 40, 16, 1, 47, 43, 17, 10, 43, 35, 25, 35, 47, 50, 28, 4, 0, 50, 9, 44, 40, 11, 48, 39, 7, 19, 21, 47, 40, 48, 9, 5, 15, 16, 38, 20, 42, 15, 23, 22, 41, 29, 27, 50, 20, 35, 11, 19, 20, 38, 13, 1, 34, 36, 12, 42, 21, 39, 17, 1, 45, 30, 32, 0]
[1, 31, 9, 49, 30, 45, 0, 41, 34, 4, 40, 23, 41, 47, 44, 19, 0, 7, 7, 28, 10, 7, 39, 6, 39, 15, 2, 20, 41, 3, 41, 40, 15, 14, 11, 2, 9, 9, 20, 45, 50, 0, 35, 25, 27, 4, 35, 47, 44, 45, 24, 3, 36, 18, 21, 38, 27, 28, 16, 32, 35, 23, 38, 5, 12, 26, 35, 25, 32, 38, 23, 1, 5, 0, 30, 27, 25, 22, 7, 11, 48, 21, 8, 31, 40, 16, 21, 6]
[33, 22, 37, 0, 26, 34, 50, 16, 7, 14, 10, 12, 47, 32, 38, 17, 48, 17, 0, 0, 25, 43, 17, 13, 2, 11, 40, 42, 12, 11, 1, 20, 3, 7, 17, 46, 8, 5, 30, 17, 9, 35, 0, 22, 28, 3, 47, 32, 42, 41, 23, 38, 29, 43, 37, 6, 28, 14, 11, 5, 25, 16, 6, 4, 24, 36, 0, 21, 3, 41, 10, 35, 5, 11, 34, 48, 35, 21, 21, 27, 2, 20, 11, 8, 39, 20, 20, 26]
[30, 29, 30, 6, 26, 38, 47, 47, 30, 9, 6, 48, 43, 29, 47, 32, 41, 29, 13, 31, 27, 33, 12, 40, 1, 29, 45, 10, 39, 9, 12, 49, 5, 27, 29, 38, 16, 32, 28, 1, 44, 25, 22, 0, 32, 33, 28, 40, 37, 34, 33, 37, 8, 3, 45, 8, 39, 38, 20, 30, 28, 31, 8, 2, 22, 26, 13, 21, 42, 32, 13, 11, 11, 10, 27, 17, 10, 26, 32, 2, 36, 45, 23, 17, 19, 45, 17, 2]
[22, 20, 43, 34, 28, 27, 36, 22, 31, 49, 13, 16, 26, 43, 28, 47, 49, 27, 9, 35, 32, 28, 5, 35, 41, 49, 30, 26, 38, 2, 25, 21, 48, 6, 35, 22, 35, 4, 49, 48, 40, 27, 28, 32, 0, 25, 2, 38, 42, 21, 3, 9, 28, 38, 6, 27, 16, 29, 26, 2, 0, 12, 35, 23, 3, 23, 40, 44, 15, 23, 31, 36, 41, 34, 32, 40, 48, 11, 44, 32, 26, 24, 0, 28, 9, 43, 12, 14]
[45, 11, 49, 3, 35, 18, 45, 7, 36, 0, 16, 39, 46, 42, 20, 49, 48, 33, 26, 32, 36, 50, 36, 42, 13, 23, 31, 26, 36, 31, 5, 17, 16, 10, 42, 3, 19, 43, 38, 28, 11, 4, 3, 33, 25, 0, 39, 38, 15, 50, 28, 34, 14, 33, 5, 28, 25, 24, 11, 46, 18, 49, 18, 47, 48, 36, 50, 2, 13, 32, 46, 12, 25, 22, 35, 30, 3, 49, 20, 1, 44, 4, 29, 1, 16, 26, 16, 38]
[19, 50, 22, 43, 29, 29, 47, 0, 6, 13, 33, 0, 13, 20, 43, 9, 47, 28, 12, 48, 38, 11, 42, 7, 25, 10, 29, 10, 37, 24, 24, 33, 34, 26, 11, 5, 23, 4, 49, 27, 48, 35, 47, 28, 2, 39, 0, 40, 14, 25, 12, 9, 29, 27, 0, 40, 16, 47, 15, 41, 7, 14, 5, 31, 40, 2, 2, 11, 27, 30, 21, 32, 30, 28, 18, 37, 47, 44, 36, 29, 15, 27, 6, 4, 18, 13, 22, 4]
[14, 21, 8, 36, 39, 11, 44, 50, 38, 21, 19, 28, 26, 30, 17, 27, 13, 17, 27, 34, 22, 0, 39, 36, 5, 45, 1, 47, 49, 0, 13, 23, 28, 26, 46, 42, 43, 48, 13, 24, 39, 47, 32, 40, 38, 38, 40, 0, 16, 9, 3, 16, 15, 47, 14, 17, 26, 47, 49, 6, 2, 42, 12, 0, 21, 10, 3, 23, 5, 8, 16, 17, 11, 23, 18, 35, 14, 8, 32, 3, 9, 34, 38, 25, 14, 25, 18, 18]
[14, 8, 31, 45, 18, 26, 37, 34, 15, 9, 16, 20, 39, 34, 50, 18, 4, 21, 14, 45, 36, 35, 3, 21, 31, 21, 0, 14, 4, 26, 19, 7, 20, 23, 37, 19, 25, 32, 31, 6, 7, 44, 42, 37, 42, 15, 14, 16, 0, 50, 2, 27, 10, 45, 6, 15, 5, 25, 5, 28, 16, 46, 32, 25, 16, 29, 33, 30, 49, 18, 5, 37, 45, 43, 23, 39, 25, 27, 8, 28, 15, 7, 32, 15, 15, 30, 47, 27]
[25, 22, 17, 8, 34, 28, 19, 35, 6, 30, 38, 27, 16, 21, 16, 41, 6, 2, 3, 9, 2, 25, 39, 21, 15, 45, 48, 39, 17, 9, 26, 21, 16, 5, 9, 4, 20, 6, 44, 16, 19, 45, 41, 34, 21, 50, 25, 9, 50, 0, 50, 24, 11, 38, 11, 24, 39, 43, 26, 38, 50, 8, 36, 25, 3, 39, 6, 9, 14, 49, 43, 20, 5, 33, 14, 22, 36, 16, 19, 44, 4, 35, 21, 0, 28, 10, 23, 12]
[1, 9, 26, 50, 46, 5, 17, 15, 34, 39, 31, 9, 47, 2, 22, 25, 15, 30, 11, 33, 7, 21, 10, 11, 46, 36, 25, 9, 34, 46, 41, 9, 4, 1, 17, 34, 15, 30, 37, 11, 21, 24, 23, 33, 3, 28, 12, 3, 2, 50, 0, 44, 48, 47, 36, 16, 20, 44, 2, 38, 33, 34, 10, 10, 1, 39, 34, 29, 8, 30, 9, 36, 10, 4, 10, 35, 37, 43, 11, 35, 13, 45, 46, 19, 30, 18, 30, 28]
[25, 1, 2, 3, 7, 27, 28, 49, 11, 23, 18, 22, 12, 4, 23, 50, 25, 26, 17, 26, 3, 21, 25, 41, 45, 24, 50, 0, 11, 37, 28, 24, 0, 36, 8, 10, 6, 17, 19, 27, 47, 3, 38, 37, 9, 34, 9, 16, 27, 24, 44, 0, 11, 17, 36, 47, 12, 49, 31, 24, 26, 32, 12, 47, 13, 39, 5, 36, 5, 30, 18, 31, 41, 29, 30, 43, 30, 0, 50, 48, 4, 7, 14, 26, 32, 22, 22, 19]
