N1,N2,...,Nx
[45, 24, 10, 29, 4, 32, 48, 10, 43, 2, 5, 6, 28, 24, 40, 31, 12, 24, 46, 26, 48, 18, 44, 37, 0, 30, 26, 41, 19, 35, 20, 24, 13, 36, 2, 27, 8, 2, 40, 16, 28, 22, 0, 43, 17, 26, 25, 46, 36, 24, 6, 13, 34, 8, 20, 43, 14, 22, 29, 36, 12, 29, 33, 2, 10, 30, 6, 29, 50, 36, 33, 48, 41, 36, 12, 43, 40, 35, 20, 50, 17, 24, 3, 23, 33, 46, 26, 34, 32, 15, 45, 5, 34, 15, 22, 25, 6, 18, 39, 6, 12, 20, 21, 38, 30, 42, 23, 16, 13, 35, 33, 28, 17, 40, 8, 4, 50, 14, 45, 34, 17, 25, 20, 40, 26]
[39, 29, 2, 47, 0, 23, 37, 12, 26, 4, 2, 49, 49, 35, 7, 38, 41, 28, 49, 1, 43, 5, 14, 14, 30, 0, 44, 12, 41, 15, 11, 20, 45, 7, 30, 5, 40, 21, 9, 20, 2, 3, 26, 49, 4, 39, 21, 8, 4, 46, 4, 29, 34, 33, 39, 6, 28, 29, 12, 50, 17, 22, 27, 45, 5, 2, 6, 6, 45, 3, 49, 11, 8, 48, 50, 49, 28, 41, 10, 47, 17, 47, 21, 0, 25, 7, 30, 7, 37, 46, 49, 50, 10, 12, 38, 6, 16, 14, 18, 41, 18, 11, 1, 43, 26, 49, 18, 32, 41, 3, 2, 42, 49, 1, 15, 24, 27, 12, 32, 46, 20, 17, 40, 6, 10]
[5, 46, 2, 17, 45, 33, 43, 31, 42, 48, 23, 15, 12, 42, 46, 37, 10, 46, 35, 25, 37, 25, 32, 10, 26, 44, 0, 35, 15, 45, 22, 18, 39, 27, 35, 24, 13, 9, 50, 3, 24, 41, 6, 15, 10, 6, 30, 9, 43, 46, 32, 28, 25, 28, 5, 15, 18, 37, 27, 7, 3, 26, 28, 46, 48, 19, 1, 32, 6, 46, 11, 12, 19, 50, 27, 31, 2, 17, 42, 17, 15, 43, 50, 48, 49, 23, 30, 48, 19, 19, 11, 48, 35, 9, 8, 11, 19, 7, 45, 32, 27, 21, 19, 23, 31, 8, 48, 13, 11, 45, 49, 20, 48, 8, 50, 3, 41, 16, 49, 48, 4, 0, 3, 45, 44]
[18, 6, 43, 14, 20, 12, 21, 18, 6, 1, 32, 17, 0, 5, 44, 10, 6, 33, 41, 23, 40, 27, 27, 47, 41, 12, 35, 0, 6, 50, 31, 43, 38, 21, 17, 24, 1, 43, 33, 26, 35, 11, 33, 30, 25, 23, 5, 39, 41, 5, 18, 40, 25, 32, 50, 2, 1, 20, 20, 45, 22, 7, 4, 39, 46, 8, 6, 0, 18, 48, 39, 4, 5, 0, 5, 15, 20, 35, 48, 2, 0, 38, 3, 42, 30, 1, 6, 23, 19, 4, 46, 34, 38, 37, 17, 26, 23, 18, 2, 4, 34, 4, 47, 36, 40, 24, 28, 49, 37, 5, 20, 4, 35, 24, 49, 44, 25, 26, 42, 34, 45, 23, 10, 28, 10]
[44, 28, 0, 1, 29, 34, 42, 43, 35, 15, 17, 22, 15, 15, 27, 46, 6, 24, 43, 15, 41, 20, 49, 1, 19, 41, 15, 6, 0, 28, 32, 5, 27, 4, 5, 40, 16, 17, 25, 7, 5, 9, 7, 24, 48, 11, 3, 21, 33, 50, 48, 8, 25, 19, 20, 26, 0, 15, 28, 45, 4, 43, 45, 43, 15, 5, 47, 45, 19, 24, 20, 8, 14, 47, 10, 15, 47, 42, 19, 16, 25, 6, 24, 16, 3, 24, 3, 8, 43, 37, 42, 40, 30, 31, 40, 48, 5, 10, 6, 31, 13, 43, 2, 12, 47, 13, 13, 11, 35, 41, 35, 15, 4, 13, 2, 35, 36, 37, 9, 2, 38, 2, 5, 0, 38]
[12, 8, 24, 21, 24, 26, 45, 10, 16, 7, 42, 16, 13, 10, 12, 28, 9, 24, 43, 21, 8, 36, 23, 10, 35, 15, 45, 50, 28, 0, 49, 39, 34, 22, 27, 32, 26, 26, 44, 23, 11, 22, 9, 32, 21, 18, 30, 9, 2, 36, 46, 41, 50, 25, 44, 29, 7, 32, 32, 12, 2, 29, 21, 26, 8, 10, 8, 48, 0, 17, 29, 33, 45, 29, 38, 18, 32, 32, 4, 18, 45, 47, 3, 49, 28, 21, 46, 8, 6, 40, 42, 32, 48, 21, 46, 39, 34, 40, 27, 46, 43, 40, 39, 23, 15, 11, 45, 35, 29, 44, 37, 18, 49, 37, 44, 39, 41, 32, 8, 34, 2, 28, 44, 22, 0]
[35, 7, 36, 28, 10, 11, 50, 36, 42, 44, 42, 11, 26, 36, 1, 0, 14, 40, 8, 17, 35, 11, 50, 39, 20, 11, 22, 31, 32, 49, 0, 49, 42, 24, 29, 29, 11, 48, 24, 39, 16, 14, 35, 29, 42, 30, 35, 33, 8, 46, 15, 17, 13, 14, 34, 37, 25, 20, 7, 13, 11, 34, 1, 18, 33, 43, 23, 28, 4, 48, 13, 39, 48, 7, 0, 20, 16, 16, 11, 6, 46, 31, 49, 16, 27, 11, 3, 49, 3, 40, 30, 13, 8, 30, 50, 29, 3, 38, 5, 35, 33, 5, 1, 3, 40, 33, 50, 11, 33, 24, 28, 31, 34, 36, 37, 5, 0, 5, 5, 33, 42, 1, 19, 5, 38]
[0, 21, 22, 32, 25, 3, 4, 46, 41, 43, 17, 10, 44, 25, 37, 35, 42, 36, 2, 45, 37, 2, 33, 3, 24, 20, 18, 43, 5, 39, 49, 0, 49, 44, 45, 27, 4, 47, 3, 32, 34, 30, 48, 23, 3, 50, 7, 43, 50, 40, 10, 24, 13, 46, 42, 50, 48, 30, 35, 21, 18, 44, 7, 10, 34, 22, 21, 9, 23, 46, 12, 29, 10, 27, 4, 28, 13, 40, 20, 3, 44, 0, 41, 22, 4, 39, 25, 17, 16, 18, 13, 3, 34, 22, 29, 26, 28, 40, 12, 46, 2, 15, 48, 2, 45, 19, 34, 38, 8, 28, 30, 26, 15, 4, 50, 19, 24, 26, 15, 6, 11, 1, 19, 48, 35]
[16, 48, 7, 27, 3, 24, 24, 34, 23, 14, 26, 35, 2, 40, 10, 18, 5, 30, 5, 48, 50, 28, 38, 11, 13, 45, 39, 38, 27, 34, 42, 49, 0, 7, 5, 39, 46, 8, 17, 15, 50, 22, 0, 31, 33, 23, 14, 44, 32, 17, 32, 4, 42, 21, 43, 45, 20, 41, 19, 20, 5, 33, 8, 27, 3, 6, 0, 35, 5, 33, 46, 23, 2, 7, 48, 24, 48, 27, 25, 38, 15, 31, 22, 39, 11, 45, 47, 29, 18, 42, 45, 10, 21, 26, 49, 46, 36, 42, 26, 24, 32, 18, 18, 33, 26, 46, 30, 42, 29, 45, 6, 9, 11, 47, 30, 15, 21, 25, 17, 40, 36, 35, 0, 8, 34]
[2, 8, 16, 32, 41, 44, 13, 11, 14, 29, 22, 40, 7, 2, 32, 24, 7, 8, 37, 0, 4, 47, 15, 28, 36, 7, 27, 21, 4, 22, 24, 44, 7, 0, 47, 36, 33, 26, 5, 24, 24, 29, 33, 16, 29, 5, 5, 42, 41, 9, 16, 49, 26, 5, 19, 33, 49, 23, 36, 26, 30, 47, 7, 23, 6, 43, 32, 3, 40, 29, 11, 23, 27, 32, 25, 22, 39, 35, 11, 15, 19, 6, 17, 8, 40, 9, 24, 34, 13, 17, 11, 26, 42, 16, 34, 7, 31, 22, 16, 24, 17, 22, 43, 19, 3, 20, 38, 27, 7, 47, 39, 50, 7, 13, 10, 40, 30, 34, 4, 47, 28, 20, 30, 41, 12]
[4, 25, 35, 48, 21, 33, 38, 24, 40, 32, 36, 34, 21, 39, 8, 6, 50, 34, 13, 1, 2, 39, 14, 29, 2, 30, 35, 17, 5, 27, 29, 45, 5, 47, 0, 2, 27, 9, 16, 11, 4, 24, 31, 37, 25, 39, 32, 29, 15, 11, 20, 8, 34, 42, 16, 37, 4, 21, 4, 44, 32, 21, 44, 22, 23, 45, 40, 45, 35, 10, 46, 20, 39, 35, 0, 4, 40, 22, 27, 21, 16, 22, 0, 17, 47, 6, 49, 37, 36, 38, 37, 36, 9, 11, 41, 38, 47, 29, 19, 10, 43, 45, 10, 10, 45, 28, 35, 13, 5, 18, 44, 33, 30, 37, 10, 33, 3, 8, 40, 25, 32, 38, 15, 13, 12]
[9, 12, 7, 14, 35, 49, 14, 22, 39, 34, 12, 26, 25, 13, 2, 48, 2, 8, 9, 19, 36, 13, 20, 6, 27, 5, 24, 24, 40, 32, 29, 27, 39, 36, 2, 0, 34, 47, 20, 17, 17, 46, 14, 21, 1, 3, 49, 37, 47, 6, 0, 42, 26, 12, 1, 38, 15, 29, 31, 32, 42, 35, 42, 36, 12, 5, 41, 21, 38, 37, 28, 10, 1, 4, 44, 7, 7, 34, 29, 19, 4, 3, 3, 18, 42, 10, 37, 19, 22, 9, 6, 28, 8, 20, 20, 25, 2, 28, 50, 3, 11, 41, 36, 13, 48, 22, 13, 3, 20, 46, 44, 50, 5, 23, 45, 30, 50, 43, 41, 30, 16, 16, 20, 7, 7]
[22, 34, 17, 3, 27, 12, 25, 12, 5, 6, 0, 12, 6, 3, 46, 14, 4, 22, 32, 48, 28, 22, 23, 27, 8, 40, 13, 1, 16, 26, 11, 4, 46, 33, 27, 34, 0, 22, 4, 18, 18, 1, 15, 44, 12, 34, 40, 8, 3, 15, 43, 2, 21, 18, 17, 2, 19, 37, 33, 15, 3, 8, 2, 1, 41, 47, 12, 2, 36, 21, 40, 12, 22, 21, 29, 16, 13, 3, 19, 43, 49, 44, 36, 32, 26, 18, 13, 1, 0, 37, 46, 26, 12, 32, 35, 11, 33, 30, 16, 8, 46, 49, 30, 7, 1, 46, 33, 9, 29, 31, 24, 28, 26, 13, 37, 43, 22, 11, 10, 32, 32, 47, 7, 28, 35]
