N1,N2,...,Nx
[46, 1, 39, 47, 8, 4, 36, 9, 15, 34, 0, 21, 19, 25, 39, 14, 19, 42, 9, 2, 31, 24, 40, 2, 14, 9, 2, 29, 21, 5, 47, 47, 16, 50, 38, 17, 36, 44, 1, 24, 40, 20, 44, 27, 6, 6, 24, 18, 47, 9, 1, 27, 4, 9, 17, 3, 25, 16, 13, 6, 6, 39, 36, 36, 35, 3, 7, 21, 2, 38, 4, 39, 27, 5, 12, 36, 21, 9, 40, 48, 36, 0, 31, 7, 24, 48, 49, 8, 25, 40, 10, 13, 36, 42, 22, 8, 7, 46, 20, 27, 17, 9, 27, 20, 26, 6, 45, 23, 13, 25, 47, 0, 40, 12, 18, 50, 4, 28, 50, 30, 36, 39, 12, 35, 20, 6, 23, 4, 6, 40, 17, 45, 2, 10, 16, 6, 37, 46, 39, 1, 21, 50, 17, 35, 9, 7, 31, 42, 29, 18, 22, 32, 39, 11, 2, 42, 33, 2, 13, 28, 50]
[49, 10, 1, 8, 24, 36, 13, 28, 4, 2, 21, 0, 42, 4, 40, 1, 31, 19, 20, 4, 14, 34, 29, 37, 27, 18, 12, 15, 45, 40, 3, 32, 10, 26, 9, 17, 13, 45, 39, 46, 13, 5, 28, 7, 18, 40, 27, 4, 19, 37, 46, 35, 27, 48, 5, 42, 17, 18, 6, 38, 23, 30, 8, 18, 16, 42, 41, 39, 19, 18, 33, 41, 5, 42, 30, 20, 44, 19, 4, 9, 1, 24, 5, 27, 50, 0, 22, 21, 4, 4, 32, 27, 6, 13, 24, 45, 17, 45, 31, 5, 19, 3, 18, 12, 13, 38, 34, 11, 25, 36, 7, 20, 11, 49, 49, 44, 3, 8, 37, 33, 45, 46, 16, 19, 8, 34, 43, 31, 36, 40, 29, 42, 20, 6, 34, 32, 2, 16, 23, 44, 1, 17, 9, 28, 41, 35, 16, 48, 29, 24, 44, 20, 22, 43, 16, 15, 3, 34, 25, 8, 41]
[9, 9, 5, 46, 25, 29, 44, 34, 33, 4, 19, 42, 0, 49, 48, 42, 41, 37, 24, 26, 4, 25, 21, 33, 10, 25, 12, 31, 12, 1, 0, 12, 14, 6, 40, 19, 20, 31, 7, 19, 19, 8, 14, 43, 0, 33, 15, 30, 20, 47, 4, 14, 49, 22, 2, 36, 30, 41, 26, 8, 10, 43, 26, 33, 39, 23, 11, 16, 8, 12, 34, 7, 39, 44, 46, 25, 7, 2, 9, 20, 32, 4, 19, 2, 6, 35, 6, 38, 14, 12, 30, 11, 33, 32, 28, 37, 4, 15, 32, 1, 22, 26, 7, 48, 50, 32, 40, 24, 20, 25, 50, 31, 30, 8, 25, 43, 30, 26, 12, 43, 23, 8, 0, 22, 19, 36, 40, 10, 28, 23, 32, 43, 22, 20, 33, 39, 29, 7, 18, 37, 8, 22, 24, 11, 30, 4, 45, 44, 50, 29, 0, 37, 26, 29, 27, 19, 29, 31, 47, 7, 16]
[5, 41, 0, 7, 0, 7, 44, 3, 13, 16, 25, 4, 49, 0, 41, 45, 36, 37, 43, 49, 44, 36, 12, 27, 4, 7, 27, 46, 6, 38, 11, 33, 9, 10, 43, 1, 15, 40, 28, 17, 13, 37, 36, 45, 19, 11, 12, 37, 14, 15, 6, 22, 47, 16, 29, 6, 6, 25, 3, 32, 35, 10, 26, 30, 49, 3, 28, 8, 41, 14, 22, 45, 33, 28, 39, 41, 37, 2, 6, 1, 47, 28, 22, 43, 28, 23, 11, 40, 49, 28, 16, 43, 4, 31, 12, 28, 45, 48, 3, 10, 4, 39, 8, 43, 48, 49, 7, 5, 6, 37, 41, 50, 24, 26, 45, 23, 27, 38, 24, 27, 17, 13, 4, 22, 23, 26, 44, 1, 1, 19, 17, 48, 50, 27, 13, 0, 22, 11, 12, 25, 13, 45, 27, 14, 42, 30, 2, 48, 31, 47, 50, 35, 31, 2, 27, 20, 20, 33, 12, 22, 44]
[10, 34, 11, 1, 5, 48, 29, 26, 27, 41, 39, 40, 48, 41, 0, 7, 38, 22, 11, 40, 28, 42, 36, 27, 36, 0, 18, 48, 16, 29, 29, 0, 35, 29, 26, 6, 11, 29, 17, 20, 32, 8, 25, 47, 5, 46, 43, 14, 35, 17, 1, 41, 46, 34, 2, 13, 20, 45, 5, 42, 12, 46, 39, 13, 28, 50, 8, 10, 3, 24, 33, 39, 37, 0, 30, 38, 22, 10, 27, 19, 2, 11, 16, 30, 11, 44, 30, 43, 28, 8, 38, 31, 46, 40, 28, 38, 33, 47, 28, 27, 4, 2, 2, 48, 5, 38, 1, 12, 26, 12, 28, 10, 24, 17, 19, 23, 18, 17, 5, 32, 29, 32, 4, 22, 7, 15, 22, 20, 14, 25, 16, 23, 24, 43, 9, 5, 7, 26, 23, 23, 24, 36, 42, 34, 2, 17, 20, 11, 49, 26, 0, 30, 2, 14, 43, 40, 33, 34, 17, 42, 38]
[0, 9, 25, 10, 24, 15, 40, 26, 30, 38, 14, 1, 42, 45, 7, 0, 47, 22, 25, 1, 23, 39, 33, 34, 24, 48, 42, 34, 10, 46, 7, 30, 26, 2, 7, 7, 39, 27, 10, 0, 32, 23, 13, 24, 6, 45, 31, 46, 33, 48, 17, 22, 41, 3, 20, 28, 12, 50, 15, 45, 12, 44, 27, 33, 49, 16, 19, 0, 27, 27, 47, 6, 32, 36, 30, 7, 37, 24, 42, 8, 10, 43, 34, 1, 40, 41, 9, 47, 15, 44, 11, 19, 38, 43, 22, 28, 48, 39, 7, 1, 12, 31, 4, 30, 20, 25, 27, 4, 12, 15, 31, 36, 48, 4, 14, 27, 28, 7, 47, 30, 35, 23, 12, 18, 36, 42, 34, 14, 35, 18, 25, 19, 34, 3, 36, 1, 9, 2, 41, 33, 32, 30, 32, 50, 48, 29, 2, 2, 39, 18, 8, 7, 50, 50, 4, 42, 29, 40, 26, 34, 38]
[11, 18, 6, 45, 11, 9, 12, 31, 11, 42, 19, 31, 41, 36, 38, 47, 0, 48, 37, 1, 50, 33, 16, 27, 0, 45, 6, 13, 27, 15, 37, 23, 20, 6, 49, 48, 47, 39, 37, 13, 0, 7, 0, 6, 47, 22, 50, 36, 38, 25, 19, 31, 15, 33, 22, 0, 10, 3, 9, 5, 42, 1, 33, 47, 23, 40, 33, 25, 48, 18, 22, 28, 21, 32, 42, 33, 32, 45, 35, 22, 48, 41, 40, 24, 15, 7, 50, 18, 5, 36, 10, 8, 9, 16, 46, 2, 14, 46, 22, 18, 11, 7, 26, 5, 1, 39, 33, 22, 49, 19, 12, 49, 14, 37, 44, 32, 7, 29, 13, 8, 10, 27, 20, 25, 41, 30, 21, 35, 27, 6, 23, 5, 25, 7, 6, 9, 23, 36, 26, 8, 42, 19, 10, 4, 11, 37, 46, 2, 33, 27, 43, 7, 17, 47, 24, 20, 34, 49, 35, 7, 32]
[5, 49, 34, 21, 13, 41, 25, 12, 44, 2, 42, 19, 37, 37, 22, 22, 48, 0, 9, 34, 15, 27, 39, 27, 2, 40, 44, 43, 18, 9, 13, 27, 50, 39, 40, 0, 38, 30, 23, 24, 39, 34, 44, 32, 12, 5, 38, 39, 31, 4, 28, 11, 47, 4, 10, 50, 12, 15, 40, 24, 37, 27, 15, 25, 11, 20, 15, 14, 20, 44, 32, 29, 8, 41, 48, 15, 8, 44, 4, 1, 32, 41, 39, 45, 21, 18, 15, 50, 38, 45, 25, 37, 21, 48, 47, 48, 39, 18, 14, 45, 2, 37, 13, 20, 35, 3, 44, 16, 25, 32, 34, 21, 18, 39, 33, 12, 44, 41, 31, 9, 14, 3, 33, 21, 43, 36, 46, 13, 42, 13, 23, 15, 37, 25, 23, 32, 7, 0, 17, 3, 7, 21, 18, 30, 46, 0, 42, 22, 27, 26, 20, 39, 22, 31, 26, 47, 28, 2, 40, 43, 10]
[45, 44, 25, 10, 4, 34, 4, 42, 21, 43, 9, 20, 24, 43, 11, 25, 37, 9, 0, 19, 32, 42, 34, 24, 41, 20, 48, 29, 34, 22, 5, 43, 42, 3, 16, 35, 0, 47, 3, 41, 12, 19, 33, 26, 20, 22, 34, 31, 41, 5, 12, 9, 8, 42, 48, 38, 23, 47, 46, 21, 18, 44, 37, 47, 18, 23, 19, 33, 21, 0, 0, 1, 5, 42, 11, 39, 43, 5, 11, 37, 6, 17, 14, 10, 44, 33, 14, 45, 48, 22, 48, 33, 35, 21, 4, 11, 30, 18, 7, 10, 8, 33, 28, 15, 44, 21, 12, 31, 42, 40, 3, 24, 1, 5, 4, 44, 2, 11, 3, 24, 32, 0, 26, 42, 26, 20, 3, 28, 42, 2, 0, 26, 33, 2, 41, 13, 7, 2, 11, 33, 14, 39, 37, 24, 32, 23, 4, 27, 18, 28, 31, 33, 2, 31, 48, 43, 4, 42, 2, 31, 46]
[38, 33, 18, 1, 19, 34, 0, 19, 18, 11, 2, 4, 26, 49, 40, 1, 1, 34, 19, 0, 15, 27, 15, 46, 34, 6, 47, 46, 45, 18, 6, 8, 17, 26, 19, 4, 24, 28, 50, 24, 28, 2, 45, 3, 48, 9, 31, 18, 8, 17, 32, 13, 2, 46, 38, 33, 18, 14, 25, 19, 30, 35, 45, 28, 6, 10, 48, 9, 39, 36, 35, 42, 37, 10, 7, 2, 7, 31, 11, 9, 41, 17, 14, 1, 14, 47, 18, 42, 31, 21, 42, 28, 37, 21, 9, 5, 31, 0, 13, 25, 26, 23, 37, 21, 13, 29, 24, 40, 26, 29, 24, 15, 32, 49, 48, 4, 21, 2, 15, 9, 35, 37, 32, 7, 4, 10, 35, 29, 22, 50, 32, 19, 31, 23, 42, 16, 4, 19, 22, 10, 36, 32, 32, 34, 10, 35, 42, 20, 8, 19, 6, 41, 29, 21, 48, 9, 38, 34, 41, 41, 10]
[46, 42, 20, 12, 45, 3, 42, 18, 20, 47, 31, 14, 4, 44, 28, 23, 50, 15, 32, 15, 0, 24, 41, 39, 48, 46, 41, 43, 31, 18, 46, 40, 16, 3, 6, 0, 15, 39, 19, 14, 15, 26, 32, 32, 45, 33, 36, 40, 50, 2, 34, 36, 31, 12, 42, 34, 21, 19, 28, 36, 16, 5, 36, 28, 46, 47, 27, 8, 14, 20, 40, 21, 26, 29, 14, 33, 28, 45, 18, 35, 34, 41, 10, 32, 38, 19, 27, 5, 37, 31, 42, 39, 35, 30, 23, 49, 46, 36, 26, 27, 17, 8, 12, 39, 22, 20, 22, 16, 9, 28, 44, 32, 16, 11, 6, 23, 49, 45, 47, 48, 35, 0, 7, 5, 0, 36, 14, 35, 2, 11, 17, 48, 16, 24, 5, 44, 23, 22, 42, 0, 11, 26, 38, 22, 15, 49, 16, 43, 13, 9, 7, 38, 37, 16, 1, 18, 31, 47, 13, 27, 1]
[7, 48, 39, 37, 35, 28, 1, 6, 13, 42, 24, 34, 25, 36, 42, 39, 33, 27, 42, 27, 24, 0, 45, 0, 32, 8, 22, 19, 43, 50, 18, 45, 17, 2, 49, 34, 38, 49, 28, 23, 42, 20, 48, 17, 18, 28, 29, 21, 33, 11, 10, 30, 44, 8, 26, 34, 16, 43, 43, 15, 21, 25, 6, 36, 26, 12, 47, 8, 4, 26, 47, 32, 7, 45, 34, 44, 10, 48, 22, 21, 0, 27, 18, 1, 12, 35, 3, 39, 21, 4, 34, 4, 38, 41, 38, 13, 26, 40, 39, 45, 9, 22, 47, 49, 49, 28, 44, 12, 42, 6, 17, 34, 50, 24, 0, 21, 44, 23, 50, 2, 14, 28, 48, 31, 2, 25, 30, 29, 14, 43, 4, 23, 40, 6, 5, 19, 25, 38, 44, 9, 30, 35, 47, 6, 32, 40, 9, 33, 49, 46, 49, 11, 37, 46, 35, 2, 35, 35, 45, 30, 43]
[45, 47, 34, 4, 20, 42, 15, 7, 50, 12, 40, 29, 21, 12, 36, 33, 16, 39, 34, 15, 41, 45, 0, 19, 8, 40, 27, 38, 37, 47, 14, 8, 22, 24, 11, 11, 34, 35, 29, 6, 13, 31, 8, 19, 50, 1, 8, 22, 10, 16, 33, 31, 23, 35, 17, 34, 2, 31, 41, 34, 49, 20, 17, 46, 47, 8, 10, 14, 4, 31, 0, 34, 30, 20, 37, 3, 0, 44, 12, 48, 19, 8, 8, 46, 35, 1, 21, 0, 27, 22, 18, 29, 6, 20, 23, 22, 0, 32, 38, 0, 39, 43, 41, 41, 46, 42, 30, 14, 41, 46, 5, 38, 12, 36, 34, 17, 27, 35, 37, 45, 36, 12, 43, 15, 27, 2, 3, 3, 29, 26, 0, 13, 17, 41, 8, 11, 3, 25, 49, 2, 0, 26, 33, 18, 39, 1, 39, 30, 38, 46, 11, 40, 10, 7, 48, 9, 42, 9, 24, 6, 12]
[29, 26, 46, 43, 16, 50, 39, 23, 49, 16, 2, 37, 33, 27, 27, 34, 27, 27, 24, 46, 39, 0, 19, 0, 2, 49, 9, 28, 10, 14, 49, 22, 43, 33, 34, 35, 11, 44, 37, 42, 40, 48, 2, 26, 30, 35, 34, 22, 38, 48, 15, 39, 25, 33, 11, 7, 14, 35, 39, 48, 5, 44, 42, 41, 20, 32, 50, 45, 48, 31, 33, 12, 12, 42, 15, 9, 48, 16, 30, 17, 40, 31, 39, 44, 29, 46, 43, 40, 35, 17, 35, 5, 39, 0, 44, 45, 14, 9, 25, 6, 50, 29, 46, 5, 48, 13, 7, 10, 40, 43, 5, 50, 2, 27, 31, 22, 9, 1, 20, 37, 43, 42, 14, 13, 9, 47, 11, 26, 30, 44, 12, 49, 50, 13, 0, 23, 48, 6, 8, 48, 21, 35, 43, 9, 13, 46, 22, 11, 45, 3, 38, 39, 31, 17, 32, 26, 41, 43, 20, 44, 22]
[10, 11, 36, 33, 38, 36, 31, 7, 38, 4, 14, 27, 10, 4, 36, 24, 0, 2, 41, 34, 48, 32, 8, 2, 0, 25, 37, 10, 45, 39, 7, 11, 18, 12, 31, 12, 29, 3, 22, 28, 10, 41, 4, 49, 38, 9, 10, 48, 24, 42, 23, 40, 19, 6, 5, 50, 48, 8, 9, 32, 18, 22, 13, 35, 19, 26, 21, 21, 47, 20, 3, 48, 22, 13, 27, 13, 10, 30, 11, 29, 17, 37, 27, 34, 30, 18, 37, 19, 21, 0, 44, 21, 27, 50, 2, 30, 43, 36, 13, 14, 30, 15, 34, 46, 9, 1, 43, 3, 45, 4, 21, 10, 26, 37, 46, 2, 12, 17, 0, 30, 11, 24, 50, 3, 13, 44, 11, 39, 7, 16, 11, 27, 9, 45, 39, 24, 41, 38, 36, 22, 47, 16, 14, 11, 35, 25, 26, 43, 47, 41, 15, 34, 4, 34, 27, 37, 47, 43, 21, 4, 8]
[32, 16, 18, 15, 6, 15, 24, 40, 36, 21, 9, 18, 25, 7, 0, 48, 45, 40, 20, 6, 46, 8, 40, 49, 25, 0, 12, 4, 44, 34, 33, 11, 5, 48, 45, 28, 3, 7, 6, 29, 23, 10, 34, 37, 14, 25, 18, 16, 29, 33, 32, 48, 20, 25, 28, 19, 8, 3, 38, 37, 23, 38, 16, 48, 16, 14, 46, 40, 8, 37, 7, 46, 28, 49, 15, 6, 24, 10, 15, 9, 1, 35, 1, 50, 3, 35, 3, 12, 13, 29, 6, 40, 39, 13, 37, 40, 46, 35, 46, 44, 2, 0, 26, 15, 16, 34, 39, 19, 47, 39, 18, 35, 33, 32, 25, 20, 5, 14, 44, 36, 26, 16, 0, 40, 40, 39, 28, 24, 18, 30, 13, 36, 1, 50, 18, 8, 45, 24, 9, 50, 18, 46, 0, 27, 39, 38, 15, 8, 4, 3, 8, 29, 0, 33, 29, 2, 18, 26, 17, 18, 48]
[23, 17, 1, 44, 24, 1, 22, 40, 42, 43, 2, 12, 12, 27, 18, 42, 6, 44, 48, 47, 41, 22, 27, 9, 37, 12, 0, 27, 38, 15, 1, 27, 47, 19, 24, 20, 28, 0, 27, 27, 26, 20, 22, 41, 30, 49, 41, 44, 17, 2, 38, 12, 44, 11, 35, 7, 38, 50, 4, 9, 32, 46, 34, 45, 11, 12, 41, 28, 36, 26, 26, 43, 10, 15, 2, 27, 40, 5, 50, 1, 21, 39, 40, 34, 18, 19, 32, 38, 27, 11, 8, 41, 24, 11, 13, 11, 11, 44, 37, 18, 19, 7, 45, 36, 45, 3, 40, 25, 17, 23, 39, 7, 40, 25, 25, 33, 11, 20, 5, 46, 45, 5, 31, 36, 39, 28, 32, 7, 33, 8, 15, 41, 42, 30, 3, 18, 7, 22, 0, 22, 23, 39, 5, 48, 17, 3, 27, 22, 26, 2, 23, 35, 50, 46, 18, 39, 27, 34, 26, 7, 14]
[9, 31, 21, 10, 44, 9, 38, 28, 37, 49, 29, 15, 31, 46, 48, 34, 13, 43, 29, 46, 43, 19, 38, 28, 10, 4, 27, 0, 44, 18, 43, 48, 49, 19, 12, 23, 18, 4, 47, 48, 23, 35, 18, 16, 13, 5, 29, 17, 5, 26, 21, 44, 9, 50, 16, 4, 17, 4, 30, 38, 47, 42, 21, 38, 45, 41, 50, 12, 40, 11, 46, 44, 49, 34, 37, 21, 33, 47, 39, 38, 41, 2, 19, 34, 43, 24, 26, 6, 44, 6, 40, 46, 43, 8, 12, 26, 28, 25, 19, 37, 48, 21, 33, 22, 26, 49, 13, 47, 41, 4, 0, 14, 2, 20, 43, 18, 44, 33, 44, 22, 5, 44, 47, 40, 19, 13, 18, 29, 15, 14, 25, 37, 37, 14, 18, 22, 48, 16, 21, 37, 45, 50, 1, 41, 46, 0, 21, 17, 6, 31, 32, 16, 2, 13, 28, 17, 20, 23, 23, 16, 12]
