N1,N2,...,Nx
[32, 20, 50, 21, 5, 22, 16, 44, 28, 44, 8, 31, 16, 27, 35, 46, 14, 6, 27, 13, 9, 3, 0, 27, 18, 15, 13, 3, 11, 28, 42, 46, 44, 9, 39, 23, 32, 40, 35, 8, 16, 15, 47, 6, 17, 11, 22, 28, 0, 14, 19, 4, 7, 6, 30, 34, 19, 12, 23, 27, 41, 42, 17, 17, 25, 1, 24, 21, 35]
[44, 8, 15, 41, 4, 25, 9, 7, 39, 14, 20, 21, 14, 32, 3, 9, 9, 43, 39, 10, 14, 9, 27, 0, 1, 3, 29, 32, 3, 9, 50, 22, 24, 50, 32, 5, 50, 2, 46, 6, 3, 17, 33, 5, 13, 43, 27, 14, 22, 42, 24, 6, 15, 28, 33, 5, 0, 11, 16, 25, 11, 15, 38, 50, 14, 21, 22, 34, 22]
[38, 49, 1, 22, 37, 31, 8, 48, 0, 36, 21, 27, 42, 33, 5, 43, 31, 39, 6, 27, 46, 48, 18, 1, 0, 21, 38, 16, 21, 5, 30, 20, 16, 46, 8, 7, 36, 31, 37, 21, 35, 40, 25, 17, 7, 41, 38, 15, 41, 28, 12, 39, 5, 10, 2, 40, 41, 45, 7, 21, 29, 48, 1, 46, 50, 28, 30, 25, 1]
[42, 8, 29, 44, 31, 15, 4, 46, 20, 9, 18, 0, 13, 16, 39, 35, 10, 18, 31, 41, 13, 18, 15, 3, 21, 0, 34, 29, 48, 2, 31, 12, 5, 25, 47, 9, 24, 35, 11, 30, 47, 8, 11, 17, 42, 23, 43, 50, 30, 8, 34, 29, 48, 6, 42, 35, 42, 32, 22, 30, 1, 1, 47, 1, 4, 9, 13, 11, 17]
[19, 5, 43, 43, 7, 50, 39, 33, 30, 10, 11, 20, 1, 7, 30, 33, 25, 21, 31, 9, 37, 30, 13, 29, 38, 34, 0, 2, 36, 37, 37, 48, 16, 11, 26, 22, 36, 34, 4, 2, 35, 16, 40, 17, 39, 19, 44, 12, 29, 3, 4, 34, 32, 23, 23, 37, 32, 46, 28, 27, 36, 50, 1, 2, 29, 14, 18, 29, 19]
[37, 49, 10, 20, 31, 38, 47, 33, 29, 26, 28, 9, 37, 23, 47, 8, 45, 12, 50, 10, 15, 20, 3, 32, 16, 29, 2, 0, 1, 30, 0, 20, 46, 1, 21, 36, 15, 20, 29, 43, 39, 37, 30, 20, 46, 4, 36, 45, 21, 48, 8, 12, 18, 50, 10, 42, 11, 43, 24, 27, 39, 7, 45, 33, 3, 21, 5, 43, 20]
[47, 2, 12, 17, 17, 31, 19, 41, 16, 29, 24, 15, 35, 40, 38, 30, 26, 14, 8, 6, 33, 12, 11, 3, 21, 48, 36, 1, 0, 43, 8, 12, 1, 30, 8, 24, 25, 49, 29, 22, 25, 48, 44, 30, 46, 13, 6, 1, 4, 41, 12, 30, 26, 0, 13, 31, 16, 16, 44, 7, 7, 47, 47, 30, 15, 49, 29, 22, 20]
[2, 12, 36, 12, 15, 18, 29, 10, 5, 9, 49, 9, 18, 49, 23, 31, 26, 27, 23, 13, 32, 38, 28, 9, 5, 2, 37, 30, 43, 0, 14, 7, 44, 14, 30, 31, 42, 13, 49, 9, 11, 35, 22, 4, 14, 38, 24, 23, 45, 27, 13, 46, 35, 36, 44, 50, 10, 35, 20, 48, 3, 26, 15, 5, 15, 36, 19, 27, 5]
[23, 5, 41, 2, 45, 27, 21, 15, 2, 45, 38, 4, 16, 42, 18, 50, 36, 43, 35, 47, 4, 47, 42, 50, 30, 31, 37, 0, 8, 14, 0, 1, 28, 5, 23, 36, 26, 34, 30, 42, 42, 50, 10, 24, 3, 17, 3, 45, 49, 28, 6, 45, 23, 12, 43, 33, 41, 35, 27, 33, 8, 3, 38, 50, 47, 34, 1, 20, 12]
[43, 50, 13, 43, 30, 23, 27, 7, 43, 45, 9, 27, 46, 5, 28, 15, 16, 43, 15, 7, 34, 33, 46, 22, 20, 12, 48, 20, 12, 7, 1, 0, 1, 30, 8, 0, 14, 23, 41, 16, 16, 36, 50, 46, 11, 5, 13, 29, 12, 17, 18, 1, 3, 15, 30, 32, 1, 29, 5, 4, 8, 34, 7, 5, 43, 27, 23, 7, 40]
[41, 8, 23, 30, 24, 38, 38, 15, 15, 16, 4, 34, 3, 35, 0, 9, 40, 30, 2, 9, 47, 29, 44, 24, 16, 5, 16, 46, 1, 44, 28, 1, 0, 27, 0, 24, 8, 14, 6, 29, 30, 21, 14, 0, 47, 18, 34, 18, 3, 13, 9, 25, 19, 23, 1, 0, 19, 17, 20, 0, 1, 8, 31, 33, 13, 28, 9, 41, 46]
[21, 44, 14, 35, 16, 33, 2, 13, 17, 12, 48, 48, 15, 49, 33, 5, 1, 7, 40, 11, 39, 29, 9, 50, 46, 25, 11, 1, 30, 14, 5, 30, 27, 0, 40, 35, 19, 23, 17, 44, 16, 19, 26, 17, 42, 9, 9, 2, 18, 14, 0, 26, 41, 29, 17, 50, 39, 33, 24, 38, 46, 39, 11, 27, 35, 15, 21, 27, 35]
[49, 10, 1, 23, 17, 46, 17, 6, 46, 34, 50, 14, 25, 23, 23, 36, 9, 13, 46, 4, 33, 41, 39, 32, 8, 47, 26, 21, 8, 30, 23, 8, 0, 40, 0, 3, 22, 41, 20, 49, 31, 6, 39, 11, 47, 11, 27, 17, 3, 28, 49, 44, 11, 26, 13, 36, 10, 14, 45, 13, 45, 3, 11, 10, 48, 14, 39, 33, 1]
[31, 20, 42, 20, 23, 3, 44, 18, 18, 42, 10, 11, 9, 11, 38, 21, 22, 41, 46, 1, 6, 27, 23, 5, 7, 9, 22, 36, 24, 31, 36, 0, 24, 35, 3, 0, 49, 11, 19, 13, 38, 9, 34, 31, 16, 25, 6, 23, 7, 38, 1, 8, 6, 14, 28, 9, 46, 22, 48, 27, 11, 11, 45, 35, 9, 30, 44, 8, 37]
[2, 10, 37, 37, 41, 36, 1, 20, 45, 43, 44, 11, 12, 23, 12, 9, 14, 7, 13, 35, 5, 4, 32, 50, 36, 24, 36, 15, 25, 42, 26, 14, 8, 19, 22, 49, 0, 23, 16, 8, 45, 15, 43, 50, 20, 18, 45, 13, 33, 24, 25, 10, 44, 36, 5, 2, 46, 22, 4, 13, 48, 5, 5, 50, 27, 28, 7, 30, 38]
[46, 12, 43, 20, 44, 35, 39, 13, 30, 44, 39, 46, 24, 47, 33, 0, 46, 32, 6, 37, 23, 12, 40, 2, 31, 35, 34, 20, 49, 13, 34, 23, 14, 23, 41, 11, 23, 0, 38, 28, 0, 43, 33, 12, 13, 31, 50, 0, 39, 38, 11, 11, 17, 3, 36, 11, 0, 25, 27, 33, 6, 35, 2, 31, 44, 2, 9, 48, 6]
[9, 4, 25, 2, 7, 18, 2, 29, 17, 34, 14, 23, 1, 38, 2, 1, 31, 2, 39, 25, 43, 30, 35, 46, 37, 11, 4, 29, 29, 49, 30, 41, 6, 17, 20, 19, 16, 38, 0, 8, 37, 18, 20, 2, 45, 29, 50, 6, 5, 37, 5, 38, 3, 8, 12, 46, 38, 29, 30, 48, 0, 34, 15, 37, 8, 13, 21, 12, 12]
[5, 37, 26, 23, 31, 32, 6, 38, 20, 33, 23, 19, 30, 0, 11, 11, 36, 16, 42, 28, 27, 37, 8, 6, 21, 30, 2, 43, 22, 9, 42, 16, 29, 44, 49, 13, 8, 28, 8, 0, 50, 39, 34, 21, 37, 42, 19, 14, 35, 0, 25, 9, 19, 43, 25, 22, 4, 29, 42, 22, 47, 5, 23, 22, 38, 36, 44, 19, 32]
[16, 40, 24, 6, 6, 2, 1, 29, 3, 13, 24, 17, 47, 16, 0, 29, 2, 13, 17, 20, 43, 30, 16, 3, 35, 47, 35, 39, 25, 11, 42, 16, 30, 16, 31, 38, 45, 0, 37, 50, 0, 34, 43, 17, 16, 45, 18, 41, 46, 6, 15, 0, 2, 39, 37, 26, 44, 34, 37, 37, 26, 24, 11, 14, 32, 23, 41, 39, 38]
[37, 9, 35, 37, 36, 1, 18, 30, 35, 36, 14, 17, 32, 15, 33, 29, 42, 7, 37, 23, 35, 31, 15, 17, 40, 8, 16, 37, 48, 35, 50, 36, 21, 19, 6, 9, 15, 43, 18, 39, 34, 0, 43, 36, 19, 38, 16, 39, 3, 8, 23, 25, 8, 17, 7, 46, 19, 39, 33, 10, 14, 2, 50, 7, 18, 29, 21, 30, 36]
[29, 4, 44, 26, 34, 45, 32, 31, 20, 5, 32, 7, 27, 38, 3, 10, 0, 21, 14, 15, 50, 39, 47, 33, 25, 11, 40, 30, 44, 22, 10, 50, 14, 26, 39, 34, 43, 33, 20, 34, 43, 43, 0, 18, 8, 32, 0, 16, 16, 4, 38, 32, 17, 0, 14, 43, 16, 1, 6, 35, 14, 3, 40, 1, 1, 30, 46, 22, 35]
[27, 23, 3, 48, 17, 36, 1, 18, 34, 31, 40, 16, 29, 17, 9, 7, 32, 12, 40, 1, 23, 36, 6, 5, 17, 17, 17, 20, 30, 4, 24, 46, 0, 17, 11, 31, 50, 12, 2, 21, 17, 36, 18, 0, 31, 17, 6, 6, 47, 40, 20, 48, 49, 21, 37, 26, 22, 1, 43, 37, 40, 12, 39, 49, 17, 42, 31, 13, 10]
[40, 0, 31, 23, 44, 21, 4, 2, 43, 37, 43, 13, 13, 9, 6, 33, 33, 50, 46, 37, 0, 36, 17, 13, 7, 42, 39, 46, 46, 14, 3, 11, 47, 42, 47, 16, 20, 13, 45, 37, 16, 19, 8, 31, 0, 21, 44, 43, 21, 35, 17, 3, 16, 42, 39, 12, 1, 13, 31, 23, 44, 18, 6, 8, 23, 40, 23, 38, 13]
[47, 41, 10, 21, 39, 45, 22, 43, 36, 25, 22, 19, 33, 23, 25, 39, 39, 18, 12, 43, 40, 50, 11, 43, 41, 23, 19, 4, 13, 38, 17, 5, 18, 9, 11, 25, 18, 31, 29, 42, 45, 38, 32, 17, 21, 0, 34, 49, 47, 11, 41, 50, 1, 43, 45, 46, 50, 30, 29, 31, 7, 11, 26, 1, 17, 16, 24, 30, 2]
[14, 21, 39, 34, 2, 12, 45, 27, 20, 37, 50, 7, 39, 27, 27, 44, 9, 1, 25, 45, 42, 42, 22, 27, 38, 43, 44, 36, 6, 24, 3, 13, 34, 9, 27, 6, 45, 50, 50, 19, 18, 16, 0, 6, 44, 34, 0, 13, 27, 5, 14, 40, 17, 41, 44, 49, 33, 20, 4, 0, 48, 32, 18, 29, 43, 37, 49, 43, 10]
[1, 29, 24, 47, 31, 32, 50, 33, 26, 4, 39, 8, 1, 50, 45, 14, 44, 48, 30, 6, 24, 33, 28, 14, 15, 50, 12, 45, 1, 23, 45, 29, 18, 2, 17, 23, 13, 0, 6, 14, 41, 39, 16, 6, 43, 49, 13, 0, 49, 14, 50, 11, 22, 35, 37, 39, 42, 33, 32, 19, 0, 38, 5, 7, 6, 50, 14, 43, 23]
[42, 10, 47, 8, 47, 42, 31, 18, 43, 26, 4, 14, 6, 40, 0, 33, 18, 17, 9, 10, 4, 15, 0, 22, 41, 30, 29, 21, 4, 45, 49, 12, 3, 18, 3, 7, 33, 39, 5, 35, 46, 3, 16, 47, 21, 47, 27, 49, 0, 29, 36, 44, 35, 39, 23, 6, 14, 9, 37, 21, 3, 34, 22, 26, 23, 44, 45, 45, 21]
[11, 38, 8, 34, 13, 4, 7, 36, 26, 44, 21, 9, 31, 28, 38, 32, 36, 43, 30, 38, 41, 7, 14, 42, 28, 8, 3, 48, 41, 27, 28, 17, 13, 14, 28, 38, 24, 38, 37, 0, 6, 8, 4, 40, 35, 11, 5, 14, 29, 0, 20, 43, 10, 1, 3, 15, 24, 30, 41, 12, 39, 39, 15, 12, 2, 3, 3, 1, 16]
[44, 5, 35, 24, 13, 47, 49, 32, 11, 44, 1, 14, 1, 11, 37, 14, 48, 7, 19, 2, 24, 49, 19, 24, 12, 34, 4, 8, 12, 13, 6, 18, 9, 0, 49, 1, 25, 11, 5, 25, 15, 23, 38, 20, 17, 41, 14, 50, 36, 20, 0, 50, 25, 37, 0, 10, 17, 16, 49, 4, 15, 49, 50, 50, 35, 48, 40, 24, 33]
[6, 43, 36, 24, 38, 12, 31, 12, 2, 21, 36, 33, 44, 41, 0, 38, 32, 24, 13, 1, 43, 39, 4, 6, 39, 29, 34, 12, 30, 46, 45, 1, 25, 26, 44, 8, 10, 11, 38, 9, 0, 25, 32, 48, 3, 50, 40, 11, 44, 43, 50, 0, 11, 32, 35, 15, 50, 5, 1, 31, 25, 36, 1, 13, 5, 30, 9, 6, 15]
[33, 18, 42, 34, 15, 29, 30, 21, 1, 36, 15, 10, 21, 27, 47, 5, 13, 22, 43, 47, 36, 0, 7, 15, 5, 48, 32, 18, 26, 35, 23, 3, 19, 41, 11, 6, 44, 17, 3, 19, 2, 8, 17, 49, 16, 1, 17, 22, 35, 10, 25, 11, 0, 17, 28, 13, 39, 13, 17, 50, 35, 10, 40, 23, 10, 1, 47, 4, 29]
[47, 39, 23, 21, 16, 37, 44, 32, 38, 11, 16, 39, 25, 32, 15, 28, 31, 50, 18, 39, 46, 24, 6, 28, 10, 6, 23, 50, 0, 36, 12, 15, 23, 29, 26, 14, 36, 3, 8, 43, 39, 17, 0, 21, 42, 43, 41, 35, 39, 1, 37, 32, 17, 0, 12, 46, 6, 50, 30, 30, 2, 46, 28, 8, 48, 34, 15, 24, 38]
[5, 32, 13, 22, 1, 15, 42, 0, 42, 36, 48, 1, 20, 10, 48, 10, 38, 31, 41, 49, 43, 8, 30, 33, 2, 42, 23, 10, 13, 44, 43, 30, 1, 17, 13, 28, 5, 36, 12, 25, 37, 7, 14, 37, 39, 45, 44, 37, 23, 3, 0, 35, 28, 12, 0, 18, 8, 37, 17, 1, 28, 22, 9, 16, 25, 16, 4, 14, 13]
[7, 39, 17, 28, 4, 17, 25, 25, 33, 21, 10, 43, 22, 12, 50, 38, 35, 24, 36, 17, 4, 46, 34, 5, 40, 35, 37, 42, 31, 50, 33, 32, 0, 50, 36, 9, 2, 11, 46, 22, 26, 46, 43, 26, 12, 46, 49, 39, 6, 15, 10, 15, 13, 46, 18, 0, 34, 50, 35, 42, 0, 34, 22, 15, 40, 0, 19, 45, 31]
[29, 30, 15, 19, 43, 28, 50, 3, 40, 50, 40, 11, 32, 29, 45, 13, 46, 34, 3, 3, 12, 43, 19, 0, 41, 42, 32, 11, 16, 10, 41, 1, 19, 39, 10, 46, 46, 0, 38, 4, 44, 19, 16, 22, 1, 50, 33, 42, 14, 24, 17, 50, 39, 6, 8, 34, 0, 22, 45, 5, 28, 24, 48, 14, 5, 14, 40, 11, 21]
[31, 23, 7, 34, 32, 12, 27, 10, 18, 26, 19, 42, 4, 12, 31, 37, 11, 39, 18, 19, 13, 23, 12, 11, 45, 32, 46, 43, 16, 35, 35, 29, 17, 33, 14, 22, 22, 25, 29, 29, 34, 39, 1, 1, 13, 30, 20, 33, 9, 30, 16, 5, 13, 50, 37, 50, 22, 0, 25, 13, 3, 24, 12, 8, 3, 29, 5, 4, 34]
[2, 23, 16, 8, 12, 22, 8, 15, 35, 21, 36, 36, 49, 1, 3, 46, 39, 4, 43, 30, 36, 46, 23, 16, 7, 22, 28, 24, 44, 20, 27, 5, 20, 24, 45, 48, 4, 27, 30, 42, 37, 33, 6, 43, 31, 29, 4, 32, 37, 41, 49, 1, 17, 30, 17, 35, 45, 25, 0, 49, 15, 15, 49, 48, 49, 39, 32, 4, 49]
[47, 30, 36, 37, 19, 16, 48, 11, 15, 28, 31, 15, 19, 43, 24, 42, 20, 26, 13, 39, 50, 12, 27, 25, 21, 30, 27, 27, 7, 48, 33, 4, 0, 38, 13, 27, 13, 33, 48, 22, 37, 10, 35, 37, 23, 31, 0, 19, 21, 12, 4, 31, 50, 30, 1, 42, 5, 13, 49, 0, 50, 22, 40, 14, 35, 27, 27, 5, 26]
[11, 47, 12, 17, 39, 27, 45, 1, 34, 28, 16, 18, 2, 7, 22, 5, 7, 2, 48, 44, 49, 45, 41, 11, 29, 1, 36, 39, 7, 3, 8, 8, 1, 46, 45, 11, 48, 6, 0, 47, 26, 14, 14, 40, 44, 7, 48, 0, 3, 39, 15, 25, 35, 2, 28, 0, 28, 3, 15, 50, 0, 1, 4, 1, 48, 5, 25, 49, 22]
[1, 43, 16, 3, 16, 26, 5, 4, 36, 49, 0, 8, 21, 32, 1, 46, 12, 39, 44, 28, 40, 35, 42, 15, 48, 1, 50, 7, 47, 26, 3, 34, 8, 39, 3, 11, 5, 35, 34, 5, 24, 2, 3, 12, 18, 11, 32, 38, 34, 39, 49, 36, 10, 46, 22, 34, 24, 24, 15, 22, 1, 0, 34, 10, 44, 40, 8, 32, 20]
[31, 15, 29, 50, 5, 6, 49, 45, 42, 9, 44, 0, 34, 12, 2, 42, 4, 47, 46, 41, 36, 26, 17, 38, 1, 47, 1, 45, 47, 15, 38, 7, 31, 11, 11, 45, 5, 2, 15, 23, 11, 50, 40, 39, 6, 26, 18, 5, 22, 15, 50, 1, 40, 28, 9, 22, 48, 12, 49, 40, 4, 34, 0, 24, 3, 26, 7, 32, 6]
[35, 30, 23, 14, 38, 6, 43, 14, 35, 45, 12, 14, 1, 2, 45, 6, 17, 10, 7, 19, 39, 0, 17, 50, 46, 1, 2, 33, 30, 5, 50, 5, 33, 27, 10, 35, 50, 31, 37, 22, 14, 7, 1, 49, 8, 1, 29, 7, 26, 12, 50, 13, 23, 8, 16, 15, 14, 8, 48, 14, 1, 10, 24, 0, 9, 16, 6, 46, 4]
[39, 29, 18, 50, 26, 43, 15, 22, 36, 12, 43, 39, 14, 42, 12, 44, 1, 11, 42, 38, 28, 11, 25, 14, 50, 4, 29, 3, 15, 15, 47, 43, 13, 35, 48, 9, 27, 44, 8, 38, 32, 18, 1, 17, 23, 17, 43, 6, 23, 2, 35, 5, 10, 48, 25, 40, 5, 3, 49, 35, 48, 44, 3, 9, 0, 27, 12, 28, 11]
[25, 31, 43, 10, 6, 32, 31, 7, 41, 34, 18, 20, 0, 29, 32, 47, 7, 44, 42, 49, 21, 39, 1, 21, 28, 9, 14, 21, 49, 36, 34, 27, 28, 15, 14, 30, 28, 2, 13, 36, 23, 29, 30, 42, 40, 16, 37, 50, 44, 3, 48, 30, 1, 34, 16, 0, 14, 29, 39, 27, 5, 40, 26, 16, 27, 0, 10, 4, 32]
[25, 2, 19, 24, 13, 46, 15, 13, 27, 37, 43, 8, 20, 4, 8, 15, 21, 46, 11, 26, 17, 48, 24, 22, 30, 13, 18, 5, 29, 19, 1, 23, 9, 21, 39, 44, 7, 9, 21, 44, 41, 21, 46, 31, 23, 24, 49, 14, 45, 3, 40, 9, 47, 15, 4, 19, 40, 5, 32, 27, 25, 8, 7, 6, 12, 10, 0, 1, 36]
