N1,N2,...,Nx
[3, 21, 12, 0, 9, 26, 2, 48, 0, 1, 0, 41, 34, 36, 1, 34, 6, 17, 8, 24, 23, 1, 32, 26, 31, 23, 3, 26, 14, 9, 50, 17, 16, 24, 26, 6, 42, 5, 19, 25, 19, 22, 42, 25, 5, 26, 1, 4, 22, 28, 24, 10, 41, 12, 13, 43, 21, 4, 25, 4, 49, 19, 36, 5, 4, 26, 4, 0, 10, 45, 2, 36, 7, 44, 7, 35, 32, 3, 42, 32, 43, 12, 39, 41, 6, 34, 4, 8, 40, 18, 13, 46, 47, 23, 47, 15, 43, 10, 29, 8, 24, 2, 47]
[49, 44, 21, 27, 4, 0, 50, 17, 8, 27, 41, 0, 34, 41, 3, 38, 34, 31, 49, 27, 41, 17, 17, 28, 7, 20, 49, 23, 31, 19, 30, 31, 1, 14, 28, 29, 40, 18, 6, 3, 10, 22, 10, 21, 15, 25, 4, 4, 26, 48, 30, 37, 25, 33, 33, 19, 11, 9, 42, 44, 24, 41, 37, 30, 44, 0, 20, 24, 49, 13, 43, 30, 48, 10, 43, 25, 35, 3, 24, 34, 30, 36, 19, 5, 27, 49, 10, 1, 31, 17, 23, 11, 9, 48, 21, 43, 22, 27, 37, 8, 18, 42, 15]
[11, 47, 10, 18, 23, 49, 27, 11, 19, 13, 34, 34, 0, 40, 14, 30, 35, 16, 38, 12, 2, 31, 19, 37, 39, 46, 7, 8, 42, 37, 46, 24, 4, 50, 10, 43, 23, 31, 21, 30, 32, 17, 23, 9, 49, 5, 46, 17, 22, 35, 32, 44, 50, 17, 47, 8, 48, 39, 39, 32, 17, 25, 25, 3, 48, 40, 4, 25, 20, 11, 43, 17, 15, 13, 21, 5, 48, 45, 22, 0, 4, 1, 20, 4, 16, 38, 4, 4, 23, 1, 50, 0, 35, 6, 39, 8, 2, 32, 29, 32, 3, 39, 46]
[38, 19, 1, 39, 5, 19, 48, 33, 50, 9, 36, 41, 40, 0, 20, 37, 42, 32, 6, 32, 1, 26, 12, 37, 26, 34, 16, 5, 30, 20, 14, 8, 37, 43, 14, 19, 40, 50, 8, 36, 5, 25, 10, 8, 21, 27, 17, 34, 42, 8, 50, 35, 27, 43, 26, 34, 40, 33, 16, 14, 22, 46, 45, 26, 16, 30, 37, 27, 22, 0, 20, 33, 25, 34, 8, 2, 23, 26, 33, 34, 22, 36, 49, 49, 35, 29, 3, 45, 40, 16, 30, 16, 48, 46, 30, 23, 12, 27, 26, 20, 42, 40, 12]
[36, 50, 28, 31, 31, 20, 42, 19, 35, 12, 1, 3, 14, 20, 0, 7, 15, 33, 37, 36, 19, 25, 35, 32, 33, 47, 37, 44, 27, 49, 49, 33, 25, 35, 42, 2, 45, 11, 17, 45, 44, 17, 20, 44, 23, 25, 17, 12, 0, 39, 1, 15, 36, 36, 34, 8, 1, 25, 45, 22, 46, 11, 7, 6, 39, 47, 11, 25, 47, 32, 11, 41, 34, 48, 37, 25, 44, 20, 33, 25, 32, 27, 41, 31, 5, 37, 8, 49, 18, 22, 41, 40, 37, 50, 38, 10, 36, 23, 20, 33, 40, 12, 42]
[4, 24, 1, 22, 0, 21, 36, 8, 25, 16, 34, 38, 30, 37, 7, 0, 26, 14, 30, 2, 5, 39, 43, 41, 4, 50, 26, 0, 6, 19, 1, 35, 26, 5, 41, 11, 6, 41, 39, 21, 46, 27, 37, 22, 48, 36, 5, 33, 22, 6, 31, 5, 40, 45, 34, 40, 26, 11, 20, 5, 45, 27, 31, 20, 22, 17, 39, 29, 3, 39, 17, 28, 25, 34, 38, 47, 1, 2, 14, 1, 36, 49, 44, 34, 40, 25, 0, 31, 30, 25, 18, 46, 33, 29, 33, 15, 20, 4, 36, 32, 31, 16, 30]
[27, 25, 45, 26, 14, 15, 39, 44, 49, 6, 6, 34, 35, 42, 15, 26, 0, 17, 50, 7, 33, 37, 35, 14, 28, 21, 21, 12, 3, 9, 38, 44, 30, 18, 42, 8, 42, 40, 27, 7, 27, 7, 25, 37, 14, 7, 14, 44, 6, 29, 39, 41, 24, 35, 42, 25, 16, 48, 9, 50, 35, 26, 48, 45, 16, 17, 6, 0, 43, 17, 24, 46, 46, 19, 50, 43, 11, 10, 37, 28, 3, 4, 2, 33, 45, 14, 8, 34, 23, 13, 23, 39, 7, 41, 49, 41, 32, 45, 49, 49, 37, 8, 15]
[50, 36, 12, 35, 47, 10, 3, 38, 38, 10, 17, 31, 16, 32, 33, 14, 17, 0, 12, 49, 35, 41, 15, 27, 26, 7, 22, 4, 50, 38, 8, 21, 47, 29, 34, 19, 4, 31, 45, 18, 1, 34, 24, 32, 13, 12, 23, 11, 9, 37, 27, 47, 5, 8, 34, 5, 31, 37, 31, 18, 40, 23, 42, 1, 1, 22, 33, 18, 36, 4, 8, 34, 0, 16, 30, 35, 32, 3, 19, 32, 39, 6, 3, 28, 24, 29, 7, 4, 8, 49, 0, 42, 15, 41, 34, 22, 9, 17, 12, 5, 17, 25, 26]
[37, 16, 34, 0, 48, 42, 22, 49, 10, 17, 8, 49, 38, 6, 37, 30, 50, 12, 0, 22, 18, 49, 1, 21, 35, 14, 25, 37, 28, 11, 42, 38, 3, 19, 7, 23, 9, 20, 31, 15, 36, 10, 37, 12, 18, 38, 3, 21, 1, 35, 34, 23, 16, 0, 23, 2, 19, 37, 48, 32, 38, 39, 32, 47, 34, 21, 35, 23, 38, 0, 17, 20, 24, 37, 31, 24, 13, 18, 11, 12, 26, 7, 27, 21, 3, 13, 18, 40, 10, 34, 20, 10, 8, 20, 32, 8, 32, 13, 20, 28, 6, 30, 25]
[21, 33, 2, 15, 25, 34, 47, 5, 33, 42, 24, 27, 12, 32, 36, 2, 7, 49, 22, 0, 27, 38, 26, 7, 48, 15, 0, 36, 31, 47, 24, 15, 26, 23, 7, 42, 5, 19, 13, 16, 50, 37, 15, 26, 40, 47, 42, 29, 48, 49, 20, 35, 21, 3, 34, 26, 38, 42, 1, 29, 4, 38, 11, 9, 1, 49, 45, 35, 30, 26, 49, 35, 48, 42, 28, 34, 7, 30, 45, 45, 43, 27, 22, 12, 16, 9, 6, 19, 29, 21, 0, 24, 15, 4, 44, 41, 49, 46, 47, 13, 17, 30, 42]
[19, 48, 43, 27, 22, 24, 39, 2, 37, 19, 23, 41, 2, 1, 19, 5, 33, 35, 18, 27, 0, 3, 44, 43, 43, 21, 11, 27, 27, 7, 44, 49, 47, 49, 16, 47, 6, 50, 35, 29, 17, 0, 34, 25, 29, 37, 43, 30, 23, 25, 28, 24, 20, 42, 0, 48, 21, 22, 43, 17, 34, 46, 33, 4, 14, 39, 19, 44, 47, 49, 31, 46, 38, 25, 0, 45, 1, 7, 40, 8, 40, 7, 35, 8, 4, 7, 19, 26, 33, 22, 10, 39, 33, 31, 27, 32, 22, 6, 16, 19, 18, 41, 29]
[19, 29, 31, 5, 30, 47, 49, 14, 30, 41, 1, 17, 31, 26, 25, 39, 37, 41, 49, 38, 3, 0, 43, 4, 45, 23, 7, 41, 19, 16, 33, 16, 42, 3, 25, 39, 1, 29, 36, 21, 48, 24, 27, 43, 1, 47, 45, 11, 7, 22, 41, 10, 26, 27, 11, 43, 49, 2, 27, 37, 35, 13, 16, 5, 39, 39, 0, 46, 49, 42, 17, 47, 12, 30, 0, 37, 13, 46, 47, 10, 7, 12, 50, 20, 37, 7, 12, 11, 2, 3, 12, 34, 19, 35, 4, 24, 9, 2, 13, 46, 22, 11, 27]
[3, 15, 50, 0, 31, 22, 7, 45, 16, 15, 32, 17, 19, 12, 35, 43, 35, 15, 1, 26, 44, 43, 0, 49, 10, 29, 8, 41, 39, 22, 39, 20, 2, 28, 16, 33, 19, 47, 26, 19, 39, 7, 38, 19, 10, 21, 37, 39, 1, 47, 24, 32, 48, 46, 41, 2, 7, 27, 13, 10, 22, 3, 7, 38, 13, 40, 34, 25, 29, 13, 45, 49, 41, 23, 27, 49, 28, 27, 6, 30, 28, 48, 49, 47, 19, 2, 41, 49, 4, 45, 10, 28, 7, 50, 11, 35, 5, 29, 25, 47, 11, 30, 35]
[14, 26, 29, 5, 4, 4, 22, 23, 39, 47, 26, 28, 37, 37, 32, 41, 14, 27, 21, 7, 43, 4, 49, 0, 31, 37, 23, 43, 11, 18, 47, 3, 18, 16, 37, 34, 29, 48, 3, 41, 24, 19, 49, 21, 25, 49, 18, 1, 49, 50, 18, 13, 46, 0, 3, 18, 43, 26, 16, 30, 48, 30, 5, 32, 26, 50, 22, 24, 15, 42, 32, 24, 17, 1, 38, 36, 14, 48, 50, 8, 30, 35, 34, 45, 13, 11, 19, 22, 25, 3, 20, 28, 34, 20, 49, 48, 6, 37, 16, 4, 26, 42, 39]
[12, 38, 35, 24, 13, 33, 37, 37, 36, 15, 31, 7, 39, 26, 33, 4, 28, 26, 35, 48, 43, 45, 10, 31, 0, 43, 42, 46, 38, 20, 18, 15, 5, 49, 4, 12, 24, 45, 25, 32, 3, 37, 13, 48, 45, 8, 36, 50, 38, 8, 16, 41, 44, 42, 48, 30, 40, 28, 44, 25, 33, 42, 4, 20, 9, 27, 40, 10, 40, 26, 21, 14, 0, 33, 50, 15, 2, 8, 46, 49, 15, 32, 4, 23, 0, 1, 24, 14, 38, 30, 17, 29, 7, 17, 19, 14, 20, 25, 10, 13, 44, 46, 25]
[39, 34, 12, 19, 10, 45, 24, 4, 42, 15, 23, 20, 46, 34, 47, 50, 21, 7, 14, 15, 21, 23, 29, 37, 43, 0, 46, 10, 11, 25, 49, 16, 11, 17, 47, 48, 27, 4, 17, 17, 48, 36, 4, 43, 32, 46, 3, 42, 28, 31, 30, 35, 26, 3, 21, 19, 40, 45, 44, 47, 5, 14, 27, 21, 14, 0, 24, 3, 9, 37, 41, 33, 15, 23, 45, 15, 49, 43, 6, 6, 35, 22, 22, 9, 50, 8, 4, 23, 17, 48, 19, 5, 32, 18, 1, 45, 9, 25, 39, 12, 24, 46, 22]
[29, 40, 19, 16, 44, 49, 3, 3, 5, 47, 3, 49, 7, 16, 37, 26, 21, 22, 25, 0, 11, 7, 8, 23, 42, 46, 0, 11, 44, 24, 28, 20, 1, 4, 3, 40, 32, 28, 49, 46, 10, 16, 24, 39, 35, 20, 19, 14, 33, 49, 32, 11, 24, 14, 15, 30, 11, 50, 36, 35, 34, 0, 31, 3, 9, 5, 28, 17, 13, 43, 40, 8, 44, 43, 40, 5, 23, 45, 47, 18, 26, 36, 4, 3, 33, 26, 3, 18, 2, 11, 1, 35, 25, 50, 25, 25, 29, 9, 41, 23, 26, 4, 13]
[25, 5, 35, 0, 38, 25, 15, 1, 40, 41, 26, 23, 8, 5, 44, 0, 12, 4, 37, 36, 27, 41, 41, 43, 46, 10, 11, 0, 29, 46, 13, 22, 47, 48, 38, 42, 27, 17, 1, 44, 42, 33, 8, 19, 24, 19, 35, 46, 46, 35, 12, 47, 15, 40, 30, 10, 41, 24, 35, 12, 47, 33, 7, 21, 13, 15, 32, 47, 21, 13, 15, 2, 21, 38, 44, 47, 45, 19, 31, 22, 3, 14, 1, 45, 5, 19, 19, 0, 33, 1, 0, 15, 36, 42, 25, 4, 9, 29, 13, 26, 44, 4, 8]
[9, 44, 36, 14, 44, 9, 32, 31, 21, 1, 14, 31, 42, 30, 27, 6, 3, 50, 28, 31, 27, 19, 39, 11, 38, 11, 44, 29, 0, 13, 14, 22, 33, 5, 18, 35, 10, 25, 30, 40, 40, 40, 48, 30, 27, 42, 25, 32, 13, 48, 9, 7, 14, 0, 48, 30, 50, 38, 44, 29, 37, 49, 6, 29, 12, 30, 48, 10, 25, 8, 27, 49, 14, 39, 5, 41, 26, 29, 37, 22, 36, 15, 14, 11, 30, 46, 43, 32, 28, 18, 45, 46, 32, 33, 23, 40, 50, 16, 25, 21, 18, 28, 39]
[16, 23, 42, 16, 13, 43, 12, 5, 37, 48, 9, 19, 37, 20, 49, 19, 9, 38, 11, 47, 7, 16, 22, 18, 20, 25, 24, 46, 13, 0, 14, 16, 18, 10, 11, 48, 9, 30, 0, 10, 16, 19, 37, 38, 19, 19, 20, 26, 22, 30, 48, 20, 1, 1, 26, 27, 17, 29, 47, 21, 21, 45, 42, 24, 14, 8, 16, 27, 9, 33, 15, 5, 45, 32, 35, 5, 41, 17, 6, 5, 3, 29, 28, 28, 0, 13, 8, 21, 13, 6, 19, 13, 34, 9, 23, 50, 49, 4, 21, 26, 15, 26, 3]
[37, 47, 45, 39, 8, 42, 18, 6, 29, 10, 50, 30, 46, 14, 49, 1, 38, 8, 42, 24, 44, 33, 39, 47, 18, 49, 28, 13, 14, 14, 0, 2, 33, 18, 43, 40, 9, 34, 46, 26, 47, 42, 16, 28, 13, 33, 50, 12, 10, 50, 40, 45, 1, 18, 9, 33, 34, 34, 3, 49, 24, 33, 27, 17, 45, 0, 37, 42, 38, 48, 18, 31, 11, 49, 48, 43, 23, 47, 45, 43, 34, 50, 22, 13, 6, 40, 31, 21, 23, 7, 17, 42, 48, 6, 24, 24, 39, 30, 30, 7, 30, 42, 0]
[32, 37, 15, 32, 31, 3, 24, 22, 20, 35, 17, 31, 24, 8, 33, 35, 44, 21, 38, 15, 49, 16, 20, 3, 15, 16, 20, 22, 22, 16, 2, 0, 7, 50, 9, 23, 10, 16, 32, 11, 49, 31, 32, 13, 42, 30, 31, 11, 10, 32, 15, 11, 44, 48, 49, 20, 37, 49, 23, 6, 16, 45, 9, 43, 41, 39, 4, 27, 36, 34, 30, 2, 9, 16, 39, 32, 45, 6, 27, 29, 14, 42, 46, 18, 38, 11, 45, 11, 27, 21, 17, 28, 0, 17, 12, 12, 49, 27, 3, 15, 13, 49, 41]
[16, 35, 13, 42, 24, 50, 9, 15, 48, 30, 16, 1, 4, 37, 25, 26, 30, 47, 3, 26, 47, 42, 2, 18, 5, 11, 1, 47, 33, 18, 33, 7, 0, 14, 32, 31, 44, 34, 43, 10, 35, 10, 48, 49, 13, 34, 43, 47, 17, 6, 14, 8, 40, 23, 4, 24, 29, 31, 2, 25, 18, 41, 29, 5, 29, 14, 15, 40, 21, 24, 46, 42, 34, 28, 12, 0, 3, 26, 5, 19, 0, 11, 22, 36, 13, 34, 6, 50, 48, 47, 38, 10, 7, 49, 11, 39, 7, 22, 31, 33, 41, 41, 2]
[38, 13, 46, 14, 30, 49, 28, 39, 0, 17, 24, 14, 50, 43, 35, 5, 18, 29, 19, 23, 49, 3, 28, 16, 49, 17, 4, 48, 5, 10, 18, 50, 14, 0, 11, 49, 28, 49, 30, 23, 4, 23, 44, 26, 28, 43, 4, 2, 12, 2, 40, 22, 22, 31, 8, 45, 46, 21, 32, 2, 1, 30, 7, 31, 47, 7, 45, 18, 21, 16, 15, 2, 23, 6, 35, 47, 45, 6, 41, 34, 35, 33, 7, 6, 49, 29, 3, 1, 26, 34, 50, 24, 25, 6, 13, 21, 29, 1, 4, 14, 47, 38, 47]
[42, 14, 3, 18, 24, 32, 43, 6, 25, 10, 26, 28, 10, 14, 42, 41, 42, 34, 7, 7, 16, 25, 16, 37, 4, 47, 3, 38, 18, 11, 43, 9, 32, 11, 0, 15, 13, 30, 42, 3, 12, 6, 49, 14, 8, 7, 40, 8, 7, 48, 11, 47, 9, 13, 0, 23, 11, 23, 38, 39, 0, 50, 41, 15, 3, 0, 32, 13, 29, 26, 10, 16, 23, 27, 33, 34, 9, 12, 18, 8, 24, 2, 10, 5, 19, 48, 34, 31, 26, 9, 44, 26, 17, 14, 3, 35, 2, 2, 10, 14, 31, 36, 20]
[30, 8, 20, 20, 34, 30, 33, 4, 48, 32, 6, 29, 43, 19, 2, 11, 8, 19, 23, 42, 47, 39, 33, 34, 12, 48, 40, 42, 35, 48, 40, 23, 31, 49, 15, 0, 21, 31, 15, 34, 45, 23, 47, 19, 31, 30, 44, 14, 37, 45, 49, 26, 8, 41, 25, 44, 15, 32, 40, 28, 42, 4, 45, 34, 9, 44, 0, 36, 45, 10, 48, 23, 27, 44, 14, 33, 2, 16, 22, 30, 30, 43, 48, 14, 23, 20, 9, 28, 48, 38, 31, 4, 37, 10, 38, 43, 47, 24, 13, 31, 33, 33, 1]
[45, 40, 31, 10, 39, 38, 18, 40, 15, 17, 42, 40, 23, 40, 45, 6, 42, 4, 9, 5, 6, 1, 19, 29, 24, 27, 32, 27, 10, 9, 9, 10, 44, 28, 13, 21, 0, 35, 20, 0, 50, 30, 14, 20, 47, 15, 43, 31, 40, 24, 40, 42, 3, 21, 41, 8, 13, 40, 46, 0, 5, 2, 3, 50, 35, 19, 38, 6, 42, 25, 25, 33, 41, 13, 35, 19, 9, 9, 39, 7, 11, 40, 5, 35, 50, 11, 25, 1, 36, 0, 29, 14, 42, 44, 39, 11, 30, 49, 48, 29, 26, 17, 12]
[23, 5, 12, 20, 17, 35, 12, 34, 44, 15, 5, 18, 31, 50, 11, 41, 40, 31, 20, 19, 50, 29, 47, 48, 45, 4, 28, 17, 25, 30, 34, 16, 34, 49, 30, 31, 35, 0, 48, 34, 16, 49, 45, 38, 48, 40, 6, 36, 50, 50, 24, 25, 9, 0, 50, 12, 31, 30, 1, 33, 37, 2, 12, 17, 16, 16, 40, 47, 43, 8, 21, 0, 38, 7, 6, 12, 21, 13, 30, 27, 17, 4, 8, 38, 2, 40, 11, 27, 27, 50, 4, 7, 47, 44, 34, 19, 20, 42, 32, 8, 37, 5, 47]
[9, 10, 34, 49, 26, 44, 22, 28, 35, 25, 19, 6, 21, 8, 17, 39, 27, 45, 31, 13, 35, 36, 26, 3, 25, 17, 49, 1, 30, 0, 46, 32, 43, 30, 42, 15, 20, 48, 0, 31, 16, 37, 44, 36, 48, 4, 47, 1, 43, 18, 29, 20, 6, 18, 5, 23, 6, 6, 1, 31, 14, 22, 3, 50, 1, 2, 27, 10, 36, 18, 50, 35, 23, 43, 12, 35, 42, 50, 8, 18, 47, 22, 46, 9, 42, 10, 10, 18, 42, 45, 6, 37, 9, 20, 27, 32, 11, 15, 33, 31, 48, 36, 23]
[15, 10, 38, 13, 37, 35, 45, 13, 32, 27, 25, 3, 30, 36, 45, 21, 7, 18, 15, 16, 29, 21, 19, 41, 32, 17, 46, 44, 40, 10, 26, 11, 10, 23, 3, 34, 0, 34, 31, 0, 35, 10, 49, 22, 25, 7, 1, 14, 49, 45, 31, 31, 25, 0, 18, 44, 33, 27, 43, 21, 37, 4, 38, 18, 40, 4, 50, 48, 37, 30, 26, 20, 34, 12, 31, 17, 19, 19, 35, 16, 6, 0, 4, 47, 16, 44, 8, 28, 48, 12, 2, 21, 22, 6, 16, 41, 42, 47, 2, 10, 43, 18, 23]
[7, 33, 33, 12, 17, 48, 34, 22, 20, 9, 19, 10, 32, 5, 44, 46, 27, 1, 36, 50, 17, 48, 39, 24, 3, 48, 10, 42, 40, 16, 47, 49, 35, 4, 12, 45, 50, 16, 16, 35, 0, 9, 12, 38, 0, 33, 17, 40, 17, 38, 42, 46, 13, 8, 24, 22, 39, 30, 23, 2, 39, 38, 6, 35, 9, 26, 12, 46, 26, 36, 47, 7, 41, 31, 18, 23, 21, 5, 47, 45, 45, 1, 44, 29, 5, 25, 15, 23, 29, 5, 11, 10, 8, 26, 25, 24, 50, 12, 17, 13, 41, 10, 35]
[49, 19, 22, 13, 25, 14, 0, 44, 41, 27, 22, 22, 17, 25, 17, 27, 7, 34, 10, 37, 0, 24, 7, 19, 37, 36, 16, 33, 40, 19, 42, 31, 10, 23, 6, 23, 30, 49, 37, 10, 9, 0, 33, 11, 4, 39, 25, 2, 47, 2, 3, 40, 39, 44, 29, 29, 34, 29, 35, 50, 37, 11, 47, 50, 27, 39, 4, 27, 10, 32, 18, 43, 11, 27, 17, 12, 31, 23, 50, 44, 39, 29, 15, 11, 4, 32, 36, 23, 36, 47, 39, 9, 29, 21, 0, 25, 26, 40, 12, 29, 28, 0, 43]
[23, 26, 33, 36, 35, 11, 49, 11, 31, 37, 42, 10, 23, 10, 20, 37, 25, 24, 37, 15, 34, 27, 38, 49, 13, 4, 24, 8, 48, 37, 16, 32, 48, 44, 49, 47, 14, 45, 44, 49, 12, 33, 0, 5, 13, 35, 13, 6, 2, 15, 11, 18, 6, 16, 48, 30, 24, 42, 34, 48, 43, 36, 6, 41, 30, 13, 24, 27, 33, 7, 17, 17, 44, 44, 46, 36, 36, 28, 5, 37, 20, 10, 1, 44, 15, 16, 16, 32, 47, 31, 32, 10, 15, 45, 7, 3, 4, 47, 14, 1, 36, 15, 1]
[24, 0, 26, 41, 30, 9, 3, 20, 46, 16, 25, 21, 9, 8, 44, 22, 37, 32, 12, 26, 25, 43, 19, 21, 48, 43, 39, 19, 30, 38, 28, 13, 49, 26, 14, 19, 20, 38, 36, 22, 38, 11, 5, 0, 40, 18, 12, 37, 43, 10, 12, 20, 25, 40, 42, 32, 2, 11, 22, 26, 4, 41, 0, 11, 41, 4, 49, 36, 15, 5, 48, 23, 3, 13, 38, 43, 46, 35, 16, 13, 24, 11, 27, 25, 11, 20, 25, 30, 41, 44, 25, 30, 50, 24, 10, 5, 7, 28, 16, 5, 4, 24, 22]
[29, 24, 33, 33, 2, 2, 47, 46, 42, 20, 5, 15, 49, 21, 23, 48, 14, 13, 18, 40, 29, 1, 10, 25, 45, 32, 35, 24, 27, 19, 13, 42, 13, 28, 8, 31, 47, 48, 48, 25, 0, 4, 13, 40, 0, 50, 41, 13, 18, 36, 30, 14, 36, 16, 12, 19, 3, 34, 6, 19, 29, 40, 32, 10, 5, 22, 2, 0, 33, 25, 41, 2, 38, 46, 8, 8, 14, 9, 9, 21, 9, 8, 34, 29, 31, 46, 17, 20, 2, 42, 44, 22, 19, 6, 33, 50, 4, 28, 13, 49, 31, 36, 14]
