N1,N2,...,Nx
[14, 15, 41, 41, 7, 11, 26, 47, 22, 32, 0, 35, 44, 29, 22, 13, 20, 19, 49, 41, 16, 17, 42, 41, 18, 30, 37, 9, 48, 28, 32, 29, 22, 33, 42, 0, 6, 4, 22, 13, 10, 10, 8, 21, 13, 48, 30, 18, 36, 30, 44, 20, 3, 41, 29, 0, 29, 46, 15, 21, 45, 0, 48, 38, 45, 50, 43, 16, 37, 47, 17, 2, 11, 39, 50, 0, 16, 29, 48, 22, 8, 46, 3, 19, 14, 4, 16, 25, 30, 22, 18, 21, 26, 9, 19, 20, 42, 11, 50, 3, 28, 24, 4, 28, 6, 37, 38, 42, 17, 15, 7, 35, 50, 48, 43, 43, 24, 7, 19, 27, 48, 35, 41, 14, 15, 29, 34, 27, 38, 34, 6, 13, 21, 0, 23, 21, 32, 1, 19, 21, 48, 24, 33, 49, 17, 25, 46, 43, 1, 25, 47, 32]
[28, 47, 11, 26, 48, 50, 19, 31, 15, 42, 35, 0, 24, 21, 35, 23, 49, 47, 2, 5, 2, 47, 6, 21, 47, 7, 30, 31, 27, 29, 49, 17, 36, 46, 50, 27, 14, 46, 36, 0, 4, 14, 27, 29, 46, 8, 45, 39, 35, 35, 1, 39, 24, 48, 25, 47, 32, 36, 37, 30, 6, 27, 22, 29, 12, 21, 16, 14, 49, 18, 40, 8, 48, 5, 45, 20, 34, 21, 42, 50, 44, 47, 8, 27, 6, 7, 40, 47, 20, 24, 8, 33, 32, 17, 41, 10, 20, 49, 35, 22, 4, 13, 11, 4, 14, 6, 7, 20, 21, 9, 39, 44, 42, 18, 17, 36, 8, 11, 9, 9, 8, 25, 15, 15, 6, 4, 14, 18, 6, 41, 7, 12, 20, 25, 31, 26, 17, 28, 31, 40, 7, 42, 32, 35, 29, 35, 42, 16, 48, 39, 41, 4]
[21, 14, 31, 9, 10, 7, 50, 7, 41, 16, 44, 24, 0, 19, 39, 7, 16, 18, 33, 24, 42, 49, 15, 48, 2, 39, 38, 27, 15, 23, 31, 5, 36, 5, 36, 25, 15, 9, 48, 1, 11, 44, 0, 32, 2, 42, 27, 19, 13, 18, 26, 24, 19, 10, 8, 21, 20, 38, 46, 38, 35, 18, 10, 1, 20, 32, 13, 47, 50, 35, 39, 21, 46, 43, 3, 1, 21, 10, 27, 43, 4, 37, 2, 40, 4, 38, 18, 12, 18, 40, 36, 49, 44, 3, 45, 47, 36, 15, 2, 44, 19, 45, 19, 32, 18, 6, 9, 38, 21, 20, 50, 42, 25, 10, 20, 12, 30, 24, 39, 31, 28, 17, 29, 24, 32, 46, 49, 40, 20, 33, 8, 47, 31, 4, 48, 48, 12, 38, 15, 14, 32, 25, 46, 14, 49, 47, 28, 22, 34, 8, 29, 5]
[6, 0, 25, 21, 29, 2, 5, 48, 2, 11, 29, 21, 19, 0, 16, 0, 2, 31, 44, 8, 42, 16, 5, 11, 17, 16, 24, 28, 43, 10, 9, 9, 37, 31, 39, 23, 9, 21, 21, 8, 27, 0, 50, 23, 40, 8, 50, 38, 24, 22, 41, 50, 45, 3, 40, 27, 37, 10, 25, 49, 13, 31, 19, 12, 6, 24, 32, 44, 33, 6, 36, 43, 35, 14, 7, 14, 7, 8, 19, 10, 8, 36, 9, 12, 41, 21, 24, 16, 35, 2, 2, 46, 42, 34, 47, 47, 13, 27, 38, 26, 45, 50, 4, 46, 30, 29, 23, 32, 28, 33, 2, 1, 45, 33, 39, 41, 19, 25, 33, 32, 39, 3, 1, 47, 50, 6, 25, 3, 16, 24, 5, 28, 1, 39, 24, 13, 47, 33, 28, 49, 20, 46, 32, 43, 1, 43, 11, 8, 30, 7, 42, 25]
[20, 44, 37, 2, 10, 27, 48, 10, 3, 34, 22, 35, 39, 16, 0, 25, 2, 8, 22, 2, 46, 7, 35, 10, 21, 16, 8, 19, 46, 15, 10, 36, 36, 26, 43, 17, 19, 0, 37, 12, 37, 7, 8, 8, 38, 1, 4, 31, 49, 14, 37, 5, 47, 23, 47, 14, 37, 11, 23, 8, 12, 18, 14, 12, 35, 43, 42, 30, 3, 34, 47, 44, 35, 26, 37, 8, 6, 49, 17, 7, 29, 21, 37, 24, 8, 48, 40, 21, 16, 49, 5, 29, 2, 47, 49, 25, 9, 29, 18, 32, 10, 10, 25, 6, 3, 13, 44, 47, 13, 48, 3, 50, 38, 46, 0, 48, 33, 32, 34, 27, 10, 46, 32, 0, 45, 19, 29, 13, 39, 18, 26, 38, 0, 15, 39, 11, 38, 49, 2, 12, 6, 45, 40, 9, 20, 19, 44, 30, 13, 33, 21, 22]
[28, 6, 47, 38, 29, 47, 18, 15, 32, 33, 13, 23, 7, 0, 25, 0, 27, 26, 29, 45, 9, 35, 1, 8, 9, 47, 19, 23, 23, 39, 11, 17, 30, 11, 38, 27, 15, 41, 35, 16, 28, 12, 21, 15, 47, 33, 17, 46, 8, 27, 19, 3, 42, 26, 9, 29, 5, 47, 23, 19, 4, 30, 1, 3, 44, 12, 32, 28, 35, 46, 17, 20, 46, 16, 6, 36, 6, 38, 43, 33, 24, 23, 0, 30, 41, 8, 31, 35, 35, 2, 13, 37, 34, 14, 16, 43, 50, 40, 3, 17, 27, 42, 11, 13, 35, 11, 31, 8, 27, 28, 8, 47, 1, 24, 45, 50, 16, 13, 34, 0, 3, 21, 30, 42, 25, 11, 8, 25, 37, 47, 4, 43, 15, 49, 48, 25, 21, 40, 46, 50, 30, 1, 6, 45, 20, 25, 49, 47, 9, 43, 31, 47]
[24, 20, 36, 6, 21, 25, 0, 5, 50, 26, 20, 49, 16, 2, 2, 27, 0, 47, 50, 37, 33, 45, 30, 38, 0, 49, 17, 50, 23, 1, 0, 32, 24, 12, 35, 30, 23, 18, 44, 9, 41, 35, 45, 7, 0, 16, 4, 10, 29, 9, 48, 11, 12, 14, 9, 0, 38, 10, 2, 50, 14, 29, 24, 4, 10, 20, 41, 48, 48, 30, 29, 17, 19, 0, 5, 28, 15, 49, 9, 17, 28, 31, 15, 35, 27, 12, 5, 5, 39, 47, 1, 13, 45, 30, 6, 49, 36, 43, 28, 19, 42, 21, 9, 45, 45, 48, 18, 46, 26, 47, 0, 30, 41, 1, 30, 35, 25, 30, 25, 44, 35, 6, 41, 5, 32, 50, 20, 41, 50, 17, 22, 47, 3, 50, 32, 11, 2, 9, 9, 35, 25, 16, 11, 15, 43, 11, 40, 30, 50, 13, 28, 45]
[45, 34, 34, 37, 40, 41, 27, 5, 4, 3, 19, 47, 18, 31, 8, 26, 47, 0, 45, 3, 10, 48, 3, 38, 23, 30, 46, 22, 12, 21, 9, 19, 24, 49, 5, 25, 22, 8, 33, 1, 50, 42, 35, 29, 39, 0, 48, 0, 35, 41, 39, 14, 45, 12, 42, 34, 17, 25, 44, 11, 32, 26, 39, 45, 28, 4, 36, 7, 26, 3, 0, 28, 37, 37, 48, 45, 45, 6, 48, 7, 47, 3, 39, 26, 17, 28, 43, 28, 42, 41, 9, 38, 9, 19, 24, 41, 4, 15, 6, 14, 19, 2, 28, 21, 49, 47, 31, 31, 36, 50, 43, 24, 17, 33, 26, 39, 41, 2, 50, 9, 4, 38, 38, 15, 39, 50, 41, 45, 3, 4, 35, 17, 36, 13, 18, 36, 37, 33, 46, 7, 0, 48, 27, 0, 47, 13, 49, 39, 15, 26, 7, 44]
[25, 47, 28, 15, 31, 8, 1, 21, 36, 31, 49, 2, 33, 44, 22, 29, 50, 45, 0, 26, 4, 4, 29, 8, 40, 29, 6, 42, 29, 32, 42, 23, 5, 21, 24, 16, 46, 24, 43, 8, 32, 27, 5, 17, 46, 17, 27, 43, 8, 13, 35, 17, 50, 15, 46, 16, 49, 7, 48, 16, 44, 13, 21, 48, 43, 37, 36, 0, 12, 8, 50, 8, 34, 0, 50, 21, 23, 5, 20, 29, 16, 28, 8, 44, 49, 36, 15, 13, 1, 44, 43, 14, 19, 4, 49, 46, 31, 45, 40, 12, 6, 49, 13, 20, 41, 50, 11, 45, 28, 21, 6, 14, 35, 10, 48, 14, 37, 43, 37, 14, 13, 21, 48, 17, 41, 50, 15, 14, 21, 46, 41, 39, 17, 25, 37, 17, 21, 22, 12, 2, 13, 34, 11, 7, 5, 5, 13, 19, 22, 26, 28, 26]
[3, 39, 31, 31, 32, 22, 12, 44, 20, 8, 41, 5, 24, 8, 2, 45, 37, 3, 26, 0, 14, 14, 30, 7, 2, 19, 29, 10, 43, 0, 37, 39, 9, 49, 16, 14, 24, 5, 7, 17, 31, 35, 7, 44, 34, 24, 38, 22, 23, 8, 22, 3, 36, 18, 3, 15, 27, 49, 21, 15, 1, 47, 18, 38, 30, 21, 7, 11, 2, 20, 50, 43, 6, 1, 15, 9, 47, 23, 9, 21, 27, 11, 3, 33, 40, 23, 4, 25, 4, 48, 43, 21, 17, 2, 45, 46, 20, 40, 24, 36, 32, 5, 18, 48, 29, 18, 36, 37, 14, 6, 15, 14, 7, 19, 2, 20, 40, 23, 21, 41, 38, 44, 14, 6, 35, 38, 7, 27, 29, 46, 33, 5, 49, 11, 19, 14, 11, 1, 13, 10, 32, 7, 37, 34, 46, 36, 14, 43, 37, 43, 27, 41]
[14, 4, 4, 14, 11, 10, 49, 27, 8, 27, 16, 2, 42, 42, 46, 9, 33, 10, 4, 14, 0, 32, 3, 42, 33, 1, 25, 14, 22, 11, 37, 32, 5, 31, 26, 16, 11, 26, 41, 48, 21, 3, 10, 41, 20, 3, 6, 1, 16, 47, 17, 33, 48, 25, 44, 17, 41, 33, 1, 10, 32, 27, 15, 36, 42, 14, 28, 29, 0, 7, 15, 17, 38, 47, 33, 9, 39, 43, 1, 17, 20, 14, 44, 42, 46, 5, 3, 7, 8, 22, 45, 25, 42, 30, 35, 15, 29, 29, 22, 9, 33, 39, 49, 26, 44, 24, 29, 31, 25, 0, 3, 37, 1, 0, 34, 4, 22, 43, 34, 2, 48, 39, 4, 26, 41, 27, 46, 25, 1, 3, 44, 22, 42, 7, 29, 9, 26, 48, 2, 34, 5, 21, 6, 7, 7, 5, 37, 10, 41, 44, 10, 4]
[4, 6, 14, 37, 8, 35, 41, 17, 4, 1, 17, 47, 49, 16, 7, 35, 45, 48, 4, 14, 32, 0, 13, 26, 26, 45, 11, 20, 27, 41, 17, 0, 36, 15, 17, 28, 47, 9, 23, 49, 4, 13, 42, 30, 20, 24, 21, 11, 31, 30, 45, 39, 4, 46, 3, 12, 6, 47, 1, 43, 14, 11, 0, 4, 19, 50, 4, 44, 0, 0, 20, 44, 27, 10, 40, 28, 11, 5, 31, 9, 48, 49, 25, 26, 22, 37, 11, 38, 40, 20, 31, 0, 39, 32, 6, 6, 30, 48, 9, 21, 11, 28, 5, 19, 19, 2, 19, 4, 9, 41, 25, 32, 30, 43, 36, 19, 4, 22, 38, 21, 49, 39, 17, 36, 32, 28, 6, 25, 39, 4, 14, 32, 48, 23, 46, 12, 28, 2, 26, 17, 45, 16, 29, 50, 18, 37, 28, 14, 29, 18, 37, 16]
[17, 36, 13, 11, 24, 37, 15, 39, 26, 32, 42, 6, 15, 5, 35, 1, 30, 3, 29, 30, 3, 13, 0, 2, 0, 3, 50, 38, 6, 0, 10, 35, 19, 27, 4, 21, 2, 11, 42, 46, 8, 43, 7, 22, 24, 49, 50, 44, 28, 11, 46, 34, 44, 16, 48, 48, 24, 0, 41, 17, 50, 23, 26, 36, 24, 6, 25, 26, 28, 26, 16, 33, 2, 49, 6, 46, 26, 7, 24, 16, 32, 38, 8, 10, 11, 42, 21, 47, 32, 29, 34, 17, 10, 36, 35, 16, 41, 16, 28, 44, 36, 50, 40, 41, 38, 30, 37, 4, 45, 45, 0, 13, 32, 21, 39, 16, 39, 35, 23, 33, 17, 18, 38, 46, 34, 45, 48, 12, 35, 31, 49, 9, 17, 29, 44, 30, 12, 44, 11, 30, 29, 12, 45, 20, 45, 3, 47, 34, 35, 36, 26, 8]
[33, 2, 12, 8, 21, 45, 45, 32, 2, 50, 41, 21, 48, 11, 10, 8, 38, 38, 8, 7, 42, 26, 2, 0, 19, 21, 35, 20, 25, 50, 35, 23, 36, 42, 6, 5, 33, 15, 8, 28, 47, 32, 16, 17, 47, 50, 14, 39, 22, 13, 8, 43, 42, 31, 39, 47, 2, 44, 16, 0, 44, 39, 43, 44, 43, 13, 12, 18, 38, 47, 10, 6, 27, 24, 10, 29, 40, 1, 29, 9, 14, 13, 50, 31, 35, 8, 37, 47, 43, 24, 26, 28, 36, 46, 10, 47, 39, 33, 28, 6, 28, 4, 30, 30, 47, 38, 19, 36, 11, 13, 23, 0, 12, 31, 1, 30, 43, 23, 8, 36, 35, 24, 50, 44, 7, 35, 26, 23, 8, 13, 49, 21, 7, 37, 6, 42, 43, 15, 8, 12, 13, 26, 49, 13, 12, 50, 19, 18, 4, 44, 0, 14]
[3, 33, 19, 24, 42, 16, 39, 5, 10, 5, 18, 47, 2, 17, 21, 9, 0, 23, 40, 2, 33, 26, 0, 19, 0, 44, 3, 29, 33, 6, 13, 2, 25, 3, 49, 48, 46, 34, 46, 18, 32, 1, 20, 0, 11, 38, 44, 45, 31, 14, 37, 12, 41, 41, 24, 45, 19, 41, 39, 27, 11, 5, 23, 50, 11, 16, 27, 29, 24, 47, 2, 26, 31, 16, 5, 19, 12, 1, 18, 20, 6, 3, 22, 39, 5, 18, 48, 47, 32, 31, 18, 36, 27, 18, 25, 44, 20, 37, 29, 42, 0, 45, 2, 0, 15, 7, 38, 9, 22, 21, 35, 22, 15, 1, 32, 3, 3, 39, 38, 44, 17, 36, 10, 9, 16, 47, 4, 33, 8, 27, 3, 16, 8, 20, 10, 42, 6, 19, 35, 38, 39, 48, 17, 10, 20, 19, 0, 35, 7, 21, 45, 11]
[0, 37, 5, 32, 12, 16, 40, 22, 3, 0, 30, 7, 39, 16, 16, 47, 49, 30, 29, 19, 1, 45, 3, 21, 44, 0, 35, 29, 26, 12, 28, 18, 27, 34, 26, 34, 9, 14, 43, 36, 27, 45, 32, 28, 8, 8, 18, 39, 41, 22, 13, 47, 26, 36, 25, 25, 14, 11, 19, 26, 2, 16, 34, 45, 49, 9, 28, 21, 47, 15, 9, 44, 39, 12, 41, 11, 11, 43, 38, 23, 8, 22, 25, 3, 0, 11, 5, 4, 50, 17, 22, 16, 9, 30, 29, 22, 29, 1, 37, 8, 35, 25, 1, 7, 0, 3, 31, 10, 45, 13, 49, 27, 22, 15, 13, 31, 31, 44, 29, 29, 33, 29, 11, 5, 25, 45, 49, 21, 22, 13, 13, 27, 4, 35, 19, 27, 28, 6, 37, 47, 34, 48, 37, 45, 22, 22, 26, 2, 15, 14, 17, 21]
[41, 7, 45, 3, 33, 19, 44, 21, 30, 16, 37, 30, 38, 24, 8, 19, 17, 46, 6, 29, 25, 11, 50, 35, 3, 35, 0, 20, 29, 45, 29, 12, 30, 27, 38, 40, 20, 48, 37, 1, 47, 8, 44, 6, 9, 7, 42, 37, 42, 27, 23, 7, 38, 9, 2, 46, 20, 28, 27, 24, 8, 12, 11, 36, 21, 8, 17, 9, 32, 22, 15, 45, 33, 46, 2, 6, 10, 24, 13, 31, 8, 40, 17, 47, 23, 40, 24, 27, 47, 44, 47, 31, 11, 9, 16, 19, 29, 43, 21, 30, 33, 26, 1, 19, 45, 2, 27, 5, 8, 20, 50, 32, 18, 33, 12, 5, 5, 18, 37, 24, 48, 48, 39, 37, 46, 29, 19, 3, 14, 43, 13, 41, 45, 20, 48, 14, 21, 37, 8, 29, 5, 22, 4, 2, 11, 20, 37, 35, 9, 1, 48, 0]
[5, 7, 39, 30, 22, 15, 38, 14, 28, 35, 9, 31, 27, 28, 19, 23, 50, 22, 42, 10, 14, 20, 38, 20, 29, 29, 20, 0, 18, 25, 45, 42, 21, 9, 27, 2, 22, 13, 25, 29, 20, 50, 37, 35, 39, 4, 43, 46, 46, 22, 29, 32, 29, 36, 43, 37, 15, 14, 15, 50, 31, 37, 37, 40, 33, 0, 39, 16, 33, 48, 40, 10, 14, 16, 10, 4, 13, 6, 26, 0, 16, 50, 26, 1, 13, 50, 38, 47, 39, 6, 1, 12, 44, 38, 12, 33, 6, 34, 11, 19, 36, 46, 25, 2, 23, 8, 40, 7, 7, 7, 30, 35, 7, 3, 39, 21, 20, 8, 11, 2, 29, 44, 5, 9, 22, 4, 12, 50, 37, 29, 12, 29, 19, 23, 23, 43, 4, 18, 34, 39, 47, 33, 5, 16, 12, 48, 26, 19, 6, 44, 18, 46]
[35, 11, 40, 13, 13, 35, 42, 5, 23, 46, 48, 27, 15, 43, 46, 23, 23, 12, 29, 43, 22, 27, 6, 25, 33, 26, 29, 18, 0, 39, 4, 26, 28, 50, 40, 41, 13, 40, 33, 0, 0, 3, 48, 27, 46, 6, 9, 23, 49, 31, 47, 11, 11, 26, 19, 26, 0, 4, 30, 13, 6, 2, 21, 26, 26, 50, 45, 11, 11, 9, 38, 41, 27, 43, 39, 10, 20, 31, 13, 47, 34, 47, 10, 8, 0, 39, 50, 32, 16, 21, 2, 0, 16, 6, 3, 19, 29, 48, 35, 1, 49, 33, 7, 33, 49, 36, 13, 34, 8, 16, 44, 41, 49, 42, 2, 46, 18, 11, 39, 15, 39, 22, 39, 9, 13, 1, 27, 17, 13, 32, 28, 20, 11, 32, 2, 34, 23, 29, 18, 25, 42, 48, 44, 7, 21, 14, 27, 19, 27, 18, 32, 40]
[12, 42, 36, 29, 3, 4, 29, 26, 16, 6, 28, 29, 23, 10, 15, 39, 1, 21, 32, 0, 11, 41, 0, 50, 6, 12, 45, 25, 39, 0, 1, 41, 10, 23, 10, 45, 26, 25, 30, 26, 14, 38, 43, 26, 36, 45, 11, 34, 2, 8, 20, 48, 25, 25, 0, 22, 15, 37, 33, 11, 1, 50, 2, 30, 27, 48, 37, 2, 48, 35, 14, 5, 21, 41, 32, 44, 17, 48, 38, 6, 50, 21, 16, 22, 30, 32, 3, 48, 41, 19, 40, 10, 29, 28, 43, 37, 23, 23, 32, 3, 35, 2, 49, 1, 15, 24, 48, 15, 8, 10, 28, 39, 15, 48, 37, 1, 40, 47, 8, 27, 40, 26, 14, 46, 32, 33, 23, 11, 1, 11, 29, 14, 22, 17, 6, 34, 31, 24, 13, 14, 42, 7, 4, 23, 17, 10, 35, 10, 40, 13, 42, 0]
