N1,N2,...,Nx
[36, 26, 49, 36, 19, 41, 35, 29, 46, 22, 0, 31, 50, 17, 31, 49, 41, 10, 46, 16, 46, 20, 11, 28, 13, 45, 25, 18, 17, 11, 13, 6, 31, 27, 34, 32, 14, 42, 46, 37, 19, 40, 18, 25, 14, 25, 0, 36, 2, 27, 11, 13, 50, 42, 18, 17, 10, 44, 18, 26, 38, 20, 45, 14, 17, 7, 44, 32, 23, 24, 19, 8, 44, 12, 47, 23, 30, 48, 29]
[3, 11, 12, 9, 15, 43, 22, 0, 10, 12, 31, 0, 21, 20, 1, 24, 42, 1, 47, 2, 15, 49, 40, 17, 11, 49, 10, 29, 22, 38, 12, 20, 48, 47, 16, 23, 35, 8, 16, 23, 30, 31, 5, 10, 23, 14, 36, 34, 19, 11, 11, 49, 23, 10, 6, 17, 4, 37, 21, 5, 13, 46, 33, 43, 46, 15, 33, 15, 43, 4, 16, 35, 29, 26, 21, 44, 18, 20, 0]
[40, 24, 30, 32, 4, 36, 3, 5, 17, 9, 50, 21, 0, 27, 26, 45, 30, 26, 2, 39, 9, 13, 30, 38, 13, 6, 47, 47, 3, 10, 14, 25, 42, 48, 36, 41, 4, 41, 40, 38, 24, 12, 33, 27, 13, 3, 40, 44, 2, 31, 18, 47, 14, 0, 27, 16, 40, 13, 12, 35, 38, 19, 44, 5, 44, 30, 6, 40, 9, 9, 25, 6, 35, 49, 48, 22, 7, 9, 7]
[29, 16, 19, 26, 36, 21, 12, 11, 49, 10, 17, 20, 27, 0, 36, 47, 6, 14, 22, 24, 6, 48, 13, 24, 15, 19, 18, 23, 47, 28, 29, 8, 27, 15, 50, 3, 18, 6, 22, 50, 50, 39, 21, 26, 29, 15, 33, 39, 44, 10, 13, 13, 41, 40, 13, 50, 5, 14, 32, 39, 0, 3, 11, 10, 4, 27, 9, 21, 9, 36, 4, 47, 11, 2, 24, 5, 50, 49, 32]
[34, 21, 29, 9, 17, 37, 43, 11, 38, 4, 31, 1, 26, 36, 0, 0, 25, 24, 11, 30, 13, 1, 39, 6, 2, 46, 6, 26, 41, 19, 39, 32, 12, 0, 40, 39, 11, 10, 35, 10, 5, 11, 10, 33, 46, 15, 7, 15, 26, 21, 26, 49, 0, 29, 25, 28, 49, 40, 47, 39, 27, 33, 4, 45, 18, 7, 0, 8, 47, 39, 7, 37, 29, 5, 22, 6, 26, 43, 3]
[33, 22, 5, 1, 50, 36, 39, 17, 13, 14, 49, 24, 45, 47, 0, 0, 17, 29, 32, 0, 41, 24, 19, 2, 15, 9, 24, 17, 4, 6, 9, 46, 20, 45, 12, 12, 49, 18, 41, 50, 34, 44, 1, 33, 5, 31, 33, 44, 8, 7, 14, 27, 7, 34, 30, 4, 23, 42, 5, 38, 20, 29, 2, 17, 27, 24, 37, 0, 43, 50, 43, 25, 9, 34, 8, 15, 17, 41, 14]
[8, 49, 46, 30, 40, 0, 31, 28, 14, 31, 41, 42, 30, 6, 25, 17, 0, 39, 33, 5, 34, 1, 42, 32, 45, 15, 40, 21, 28, 19, 24, 41, 3, 42, 9, 31, 35, 50, 17, 0, 43, 6, 41, 17, 49, 38, 39, 10, 18, 32, 13, 20, 9, 26, 25, 3, 16, 6, 38, 0, 23, 47, 14, 19, 37, 14, 44, 7, 10, 28, 0, 26, 7, 6, 46, 7, 2, 33, 46]
[16, 13, 8, 13, 13, 46, 18, 2, 23, 43, 10, 1, 26, 14, 24, 29, 39, 0, 6, 31, 29, 9, 1, 38, 11, 14, 23, 31, 29, 1, 1, 44, 11, 5, 0, 42, 42, 5, 35, 11, 16, 40, 43, 2, 20, 22, 32, 50, 37, 19, 5, 25, 39, 14, 47, 29, 9, 43, 30, 12, 40, 7, 46, 35, 29, 8, 47, 10, 30, 19, 9, 50, 22, 27, 25, 0, 39, 22, 44]
[12, 46, 1, 32, 27, 50, 50, 1, 30, 8, 46, 47, 2, 22, 11, 32, 33, 6, 0, 49, 50, 24, 23, 2, 26, 16, 46, 22, 22, 30, 28, 21, 14, 31, 49, 31, 44, 38, 50, 50, 8, 8, 20, 37, 10, 25, 15, 35, 25, 8, 4, 41, 19, 40, 1, 5, 20, 44, 10, 7, 36, 29, 37, 2, 24, 11, 41, 31, 14, 35, 18, 33, 29, 7, 15, 41, 8, 8, 21]
[30, 0, 9, 9, 24, 45, 4, 50, 40, 7, 16, 2, 39, 24, 30, 0, 5, 31, 49, 0, 17, 21, 19, 34, 38, 28, 3, 21, 25, 0, 23, 35, 5, 26, 24, 23, 47, 41, 38, 6, 35, 4, 42, 30, 18, 38, 18, 11, 24, 41, 1, 12, 5, 24, 3, 39, 21, 8, 9, 12, 28, 28, 28, 31, 40, 22, 12, 48, 17, 19, 16, 24, 24, 43, 50, 13, 9, 35, 14]
[39, 16, 40, 11, 32, 34, 45, 37, 22, 34, 46, 15, 9, 6, 13, 41, 34, 29, 50, 17, 0, 29, 25, 13, 41, 29, 29, 0, 9, 17, 27, 15, 4, 5, 13, 41, 29, 21, 38, 46, 7, 3, 13, 11, 32, 44, 21, 22, 10, 16, 37, 6, 24, 45, 30, 20, 5, 46, 24, 39, 14, 14, 43, 42, 6, 2, 42, 4, 50, 20, 42, 35, 35, 30, 22, 39, 18, 40, 37]
[18, 8, 24, 33, 23, 33, 24, 32, 49, 5, 20, 49, 13, 48, 1, 24, 1, 9, 24, 21, 29, 0, 19, 46, 33, 9, 10, 45, 35, 15, 0, 10, 18, 38, 37, 29, 9, 38, 9, 0, 46, 18, 30, 48, 14, 31, 29, 34, 29, 21, 43, 39, 11, 44, 24, 14, 0, 3, 14, 16, 17, 20, 13, 48, 12, 15, 14, 17, 0, 30, 34, 34, 41, 36, 15, 38, 6, 13, 5]
[10, 39, 25, 1, 6, 28, 40, 39, 46, 33, 11, 40, 30, 13, 39, 19, 42, 1, 23, 19, 25, 19, 0, 34, 32, 50, 37, 15, 12, 49, 49, 1, 39, 38, 24, 42, 50, 26, 31, 48, 17, 8, 30, 4, 16, 19, 12, 18, 38, 35, 12, 16, 41, 1, 14, 43, 17, 39, 3, 24, 30, 19, 32, 20, 26, 14, 2, 40, 30, 49, 20, 26, 2, 39, 32, 2, 46, 10, 24]
[28, 7, 36, 36, 42, 15, 0, 6, 18, 27, 28, 17, 38, 24, 6, 2, 32, 38, 2, 34, 13, 46, 34, 0, 32, 34, 34, 9, 2, 1, 49, 13, 9, 17, 33, 10, 2, 40, 23, 45, 43, 45, 48, 5, 34, 21, 50, 21, 13, 46, 3, 25, 11, 40, 8, 29, 49, 0, 43, 27, 2, 44, 18, 2, 44, 8, 25, 28, 27, 30, 31, 26, 4, 42, 29, 19, 45, 1, 4]
[22, 10, 33, 6, 39, 4, 49, 17, 20, 47, 13, 11, 13, 15, 2, 15, 45, 11, 26, 38, 41, 33, 32, 32, 0, 35, 12, 18, 9, 2, 38, 25, 7, 28, 48, 38, 49, 12, 10, 36, 49, 35, 49, 11, 31, 6, 30, 48, 3, 13, 47, 24, 31, 1, 26, 24, 40, 7, 35, 46, 14, 40, 9, 24, 35, 29, 20, 18, 12, 3, 47, 31, 49, 40, 25, 2, 50, 13, 5]
[33, 14, 24, 11, 38, 30, 4, 49, 19, 42, 45, 49, 6, 19, 46, 9, 15, 14, 16, 28, 29, 9, 50, 34, 35, 0, 22, 49, 16, 32, 6, 7, 50, 11, 34, 40, 38, 9, 20, 36, 13, 31, 28, 39, 21, 49, 16, 1, 49, 50, 23, 44, 24, 3, 10, 17, 37, 34, 12, 16, 7, 32, 44, 17, 42, 10, 36, 30, 26, 15, 19, 45, 32, 36, 24, 17, 27, 14, 32]
[26, 42, 47, 49, 15, 25, 12, 24, 4, 41, 25, 10, 47, 18, 6, 24, 40, 23, 46, 3, 29, 10, 37, 34, 12, 22, 0, 37, 43, 45, 42, 21, 6, 25, 6, 36, 21, 5, 39, 50, 4, 39, 7, 24, 15, 20, 0, 45, 45, 47, 32, 4, 5, 29, 19, 30, 0, 39, 43, 38, 15, 25, 25, 23, 43, 25, 15, 9, 45, 30, 9, 20, 33, 47, 8, 23, 25, 15, 15]
[12, 18, 21, 20, 24, 21, 37, 38, 37, 41, 18, 29, 47, 23, 26, 17, 21, 31, 22, 21, 0, 45, 15, 9, 18, 49, 37, 0, 35, 25, 18, 12, 34, 20, 0, 2, 37, 26, 40, 16, 34, 12, 10, 29, 25, 45, 43, 12, 38, 48, 41, 23, 22, 46, 34, 45, 9, 38, 9, 35, 7, 38, 32, 26, 48, 23, 35, 3, 12, 29, 26, 30, 40, 47, 6, 34, 2, 32, 46]
[25, 15, 34, 28, 10, 34, 34, 6, 48, 45, 17, 22, 3, 47, 41, 4, 28, 29, 22, 25, 9, 35, 12, 2, 9, 16, 43, 35, 0, 23, 6, 23, 27, 44, 29, 18, 41, 31, 35, 15, 31, 48, 30, 33, 12, 5, 28, 22, 30, 40, 35, 33, 6, 47, 13, 8, 26, 15, 3, 27, 17, 33, 13, 3, 7, 10, 47, 14, 14, 26, 45, 10, 19, 3, 30, 40, 27, 10, 25]
[20, 42, 17, 21, 13, 26, 20, 9, 31, 23, 11, 38, 10, 28, 19, 6, 19, 1, 30, 0, 17, 15, 49, 1, 2, 32, 45, 25, 23, 0, 31, 12, 27, 44, 2, 25, 30, 36, 15, 7, 12, 19, 23, 32, 50, 11, 46, 44, 27, 20, 14, 21, 22, 17, 39, 34, 11, 43, 10, 12, 10, 16, 20, 4, 18, 32, 32, 44, 7, 44, 46, 42, 45, 7, 12, 33, 14, 46, 9]
[23, 15, 13, 20, 28, 27, 7, 19, 29, 7, 13, 12, 14, 29, 39, 9, 24, 1, 28, 23, 27, 0, 49, 49, 38, 6, 42, 18, 6, 31, 0, 28, 8, 9, 21, 27, 22, 1, 39, 38, 19, 18, 1, 9, 0, 21, 43, 21, 12, 36, 8, 20, 44, 8, 31, 43, 7, 33, 3, 46, 41, 26, 22, 46, 44, 13, 47, 46, 23, 4, 18, 38, 21, 14, 8, 32, 35, 17, 35]
[45, 45, 14, 16, 28, 31, 49, 50, 10, 6, 6, 20, 25, 8, 32, 46, 41, 44, 21, 35, 15, 10, 1, 13, 25, 7, 21, 12, 23, 12, 28, 0, 43, 22, 6, 6, 23, 17, 48, 9, 37, 10, 17, 50, 23, 36, 8, 40, 23, 5, 16, 26, 8, 46, 24, 21, 3, 12, 21, 14, 18, 4, 23, 21, 7, 48, 25, 28, 40, 46, 27, 29, 7, 42, 13, 48, 47, 32, 6]
[2, 21, 23, 31, 38, 26, 17, 39, 49, 30, 31, 48, 42, 27, 12, 20, 3, 11, 14, 5, 4, 18, 39, 9, 7, 50, 6, 34, 27, 27, 8, 43, 0, 39, 50, 42, 12, 40, 37, 28, 42, 10, 21, 34, 17, 30, 12, 19, 6, 3, 46, 17, 37, 45, 25, 44, 11, 13, 39, 47, 7, 31, 26, 32, 33, 1, 27, 11, 34, 38, 28, 5, 48, 5, 35, 24, 20, 40, 47]
[14, 39, 14, 11, 32, 7, 36, 45, 2, 46, 27, 47, 48, 15, 0, 45, 42, 5, 31, 26, 5, 38, 38, 17, 28, 11, 25, 20, 44, 44, 9, 22, 39, 0, 38, 41, 32, 20, 36, 29, 10, 34, 24, 6, 23, 21, 9, 45, 6, 40, 24, 37, 10, 26, 48, 42, 49, 48, 38, 28, 3, 12, 45, 23, 37, 28, 33, 37, 35, 21, 6, 31, 50, 34, 19, 6, 40, 25, 23]
[9, 26, 19, 38, 26, 8, 32, 45, 18, 40, 34, 16, 36, 50, 40, 12, 9, 0, 49, 24, 13, 37, 24, 33, 48, 34, 6, 0, 29, 2, 21, 6, 50, 38, 0, 31, 28, 7, 20, 26, 37, 36, 25, 27, 6, 21, 36, 0, 22, 4, 15, 3, 37, 18, 12, 21, 43, 4, 23, 49, 27, 17, 33, 20, 27, 33, 32, 8, 12, 22, 40, 33, 33, 28, 0, 47, 44, 6, 24]
[41, 37, 3, 6, 21, 7, 4, 8, 48, 40, 32, 23, 41, 3, 39, 12, 31, 42, 31, 23, 41, 29, 42, 10, 38, 40, 36, 2, 18, 25, 27, 6, 42, 41, 31, 0, 8, 18, 0, 15, 4, 50, 43, 10, 12, 22, 29, 47, 3, 30, 46, 5, 37, 22, 42, 45, 17, 32, 10, 20, 49, 13, 3, 13, 1, 25, 16, 43, 33, 14, 47, 36, 10, 24, 0, 18, 27, 26, 3]
[0, 11, 38, 21, 8, 20, 36, 35, 2, 14, 14, 35, 4, 18, 11, 49, 35, 42, 44, 47, 29, 9, 50, 2, 49, 38, 21, 37, 41, 30, 22, 23, 12, 32, 28, 8, 0, 4, 21, 41, 11, 34, 37, 23, 30, 35, 28, 16, 40, 1, 28, 48, 41, 46, 33, 1, 45, 0, 13, 30, 47, 8, 0, 12, 50, 43, 8, 2, 47, 50, 3, 5, 44, 38, 32, 36, 8, 3, 21]
[16, 21, 38, 35, 50, 26, 49, 7, 10, 37, 42, 8, 41, 6, 10, 18, 50, 5, 38, 41, 21, 38, 26, 40, 12, 9, 5, 26, 31, 36, 1, 17, 40, 20, 7, 18, 4, 0, 19, 23, 6, 13, 29, 32, 50, 33, 49, 0, 22, 47, 33, 3, 44, 11, 49, 17, 28, 20, 24, 38, 9, 5, 1, 41, 28, 20, 24, 43, 19, 35, 15, 19, 39, 46, 37, 50, 18, 24, 11]
[30, 7, 11, 15, 3, 8, 42, 39, 39, 40, 46, 16, 40, 22, 35, 41, 17, 35, 50, 38, 38, 9, 31, 23, 10, 20, 39, 40, 35, 15, 39, 48, 37, 36, 20, 0, 21, 19, 0, 15, 49, 49, 48, 28, 22, 22, 32, 41, 5, 2, 15, 23, 4, 38, 23, 46, 37, 8, 21, 22, 50, 21, 19, 2, 21, 44, 12, 46, 31, 0, 22, 48, 17, 44, 47, 0, 17, 2, 13]
[5, 15, 49, 49, 3, 19, 0, 6, 24, 22, 37, 23, 38, 50, 10, 50, 0, 11, 50, 6, 46, 0, 48, 45, 36, 36, 50, 16, 15, 7, 38, 9, 28, 29, 26, 15, 41, 23, 15, 0, 29, 39, 22, 17, 42, 38, 38, 35, 12, 42, 34, 12, 8, 34, 22, 27, 24, 45, 50, 28, 50, 47, 30, 45, 4, 31, 15, 35, 40, 23, 44, 39, 11, 50, 11, 20, 4, 42, 33]
[7, 1, 32, 48, 13, 18, 31, 27, 47, 47, 19, 30, 24, 50, 5, 34, 43, 16, 8, 35, 7, 46, 17, 43, 49, 13, 4, 34, 31, 12, 19, 37, 42, 10, 37, 4, 11, 6, 49, 29, 0, 17, 40, 27, 19, 5, 44, 25, 3, 14, 33, 28, 48, 46, 4, 19, 2, 27, 15, 1, 45, 23, 13, 17, 18, 6, 32, 29, 19, 17, 36, 34, 13, 39, 48, 5, 38, 41, 40]
[9, 6, 18, 34, 23, 41, 39, 42, 14, 27, 40, 31, 12, 39, 11, 44, 6, 40, 8, 4, 3, 18, 8, 45, 35, 31, 39, 12, 48, 19, 18, 10, 10, 34, 36, 50, 34, 13, 49, 39, 17, 0, 9, 42, 24, 31, 5, 40, 1, 45, 30, 32, 9, 21, 11, 5, 26, 30, 36, 3, 15, 4, 17, 17, 21, 46, 23, 45, 40, 42, 47, 13, 31, 28, 11, 37, 38, 48, 48]
[11, 41, 41, 46, 14, 49, 7, 15, 38, 38, 18, 5, 33, 21, 10, 1, 41, 43, 20, 42, 13, 30, 30, 48, 49, 28, 7, 10, 30, 23, 1, 17, 21, 24, 25, 43, 37, 29, 48, 22, 40, 9, 0, 31, 27, 34, 40, 21, 11, 19, 42, 4, 44, 45, 31, 45, 6, 3, 30, 35, 3, 28, 33, 17, 3, 5, 22, 50, 21, 22, 7, 3, 27, 21, 46, 10, 50, 20, 40]
[13, 49, 2, 19, 46, 39, 46, 15, 28, 38, 25, 10, 27, 26, 33, 33, 17, 2, 37, 30, 11, 48, 4, 5, 11, 39, 24, 29, 33, 32, 9, 50, 34, 6, 27, 10, 23, 32, 28, 17, 27, 42, 31, 0, 0, 47, 6, 19, 48, 37, 24, 14, 16, 26, 19, 1, 25, 12, 44, 20, 42, 22, 1, 35, 8, 39, 19, 10, 8, 38, 4, 37, 49, 6, 18, 15, 25, 16, 2]
[19, 6, 39, 27, 15, 22, 28, 48, 25, 12, 14, 23, 13, 29, 46, 5, 49, 20, 10, 18, 32, 14, 16, 34, 31, 21, 15, 25, 12, 50, 0, 23, 17, 23, 6, 12, 30, 50, 22, 42, 19, 24, 27, 0, 0, 24, 21, 11, 50, 45, 14, 31, 17, 22, 4, 21, 11, 21, 4, 38, 3, 43, 12, 0, 39, 47, 11, 2, 50, 22, 37, 17, 10, 50, 20, 13, 31, 43, 49]
[3, 37, 25, 28, 48, 29, 34, 35, 18, 15, 25, 14, 3, 15, 15, 31, 38, 22, 25, 38, 44, 31, 19, 21, 6, 49, 20, 45, 5, 11, 21, 36, 30, 21, 21, 22, 35, 33, 22, 38, 5, 31, 34, 47, 24, 0, 12, 40, 27, 35, 31, 34, 17, 49, 9, 46, 21, 44, 9, 5, 22, 37, 41, 3, 32, 16, 12, 5, 6, 6, 49, 11, 32, 18, 9, 13, 27, 13, 27]
[29, 39, 22, 32, 16, 13, 24, 11, 12, 18, 0, 36, 40, 33, 7, 33, 39, 32, 15, 18, 21, 29, 12, 50, 30, 16, 0, 43, 28, 46, 43, 8, 12, 9, 36, 29, 28, 49, 32, 38, 44, 5, 40, 6, 21, 12, 0, 3, 40, 13, 3, 35, 46, 28, 5, 0, 37, 13, 7, 35, 33, 44, 12, 12, 30, 9, 15, 46, 1, 13, 47, 3, 7, 48, 9, 4, 31, 22, 43]
[39, 0, 19, 39, 34, 7, 9, 9, 44, 29, 36, 34, 44, 39, 15, 44, 10, 50, 35, 11, 22, 34, 18, 21, 48, 1, 45, 12, 22, 44, 21, 40, 19, 45, 0, 47, 16, 0, 41, 35, 25, 40, 21, 19, 11, 40, 3, 0, 24, 39, 38, 40, 23, 31, 7, 46, 22, 1, 34, 33, 7, 31, 25, 0, 7, 48, 11, 17, 34, 29, 4, 22, 44, 21, 24, 23, 2, 0, 5]
[24, 41, 48, 13, 46, 15, 43, 14, 26, 22, 2, 19, 2, 44, 26, 8, 18, 37, 25, 24, 10, 29, 38, 13, 3, 49, 45, 38, 30, 27, 12, 23, 6, 6, 22, 3, 40, 22, 5, 12, 3, 1, 11, 48, 50, 27, 40, 24, 0, 28, 42, 27, 5, 19, 38, 0, 4, 1, 34, 5, 13, 6, 13, 43, 35, 10, 2, 42, 9, 10, 17, 34, 8, 38, 41, 34, 0, 9, 5]
[37, 50, 12, 27, 5, 43, 3, 50, 37, 49, 27, 11, 31, 10, 21, 7, 32, 19, 8, 41, 16, 21, 35, 46, 13, 50, 47, 48, 40, 20, 36, 5, 3, 40, 4, 30, 1, 47, 2, 42, 14, 45, 19, 37, 45, 35, 13, 39, 28, 0, 37, 49, 36, 15, 13, 16, 43, 44, 42, 44, 42, 43, 42, 29, 3, 32, 38, 26, 15, 40, 34, 36, 2, 24, 24, 21, 18, 27, 47]
[27, 6, 19, 3, 23, 31, 27, 23, 6, 8, 11, 11, 18, 13, 26, 14, 13, 5, 4, 1, 37, 43, 12, 3, 47, 23, 32, 41, 35, 14, 8, 16, 46, 24, 15, 46, 28, 33, 15, 34, 33, 30, 42, 24, 14, 31, 3, 38, 42, 37, 0, 22, 24, 12, 18, 34, 41, 26, 42, 18, 11, 13, 30, 40, 13, 50, 30, 39, 28, 19, 38, 18, 10, 2, 22, 3, 18, 32, 47]
[34, 4, 19, 45, 11, 34, 4, 40, 22, 9, 13, 49, 47, 13, 49, 27, 20, 25, 41, 12, 6, 39, 16, 25, 24, 44, 4, 23, 33, 21, 20, 26, 17, 37, 3, 5, 48, 3, 23, 12, 28, 32, 4, 14, 31, 34, 35, 40, 27, 49, 22, 0, 18, 37, 48, 25, 45, 29, 6, 37, 0, 42, 1, 33, 37, 28, 5, 23, 15, 17, 43, 18, 2, 31, 14, 24, 25, 7, 24]
[35, 48, 26, 8, 38, 18, 36, 41, 13, 1, 50, 23, 14, 41, 0, 7, 9, 39, 19, 5, 24, 11, 41, 11, 31, 24, 5, 22, 6, 22, 44, 8, 37, 10, 37, 37, 41, 44, 4, 8, 48, 9, 44, 16, 17, 17, 46, 23, 5, 36, 24, 18, 0, 24, 7, 31, 41, 20, 15, 41, 19, 46, 0, 47, 29, 10, 47, 27, 16, 29, 34, 39, 11, 14, 3, 35, 37, 14, 38]
[47, 11, 37, 18, 23, 19, 20, 14, 16, 39, 42, 10, 0, 40, 29, 34, 26, 14, 40, 24, 45, 44, 1, 40, 1, 3, 29, 46, 47, 17, 8, 46, 45, 26, 18, 22, 46, 11, 38, 34, 46, 21, 45, 26, 22, 49, 28, 31, 19, 15, 12, 37, 24, 0, 20, 45, 22, 11, 26, 2, 49, 5, 2, 3, 31, 4, 3, 47, 28, 31, 13, 21, 44, 39, 37, 36, 33, 13, 43]
[50, 12, 3, 44, 25, 3, 21, 9, 13, 41, 18, 6, 27, 13, 25, 30, 25, 47, 1, 3, 30, 24, 14, 8, 26, 10, 19, 34, 13, 39, 31, 24, 25, 48, 12, 42, 33, 49, 23, 22, 4, 11, 31, 19, 4, 9, 5, 7, 38, 13, 18, 48, 7, 20, 0, 13, 34, 38, 42, 22, 12, 3, 42, 19, 41, 1, 17, 26, 22, 38, 43, 38, 11, 8, 41, 41, 16, 44, 27]
[32, 29, 14, 44, 6, 50, 20, 38, 8, 7, 17, 17, 16, 50, 28, 4, 3, 29, 5, 39, 20, 14, 43, 29, 24, 17, 30, 45, 8, 34, 43, 21, 44, 42, 21, 45, 1, 17, 46, 27, 19, 5, 45, 1, 21, 46, 0, 46, 0, 16, 34, 25, 31, 45, 13, 0, 50, 16, 13, 22, 41, 7, 4, 4, 1, 5, 48, 49, 12, 27, 8, 34, 10, 6, 5, 36, 41, 29, 11]
[24, 47, 37, 37, 44, 3, 28, 22, 35, 28, 10, 4, 40, 5, 49, 23, 16, 9, 20, 21, 5, 0, 17, 49, 40, 37, 0, 9, 26, 11, 7, 3, 11, 49, 43, 17, 45, 28, 37, 24, 2, 26, 6, 25, 11, 21, 37, 22, 4, 43, 41, 45, 41, 22, 34, 50, 0, 16, 41, 44, 41, 17, 44, 24, 8, 3, 38, 35, 46, 16, 50, 40, 29, 7, 35, 9, 46, 17, 30]
[41, 9, 46, 0, 15, 48, 33, 38, 16, 31, 44, 37, 13, 14, 40, 42, 6, 43, 44, 8, 46, 3, 39, 0, 7, 34, 39, 38, 15, 43, 33, 12, 13, 48, 4, 32, 0, 20, 8, 45, 27, 30, 3, 12, 21, 44, 13, 1, 1, 44, 26, 29, 20, 11, 38, 16, 16, 0, 13, 22, 50, 40, 38, 14, 8, 39, 47, 6, 49, 6, 11, 2, 11, 4, 29, 40, 23, 30, 21]
