N1,N2,...,Nx
[36, 44, 21, 26, 10, 37, 49, 39, 31, 7, 44, 22, 36, 10, 5, 47, 17, 10, 13, 12, 37, 21, 18, 22, 24, 2, 27, 0, 47, 44, 31, 13, 48, 44, 28, 12, 44, 26, 45, 40, 25, 21, 36, 24, 40, 34, 5, 17, 36, 46, 41, 7, 41]
[21, 7, 46, 35, 28, 23, 15, 46, 3, 23, 18, 28, 38, 45, 2, 2, 23, 14, 30, 36, 43, 49, 50, 44, 44, 45, 1, 47, 0, 41, 25, 46, 29, 17, 26, 22, 28, 5, 39, 22, 42, 41, 0, 13, 32, 46, 6, 50, 24, 16, 34, 25, 0]
[20, 36, 27, 43, 36, 42, 35, 2, 43, 14, 43, 20, 46, 5, 39, 39, 16, 35, 13, 50, 41, 16, 4, 19, 26, 0, 46, 44, 41, 0, 1, 30, 42, 27, 3, 27, 19, 0, 1, 18, 12, 15, 40, 45, 33, 33, 8, 41, 25, 23, 18, 28, 11]
[11, 25, 5, 9, 36, 0, 25, 22, 4, 14, 44, 36, 39, 6, 32, 10, 3, 12, 5, 32, 46, 23, 29, 40, 32, 2, 31, 31, 25, 1, 0, 12, 18, 18, 6, 49, 38, 11, 49, 30, 29, 24, 41, 13, 27, 33, 6, 49, 49, 3, 22, 11, 33]
[6, 13, 22, 24, 14, 42, 45, 14, 39, 37, 33, 20, 11, 28, 14, 30, 39, 29, 6, 3, 4, 44, 5, 29, 11, 23, 21, 13, 46, 30, 12, 0, 32, 15, 35, 7, 23, 19, 48, 46, 17, 40, 33, 18, 5, 10, 10, 44, 35, 14, 0, 12, 15]
[21, 43, 30, 25, 26, 37, 46, 27, 5, 33, 40, 30, 42, 19, 12, 39, 35, 33, 47, 5, 18, 32, 25, 44, 2, 22, 43, 48, 29, 42, 18, 32, 0, 21, 7, 36, 7, 42, 39, 38, 8, 35, 13, 46, 25, 48, 7, 30, 48, 18, 26, 24, 8]
[39, 2, 5, 41, 19, 33, 46, 21, 33, 33, 48, 3, 24, 7, 43, 14, 6, 38, 46, 16, 13, 14, 7, 39, 39, 29, 48, 44, 17, 27, 18, 15, 21, 0, 37, 7, 49, 8, 23, 1, 0, 32, 3, 1, 8, 4, 29, 3, 34, 4, 46, 29, 43]
[3, 26, 8, 23, 27, 33, 26, 15, 21, 10, 36, 50, 19, 49, 38, 5, 9, 48, 48, 41, 48, 20, 50, 8, 29, 41, 20, 28, 26, 3, 6, 35, 7, 37, 0, 20, 50, 22, 33, 20, 8, 40, 18, 47, 10, 25, 13, 46, 16, 18, 40, 4, 5]
[12, 42, 5, 41, 2, 31, 28, 8, 1, 23, 39, 8, 15, 35, 1, 22, 32, 48, 29, 38, 39, 38, 43, 47, 15, 24, 14, 12, 22, 27, 49, 7, 36, 7, 20, 0, 12, 33, 44, 39, 49, 30, 21, 24, 43, 24, 6, 29, 9, 42, 1, 6, 38]
[7, 42, 49, 15, 4, 47, 28, 18, 6, 30, 25, 0, 20, 46, 5, 7, 17, 46, 4, 5, 17, 31, 28, 32, 6, 0, 45, 44, 28, 19, 38, 23, 7, 49, 50, 12, 0, 49, 10, 4, 15, 31, 4, 42, 4, 2, 29, 8, 33, 18, 24, 5, 41]
[38, 44, 19, 22, 41, 18, 22, 27, 19, 33, 46, 9, 47, 46, 26, 2, 44, 6, 8, 3, 15, 50, 41, 30, 1, 27, 10, 26, 5, 0, 11, 19, 42, 8, 22, 33, 49, 0, 8, 40, 10, 10, 17, 18, 38, 31, 14, 9, 37, 30, 5, 27, 21]
[1, 37, 33, 0, 41, 12, 37, 38, 48, 7, 7, 39, 11, 43, 46, 29, 39, 29, 28, 7, 30, 31, 37, 18, 7, 32, 49, 45, 39, 1, 49, 48, 39, 23, 33, 44, 10, 8, 0, 8, 28, 42, 36, 36, 44, 28, 28, 25, 48, 19, 43, 44, 0]
[46, 33, 15, 1, 20, 11, 39, 12, 32, 36, 15, 19, 50, 22, 33, 15, 40, 37, 14, 48, 40, 6, 24, 35, 9, 28, 33, 40, 22, 18, 30, 46, 38, 1, 20, 39, 4, 40, 8, 0, 9, 43, 47, 50, 29, 42, 27, 47, 27, 42, 37, 24, 2]
[0, 40, 1, 7, 41, 49, 29, 15, 32, 46, 9, 39, 10, 47, 19, 5, 42, 24, 6, 32, 6, 42, 31, 42, 21, 23, 23, 25, 42, 12, 29, 17, 8, 0, 8, 49, 15, 10, 28, 9, 0, 30, 41, 16, 40, 3, 23, 20, 5, 11, 44, 21, 40]
[4, 2, 38, 42, 3, 15, 48, 35, 30, 13, 15, 0, 22, 30, 25, 30, 11, 8, 37, 10, 36, 39, 6, 6, 14, 31, 5, 21, 41, 15, 24, 40, 35, 32, 40, 30, 31, 10, 42, 43, 30, 0, 7, 0, 44, 43, 27, 12, 10, 7, 8, 41, 26]
[12, 26, 2, 34, 12, 42, 2, 40, 16, 31, 18, 27, 10, 2, 22, 46, 13, 19, 49, 22, 46, 28, 5, 12, 34, 48, 18, 36, 0, 40, 41, 33, 13, 3, 18, 21, 4, 17, 36, 47, 41, 7, 0, 42, 29, 44, 11, 30, 32, 22, 49, 1, 44]
[18, 38, 7, 31, 18, 37, 2, 26, 11, 32, 12, 33, 5, 21, 35, 22, 20, 43, 5, 43, 44, 14, 50, 34, 3, 17, 14, 24, 13, 45, 13, 18, 46, 1, 47, 24, 42, 18, 36, 50, 16, 0, 42, 0, 32, 15, 22, 47, 39, 17, 25, 1, 31]
[48, 21, 48, 19, 42, 37, 29, 19, 27, 22, 22, 45, 23, 41, 39, 22, 26, 5, 4, 34, 30, 11, 24, 45, 13, 21, 34, 40, 32, 33, 27, 5, 25, 8, 10, 43, 4, 38, 44, 29, 40, 44, 29, 32, 0, 8, 40, 23, 38, 43, 28, 19, 32]
[47, 25, 47, 39, 20, 34, 12, 28, 6, 32, 3, 50, 21, 14, 15, 44, 34, 28, 50, 24, 7, 7, 7, 45, 0, 5, 27, 34, 46, 33, 33, 10, 48, 4, 25, 24, 2, 31, 28, 42, 3, 43, 44, 15, 8, 0, 45, 49, 50, 36, 18, 50, 23]
[27, 21, 26, 44, 48, 1, 21, 47, 5, 21, 35, 21, 47, 25, 20, 37, 32, 22, 48, 40, 4, 15, 4, 0, 9, 32, 1, 5, 6, 8, 6, 10, 7, 29, 13, 6, 29, 14, 28, 27, 23, 27, 11, 22, 40, 45, 0, 41, 5, 30, 0, 19, 43]
[35, 5, 14, 26, 47, 27, 32, 19, 23, 6, 3, 28, 43, 11, 6, 21, 39, 9, 7, 19, 41, 20, 49, 0, 4, 24, 7, 17, 50, 41, 49, 44, 30, 3, 46, 29, 8, 9, 25, 47, 20, 12, 30, 47, 23, 49, 41, 0, 7, 31, 7, 42, 49]
[13, 22, 42, 18, 25, 7, 9, 43, 34, 2, 1, 26, 35, 8, 24, 27, 22, 26, 43, 4, 46, 23, 22, 13, 9, 18, 49, 36, 24, 25, 49, 35, 48, 34, 16, 9, 33, 37, 48, 27, 5, 10, 32, 39, 38, 50, 5, 7, 0, 28, 33, 19, 50]
[25, 38, 49, 33, 33, 35, 31, 10, 48, 13, 43, 46, 29, 27, 22, 46, 30, 34, 38, 10, 15, 7, 27, 36, 48, 2, 5, 46, 16, 23, 3, 14, 18, 4, 18, 42, 18, 30, 19, 42, 11, 7, 22, 17, 43, 36, 30, 31, 28, 0, 45, 30, 39]
[41, 2, 30, 37, 44, 39, 27, 14, 41, 24, 16, 43, 1, 18, 23, 15, 40, 39, 14, 13, 43, 11, 15, 31, 6, 15, 33, 41, 34, 18, 22, 0, 26, 46, 40, 1, 24, 5, 43, 37, 44, 8, 49, 25, 28, 18, 0, 7, 33, 45, 0, 43, 30]
[40, 0, 15, 23, 20, 50, 6, 5, 25, 18, 21, 18, 19, 10, 34, 43, 40, 35, 13, 41, 3, 20, 45, 2, 7, 38, 17, 7, 25, 28, 11, 12, 24, 29, 4, 6, 5, 27, 44, 24, 21, 41, 1, 1, 19, 50, 19, 42, 19, 30, 43, 0, 23]
[33, 31, 9, 29, 7, 48, 39, 30, 12, 46, 35, 17, 0, 18, 12, 39, 25, 17, 3, 37, 19, 12, 3, 44, 12, 47, 16, 41, 0, 11, 33, 15, 8, 43, 5, 38, 41, 21, 0, 2, 40, 26, 44, 31, 32, 23, 43, 49, 50, 39, 30, 23, 0]
