N1,N2,...,Nx
[46, 16, 14, 20, 48, 49, 18, 13, 14, 43, 0, 17, 22, 50, 6, 35, 13, 47, 12, 39, 28, 24, 21, 17, 14, 49, 37, 13, 38, 9, 30, 3, 43, 30, 42, 43, 3, 18, 44, 44, 8, 3, 20, 1, 46, 38, 21, 9, 25, 1, 40, 26, 2, 14, 21, 34, 3, 39, 29, 7, 5, 5, 27, 17, 0, 44, 11, 43, 32, 18, 5, 34, 23, 4, 49, 12, 39, 6, 1, 18, 17, 11, 36, 35, 40, 45, 44, 5, 23, 34, 26, 27, 34, 31, 42, 14, 8, 38, 28, 29, 41, 23, 43, 47, 25, 4, 38, 25, 48, 8, 32, 14, 17, 26, 48, 33, 34, 30, 16, 38, 31, 24, 14, 5, 22, 0, 18, 22, 45, 14, 50, 26, 36, 16, 7, 4, 12, 1, 6, 48, 22, 28, 5, 15, 40, 7, 38, 39, 49, 12, 37, 4, 12, 31, 1, 29, 30, 37, 27, 2, 40, 14, 24, 5, 30, 21, 9, 0, 20, 44, 36, 47, 1, 12, 35, 23, 1, 32, 37, 43, 43]
[48, 35, 37, 39, 4, 19, 2, 19, 48, 9, 17, 0, 1, 26, 2, 29, 0, 43, 6, 8, 15, 32, 24, 32, 42, 1, 11, 3, 14, 30, 18, 39, 45, 6, 3, 20, 20, 18, 39, 23, 41, 19, 42, 16, 10, 38, 16, 12, 22, 41, 50, 39, 12, 29, 4, 8, 35, 21, 38, 47, 2, 43, 22, 1, 15, 36, 44, 7, 16, 21, 20, 25, 50, 32, 10, 0, 35, 8, 31, 46, 29, 25, 4, 46, 49, 41, 14, 5, 30, 45, 43, 6, 16, 31, 25, 10, 28, 33, 19, 26, 39, 0, 1, 26, 21, 41, 39, 34, 6, 32, 28, 36, 20, 19, 38, 26, 42, 24, 35, 49, 46, 35, 37, 47, 45, 47, 27, 0, 18, 19, 49, 17, 44, 10, 9, 15, 27, 10, 41, 46, 29, 3, 27, 31, 19, 34, 39, 4, 49, 7, 22, 14, 34, 13, 50, 8, 24, 34, 20, 44, 42, 48, 32, 12, 30, 0, 15, 42, 11, 22, 20, 19, 5, 42, 30, 37, 26, 38, 30, 33, 47]
[41, 25, 47, 36, 25, 0, 34, 36, 6, 38, 22, 1, 0, 48, 14, 19, 37, 35, 17, 16, 22, 36, 35, 25, 18, 3, 24, 25, 17, 43, 14, 40, 5, 21, 12, 42, 42, 14, 31, 0, 39, 29, 36, 4, 50, 11, 19, 16, 0, 9, 21, 16, 0, 24, 16, 36, 19, 34, 2, 33, 47, 2, 15, 30, 7, 15, 31, 35, 32, 32, 22, 35, 9, 27, 17, 41, 40, 48, 28, 31, 11, 11, 50, 11, 42, 4, 18, 4, 27, 13, 5, 35, 25, 47, 33, 49, 35, 37, 46, 46, 35, 17, 37, 36, 15, 8, 48, 16, 32, 39, 23, 47, 43, 16, 12, 5, 37, 18, 24, 34, 23, 37, 28, 32, 3, 18, 31, 28, 35, 25, 19, 31, 25, 25, 5, 30, 29, 31, 14, 14, 43, 7, 12, 16, 29, 50, 22, 49, 12, 21, 0, 4, 25, 44, 35, 49, 14, 0, 35, 24, 46, 37, 49, 21, 16, 24, 18, 5, 16, 34, 12, 50, 46, 12, 45, 44, 42, 25, 19, 18, 17]
[27, 33, 2, 41, 15, 8, 33, 33, 19, 5, 50, 26, 48, 0, 29, 33, 38, 48, 43, 50, 43, 49, 16, 32, 1, 1, 49, 7, 23, 29, 30, 15, 29, 46, 10, 22, 15, 19, 49, 38, 41, 26, 27, 14, 47, 45, 29, 12, 21, 28, 41, 31, 39, 3, 27, 12, 46, 12, 44, 42, 19, 31, 46, 34, 36, 25, 25, 29, 2, 20, 33, 42, 14, 30, 0, 24, 40, 49, 29, 15, 37, 8, 1, 45, 4, 10, 0, 37, 10, 14, 34, 29, 26, 25, 10, 11, 42, 4, 26, 19, 13, 15, 7, 15, 46, 45, 22, 34, 19, 19, 23, 14, 19, 41, 9, 13, 38, 6, 11, 27, 1, 25, 8, 50, 1, 31, 24, 5, 3, 1, 5, 32, 4, 37, 22, 12, 46, 48, 25, 15, 40, 36, 10, 41, 12, 15, 29, 11, 25, 3, 23, 13, 1, 16, 33, 13, 38, 35, 13, 40, 9, 3, 24, 0, 50, 9, 35, 30, 20, 40, 14, 6, 45, 38, 4, 40, 3, 23, 43, 40, 24]
[3, 20, 45, 18, 4, 17, 49, 42, 8, 1, 6, 2, 14, 29, 0, 41, 12, 46, 33, 11, 4, 26, 48, 15, 30, 33, 41, 4, 22, 8, 16, 33, 22, 14, 39, 47, 47, 34, 27, 16, 24, 33, 28, 21, 11, 22, 40, 20, 43, 50, 12, 50, 31, 33, 24, 21, 45, 50, 31, 1, 5, 38, 36, 41, 9, 9, 23, 41, 34, 46, 34, 9, 17, 22, 23, 22, 41, 13, 45, 49, 14, 7, 21, 34, 5, 15, 33, 8, 13, 48, 24, 13, 42, 50, 36, 42, 10, 48, 28, 49, 3, 17, 5, 11, 35, 36, 16, 4, 33, 25, 45, 43, 1, 37, 31, 13, 3, 26, 18, 27, 34, 44, 20, 35, 44, 29, 35, 45, 20, 25, 33, 18, 49, 0, 17, 45, 44, 33, 42, 31, 35, 24, 37, 8, 0, 47, 40, 45, 15, 38, 50, 22, 38, 34, 37, 27, 44, 12, 19, 13, 43, 5, 15, 35, 24, 33, 31, 23, 6, 1, 6, 26, 21, 14, 37, 8, 37, 32, 30, 21, 47]
[23, 17, 11, 47, 39, 4, 24, 29, 22, 13, 35, 29, 19, 33, 41, 0, 6, 30, 13, 30, 20, 25, 50, 17, 47, 30, 42, 22, 27, 33, 7, 49, 48, 16, 29, 35, 39, 16, 2, 14, 27, 23, 47, 1, 33, 23, 50, 30, 50, 26, 47, 11, 14, 11, 17, 3, 6, 46, 13, 5, 31, 16, 43, 17, 21, 18, 27, 44, 18, 29, 38, 4, 15, 28, 33, 46, 42, 37, 4, 49, 26, 5, 24, 9, 4, 39, 32, 16, 34, 20, 31, 17, 49, 7, 38, 27, 44, 48, 34, 0, 14, 44, 42, 24, 7, 44, 50, 50, 45, 35, 18, 41, 22, 49, 11, 29, 0, 42, 24, 14, 32, 11, 43, 21, 39, 8, 18, 10, 49, 15, 11, 15, 15, 39, 30, 6, 30, 24, 37, 29, 19, 33, 31, 26, 43, 37, 41, 41, 15, 30, 11, 17, 15, 2, 10, 44, 38, 5, 48, 44, 22, 21, 19, 16, 33, 22, 18, 40, 33, 30, 50, 0, 15, 1, 22, 0, 0, 3, 1, 29, 12]
[11, 9, 13, 26, 47, 19, 19, 23, 18, 30, 13, 0, 37, 38, 12, 6, 0, 0, 5, 35, 6, 2, 11, 11, 17, 37, 18, 33, 36, 31, 28, 12, 9, 20, 33, 38, 2, 45, 44, 37, 16, 27, 5, 39, 39, 35, 12, 27, 21, 9, 26, 15, 33, 33, 27, 36, 30, 43, 20, 34, 32, 7, 41, 20, 13, 3, 21, 11, 27, 45, 1, 44, 30, 2, 16, 41, 41, 22, 36, 43, 41, 2, 24, 42, 7, 25, 21, 41, 21, 31, 25, 9, 7, 15, 34, 7, 26, 22, 36, 44, 27, 27, 23, 37, 13, 32, 12, 45, 24, 15, 29, 19, 45, 14, 10, 31, 17, 12, 6, 24, 25, 25, 27, 37, 49, 27, 45, 5, 4, 35, 16, 40, 43, 9, 38, 31, 50, 25, 34, 22, 11, 4, 36, 46, 7, 35, 41, 32, 39, 15, 47, 27, 13, 28, 20, 27, 19, 43, 23, 33, 31, 25, 47, 48, 11, 21, 11, 49, 26, 37, 9, 3, 1, 31, 6, 37, 17, 47, 21, 14, 14]
[36, 13, 22, 43, 42, 8, 43, 35, 46, 39, 47, 43, 35, 48, 46, 30, 0, 0, 33, 9, 6, 5, 37, 19, 28, 17, 42, 49, 34, 33, 48, 34, 44, 17, 47, 34, 40, 38, 28, 45, 38, 29, 5, 19, 19, 45, 39, 0, 39, 22, 46, 19, 25, 22, 25, 41, 32, 19, 39, 36, 14, 10, 47, 26, 44, 37, 1, 1, 43, 9, 3, 29, 34, 40, 47, 40, 34, 34, 49, 42, 26, 35, 39, 29, 39, 14, 3, 33, 38, 24, 39, 43, 8, 25, 6, 4, 18, 21, 22, 8, 17, 6, 7, 13, 35, 28, 47, 31, 47, 17, 46, 9, 9, 46, 13, 29, 8, 20, 21, 14, 48, 5, 47, 3, 10, 8, 2, 28, 4, 15, 34, 47, 32, 37, 4, 14, 9, 33, 11, 8, 42, 22, 35, 20, 22, 14, 7, 47, 49, 19, 41, 11, 19, 48, 14, 13, 40, 33, 48, 10, 42, 36, 36, 7, 42, 44, 39, 10, 6, 12, 20, 15, 7, 35, 34, 19, 4, 33, 27, 4, 29]
[38, 14, 45, 14, 16, 21, 1, 26, 13, 0, 12, 6, 17, 43, 33, 13, 5, 33, 0, 8, 4, 22, 36, 18, 4, 31, 29, 10, 18, 23, 16, 44, 6, 31, 18, 8, 29, 18, 34, 9, 18, 31, 34, 48, 2, 11, 28, 24, 16, 4, 15, 24, 39, 46, 43, 15, 45, 11, 29, 0, 0, 18, 36, 24, 42, 18, 6, 6, 20, 8, 31, 40, 13, 36, 21, 30, 47, 30, 42, 24, 42, 33, 36, 34, 32, 31, 13, 38, 29, 42, 50, 37, 5, 11, 11, 5, 41, 28, 31, 16, 40, 8, 49, 20, 48, 1, 0, 23, 14, 39, 29, 48, 47, 20, 36, 28, 33, 9, 42, 16, 37, 1, 9, 40, 29, 46, 5, 28, 27, 48, 10, 4, 33, 8, 47, 48, 26, 4, 10, 20, 37, 21, 36, 48, 30, 6, 34, 8, 4, 34, 29, 46, 1, 49, 40, 7, 35, 17, 9, 22, 19, 5, 15, 10, 18, 6, 40, 11, 2, 40, 19, 7, 14, 22, 49, 8, 15, 47, 16, 7, 15]
[39, 17, 16, 4, 3, 35, 0, 20, 23, 6, 39, 8, 16, 50, 11, 30, 35, 9, 8, 0, 21, 49, 32, 32, 5, 20, 13, 14, 33, 2, 34, 28, 45, 30, 9, 20, 6, 37, 20, 49, 16, 46, 13, 42, 50, 23, 5, 38, 45, 2, 13, 44, 11, 37, 27, 11, 15, 14, 6, 40, 43, 11, 30, 44, 21, 35, 32, 19, 43, 7, 18, 38, 27, 32, 10, 29, 35, 39, 14, 43, 19, 12, 31, 48, 4, 10, 38, 50, 6, 46, 14, 26, 11, 4, 40, 26, 12, 21, 31, 36, 7, 42, 40, 50, 28, 39, 16, 5, 17, 9, 38, 27, 38, 44, 45, 28, 15, 31, 28, 1, 16, 15, 5, 29, 17, 13, 23, 16, 30, 13, 8, 47, 46, 17, 50, 46, 30, 43, 39, 12, 44, 1, 44, 0, 26, 21, 9, 50, 11, 41, 32, 49, 50, 17, 44, 27, 15, 34, 15, 23, 15, 24, 23, 34, 44, 23, 0, 19, 7, 12, 9, 33, 1, 41, 12, 36, 10, 3, 5, 1, 10]
[49, 12, 28, 13, 13, 32, 8, 47, 6, 33, 28, 15, 22, 43, 4, 20, 6, 6, 4, 21, 0, 36, 46, 20, 6, 13, 9, 16, 14, 34, 49, 0, 1, 9, 37, 34, 0, 37, 46, 3, 12, 50, 39, 38, 30, 45, 30, 36, 33, 29, 44, 49, 44, 24, 45, 33, 50, 3, 29, 30, 28, 22, 26, 41, 26, 5, 2, 49, 0, 32, 42, 46, 26, 30, 34, 21, 43, 3, 20, 20, 23, 33, 3, 18, 15, 36, 43, 6, 36, 27, 27, 31, 49, 38, 25, 4, 33, 26, 24, 14, 2, 20, 43, 36, 33, 26, 14, 37, 39, 38, 21, 19, 15, 13, 47, 32, 14, 18, 47, 46, 50, 3, 12, 26, 31, 37, 12, 9, 16, 8, 13, 34, 1, 1, 8, 11, 2, 15, 22, 19, 38, 0, 9, 26, 48, 11, 23, 15, 36, 5, 29, 41, 21, 34, 31, 32, 26, 13, 3, 13, 48, 12, 23, 20, 22, 47, 9, 39, 6, 45, 49, 32, 8, 22, 13, 4, 16, 42, 27, 13, 15]
[6, 38, 41, 49, 7, 5, 49, 8, 34, 26, 24, 32, 36, 49, 26, 25, 2, 5, 22, 49, 36, 0, 28, 50, 13, 2, 32, 13, 8, 26, 39, 8, 27, 26, 17, 8, 17, 30, 38, 50, 36, 3, 39, 46, 12, 48, 27, 49, 44, 20, 33, 4, 24, 4, 13, 18, 28, 20, 4, 32, 6, 28, 14, 16, 5, 30, 11, 10, 18, 28, 21, 28, 18, 36, 46, 12, 25, 36, 12, 5, 29, 40, 50, 23, 24, 23, 1, 1, 40, 18, 48, 31, 14, 31, 10, 40, 41, 16, 47, 11, 35, 19, 26, 31, 10, 24, 30, 41, 39, 28, 11, 11, 22, 17, 48, 27, 26, 18, 36, 32, 16, 10, 0, 28, 45, 7, 11, 10, 44, 31, 29, 14, 29, 10, 50, 49, 16, 38, 19, 29, 38, 4, 20, 8, 49, 3, 16, 34, 7, 18, 34, 18, 50, 49, 37, 28, 16, 31, 34, 23, 23, 24, 16, 3, 13, 3, 1, 26, 31, 26, 23, 30, 39, 0, 39, 45, 6, 46, 43, 13, 16]
[21, 45, 26, 22, 37, 48, 20, 7, 5, 48, 21, 24, 35, 16, 48, 50, 11, 37, 36, 32, 46, 28, 0, 2, 2, 4, 44, 20, 31, 19, 50, 30, 2, 46, 14, 33, 23, 2, 49, 12, 44, 50, 25, 10, 7, 13, 22, 28, 9, 1, 36, 42, 7, 13, 34, 8, 23, 50, 9, 30, 29, 46, 45, 7, 14, 26, 49, 14, 39, 16, 50, 1, 30, 34, 30, 43, 37, 27, 48, 18, 45, 22, 10, 47, 13, 6, 16, 23, 29, 30, 12, 46, 18, 27, 3, 0, 32, 23, 22, 5, 3, 49, 2, 41, 37, 18, 27, 7, 5, 1, 37, 9, 25, 1, 32, 14, 30, 2, 32, 44, 32, 11, 48, 24, 7, 35, 39, 17, 29, 17, 13, 14, 48, 40, 17, 19, 0, 9, 9, 28, 24, 47, 49, 38, 11, 30, 1, 32, 47, 48, 9, 28, 6, 26, 12, 5, 36, 0, 40, 25, 22, 49, 9, 33, 36, 30, 18, 25, 34, 41, 4, 36, 15, 32, 4, 26, 1, 50, 44, 12, 28]
[36, 1, 5, 34, 13, 24, 28, 3, 23, 45, 17, 32, 25, 32, 15, 17, 11, 19, 18, 32, 20, 50, 2, 0, 40, 14, 23, 5, 1, 48, 41, 16, 24, 11, 28, 1, 44, 12, 12, 14, 30, 39, 5, 32, 26, 0, 13, 28, 47, 14, 9, 33, 21, 24, 20, 35, 41, 8, 44, 40, 13, 24, 49, 41, 18, 3, 13, 42, 20, 21, 13, 1, 0, 16, 9, 8, 14, 14, 27, 50, 23, 43, 38, 4, 8, 40, 34, 37, 49, 7, 43, 21, 45, 3, 35, 38, 30, 8, 32, 9, 46, 23, 12, 42, 37, 30, 23, 34, 45, 31, 11, 16, 25, 22, 20, 49, 50, 3, 2, 42, 49, 10, 6, 22, 35, 14, 6, 22, 30, 19, 49, 17, 11, 16, 32, 13, 37, 32, 35, 24, 49, 30, 21, 23, 20, 7, 44, 25, 30, 25, 14, 45, 13, 13, 46, 6, 11, 41, 39, 32, 26, 49, 48, 14, 21, 19, 0, 20, 21, 41, 8, 5, 8, 32, 2, 8, 10, 50, 21, 7, 31]
[10, 13, 1, 18, 4, 2, 27, 29, 13, 36, 14, 42, 18, 1, 30, 47, 17, 28, 4, 5, 6, 13, 2, 40, 0, 34, 34, 33, 41, 42, 47, 29, 6, 41, 27, 43, 17, 30, 12, 11, 38, 9, 1, 27, 43, 44, 40, 23, 16, 28, 47, 14, 25, 14, 7, 49, 15, 47, 23, 17, 31, 49, 8, 7, 38, 46, 12, 40, 24, 43, 24, 30, 37, 38, 12, 40, 39, 37, 29, 18, 49, 4, 2, 45, 6, 4, 40, 34, 8, 29, 30, 26, 35, 48, 43, 2, 37, 8, 13, 27, 20, 10, 35, 28, 24, 7, 48, 18, 7, 20, 46, 4, 40, 41, 9, 13, 14, 39, 17, 17, 43, 9, 7, 34, 23, 23, 21, 28, 44, 39, 17, 34, 2, 29, 16, 16, 40, 34, 10, 43, 40, 27, 48, 26, 18, 13, 25, 43, 5, 35, 23, 6, 42, 49, 28, 17, 4, 2, 11, 11, 30, 37, 31, 39, 34, 36, 16, 36, 11, 31, 35, 0, 32, 2, 30, 7, 49, 46, 31, 10, 43]
