N1,N2,...,Nx
[31, 19, 0, 46, 39, 29, 21, 43, 14, 29, 0, 30, 3, 24, 30, 33, 9, 12, 17, 29, 14, 12, 32, 35, 31, 24, 40, 3, 12, 7, 22, 37, 45, 14, 10, 45, 32, 18, 11, 19, 46, 22, 31, 39, 49, 19, 11, 12, 8, 36, 35, 20, 24, 28, 46, 37, 29, 25, 28, 36, 7, 45, 22, 35, 29, 36, 16, 2, 18, 12, 18, 26, 39, 27, 25, 10, 30, 41, 46, 32, 4, 38, 18, 42, 34, 2, 16, 7, 6, 4, 16, 50, 2, 5, 21, 49, 44, 40, 4, 13, 1, 16, 8, 11, 10, 22, 46, 46, 24, 4, 41, 22, 12, 39, 19, 24, 1, 30, 20, 21, 3, 25, 22, 20, 37, 44, 2, 36, 48, 14, 46, 12, 21, 29, 8, 8, 4, 19, 16, 13, 25, 42, 1, 20, 23, 10, 36, 0, 21, 19, 11, 36, 28, 11, 49, 0, 6, 26, 2, 31, 3, 6, 32, 1, 39, 45, 30, 42, 45]
[48, 28, 25, 17, 18, 47, 6, 35, 8, 19, 30, 0, 29, 41, 11, 3, 10, 33, 8, 13, 20, 18, 0, 30, 45, 30, 32, 9, 32, 13, 22, 39, 22, 23, 33, 18, 6, 47, 33, 41, 27, 45, 16, 40, 50, 1, 30, 0, 8, 4, 17, 8, 3, 1, 38, 24, 39, 36, 18, 26, 10, 29, 48, 1, 13, 39, 45, 35, 5, 46, 12, 14, 23, 13, 33, 43, 9, 4, 39, 17, 22, 38, 14, 21, 16, 39, 34, 1, 45, 45, 41, 21, 49, 30, 38, 44, 29, 41, 3, 42, 6, 45, 6, 38, 38, 12, 0, 17, 38, 44, 39, 44, 35, 36, 48, 13, 10, 37, 43, 22, 23, 43, 26, 9, 23, 49, 28, 15, 39, 3, 7, 1, 16, 9, 6, 45, 33, 27, 37, 40, 37, 24, 21, 19, 9, 19, 28, 6, 39, 42, 42, 13, 45, 23, 5, 31, 1, 33, 21, 36, 23, 8, 14, 44, 32, 7, 9, 49, 28]
[7, 39, 42, 45, 18, 41, 40, 13, 38, 43, 3, 29, 0, 12, 35, 1, 17, 38, 31, 4, 24, 2, 48, 12, 25, 39, 13, 20, 16, 40, 1, 12, 3, 8, 1, 23, 44, 24, 45, 25, 13, 48, 12, 8, 14, 40, 18, 31, 39, 27, 48, 30, 13, 34, 44, 29, 20, 42, 30, 41, 27, 39, 20, 26, 50, 5, 10, 0, 9, 49, 32, 23, 24, 27, 9, 22, 44, 19, 16, 29, 32, 15, 25, 11, 25, 18, 20, 39, 5, 3, 36, 38, 17, 5, 18, 21, 14, 17, 44, 34, 26, 36, 3, 26, 41, 46, 47, 4, 25, 5, 38, 22, 10, 8, 49, 9, 37, 10, 37, 43, 47, 11, 46, 44, 30, 34, 34, 42, 25, 17, 20, 35, 25, 17, 50, 25, 26, 22, 28, 26, 41, 44, 31, 47, 44, 40, 25, 27, 42, 14, 47, 32, 5, 45, 1, 33, 0, 18, 38, 6, 17, 28, 18, 13, 1, 27, 48, 40, 8]
[6, 8, 41, 38, 24, 2, 5, 8, 9, 22, 24, 41, 12, 0, 22, 49, 31, 6, 10, 30, 50, 13, 46, 24, 44, 30, 39, 19, 47, 39, 1, 13, 23, 16, 7, 24, 31, 20, 41, 0, 9, 33, 41, 34, 14, 50, 38, 26, 47, 21, 49, 17, 27, 31, 49, 3, 31, 5, 5, 10, 23, 28, 9, 27, 45, 24, 30, 39, 41, 27, 11, 25, 20, 47, 0, 5, 19, 31, 46, 22, 14, 18, 37, 11, 39, 40, 43, 23, 0, 6, 3, 28, 6, 14, 47, 5, 50, 7, 26, 11, 18, 41, 13, 27, 3, 42, 32, 31, 12, 17, 14, 23, 16, 44, 5, 50, 5, 36, 10, 39, 24, 18, 2, 30, 50, 18, 4, 9, 34, 31, 35, 39, 1, 33, 0, 44, 31, 40, 26, 32, 50, 1, 17, 31, 21, 0, 17, 11, 40, 47, 39, 46, 9, 39, 45, 34, 29, 46, 4, 22, 11, 13, 43, 18, 24, 26, 43, 2, 44]
[32, 11, 12, 24, 23, 30, 12, 10, 7, 13, 30, 11, 35, 22, 0, 23, 44, 3, 47, 1, 49, 13, 43, 40, 44, 18, 27, 45, 27, 14, 28, 31, 46, 33, 17, 39, 39, 21, 21, 19, 24, 45, 24, 48, 6, 5, 21, 34, 24, 6, 22, 23, 4, 47, 50, 35, 24, 28, 4, 22, 2, 2, 25, 35, 44, 2, 1, 2, 44, 37, 28, 2, 2, 25, 7, 12, 20, 24, 42, 47, 28, 47, 24, 33, 45, 1, 26, 11, 47, 6, 20, 37, 33, 25, 10, 33, 3, 0, 40, 33, 31, 10, 40, 33, 38, 48, 29, 0, 35, 15, 44, 12, 12, 2, 3, 13, 18, 25, 43, 8, 8, 0, 6, 39, 1, 27, 21, 7, 41, 14, 18, 30, 7, 43, 23, 4, 13, 27, 11, 3, 46, 49, 32, 36, 20, 40, 12, 37, 33, 47, 47, 0, 10, 4, 35, 2, 45, 32, 29, 8, 44, 4, 49, 41, 42, 23, 7, 12, 2]
[8, 8, 22, 41, 3, 21, 23, 31, 34, 31, 33, 3, 1, 49, 23, 0, 37, 35, 3, 11, 27, 32, 12, 31, 30, 45, 42, 13, 30, 23, 15, 16, 23, 25, 14, 12, 9, 2, 5, 5, 30, 42, 10, 33, 46, 17, 1, 42, 7, 16, 12, 34, 3, 34, 12, 26, 37, 11, 30, 42, 25, 30, 44, 2, 29, 2, 6, 24, 14, 1, 16, 46, 38, 23, 29, 24, 41, 5, 43, 36, 11, 18, 15, 7, 21, 10, 15, 10, 5, 37, 13, 19, 42, 28, 37, 5, 43, 19, 41, 43, 16, 30, 19, 46, 20, 8, 37, 33, 11, 10, 35, 34, 15, 34, 1, 15, 6, 37, 28, 42, 14, 29, 18, 14, 8, 19, 42, 31, 5, 28, 34, 38, 11, 39, 17, 14, 13, 38, 1, 16, 48, 34, 30, 23, 37, 15, 32, 46, 34, 20, 10, 33, 20, 7, 15, 39, 34, 31, 11, 45, 24, 49, 3, 16, 40, 23, 9, 33, 43]
[30, 45, 47, 0, 48, 20, 11, 36, 37, 26, 9, 10, 17, 31, 44, 37, 0, 2, 30, 13, 44, 49, 36, 43, 10, 22, 47, 5, 45, 45, 0, 33, 25, 33, 6, 49, 24, 29, 28, 11, 24, 20, 41, 6, 42, 0, 39, 41, 1, 31, 8, 50, 28, 22, 23, 36, 37, 6, 40, 48, 7, 15, 46, 12, 14, 48, 22, 0, 20, 27, 50, 2, 27, 8, 30, 13, 41, 5, 38, 19, 6, 29, 9, 21, 14, 11, 50, 13, 25, 35, 8, 0, 22, 18, 6, 33, 27, 30, 44, 48, 48, 2, 14, 27, 38, 18, 44, 6, 4, 16, 20, 41, 40, 22, 13, 19, 8, 22, 31, 44, 4, 13, 45, 41, 0, 23, 36, 2, 12, 35, 4, 45, 44, 0, 49, 37, 43, 12, 4, 8, 42, 24, 20, 29, 35, 40, 0, 12, 4, 11, 10, 11, 9, 27, 31, 5, 38, 1, 3, 38, 32, 45, 36, 6, 23, 38, 14, 28, 8]
[34, 7, 24, 46, 44, 36, 19, 9, 37, 40, 12, 33, 38, 6, 3, 35, 2, 0, 4, 27, 10, 8, 9, 11, 50, 41, 48, 44, 31, 23, 23, 18, 27, 19, 28, 14, 41, 17, 42, 30, 46, 50, 10, 30, 45, 10, 3, 12, 47, 0, 18, 10, 31, 34, 6, 19, 8, 35, 43, 22, 8, 3, 36, 10, 3, 39, 16, 9, 46, 34, 6, 3, 50, 41, 0, 35, 50, 12, 35, 6, 41, 32, 23, 39, 48, 35, 35, 36, 32, 50, 38, 8, 43, 38, 48, 45, 21, 35, 10, 27, 24, 0, 24, 27, 8, 4, 2, 5, 50, 46, 38, 14, 40, 43, 28, 50, 0, 34, 18, 29, 28, 33, 9, 3, 24, 31, 33, 26, 15, 3, 28, 47, 35, 26, 34, 47, 39, 0, 9, 48, 2, 31, 48, 3, 23, 20, 2, 34, 25, 17, 44, 48, 2, 28, 6, 36, 49, 18, 33, 26, 31, 45, 39, 21, 24, 7, 3, 15, 50]
[14, 45, 33, 14, 24, 34, 18, 37, 20, 11, 17, 8, 31, 10, 47, 3, 30, 4, 0, 25, 45, 35, 40, 30, 4, 1, 42, 19, 4, 23, 19, 36, 1, 44, 33, 46, 30, 50, 20, 26, 42, 38, 12, 45, 27, 26, 23, 2, 23, 12, 10, 24, 20, 0, 30, 33, 33, 44, 43, 10, 25, 8, 6, 10, 43, 44, 14, 47, 6, 45, 33, 18, 45, 20, 30, 22, 22, 46, 23, 44, 34, 11, 32, 49, 33, 27, 48, 32, 25, 49, 44, 50, 20, 39, 10, 40, 14, 24, 45, 22, 9, 4, 35, 35, 4, 42, 43, 46, 12, 6, 15, 26, 33, 39, 50, 46, 36, 45, 28, 24, 6, 20, 39, 45, 25, 0, 37, 29, 44, 33, 37, 42, 31, 14, 34, 18, 9, 47, 18, 2, 3, 22, 1, 49, 36, 29, 44, 8, 47, 6, 37, 6, 21, 27, 19, 39, 5, 22, 16, 27, 29, 35, 28, 30, 20, 43, 46, 32, 42]
[38, 21, 3, 38, 18, 15, 26, 16, 49, 49, 29, 13, 4, 30, 1, 11, 13, 27, 25, 0, 29, 2, 2, 16, 38, 1, 25, 44, 21, 30, 10, 9, 28, 12, 26, 6, 23, 39, 29, 45, 20, 29, 11, 15, 30, 4, 3, 14, 1, 24, 42, 15, 2, 36, 30, 3, 26, 13, 25, 1, 40, 47, 20, 22, 47, 16, 35, 30, 11, 13, 26, 26, 34, 40, 32, 32, 44, 34, 17, 32, 21, 16, 44, 32, 1, 49, 1, 38, 6, 40, 45, 43, 1, 48, 23, 45, 3, 23, 12, 36, 2, 33, 40, 40, 20, 50, 35, 4, 3, 19, 15, 8, 34, 36, 25, 8, 37, 33, 47, 34, 14, 47, 20, 14, 16, 15, 48, 42, 42, 42, 46, 23, 16, 25, 1, 46, 1, 6, 13, 11, 4, 11, 40, 12, 29, 20, 22, 9, 4, 14, 4, 41, 31, 50, 11, 21, 6, 12, 7, 2, 13, 13, 0, 17, 20, 24, 31, 44, 25]
[42, 41, 43, 0, 50, 7, 17, 20, 40, 35, 14, 20, 24, 50, 49, 27, 44, 10, 45, 29, 0, 34, 33, 3, 33, 20, 0, 18, 22, 39, 6, 15, 11, 15, 41, 42, 1, 49, 8, 36, 6, 1, 26, 22, 38, 36, 46, 17, 42, 26, 13, 47, 21, 40, 6, 29, 7, 42, 17, 29, 23, 21, 35, 8, 4, 5, 41, 45, 6, 29, 18, 22, 3, 17, 28, 31, 12, 24, 22, 20, 3, 44, 2, 28, 29, 3, 3, 45, 35, 47, 38, 43, 14, 18, 30, 29, 46, 35, 14, 44, 50, 33, 19, 20, 40, 18, 17, 29, 4, 28, 33, 27, 45, 25, 2, 10, 17, 12, 15, 35, 35, 23, 46, 7, 19, 37, 34, 11, 47, 14, 38, 9, 29, 37, 25, 40, 25, 47, 24, 10, 26, 41, 13, 28, 7, 15, 14, 37, 29, 30, 16, 27, 12, 47, 29, 3, 8, 20, 14, 31, 7, 14, 2, 5, 16, 38, 5, 40, 9]
[27, 19, 50, 48, 2, 28, 29, 22, 37, 25, 12, 18, 2, 13, 13, 32, 49, 8, 35, 2, 34, 0, 12, 6, 34, 31, 32, 11, 29, 42, 16, 11, 35, 43, 2, 29, 2, 43, 16, 30, 8, 28, 14, 2, 9, 4, 28, 38, 31, 32, 18, 17, 18, 3, 26, 32, 34, 23, 17, 29, 37, 49, 27, 47, 0, 16, 45, 26, 42, 41, 28, 7, 49, 42, 1, 0, 0, 0, 0, 42, 18, 6, 49, 47, 32, 13, 8, 0, 36, 33, 29, 30, 0, 1, 49, 29, 43, 8, 21, 2, 20, 17, 26, 3, 32, 46, 18, 39, 8, 14, 43, 8, 16, 39, 31, 20, 45, 12, 14, 34, 15, 19, 31, 31, 21, 11, 28, 23, 19, 0, 42, 50, 12, 6, 21, 5, 33, 17, 28, 22, 38, 0, 14, 4, 5, 11, 10, 23, 7, 44, 5, 17, 20, 39, 8, 39, 30, 29, 9, 28, 50, 11, 7, 0, 19, 27, 32, 1, 32]
[44, 32, 40, 7, 4, 16, 46, 9, 35, 3, 32, 0, 48, 46, 43, 12, 36, 9, 40, 2, 33, 12, 0, 7, 18, 33, 40, 49, 16, 12, 3, 24, 13, 7, 20, 8, 22, 28, 0, 13, 42, 28, 6, 8, 37, 36, 3, 18, 42, 12, 16, 28, 47, 39, 15, 5, 10, 6, 30, 3, 11, 29, 2, 24, 45, 9, 15, 42, 1, 47, 5, 12, 31, 22, 38, 39, 4, 36, 38, 23, 24, 25, 47, 39, 35, 3, 39, 45, 9, 0, 33, 22, 11, 46, 48, 29, 50, 16, 11, 33, 11, 47, 2, 19, 6, 22, 16, 15, 39, 18, 50, 48, 8, 40, 24, 10, 47, 6, 13, 23, 50, 11, 21, 9, 42, 38, 2, 3, 24, 39, 49, 41, 2, 23, 30, 44, 21, 27, 9, 17, 28, 40, 27, 44, 26, 40, 3, 49, 4, 26, 21, 40, 6, 48, 20, 3, 40, 21, 26, 24, 6, 1, 35, 17, 45, 0, 38, 21, 24]
[42, 31, 8, 4, 12, 33, 40, 35, 39, 48, 35, 30, 12, 24, 40, 31, 43, 11, 30, 16, 3, 6, 7, 0, 36, 45, 11, 8, 13, 33, 8, 46, 32, 11, 47, 46, 39, 3, 45, 25, 1, 37, 27, 39, 21, 25, 16, 18, 6, 44, 39, 25, 42, 17, 13, 6, 19, 6, 26, 32, 23, 9, 0, 22, 37, 6, 46, 50, 24, 49, 48, 35, 24, 19, 6, 30, 7, 19, 10, 13, 14, 33, 43, 33, 34, 45, 45, 37, 46, 44, 49, 29, 17, 30, 19, 27, 16, 3, 31, 30, 28, 19, 36, 23, 12, 11, 6, 18, 5, 21, 16, 23, 33, 23, 48, 25, 9, 1, 47, 15, 2, 33, 19, 39, 33, 4, 0, 2, 36, 26, 15, 48, 36, 37, 27, 31, 19, 41, 26, 26, 25, 32, 15, 13, 46, 1, 44, 40, 20, 38, 15, 41, 18, 22, 45, 24, 11, 47, 43, 44, 46, 20, 24, 6, 45, 1, 39, 13, 43]
[0, 16, 36, 23, 12, 16, 40, 25, 10, 46, 31, 45, 25, 44, 44, 30, 10, 50, 4, 38, 33, 34, 18, 36, 0, 25, 41, 7, 34, 7, 11, 19, 0, 6, 47, 26, 0, 27, 22, 3, 18, 47, 31, 33, 18, 50, 17, 10, 8, 14, 7, 32, 32, 31, 24, 32, 40, 31, 42, 45, 9, 21, 21, 36, 24, 42, 40, 44, 37, 24, 9, 13, 15, 38, 14, 28, 22, 45, 0, 36, 34, 42, 19, 7, 49, 13, 17, 30, 34, 44, 44, 38, 7, 48, 29, 12, 36, 8, 34, 16, 44, 49, 1, 25, 28, 44, 33, 23, 23, 22, 31, 29, 36, 13, 0, 6, 43, 15, 45, 15, 34, 35, 34, 2, 37, 26, 21, 34, 16, 29, 6, 49, 18, 45, 13, 12, 50, 1, 7, 20, 36, 44, 30, 48, 18, 19, 50, 46, 43, 4, 2, 2, 31, 23, 24, 8, 25, 42, 44, 11, 17, 7, 38, 42, 10, 26, 19, 11, 45]
[46, 47, 48, 12, 43, 20, 35, 36, 35, 9, 24, 30, 39, 30, 18, 45, 22, 41, 1, 1, 20, 31, 33, 45, 25, 0, 28, 44, 9, 37, 17, 26, 17, 15, 0, 9, 3, 26, 6, 8, 24, 17, 10, 23, 8, 43, 3, 15, 43, 17, 21, 3, 46, 11, 32, 24, 23, 22, 40, 17, 30, 34, 25, 3, 2, 49, 47, 12, 18, 33, 2, 5, 15, 27, 24, 44, 21, 2, 17, 7, 44, 38, 35, 33, 3, 9, 42, 44, 36, 23, 39, 25, 22, 15, 15, 45, 3, 24, 19, 4, 35, 36, 9, 5, 32, 19, 9, 37, 36, 17, 32, 39, 9, 39, 47, 15, 39, 32, 44, 35, 46, 14, 27, 45, 40, 32, 7, 10, 10, 46, 6, 37, 24, 2, 48, 49, 20, 30, 6, 11, 34, 22, 6, 18, 5, 40, 16, 9, 27, 41, 20, 26, 14, 31, 35, 26, 43, 15, 3, 0, 10, 33, 22, 14, 25, 20, 10, 8, 22]
[2, 7, 49, 46, 30, 7, 29, 21, 41, 29, 40, 32, 13, 39, 27, 42, 47, 48, 42, 25, 0, 32, 40, 11, 41, 28, 0, 44, 49, 31, 0, 26, 30, 9, 19, 28, 45, 29, 50, 40, 5, 15, 8, 4, 30, 35, 19, 29, 40, 11, 3, 6, 47, 37, 11, 25, 44, 27, 36, 42, 29, 36, 32, 5, 4, 7, 47, 22, 38, 10, 22, 2, 36, 50, 7, 26, 19, 39, 30, 1, 43, 9, 30, 11, 45, 40, 19, 1, 50, 9, 50, 0, 35, 47, 50, 7, 27, 48, 43, 49, 26, 12, 24, 27, 0, 21, 36, 32, 39, 37, 48, 15, 9, 12, 50, 39, 27, 20, 46, 23, 2, 41, 28, 10, 5, 29, 32, 39, 7, 36, 48, 34, 7, 47, 23, 5, 22, 4, 22, 38, 3, 30, 22, 11, 8, 26, 35, 31, 16, 49, 12, 9, 20, 17, 30, 12, 13, 27, 47, 2, 4, 50, 21, 3, 50, 49, 39, 27, 6]
