N1,N2,...,Nx
[36, 33, 18, 1, 30, 4, 30, 44, 0, 1, 0, 0, 30, 41, 10, 42, 31, 5, 4, 30, 27, 3, 34, 35, 5, 3, 18, 11, 15, 38, 14, 44, 42, 7, 6, 8, 12, 35, 11, 4, 39, 46, 16, 38, 33, 3, 50, 3, 35, 10, 38, 45, 6, 50, 32, 18, 40, 45, 29, 47, 22, 1, 37, 22, 49, 31, 12, 16, 39, 30, 49, 44, 8, 35, 17, 21, 41, 3, 15, 10, 9, 22, 27, 17, 39, 18, 49, 42, 8, 0, 43, 36, 19, 22, 39, 11, 50, 42, 27, 24, 22, 33, 11, 32, 30, 15, 15, 42, 38, 4, 15, 46, 30, 14, 38, 31, 47, 2, 20, 38, 34, 28, 19, 30, 7, 18, 8, 22, 29, 18, 17, 34, 34, 46, 47, 19, 18, 38, 26, 38, 26, 5, 43, 40, 44, 28, 36, 18, 28, 21, 28, 2, 2, 7, 16, 9, 47, 44, 37, 25, 12, 22, 21, 1, 10, 32, 6, 30, 39, 35, 27, 39, 10, 4, 8, 21, 42, 39, 39, 3, 3, 13, 21, 47, 22, 33]
[8, 22, 39, 4, 34, 0, 8, 10, 34, 32, 0, 0, 23, 42, 34, 42, 18, 49, 47, 5, 24, 15, 33, 11, 20, 14, 39, 11, 48, 35, 33, 24, 13, 3, 14, 32, 30, 25, 36, 11, 30, 25, 16, 44, 37, 1, 4, 37, 44, 36, 27, 17, 15, 21, 50, 41, 5, 29, 24, 27, 35, 18, 24, 39, 27, 4, 43, 31, 50, 29, 29, 22, 20, 1, 38, 43, 30, 31, 48, 0, 2, 4, 27, 33, 23, 49, 16, 30, 1, 10, 37, 43, 16, 47, 50, 44, 28, 26, 6, 9, 47, 28, 0, 30, 18, 25, 38, 31, 23, 22, 34, 6, 2, 33, 40, 40, 29, 13, 38, 19, 50, 21, 25, 17, 30, 50, 28, 42, 45, 29, 36, 42, 13, 29, 19, 24, 7, 18, 20, 43, 48, 9, 21, 50, 36, 7, 9, 13, 30, 20, 29, 49, 26, 6, 7, 15, 16, 7, 27, 27, 18, 22, 18, 1, 34, 0, 13, 41, 34, 40, 34, 48, 0, 28, 1, 6, 38, 34, 47, 23, 9, 34, 31, 18, 25, 21]
[8, 44, 44, 6, 39, 14, 26, 36, 13, 47, 30, 23, 0, 6, 8, 4, 8, 22, 37, 14, 39, 23, 48, 11, 40, 28, 49, 18, 27, 12, 49, 40, 16, 23, 8, 11, 0, 11, 4, 14, 0, 33, 38, 36, 43, 29, 28, 18, 27, 9, 17, 12, 12, 10, 8, 19, 26, 18, 50, 24, 25, 7, 38, 40, 7, 39, 30, 30, 15, 8, 27, 42, 17, 39, 3, 35, 1, 26, 10, 41, 5, 21, 32, 31, 34, 23, 10, 19, 23, 29, 8, 12, 24, 19, 12, 27, 48, 12, 18, 7, 32, 10, 46, 25, 32, 34, 43, 31, 8, 50, 50, 27, 11, 3, 41, 21, 3, 39, 3, 8, 18, 0, 8, 6, 1, 36, 41, 1, 19, 22, 1, 38, 7, 35, 1, 1, 33, 18, 2, 6, 42, 3, 42, 9, 18, 36, 32, 13, 38, 3, 1, 49, 45, 24, 4, 39, 41, 15, 43, 35, 6, 26, 41, 31, 47, 40, 43, 41, 46, 20, 45, 19, 15, 42, 23, 22, 11, 5, 32, 5, 18, 21, 16, 1, 34, 13]
[33, 18, 26, 42, 14, 10, 10, 14, 27, 1, 41, 42, 6, 0, 0, 14, 9, 13, 1, 10, 14, 22, 33, 17, 18, 37, 0, 38, 20, 49, 19, 23, 41, 36, 40, 5, 25, 30, 9, 4, 21, 27, 15, 41, 8, 25, 34, 4, 10, 39, 17, 0, 29, 19, 42, 32, 12, 21, 32, 38, 2, 8, 16, 28, 50, 38, 39, 22, 42, 47, 47, 35, 48, 11, 15, 10, 37, 24, 7, 10, 6, 5, 17, 20, 50, 20, 46, 7, 0, 1, 37, 34, 28, 49, 40, 38, 29, 1, 50, 50, 2, 20, 39, 16, 38, 14, 6, 42, 4, 31, 9, 23, 23, 42, 34, 2, 36, 17, 15, 10, 38, 37, 0, 22, 41, 1, 17, 27, 39, 18, 33, 43, 37, 11, 44, 41, 49, 31, 37, 34, 35, 10, 21, 21, 25, 45, 9, 49, 5, 18, 50, 25, 22, 10, 27, 16, 21, 2, 44, 35, 33, 21, 38, 33, 1, 49, 19, 3, 12, 6, 2, 20, 2, 12, 31, 18, 14, 42, 0, 33, 34, 2, 44, 11, 27, 19]
[36, 9, 0, 11, 50, 50, 24, 36, 47, 0, 10, 34, 8, 0, 0, 13, 42, 11, 18, 50, 20, 3, 24, 32, 11, 25, 19, 10, 1, 4, 31, 20, 33, 2, 23, 24, 49, 46, 0, 42, 32, 11, 9, 23, 36, 28, 5, 48, 13, 34, 19, 2, 42, 7, 3, 49, 21, 16, 40, 46, 37, 25, 40, 50, 7, 22, 7, 29, 33, 42, 43, 33, 39, 3, 36, 37, 3, 45, 14, 22, 44, 22, 0, 2, 23, 0, 26, 42, 22, 37, 48, 1, 43, 29, 29, 41, 45, 23, 4, 0, 38, 19, 46, 14, 12, 43, 27, 48, 49, 12, 7, 16, 7, 33, 21, 37, 46, 42, 23, 27, 27, 2, 41, 19, 49, 12, 37, 1, 20, 41, 18, 5, 32, 5, 7, 36, 2, 16, 20, 44, 10, 17, 43, 8, 48, 32, 34, 33, 11, 30, 39, 25, 28, 40, 21, 24, 32, 8, 34, 19, 4, 33, 6, 30, 34, 8, 50, 30, 37, 22, 11, 48, 36, 0, 47, 24, 39, 15, 32, 47, 28, 14, 50, 0, 38, 50]
[34, 48, 23, 24, 35, 16, 29, 16, 36, 0, 42, 42, 4, 14, 13, 0, 32, 3, 37, 6, 9, 23, 31, 46, 19, 38, 0, 16, 6, 42, 39, 4, 12, 33, 46, 45, 28, 8, 23, 45, 49, 29, 44, 23, 50, 34, 37, 16, 33, 12, 19, 1, 46, 43, 44, 35, 17, 29, 22, 29, 47, 22, 2, 2, 13, 47, 38, 0, 0, 21, 11, 29, 0, 41, 49, 24, 48, 16, 47, 11, 4, 24, 42, 9, 49, 15, 48, 19, 0, 21, 31, 22, 5, 33, 17, 14, 33, 37, 38, 27, 2, 42, 27, 41, 7, 48, 40, 23, 42, 37, 39, 49, 41, 32, 50, 17, 40, 0, 20, 13, 18, 24, 30, 35, 8, 50, 2, 47, 3, 11, 38, 10, 45, 25, 11, 6, 18, 23, 4, 50, 35, 5, 38, 20, 17, 46, 43, 13, 29, 28, 10, 13, 26, 28, 21, 48, 21, 22, 22, 17, 19, 5, 11, 17, 8, 31, 0, 37, 19, 37, 20, 38, 31, 49, 49, 40, 38, 44, 38, 21, 47, 18, 24, 42, 4, 28]
[9, 12, 39, 41, 38, 33, 46, 8, 33, 40, 31, 18, 8, 9, 42, 32, 0, 2, 32, 3, 12, 19, 38, 41, 33, 43, 29, 39, 38, 0, 18, 37, 35, 11, 32, 22, 17, 28, 17, 38, 11, 12, 18, 37, 8, 38, 49, 24, 4, 3, 15, 8, 16, 45, 29, 36, 3, 43, 42, 13, 19, 3, 49, 49, 46, 27, 12, 33, 32, 30, 15, 27, 19, 19, 26, 47, 44, 31, 14, 34, 39, 18, 24, 30, 40, 19, 13, 41, 24, 27, 18, 18, 24, 50, 34, 1, 46, 40, 18, 47, 10, 37, 4, 45, 17, 30, 28, 47, 29, 15, 49, 38, 35, 33, 33, 27, 26, 14, 30, 31, 26, 11, 18, 32, 36, 21, 47, 35, 16, 24, 2, 24, 27, 36, 5, 6, 11, 28, 26, 9, 0, 27, 23, 13, 3, 41, 23, 12, 44, 7, 49, 26, 42, 2, 26, 6, 33, 44, 1, 1, 34, 29, 19, 0, 10, 14, 17, 46, 38, 25, 40, 6, 48, 22, 34, 6, 40, 44, 1, 41, 5, 20, 13, 46, 24, 19]
[19, 47, 45, 34, 23, 4, 24, 21, 14, 41, 5, 49, 22, 13, 11, 3, 2, 0, 39, 2, 23, 20, 11, 48, 14, 32, 12, 42, 30, 31, 12, 43, 27, 39, 20, 28, 11, 49, 15, 45, 0, 10, 15, 38, 49, 5, 46, 15, 30, 17, 28, 34, 44, 21, 47, 45, 8, 35, 34, 21, 11, 15, 46, 13, 7, 33, 8, 11, 42, 7, 6, 26, 46, 12, 13, 30, 14, 45, 9, 19, 3, 30, 26, 34, 18, 28, 19, 8, 49, 33, 43, 26, 6, 41, 28, 42, 44, 48, 22, 29, 49, 22, 35, 19, 16, 0, 20, 23, 31, 31, 12, 15, 35, 49, 35, 15, 46, 36, 14, 48, 41, 38, 38, 1, 17, 14, 24, 40, 12, 22, 7, 46, 16, 18, 39, 13, 40, 0, 32, 4, 7, 0, 4, 37, 26, 11, 15, 35, 8, 22, 25, 6, 45, 12, 16, 6, 46, 45, 35, 13, 4, 2, 46, 43, 0, 43, 49, 24, 0, 14, 24, 39, 13, 11, 2, 1, 11, 23, 24, 39, 26, 6, 0, 23, 47, 36]
[32, 6, 22, 7, 19, 47, 15, 47, 20, 27, 4, 47, 37, 1, 18, 37, 32, 39, 0, 37, 40, 4, 30, 15, 17, 37, 39, 21, 6, 10, 10, 1, 44, 43, 1, 21, 14, 43, 41, 43, 34, 42, 22, 33, 21, 39, 31, 47, 49, 34, 32, 6, 3, 47, 16, 19, 31, 39, 0, 12, 29, 31, 37, 50, 21, 39, 45, 19, 0, 25, 7, 43, 47, 25, 3, 24, 0, 6, 23, 46, 3, 1, 34, 25, 22, 10, 6, 31, 35, 38, 37, 13, 8, 32, 13, 42, 44, 34, 12, 17, 20, 3, 28, 47, 12, 10, 50, 7, 26, 20, 43, 43, 18, 11, 7, 32, 40, 50, 44, 45, 27, 44, 39, 35, 31, 48, 13, 11, 17, 30, 35, 22, 33, 13, 5, 42, 25, 48, 26, 3, 45, 40, 7, 33, 23, 18, 14, 44, 15, 14, 7, 23, 31, 26, 40, 35, 24, 16, 10, 25, 48, 7, 49, 8, 19, 45, 37, 21, 19, 21, 33, 36, 39, 46, 15, 22, 50, 7, 10, 37, 30, 27, 12, 21, 50, 24]
[36, 12, 21, 3, 45, 0, 19, 0, 7, 23, 30, 5, 14, 10, 50, 6, 3, 2, 37, 0, 16, 47, 0, 42, 8, 25, 39, 39, 42, 22, 50, 44, 6, 3, 47, 4, 4, 23, 5, 4, 38, 22, 41, 37, 11, 29, 41, 23, 7, 8, 43, 41, 24, 45, 7, 5, 3, 0, 19, 40, 27, 5, 15, 1, 6, 43, 13, 27, 46, 50, 41, 29, 14, 21, 29, 2, 40, 10, 36, 26, 50, 23, 33, 40, 47, 29, 24, 37, 29, 31, 11, 6, 48, 30, 42, 11, 4, 8, 21, 35, 42, 5, 6, 49, 14, 38, 12, 43, 25, 8, 17, 10, 19, 44, 19, 43, 13, 28, 29, 1, 24, 13, 3, 46, 18, 7, 21, 32, 1, 3, 18, 35, 26, 33, 38, 34, 35, 49, 43, 45, 23, 39, 46, 3, 29, 39, 28, 17, 48, 27, 30, 39, 17, 20, 22, 2, 32, 43, 47, 0, 10, 10, 48, 7, 20, 20, 41, 30, 9, 2, 37, 50, 37, 23, 13, 39, 49, 43, 8, 4, 14, 22, 17, 41, 6, 15]
[2, 50, 46, 49, 47, 43, 12, 28, 23, 6, 27, 24, 39, 14, 20, 9, 12, 23, 40, 16, 0, 6, 30, 20, 12, 16, 13, 29, 26, 40, 45, 1, 27, 18, 48, 40, 41, 43, 0, 23, 49, 47, 27, 38, 29, 10, 37, 32, 7, 27, 7, 13, 22, 38, 28, 42, 45, 10, 1, 38, 17, 46, 33, 3, 2, 15, 46, 45, 24, 45, 2, 14, 6, 2, 40, 42, 35, 48, 24, 40, 10, 1, 2, 12, 19, 27, 42, 33, 30, 13, 25, 17, 30, 19, 36, 10, 21, 9, 5, 1, 20, 22, 21, 15, 14, 44, 44, 47, 50, 33, 16, 38, 21, 20, 1, 49, 6, 45, 21, 47, 26, 31, 44, 31, 22, 30, 4, 8, 32, 0, 38, 36, 44, 11, 26, 37, 46, 29, 44, 0, 31, 8, 26, 23, 16, 27, 9, 21, 46, 38, 0, 40, 48, 29, 10, 27, 26, 39, 48, 38, 39, 12, 20, 7, 0, 20, 22, 9, 19, 22, 42, 36, 48, 35, 4, 31, 44, 13, 50, 33, 15, 20, 17, 10, 28, 45]
[19, 22, 33, 7, 36, 10, 19, 21, 40, 6, 3, 15, 23, 22, 3, 23, 19, 20, 4, 47, 6, 0, 41, 36, 12, 33, 24, 38, 50, 14, 41, 1, 44, 15, 44, 20, 16, 26, 31, 47, 25, 14, 32, 3, 37, 15, 9, 39, 47, 29, 20, 23, 11, 35, 6, 30, 3, 9, 13, 3, 43, 46, 34, 2, 7, 45, 25, 50, 1, 38, 23, 7, 33, 1, 46, 50, 18, 32, 43, 40, 30, 34, 16, 48, 39, 14, 15, 40, 18, 48, 37, 3, 10, 5, 3, 4, 48, 14, 47, 36, 29, 18, 21, 37, 9, 47, 11, 33, 0, 31, 7, 46, 14, 2, 16, 12, 25, 19, 34, 26, 2, 12, 49, 18, 15, 0, 7, 3, 15, 11, 12, 33, 30, 13, 43, 12, 50, 24, 28, 14, 14, 0, 30, 40, 2, 8, 25, 48, 16, 32, 37, 14, 24, 44, 12, 15, 26, 15, 0, 6, 3, 29, 12, 43, 9, 33, 0, 40, 13, 43, 8, 30, 37, 2, 12, 1, 39, 45, 7, 48, 31, 40, 48, 6, 29, 14]
[5, 44, 20, 6, 12, 43, 27, 22, 50, 13, 34, 33, 48, 33, 24, 31, 38, 11, 30, 0, 30, 41, 0, 28, 50, 38, 12, 2, 28, 18, 6, 4, 27, 17, 11, 37, 49, 23, 17, 38, 24, 25, 0, 3, 9, 28, 26, 18, 7, 0, 29, 27, 8, 50, 49, 18, 30, 50, 39, 8, 18, 6, 11, 23, 6, 45, 49, 24, 26, 20, 23, 4, 46, 14, 14, 33, 19, 13, 35, 35, 12, 23, 35, 10, 33, 1, 16, 18, 42, 20, 47, 42, 24, 34, 17, 19, 1, 1, 9, 1, 8, 38, 34, 27, 30, 7, 45, 18, 3, 31, 0, 16, 24, 3, 47, 12, 40, 3, 2, 36, 41, 40, 28, 10, 48, 37, 23, 50, 11, 6, 28, 11, 26, 34, 2, 8, 5, 4, 5, 14, 6, 2, 43, 6, 30, 6, 46, 45, 12, 21, 42, 35, 11, 6, 30, 8, 19, 9, 16, 0, 4, 23, 7, 46, 50, 23, 37, 32, 50, 35, 46, 27, 0, 27, 5, 8, 19, 16, 21, 13, 1, 39, 15, 46, 32, 4]
[46, 14, 18, 23, 11, 19, 34, 46, 30, 11, 35, 11, 11, 17, 32, 46, 41, 48, 15, 42, 20, 36, 28, 0, 43, 12, 45, 0, 49, 29, 22, 14, 48, 3, 18, 37, 48, 29, 30, 6, 16, 29, 18, 10, 16, 17, 17, 30, 3, 46, 2, 32, 14, 7, 0, 13, 47, 4, 5, 23, 27, 15, 30, 45, 16, 11, 2, 34, 7, 38, 36, 40, 15, 14, 45, 27, 5, 15, 45, 28, 22, 3, 24, 6, 3, 9, 14, 10, 32, 8, 10, 48, 39, 33, 27, 3, 16, 31, 17, 49, 50, 36, 2, 41, 45, 25, 34, 17, 1, 5, 20, 16, 16, 38, 26, 12, 12, 37, 45, 24, 27, 37, 24, 13, 32, 7, 12, 20, 44, 4, 49, 19, 23, 37, 28, 30, 47, 18, 49, 33, 36, 31, 18, 45, 17, 17, 9, 46, 27, 50, 21, 16, 17, 33, 46, 10, 7, 4, 40, 46, 9, 14, 4, 36, 28, 19, 5, 17, 35, 2, 6, 4, 8, 28, 35, 26, 42, 20, 44, 19, 31, 32, 21, 0, 7, 39]
[15, 35, 46, 12, 1, 44, 24, 10, 28, 43, 5, 20, 40, 18, 11, 19, 33, 14, 17, 8, 12, 12, 50, 43, 0, 31, 27, 36, 21, 5, 5, 42, 21, 44, 27, 2, 33, 3, 44, 25, 41, 41, 33, 34, 46, 30, 31, 23, 30, 50, 31, 15, 42, 48, 32, 41, 48, 29, 35, 5, 22, 3, 36, 39, 24, 47, 10, 37, 21, 22, 2, 3, 0, 37, 4, 22, 18, 29, 43, 39, 22, 27, 23, 4, 25, 19, 42, 39, 4, 40, 39, 6, 30, 22, 45, 35, 6, 45, 22, 43, 14, 41, 4, 19, 10, 44, 46, 32, 13, 9, 33, 47, 17, 38, 1, 35, 15, 13, 50, 42, 10, 44, 19, 2, 20, 8, 28, 14, 23, 5, 24, 36, 5, 0, 5, 40, 44, 5, 28, 25, 39, 27, 12, 18, 7, 14, 0, 48, 31, 19, 26, 25, 36, 23, 14, 29, 37, 44, 27, 28, 50, 16, 13, 15, 10, 21, 7, 28, 30, 40, 6, 0, 25, 11, 3, 12, 36, 38, 25, 9, 36, 22, 28, 1, 49, 35]
