N1,N2,...,Nx
[38, 24, 10, 6, 49, 6, 14, 47, 5, 33, 0, 7, 20, 9, 37, 46, 31, 33, 19, 47, 50, 20, 6, 50, 9, 23, 46, 5, 1, 43, 11, 4, 1, 5, 18, 26, 49, 40, 48, 16, 10, 9, 19, 45, 49, 3, 46, 30, 16, 9, 37, 0, 38, 19, 44, 5, 33, 7, 24, 14, 11, 24, 19, 3, 50, 46, 46, 11, 47, 15, 20, 30, 3, 35, 43, 37, 18, 24, 21, 10, 37, 26, 20, 42, 37, 27, 33, 9, 21, 34, 13, 27, 26, 47, 17, 19, 21, 50, 23, 17, 5, 5, 25, 45, 37, 50, 24, 22, 10, 10, 29]
[39, 1, 47, 37, 24, 44, 9, 37, 50, 4, 7, 0, 1, 4, 37, 14, 17, 43, 11, 1, 17, 28, 0, 8, 28, 20, 28, 11, 1, 31, 12, 10, 24, 30, 22, 2, 25, 28, 44, 45, 2, 33, 3, 48, 8, 1, 41, 16, 16, 45, 45, 37, 32, 20, 49, 2, 43, 10, 17, 28, 31, 37, 27, 34, 38, 8, 2, 10, 5, 28, 29, 3, 23, 11, 40, 29, 48, 32, 32, 13, 20, 22, 45, 22, 45, 6, 46, 37, 30, 50, 3, 42, 38, 17, 24, 36, 47, 1, 49, 9, 24, 15, 23, 41, 27, 22, 44, 45, 48, 1, 17]
[12, 9, 4, 20, 37, 37, 16, 40, 19, 24, 20, 1, 0, 22, 8, 15, 20, 11, 4, 46, 21, 33, 13, 48, 15, 17, 1, 4, 11, 6, 32, 1, 39, 40, 15, 20, 43, 10, 8, 10, 31, 14, 50, 12, 38, 47, 14, 1, 22, 23, 4, 25, 16, 18, 47, 38, 7, 3, 19, 25, 9, 28, 33, 15, 43, 27, 4, 31, 37, 41, 37, 4, 48, 8, 44, 21, 41, 21, 4, 29, 12, 13, 22, 47, 11, 8, 40, 0, 35, 34, 45, 42, 19, 50, 42, 5, 6, 30, 11, 28, 28, 27, 42, 47, 22, 4, 26, 41, 13, 42, 44]
[28, 27, 10, 19, 15, 26, 3, 18, 16, 44, 9, 4, 22, 0, 5, 22, 2, 6, 36, 26, 2, 27, 17, 2, 32, 31, 14, 10, 29, 5, 49, 29, 20, 7, 19, 48, 28, 31, 38, 47, 42, 5, 12, 39, 19, 21, 36, 42, 22, 27, 41, 38, 24, 18, 18, 43, 1, 1, 4, 45, 25, 39, 7, 49, 16, 33, 28, 32, 0, 15, 34, 50, 47, 1, 47, 17, 29, 19, 23, 37, 11, 38, 0, 2, 14, 8, 43, 24, 37, 15, 36, 44, 22, 35, 30, 1, 30, 47, 43, 47, 37, 2, 19, 19, 13, 25, 9, 26, 11, 23, 21]
[26, 13, 24, 36, 23, 11, 38, 31, 23, 42, 37, 37, 8, 5, 0, 8, 4, 17, 41, 49, 38, 2, 35, 21, 25, 46, 3, 29, 25, 5, 3, 29, 40, 38, 49, 36, 30, 35, 30, 44, 21, 17, 41, 39, 6, 5, 12, 20, 26, 13, 15, 13, 16, 38, 10, 3, 0, 17, 2, 25, 38, 16, 41, 28, 26, 13, 6, 10, 34, 31, 23, 5, 0, 1, 19, 19, 22, 7, 18, 12, 49, 35, 38, 43, 40, 25, 47, 48, 28, 39, 37, 48, 19, 48, 28, 5, 44, 24, 43, 45, 25, 31, 25, 34, 26, 50, 23, 49, 16, 31, 17]
[8, 15, 22, 1, 42, 42, 24, 26, 34, 9, 46, 14, 15, 22, 8, 0, 42, 22, 45, 50, 19, 48, 15, 11, 25, 7, 31, 15, 34, 23, 38, 21, 44, 1, 50, 44, 34, 12, 47, 4, 27, 38, 50, 50, 9, 11, 50, 21, 50, 25, 22, 37, 38, 25, 12, 25, 38, 34, 31, 19, 10, 24, 39, 26, 1, 28, 32, 25, 31, 13, 36, 30, 27, 12, 44, 44, 5, 49, 4, 25, 13, 18, 10, 25, 27, 1, 13, 14, 2, 14, 10, 44, 23, 19, 8, 10, 20, 41, 44, 11, 24, 8, 22, 49, 4, 33, 7, 16, 37, 26, 4]
[9, 2, 9, 26, 50, 22, 49, 42, 8, 46, 31, 17, 20, 2, 4, 42, 0, 0, 32, 29, 39, 46, 7, 14, 21, 22, 31, 19, 28, 50, 49, 0, 28, 47, 22, 17, 50, 25, 21, 27, 6, 46, 50, 44, 0, 3, 9, 2, 44, 46, 10, 7, 3, 11, 19, 9, 12, 16, 2, 1, 29, 29, 11, 28, 31, 24, 31, 41, 44, 43, 9, 47, 26, 15, 19, 45, 10, 24, 19, 45, 21, 34, 18, 16, 19, 5, 34, 9, 47, 0, 14, 43, 33, 46, 1, 11, 24, 20, 9, 21, 48, 1, 47, 50, 48, 24, 30, 33, 8, 22, 24]
[35, 16, 23, 5, 18, 18, 25, 14, 11, 0, 33, 43, 11, 6, 17, 22, 0, 0, 29, 15, 30, 37, 31, 49, 22, 9, 13, 13, 46, 45, 8, 34, 18, 3, 26, 31, 14, 42, 48, 5, 38, 41, 3, 16, 5, 44, 38, 33, 16, 0, 24, 26, 34, 29, 46, 25, 4, 2, 18, 11, 9, 14, 4, 14, 29, 48, 42, 15, 24, 44, 4, 7, 8, 36, 29, 49, 10, 12, 23, 49, 27, 25, 0, 27, 0, 25, 2, 25, 41, 45, 41, 45, 20, 42, 23, 36, 6, 48, 32, 2, 11, 36, 5, 37, 29, 17, 38, 13, 1, 8, 38]
[43, 6, 27, 13, 32, 31, 50, 46, 20, 6, 19, 11, 4, 36, 41, 45, 32, 29, 0, 24, 14, 18, 1, 2, 26, 12, 40, 41, 50, 34, 13, 48, 3, 18, 6, 28, 33, 23, 27, 14, 27, 19, 1, 12, 17, 42, 14, 28, 50, 23, 21, 41, 45, 38, 30, 49, 49, 43, 24, 18, 48, 27, 26, 47, 33, 37, 16, 17, 6, 35, 20, 37, 23, 32, 5, 19, 50, 7, 41, 42, 49, 16, 12, 24, 25, 10, 11, 24, 5, 1, 20, 29, 12, 46, 44, 14, 20, 30, 42, 9, 21, 37, 40, 7, 32, 44, 14, 21, 9, 27, 49]
[25, 38, 44, 36, 42, 20, 13, 5, 46, 37, 47, 1, 46, 26, 49, 50, 29, 15, 24, 0, 3, 38, 10, 33, 39, 28, 41, 8, 4, 45, 36, 34, 38, 36, 50, 49, 24, 34, 47, 29, 18, 38, 32, 23, 42, 0, 26, 17, 10, 50, 3, 15, 48, 39, 13, 36, 13, 34, 49, 6, 44, 17, 11, 1, 29, 21, 12, 33, 29, 47, 2, 2, 5, 18, 40, 44, 16, 21, 35, 32, 13, 26, 23, 3, 24, 42, 36, 43, 27, 31, 50, 10, 18, 45, 25, 2, 26, 6, 22, 45, 15, 19, 42, 17, 20, 4, 18, 1, 41, 1, 33]
[1, 40, 6, 30, 34, 22, 42, 8, 9, 45, 50, 17, 21, 2, 38, 19, 39, 30, 14, 3, 0, 10, 15, 3, 37, 47, 40, 18, 35, 44, 8, 2, 49, 50, 8, 18, 38, 22, 38, 24, 41, 34, 3, 45, 43, 44, 43, 35, 42, 29, 3, 19, 40, 25, 8, 49, 38, 13, 28, 41, 4, 38, 49, 12, 38, 21, 12, 49, 7, 33, 37, 28, 12, 48, 41, 42, 4, 20, 34, 44, 2, 42, 50, 42, 50, 37, 27, 13, 32, 7, 6, 11, 0, 12, 23, 8, 32, 27, 12, 39, 37, 26, 23, 29, 0, 46, 7, 42, 32, 50, 49]
[31, 34, 17, 32, 11, 4, 20, 6, 35, 14, 20, 28, 33, 27, 2, 48, 46, 37, 18, 38, 10, 0, 43, 31, 16, 0, 34, 26, 49, 28, 43, 5, 9, 45, 11, 48, 29, 47, 47, 5, 31, 1, 19, 23, 30, 48, 21, 17, 3, 45, 49, 26, 48, 37, 16, 33, 43, 23, 47, 47, 3, 19, 9, 12, 3, 20, 37, 31, 48, 15, 34, 36, 4, 27, 23, 0, 40, 48, 20, 27, 0, 8, 26, 50, 34, 37, 7, 24, 46, 23, 17, 47, 35, 3, 39, 13, 48, 7, 21, 40, 3, 24, 43, 22, 45, 48, 33, 47, 42, 1, 43]
[24, 38, 45, 1, 1, 20, 13, 20, 34, 12, 6, 0, 13, 17, 35, 15, 7, 31, 1, 10, 15, 43, 0, 28, 11, 50, 17, 40, 4, 29, 38, 39, 21, 23, 14, 28, 48, 32, 46, 13, 24, 18, 11, 23, 7, 41, 49, 47, 0, 2, 17, 14, 19, 13, 40, 34, 21, 5, 19, 37, 31, 19, 23, 24, 47, 25, 42, 3, 20, 7, 24, 10, 42, 47, 40, 40, 16, 20, 29, 39, 30, 3, 16, 7, 11, 27, 39, 0, 29, 4, 36, 7, 11, 49, 15, 46, 48, 41, 36, 32, 11, 12, 1, 37, 10, 49, 44, 9, 18, 10, 1]
[6, 24, 44, 14, 33, 4, 37, 1, 14, 36, 50, 8, 48, 2, 21, 11, 14, 49, 2, 33, 3, 31, 28, 0, 37, 38, 48, 47, 17, 30, 35, 12, 45, 11, 41, 9, 4, 15, 37, 10, 18, 6, 48, 0, 8, 0, 0, 3, 30, 38, 31, 9, 12, 33, 11, 28, 45, 50, 34, 11, 22, 26, 36, 34, 47, 1, 30, 3, 39, 7, 32, 18, 0, 11, 25, 0, 19, 18, 38, 12, 17, 18, 1, 39, 0, 32, 27, 19, 16, 4, 45, 3, 30, 32, 42, 26, 39, 30, 46, 12, 10, 31, 5, 37, 46, 50, 3, 34, 47, 25, 1]
[31, 5, 3, 31, 38, 23, 31, 13, 45, 18, 9, 28, 15, 32, 25, 25, 21, 22, 26, 39, 37, 16, 11, 37, 0, 31, 20, 1, 28, 8, 2, 26, 8, 33, 32, 49, 31, 44, 46, 28, 16, 36, 33, 8, 28, 38, 44, 39, 1, 46, 18, 26, 5, 34, 46, 26, 5, 3, 38, 40, 46, 28, 5, 16, 38, 44, 14, 4, 44, 22, 17, 37, 17, 37, 5, 36, 44, 43, 26, 4, 32, 33, 37, 39, 17, 7, 42, 39, 11, 2, 22, 33, 10, 48, 41, 50, 37, 13, 8, 23, 26, 48, 49, 49, 48, 48, 34, 38, 41, 28, 36]
[19, 12, 13, 38, 5, 34, 8, 17, 17, 4, 23, 20, 17, 31, 46, 7, 22, 9, 12, 28, 47, 0, 50, 38, 31, 0, 20, 11, 15, 34, 4, 16, 44, 8, 48, 38, 40, 42, 30, 14, 33, 46, 41, 18, 30, 25, 27, 28, 25, 49, 28, 2, 16, 26, 32, 5, 9, 36, 5, 32, 12, 37, 31, 15, 4, 3, 5, 28, 45, 50, 24, 10, 11, 44, 0, 46, 49, 24, 27, 46, 23, 24, 22, 1, 25, 10, 38, 27, 43, 42, 2, 41, 46, 17, 20, 1, 42, 3, 23, 47, 33, 30, 24, 32, 18, 31, 9, 45, 40, 10, 47]
[40, 28, 41, 46, 2, 10, 47, 37, 13, 17, 46, 28, 1, 14, 3, 31, 31, 13, 40, 41, 40, 34, 17, 48, 20, 20, 0, 30, 15, 23, 40, 13, 20, 48, 36, 42, 21, 8, 4, 41, 6, 14, 19, 10, 46, 11, 19, 28, 26, 25, 11, 38, 3, 37, 3, 20, 18, 12, 3, 33, 4, 39, 26, 10, 22, 29, 41, 34, 21, 13, 7, 24, 8, 8, 33, 13, 8, 36, 9, 0, 32, 43, 42, 19, 45, 31, 32, 39, 46, 12, 26, 14, 16, 13, 27, 27, 39, 26, 26, 15, 24, 12, 23, 7, 18, 4, 16, 5, 49, 6, 44]
[25, 21, 49, 49, 28, 21, 1, 5, 25, 19, 5, 11, 4, 10, 29, 15, 19, 13, 41, 8, 18, 26, 40, 47, 1, 11, 30, 0, 41, 43, 31, 5, 23, 18, 41, 48, 40, 41, 48, 19, 41, 0, 46, 37, 4, 0, 35, 44, 1, 23, 10, 3, 8, 40, 36, 48, 15, 2, 31, 22, 4, 11, 14, 17, 3, 38, 41, 31, 43, 14, 48, 13, 38, 23, 50, 18, 27, 13, 9, 43, 46, 40, 8, 50, 34, 27, 28, 27, 16, 17, 9, 0, 2, 43, 2, 7, 39, 31, 0, 3, 19, 33, 2, 46, 26, 48, 7, 3, 40, 19, 39]
[25, 24, 25, 28, 48, 16, 27, 44, 9, 9, 1, 1, 11, 29, 25, 34, 28, 46, 50, 4, 35, 49, 4, 17, 28, 15, 15, 41, 0, 41, 45, 45, 26, 38, 38, 39, 45, 43, 7, 12, 11, 25, 29, 48, 33, 39, 44, 22, 41, 32, 8, 10, 34, 48, 43, 0, 7, 13, 2, 50, 39, 50, 34, 5, 24, 20, 41, 41, 36, 27, 33, 14, 39, 44, 17, 18, 9, 17, 25, 33, 48, 44, 41, 29, 34, 37, 27, 41, 32, 21, 16, 19, 43, 26, 3, 34, 50, 40, 2, 27, 9, 14, 43, 2, 13, 1, 21, 3, 16, 36, 32]
[16, 41, 40, 1, 8, 9, 23, 8, 40, 46, 43, 31, 6, 5, 5, 23, 50, 45, 34, 45, 44, 28, 29, 30, 8, 34, 23, 43, 41, 0, 4, 29, 24, 4, 18, 30, 44, 16, 28, 8, 37, 5, 10, 27, 10, 18, 8, 23, 49, 48, 11, 19, 11, 48, 41, 41, 1, 33, 4, 50, 3, 43, 10, 3, 10, 42, 24, 6, 34, 46, 21, 47, 44, 47, 18, 32, 16, 14, 6, 50, 37, 18, 2, 25, 44, 18, 16, 14, 6, 16, 27, 8, 38, 28, 21, 17, 4, 21, 39, 1, 33, 1, 24, 1, 34, 46, 39, 36, 5, 32, 27]
[19, 11, 33, 6, 19, 20, 1, 26, 16, 46, 11, 12, 32, 49, 3, 38, 49, 8, 13, 36, 8, 43, 38, 35, 2, 4, 40, 31, 45, 4, 0, 7, 21, 1, 8, 39, 18, 25, 14, 35, 17, 42, 45, 12, 11, 2, 39, 19, 17, 15, 12, 0, 4, 39, 15, 8, 34, 5, 43, 4, 36, 15, 50, 49, 25, 50, 1, 43, 19, 21, 14, 31, 30, 24, 8, 27, 20, 11, 12, 36, 46, 17, 34, 18, 17, 26, 27, 1, 37, 31, 29, 34, 48, 21, 14, 20, 29, 4, 43, 8, 29, 2, 43, 20, 45, 34, 8, 21, 36, 13, 15]
[1, 30, 11, 18, 18, 16, 13, 25, 19, 41, 4, 10, 1, 29, 29, 21, 0, 34, 48, 34, 2, 5, 39, 12, 26, 16, 13, 5, 45, 29, 7, 0, 38, 18, 45, 13, 46, 37, 23, 42, 43, 24, 11, 15, 5, 18, 2, 50, 34, 34, 20, 29, 25, 24, 39, 3, 32, 9, 14, 2, 39, 12, 44, 27, 1, 47, 31, 22, 14, 21, 24, 30, 16, 11, 25, 38, 48, 21, 26, 45, 15, 12, 0, 31, 11, 37, 11, 3, 37, 38, 3, 5, 24, 14, 29, 17, 47, 4, 50, 32, 40, 50, 50, 24, 8, 30, 12, 37, 28, 13, 8]
[27, 39, 15, 45, 13, 18, 44, 24, 9, 32, 1, 24, 39, 20, 40, 44, 28, 18, 3, 38, 49, 9, 21, 45, 8, 44, 20, 23, 26, 24, 21, 38, 0, 45, 5, 33, 28, 48, 49, 38, 47, 22, 30, 17, 45, 30, 29, 36, 31, 5, 38, 8, 21, 41, 34, 32, 31, 43, 50, 21, 48, 8, 8, 49, 7, 6, 41, 24, 19, 44, 45, 6, 24, 44, 19, 11, 7, 45, 25, 1, 43, 27, 0, 24, 37, 34, 0, 21, 29, 11, 32, 13, 12, 21, 11, 6, 29, 9, 43, 37, 1, 12, 4, 47, 19, 36, 28, 41, 5, 26, 43]
[0, 31, 47, 6, 30, 25, 43, 30, 0, 0, 5, 30, 40, 7, 38, 1, 47, 3, 18, 36, 50, 45, 23, 11, 33, 8, 48, 18, 38, 4, 1, 18, 45, 0, 9, 43, 46, 34, 38, 43, 40, 9, 7, 2, 25, 17, 3, 49, 30, 5, 4, 29, 2, 33, 44, 18, 24, 25, 41, 50, 48, 3, 1, 50, 28, 24, 46, 36, 10, 41, 21, 0, 36, 5, 49, 3, 34, 11, 18, 33, 25, 34, 2, 29, 46, 13, 47, 28, 14, 36, 44, 0, 14, 36, 1, 35, 31, 0, 5, 20, 11, 7, 1, 12, 14, 25, 20, 50, 3, 4, 24]
[17, 9, 46, 30, 43, 9, 20, 48, 30, 12, 18, 22, 15, 19, 49, 50, 22, 26, 6, 50, 8, 11, 14, 41, 32, 48, 36, 41, 38, 18, 8, 45, 5, 9, 0, 43, 27, 36, 18, 33, 1, 14, 4, 18, 12, 24, 45, 4, 8, 15, 3, 46, 5, 21, 4, 49, 33, 34, 14, 16, 43, 18, 39, 27, 40, 39, 11, 22, 32, 21, 28, 0, 3, 22, 12, 25, 3, 7, 42, 41, 17, 24, 3, 19, 35, 43, 7, 17, 32, 44, 29, 14, 40, 40, 12, 5, 33, 36, 10, 28, 37, 0, 34, 28, 24, 31, 38, 5, 39, 37, 49]
[44, 26, 9, 27, 30, 48, 38, 18, 46, 42, 26, 2, 20, 48, 36, 44, 17, 31, 28, 49, 18, 48, 28, 9, 49, 38, 42, 48, 39, 30, 39, 13, 33, 43, 43, 0, 20, 7, 19, 8, 8, 22, 47, 44, 2, 32, 46, 42, 28, 20, 42, 5, 34, 31, 36, 30, 3, 5, 25, 11, 18, 26, 1, 0, 37, 37, 44, 38, 24, 30, 48, 23, 27, 6, 0, 17, 19, 23, 40, 4, 26, 22, 34, 24, 49, 22, 46, 10, 49, 15, 18, 35, 46, 13, 16, 34, 29, 8, 35, 49, 37, 41, 1, 30, 21, 25, 40, 2, 15, 8, 37]
[3, 39, 22, 12, 36, 33, 6, 33, 35, 43, 49, 25, 43, 28, 30, 34, 50, 14, 33, 24, 38, 29, 48, 4, 31, 40, 21, 40, 45, 44, 18, 46, 28, 46, 27, 20, 0, 9, 18, 50, 49, 31, 29, 13, 41, 27, 12, 19, 14, 9, 30, 7, 9, 13, 5, 30, 31, 46, 14, 8, 41, 20, 27, 20, 47, 38, 36, 33, 27, 42, 41, 41, 18, 38, 1, 18, 22, 12, 9, 3, 47, 30, 26, 26, 35, 21, 49, 15, 2, 34, 44, 3, 40, 24, 25, 20, 46, 46, 39, 41, 19, 37, 46, 11, 10, 1, 31, 26, 7, 35, 18]
[11, 11, 23, 36, 46, 2, 36, 10, 33, 43, 40, 28, 10, 31, 35, 12, 25, 42, 23, 34, 22, 47, 32, 15, 44, 42, 8, 41, 43, 16, 25, 37, 48, 34, 36, 7, 9, 0, 14, 31, 23, 33, 13, 14, 24, 43, 25, 1, 32, 11, 50, 38, 40, 23, 7, 30, 29, 46, 23, 11, 0, 49, 50, 37, 30, 43, 19, 28, 17, 41, 31, 33, 22, 50, 13, 43, 47, 9, 28, 0, 15, 45, 22, 49, 44, 15, 12, 43, 4, 32, 27, 12, 13, 42, 40, 49, 38, 31, 26, 44, 25, 5, 7, 40, 22, 47, 9, 50, 0, 2, 1]
[36, 47, 10, 49, 3, 0, 5, 14, 36, 38, 48, 44, 8, 38, 30, 47, 21, 48, 27, 47, 38, 47, 46, 37, 46, 30, 4, 48, 7, 28, 14, 23, 49, 38, 18, 19, 18, 14, 0, 12, 10, 5, 46, 8, 21, 41, 46, 34, 24, 23, 18, 26, 32, 29, 48, 34, 39, 16, 32, 21, 20, 41, 44, 12, 17, 49, 41, 45, 46, 13, 25, 8, 44, 48, 31, 23, 47, 29, 48, 35, 11, 12, 25, 44, 34, 4, 5, 7, 23, 40, 19, 47, 46, 23, 40, 29, 11, 50, 28, 1, 10, 0, 17, 39, 7, 42, 43, 0, 48, 43, 24]
[38, 24, 11, 48, 29, 19, 3, 19, 44, 9, 16, 45, 10, 47, 44, 4, 27, 5, 14, 29, 24, 5, 13, 10, 28, 14, 41, 19, 12, 8, 35, 42, 38, 43, 33, 8, 50, 31, 12, 0, 14, 20, 16, 19, 17, 28, 7, 33, 8, 3, 6, 10, 8, 32, 46, 5, 49, 14, 32, 41, 39, 3, 44, 27, 20, 30, 0, 41, 18, 30, 15, 46, 0, 34, 24, 24, 30, 5, 30, 13, 41, 29, 10, 0, 10, 39, 12, 32, 44, 37, 2, 0, 12, 41, 10, 47, 23, 14, 5, 31, 49, 30, 27, 9, 29, 19, 26, 47, 14, 36, 36]
[47, 7, 2, 32, 30, 49, 22, 3, 38, 6, 10, 2, 31, 42, 21, 27, 6, 38, 27, 18, 41, 31, 24, 18, 16, 33, 6, 41, 11, 37, 17, 43, 47, 40, 1, 8, 49, 23, 10, 14, 0, 25, 5, 13, 25, 10, 47, 3, 41, 6, 48, 1, 31, 14, 28, 45, 6, 39, 15, 24, 3, 45, 30, 23, 47, 33, 46, 3, 37, 49, 30, 21, 27, 50, 12, 17, 30, 1, 50, 26, 1, 48, 50, 37, 47, 40, 43, 6, 22, 19, 20, 12, 16, 13, 38, 24, 35, 15, 5, 3, 22, 43, 44, 34, 29, 18, 29, 2, 44, 10, 28]
