N1,N2,...,Nx
[5, 21, 14, 24, 17, 4, 43, 16, 27, 40, 47, 24, 3, 17, 35, 33, 25, 26, 45, 37, 37, 47, 47, 39, 36, 40, 6, 0, 17, 9, 37, 1, 30, 11, 34, 44, 37, 13, 41, 10, 10, 14, 21, 38, 15, 26, 25, 30, 20, 28, 32, 42, 40, 9, 29, 25, 18, 47, 19, 34, 29, 50, 12, 41, 36, 16, 6, 44, 28, 12, 38, 28, 2, 46, 18, 2, 6, 50, 36, 15, 0, 7, 1, 25, 11, 40, 10, 49, 38, 44, 45, 9, 11, 21, 3, 4, 10, 46, 22, 12, 3, 47, 0, 49]
[50, 33, 12, 27, 13, 7, 34, 37, 0, 32, 34, 38, 35, 47, 16, 30, 40, 42, 8, 12, 22, 29, 4, 46, 7, 43, 26, 17, 0, 26, 35, 46, 7, 29, 31, 22, 38, 17, 37, 19, 7, 47, 43, 16, 4, 5, 28, 41, 1, 31, 43, 7, 3, 15, 5, 19, 31, 21, 23, 39, 9, 6, 1, 32, 10, 36, 49, 44, 17, 34, 43, 42, 47, 32, 31, 26, 5, 16, 35, 14, 22, 18, 12, 8, 43, 7, 1, 6, 15, 21, 26, 50, 37, 21, 28, 0, 41, 45, 5, 4, 32, 4, 49, 21]
[43, 8, 32, 0, 25, 25, 48, 34, 8, 33, 44, 12, 15, 45, 4, 32, 26, 10, 0, 22, 2, 2, 25, 41, 43, 48, 38, 9, 26, 0, 19, 48, 5, 26, 50, 47, 3, 15, 27, 27, 27, 24, 45, 32, 36, 50, 41, 35, 6, 38, 17, 37, 39, 20, 35, 42, 45, 49, 8, 47, 3, 15, 44, 49, 28, 22, 41, 40, 3, 20, 45, 6, 27, 3, 48, 28, 13, 45, 8, 3, 39, 50, 41, 34, 36, 21, 13, 23, 46, 3, 38, 39, 41, 23, 15, 2, 9, 22, 38, 0, 38, 12, 32, 17]
[15, 37, 17, 48, 11, 46, 28, 22, 45, 3, 44, 19, 46, 38, 14, 20, 49, 47, 49, 37, 40, 34, 44, 33, 0, 11, 0, 37, 35, 19, 0, 0, 20, 10, 50, 31, 1, 28, 17, 15, 40, 6, 45, 7, 48, 2, 40, 37, 1, 15, 8, 16, 40, 2, 11, 48, 21, 35, 16, 22, 48, 18, 10, 40, 45, 46, 36, 42, 2, 11, 48, 13, 24, 23, 25, 45, 46, 37, 12, 25, 22, 32, 34, 18, 8, 9, 1, 31, 31, 21, 24, 29, 46, 23, 9, 10, 27, 38, 28, 22, 8, 20, 41, 32]
[35, 4, 28, 33, 41, 5, 0, 24, 18, 35, 22, 3, 5, 22, 31, 26, 15, 12, 22, 34, 35, 17, 2, 1, 16, 36, 48, 1, 46, 48, 0, 0, 29, 12, 27, 23, 27, 42, 11, 26, 45, 20, 35, 13, 37, 44, 32, 29, 32, 50, 8, 50, 20, 49, 29, 20, 29, 41, 2, 44, 25, 32, 12, 19, 18, 1, 49, 26, 37, 9, 50, 43, 0, 32, 10, 16, 8, 26, 31, 44, 3, 31, 1, 47, 17, 1, 1, 4, 50, 33, 21, 16, 17, 37, 49, 32, 25, 13, 44, 42, 16, 2, 12, 16]
[46, 27, 6, 35, 49, 20, 26, 16, 7, 6, 26, 4, 37, 0, 6, 24, 48, 45, 7, 43, 10, 46, 32, 28, 14, 6, 16, 30, 7, 5, 20, 29, 0, 5, 48, 28, 4, 49, 34, 1, 37, 23, 36, 38, 26, 17, 17, 19, 35, 7, 10, 15, 0, 0, 8, 15, 39, 36, 38, 33, 19, 10, 17, 39, 12, 20, 13, 4, 11, 21, 15, 12, 41, 3, 44, 23, 21, 44, 28, 34, 5, 7, 31, 31, 8, 20, 34, 11, 43, 38, 6, 41, 17, 25, 18, 7, 47, 31, 45, 7, 36, 11, 1, 47]
[32, 11, 0, 26, 25, 26, 39, 25, 0, 30, 11, 42, 4, 23, 45, 42, 44, 31, 9, 16, 39, 26, 6, 43, 42, 12, 13, 11, 29, 26, 10, 12, 5, 0, 3, 36, 14, 15, 10, 17, 26, 7, 5, 21, 11, 49, 19, 37, 7, 18, 28, 46, 44, 39, 26, 18, 29, 9, 37, 45, 17, 25, 11, 36, 7, 17, 3, 46, 23, 13, 34, 34, 14, 15, 32, 29, 42, 21, 7, 6, 7, 21, 36, 35, 21, 45, 26, 35, 9, 24, 45, 37, 19, 21, 4, 47, 5, 41, 45, 16, 37, 9, 6, 22]
[42, 18, 48, 9, 10, 41, 45, 39, 17, 37, 49, 14, 39, 28, 18, 43, 49, 14, 44, 31, 11, 14, 24, 23, 29, 7, 32, 34, 31, 50, 50, 27, 48, 3, 0, 25, 32, 3, 49, 47, 15, 24, 7, 30, 3, 43, 31, 15, 15, 26, 41, 42, 45, 6, 30, 31, 5, 30, 25, 48, 36, 14, 45, 6, 35, 39, 18, 38, 9, 1, 44, 20, 2, 39, 43, 47, 2, 28, 6, 2, 26, 38, 1, 6, 25, 35, 48, 20, 19, 26, 50, 41, 10, 47, 48, 45, 12, 13, 19, 16, 16, 18, 25, 15]
[50, 21, 45, 6, 44, 4, 34, 34, 36, 41, 44, 19, 28, 23, 15, 10, 4, 28, 44, 46, 17, 18, 5, 46, 8, 11, 40, 44, 22, 47, 31, 23, 28, 36, 25, 0, 7, 16, 0, 43, 1, 4, 15, 40, 21, 30, 35, 31, 13, 23, 28, 44, 7, 42, 12, 31, 21, 34, 38, 39, 6, 32, 37, 41, 31, 49, 11, 41, 40, 24, 30, 8, 4, 3, 24, 49, 19, 47, 26, 14, 18, 45, 23, 26, 2, 14, 5, 14, 17, 19, 7, 27, 45, 10, 44, 29, 3, 15, 17, 17, 0, 28, 19, 35]
[9, 8, 41, 31, 15, 6, 46, 50, 1, 15, 46, 7, 11, 46, 11, 22, 28, 9, 22, 20, 38, 46, 14, 8, 8, 4, 3, 37, 38, 3, 1, 27, 4, 14, 32, 7, 0, 8, 37, 22, 48, 46, 4, 42, 16, 41, 1, 38, 35, 41, 23, 8, 4, 32, 50, 29, 31, 5, 19, 35, 40, 32, 42, 2, 20, 25, 35, 16, 46, 34, 9, 14, 9, 20, 14, 37, 46, 24, 17, 29, 42, 26, 46, 38, 30, 49, 47, 34, 45, 8, 13, 17, 7, 42, 48, 41, 5, 17, 37, 0, 26, 26, 10, 24]
[10, 35, 3, 30, 28, 48, 43, 10, 17, 36, 5, 39, 2, 25, 43, 19, 30, 19, 36, 23, 33, 32, 19, 47, 49, 20, 27, 13, 17, 15, 28, 42, 49, 15, 3, 16, 8, 0, 13, 20, 16, 38, 33, 10, 9, 16, 4, 1, 15, 26, 31, 21, 6, 10, 11, 34, 29, 46, 50, 32, 2, 33, 49, 13, 36, 40, 49, 34, 6, 22, 26, 47, 25, 32, 14, 45, 6, 19, 7, 3, 10, 36, 28, 0, 34, 9, 16, 37, 5, 2, 39, 29, 11, 5, 23, 36, 23, 17, 30, 29, 0, 2, 12, 7]
[6, 35, 30, 35, 12, 1, 45, 29, 31, 22, 48, 37, 2, 19, 41, 9, 48, 10, 2, 17, 7, 26, 24, 22, 10, 24, 45, 41, 37, 27, 17, 11, 34, 10, 49, 0, 37, 13, 0, 50, 42, 45, 10, 40, 3, 6, 50, 10, 50, 33, 1, 50, 31, 6, 32, 2, 27, 6, 0, 19, 8, 22, 47, 46, 2, 30, 50, 37, 28, 18, 29, 48, 3, 43, 40, 4, 41, 27, 24, 4, 3, 2, 32, 36, 11, 48, 3, 48, 6, 16, 3, 13, 0, 20, 16, 32, 43, 24, 38, 13, 45, 45, 18, 19]
[25, 6, 8, 9, 16, 11, 13, 4, 26, 50, 28, 6, 7, 15, 40, 17, 48, 4, 26, 32, 44, 10, 9, 45, 12, 8, 7, 10, 19, 27, 15, 26, 1, 17, 47, 43, 22, 20, 50, 0, 35, 24, 26, 25, 12, 48, 19, 4, 1, 42, 21, 18, 49, 7, 7, 47, 9, 2, 31, 41, 41, 44, 18, 1, 36, 44, 42, 9, 45, 27, 42, 27, 3, 12, 6, 26, 47, 8, 46, 14, 21, 37, 25, 42, 38, 2, 49, 11, 36, 26, 6, 15, 47, 2, 11, 11, 15, 18, 18, 22, 4, 46, 16, 43]
[36, 16, 15, 46, 0, 22, 20, 14, 41, 2, 18, 15, 13, 33, 12, 20, 29, 12, 34, 15, 21, 10, 33, 30, 38, 16, 9, 10, 7, 27, 40, 45, 37, 26, 15, 1, 48, 16, 42, 35, 0, 21, 25, 24, 9, 0, 45, 45, 39, 18, 41, 21, 20, 8, 45, 33, 42, 30, 19, 0, 41, 46, 49, 28, 34, 50, 16, 11, 12, 22, 6, 9, 14, 13, 5, 43, 41, 38, 8, 3, 21, 34, 41, 46, 6, 1, 16, 33, 50, 38, 42, 16, 19, 10, 28, 12, 39, 40, 36, 20, 12, 33, 23, 33]
[26, 26, 18, 33, 48, 22, 18, 22, 48, 12, 15, 10, 50, 40, 20, 5, 1, 5, 47, 14, 19, 50, 29, 35, 44, 22, 4, 14, 47, 24, 6, 20, 23, 7, 24, 4, 46, 38, 45, 24, 21, 0, 34, 34, 23, 30, 3, 29, 39, 50, 47, 42, 32, 16, 49, 30, 14, 35, 18, 36, 34, 9, 19, 49, 27, 24, 12, 31, 30, 26, 48, 13, 5, 38, 17, 9, 46, 10, 14, 31, 12, 38, 24, 5, 37, 36, 48, 17, 17, 35, 21, 39, 48, 8, 14, 15, 45, 15, 13, 49, 47, 20, 4, 12]
[24, 38, 16, 25, 4, 30, 9, 11, 42, 25, 39, 38, 18, 39, 6, 39, 39, 28, 2, 4, 9, 26, 26, 20, 22, 30, 24, 21, 43, 45, 45, 35, 36, 5, 7, 15, 4, 33, 10, 26, 25, 34, 0, 24, 48, 38, 33, 10, 42, 36, 31, 42, 30, 17, 25, 32, 43, 15, 22, 24, 15, 17, 46, 48, 37, 21, 7, 25, 44, 30, 50, 25, 3, 17, 29, 45, 9, 14, 33, 44, 37, 23, 40, 30, 8, 19, 41, 38, 36, 10, 50, 46, 45, 0, 21, 20, 25, 43, 26, 32, 44, 45, 3, 5]
[39, 35, 41, 3, 8, 8, 50, 8, 30, 41, 2, 8, 18, 35, 46, 25, 30, 38, 50, 1, 13, 39, 38, 33, 15, 6, 44, 38, 16, 32, 7, 13, 38, 21, 30, 40, 42, 10, 40, 25, 24, 34, 24, 0, 6, 49, 18, 41, 15, 45, 31, 31, 19, 48, 34, 36, 11, 43, 23, 24, 39, 38, 8, 44, 15, 37, 38, 20, 14, 36, 44, 9, 29, 38, 1, 27, 16, 5, 21, 6, 1, 17, 9, 20, 6, 30, 17, 47, 29, 49, 39, 37, 16, 23, 11, 1, 17, 12, 29, 49, 45, 38, 22, 13]
