N1,N2,...,Nx
[46, 31, 21, 6, 18, 42, 9, 36, 18, 11, 9, 12, 28, 37, 37, 11, 6, 7, 22, 8, 17, 45, 0, 27, 48, 39, 4, 39, 47, 5, 47, 13, 47, 46, 34, 31, 20, 11, 2, 41, 36, 38]
[24, 34, 46, 48, 29, 5, 28, 3, 12, 12, 23, 3, 33, 36, 34, 23, 32, 12, 33, 23, 19, 11, 27, 0, 14, 0, 46, 39, 28, 47, 18, 17, 39, 45, 7, 26, 15, 21, 10, 1, 39, 28]
[32, 46, 17, 25, 47, 15, 9, 1, 34, 6, 4, 7, 39, 36, 47, 3, 37, 26, 50, 50, 19, 17, 48, 14, 0, 29, 50, 50, 17, 36, 41, 48, 1, 26, 44, 46, 24, 49, 2, 42, 16, 25]
[19, 25, 18, 48, 10, 46, 28, 39, 48, 2, 49, 25, 20, 36, 22, 5, 49, 23, 27, 20, 36, 38, 39, 0, 29, 0, 25, 0, 45, 19, 11, 23, 29, 45, 20, 4, 32, 29, 48, 25, 39, 44]
[32, 15, 29, 34, 10, 34, 26, 23, 4, 49, 16, 9, 29, 35, 39, 11, 12, 33, 11, 25, 4, 27, 4, 46, 50, 25, 0, 28, 5, 0, 23, 50, 37, 40, 23, 29, 33, 6, 13, 29, 7, 4]
[49, 21, 21, 17, 32, 23, 42, 2, 22, 5, 14, 10, 19, 4, 15, 32, 40, 18, 28, 33, 40, 28, 39, 39, 50, 0, 28, 0, 1, 24, 29, 32, 9, 13, 46, 38, 28, 14, 22, 29, 5, 48]
[49, 4, 9, 31, 32, 24, 23, 47, 40, 9, 8, 44, 7, 3, 29, 9, 1, 39, 5, 26, 38, 13, 47, 28, 17, 45, 5, 1, 0, 40, 30, 43, 34, 8, 34, 14, 4, 3, 33, 19, 28, 21]
[47, 0, 38, 46, 31, 34, 46, 17, 50, 2, 49, 46, 30, 46, 46, 35, 0, 12, 44, 2, 28, 12, 5, 47, 36, 19, 0, 24, 40, 0, 41, 21, 19, 28, 39, 17, 4, 42, 13, 5, 26, 20]
[41, 30, 1, 17, 45, 38, 6, 13, 12, 25, 31, 9, 38, 32, 43, 37, 47, 37, 47, 44, 37, 8, 47, 18, 41, 11, 23, 29, 30, 41, 0, 9, 29, 1, 25, 2, 32, 24, 48, 31, 4, 21]
[41, 16, 38, 2, 36, 21, 6, 18, 28, 11, 49, 49, 36, 41, 47, 45, 28, 42, 19, 50, 49, 1, 13, 17, 48, 23, 50, 32, 43, 21, 9, 0, 21, 39, 35, 11, 19, 42, 1, 12, 50, 37]
[9, 1, 22, 24, 6, 14, 2, 3, 8, 9, 38, 16, 15, 48, 23, 5, 32, 20, 13, 50, 6, 38, 47, 39, 1, 29, 37, 9, 34, 19, 29, 21, 0, 6, 7, 39, 30, 1, 13, 21, 4, 34]
[15, 6, 22, 27, 40, 42, 18, 22, 6, 1, 33, 14, 28, 1, 25, 22, 7, 37, 38, 50, 1, 0, 46, 45, 26, 45, 40, 13, 8, 28, 1, 39, 6, 0, 19, 25, 37, 15, 11, 6, 4, 37]
[46, 34, 8, 13, 4, 30, 33, 36, 6, 10, 40, 33, 38, 29, 46, 8, 50, 19, 20, 1, 14, 36, 34, 7, 44, 20, 23, 46, 34, 39, 25, 35, 7, 19, 0, 24, 4, 5, 3, 6, 32, 7]
[17, 13, 3, 12, 26, 20, 18, 30, 47, 37, 26, 3, 17, 28, 34, 25, 31, 43, 17, 34, 39, 48, 31, 26, 46, 4, 29, 38, 14, 17, 2, 11, 39, 25, 24, 0, 5, 47, 41, 25, 17, 45]
[44, 3, 19, 29, 34, 36, 1, 6, 37, 37, 34, 19, 17, 37, 20, 43, 28, 46, 49, 31, 5, 29, 20, 15, 24, 32, 33, 28, 4, 4, 32, 19, 30, 37, 4, 5, 0, 15, 24, 12, 25, 13]
[30, 1, 25, 36, 21, 7, 28, 3, 12, 41, 50, 40, 10, 50, 37, 39, 45, 39, 30, 7, 9, 49, 11, 21, 49, 29, 6, 14, 3, 42, 24, 42, 1, 15, 5, 47, 15, 0, 23, 15, 7, 26]
[15, 5, 40, 37, 13, 35, 30, 47, 15, 35, 40, 20, 15, 13, 1, 16, 18, 7, 31, 43, 14, 0, 2, 10, 2, 48, 13, 22, 33, 13, 48, 1, 13, 11, 3, 41, 24, 23, 0, 3, 38, 19]
[31, 14, 9, 37, 48, 33, 49, 43, 27, 7, 43, 47, 48, 38, 48, 2, 42, 26, 20, 50, 29, 28, 41, 1, 42, 25, 29, 29, 19, 5, 31, 12, 21, 6, 6, 25, 12, 15, 3, 0, 21, 41]
[29, 46, 39, 35, 4, 30, 31, 26, 2, 25, 45, 11, 15, 17, 39, 39, 22, 12, 39, 35, 18, 46, 36, 39, 16, 39, 7, 5, 28, 26, 4, 50, 4, 4, 32, 17, 25, 7, 38, 21, 0, 8]
[1, 47, 10, 19, 40, 7, 41, 48, 23, 30, 19, 25, 29, 11, 9, 32, 8, 36, 46, 41, 33, 35, 38, 28, 25, 44, 4, 48, 21, 20, 21, 37, 34, 37, 7, 45, 13, 26, 19, 41, 8, 0]
