N1,N2,...,Nx
[16, 33, 6, 8, 1, 24, 22, 35, 14, 37, 0, 29, 27, 2, 26, 20, 18, 44, 35, 47, 38, 42, 41, 16, 17, 20, 30, 49, 30, 26, 36, 49, 34, 5, 39, 13, 39, 46, 38, 4, 43, 9, 40, 3, 13, 30, 15, 48, 17, 22, 37, 50, 41, 28, 40, 14, 46, 27, 10, 17, 36, 13, 30, 17, 6, 33, 34, 49, 8, 16, 1, 30, 14, 39, 44, 20, 4, 12, 16, 16, 37, 7, 31, 26, 5, 29, 40, 7, 50, 13, 11, 30, 33, 6, 17, 37, 29, 34, 50, 34, 37, 19, 21, 15, 5, 22, 41, 0, 14, 47, 20, 14, 41, 3, 28, 20, 27, 7, 32, 23, 40, 13, 49, 0, 48, 43, 44, 40, 20, 49, 45, 25, 50, 22, 27, 34, 11, 44, 19]
[17, 40, 48, 50, 50, 5, 8, 24, 43, 33, 29, 0, 41, 8, 15, 23, 38, 9, 25, 41, 33, 25, 4, 6, 39, 48, 29, 37, 21, 21, 42, 24, 39, 26, 14, 28, 41, 2, 5, 8, 19, 35, 32, 38, 30, 17, 7, 39, 35, 44, 8, 28, 27, 10, 42, 28, 47, 43, 48, 38, 0, 1, 33, 12, 42, 3, 31, 33, 49, 23, 45, 26, 24, 18, 23, 6, 6, 35, 1, 17, 11, 18, 36, 49, 20, 30, 22, 15, 6, 7, 33, 28, 43, 29, 30, 11, 41, 48, 49, 32, 46, 10, 8, 49, 2, 41, 35, 45, 41, 6, 0, 22, 18, 45, 14, 14, 30, 26, 1, 26, 25, 26, 28, 26, 41, 37, 21, 11, 22, 7, 28, 25, 43, 25, 46, 12, 43, 6, 34]
[13, 50, 8, 49, 13, 4, 18, 22, 27, 44, 27, 41, 0, 0, 23, 15, 16, 10, 5, 4, 18, 30, 37, 1, 17, 26, 11, 14, 8, 2, 40, 12, 34, 11, 28, 12, 25, 40, 12, 15, 14, 25, 3, 1, 12, 31, 36, 15, 16, 37, 8, 45, 24, 34, 44, 34, 28, 17, 39, 50, 33, 35, 43, 10, 23, 30, 11, 31, 16, 0, 10, 3, 29, 10, 28, 37, 31, 0, 29, 47, 24, 43, 14, 41, 42, 15, 19, 18, 32, 49, 44, 14, 47, 15, 23, 22, 6, 34, 20, 6, 21, 27, 36, 23, 5, 21, 43, 6, 14, 24, 7, 38, 8, 12, 38, 6, 39, 7, 9, 42, 46, 22, 12, 20, 22, 12, 10, 32, 49, 43, 19, 28, 4, 0, 27, 39, 21, 12, 2]
[36, 28, 25, 35, 50, 15, 8, 17, 40, 33, 2, 8, 0, 0, 26, 34, 28, 22, 32, 13, 3, 39, 13, 35, 2, 38, 29, 22, 13, 44, 28, 9, 14, 49, 32, 41, 20, 48, 48, 12, 47, 43, 1, 23, 18, 0, 11, 43, 39, 47, 29, 22, 46, 45, 27, 44, 29, 1, 14, 47, 35, 35, 14, 1, 3, 33, 4, 10, 13, 2, 29, 25, 44, 47, 9, 2, 33, 32, 46, 48, 10, 34, 25, 21, 16, 16, 13, 8, 41, 13, 44, 48, 25, 15, 43, 36, 32, 21, 32, 13, 47, 30, 28, 44, 3, 4, 26, 38, 17, 29, 24, 41, 13, 46, 4, 32, 7, 29, 14, 34, 2, 3, 50, 8, 21, 32, 43, 13, 10, 2, 21, 29, 40, 32, 11, 24, 45, 1, 33]
[18, 35, 22, 11, 45, 47, 43, 41, 49, 34, 26, 15, 23, 26, 0, 31, 34, 13, 40, 24, 19, 24, 7, 22, 43, 1, 46, 8, 33, 10, 40, 8, 42, 1, 47, 41, 15, 43, 11, 47, 44, 26, 44, 33, 37, 34, 41, 18, 46, 0, 34, 13, 0, 9, 12, 34, 37, 41, 3, 9, 41, 33, 1, 33, 28, 25, 36, 34, 49, 42, 40, 24, 34, 17, 44, 18, 3, 21, 40, 14, 46, 19, 28, 43, 23, 41, 0, 1, 48, 18, 24, 32, 13, 13, 0, 40, 3, 16, 3, 19, 39, 38, 25, 49, 29, 22, 48, 45, 11, 1, 23, 36, 18, 46, 8, 49, 45, 23, 23, 19, 39, 37, 17, 24, 1, 49, 16, 34, 42, 15, 34, 44, 24, 47, 37, 20, 38, 8, 6]
[16, 42, 20, 43, 2, 24, 41, 27, 32, 25, 20, 23, 15, 34, 31, 0, 15, 34, 20, 47, 15, 42, 16, 13, 41, 14, 47, 26, 27, 37, 21, 47, 14, 38, 24, 43, 22, 35, 11, 23, 13, 49, 28, 25, 25, 12, 8, 27, 35, 19, 8, 11, 11, 18, 16, 32, 43, 27, 13, 15, 23, 3, 28, 49, 40, 32, 29, 6, 24, 46, 42, 50, 6, 6, 47, 31, 8, 21, 35, 44, 13, 12, 40, 4, 11, 35, 9, 15, 1, 1, 29, 1, 45, 50, 11, 45, 19, 10, 44, 22, 21, 39, 44, 26, 1, 32, 31, 45, 35, 10, 27, 41, 16, 17, 3, 28, 35, 16, 18, 8, 22, 13, 42, 8, 38, 46, 5, 20, 35, 47, 22, 2, 23, 42, 14, 38, 21, 0, 48]
[41, 12, 42, 40, 20, 5, 6, 29, 42, 16, 18, 38, 16, 28, 34, 15, 0, 47, 2, 10, 40, 39, 46, 0, 0, 11, 49, 41, 21, 28, 48, 0, 25, 7, 13, 10, 3, 47, 33, 36, 43, 0, 44, 33, 2, 15, 18, 21, 47, 8, 35, 45, 21, 42, 28, 20, 44, 30, 47, 22, 16, 22, 0, 42, 41, 2, 18, 23, 47, 41, 34, 20, 25, 43, 48, 25, 13, 13, 45, 37, 25, 29, 46, 25, 40, 10, 36, 11, 28, 22, 2, 12, 37, 15, 32, 26, 25, 13, 20, 46, 37, 38, 40, 21, 23, 8, 20, 27, 5, 20, 41, 5, 27, 5, 43, 43, 11, 35, 27, 17, 49, 4, 36, 41, 3, 25, 49, 17, 44, 23, 0, 1, 50, 50, 32, 41, 17, 4, 48]
[14, 7, 3, 14, 24, 3, 0, 34, 31, 44, 44, 9, 10, 22, 13, 34, 47, 0, 5, 12, 24, 16, 50, 2, 35, 0, 30, 47, 46, 15, 0, 34, 17, 40, 50, 5, 15, 34, 48, 4, 38, 19, 22, 45, 10, 10, 45, 47, 14, 20, 38, 9, 50, 3, 7, 49, 15, 35, 9, 10, 18, 48, 44, 32, 7, 4, 24, 28, 20, 40, 39, 21, 1, 49, 37, 36, 24, 43, 33, 46, 3, 48, 26, 44, 2, 11, 4, 1, 26, 18, 19, 48, 21, 43, 43, 36, 39, 38, 21, 0, 46, 4, 45, 36, 4, 11, 24, 15, 37, 37, 47, 46, 11, 45, 28, 20, 48, 44, 14, 14, 8, 8, 44, 8, 18, 41, 20, 45, 1, 49, 28, 17, 10, 11, 24, 8, 12, 42, 24]
[25, 35, 7, 49, 39, 23, 42, 5, 41, 29, 35, 25, 5, 32, 40, 20, 2, 5, 0, 27, 18, 13, 25, 35, 11, 22, 46, 30, 34, 35, 33, 23, 36, 32, 17, 22, 36, 18, 29, 12, 49, 1, 32, 50, 3, 50, 30, 13, 38, 26, 35, 25, 28, 6, 13, 35, 30, 17, 9, 47, 19, 2, 49, 44, 29, 0, 21, 41, 12, 48, 45, 15, 50, 24, 29, 45, 13, 41, 8, 27, 46, 34, 27, 38, 18, 31, 28, 29, 23, 35, 37, 24, 47, 37, 22, 49, 48, 46, 37, 27, 26, 42, 28, 6, 7, 39, 0, 43, 4, 12, 16, 29, 44, 16, 41, 47, 28, 16, 43, 8, 15, 40, 21, 46, 47, 42, 44, 12, 35, 8, 35, 38, 3, 40, 6, 38, 1, 15, 42]
[6, 36, 14, 27, 10, 36, 41, 14, 0, 42, 47, 41, 4, 13, 24, 47, 10, 12, 27, 0, 9, 5, 1, 12, 44, 46, 27, 42, 36, 43, 29, 20, 48, 30, 39, 24, 40, 15, 28, 45, 13, 34, 50, 27, 8, 29, 33, 29, 36, 38, 19, 45, 41, 12, 28, 34, 47, 27, 13, 46, 46, 6, 31, 42, 38, 11, 29, 31, 6, 11, 26, 40, 33, 18, 11, 47, 37, 14, 33, 30, 28, 10, 7, 50, 37, 38, 20, 11, 3, 34, 48, 33, 8, 21, 6, 17, 36, 2, 0, 17, 12, 43, 35, 50, 4, 2, 14, 40, 32, 33, 30, 32, 34, 42, 50, 2, 50, 47, 16, 30, 42, 29, 28, 38, 30, 15, 33, 33, 46, 2, 8, 22, 31, 41, 8, 40, 41, 20, 38]
[17, 34, 0, 1, 30, 5, 44, 4, 13, 19, 38, 33, 18, 3, 19, 15, 40, 24, 18, 9, 0, 2, 28, 36, 35, 32, 31, 31, 18, 47, 4, 2, 39, 38, 2, 3, 26, 23, 0, 9, 1, 3, 21, 46, 29, 6, 27, 26, 12, 18, 40, 11, 40, 1, 25, 4, 7, 24, 11, 30, 33, 42, 16, 33, 15, 16, 17, 11, 25, 4, 46, 34, 5, 0, 4, 6, 31, 50, 12, 37, 45, 1, 37, 43, 33, 11, 50, 45, 1, 35, 8, 5, 0, 16, 7, 42, 14, 28, 36, 33, 9, 38, 27, 18, 3, 37, 24, 39, 39, 3, 46, 49, 46, 30, 0, 50, 8, 46, 24, 38, 14, 14, 6, 19, 22, 49, 49, 6, 44, 18, 13, 41, 17, 6, 14, 10, 4, 13, 25]
[44, 25, 37, 3, 23, 8, 25, 36, 50, 27, 42, 25, 30, 39, 24, 42, 39, 16, 13, 5, 2, 0, 14, 5, 21, 29, 20, 16, 24, 23, 28, 50, 50, 4, 45, 12, 46, 7, 26, 21, 37, 37, 41, 30, 6, 29, 25, 16, 2, 11, 40, 26, 35, 11, 13, 47, 38, 27, 37, 2, 14, 19, 40, 14, 14, 13, 18, 40, 20, 43, 7, 40, 17, 0, 14, 19, 48, 13, 23, 11, 14, 13, 12, 29, 25, 48, 35, 15, 16, 44, 50, 45, 13, 29, 41, 26, 33, 21, 18, 0, 50, 20, 11, 3, 18, 18, 46, 48, 40, 22, 23, 23, 42, 32, 42, 40, 2, 0, 9, 31, 13, 8, 33, 12, 0, 42, 0, 24, 38, 22, 33, 10, 38, 28, 14, 20, 11, 48, 8]
[6, 22, 29, 49, 23, 47, 47, 13, 19, 6, 41, 4, 37, 13, 7, 16, 46, 50, 25, 1, 28, 14, 0, 20, 7, 48, 44, 9, 6, 13, 9, 39, 40, 50, 24, 41, 8, 16, 13, 3, 16, 43, 8, 6, 14, 48, 46, 45, 24, 16, 12, 31, 28, 17, 46, 11, 19, 32, 31, 23, 12, 3, 28, 37, 38, 16, 16, 34, 5, 7, 19, 41, 15, 25, 29, 16, 24, 39, 18, 10, 44, 6, 20, 30, 16, 4, 24, 31, 11, 28, 40, 13, 39, 0, 4, 14, 23, 22, 9, 48, 39, 1, 36, 0, 41, 39, 3, 42, 37, 32, 29, 42, 3, 11, 21, 3, 8, 3, 43, 24, 37, 23, 9, 26, 16, 36, 14, 32, 31, 5, 27, 36, 0, 22, 21, 32, 24, 11, 14]
[14, 48, 5, 2, 3, 29, 16, 0, 48, 14, 16, 6, 1, 35, 22, 13, 0, 2, 35, 12, 36, 5, 20, 0, 40, 27, 23, 46, 17, 25, 20, 26, 5, 45, 10, 11, 20, 42, 2, 37, 50, 18, 1, 13, 9, 39, 31, 48, 18, 11, 16, 43, 26, 0, 18, 10, 14, 45, 21, 22, 45, 16, 7, 23, 25, 28, 14, 3, 20, 18, 0, 38, 39, 28, 12, 15, 42, 3, 3, 35, 17, 5, 42, 16, 29, 0, 21, 7, 7, 46, 34, 0, 35, 34, 34, 10, 18, 1, 37, 6, 15, 24, 42, 20, 1, 19, 16, 14, 13, 45, 41, 8, 41, 33, 11, 19, 41, 17, 45, 6, 28, 28, 4, 22, 27, 28, 12, 32, 19, 19, 23, 42, 12, 4, 6, 25, 46, 11, 50]
[40, 2, 48, 28, 49, 42, 20, 5, 47, 20, 17, 39, 17, 2, 43, 41, 0, 35, 11, 44, 35, 21, 7, 40, 0, 22, 44, 9, 25, 24, 0, 2, 1, 30, 40, 21, 14, 26, 41, 25, 23, 26, 6, 20, 34, 41, 14, 15, 4, 36, 37, 27, 7, 0, 42, 11, 43, 16, 1, 23, 45, 10, 18, 10, 29, 36, 25, 22, 26, 37, 8, 22, 24, 30, 39, 16, 26, 4, 16, 1, 42, 9, 10, 20, 5, 12, 7, 7, 22, 31, 36, 39, 18, 25, 13, 7, 16, 3, 21, 5, 46, 21, 46, 46, 37, 44, 38, 21, 14, 47, 39, 45, 29, 32, 10, 6, 27, 24, 31, 39, 28, 19, 37, 9, 8, 15, 29, 45, 46, 27, 12, 10, 23, 17, 38, 18, 28, 45, 10]
[29, 34, 18, 41, 37, 11, 18, 39, 35, 17, 20, 48, 26, 38, 1, 14, 11, 0, 22, 46, 32, 29, 48, 27, 22, 0, 40, 10, 43, 8, 31, 8, 5, 31, 20, 29, 49, 34, 21, 47, 5, 38, 15, 47, 44, 24, 27, 34, 29, 18, 15, 36, 36, 24, 11, 30, 10, 22, 25, 10, 44, 11, 26, 25, 16, 40, 45, 33, 8, 0, 1, 27, 47, 18, 2, 21, 50, 16, 24, 8, 1, 42, 49, 4, 28, 49, 23, 38, 4, 0, 12, 33, 17, 17, 43, 46, 29, 7, 32, 20, 25, 39, 27, 17, 10, 11, 27, 34, 14, 13, 8, 3, 36, 6, 20, 40, 18, 20, 42, 8, 18, 23, 30, 49, 7, 30, 28, 46, 43, 24, 17, 34, 42, 7, 40, 43, 19, 36, 45]
[25, 25, 36, 13, 4, 1, 6, 50, 10, 41, 30, 29, 11, 29, 46, 47, 49, 30, 46, 27, 31, 20, 44, 23, 44, 40, 0, 39, 22, 35, 5, 43, 10, 21, 1, 31, 21, 49, 4, 45, 6, 25, 38, 12, 29, 25, 47, 10, 16, 49, 24, 1, 45, 6, 47, 6, 26, 41, 25, 29, 5, 22, 15, 13, 16, 45, 7, 14, 7, 36, 8, 8, 11, 38, 4, 33, 8, 46, 7, 44, 19, 46, 25, 27, 41, 44, 26, 30, 20, 10, 14, 27, 23, 9, 8, 34, 12, 34, 22, 25, 39, 43, 6, 9, 44, 43, 15, 10, 28, 3, 0, 33, 13, 33, 1, 28, 18, 11, 8, 42, 35, 16, 25, 32, 33, 42, 12, 27, 22, 23, 21, 43, 46, 9, 7, 5, 30, 38, 6]
[43, 47, 21, 35, 28, 35, 14, 30, 28, 20, 49, 37, 14, 22, 8, 26, 41, 47, 30, 42, 31, 16, 9, 46, 9, 10, 39, 0, 4, 25, 26, 12, 12, 32, 4, 27, 37, 21, 5, 47, 45, 30, 10, 43, 14, 4, 1, 37, 16, 13, 7, 28, 14, 4, 48, 45, 0, 18, 12, 19, 1, 7, 30, 33, 5, 2, 34, 31, 8, 38, 49, 1, 47, 45, 50, 4, 37, 44, 1, 29, 20, 34, 22, 6, 30, 31, 4, 34, 36, 45, 8, 33, 49, 5, 21, 6, 7, 32, 39, 37, 6, 45, 9, 27, 39, 32, 5, 17, 48, 13, 39, 34, 47, 28, 41, 13, 31, 41, 3, 32, 45, 0, 24, 17, 1, 26, 15, 1, 36, 6, 8, 16, 6, 2, 5, 36, 45, 12, 20]
[36, 47, 23, 43, 34, 47, 38, 29, 3, 20, 30, 21, 8, 13, 33, 27, 21, 46, 34, 36, 18, 24, 6, 17, 25, 43, 22, 4, 0, 44, 50, 20, 41, 29, 12, 29, 46, 18, 12, 39, 9, 16, 18, 27, 28, 31, 2, 42, 31, 3, 10, 22, 36, 28, 1, 37, 7, 21, 28, 42, 19, 44, 0, 30, 31, 28, 46, 8, 28, 22, 39, 2, 12, 3, 32, 25, 12, 20, 6, 48, 43, 9, 32, 1, 39, 38, 22, 3, 29, 9, 41, 45, 41, 48, 26, 23, 0, 17, 8, 13, 19, 31, 45, 37, 35, 32, 21, 44, 9, 40, 21, 40, 5, 25, 24, 46, 16, 32, 32, 24, 36, 29, 17, 12, 5, 19, 5, 20, 22, 26, 33, 37, 33, 15, 9, 1, 26, 30, 19]
[39, 6, 15, 45, 50, 36, 30, 27, 4, 39, 26, 21, 2, 44, 10, 37, 28, 15, 35, 43, 47, 23, 13, 25, 24, 8, 35, 25, 44, 0, 42, 16, 22, 30, 10, 28, 42, 47, 14, 5, 39, 37, 41, 14, 19, 47, 40, 46, 47, 8, 7, 41, 48, 9, 49, 1, 36, 43, 22, 29, 21, 43, 22, 20, 12, 31, 48, 34, 23, 44, 7, 27, 25, 20, 28, 31, 16, 43, 36, 10, 47, 48, 5, 0, 6, 45, 23, 21, 43, 12, 18, 3, 43, 0, 24, 1, 0, 15, 34, 21, 18, 0, 4, 39, 29, 19, 10, 9, 29, 11, 21, 43, 5, 20, 15, 0, 23, 29, 44, 40, 44, 19, 33, 39, 11, 0, 48, 10, 15, 5, 12, 10, 13, 26, 30, 37, 20, 4, 27]
[28, 4, 36, 6, 49, 16, 43, 7, 12, 9, 36, 42, 40, 28, 40, 21, 48, 0, 33, 29, 4, 28, 9, 20, 0, 31, 5, 26, 50, 42, 0, 6, 5, 26, 15, 35, 11, 4, 35, 3, 40, 2, 32, 6, 20, 6, 30, 2, 35, 7, 45, 1, 35, 42, 35, 49, 7, 36, 40, 26, 34, 21, 39, 37, 32, 4, 26, 0, 13, 39, 18, 20, 12, 43, 44, 10, 34, 43, 4, 21, 30, 14, 48, 43, 30, 8, 24, 37, 24, 25, 50, 27, 49, 19, 24, 34, 23, 15, 40, 32, 14, 21, 0, 15, 13, 9, 43, 21, 3, 1, 41, 33, 7, 39, 20, 6, 1, 39, 11, 11, 48, 0, 48, 42, 1, 39, 10, 37, 20, 33, 8, 11, 14, 1, 37, 2, 2, 18, 33]
[24, 6, 37, 46, 3, 34, 34, 6, 38, 9, 49, 24, 12, 9, 8, 47, 0, 34, 23, 20, 2, 50, 39, 26, 2, 8, 43, 12, 20, 16, 6, 0, 39, 14, 41, 5, 21, 39, 32, 6, 30, 0, 26, 20, 25, 4, 37, 32, 34, 3, 39, 19, 8, 42, 23, 9, 19, 48, 29, 2, 39, 32, 5, 18, 8, 36, 34, 44, 8, 16, 44, 0, 13, 31, 49, 46, 22, 36, 29, 13, 27, 48, 6, 5, 36, 31, 10, 18, 48, 9, 32, 17, 41, 40, 23, 23, 31, 17, 47, 28, 45, 6, 18, 38, 2, 1, 44, 17, 23, 32, 9, 46, 28, 28, 49, 7, 25, 44, 34, 22, 28, 36, 31, 16, 30, 14, 23, 26, 46, 43, 14, 26, 46, 47, 39, 25, 43, 27, 11]
[3, 14, 19, 16, 8, 20, 28, 3, 24, 17, 34, 39, 34, 14, 42, 14, 25, 17, 36, 48, 39, 50, 40, 5, 1, 5, 10, 12, 41, 22, 5, 39, 0, 24, 24, 6, 47, 15, 27, 16, 43, 32, 7, 37, 32, 43, 50, 18, 4, 14, 26, 49, 2, 18, 4, 40, 21, 37, 37, 18, 17, 12, 26, 23, 31, 9, 15, 43, 10, 2, 18, 25, 7, 45, 41, 44, 45, 19, 28, 20, 35, 46, 12, 48, 43, 11, 3, 27, 21, 5, 45, 11, 41, 5, 48, 9, 21, 38, 13, 32, 22, 0, 41, 25, 20, 24, 35, 0, 41, 31, 20, 21, 38, 47, 36, 6, 20, 14, 36, 15, 1, 50, 31, 48, 17, 4, 7, 32, 37, 29, 18, 29, 49, 12, 46, 4, 35, 34, 39]
