N1,N2,...,Nx
[0, 45, 22, 0, 27, 14, 0, 31, 30, 14, 0, 46, 33, 49, 32, 9, 18, 25, 19, 20, 28, 43, 48, 36, 0, 43, 27, 11, 16, 21, 34, 16, 1, 5, 12, 31, 19, 25, 40, 38, 10, 16, 27, 43, 36, 34, 7, 39, 11, 26, 18, 5, 18, 4, 25, 34, 14, 28, 49, 1, 17, 11, 45, 27, 27, 39, 48, 38, 3, 26, 0, 11, 5, 32, 16, 21, 11, 30, 40, 24, 27, 5, 49, 0, 26, 20, 44, 18, 5, 15, 11, 25, 35, 38, 4, 27, 34, 11, 19, 29, 20, 36, 16, 12, 34, 39, 21, 40, 10, 1, 11, 10, 17, 34, 37, 46, 12, 28, 41, 23, 8, 19, 34, 36, 21, 39, 2, 7, 16, 48, 43, 41, 29, 39, 4]
[33, 50, 22, 39, 17, 3, 47, 22, 41, 28, 46, 0, 37, 44, 18, 20, 37, 33, 46, 23, 23, 27, 0, 50, 6, 6, 2, 20, 13, 0, 18, 36, 41, 1, 7, 12, 5, 10, 20, 39, 35, 26, 48, 10, 13, 36, 34, 3, 40, 48, 11, 8, 24, 30, 8, 50, 49, 2, 14, 5, 22, 21, 19, 30, 36, 33, 15, 36, 29, 34, 32, 41, 12, 27, 36, 14, 24, 21, 12, 30, 41, 9, 37, 38, 0, 24, 47, 40, 8, 4, 45, 34, 2, 7, 1, 39, 46, 28, 8, 30, 21, 48, 23, 34, 46, 29, 2, 31, 49, 34, 17, 26, 2, 12, 27, 13, 46, 34, 45, 21, 18, 37, 14, 13, 43, 50, 50, 23, 4, 23, 46, 0, 23, 1, 23]
[14, 48, 25, 39, 45, 17, 24, 19, 34, 13, 33, 37, 0, 20, 25, 2, 21, 34, 47, 50, 22, 26, 12, 5, 13, 20, 39, 48, 4, 38, 42, 49, 50, 34, 40, 27, 25, 41, 18, 21, 13, 14, 28, 12, 14, 23, 16, 37, 12, 33, 14, 49, 8, 26, 25, 13, 22, 26, 37, 50, 39, 50, 22, 7, 20, 29, 50, 38, 44, 9, 42, 26, 28, 41, 40, 28, 47, 46, 7, 46, 44, 42, 12, 24, 44, 23, 37, 43, 10, 7, 48, 4, 32, 49, 39, 50, 17, 49, 22, 23, 1, 0, 25, 26, 16, 0, 47, 14, 5, 17, 8, 11, 23, 43, 46, 34, 41, 7, 30, 25, 8, 34, 32, 45, 34, 18, 45, 1, 13, 7, 38, 34, 11, 38, 29]
[20, 26, 22, 0, 6, 38, 33, 7, 0, 3, 49, 44, 20, 0, 49, 18, 7, 7, 28, 27, 38, 50, 35, 21, 29, 39, 19, 18, 49, 40, 7, 16, 32, 44, 10, 30, 6, 44, 19, 40, 39, 39, 18, 32, 43, 0, 12, 10, 34, 26, 48, 5, 34, 3, 41, 45, 37, 31, 19, 6, 19, 3, 32, 18, 19, 8, 44, 42, 29, 41, 16, 10, 42, 5, 25, 11, 11, 37, 12, 40, 30, 22, 6, 14, 3, 0, 7, 34, 16, 45, 17, 34, 48, 7, 22, 11, 12, 39, 20, 31, 44, 47, 6, 16, 50, 48, 1, 17, 41, 30, 9, 38, 1, 43, 32, 2, 26, 31, 2, 31, 42, 30, 19, 26, 5, 47, 5, 14, 7, 39, 11, 42, 5, 5, 48]
[15, 44, 22, 37, 23, 38, 35, 13, 10, 47, 32, 18, 25, 49, 0, 6, 12, 39, 3, 36, 15, 27, 2, 29, 0, 18, 38, 1, 39, 41, 16, 41, 26, 33, 16, 0, 2, 16, 42, 30, 35, 0, 47, 2, 43, 49, 48, 48, 25, 27, 27, 17, 14, 30, 39, 4, 18, 32, 9, 30, 8, 41, 21, 30, 47, 8, 49, 1, 0, 20, 39, 7, 5, 33, 26, 34, 17, 24, 5, 50, 37, 5, 9, 34, 1, 8, 19, 14, 25, 22, 46, 3, 27, 27, 49, 3, 35, 24, 12, 25, 47, 41, 45, 35, 27, 8, 48, 37, 23, 49, 38, 43, 34, 10, 20, 43, 43, 40, 2, 49, 48, 0, 15, 21, 37, 32, 29, 38, 17, 12, 6, 0, 49, 36, 3]
[28, 20, 25, 2, 28, 21, 4, 44, 45, 0, 9, 20, 2, 18, 6, 0, 34, 17, 11, 45, 0, 9, 37, 16, 17, 35, 27, 0, 45, 28, 22, 8, 0, 31, 8, 34, 49, 33, 6, 24, 13, 8, 35, 5, 3, 49, 15, 13, 2, 20, 49, 24, 23, 20, 32, 30, 18, 36, 22, 45, 29, 11, 13, 48, 5, 22, 45, 24, 40, 36, 18, 48, 0, 28, 23, 47, 7, 22, 47, 31, 35, 36, 4, 18, 33, 15, 1, 31, 37, 5, 50, 1, 39, 18, 12, 18, 47, 45, 23, 26, 10, 29, 24, 19, 44, 25, 39, 13, 19, 38, 44, 9, 26, 10, 46, 5, 18, 16, 3, 33, 11, 39, 10, 12, 11, 47, 42, 44, 36, 29, 41, 21, 29, 7, 19]
[28, 43, 24, 29, 2, 24, 34, 18, 22, 23, 18, 37, 21, 7, 12, 34, 0, 40, 32, 5, 19, 22, 14, 34, 1, 22, 18, 34, 48, 34, 24, 44, 40, 26, 1, 37, 19, 7, 44, 4, 0, 44, 40, 49, 37, 22, 20, 23, 19, 39, 18, 21, 26, 16, 5, 15, 46, 3, 48, 40, 23, 34, 11, 37, 49, 26, 10, 50, 21, 39, 43, 37, 34, 24, 27, 3, 44, 13, 25, 27, 31, 44, 19, 10, 39, 30, 47, 45, 27, 44, 43, 14, 22, 25, 19, 24, 39, 49, 40, 38, 42, 35, 40, 17, 15, 11, 26, 2, 42, 41, 30, 8, 8, 1, 16, 26, 13, 9, 17, 38, 36, 41, 35, 25, 27, 19, 19, 43, 23, 13, 10, 6, 35, 22, 14]
[1, 15, 1, 3, 16, 30, 18, 44, 31, 7, 25, 33, 34, 7, 39, 17, 40, 0, 37, 39, 45, 1, 30, 24, 38, 49, 46, 32, 0, 43, 40, 36, 21, 49, 17, 7, 9, 0, 19, 30, 25, 16, 27, 6, 36, 25, 5, 39, 43, 35, 41, 2, 25, 50, 42, 18, 37, 18, 21, 43, 12, 12, 15, 25, 50, 39, 30, 41, 16, 5, 12, 17, 47, 8, 20, 11, 10, 16, 40, 4, 20, 47, 14, 15, 42, 32, 11, 17, 34, 40, 39, 29, 40, 39, 33, 43, 30, 44, 44, 20, 16, 14, 45, 43, 6, 9, 27, 1, 22, 50, 42, 27, 30, 18, 1, 37, 41, 16, 36, 11, 14, 34, 4, 20, 29, 26, 48, 3, 15, 3, 27, 1, 48, 48, 49]
[39, 2, 18, 20, 24, 8, 31, 19, 11, 10, 19, 46, 47, 28, 3, 11, 32, 37, 0, 35, 16, 23, 48, 28, 41, 11, 4, 0, 20, 32, 10, 11, 0, 43, 48, 20, 12, 47, 35, 17, 36, 20, 12, 0, 7, 18, 31, 21, 24, 45, 43, 23, 48, 13, 42, 10, 49, 25, 8, 5, 49, 2, 4, 23, 44, 17, 4, 16, 38, 18, 23, 43, 33, 0, 5, 46, 24, 12, 30, 31, 31, 39, 38, 25, 5, 42, 19, 19, 23, 38, 23, 48, 46, 32, 29, 30, 29, 47, 49, 5, 23, 20, 17, 25, 12, 15, 21, 7, 25, 3, 5, 30, 0, 29, 10, 3, 25, 10, 44, 17, 22, 31, 49, 27, 19, 20, 6, 20, 50, 44, 48, 19, 35, 38, 31]
[37, 39, 16, 25, 12, 29, 20, 19, 37, 46, 20, 23, 50, 27, 36, 45, 5, 39, 35, 0, 22, 4, 34, 7, 24, 9, 13, 19, 18, 49, 42, 34, 24, 5, 26, 48, 5, 10, 7, 29, 3, 30, 16, 37, 4, 50, 47, 7, 15, 37, 2, 4, 23, 4, 19, 11, 9, 40, 41, 5, 23, 31, 8, 8, 3, 19, 38, 25, 26, 5, 24, 35, 3, 41, 6, 20, 8, 22, 12, 49, 35, 2, 24, 34, 29, 6, 36, 42, 17, 20, 43, 0, 5, 24, 22, 37, 18, 45, 12, 5, 35, 50, 19, 45, 14, 28, 15, 28, 16, 36, 49, 36, 47, 44, 35, 13, 48, 33, 38, 5, 6, 6, 36, 42, 0, 34, 25, 19, 2, 15, 37, 2, 9, 2, 7]
[32, 30, 31, 29, 7, 29, 33, 48, 30, 39, 28, 23, 22, 38, 15, 0, 19, 45, 16, 22, 0, 20, 36, 27, 40, 5, 39, 15, 32, 31, 30, 25, 13, 14, 6, 41, 1, 7, 25, 6, 26, 33, 35, 14, 25, 45, 25, 12, 3, 25, 35, 30, 39, 30, 25, 34, 16, 41, 8, 16, 38, 0, 49, 4, 7, 6, 4, 46, 13, 47, 40, 16, 5, 31, 14, 7, 8, 43, 31, 9, 50, 49, 36, 26, 49, 36, 43, 33, 45, 39, 22, 48, 21, 14, 5, 25, 33, 1, 38, 9, 4, 33, 21, 3, 50, 31, 21, 1, 40, 26, 2, 34, 50, 15, 43, 14, 11, 39, 40, 14, 7, 12, 44, 34, 16, 35, 30, 23, 0, 16, 44, 10, 46, 8, 39]
[8, 17, 13, 11, 47, 10, 27, 21, 1, 7, 43, 27, 26, 50, 27, 9, 22, 1, 23, 4, 20, 0, 25, 16, 40, 34, 40, 50, 12, 35, 11, 3, 16, 17, 16, 10, 46, 49, 39, 3, 22, 47, 50, 46, 14, 33, 46, 21, 8, 29, 21, 21, 48, 28, 3, 38, 36, 16, 4, 35, 27, 33, 43, 27, 44, 45, 20, 10, 11, 49, 48, 21, 6, 39, 4, 11, 22, 8, 45, 12, 31, 4, 8, 12, 38, 14, 3, 40, 1, 17, 1, 39, 1, 22, 46, 44, 22, 10, 28, 24, 8, 27, 11, 39, 12, 50, 26, 5, 18, 36, 16, 49, 40, 34, 10, 33, 29, 39, 29, 22, 11, 16, 46, 34, 32, 25, 47, 43, 40, 30, 1, 37, 21, 39, 15]
[38, 40, 47, 15, 45, 11, 44, 30, 13, 4, 48, 0, 12, 35, 2, 37, 14, 30, 48, 34, 36, 25, 0, 17, 6, 24, 21, 8, 38, 22, 8, 40, 7, 18, 2, 7, 26, 27, 28, 12, 46, 25, 10, 38, 33, 40, 2, 16, 8, 12, 26, 44, 7, 16, 4, 28, 27, 4, 48, 6, 10, 41, 43, 50, 33, 14, 4, 44, 16, 28, 8, 8, 23, 27, 9, 42, 50, 10, 8, 41, 0, 11, 2, 4, 1, 28, 17, 36, 44, 5, 39, 25, 36, 23, 23, 21, 50, 48, 39, 15, 4, 35, 31, 38, 14, 23, 49, 19, 1, 20, 31, 25, 12, 35, 1, 19, 4, 9, 33, 31, 26, 29, 7, 0, 0, 11, 24, 35, 11, 10, 36, 14, 40, 45, 13]
[10, 32, 5, 28, 47, 14, 28, 48, 8, 45, 36, 50, 5, 21, 29, 16, 34, 24, 28, 7, 27, 16, 17, 0, 48, 44, 39, 38, 23, 28, 28, 45, 40, 5, 30, 14, 30, 34, 21, 48, 43, 50, 24, 34, 29, 24, 32, 23, 12, 20, 1, 44, 13, 33, 15, 22, 10, 29, 13, 40, 37, 1, 26, 50, 13, 35, 23, 28, 11, 10, 28, 36, 24, 19, 19, 6, 14, 19, 13, 24, 14, 6, 9, 26, 19, 15, 33, 22, 44, 4, 6, 11, 5, 9, 13, 4, 19, 10, 36, 0, 22, 39, 39, 7, 10, 39, 13, 37, 40, 26, 21, 32, 22, 7, 16, 42, 29, 43, 11, 13, 45, 43, 37, 21, 35, 24, 41, 17, 26, 11, 39, 3, 50, 38, 30]
[19, 1, 28, 48, 8, 28, 35, 43, 40, 4, 0, 6, 13, 29, 0, 17, 1, 38, 41, 24, 40, 40, 6, 48, 0, 49, 43, 3, 5, 44, 2, 12, 15, 31, 19, 17, 48, 44, 32, 34, 50, 36, 31, 10, 38, 22, 28, 34, 15, 48, 2, 30, 33, 19, 46, 5, 41, 0, 44, 8, 5, 12, 24, 31, 10, 5, 5, 33, 50, 49, 38, 31, 15, 46, 40, 37, 12, 35, 47, 26, 12, 49, 43, 12, 19, 37, 50, 44, 20, 28, 16, 17, 1, 50, 50, 46, 41, 30, 16, 19, 50, 11, 35, 19, 32, 4, 49, 38, 34, 17, 21, 23, 5, 9, 5, 33, 16, 11, 21, 31, 3, 22, 41, 31, 42, 42, 18, 24, 24, 9, 19, 6, 42, 46, 33]
[38, 11, 14, 11, 34, 19, 24, 1, 36, 16, 43, 6, 20, 39, 18, 35, 22, 49, 11, 9, 5, 34, 24, 44, 49, 0, 49, 20, 31, 33, 24, 25, 39, 41, 16, 45, 16, 30, 20, 7, 44, 41, 39, 14, 39, 8, 14, 3, 19, 31, 38, 37, 6, 27, 19, 12, 29, 33, 31, 47, 48, 13, 43, 27, 50, 2, 8, 21, 35, 43, 34, 13, 0, 49, 0, 16, 3, 26, 42, 12, 36, 34, 11, 32, 21, 29, 38, 28, 42, 44, 34, 8, 9, 7, 4, 2, 8, 44, 17, 29, 3, 26, 40, 31, 16, 41, 36, 31, 0, 28, 28, 24, 37, 48, 32, 22, 8, 10, 41, 29, 34, 17, 16, 47, 32, 22, 32, 6, 41, 45, 46, 11, 18, 21, 40]
[1, 15, 34, 38, 14, 2, 7, 13, 9, 7, 27, 2, 39, 19, 38, 27, 18, 46, 4, 13, 39, 40, 21, 39, 43, 49, 0, 26, 43, 16, 27, 30, 24, 50, 4, 17, 9, 48, 36, 11, 30, 49, 32, 47, 19, 17, 17, 45, 29, 31, 36, 10, 23, 6, 45, 30, 4, 11, 12, 23, 32, 23, 41, 30, 14, 33, 1, 38, 20, 33, 23, 25, 14, 33, 23, 3, 3, 12, 11, 13, 13, 7, 33, 27, 16, 34, 37, 43, 15, 48, 32, 49, 7, 50, 41, 2, 33, 13, 0, 40, 46, 11, 29, 50, 31, 3, 48, 26, 34, 19, 15, 15, 11, 10, 47, 14, 21, 41, 15, 21, 28, 9, 28, 25, 15, 40, 6, 22, 2, 11, 35, 15, 9, 22, 34]
[2, 35, 47, 31, 29, 7, 50, 17, 40, 37, 11, 20, 48, 18, 1, 0, 34, 32, 0, 19, 15, 50, 8, 38, 3, 20, 26, 0, 20, 7, 26, 7, 50, 12, 42, 10, 6, 34, 46, 44, 35, 22, 8, 45, 31, 50, 17, 26, 8, 20, 15, 24, 16, 33, 26, 26, 6, 44, 45, 33, 7, 13, 15, 45, 24, 16, 44, 30, 2, 23, 37, 50, 16, 7, 49, 6, 46, 6, 9, 6, 10, 2, 32, 35, 17, 6, 38, 26, 48, 21, 16, 17, 43, 41, 11, 43, 31, 18, 25, 24, 42, 30, 39, 38, 24, 18, 50, 15, 26, 45, 22, 1, 3, 5, 32, 18, 26, 37, 21, 24, 42, 21, 8, 8, 41, 19, 18, 29, 3, 38, 13, 49, 42, 40, 17]
[42, 34, 3, 47, 8, 44, 41, 3, 4, 34, 16, 13, 4, 49, 39, 45, 48, 0, 20, 18, 32, 12, 38, 23, 5, 31, 43, 20, 0, 46, 29, 46, 40, 4, 45, 27, 34, 11, 41, 25, 46, 35, 3, 8, 33, 35, 0, 24, 2, 44, 27, 40, 7, 9, 10, 45, 4, 48, 37, 44, 31, 14, 7, 20, 2, 39, 17, 33, 29, 15, 2, 26, 13, 10, 6, 19, 31, 49, 2, 24, 10, 47, 26, 3, 41, 1, 2, 9, 29, 3, 48, 9, 18, 35, 11, 38, 2, 26, 11, 31, 48, 0, 1, 39, 42, 49, 31, 27, 39, 9, 43, 45, 28, 21, 10, 40, 44, 21, 12, 36, 41, 2, 23, 26, 7, 19, 6, 17, 30, 20, 43, 37, 38, 33, 40]
[26, 6, 48, 43, 2, 20, 48, 26, 35, 28, 21, 0, 38, 40, 41, 28, 34, 43, 32, 49, 31, 35, 22, 28, 44, 33, 16, 7, 46, 0, 0, 45, 4, 37, 6, 6, 20, 28, 17, 0, 24, 44, 35, 19, 36, 35, 24, 8, 42, 21, 30, 29, 45, 7, 17, 11, 27, 22, 28, 11, 7, 20, 42, 9, 30, 39, 16, 48, 0, 16, 7, 21, 37, 5, 26, 37, 17, 1, 4, 6, 2, 12, 6, 49, 15, 37, 4, 28, 4, 24, 50, 44, 36, 35, 11, 38, 50, 25, 30, 30, 32, 47, 12, 25, 48, 23, 17, 0, 31, 13, 38, 23, 29, 42, 23, 21, 24, 32, 3, 9, 3, 20, 27, 31, 17, 35, 43, 4, 9, 36, 47, 1, 29, 19, 22]
[49, 8, 3, 1, 49, 16, 38, 38, 39, 22, 34, 18, 42, 7, 16, 22, 24, 40, 10, 42, 30, 11, 8, 28, 2, 24, 27, 26, 29, 0, 0, 39, 37, 16, 36, 1, 21, 38, 4, 0, 39, 39, 22, 32, 22, 32, 15, 36, 29, 31, 45, 27, 34, 3, 42, 18, 14, 1, 7, 26, 20, 18, 6, 43, 46, 15, 19, 3, 4, 39, 31, 45, 24, 42, 37, 50, 6, 28, 33, 47, 38, 19, 17, 13, 15, 33, 34, 29, 10, 5, 10, 34, 35, 18, 39, 48, 48, 9, 6, 5, 50, 30, 9, 50, 0, 12, 27, 23, 26, 30, 15, 12, 14, 4, 5, 22, 3, 22, 40, 30, 29, 15, 20, 4, 44, 8, 33, 0, 36, 35, 34, 37, 42, 24, 6]
[29, 23, 38, 44, 42, 25, 43, 9, 10, 43, 16, 36, 49, 16, 41, 8, 44, 36, 11, 34, 25, 3, 40, 45, 12, 25, 30, 7, 46, 45, 39, 0, 22, 5, 0, 29, 46, 1, 3, 36, 45, 48, 31, 39, 1, 39, 40, 16, 42, 20, 35, 36, 49, 39, 28, 36, 43, 26, 5, 37, 3, 9, 40, 23, 20, 22, 29, 19, 38, 0, 43, 29, 44, 22, 14, 13, 8, 18, 37, 37, 13, 5, 42, 34, 17, 27, 15, 45, 20, 19, 10, 31, 34, 35, 44, 2, 17, 48, 22, 44, 4, 9, 29, 16, 10, 7, 25, 33, 16, 42, 46, 18, 24, 49, 27, 33, 49, 17, 26, 49, 35, 26, 20, 25, 2, 46, 44, 46, 24, 46, 23, 38, 13, 36, 20]
[42, 47, 35, 15, 35, 29, 12, 2, 32, 14, 1, 41, 50, 32, 26, 0, 40, 21, 0, 24, 13, 16, 7, 40, 15, 39, 24, 50, 40, 4, 37, 22, 0, 28, 45, 0, 12, 36, 17, 30, 8, 32, 25, 14, 0, 43, 23, 11, 27, 41, 15, 43, 23, 38, 4, 18, 28, 34, 2, 19, 0, 29, 30, 23, 13, 19, 16, 46, 34, 34, 22, 37, 2, 0, 19, 38, 32, 38, 31, 47, 10, 27, 11, 9, 18, 12, 48, 11, 7, 23, 21, 6, 15, 44, 30, 28, 4, 47, 29, 30, 13, 47, 19, 25, 15, 26, 24, 36, 47, 27, 5, 15, 44, 13, 19, 29, 4, 6, 4, 31, 42, 49, 21, 19, 47, 43, 49, 25, 44, 10, 8, 10, 40, 45, 16]
[6, 14, 30, 34, 23, 20, 49, 8, 16, 14, 5, 1, 34, 44, 33, 31, 26, 49, 43, 5, 14, 17, 18, 5, 31, 41, 50, 12, 4, 37, 16, 5, 28, 0, 49, 1, 45, 14, 41, 17, 30, 36, 35, 12, 30, 27, 34, 1, 43, 47, 20, 7, 9, 36, 2, 49, 7, 15, 27, 20, 40, 27, 9, 47, 16, 24, 37, 9, 50, 44, 31, 14, 22, 46, 4, 50, 20, 29, 32, 31, 25, 19, 16, 14, 19, 47, 42, 3, 30, 24, 7, 17, 4, 15, 18, 43, 49, 34, 17, 4, 30, 9, 31, 20, 43, 15, 11, 49, 10, 48, 29, 50, 45, 36, 37, 38, 1, 1, 26, 3, 22, 29, 35, 26, 49, 46, 1, 1, 2, 14, 14, 13, 6, 40, 36]
