N1,N2,...,Nx
[42, 3, 14, 36, 36, 36, 42, 42, 25, 34, 0, 10, 23, 24, 39, 5, 5, 31, 15, 18, 50, 17, 46, 13, 47, 0, 35, 2, 15, 25, 1, 16, 21, 5, 42, 29, 47, 46, 44, 9, 45, 12, 19, 6, 1, 12, 4, 10, 16, 22, 20, 20, 5, 30, 20, 14, 26, 43, 40, 31, 18, 3, 16, 19, 34, 17, 5, 40, 48, 15, 14, 3, 19, 26, 47, 36, 17, 42, 13, 20, 35, 42, 35, 50, 29, 11, 26, 36, 6, 35, 16, 26, 5, 8, 20, 12, 11, 13, 37, 20, 2, 4, 45, 0, 8, 20, 6, 35, 12, 19, 33, 22, 16, 38, 3, 0, 50, 12, 4, 21, 37, 48, 48, 45, 29, 12, 13, 34, 26, 40, 11, 14, 47, 19, 8, 44, 34, 35, 3, 45, 43, 3, 36, 22, 16, 40, 12, 20, 25, 27, 3, 24, 41, 20, 21, 47, 47, 16, 12, 0, 15, 7, 10, 26, 46, 9, 6, 35, 23, 49, 30, 15, 9, 0, 22, 49, 4, 30, 32, 29, 46, 28, 31, 37, 23, 23, 34]
[50, 0, 19, 29, 44, 32, 21, 40, 23, 37, 10, 0, 10, 27, 4, 14, 6, 7, 44, 42, 21, 37, 22, 27, 0, 0, 4, 41, 48, 11, 1, 20, 39, 46, 11, 42, 15, 47, 27, 41, 22, 24, 3, 7, 11, 23, 13, 1, 30, 4, 23, 24, 25, 13, 11, 19, 28, 46, 9, 8, 34, 46, 5, 47, 31, 26, 48, 6, 27, 21, 9, 1, 11, 7, 4, 14, 14, 32, 37, 34, 2, 3, 4, 15, 4, 28, 25, 0, 5, 19, 12, 44, 8, 30, 31, 6, 2, 26, 20, 43, 50, 22, 36, 1, 3, 50, 17, 0, 33, 18, 13, 0, 27, 22, 2, 5, 36, 0, 32, 34, 30, 13, 0, 41, 7, 38, 39, 3, 29, 21, 23, 28, 28, 34, 28, 31, 30, 34, 24, 24, 5, 29, 45, 20, 41, 16, 9, 17, 46, 2, 35, 20, 1, 21, 31, 42, 29, 43, 46, 22, 3, 11, 39, 12, 19, 37, 48, 13, 12, 5, 13, 42, 37, 27, 39, 20, 5, 30, 13, 45, 17, 5, 17, 8, 15, 2, 45]
[33, 29, 47, 38, 4, 7, 42, 34, 13, 44, 23, 10, 0, 3, 38, 10, 5, 25, 22, 9, 31, 6, 41, 4, 31, 26, 33, 24, 40, 32, 40, 18, 47, 2, 41, 22, 30, 31, 2, 31, 33, 13, 44, 32, 43, 2, 22, 9, 14, 41, 9, 41, 18, 32, 48, 47, 35, 12, 32, 6, 4, 22, 11, 15, 12, 16, 15, 28, 20, 39, 50, 46, 15, 47, 1, 5, 24, 48, 27, 1, 16, 20, 42, 5, 7, 5, 34, 3, 21, 40, 21, 29, 46, 2, 37, 46, 46, 26, 22, 1, 49, 11, 28, 44, 50, 15, 16, 31, 20, 3, 41, 3, 48, 33, 11, 37, 0, 37, 33, 6, 2, 8, 50, 31, 39, 18, 29, 23, 16, 2, 44, 5, 35, 22, 19, 43, 4, 36, 40, 47, 19, 6, 45, 5, 11, 33, 38, 32, 40, 15, 11, 10, 22, 11, 16, 2, 48, 2, 41, 1, 49, 50, 20, 14, 0, 7, 20, 50, 3, 11, 7, 31, 32, 40, 25, 23, 34, 9, 12, 38, 5, 49, 10, 27, 44, 14, 33]
[42, 7, 43, 38, 30, 30, 27, 19, 7, 32, 24, 27, 3, 0, 9, 13, 44, 6, 2, 4, 9, 50, 2, 3, 20, 22, 9, 38, 18, 45, 3, 22, 35, 23, 48, 9, 44, 7, 30, 43, 46, 14, 8, 15, 47, 46, 36, 16, 3, 38, 0, 15, 41, 19, 0, 42, 18, 4, 46, 16, 49, 7, 41, 34, 50, 5, 11, 10, 19, 33, 48, 46, 48, 22, 7, 7, 49, 48, 14, 25, 42, 25, 48, 37, 22, 0, 4, 44, 13, 26, 43, 15, 35, 31, 39, 44, 48, 46, 26, 7, 42, 36, 39, 50, 27, 8, 35, 29, 16, 43, 7, 32, 40, 12, 7, 30, 44, 18, 33, 50, 19, 0, 3, 4, 26, 44, 40, 15, 49, 30, 24, 7, 46, 35, 31, 13, 36, 48, 5, 26, 7, 23, 10, 7, 1, 49, 27, 4, 49, 1, 11, 2, 21, 37, 27, 30, 38, 16, 32, 47, 40, 27, 34, 4, 18, 3, 9, 6, 29, 43, 1, 6, 44, 41, 38, 41, 32, 18, 28, 39, 31, 2, 35, 41, 1, 6, 3]
[40, 6, 43, 7, 36, 20, 25, 10, 36, 14, 39, 4, 38, 9, 0, 34, 32, 1, 32, 47, 46, 33, 16, 29, 31, 2, 8, 5, 17, 45, 41, 27, 41, 17, 15, 30, 24, 21, 37, 27, 23, 8, 37, 11, 22, 27, 5, 34, 27, 35, 11, 4, 47, 2, 5, 4, 1, 33, 10, 6, 18, 21, 8, 33, 3, 7, 50, 7, 39, 2, 6, 17, 25, 26, 10, 40, 16, 2, 15, 8, 3, 22, 21, 3, 34, 10, 22, 6, 43, 43, 6, 41, 31, 38, 19, 40, 8, 0, 36, 28, 26, 5, 3, 39, 40, 38, 44, 9, 34, 50, 42, 28, 21, 7, 19, 39, 19, 38, 50, 18, 31, 18, 33, 25, 26, 48, 43, 4, 17, 37, 2, 38, 19, 31, 40, 48, 8, 32, 14, 41, 31, 21, 15, 23, 35, 7, 23, 20, 38, 15, 23, 13, 40, 5, 18, 32, 24, 12, 9, 27, 13, 22, 38, 48, 13, 43, 38, 16, 11, 2, 32, 28, 8, 38, 23, 15, 31, 21, 48, 16, 23, 33, 41, 26, 44, 28, 14]
[43, 22, 33, 45, 22, 21, 26, 10, 4, 3, 5, 14, 10, 13, 34, 0, 0, 20, 30, 2, 21, 48, 49, 30, 24, 16, 46, 5, 29, 21, 3, 48, 47, 31, 42, 35, 33, 8, 45, 33, 33, 44, 11, 29, 42, 46, 30, 41, 28, 9, 9, 18, 31, 43, 6, 35, 32, 0, 23, 3, 32, 4, 15, 7, 20, 34, 19, 6, 35, 38, 38, 24, 18, 48, 47, 32, 11, 25, 18, 0, 29, 27, 15, 25, 18, 32, 28, 1, 39, 40, 18, 9, 18, 34, 35, 31, 38, 18, 45, 15, 16, 31, 36, 29, 34, 10, 7, 20, 47, 33, 37, 22, 27, 33, 0, 14, 30, 12, 47, 12, 1, 1, 30, 48, 3, 34, 25, 7, 47, 1, 4, 20, 34, 40, 34, 48, 8, 37, 32, 48, 0, 38, 29, 23, 22, 19, 23, 47, 49, 37, 49, 49, 33, 18, 39, 24, 30, 9, 11, 4, 38, 8, 29, 45, 18, 18, 31, 20, 49, 41, 4, 8, 6, 47, 12, 23, 2, 50, 0, 41, 43, 38, 28, 48, 39, 29, 50]
[7, 20, 47, 34, 39, 36, 47, 41, 11, 34, 5, 6, 5, 44, 32, 0, 0, 50, 46, 17, 16, 0, 25, 22, 27, 49, 11, 12, 23, 38, 3, 39, 32, 37, 25, 27, 9, 15, 38, 45, 35, 30, 12, 49, 25, 3, 0, 9, 46, 31, 24, 25, 25, 23, 16, 30, 40, 34, 49, 8, 48, 35, 33, 12, 34, 16, 9, 37, 18, 43, 47, 7, 19, 48, 37, 45, 25, 34, 12, 27, 9, 37, 13, 7, 18, 44, 48, 31, 11, 33, 35, 18, 32, 6, 7, 24, 5, 11, 17, 49, 8, 42, 42, 29, 31, 2, 17, 44, 40, 11, 22, 28, 33, 36, 49, 10, 39, 32, 9, 22, 15, 37, 34, 34, 42, 35, 29, 35, 34, 14, 9, 27, 12, 44, 36, 50, 43, 33, 43, 19, 29, 23, 50, 23, 31, 18, 35, 39, 35, 39, 35, 20, 32, 3, 9, 11, 45, 8, 34, 23, 8, 21, 10, 1, 49, 19, 34, 42, 47, 30, 25, 38, 30, 50, 20, 2, 31, 22, 17, 48, 39, 8, 5, 5, 17, 30, 25]
[8, 46, 14, 32, 47, 16, 32, 2, 32, 40, 31, 7, 25, 6, 1, 20, 50, 0, 18, 45, 49, 43, 14, 38, 37, 37, 44, 16, 9, 16, 21, 8, 1, 40, 39, 11, 6, 0, 22, 35, 0, 23, 8, 15, 0, 44, 19, 44, 35, 41, 10, 47, 18, 26, 3, 6, 25, 18, 23, 6, 42, 5, 4, 2, 20, 27, 43, 43, 10, 3, 11, 15, 15, 37, 0, 7, 34, 12, 45, 34, 21, 5, 15, 26, 38, 41, 43, 25, 36, 4, 38, 21, 25, 47, 30, 13, 44, 40, 45, 43, 48, 3, 38, 5, 48, 7, 18, 37, 29, 30, 28, 15, 21, 47, 36, 30, 26, 41, 14, 9, 15, 29, 9, 49, 14, 48, 14, 46, 5, 44, 34, 49, 3, 47, 5, 6, 14, 47, 39, 29, 13, 17, 46, 34, 50, 25, 26, 19, 38, 21, 36, 48, 44, 14, 45, 21, 4, 4, 35, 26, 9, 40, 14, 32, 49, 46, 32, 33, 35, 43, 9, 3, 13, 48, 5, 20, 13, 11, 1, 8, 39, 31, 18, 38, 4, 48, 45]
[34, 31, 3, 1, 1, 49, 48, 42, 15, 9, 15, 44, 22, 2, 32, 30, 46, 18, 0, 40, 29, 47, 34, 16, 37, 21, 36, 50, 4, 23, 42, 45, 20, 12, 33, 39, 44, 18, 0, 30, 33, 20, 25, 12, 2, 22, 5, 26, 35, 24, 32, 27, 31, 12, 0, 30, 42, 24, 26, 3, 17, 13, 49, 4, 4, 13, 3, 28, 4, 48, 3, 40, 35, 2, 38, 0, 44, 22, 7, 19, 30, 36, 20, 15, 18, 40, 37, 34, 50, 44, 20, 30, 17, 47, 28, 32, 2, 12, 12, 46, 20, 21, 49, 17, 26, 25, 7, 9, 20, 5, 32, 3, 32, 33, 16, 8, 3, 32, 33, 27, 3, 9, 5, 45, 23, 28, 25, 23, 45, 34, 41, 39, 4, 45, 15, 7, 17, 24, 49, 48, 49, 48, 10, 21, 34, 2, 30, 49, 33, 50, 30, 10, 23, 24, 47, 24, 7, 37, 8, 5, 7, 23, 39, 3, 5, 12, 16, 9, 29, 28, 13, 43, 47, 19, 38, 20, 25, 22, 38, 11, 41, 46, 8, 2, 31, 39, 37]
[19, 3, 27, 8, 41, 28, 12, 31, 38, 45, 18, 42, 9, 4, 47, 2, 17, 45, 40, 0, 37, 18, 44, 48, 32, 33, 11, 35, 0, 39, 45, 10, 29, 40, 26, 21, 44, 15, 14, 28, 1, 19, 45, 10, 27, 43, 40, 14, 38, 28, 19, 29, 38, 33, 16, 45, 19, 31, 15, 50, 38, 8, 9, 50, 2, 37, 31, 5, 18, 29, 48, 2, 20, 39, 25, 23, 29, 4, 29, 49, 17, 42, 4, 21, 13, 44, 47, 21, 43, 11, 16, 17, 0, 30, 46, 3, 24, 39, 33, 31, 44, 15, 29, 35, 40, 16, 21, 20, 11, 15, 48, 45, 2, 35, 42, 20, 14, 40, 14, 46, 23, 19, 38, 28, 19, 25, 34, 41, 21, 21, 28, 33, 32, 36, 33, 42, 12, 42, 34, 21, 10, 25, 21, 20, 37, 6, 2, 39, 33, 47, 0, 5, 48, 39, 6, 31, 15, 22, 45, 19, 3, 4, 39, 7, 21, 6, 6, 4, 3, 15, 9, 19, 17, 14, 19, 2, 30, 16, 46, 3, 31, 36, 32, 6, 20, 27, 7]
[24, 27, 29, 30, 49, 11, 3, 45, 12, 21, 50, 21, 31, 9, 46, 21, 16, 49, 29, 37, 0, 35, 31, 33, 47, 45, 43, 47, 45, 43, 35, 50, 47, 39, 26, 50, 35, 10, 1, 50, 46, 50, 35, 24, 44, 1, 31, 6, 8, 30, 25, 22, 22, 14, 0, 41, 44, 45, 1, 9, 8, 26, 37, 0, 6, 39, 29, 30, 6, 47, 16, 12, 48, 13, 40, 1, 48, 44, 35, 46, 49, 47, 50, 8, 1, 41, 48, 33, 23, 49, 30, 16, 29, 14, 34, 3, 42, 13, 34, 20, 3, 47, 24, 13, 43, 43, 0, 46, 23, 44, 1, 47, 5, 0, 26, 11, 39, 14, 14, 49, 11, 41, 1, 44, 19, 43, 10, 3, 22, 47, 47, 12, 40, 10, 4, 46, 16, 38, 8, 11, 9, 6, 43, 32, 29, 22, 38, 25, 3, 8, 9, 36, 13, 41, 10, 42, 15, 47, 6, 6, 3, 42, 15, 16, 33, 48, 33, 41, 33, 4, 31, 34, 13, 39, 19, 7, 44, 13, 22, 13, 38, 29, 47, 13, 27, 43, 32]
[37, 28, 31, 50, 21, 47, 44, 12, 16, 29, 17, 37, 6, 50, 33, 48, 0, 43, 47, 18, 35, 0, 40, 14, 16, 30, 49, 24, 16, 18, 8, 44, 37, 40, 39, 11, 2, 17, 24, 31, 35, 12, 42, 31, 36, 22, 23, 37, 19, 12, 45, 3, 20, 10, 4, 48, 28, 5, 48, 17, 13, 44, 36, 25, 19, 7, 11, 26, 30, 14, 6, 36, 18, 6, 0, 34, 35, 18, 21, 49, 20, 44, 14, 9, 9, 0, 18, 42, 18, 27, 16, 38, 8, 39, 16, 26, 30, 49, 38, 20, 5, 32, 12, 17, 9, 16, 10, 5, 31, 24, 0, 24, 33, 37, 49, 31, 36, 20, 22, 3, 30, 17, 1, 41, 42, 33, 45, 2, 45, 40, 40, 44, 22, 28, 18, 26, 15, 48, 46, 45, 50, 27, 39, 23, 34, 27, 24, 9, 43, 45, 5, 27, 9, 31, 3, 10, 19, 18, 22, 5, 24, 21, 16, 29, 36, 46, 3, 47, 41, 18, 24, 31, 43, 16, 14, 39, 17, 27, 0, 19, 50, 29, 1, 8, 1, 12, 16]
[27, 26, 44, 40, 22, 40, 47, 7, 41, 8, 46, 22, 41, 2, 16, 49, 25, 14, 34, 44, 31, 40, 0, 9, 15, 6, 19, 27, 49, 10, 6, 30, 8, 27, 22, 11, 46, 38, 3, 39, 36, 18, 20, 18, 4, 1, 32, 19, 30, 46, 48, 44, 28, 50, 18, 2, 25, 10, 50, 42, 45, 50, 23, 38, 3, 19, 34, 48, 46, 43, 32, 49, 24, 6, 27, 49, 44, 32, 15, 6, 10, 31, 49, 27, 13, 14, 40, 17, 10, 33, 43, 49, 16, 38, 9, 40, 50, 19, 25, 26, 23, 40, 13, 19, 35, 31, 42, 21, 31, 29, 35, 32, 49, 46, 21, 38, 28, 49, 4, 8, 27, 33, 46, 9, 25, 1, 18, 50, 19, 21, 16, 36, 4, 24, 26, 49, 19, 11, 28, 26, 11, 32, 33, 4, 19, 27, 46, 10, 29, 27, 27, 43, 15, 36, 13, 48, 26, 43, 46, 13, 47, 9, 27, 29, 34, 26, 27, 10, 45, 6, 29, 25, 14, 30, 1, 8, 50, 1, 29, 29, 30, 15, 35, 45, 38, 21, 15]
[50, 2, 32, 46, 8, 6, 31, 1, 21, 16, 13, 27, 4, 3, 29, 30, 22, 38, 16, 48, 33, 14, 9, 0, 2, 26, 1, 19, 6, 24, 30, 13, 16, 11, 19, 21, 0, 31, 30, 23, 45, 33, 14, 0, 15, 5, 46, 39, 7, 38, 17, 21, 37, 28, 25, 14, 24, 27, 7, 9, 8, 31, 35, 22, 40, 50, 32, 36, 12, 26, 45, 35, 27, 19, 11, 16, 45, 8, 35, 8, 49, 43, 14, 27, 17, 40, 0, 4, 31, 42, 5, 18, 32, 17, 41, 26, 42, 30, 14, 11, 9, 10, 48, 38, 44, 41, 29, 2, 48, 19, 4, 19, 14, 5, 48, 42, 0, 8, 17, 7, 30, 44, 48, 35, 14, 43, 29, 48, 17, 30, 33, 41, 38, 37, 26, 50, 18, 4, 43, 25, 5, 6, 12, 8, 42, 44, 40, 47, 24, 40, 18, 6, 12, 36, 42, 22, 6, 50, 11, 32, 1, 48, 14, 38, 14, 14, 16, 39, 7, 43, 21, 7, 34, 16, 35, 2, 46, 25, 17, 39, 21, 25, 44, 32, 0, 50, 14]
