N1,N2,...,Nx
[30, 38, 20, 18, 42, 31, 48, 1, 19, 36, 35, 35, 17, 2, 31, 34, 42, 33, 4, 30, 49, 1, 26, 31, 48, 29, 32, 18, 0, 35, 21, 40, 49, 8, 14, 9, 37, 1, 23, 47, 2, 36, 13, 13, 9, 43, 3, 24]
[5, 3, 2, 41, 22, 43, 50, 43, 40, 13, 41, 19, 43, 33, 41, 29, 33, 50, 43, 27, 30, 22, 12, 23, 28, 24, 2, 19, 35, 0, 39, 49, 9, 19, 6, 42, 36, 7, 9, 32, 9, 35, 36, 45, 6, 41, 48, 43]
[37, 22, 48, 44, 47, 11, 46, 3, 3, 40, 9, 25, 1, 42, 14, 38, 34, 23, 49, 38, 47, 26, 2, 41, 19, 2, 32, 35, 21, 39, 0, 50, 35, 5, 12, 3, 33, 1, 45, 15, 4, 14, 44, 37, 39, 19, 24, 9]
[36, 11, 12, 2, 27, 10, 31, 31, 28, 49, 19, 22, 0, 31, 12, 32, 19, 18, 2, 41, 31, 40, 10, 11, 27, 41, 36, 2, 40, 49, 50, 0, 1, 45, 10, 16, 42, 27, 15, 14, 16, 45, 2, 17, 2, 37, 14, 38]
[8, 17, 13, 14, 4, 43, 28, 40, 37, 34, 40, 21, 5, 40, 8, 44, 35, 24, 42, 9, 16, 46, 17, 16, 23, 6, 49, 17, 49, 9, 35, 1, 0, 50, 18, 48, 17, 4, 40, 46, 30, 39, 15, 32, 38, 2, 9, 25]
[48, 16, 41, 13, 27, 46, 6, 29, 19, 23, 35, 16, 3, 50, 42, 41, 8, 24, 19, 2, 21, 21, 24, 6, 8, 33, 13, 42, 8, 19, 5, 45, 50, 0, 42, 0, 40, 11, 0, 19, 14, 37, 9, 41, 18, 9, 35, 9]
[42, 38, 46, 1, 27, 17, 4, 40, 1, 49, 10, 11, 17, 27, 33, 8, 9, 37, 4, 32, 5, 3, 3, 1, 41, 43, 7, 14, 14, 6, 12, 10, 18, 42, 0, 42, 30, 40, 25, 22, 34, 10, 19, 5, 14, 30, 23, 1]
[34, 14, 20, 15, 29, 4, 23, 30, 37, 28, 0, 12, 23, 14, 43, 3, 44, 4, 26, 18, 38, 41, 12, 22, 45, 28, 19, 21, 9, 42, 3, 16, 48, 0, 42, 0, 4, 34, 47, 13, 18, 38, 38, 24, 8, 24, 46, 0]
[43, 25, 15, 30, 2, 31, 23, 13, 17, 44, 26, 14, 34, 27, 23, 11, 23, 43, 24, 37, 15, 9, 29, 10, 20, 50, 12, 31, 37, 36, 33, 42, 17, 40, 30, 4, 0, 0, 41, 31, 5, 7, 35, 36, 47, 9, 39, 30]
[25, 50, 34, 24, 2, 48, 38, 18, 27, 0, 47, 43, 4, 50, 30, 25, 10, 6, 27, 48, 21, 38, 26, 20, 31, 34, 12, 0, 1, 7, 1, 27, 4, 11, 40, 34, 0, 0, 17, 26, 6, 38, 9, 3, 40, 13, 4, 23]
[29, 2, 30, 46, 28, 7, 40, 7, 50, 31, 48, 42, 8, 41, 27, 50, 46, 31, 33, 2, 14, 5, 42, 20, 1, 37, 48, 39, 23, 9, 45, 15, 40, 0, 25, 47, 41, 17, 0, 40, 13, 3, 10, 18, 27, 36, 43, 48]
[41, 43, 33, 43, 1, 40, 15, 0, 46, 4, 12, 1, 35, 4, 25, 39, 40, 49, 11, 10, 42, 15, 26, 36, 49, 6, 8, 13, 47, 32, 15, 14, 46, 19, 22, 13, 31, 26, 40, 0, 20, 5, 14, 23, 40, 36, 0, 19]
[48, 12, 3, 18, 21, 41, 22, 36, 45, 38, 33, 25, 36, 45, 4, 33, 4, 37, 32, 49, 9, 35, 19, 17, 40, 28, 26, 22, 2, 9, 4, 16, 30, 14, 34, 18, 5, 6, 13, 20, 0, 41, 23, 40, 39, 16, 4, 5]
[8, 47, 48, 12, 4, 35, 23, 26, 14, 20, 31, 10, 9, 0, 33, 1, 6, 24, 18, 32, 5, 11, 48, 45, 44, 11, 34, 43, 36, 35, 14, 45, 39, 37, 10, 38, 7, 38, 3, 5, 41, 0, 33, 15, 0, 0, 3, 47]
[45, 22, 3, 28, 24, 39, 1, 2, 36, 27, 22, 33, 45, 9, 15, 46, 17, 29, 32, 40, 17, 22, 30, 16, 4, 22, 13, 24, 13, 36, 44, 2, 15, 9, 19, 38, 35, 9, 10, 14, 23, 33, 0, 21, 26, 34, 43, 41]
[47, 1, 39, 47, 4, 25, 12, 27, 16, 15, 0, 26, 22, 11, 6, 16, 12, 23, 10, 0, 10, 31, 36, 23, 14, 8, 29, 42, 13, 45, 37, 17, 32, 41, 5, 24, 36, 3, 18, 23, 40, 15, 21, 0, 49, 27, 1, 11]
[35, 16, 2, 50, 34, 41, 25, 30, 42, 44, 11, 39, 5, 36, 29, 24, 4, 28, 41, 41, 39, 27, 22, 28, 28, 32, 36, 23, 9, 6, 39, 2, 38, 18, 14, 8, 47, 40, 27, 40, 39, 0, 26, 49, 0, 41, 20, 19]
[22, 24, 26, 36, 24, 23, 37, 14, 32, 48, 15, 2, 49, 32, 21, 18, 32, 28, 6, 38, 9, 48, 32, 0, 47, 17, 43, 33, 43, 41, 19, 37, 2, 9, 30, 24, 9, 13, 36, 36, 16, 0, 34, 27, 41, 0, 47, 17]
[42, 42, 5, 35, 36, 0, 22, 48, 0, 6, 13, 46, 33, 43, 22, 4, 32, 46, 29, 43, 31, 26, 38, 6, 35, 8, 1, 12, 3, 48, 24, 14, 9, 35, 23, 46, 39, 4, 43, 0, 4, 3, 43, 1, 20, 47, 0, 44]
[0, 23, 6, 11, 39, 48, 12, 8, 11, 48, 43, 18, 46, 42, 12, 36, 28, 20, 27, 10, 36, 35, 7, 10, 10, 47, 49, 24, 24, 43, 9, 38, 25, 9, 1, 0, 30, 23, 48, 19, 5, 47, 41, 11, 19, 17, 44, 0]
