N1,N2,...,Nx
[46, 23, 8, 47, 44, 26, 30, 32, 0, 7, 0, 30, 7, 27, 40, 48, 30, 42, 33, 50, 30, 24, 26, 38, 36, 11, 36, 26, 44, 49, 27, 10, 29, 17, 23, 23, 32, 22, 4, 24, 49, 21, 13, 8, 33, 41, 17, 9, 25, 43, 49, 39, 26, 6, 14, 33, 28, 49, 21, 17, 39, 33, 25, 23, 14, 24, 4, 40, 50, 5, 2, 35, 12, 48, 10, 21, 46, 11, 35, 14, 39, 7, 10, 43, 39, 32, 5, 16, 36, 14, 4, 36, 10, 46, 16, 11, 46, 5, 19, 24, 16, 43, 43, 36, 41, 50, 29, 38, 25, 33, 44, 30, 15, 34]
[44, 29, 9, 2, 29, 41, 38, 22, 20, 42, 30, 0, 20, 39, 10, 32, 44, 46, 24, 7, 23, 43, 36, 47, 28, 16, 19, 26, 15, 14, 39, 50, 19, 10, 34, 29, 25, 18, 6, 41, 32, 3, 41, 50, 32, 32, 28, 7, 24, 33, 22, 12, 25, 7, 17, 9, 47, 11, 19, 27, 13, 18, 11, 29, 21, 25, 4, 10, 42, 29, 45, 20, 44, 47, 2, 15, 41, 35, 41, 38, 9, 25, 50, 43, 33, 1, 45, 46, 22, 31, 32, 22, 11, 0, 9, 24, 22, 26, 48, 47, 41, 18, 50, 47, 7, 9, 15, 34, 42, 9, 14, 11, 15, 8]
[11, 43, 10, 35, 37, 46, 25, 7, 42, 16, 7, 20, 0, 17, 41, 50, 4, 35, 38, 21, 49, 22, 1, 17, 12, 15, 37, 16, 22, 3, 33, 8, 9, 8, 18, 29, 34, 15, 18, 21, 36, 16, 2, 30, 35, 23, 14, 36, 39, 13, 11, 46, 37, 20, 19, 39, 50, 25, 7, 2, 3, 37, 2, 41, 0, 8, 40, 22, 20, 5, 41, 17, 31, 8, 14, 42, 11, 34, 12, 46, 38, 28, 5, 34, 32, 40, 30, 30, 12, 11, 4, 40, 39, 13, 6, 28, 16, 17, 4, 17, 7, 1, 30, 25, 22, 19, 14, 21, 49, 15, 2, 23, 46, 50]
[34, 34, 41, 14, 42, 20, 19, 13, 41, 45, 27, 39, 17, 0, 47, 20, 10, 6, 39, 50, 24, 31, 21, 17, 41, 24, 6, 11, 14, 39, 43, 32, 13, 4, 21, 16, 19, 19, 2, 29, 12, 33, 45, 23, 25, 31, 17, 45, 11, 33, 1, 19, 11, 45, 4, 23, 30, 36, 5, 18, 9, 8, 48, 37, 1, 19, 3, 46, 16, 44, 3, 7, 13, 39, 6, 50, 50, 9, 49, 33, 50, 2, 17, 38, 35, 8, 2, 15, 25, 20, 18, 22, 4, 49, 15, 46, 7, 21, 1, 31, 22, 47, 38, 4, 33, 22, 8, 18, 28, 50, 6, 3, 10, 9]
[13, 2, 28, 23, 14, 28, 0, 42, 2, 35, 40, 10, 41, 47, 0, 50, 24, 28, 34, 16, 13, 3, 29, 5, 20, 40, 49, 40, 35, 21, 42, 21, 4, 18, 41, 23, 40, 17, 10, 43, 5, 37, 33, 5, 45, 16, 2, 28, 34, 18, 21, 12, 21, 41, 36, 41, 20, 24, 17, 24, 34, 3, 33, 16, 39, 41, 20, 12, 22, 3, 28, 46, 24, 3, 16, 41, 29, 15, 3, 44, 45, 41, 44, 25, 22, 19, 27, 47, 17, 46, 20, 47, 9, 17, 20, 25, 6, 34, 5, 46, 5, 50, 2, 26, 35, 32, 44, 29, 16, 50, 35, 24, 7, 50]
[25, 7, 6, 26, 6, 48, 17, 14, 46, 50, 48, 32, 50, 20, 50, 0, 21, 32, 31, 3, 8, 50, 40, 7, 41, 43, 10, 3, 21, 25, 36, 43, 26, 42, 27, 26, 36, 46, 9, 22, 9, 36, 28, 36, 33, 19, 30, 36, 14, 7, 13, 21, 44, 3, 22, 46, 14, 48, 45, 10, 0, 42, 8, 8, 2, 46, 1, 40, 30, 34, 46, 18, 10, 11, 35, 39, 9, 5, 42, 36, 31, 5, 2, 21, 41, 43, 6, 35, 25, 34, 7, 1, 6, 42, 7, 0, 24, 23, 13, 46, 17, 32, 28, 30, 20, 35, 43, 25, 28, 27, 19, 2, 25, 17]
[14, 14, 38, 32, 44, 8, 0, 4, 13, 38, 30, 44, 4, 10, 24, 21, 0, 1, 36, 33, 24, 16, 28, 12, 21, 34, 32, 4, 10, 21, 11, 37, 12, 15, 26, 23, 28, 48, 40, 13, 34, 11, 21, 37, 43, 6, 50, 15, 32, 1, 44, 50, 24, 0, 40, 25, 15, 6, 3, 4, 16, 21, 43, 44, 21, 25, 43, 21, 33, 28, 41, 15, 0, 10, 1, 43, 30, 34, 15, 49, 25, 0, 40, 7, 42, 28, 38, 4, 31, 20, 27, 38, 40, 47, 44, 21, 6, 44, 33, 45, 42, 0, 33, 32, 23, 15, 17, 29, 29, 4, 45, 24, 0, 15]
[0, 22, 26, 19, 23, 44, 5, 7, 38, 13, 42, 46, 35, 6, 28, 32, 1, 0, 29, 18, 35, 20, 0, 34, 0, 40, 10, 18, 8, 33, 45, 44, 2, 8, 45, 39, 40, 34, 42, 32, 26, 8, 46, 43, 8, 49, 27, 8, 40, 27, 26, 1, 34, 24, 31, 46, 6, 48, 45, 23, 33, 6, 20, 31, 0, 23, 48, 48, 35, 40, 0, 31, 5, 24, 18, 5, 9, 41, 38, 14, 38, 15, 28, 5, 19, 7, 16, 40, 50, 27, 36, 16, 47, 2, 50, 39, 15, 45, 16, 37, 21, 26, 29, 20, 49, 7, 2, 8, 44, 14, 0, 35, 23, 16]
[49, 43, 29, 12, 26, 8, 5, 23, 7, 7, 33, 24, 38, 39, 34, 31, 36, 29, 0, 4, 43, 45, 37, 12, 0, 0, 16, 0, 41, 11, 15, 38, 26, 40, 22, 21, 7, 23, 27, 10, 0, 42, 14, 40, 7, 38, 33, 1, 18, 32, 3, 43, 48, 11, 29, 50, 15, 23, 25, 39, 15, 35, 34, 33, 40, 21, 44, 44, 6, 38, 32, 36, 19, 24, 23, 41, 26, 0, 26, 42, 31, 44, 43, 37, 23, 28, 39, 34, 0, 41, 11, 38, 49, 30, 47, 14, 19, 24, 31, 34, 12, 35, 8, 38, 21, 42, 47, 31, 46, 17, 15, 47, 21, 7]
[29, 1, 24, 46, 12, 5, 12, 15, 11, 26, 50, 7, 21, 50, 16, 3, 33, 18, 4, 0, 11, 15, 15, 23, 17, 26, 2, 26, 19, 31, 36, 35, 6, 19, 23, 14, 13, 48, 41, 2, 24, 33, 12, 7, 44, 14, 0, 30, 23, 37, 30, 11, 46, 38, 49, 46, 28, 12, 25, 3, 27, 43, 23, 5, 38, 4, 11, 46, 15, 47, 40, 23, 18, 28, 6, 11, 21, 18, 47, 11, 8, 13, 48, 3, 25, 14, 25, 12, 17, 0, 28, 13, 36, 0, 27, 19, 25, 15, 39, 33, 48, 45, 50, 37, 18, 15, 43, 1, 34, 20, 47, 37, 36, 38]
[19, 26, 48, 45, 42, 6, 47, 16, 45, 47, 30, 23, 49, 24, 13, 8, 24, 35, 43, 11, 0, 36, 47, 20, 30, 32, 28, 23, 24, 20, 1, 44, 5, 37, 10, 3, 18, 1, 7, 40, 48, 42, 18, 8, 41, 13, 31, 32, 34, 31, 35, 19, 34, 13, 46, 16, 5, 39, 11, 26, 46, 27, 1, 35, 6, 27, 10, 32, 28, 18, 26, 42, 38, 37, 24, 23, 13, 29, 18, 47, 11, 34, 3, 34, 38, 13, 26, 20, 18, 35, 23, 33, 27, 3, 12, 28, 1, 13, 16, 35, 25, 9, 13, 13, 13, 48, 40, 28, 49, 45, 35, 43, 12, 15]
[14, 7, 16, 11, 8, 45, 33, 3, 4, 43, 24, 43, 22, 31, 3, 50, 16, 20, 45, 15, 36, 0, 17, 44, 50, 47, 20, 25, 10, 27, 4, 37, 38, 46, 44, 29, 7, 25, 43, 40, 45, 50, 11, 5, 48, 11, 13, 8, 1, 17, 2, 0, 15, 31, 37, 3, 36, 41, 43, 6, 9, 43, 5, 32, 46, 47, 32, 29, 36, 44, 18, 3, 23, 21, 26, 19, 45, 37, 34, 32, 31, 34, 44, 45, 20, 47, 32, 38, 19, 13, 24, 13, 42, 46, 47, 36, 7, 50, 8, 10, 6, 39, 23, 22, 12, 7, 35, 36, 5, 47, 10, 7, 34, 43]
[20, 36, 4, 49, 19, 11, 47, 13, 9, 34, 26, 36, 1, 21, 29, 40, 28, 0, 37, 15, 47, 17, 0, 38, 42, 38, 31, 22, 38, 48, 41, 31, 26, 27, 28, 10, 21, 22, 1, 10, 22, 44, 32, 40, 18, 28, 41, 23, 10, 7, 15, 36, 2, 11, 24, 34, 35, 22, 33, 44, 25, 48, 50, 8, 13, 17, 44, 30, 17, 37, 16, 46, 25, 38, 27, 11, 23, 17, 37, 19, 37, 50, 34, 4, 7, 29, 12, 21, 6, 19, 11, 18, 20, 18, 48, 5, 38, 21, 16, 43, 50, 17, 40, 12, 27, 4, 38, 49, 36, 2, 30, 22, 16, 27]
[17, 46, 5, 5, 25, 23, 20, 38, 19, 34, 38, 47, 17, 17, 5, 7, 12, 34, 12, 23, 20, 44, 38, 0, 7, 23, 3, 33, 27, 27, 17, 9, 10, 2, 12, 49, 20, 34, 49, 5, 33, 46, 42, 34, 27, 17, 5, 38, 6, 4, 48, 41, 3, 50, 32, 16, 11, 19, 41, 25, 26, 7, 19, 37, 48, 3, 18, 9, 33, 40, 40, 4, 28, 9, 31, 25, 26, 10, 14, 19, 46, 18, 42, 22, 47, 21, 16, 15, 25, 1, 28, 17, 43, 50, 17, 10, 49, 44, 0, 45, 47, 26, 7, 1, 13, 46, 32, 15, 23, 23, 18, 33, 28, 7]
[16, 25, 50, 11, 23, 18, 8, 33, 14, 49, 36, 28, 12, 41, 20, 41, 21, 0, 0, 17, 30, 50, 42, 7, 0, 21, 5, 2, 11, 1, 34, 16, 15, 14, 23, 50, 17, 26, 39, 9, 5, 27, 18, 48, 4, 29, 39, 30, 45, 48, 0, 15, 45, 12, 4, 15, 12, 24, 25, 42, 43, 46, 48, 25, 38, 1, 22, 31, 27, 40, 16, 42, 5, 19, 45, 24, 5, 9, 47, 40, 21, 26, 17, 35, 29, 35, 13, 18, 49, 0, 2, 10, 35, 21, 25, 5, 11, 27, 36, 39, 42, 13, 14, 47, 17, 0, 36, 46, 4, 45, 1, 40, 29, 2]
[7, 4, 11, 6, 7, 29, 15, 10, 14, 24, 11, 16, 15, 24, 40, 43, 34, 40, 0, 26, 32, 47, 38, 23, 21, 0, 37, 2, 14, 0, 22, 1, 27, 50, 31, 45, 0, 31, 47, 30, 37, 8, 1, 39, 35, 35, 17, 8, 6, 3, 0, 8, 30, 26, 40, 13, 23, 47, 6, 10, 12, 47, 19, 17, 18, 49, 1, 46, 28, 23, 29, 14, 25, 43, 16, 0, 37, 29, 29, 6, 17, 31, 6, 14, 19, 22, 0, 40, 19, 16, 1, 18, 33, 37, 3, 1, 15, 29, 41, 10, 5, 12, 3, 13, 0, 47, 38, 10, 24, 15, 43, 0, 27, 18]
[14, 7, 41, 31, 47, 30, 29, 40, 8, 26, 36, 19, 37, 6, 49, 10, 32, 10, 16, 2, 28, 20, 31, 3, 5, 37, 0, 31, 26, 19, 9, 20, 48, 44, 17, 14, 8, 32, 17, 27, 23, 31, 29, 19, 23, 39, 30, 36, 16, 35, 12, 49, 6, 18, 40, 19, 42, 19, 31, 41, 45, 3, 2, 27, 32, 2, 46, 6, 16, 34, 35, 7, 26, 43, 20, 18, 14, 32, 22, 18, 50, 26, 30, 48, 12, 34, 4, 13, 39, 50, 33, 8, 26, 3, 25, 10, 25, 16, 30, 21, 33, 6, 18, 9, 45, 23, 14, 32, 43, 18, 41, 1, 21, 18]
[10, 49, 13, 19, 49, 45, 35, 16, 34, 22, 26, 26, 16, 11, 40, 3, 4, 18, 0, 26, 23, 25, 22, 33, 2, 2, 31, 0, 2, 5, 24, 25, 28, 40, 10, 44, 8, 2, 4, 46, 15, 18, 28, 20, 7, 13, 4, 17, 25, 28, 10, 30, 27, 7, 25, 29, 31, 36, 24, 9, 29, 42, 48, 27, 25, 17, 13, 46, 15, 16, 27, 43, 34, 48, 43, 17, 46, 29, 2, 34, 16, 21, 10, 3, 49, 3, 44, 31, 35, 25, 20, 20, 10, 40, 22, 21, 13, 24, 12, 10, 4, 23, 49, 21, 9, 3, 16, 28, 0, 21, 4, 22, 25, 47]
[21, 43, 5, 18, 42, 43, 22, 27, 7, 47, 44, 15, 22, 14, 35, 21, 10, 8, 41, 19, 24, 10, 38, 27, 11, 14, 26, 2, 0, 5, 33, 45, 6, 17, 42, 25, 46, 14, 27, 5, 15, 43, 34, 22, 15, 48, 48, 41, 21, 40, 24, 0, 29, 0, 21, 26, 31, 31, 16, 1, 17, 40, 6, 38, 5, 0, 4, 30, 5, 26, 36, 35, 32, 16, 9, 35, 41, 45, 21, 5, 29, 4, 50, 43, 12, 34, 48, 23, 15, 25, 16, 2, 35, 35, 26, 27, 36, 20, 16, 9, 48, 10, 16, 50, 22, 28, 20, 9, 31, 1, 10, 12, 12, 1]
[25, 10, 3, 17, 38, 37, 1, 13, 12, 24, 49, 14, 3, 39, 21, 25, 21, 33, 11, 31, 20, 27, 48, 27, 1, 0, 19, 5, 5, 0, 1, 8, 9, 28, 45, 5, 46, 1, 47, 5, 47, 0, 14, 29, 13, 17, 1, 18, 38, 23, 22, 16, 20, 43, 48, 49, 3, 12, 2, 2, 44, 30, 12, 38, 27, 28, 14, 1, 7, 41, 48, 25, 49, 5, 2, 3, 50, 39, 35, 5, 35, 36, 35, 32, 44, 23, 45, 19, 32, 46, 12, 35, 1, 19, 48, 32, 45, 18, 31, 24, 39, 33, 2, 1, 9, 26, 11, 31, 14, 40, 31, 31, 25, 21]
[43, 49, 4, 37, 50, 8, 34, 2, 29, 37, 27, 39, 33, 43, 42, 36, 11, 45, 15, 36, 1, 4, 41, 17, 34, 22, 9, 24, 33, 1, 0, 47, 35, 1, 43, 19, 4, 22, 39, 9, 26, 34, 37, 12, 7, 7, 34, 50, 28, 23, 28, 1, 40, 2, 35, 45, 31, 36, 25, 10, 40, 42, 18, 6, 18, 5, 12, 41, 40, 41, 34, 23, 49, 0, 6, 32, 44, 47, 11, 43, 15, 17, 46, 42, 10, 15, 38, 42, 44, 44, 7, 18, 36, 4, 30, 34, 25, 37, 28, 23, 43, 14, 4, 8, 46, 47, 15, 10, 2, 12, 29, 27, 49, 32]
[28, 34, 8, 0, 4, 32, 20, 28, 46, 10, 10, 50, 8, 32, 21, 43, 37, 44, 38, 35, 44, 37, 31, 9, 16, 1, 20, 25, 45, 8, 47, 0, 12, 29, 43, 44, 45, 44, 39, 28, 36, 25, 50, 26, 29, 0, 8, 27, 29, 34, 7, 2, 18, 34, 33, 23, 13, 38, 47, 46, 22, 20, 18, 34, 47, 46, 26, 13, 1, 16, 2, 12, 3, 21, 28, 13, 11, 10, 19, 36, 48, 32, 0, 14, 9, 11, 37, 30, 35, 2, 34, 32, 10, 15, 9, 21, 10, 20, 5, 40, 35, 40, 30, 19, 33, 43, 17, 14, 46, 37, 19, 8, 36, 27]
[9, 18, 19, 49, 24, 49, 11, 6, 24, 29, 29, 19, 9, 13, 4, 26, 12, 2, 26, 6, 5, 38, 26, 10, 15, 27, 48, 28, 6, 9, 35, 12, 0, 16, 4, 45, 29, 5, 3, 28, 0, 21, 49, 12, 34, 39, 45, 28, 45, 44, 35, 17, 30, 20, 23, 44, 38, 50, 45, 34, 49, 27, 43, 38, 22, 8, 41, 35, 5, 37, 19, 35, 35, 1, 29, 18, 14, 32, 2, 26, 28, 27, 41, 43, 43, 37, 46, 0, 5, 34, 20, 10, 40, 46, 17, 13, 44, 42, 31, 32, 28, 34, 49, 21, 49, 7, 35, 46, 2, 40, 37, 17, 13, 42]
[20, 24, 25, 35, 48, 45, 29, 40, 50, 13, 17, 10, 8, 4, 18, 42, 15, 8, 40, 19, 37, 46, 27, 2, 14, 50, 44, 40, 17, 28, 1, 29, 16, 0, 28, 32, 21, 43, 31, 48, 32, 46, 21, 39, 8, 41, 13, 18, 39, 50, 27, 26, 40, 1, 6, 14, 16, 34, 31, 13, 29, 10, 39, 9, 49, 19, 41, 48, 45, 18, 48, 13, 46, 17, 25, 25, 24, 1, 28, 24, 31, 29, 29, 10, 9, 11, 15, 28, 45, 23, 30, 3, 13, 6, 29, 29, 13, 38, 9, 31, 38, 19, 38, 31, 23, 4, 45, 29, 37, 19, 24, 31, 32, 44]
[46, 49, 28, 22, 6, 19, 15, 43, 38, 3, 23, 34, 18, 21, 41, 27, 26, 45, 22, 23, 10, 44, 28, 12, 23, 31, 17, 10, 42, 45, 43, 43, 4, 28, 0, 18, 49, 48, 29, 43, 32, 15, 40, 13, 20, 33, 18, 42, 39, 45, 10, 45, 44, 31, 11, 32, 43, 37, 13, 38, 24, 19, 25, 42, 26, 48, 8, 24, 16, 25, 25, 24, 14, 28, 28, 8, 23, 47, 4, 25, 37, 49, 10, 17, 24, 44, 33, 27, 14, 50, 4, 23, 50, 38, 28, 21, 32, 4, 13, 7, 25, 35, 36, 49, 17, 24, 6, 26, 46, 19, 47, 23, 14, 27]
[32, 45, 1, 41, 17, 26, 49, 35, 38, 33, 23, 29, 29, 16, 23, 26, 23, 39, 21, 14, 3, 29, 10, 49, 50, 45, 14, 44, 25, 5, 19, 44, 45, 32, 18, 0, 11, 6, 7, 23, 27, 42, 4, 15, 49, 1, 24, 19, 8, 36, 12, 50, 23, 5, 38, 14, 48, 38, 12, 17, 23, 44, 25, 27, 0, 44, 28, 40, 21, 40, 42, 49, 49, 29, 49, 13, 26, 23, 46, 26, 24, 7, 15, 37, 47, 9, 33, 21, 46, 45, 32, 45, 41, 6, 11, 10, 40, 16, 44, 40, 11, 16, 6, 7, 3, 12, 21, 20, 9, 46, 46, 33, 30, 45]
[3, 36, 15, 17, 37, 27, 23, 32, 17, 21, 32, 25, 34, 19, 40, 36, 28, 40, 7, 13, 18, 7, 21, 20, 17, 0, 8, 8, 46, 46, 4, 45, 29, 21, 49, 11, 0, 38, 30, 10, 12, 26, 50, 25, 44, 39, 26, 43, 25, 35, 27, 2, 6, 48, 33, 35, 25, 1, 40, 20, 29, 28, 15, 25, 49, 15, 14, 9, 47, 27, 7, 24, 15, 43, 50, 12, 12, 4, 40, 25, 14, 33, 44, 4, 44, 28, 27, 44, 2, 16, 16, 22, 48, 32, 31, 29, 11, 31, 22, 12, 23, 3, 42, 35, 0, 46, 40, 50, 44, 15, 38, 34, 40, 8]
[40, 30, 14, 39, 26, 20, 10, 38, 23, 28, 22, 18, 15, 19, 17, 46, 48, 34, 23, 48, 1, 25, 22, 34, 26, 31, 32, 2, 14, 1, 22, 44, 5, 43, 48, 6, 38, 0, 31, 27, 50, 6, 39, 0, 38, 14, 45, 46, 21, 24, 25, 20, 32, 15, 18, 3, 29, 24, 15, 46, 12, 27, 6, 10, 15, 11, 24, 2, 31, 50, 24, 21, 41, 3, 19, 50, 0, 27, 9, 14, 1, 13, 23, 41, 8, 47, 30, 26, 13, 48, 22, 0, 7, 42, 24, 27, 41, 28, 44, 25, 32, 2, 2, 39, 48, 1, 2, 28, 30, 11, 34, 35, 41, 15]
[20, 2, 40, 18, 15, 48, 5, 49, 40, 6, 4, 6, 18, 2, 10, 9, 40, 42, 27, 41, 7, 43, 1, 49, 39, 47, 17, 4, 27, 47, 39, 39, 3, 31, 29, 7, 30, 31, 0, 16, 2, 46, 45, 9, 33, 33, 25, 0, 38, 1, 20, 18, 47, 0, 0, 21, 47, 42, 46, 22, 48, 35, 6, 20, 20, 2, 45, 25, 28, 18, 36, 50, 24, 29, 36, 27, 11, 6, 39, 17, 21, 44, 41, 47, 34, 13, 36, 42, 39, 14, 47, 26, 19, 36, 2, 17, 16, 17, 5, 12, 18, 22, 21, 43, 17, 50, 39, 38, 28, 8, 10, 38, 19, 50]
[5, 16, 43, 11, 29, 43, 17, 42, 39, 9, 24, 41, 21, 29, 43, 22, 13, 32, 10, 2, 40, 40, 10, 5, 9, 30, 27, 46, 5, 5, 9, 28, 28, 48, 43, 23, 10, 27, 16, 0, 23, 9, 10, 31, 28, 11, 5, 25, 8, 46, 21, 24, 13, 32, 26, 9, 49, 39, 33, 46, 47, 18, 49, 29, 17, 30, 43, 43, 22, 48, 49, 15, 24, 31, 10, 46, 2, 40, 41, 43, 2, 4, 29, 15, 47, 32, 33, 38, 30, 22, 25, 22, 29, 49, 36, 0, 24, 21, 32, 41, 14, 0, 46, 39, 5, 48, 8, 32, 6, 17, 9, 29, 8, 12]
