N1,N2,...,Nx
[46, 17, 29, 48, 24, 5, 47, 50, 11, 26, 0, 16, 32, 12, 15, 21, 34, 36, 38, 27, 49, 39, 50, 10, 42, 7, 5, 24, 31, 45, 46, 37, 47, 50, 48, 2, 8, 23, 4, 6, 10, 42, 30, 42, 31, 39, 34, 10, 19, 30, 20, 16, 29, 20, 47, 20, 19, 40, 32, 15, 15, 28, 21, 15, 15, 49, 8, 30, 43, 42, 43, 26, 25, 7, 38, 49, 46, 5, 22, 47, 15, 31, 14, 33, 26, 30, 7, 29, 4, 31, 32, 5, 4, 29, 0, 13, 35, 33, 1, 39, 12, 40, 24, 46, 49, 32, 4, 50, 8, 25, 4, 39, 21, 0, 8, 38, 2, 44, 12, 3, 11, 48, 10, 8, 26, 32, 38, 14, 47, 46, 22, 44, 41, 3, 6, 29, 28, 10, 25, 11, 1, 1, 2, 30]
[0, 15, 11, 41, 5, 9, 34, 19, 29, 50, 16, 0, 37, 25, 28, 40, 36, 11, 29, 34, 27, 18, 45, 8, 31, 25, 38, 30, 40, 10, 11, 12, 27, 35, 36, 1, 44, 25, 33, 28, 42, 11, 13, 13, 40, 28, 47, 12, 49, 12, 4, 22, 7, 10, 16, 49, 35, 1, 8, 23, 45, 19, 33, 0, 45, 40, 13, 9, 9, 38, 41, 20, 49, 35, 25, 6, 44, 42, 3, 5, 11, 49, 29, 46, 14, 33, 1, 29, 43, 26, 28, 26, 6, 45, 49, 18, 39, 0, 22, 12, 34, 10, 21, 22, 35, 9, 9, 46, 46, 0, 40, 26, 42, 26, 31, 21, 45, 12, 8, 5, 10, 45, 7, 17, 44, 20, 10, 50, 6, 7, 14, 32, 9, 34, 31, 45, 19, 12, 47, 37, 8, 3, 20, 3]
[14, 1, 12, 38, 4, 31, 16, 23, 15, 4, 32, 37, 0, 18, 48, 7, 48, 26, 19, 41, 16, 19, 36, 50, 44, 38, 34, 35, 23, 31, 45, 29, 38, 22, 14, 14, 48, 23, 39, 10, 20, 13, 19, 3, 47, 17, 25, 24, 47, 5, 26, 45, 41, 6, 17, 14, 25, 42, 11, 11, 42, 39, 10, 26, 3, 22, 12, 40, 49, 15, 12, 6, 6, 36, 0, 42, 15, 14, 13, 43, 48, 50, 2, 29, 44, 48, 14, 18, 40, 22, 15, 26, 16, 35, 8, 38, 15, 38, 40, 43, 2, 23, 16, 34, 13, 43, 27, 22, 25, 46, 13, 34, 31, 46, 11, 8, 1, 40, 11, 12, 15, 35, 37, 33, 30, 19, 27, 21, 35, 35, 39, 40, 0, 12, 8, 48, 38, 18, 28, 36, 7, 9, 8, 35]
[50, 43, 15, 35, 31, 26, 14, 3, 24, 13, 12, 25, 18, 0, 42, 45, 43, 34, 2, 43, 1, 25, 0, 20, 27, 27, 46, 22, 31, 0, 35, 19, 24, 37, 7, 37, 2, 8, 38, 20, 33, 39, 43, 2, 28, 30, 5, 37, 19, 48, 11, 43, 27, 50, 23, 0, 29, 21, 26, 1, 47, 21, 9, 22, 10, 8, 5, 25, 19, 42, 48, 6, 44, 7, 50, 4, 49, 23, 31, 36, 37, 45, 29, 8, 24, 1, 19, 5, 50, 35, 16, 25, 32, 25, 27, 45, 27, 3, 23, 42, 17, 18, 37, 49, 23, 43, 48, 33, 20, 50, 27, 20, 44, 9, 26, 15, 35, 4, 9, 7, 34, 3, 46, 18, 4, 6, 36, 15, 42, 31, 34, 13, 0, 24, 49, 47, 18, 30, 0, 32, 0, 11, 11, 42]
[1, 29, 4, 3, 9, 1, 22, 0, 13, 27, 15, 28, 48, 42, 0, 16, 18, 38, 45, 22, 29, 41, 18, 43, 49, 28, 5, 13, 12, 49, 35, 36, 36, 21, 6, 21, 32, 12, 48, 8, 35, 21, 45, 1, 12, 45, 21, 9, 46, 45, 24, 37, 31, 8, 20, 39, 41, 34, 7, 39, 7, 16, 38, 33, 44, 24, 48, 46, 22, 4, 34, 16, 44, 19, 37, 27, 49, 30, 0, 0, 23, 34, 26, 3, 21, 23, 2, 46, 26, 32, 15, 7, 27, 13, 13, 44, 28, 24, 17, 16, 23, 16, 40, 20, 21, 33, 49, 18, 47, 47, 37, 7, 5, 24, 39, 14, 24, 13, 19, 45, 24, 1, 10, 43, 42, 20, 50, 45, 25, 11, 28, 29, 30, 33, 33, 11, 38, 5, 42, 25, 14, 46, 13, 15]
[8, 8, 29, 40, 7, 23, 38, 40, 50, 13, 21, 40, 7, 45, 16, 0, 3, 8, 29, 27, 26, 38, 41, 36, 26, 42, 29, 8, 18, 35, 43, 11, 38, 27, 33, 47, 50, 26, 7, 20, 33, 9, 39, 19, 25, 38, 40, 29, 31, 25, 23, 39, 5, 28, 28, 32, 43, 13, 31, 2, 47, 7, 36, 42, 42, 17, 7, 0, 18, 5, 10, 46, 7, 33, 31, 22, 25, 21, 42, 45, 42, 0, 17, 6, 20, 6, 26, 19, 5, 47, 46, 4, 16, 9, 41, 40, 43, 50, 9, 31, 21, 21, 27, 1, 20, 41, 11, 35, 10, 2, 3, 22, 43, 22, 28, 50, 46, 9, 22, 29, 37, 47, 10, 43, 5, 12, 4, 37, 42, 37, 34, 44, 17, 24, 49, 36, 5, 12, 16, 36, 16, 26, 28, 27]
[17, 25, 40, 29, 40, 30, 6, 39, 33, 47, 34, 36, 48, 43, 18, 3, 0, 24, 36, 41, 49, 29, 22, 44, 47, 42, 46, 11, 14, 28, 3, 42, 21, 30, 0, 16, 29, 7, 36, 42, 35, 0, 23, 34, 39, 19, 2, 0, 6, 42, 28, 12, 46, 37, 14, 45, 10, 34, 22, 1, 5, 40, 41, 18, 33, 34, 50, 50, 15, 48, 37, 8, 21, 32, 21, 12, 26, 38, 49, 39, 0, 25, 20, 9, 4, 27, 42, 25, 2, 46, 7, 29, 18, 11, 5, 3, 8, 15, 10, 42, 27, 7, 27, 21, 30, 32, 24, 22, 33, 23, 33, 24, 49, 43, 36, 5, 46, 43, 19, 43, 6, 43, 5, 30, 32, 15, 46, 17, 43, 19, 18, 10, 30, 47, 16, 23, 13, 37, 31, 26, 41, 16, 45, 20]
[18, 41, 24, 33, 44, 11, 46, 38, 44, 23, 36, 11, 26, 34, 38, 8, 24, 0, 23, 12, 20, 32, 11, 39, 35, 2, 8, 12, 12, 30, 12, 33, 50, 11, 34, 13, 28, 8, 40, 40, 6, 17, 32, 24, 41, 7, 39, 20, 2, 42, 21, 24, 29, 48, 28, 49, 26, 21, 45, 26, 47, 2, 14, 38, 44, 12, 44, 21, 38, 19, 25, 38, 50, 41, 44, 49, 36, 32, 2, 32, 33, 18, 30, 32, 14, 32, 16, 18, 47, 24, 0, 39, 25, 49, 29, 16, 7, 2, 38, 8, 42, 3, 19, 29, 40, 40, 7, 31, 1, 4, 23, 12, 5, 16, 6, 38, 25, 48, 0, 46, 32, 26, 30, 14, 4, 21, 34, 15, 47, 27, 19, 28, 23, 27, 5, 14, 25, 4, 1, 5, 39, 43, 41, 43]
[46, 19, 8, 19, 49, 35, 0, 44, 18, 37, 38, 29, 19, 2, 45, 29, 36, 23, 0, 50, 29, 18, 23, 47, 39, 3, 13, 47, 34, 41, 34, 49, 12, 42, 40, 4, 41, 16, 24, 12, 31, 45, 1, 40, 9, 27, 42, 45, 13, 30, 2, 3, 16, 38, 21, 38, 24, 25, 1, 45, 22, 14, 48, 9, 36, 14, 43, 19, 10, 28, 43, 38, 28, 4, 0, 4, 40, 30, 36, 37, 26, 47, 11, 20, 10, 23, 8, 48, 41, 49, 50, 28, 8, 33, 5, 25, 30, 10, 22, 0, 38, 13, 8, 2, 15, 25, 27, 32, 48, 33, 28, 33, 50, 8, 18, 28, 22, 40, 5, 16, 27, 20, 48, 19, 37, 14, 23, 5, 30, 44, 29, 50, 12, 0, 11, 17, 5, 34, 26, 38, 31, 23, 17, 16]
[50, 35, 13, 37, 1, 19, 21, 26, 48, 25, 27, 34, 41, 43, 22, 27, 41, 12, 50, 0, 41, 8, 19, 2, 30, 29, 41, 3, 7, 50, 4, 42, 5, 39, 1, 17, 21, 16, 49, 40, 21, 33, 10, 38, 39, 7, 11, 23, 34, 37, 43, 50, 29, 4, 5, 14, 36, 40, 17, 22, 45, 27, 23, 34, 33, 39, 45, 34, 42, 0, 29, 29, 15, 9, 9, 36, 15, 24, 42, 48, 5, 22, 10, 28, 25, 6, 45, 1, 1, 42, 6, 32, 35, 33, 45, 36, 15, 31, 20, 37, 42, 26, 35, 25, 26, 29, 40, 43, 36, 38, 40, 27, 15, 19, 20, 45, 22, 29, 3, 48, 30, 9, 31, 20, 15, 9, 16, 39, 31, 20, 29, 46, 11, 4, 44, 5, 9, 33, 38, 47, 4, 22, 21, 19]
[43, 38, 14, 34, 3, 32, 6, 43, 19, 33, 49, 27, 16, 1, 29, 26, 49, 20, 29, 41, 0, 8, 25, 44, 50, 22, 34, 18, 9, 6, 37, 22, 14, 36, 48, 37, 34, 14, 31, 4, 46, 44, 35, 12, 12, 29, 1, 22, 14, 47, 9, 21, 8, 41, 41, 4, 32, 28, 34, 7, 42, 49, 18, 28, 43, 27, 20, 23, 34, 50, 50, 10, 48, 20, 23, 8, 47, 6, 43, 26, 49, 18, 8, 45, 8, 34, 8, 45, 7, 11, 11, 1, 2, 25, 7, 15, 25, 2, 48, 13, 8, 25, 28, 11, 48, 34, 12, 31, 45, 34, 47, 44, 36, 30, 2, 5, 12, 36, 24, 39, 14, 33, 19, 17, 17, 23, 29, 17, 17, 11, 24, 3, 12, 39, 49, 13, 24, 4, 8, 37, 27, 11, 28, 12]
[40, 32, 17, 15, 26, 4, 5, 45, 50, 18, 39, 18, 19, 25, 41, 38, 29, 32, 18, 8, 8, 0, 17, 17, 24, 28, 49, 5, 45, 9, 17, 44, 8, 4, 49, 3, 28, 16, 36, 11, 1, 23, 0, 45, 42, 20, 16, 32, 24, 6, 31, 42, 21, 25, 26, 37, 8, 39, 40, 6, 4, 18, 41, 7, 39, 37, 3, 8, 6, 36, 20, 5, 27, 20, 18, 20, 49, 29, 14, 49, 18, 13, 32, 5, 43, 31, 34, 50, 22, 45, 49, 1, 47, 25, 16, 23, 1, 26, 42, 28, 21, 2, 29, 18, 17, 18, 8, 24, 44, 40, 44, 24, 0, 42, 14, 3, 20, 31, 19, 20, 35, 1, 48, 9, 36, 38, 41, 28, 20, 21, 28, 11, 19, 9, 22, 36, 0, 47, 17, 1, 17, 40, 22, 14]
[41, 48, 4, 40, 42, 12, 32, 9, 43, 33, 50, 45, 36, 0, 18, 41, 22, 11, 23, 19, 25, 17, 0, 41, 17, 24, 12, 36, 33, 5, 42, 39, 19, 20, 9, 21, 19, 38, 8, 17, 7, 23, 28, 43, 3, 39, 1, 43, 49, 28, 41, 50, 24, 49, 45, 15, 27, 9, 11, 14, 14, 26, 15, 43, 45, 22, 26, 46, 22, 25, 27, 6, 9, 42, 42, 40, 41, 39, 22, 14, 50, 35, 26, 31, 38, 35, 33, 29, 2, 34, 9, 45, 32, 4, 27, 7, 29, 22, 46, 5, 32, 31, 10, 14, 49, 1, 29, 28, 40, 2, 28, 18, 1, 49, 34, 42, 10, 38, 0, 14, 7, 32, 27, 31, 7, 28, 13, 17, 12, 36, 2, 41, 5, 41, 22, 21, 35, 39, 36, 36, 6, 50, 0, 38]
[39, 10, 0, 5, 30, 22, 50, 45, 46, 7, 10, 8, 50, 20, 43, 36, 44, 39, 47, 2, 44, 17, 41, 0, 27, 11, 47, 27, 24, 8, 5, 21, 2, 49, 37, 11, 49, 14, 49, 13, 33, 40, 4, 20, 23, 10, 12, 30, 9, 16, 12, 5, 42, 7, 5, 43, 45, 0, 45, 21, 8, 14, 46, 17, 37, 21, 50, 47, 26, 43, 10, 35, 10, 36, 41, 14, 11, 30, 2, 19, 9, 3, 3, 49, 3, 41, 39, 15, 24, 24, 36, 39, 10, 21, 14, 32, 33, 37, 45, 7, 39, 41, 43, 26, 34, 44, 25, 44, 14, 26, 38, 0, 39, 11, 30, 2, 29, 10, 41, 11, 12, 36, 1, 50, 50, 31, 44, 20, 46, 25, 47, 13, 36, 9, 24, 9, 29, 27, 14, 21, 3, 10, 28, 29]
[2, 7, 5, 1, 31, 25, 2, 38, 10, 2, 42, 31, 44, 27, 49, 26, 47, 35, 39, 30, 50, 24, 17, 27, 0, 8, 35, 47, 34, 40, 37, 12, 8, 16, 13, 18, 1, 4, 27, 4, 3, 49, 39, 16, 38, 26, 12, 36, 12, 0, 15, 15, 28, 22, 0, 46, 46, 7, 23, 10, 40, 10, 36, 33, 35, 11, 6, 21, 31, 45, 48, 22, 22, 28, 4, 1, 29, 3, 47, 22, 42, 23, 49, 15, 41, 2, 11, 20, 16, 28, 22, 9, 26, 29, 6, 19, 4, 28, 25, 33, 45, 34, 48, 3, 27, 23, 10, 5, 1, 39, 43, 14, 23, 23, 17, 47, 22, 12, 36, 45, 44, 33, 9, 44, 44, 34, 7, 2, 37, 45, 32, 3, 0, 32, 48, 7, 25, 8, 31, 8, 2, 36, 25, 34]
[20, 34, 45, 8, 44, 32, 48, 44, 11, 50, 7, 25, 38, 27, 28, 42, 42, 2, 3, 29, 22, 28, 24, 11, 8, 0, 38, 25, 48, 26, 27, 34, 26, 22, 26, 5, 35, 8, 35, 6, 50, 47, 29, 9, 34, 7, 19, 25, 29, 6, 36, 28, 9, 47, 32, 30, 7, 3, 11, 42, 40, 39, 43, 20, 43, 6, 48, 22, 43, 28, 33, 8, 30, 7, 22, 24, 36, 3, 41, 44, 1, 14, 4, 26, 50, 0, 23, 20, 3, 13, 47, 15, 40, 41, 13, 48, 2, 41, 44, 30, 6, 36, 40, 26, 43, 50, 37, 28, 30, 10, 12, 19, 42, 17, 36, 22, 9, 43, 41, 15, 13, 7, 30, 39, 1, 43, 12, 19, 0, 16, 39, 36, 14, 48, 3, 44, 48, 33, 0, 45, 48, 34, 0, 3]
[8, 48, 10, 24, 26, 34, 48, 41, 44, 45, 5, 38, 34, 46, 5, 29, 46, 8, 13, 41, 34, 49, 12, 47, 35, 38, 0, 30, 49, 8, 40, 24, 46, 20, 40, 40, 38, 11, 25, 29, 14, 17, 1, 50, 42, 9, 24, 7, 29, 15, 25, 41, 25, 38, 16, 2, 1, 39, 33, 7, 21, 6, 41, 15, 27, 42, 42, 35, 39, 9, 32, 21, 13, 19, 5, 5, 34, 5, 4, 0, 28, 35, 17, 15, 32, 37, 27, 8, 29, 7, 0, 17, 3, 34, 2, 6, 10, 7, 36, 20, 25, 46, 42, 37, 7, 46, 47, 49, 45, 28, 14, 35, 45, 47, 35, 3, 8, 19, 8, 21, 15, 33, 50, 25, 26, 7, 50, 47, 30, 35, 10, 23, 25, 0, 3, 46, 25, 29, 11, 41, 3, 22, 7, 13]
[22, 42, 29, 38, 22, 14, 15, 36, 8, 5, 24, 30, 35, 22, 13, 8, 11, 12, 47, 3, 18, 5, 36, 27, 47, 25, 30, 0, 41, 4, 5, 19, 20, 46, 49, 6, 21, 38, 21, 47, 32, 39, 28, 24, 42, 7, 7, 28, 21, 34, 28, 9, 3, 0, 15, 29, 31, 2, 13, 38, 9, 41, 49, 29, 11, 20, 7, 24, 30, 15, 47, 25, 8, 47, 27, 45, 4, 48, 35, 13, 33, 3, 10, 11, 43, 17, 29, 34, 42, 13, 6, 10, 15, 50, 5, 34, 6, 17, 19, 11, 23, 3, 34, 34, 39, 28, 24, 42, 35, 37, 7, 0, 19, 42, 33, 50, 30, 2, 2, 19, 17, 13, 46, 26, 13, 49, 50, 50, 12, 47, 1, 26, 29, 35, 1, 18, 2, 36, 22, 14, 30, 12, 17, 25]
[1, 34, 38, 10, 2, 32, 9, 11, 18, 3, 31, 40, 23, 31, 12, 18, 14, 12, 34, 7, 9, 45, 33, 24, 34, 48, 49, 41, 0, 28, 36, 43, 45, 32, 13, 5, 30, 16, 18, 10, 28, 10, 27, 15, 31, 23, 47, 12, 9, 0, 50, 1, 35, 30, 14, 27, 17, 41, 13, 8, 38, 40, 37, 42, 34, 22, 35, 5, 17, 15, 48, 49, 17, 31, 34, 25, 21, 13, 22, 43, 18, 45, 1, 10, 32, 30, 25, 37, 24, 48, 47, 29, 25, 14, 6, 38, 32, 0, 36, 47, 21, 15, 38, 39, 8, 12, 11, 18, 39, 20, 48, 34, 34, 49, 18, 31, 40, 43, 45, 46, 18, 27, 25, 41, 41, 12, 27, 12, 34, 34, 11, 15, 15, 13, 1, 33, 19, 14, 11, 45, 1, 18, 8, 19]
[5, 34, 2, 5, 28, 6, 40, 32, 15, 44, 45, 10, 31, 0, 49, 35, 28, 30, 41, 50, 6, 9, 5, 8, 40, 26, 8, 4, 28, 0, 12, 6, 44, 35, 32, 9, 13, 5, 19, 43, 50, 5, 28, 15, 4, 11, 23, 41, 16, 35, 23, 34, 24, 42, 4, 8, 40, 44, 14, 34, 12, 6, 50, 48, 26, 3, 3, 22, 3, 2, 6, 3, 5, 27, 10, 37, 11, 50, 28, 32, 11, 8, 21, 7, 11, 35, 26, 2, 49, 5, 26, 32, 17, 28, 7, 30, 12, 28, 31, 9, 16, 27, 3, 39, 35, 32, 9, 12, 14, 1, 38, 26, 1, 38, 37, 50, 6, 2, 19, 30, 18, 16, 9, 0, 7, 47, 42, 42, 48, 36, 9, 42, 50, 29, 20, 42, 3, 18, 27, 49, 11, 38, 6, 36]
[9, 37, 32, 28, 44, 26, 33, 18, 34, 24, 46, 11, 45, 35, 35, 43, 3, 12, 34, 4, 37, 17, 42, 5, 37, 27, 40, 5, 36, 12, 0, 42, 2, 23, 0, 23, 25, 35, 24, 41, 10, 28, 15, 24, 48, 45, 21, 47, 45, 13, 13, 17, 32, 15, 3, 3, 6, 7, 36, 8, 42, 27, 46, 27, 46, 29, 7, 46, 18, 20, 27, 38, 19, 0, 20, 19, 2, 33, 31, 25, 1, 42, 10, 30, 4, 6, 1, 6, 7, 19, 34, 20, 14, 37, 33, 6, 14, 10, 26, 36, 16, 48, 33, 13, 45, 47, 10, 32, 39, 15, 18, 5, 25, 38, 34, 9, 42, 12, 3, 23, 39, 41, 42, 43, 11, 37, 5, 27, 32, 16, 17, 38, 30, 19, 32, 3, 16, 19, 23, 43, 38, 12, 39, 18]
[9, 8, 43, 8, 2, 41, 45, 18, 5, 24, 37, 12, 29, 19, 36, 11, 42, 33, 49, 42, 22, 44, 39, 21, 12, 34, 24, 19, 43, 6, 42, 0, 8, 41, 20, 41, 8, 21, 43, 33, 46, 47, 29, 1, 9, 43, 1, 34, 27, 5, 2, 43, 22, 36, 31, 35, 15, 4, 20, 36, 9, 50, 29, 11, 13, 23, 35, 31, 16, 42, 31, 31, 32, 28, 7, 27, 49, 40, 20, 3, 38, 48, 14, 24, 34, 15, 39, 40, 22, 50, 48, 34, 8, 28, 9, 10, 4, 34, 28, 30, 48, 20, 48, 36, 17, 39, 17, 22, 49, 13, 24, 7, 38, 48, 30, 49, 19, 37, 7, 9, 18, 24, 31, 31, 20, 48, 7, 36, 9, 21, 50, 21, 26, 16, 18, 16, 2, 21, 15, 9, 7, 2, 33, 18]
