N1,N2,...,Nx
[40, 25, 19, 13, 45, 32, 26, 10, 34, 40, 0, 48, 44, 10, 0, 49, 27, 41, 49, 24, 15, 39, 13, 39, 33, 46, 2, 6, 14, 38, 9, 35, 38, 21, 7, 9, 20, 46, 46, 3, 4, 15, 23, 22, 41, 34, 45, 30, 1, 15, 46, 15, 11, 39, 29, 16, 4, 15, 7, 7, 27, 10, 18, 22, 50, 29, 47, 25, 14, 1, 28, 47, 2, 32, 31, 41, 5, 11, 45, 23, 0, 23, 31, 33, 30, 16, 9, 14, 11, 14, 14, 45, 37, 4, 25, 25, 50, 11, 2, 28, 35, 15, 45, 9, 1, 10, 47, 8, 13, 24, 43, 27, 12, 23, 5, 28, 44, 23, 27, 36, 7, 6, 19, 18, 11, 15, 24, 18, 18, 40, 2, 6]
[10, 32, 13, 0, 48, 4, 28, 47, 24, 41, 48, 0, 31, 8, 26, 43, 31, 44, 19, 14, 30, 47, 8, 35, 27, 9, 10, 17, 23, 28, 27, 43, 26, 44, 8, 18, 15, 27, 37, 13, 25, 11, 1, 0, 27, 4, 33, 11, 8, 3, 10, 8, 48, 29, 49, 35, 17, 48, 31, 47, 27, 28, 27, 0, 35, 40, 15, 43, 21, 34, 31, 26, 41, 22, 44, 14, 21, 12, 32, 32, 38, 11, 17, 28, 45, 19, 50, 15, 38, 37, 41, 12, 21, 3, 1, 26, 20, 46, 49, 3, 33, 35, 44, 27, 40, 42, 32, 41, 32, 11, 10, 47, 5, 38, 7, 49, 37, 46, 1, 48, 31, 28, 9, 28, 43, 24, 22, 33, 28, 47, 32, 45]
[42, 32, 25, 50, 36, 50, 21, 17, 25, 33, 44, 31, 0, 33, 8, 23, 26, 0, 19, 44, 29, 48, 44, 2, 35, 22, 11, 12, 26, 4, 2, 35, 46, 42, 12, 7, 13, 4, 13, 12, 2, 22, 30, 36, 34, 39, 1, 10, 40, 15, 43, 16, 9, 36, 40, 13, 4, 3, 10, 44, 18, 10, 22, 45, 35, 25, 24, 50, 35, 14, 34, 4, 40, 29, 50, 45, 8, 15, 23, 12, 14, 18, 13, 1, 26, 49, 15, 32, 24, 16, 1, 20, 18, 19, 35, 2, 24, 49, 30, 25, 46, 17, 23, 33, 18, 34, 44, 47, 8, 49, 50, 30, 19, 13, 9, 26, 21, 42, 42, 7, 42, 29, 43, 44, 22, 26, 18, 11, 42, 49, 0, 29]
[3, 29, 47, 3, 44, 8, 25, 39, 47, 47, 10, 8, 33, 0, 31, 0, 46, 46, 30, 19, 49, 50, 41, 1, 8, 28, 40, 20, 47, 42, 3, 23, 44, 0, 46, 14, 47, 11, 44, 35, 22, 16, 33, 7, 1, 13, 43, 3, 11, 45, 27, 29, 41, 0, 27, 41, 48, 4, 45, 35, 33, 35, 0, 35, 37, 6, 43, 0, 27, 37, 2, 22, 15, 35, 41, 23, 45, 14, 32, 37, 1, 6, 16, 13, 22, 48, 31, 19, 11, 39, 31, 23, 8, 43, 2, 16, 0, 23, 36, 36, 47, 20, 38, 30, 8, 9, 25, 41, 43, 21, 39, 2, 46, 42, 19, 40, 4, 39, 50, 27, 40, 2, 17, 40, 47, 28, 47, 32, 48, 18, 21, 2]
[29, 38, 42, 25, 10, 42, 41, 40, 16, 2, 0, 26, 8, 31, 0, 31, 38, 20, 28, 39, 17, 42, 27, 17, 42, 8, 45, 29, 17, 12, 30, 19, 18, 6, 2, 8, 43, 46, 18, 27, 33, 27, 6, 18, 22, 30, 22, 46, 34, 27, 3, 13, 19, 42, 27, 35, 49, 41, 46, 13, 47, 46, 20, 19, 12, 10, 7, 17, 39, 36, 8, 30, 0, 6, 19, 12, 14, 50, 5, 6, 7, 11, 16, 42, 22, 30, 46, 32, 38, 16, 37, 0, 19, 23, 49, 27, 34, 15, 47, 13, 16, 44, 12, 33, 36, 15, 42, 23, 8, 50, 21, 37, 41, 26, 18, 28, 39, 35, 23, 34, 19, 48, 42, 21, 22, 21, 23, 39, 38, 31, 4, 36]
[42, 15, 46, 33, 42, 38, 37, 31, 14, 45, 49, 43, 23, 0, 31, 0, 10, 34, 1, 16, 12, 0, 44, 16, 44, 19, 4, 8, 14, 19, 5, 25, 35, 30, 33, 15, 24, 50, 29, 21, 15, 43, 40, 22, 22, 28, 6, 36, 40, 33, 47, 20, 11, 6, 31, 25, 39, 47, 42, 32, 14, 22, 13, 48, 44, 8, 22, 47, 4, 50, 42, 49, 16, 11, 8, 45, 7, 16, 7, 20, 47, 48, 10, 11, 49, 16, 23, 15, 21, 31, 26, 15, 38, 5, 13, 27, 28, 40, 22, 9, 16, 44, 35, 4, 12, 37, 32, 15, 41, 5, 2, 46, 11, 12, 0, 44, 34, 7, 31, 31, 41, 48, 42, 43, 9, 18, 15, 17, 11, 41, 11, 18]
[48, 10, 22, 8, 5, 13, 11, 25, 40, 38, 27, 31, 26, 46, 38, 10, 0, 33, 4, 11, 4, 39, 16, 2, 49, 3, 39, 44, 39, 39, 23, 28, 0, 37, 46, 6, 14, 12, 48, 5, 47, 15, 49, 9, 43, 34, 28, 11, 46, 48, 5, 16, 50, 27, 44, 10, 36, 34, 47, 29, 22, 1, 49, 47, 27, 10, 11, 24, 42, 29, 46, 38, 12, 22, 6, 11, 45, 43, 31, 40, 39, 22, 29, 5, 10, 22, 0, 22, 48, 32, 40, 43, 22, 38, 12, 50, 11, 21, 29, 21, 41, 24, 16, 21, 14, 27, 38, 18, 19, 19, 37, 19, 41, 47, 13, 8, 23, 12, 29, 29, 36, 38, 17, 25, 32, 20, 0, 47, 35, 9, 3, 0]
[32, 21, 4, 17, 12, 48, 33, 3, 21, 31, 41, 44, 0, 46, 20, 34, 33, 0, 17, 47, 21, 34, 40, 31, 0, 7, 1, 1, 20, 50, 3, 9, 4, 1, 5, 3, 11, 44, 32, 30, 30, 18, 39, 38, 24, 31, 23, 4, 3, 4, 47, 1, 23, 13, 35, 47, 22, 26, 44, 24, 29, 11, 50, 3, 9, 48, 45, 1, 27, 40, 29, 20, 29, 32, 33, 0, 12, 17, 17, 12, 16, 42, 22, 34, 14, 23, 30, 23, 19, 22, 3, 29, 41, 30, 24, 28, 11, 7, 32, 32, 23, 3, 47, 10, 10, 21, 7, 6, 44, 16, 40, 47, 48, 26, 17, 28, 48, 9, 45, 26, 37, 45, 2, 34, 50, 40, 36, 3, 26, 18, 24, 11]
[31, 17, 0, 12, 48, 24, 12, 11, 12, 22, 49, 19, 19, 30, 28, 1, 4, 17, 0, 47, 9, 1, 41, 13, 28, 40, 38, 30, 40, 50, 41, 50, 3, 6, 35, 14, 2, 34, 8, 47, 26, 35, 22, 8, 48, 5, 14, 48, 5, 34, 44, 50, 34, 14, 2, 10, 14, 19, 9, 5, 26, 42, 12, 44, 42, 24, 3, 43, 31, 17, 9, 16, 19, 27, 25, 7, 19, 31, 47, 14, 38, 42, 6, 23, 33, 17, 47, 15, 16, 2, 32, 9, 37, 41, 3, 42, 1, 15, 8, 4, 8, 22, 22, 44, 45, 45, 10, 29, 26, 20, 37, 38, 29, 35, 26, 27, 28, 26, 32, 45, 25, 9, 33, 46, 33, 25, 2, 3, 27, 11, 31, 42]
[48, 36, 3, 29, 32, 18, 23, 5, 2, 23, 24, 14, 44, 19, 39, 16, 11, 47, 47, 0, 0, 15, 20, 23, 37, 9, 9, 31, 34, 6, 19, 31, 7, 36, 4, 35, 24, 22, 7, 31, 36, 15, 17, 3, 36, 24, 3, 10, 37, 21, 40, 50, 18, 41, 18, 37, 45, 15, 49, 25, 14, 22, 35, 44, 3, 32, 0, 32, 35, 19, 15, 15, 30, 4, 23, 46, 18, 5, 26, 3, 14, 28, 30, 36, 2, 5, 26, 41, 40, 36, 39, 0, 5, 24, 32, 31, 42, 22, 30, 41, 35, 46, 16, 22, 4, 35, 27, 20, 44, 23, 18, 5, 31, 6, 2, 11, 45, 30, 36, 7, 29, 47, 38, 10, 33, 45, 24, 38, 35, 16, 48, 38]
[34, 17, 43, 13, 41, 23, 16, 50, 26, 26, 15, 30, 29, 49, 17, 12, 4, 21, 9, 0, 0, 21, 5, 29, 6, 5, 28, 45, 50, 41, 26, 10, 4, 48, 32, 1, 36, 0, 6, 39, 5, 33, 7, 15, 20, 11, 22, 48, 42, 48, 9, 15, 45, 14, 23, 39, 42, 33, 20, 3, 31, 10, 0, 40, 9, 49, 22, 24, 13, 42, 21, 32, 22, 8, 43, 30, 28, 33, 14, 37, 31, 34, 22, 37, 47, 25, 39, 34, 19, 31, 21, 44, 21, 39, 49, 19, 11, 25, 47, 48, 46, 40, 20, 31, 11, 35, 50, 48, 33, 36, 32, 49, 5, 24, 10, 1, 33, 3, 47, 19, 12, 16, 5, 47, 22, 1, 14, 21, 13, 16, 44, 26]
[24, 12, 13, 21, 6, 40, 29, 0, 1, 5, 39, 47, 48, 50, 42, 0, 39, 34, 1, 15, 21, 0, 2, 44, 1, 15, 19, 40, 20, 49, 37, 33, 34, 7, 12, 34, 27, 8, 12, 33, 5, 25, 2, 20, 29, 26, 41, 14, 48, 41, 31, 25, 1, 6, 9, 20, 22, 3, 18, 31, 42, 4, 36, 25, 45, 47, 3, 18, 18, 20, 5, 43, 32, 14, 45, 15, 10, 47, 47, 39, 12, 34, 12, 45, 44, 27, 50, 36, 8, 34, 25, 39, 46, 20, 20, 49, 22, 44, 19, 8, 0, 1, 39, 18, 12, 18, 32, 31, 13, 21, 26, 0, 38, 40, 30, 32, 18, 30, 38, 37, 40, 49, 2, 45, 4, 23, 25, 10, 48, 43, 35, 28]
[23, 46, 42, 49, 40, 18, 28, 41, 31, 31, 13, 8, 44, 41, 27, 44, 16, 40, 41, 20, 5, 2, 0, 47, 36, 32, 38, 15, 49, 43, 41, 37, 1, 5, 34, 45, 22, 39, 43, 4, 35, 47, 29, 8, 30, 32, 37, 25, 2, 0, 44, 30, 20, 0, 30, 9, 45, 24, 7, 1, 49, 28, 40, 49, 29, 3, 0, 9, 42, 30, 21, 4, 9, 16, 24, 36, 4, 15, 39, 20, 11, 17, 42, 47, 46, 7, 19, 25, 50, 27, 32, 40, 25, 1, 38, 48, 48, 28, 7, 31, 50, 17, 38, 11, 46, 0, 26, 0, 37, 48, 42, 27, 15, 40, 0, 33, 40, 29, 33, 41, 29, 15, 16, 0, 24, 42, 24, 13, 9, 25, 27, 9]
[24, 4, 40, 23, 48, 29, 43, 37, 14, 20, 39, 35, 2, 1, 17, 16, 2, 31, 13, 23, 29, 44, 47, 0, 38, 6, 44, 7, 11, 3, 45, 21, 1, 18, 11, 41, 17, 35, 29, 34, 8, 14, 19, 7, 43, 15, 50, 49, 18, 3, 41, 50, 11, 14, 43, 11, 17, 5, 46, 49, 7, 43, 24, 19, 13, 5, 30, 48, 48, 0, 48, 0, 38, 48, 21, 29, 31, 13, 41, 11, 50, 19, 3, 21, 46, 48, 44, 8, 36, 18, 48, 12, 32, 36, 2, 5, 14, 11, 37, 19, 43, 19, 15, 14, 16, 28, 0, 11, 12, 47, 0, 2, 38, 6, 37, 8, 26, 29, 49, 26, 42, 18, 38, 22, 31, 8, 44, 22, 5, 28, 50, 31]
[10, 46, 17, 12, 24, 4, 37, 5, 7, 27, 33, 27, 35, 8, 42, 44, 49, 0, 28, 37, 6, 1, 36, 38, 0, 44, 18, 28, 25, 35, 50, 32, 26, 45, 32, 2, 25, 40, 2, 22, 36, 44, 31, 15, 2, 0, 29, 38, 10, 38, 45, 34, 33, 20, 12, 6, 26, 36, 3, 5, 32, 0, 9, 41, 49, 42, 22, 16, 24, 46, 14, 9, 31, 7, 44, 49, 15, 1, 19, 9, 27, 5, 50, 12, 46, 31, 40, 13, 38, 50, 12, 16, 20, 22, 10, 15, 31, 1, 11, 17, 10, 36, 6, 9, 25, 46, 30, 40, 22, 10, 45, 27, 45, 46, 47, 39, 11, 47, 41, 45, 10, 8, 24, 12, 20, 17, 1, 3, 35, 3, 8, 3]
[16, 20, 41, 6, 5, 15, 4, 37, 19, 50, 46, 9, 22, 28, 8, 19, 3, 7, 40, 9, 5, 15, 32, 6, 44, 0, 4, 21, 20, 3, 19, 34, 32, 49, 11, 20, 11, 37, 25, 3, 5, 41, 40, 19, 18, 41, 40, 23, 7, 24, 29, 11, 44, 17, 44, 43, 11, 24, 22, 9, 21, 5, 20, 6, 44, 33, 48, 25, 4, 50, 19, 22, 21, 20, 9, 24, 4, 2, 31, 26, 40, 35, 11, 15, 31, 2, 47, 48, 3, 48, 47, 1, 32, 48, 50, 16, 27, 44, 13, 0, 7, 18, 0, 22, 34, 30, 42, 49, 6, 33, 4, 37, 9, 13, 1, 21, 40, 10, 38, 24, 13, 27, 38, 46, 4, 19, 32, 1, 13, 13, 43, 25]
[30, 20, 21, 22, 43, 10, 27, 4, 38, 4, 2, 10, 11, 40, 45, 4, 39, 1, 38, 9, 28, 19, 38, 44, 18, 4, 0, 9, 47, 9, 3, 2, 36, 48, 2, 16, 28, 8, 12, 22, 46, 35, 50, 11, 46, 50, 29, 17, 40, 12, 3, 8, 40, 23, 29, 1, 49, 7, 14, 10, 15, 31, 3, 10, 14, 9, 45, 31, 9, 38, 12, 41, 38, 22, 45, 23, 12, 25, 42, 32, 42, 5, 36, 47, 37, 30, 47, 40, 4, 11, 42, 9, 45, 9, 7, 49, 16, 42, 10, 32, 18, 21, 19, 26, 22, 45, 26, 9, 23, 2, 33, 11, 14, 41, 11, 33, 27, 20, 9, 19, 49, 15, 22, 36, 47, 15, 39, 4, 21, 32, 50, 38]
[7, 0, 21, 25, 27, 11, 22, 45, 3, 6, 6, 17, 12, 20, 29, 8, 44, 1, 30, 31, 45, 40, 15, 7, 28, 21, 9, 0, 46, 11, 8, 26, 12, 43, 10, 25, 24, 20, 26, 47, 4, 21, 19, 46, 27, 18, 25, 4, 11, 45, 16, 34, 6, 19, 8, 46, 2, 14, 9, 23, 43, 15, 0, 40, 50, 39, 4, 24, 41, 12, 44, 27, 29, 40, 46, 21, 14, 40, 1, 35, 24, 24, 39, 32, 4, 31, 31, 29, 25, 26, 44, 24, 1, 20, 5, 10, 38, 36, 42, 19, 32, 2, 41, 3, 33, 36, 4, 40, 33, 6, 3, 9, 25, 12, 44, 34, 11, 42, 45, 17, 19, 36, 33, 21, 46, 21, 19, 27, 46, 44, 0, 5]
[1, 25, 50, 12, 30, 19, 18, 42, 15, 48, 14, 23, 26, 47, 17, 14, 39, 20, 40, 34, 50, 20, 49, 11, 25, 20, 47, 46, 0, 39, 29, 40, 32, 49, 32, 29, 17, 19, 1, 7, 4, 26, 20, 47, 43, 29, 44, 29, 18, 10, 3, 23, 9, 36, 25, 31, 15, 10, 44, 23, 33, 11, 27, 45, 13, 1, 9, 44, 41, 3, 24, 36, 21, 5, 0, 5, 2, 10, 16, 50, 37, 1, 44, 12, 33, 12, 40, 35, 3, 0, 15, 18, 1, 37, 45, 43, 9, 20, 9, 34, 23, 43, 10, 46, 22, 47, 14, 11, 26, 3, 45, 14, 20, 0, 49, 19, 17, 20, 39, 26, 12, 25, 49, 7, 17, 36, 37, 6, 34, 15, 47, 45]
[16, 25, 2, 41, 31, 49, 29, 7, 50, 27, 38, 28, 4, 42, 12, 19, 39, 50, 50, 6, 41, 49, 43, 3, 35, 3, 9, 11, 39, 0, 8, 44, 41, 45, 6, 19, 4, 43, 3, 21, 26, 50, 3, 38, 44, 5, 4, 32, 2, 49, 40, 5, 32, 5, 3, 17, 33, 26, 20, 32, 48, 24, 47, 1, 46, 40, 25, 17, 5, 5, 24, 16, 14, 37, 42, 29, 2, 37, 23, 11, 6, 25, 21, 3, 4, 1, 49, 50, 1, 2, 44, 34, 29, 19, 43, 41, 25, 38, 48, 27, 0, 23, 40, 45, 32, 6, 14, 8, 2, 25, 9, 21, 32, 3, 31, 46, 50, 0, 39, 40, 0, 12, 47, 46, 19, 4, 30, 33, 1, 47, 28, 31]
[30, 10, 42, 41, 19, 21, 38, 12, 7, 15, 9, 27, 2, 3, 30, 5, 23, 3, 41, 19, 26, 37, 41, 45, 50, 19, 3, 8, 29, 8, 0, 50, 47, 25, 32, 6, 44, 11, 39, 19, 28, 50, 50, 7, 50, 17, 3, 28, 13, 25, 17, 18, 2, 13, 36, 39, 30, 0, 2, 42, 49, 43, 16, 42, 8, 35, 4, 20, 38, 37, 24, 39, 39, 9, 43, 39, 8, 50, 24, 26, 47, 33, 50, 45, 10, 45, 10, 26, 6, 6, 16, 46, 9, 4, 33, 35, 17, 8, 27, 42, 42, 11, 14, 41, 8, 50, 20, 8, 17, 17, 22, 41, 19, 38, 10, 22, 41, 2, 21, 34, 25, 7, 42, 22, 23, 50, 20, 20, 28, 17, 42, 13]
[14, 29, 50, 50, 24, 33, 0, 39, 28, 6, 35, 43, 35, 23, 19, 25, 28, 9, 50, 31, 10, 33, 37, 21, 32, 34, 2, 26, 40, 44, 50, 0, 2, 43, 25, 41, 1, 37, 33, 14, 33, 34, 0, 5, 12, 0, 37, 0, 22, 42, 44, 43, 33, 5, 15, 40, 24, 0, 41, 40, 40, 39, 10, 15, 33, 44, 31, 39, 4, 7, 25, 40, 43, 9, 39, 49, 26, 4, 50, 23, 17, 3, 50, 6, 37, 29, 18, 13, 30, 13, 10, 37, 3, 18, 43, 8, 30, 16, 48, 9, 14, 3, 7, 37, 6, 2, 31, 37, 25, 36, 45, 32, 31, 17, 18, 22, 39, 29, 50, 12, 23, 4, 41, 15, 24, 26, 40, 4, 24, 32, 41, 30]
[22, 48, 37, 27, 12, 24, 50, 40, 23, 37, 38, 26, 46, 44, 18, 35, 0, 4, 3, 7, 4, 34, 1, 1, 26, 32, 36, 12, 32, 41, 47, 2, 0, 36, 39, 37, 22, 26, 1, 47, 0, 2, 33, 15, 14, 8, 45, 16, 38, 45, 5, 4, 11, 48, 28, 40, 27, 42, 20, 42, 19, 1, 2, 46, 12, 15, 0, 36, 35, 15, 49, 42, 33, 14, 40, 22, 42, 49, 40, 14, 49, 6, 12, 41, 6, 23, 16, 41, 24, 32, 26, 7, 19, 43, 0, 47, 45, 43, 35, 29, 1, 25, 32, 18, 9, 15, 13, 23, 6, 8, 49, 25, 36, 43, 3, 10, 3, 48, 36, 31, 23, 6, 0, 28, 0, 6, 41, 9, 11, 17, 11, 22]
[12, 47, 11, 23, 35, 27, 50, 23, 29, 0, 21, 44, 42, 0, 6, 30, 37, 1, 6, 36, 48, 7, 5, 18, 45, 49, 48, 43, 49, 45, 25, 43, 36, 0, 38, 11, 43, 36, 22, 25, 26, 34, 18, 43, 13, 31, 2, 39, 49, 50, 3, 49, 50, 28, 31, 44, 16, 29, 22, 48, 10, 32, 2, 18, 42, 38, 46, 26, 47, 17, 36, 24, 12, 42, 2, 35, 21, 40, 18, 45, 8, 19, 34, 33, 36, 5, 25, 32, 14, 5, 4, 6, 17, 2, 6, 41, 36, 8, 34, 17, 7, 44, 3, 48, 19, 7, 19, 25, 50, 28, 8, 40, 2, 46, 17, 5, 35, 40, 3, 25, 8, 34, 20, 42, 46, 33, 6, 44, 20, 7, 17, 2]
[3, 33, 45, 46, 0, 46, 49, 8, 0, 8, 7, 8, 12, 46, 2, 33, 46, 5, 35, 4, 32, 12, 34, 11, 32, 11, 2, 10, 32, 6, 32, 25, 39, 38, 0, 9, 11, 41, 34, 3, 35, 46, 7, 49, 18, 33, 42, 48, 19, 32, 48, 23, 7, 32, 7, 8, 26, 33, 21, 5, 47, 48, 14, 21, 49, 25, 23, 19, 38, 25, 16, 44, 50, 36, 37, 46, 36, 45, 35, 21, 29, 17, 17, 38, 50, 9, 25, 7, 14, 20, 11, 22, 12, 8, 42, 12, 34, 34, 26, 1, 41, 26, 14, 26, 18, 47, 11, 31, 17, 22, 50, 1, 4, 27, 15, 22, 27, 47, 39, 50, 26, 9, 37, 44, 40, 0, 43, 8, 49, 26, 24, 11]
